orf	hom | growth (pooled culture, microarray) | Jawsamycin [IC30] | YPD + DMSO [2%] | Fu Y~Hoepfner D, 2020	het | growth (pooled culture, microarray) | Jawsamycin [IC30] | YPD + DMSO [2%] | Fu Y~Hoepfner D, 2020
YAL001C	0.11162110636523002	0.2034230888449045
YAL002W	-0.20248988946786972	3.752143698801005
YAL003W		-0.0566193447905831
YAL004W	0.19853051382008624	-2.0754747675936738
YAL005C	0.11832965889602677	1.490524059735133
YAL007C	0.0008720477145787008	0.29313163057539215
YAL008W	1.0085136280841223	0.2865990754651115
YAL009W	-0.7943266009718692	0.156548477089193
YAL010C	2.6691355247333313	-0.37132397037142495
YAL011W	-3.171216551995991	-5.60285198020836
YAL012W	-0.473019962897853	0.07701234198651889
YAL013W	-2.64830492996863	2.95268495199122
YAL014C	-1.7817448613764424	-3.8054858319295253
YAL015C	-3.68695376046698	-0.6677009675596813
YAL016W		-0.8237127431684741
YAL017W	-0.9925936542597922	-0.2047566067987165
YAL018C	-0.15279893816972992	-0.29139512436898335
YAL019W	1.207588607814143	2.9547619526272
YAL020C	3.602854191843435	0.461138464482971
YAL021C	-8.257408867021114	-0.276056413118342
YAL022C	0.18390875021324202	0.06831988738423934
YAL023C	-4.397139598621857	-6.01395828267283
YAL024C	1.4481167346619641	1.8873161689077849
YAL025C		4.53337704190732
YAL026C	-0.4110458555780426	1.001168686418212
YAL027W	0.1659160307372183	0.478083161625947
YAL028W	-0.43290980816385827	-0.883183984517741
YAL029C	0.38513566230353424	3.01264631845449
YAL030W	-0.014681512783943123	-0.716427794393216
YAL031C	-0.25587222853109176	-0.6296984301484214
YAL032C		-0.4221474734463475
YAL033W		-0.15269253372466374
YAL034C	-0.3031232296288058	0.0899381348318224
YAL034C-B		1.0383391791399077
YAL034W-A		0.8222124119365695
YAL035W	3.37108748288604	-5.767455124597809
YAL036C	0.02013956738526281	-0.3985145381471215
YAL037W	-0.40635886954659806	-1.7138226185145855
YAL038W		-1.1160371088359633
YAL039C	-0.040849652266631974	-0.371636195275951
YAL040C	0.8709613076024321	0.311947047933391
YAL041W		1.8970986757769
YAL042C-A	-0.7109915007532528	0.29125304349155223
YAL042W	-1.0588113219759037	-0.14838814220358099
YAL043C		1.46832675849718
YAL044C	0.8273518325194887	3.125152209348065
YAL045C	0.10916827178902833	-12.973152434363051
YAL046C	-0.02525610837474812	-0.0721603001622644
YAL047C	-3.771259186239	-0.5038037978351325
YAL048C	0.1361308672670653	0.10183000939224825
YAL049C	-0.33246191298537303	-0.5906320832007355
YAL051W	0.05401979225512231	0.4701415196316896
YAL053W	1.3460368649950525	1.082265925956376
YAL054C	-0.16219367636848656	-0.15920805422855847
YAL055W	0.18508337346038445	0.1528582911153957
YAL056C-A	-2.1892824292709325	-0.1809032530253437
YAL056W	-0.26199560981047576	-0.1139416649970017
YAL058W	-1.2789054702344957	0.437741507741758
YAL059W	0.004697347081340286	-0.44277495764393354
YAL060W	0.007892938660093725	-0.063043935936657
YAL061W	-0.16695447405385722	1.0184973074347945
YAL062W	-0.11622840919511933	-0.0478438302016713
YAL064C-A	0.0525586969833056	0.37155900537010167
YAL065C	-0.23934343882597298	0.4267953931848321
YAL066W	-1.4307503847556902	-0.003413456373375978
YAL067C	-0.7478400771902868	0.705566551888401
YAL068C	-0.006142796056440818	-0.23066055031172356
YAR002C-A	-0.015125334212616451	0.5463869387523475
YAR002W	4.298857183017782	3.80855300015326
YAR003W	0.6314141516105358	-0.5022206179111076
YAR007C		0.5585908270405433
YAR008W		0.45858190695303
YAR014C	0.21121720652326978	-0.207020497456396
YAR015W		0.2915294977355905
YAR018C	0.29904768386972347	5.41219220624201
YAR019C		-0.4462817011545025
YAR020C	0.05996237434492276	2.4310566235282653
YAR023C	0.028283325878964934	0.5478825412997367
YAR027W	0.10138004717413736	-0.525198338614487
YAR028W	-0.30762407882384524	1.54341250073241
YAR029W	-0.06534030911921	-0.151209043169363
YAR030C	-0.017099316355758003	0.3484824256969205
YAR031W	0.0028847141221025503	-0.09629924739151549
YAR035W	0.0187314174686497	0.06427164776873198
YAR042W	0.3795135926433042	-1.1144169891473084
YAR047C	-0.00479476165283458	-8.94448628778739
YAR050W	0.015722251457576858	-0.8541932433948329
YBL001C	0.013152795936075035	
YBL002W	0.4606747402766185	4.073952736256295
YBL003C	-0.06878071441753966	
YBL004W		-0.6382019353985611
YBL005W	0.03345784472083557	
