Filter 8: 620 Nov/11 0:3oam HLKU
 0.110	 0.137	 0.078	 0.135	 0.145	 0.128	 0.159	 0.120	 0.165	 0.123	 0.180	 0.165
 0.110	 0.120	 0.130	 0.126	 0.136	 0.149	 0.135	 0.151	 0.151	 0.160	 0.167	 0.076
 0.095	 0.074	 0.135	 0.118	 0.135	 0.147	 0.135	 0.147	 0.139	 0.073	 0.091	 0.125
 0.087	 0.104	 0.129	 0.143	 0.070	 0.070	 0.068	 0.171	 0.198	 0.071	 0.081	 0.075
 0.080	 0.124	 0.135	 0.137	 0.142	 0.074	 0.174	 0.157	 0.124	 0.151	 0.082	 0.076
 0.068	 0.135	 0.142	 0.073	 0.184	 0.145	 0.158	 0.074	 0.156	 0.096	 0.124	 0.102
 0.095	 0.069	 0.069	 0.071	 0.152	 0.093	 0.174	 0.167	 0.164	 0.154	 0.142	 0.132
 0.113	 0.136	 0.159	 0.133	 0.141	 0.147	 0.144	 0.144	 0.147	 0.155	 0.154	 0.147

Filter 8: 620 H-LKU+no Trp
 0.073	 0.073	 0.071	 0.079	 0.078	 0.081	 0.073	 0.079	 0.074	 0.076	 0.078	 0.078
 0.071	 0.071	 0.073	 0.076	 0.076	 0.077	 0.074	 0.073	 0.080	 0.071	 0.073	 0.069
 0.068	 0.069	 0.072	 0.072	 0.072	 0.073	 0.073	 0.074	 0.075	 0.077	 0.073	 0.075
 0.070	 0.069	 0.069	 0.071	 0.069	 0.069	 0.069	 0.071	 0.078	 0.069	 0.071	 0.071
 0.070	 0.071	 0.071	 0.075	 0.075	 0.072	 0.079	 0.082	 0.088	 0.086	 0.096	 0.089
 0.068	 0.072	 0.073	 0.071	 0.074	 0.073	 0.074	 0.072	 0.077	 0.076	 0.079	 0.084
 0.069	 0.069	 0.068	 0.070	 0.073	 0.071	 0.076	 0.077	 0.079	 0.077	 0.077	 0.077
 0.075	 0.074	 0.109	 0.074	 0.075	 0.078	 0.076	 0.076	 0.080	 0.078	 0.077	 0.078

Filter 8: 620 H-LKU+trp
 0.077	 0.075	 0.078	 0.079	 0.080	 0.083	 0.076	 0.080	 0.078	 0.074	 0.080	 0.078
 0.073	 0.072	 0.073	 0.071	 0.072	 0.074	 0.074	 0.073	 0.075	 0.073	 0.073	 0.070
 0.071	 0.070	 0.074	 0.073	 0.073	 0.074	 0.075	 0.074	 0.075	 0.073	 0.072	 0.072
 0.075	 0.071	 0.070	 0.071	 0.068	 0.070	 0.068	 0.073	 0.073	 0.068	 0.070	 0.071
 0.070	 0.073	 0.073	 0.077	 0.078	 0.070	 0.080	 0.076	 0.079	 0.074	 0.073	 0.071
 0.069	 0.076	 0.075	 0.070	 0.074	 0.073	 0.076	 0.073	 0.077	 0.081	 0.076	 0.072
 0.070	 0.068	 0.067	 0.069	 0.074	 0.071	 0.075	 0.078	 0.075	 0.073	 0.071	 0.071
 0.079	 0.078	 0.114	 0.077	 0.076	 0.076	 0.075	 0.076	 0.077	 0.077	 0.076	 0.077


