orf	hap alpha | growth (colony size) | cadmium dichloride [50 uM] | Ruotolo R~Ottonello S, 2008	hap alpha | growth (colony size) | nickel dichloride [2.5 mM] | Ruotolo R~Ottonello S, 2008
YAL002W	-4.5328145792770655	3.6915262178766364
YAL004W	0.023009211062319773	0.03691526217876579
YAL005C	0.023009211062319773	0.03691526217876579
YAL007C	2.3009211062320127	3.6915262178766364
YAL008W	0.023009211062319773	0.03691526217876579
YAL009W	0.023009211062319773	0.03691526217876579
YAL010C	-2.254902684107373	0.03691526217876579
YAL011W	0.023009211062319773	0.03691526217876579
YAL012W	0.023009211062319773	0.03691526217876579
YAL013W	0.023009211062319773	0.03691526217876579
YAL014C	0.023009211062319773	0.03691526217876579
YAL015C	0.023009211062319773	0.03691526217876579
YAL017W	0.023009211062319773	0.03691526217876579
YAL018C	0.023009211062319773	0.03691526217876579
YAL019W	0.023009211062319773	0.03691526217876579
YAL020C	0.023009211062319773	0.03691526217876579
YAL021C	-4.5328145792770655	-3.6176956935191047
YAL022C	0.023009211062319773	0.03691526217876579
YAL023C	0.023009211062319773	0.03691526217876579
YAL024C	0.023009211062319773	0.03691526217876579
YAL026C	-2.254902684107373	-3.6176956935191047
YAL027W	0.023009211062319773	0.03691526217876579
YAL028W	0.023009211062319773	0.03691526217876579
YAL029C	0.023009211062319773	0.03691526217876579
YAL030W	0.023009211062319773	0.03691526217876579
YAL031C	0.023009211062319773	0.03691526217876579
YAL034C	0.023009211062319773	0.03691526217876579
YAL035W	0.023009211062319773	0.03691526217876579
YAL036C	0.023009211062319773	0.03691526217876579
YAL037W	0.023009211062319773	0.03691526217876579
YAL039C	0.023009211062319773	0.03691526217876579
YAL040C	0.023009211062319773	3.6915262178766364
YAL042W	-2.254902684107373	0.03691526217876579
YAL042C-A	0.023009211062319773	0.03691526217876579
YAL044C	0.023009211062319773	0.03691526217876579
YAL045C	0.023009211062319773	0.03691526217876579
YAL046C	0.023009211062319773	0.03691526217876579
YAL047C	0.023009211062319773	-7.272306649216975
YAL048C	0.023009211062319773	0.03691526217876579
YAL049C	0.023009211062319773	0.03691526217876579
YAL051W	0.023009211062319773	0.03691526217876579
YAL053W	0.023009211062319773	0.03691526217876579
YAL054C	0.023009211062319773	0.03691526217876579
YAL055W	0.023009211062319773	0.03691526217876579
YAL056W	0.023009211062319773	0.03691526217876579
YAL056C-A	0.023009211062319773	0.03691526217876579
YAL058W	0.023009211062319773	0.03691526217876579
YAL059W	2.3009211062320127	0.03691526217876579
YAL060W	0.023009211062319773	0.03691526217876579
YAL061W	0.023009211062319773	0.03691526217876579
YAL062W	0.023009211062319773	0.03691526217876579
YAL064C-A	0.023009211062319773	0.03691526217876579
YAL065C	0.023009211062319773	0.03691526217876579
YAL066W	0.023009211062319773	0.03691526217876579
YAL067C	0.023009211062319773	0.03691526217876579
YAL068C	0.023009211062319773	0.03691526217876579
YAR002C-A	0.023009211062319773	0.03691526217876579
YAR002W	0.023009211062319773	0.03691526217876579
YAR003W	0.023009211062319773	0.03691526217876579
YAR014C	0.023009211062319773	0.03691526217876579
YAR015W	0.023009211062319773	0.03691526217876579
YAR018C	0.023009211062319773	0.03691526217876579
YAR020C	0.023009211062319773	0.03691526217876579
YAR023C	0.023009211062319773	0.03691526217876579
YAR027W	0.023009211062319773	0.03691526217876579
YAR028W	0.023009211062319773	0.03691526217876579
YAR029W	0.023009211062319773	0.03691526217876579
YAR030C	0.023009211062319773	0.03691526217876579
YAR031W	0.023009211062319773	0.03691526217876579
YAR035W	0.023009211062319773	0.03691526217876579
YAR042W	0.023009211062319773	0.03691526217876579
YAR047C	0.023009211062319773	0.03691526217876579
YAR050W	0.023009211062319773	0.03691526217876579
YBL001C	0.023009211062319773	0.03691526217876579
YBL002W	0.023009211062319773	0.03691526217876579
YBL003C	0.023009211062319773	0.03691526217876579
YBL005W	0.023009211062319773	0.03691526217876579
YBL006C	0.023009211062319773	0.03691526217876579
YBL007C	-2.254902684107373	-3.6176956935191047
YBL008W	0.023009211062319773	0.03691526217876579
YBL009W	0.023009211062319773	0.03691526217876579
YBL010C	0.023009211062319773	0.03691526217876579
YBL011W	0.023009211062319773	0.03691526217876579
YBL012C	0.023009211062319773	0.03691526217876579
YBL013W	0.023009211062319773	0.03691526217876579
YBL015W	0.023009211062319773	0.03691526217876579
YBL016W	0.023009211062319773	0.03691526217876579
YBL017C	0.023009211062319773	0.03691526217876579
YBL019W	0.023009211062319773	0.03691526217876579
YBL021C	0.023009211062319773	0.03691526217876579
YBL022C	0.023009211062319773	0.03691526217876579
YBL024W	0.023009211062319773	0.03691526217876579
YBL025W	-4.5328145792770655	-3.6176956935191047
YBL027W	0.023009211062319773	-3.6176956935191047
YBL028C	0.023009211062319773	0.03691526217876579
YBL029W	0.023009211062319773	0.03691526217876579
YBL031W	0.023009211062319773	0.03691526217876579
YBL032W	0.023009211062319773	0.03691526217876579
YBL036C	0.023009211062319773	0.03691526217876579
YBL037W	0.023009211062319773	0.03691526217876579
YBL038W	0.023009211062319773	0.03691526217876579
YBL039C	0.023009211062319773	0.03691526217876579
YBL042C	0.023009211062319773	0.03691526217876579
YBL043W	0.023009211062319773	0.03691526217876579
YBL044W	0.023009211062319773	0.03691526217876579
YBL045C	0.023009211062319773	0.03691526217876579
YBL046W	0.023009211062319773	0.03691526217876579
YBL047C	0.023009211062319773	0.03691526217876579
YBL048W	0.023009211062319773	0.03691526217876579
YBL049W	0.023009211062319773	0.03691526217876579
YBL051C	-2.254902684107373	0.03691526217876579
YBL052C	0.023009211062319773	0.03691526217876579
YBL053W	0.023009211062319773	0.03691526217876579
YBL054W	0.023009211062319773	0.03691526217876579
YBL055C	0.023009211062319773	0.03691526217876579
YBL056W	0.023009211062319773	0.03691526217876579
YBL057C	0.023009211062319773	0.03691526217876579
YBL058W	-6.810726474446758	-7.272306649216975
YBL059W	0.023009211062319773	0.03691526217876579
YBL060W	0.023009211062319773	0.03691526217876579
YBL061C	0.023009211062319773	0.03691526217876579
YBL062W	0.023009211062319773	0.03691526217876579
YBL063W	0.023009211062319773	0.03691526217876579
YBL064C	0.023009211062319773	0.03691526217876579
YBL065W	0.023009211062319773	0.03691526217876579
YBL066C	0.023009211062319773	0.03691526217876579
YBL067C	0.023009211062319773	0.03691526217876579
YBL068W	0.023009211062319773	0.03691526217876579
YBL069W	0.023009211062319773	0.03691526217876579
YBL070C	0.023009211062319773	0.03691526217876579
YBL071C	0.023009211062319773	0.03691526217876579
YBL072C	0.023009211062319773	0.03691526217876579
YBL075C	0.023009211062319773	0.03691526217876579
YBL078C	0.023009211062319773	0.03691526217876579
YBL079W	-6.810726474446758	-7.272306649216975
YBL080C	0.023009211062319773	0.03691526217876579
YBL081W	0.023009211062319773	0.03691526217876579
YBL082C	0.023009211062319773	0.03691526217876579
YBL083C	0.023009211062319773	0.03691526217876579
YBL085W	0.023009211062319773	0.03691526217876579
YBL086C	0.023009211062319773	0.03691526217876579
YBL087C	0.023009211062319773	0.03691526217876579
YBL088C	0.023009211062319773	0.03691526217876579
YBL089W	0.023009211062319773	0.03691526217876579
YBL090W	0.023009211062319773	0.03691526217876579
YBL091C	0.023009211062319773	0.03691526217876579
YBL091C-A	0.023009211062319773	0.03691526217876579
YBL094C	0.023009211062319773	0.03691526217876579
YBL095W	0.023009211062319773	0.03691526217876579
YBL096C	0.023009211062319773	0.03691526217876579
YBL098W	0.023009211062319773	0.03691526217876579
YBL099W	0.023009211062319773	0.03691526217876579
YBL100C	0.023009211062319773	0.03691526217876579
YBL101C	0.023009211062319773	0.03691526217876579
YBL102W	0.023009211062319773	0.03691526217876579
YBL103C	0.023009211062319773	0.03691526217876579
YBL104C	0.023009211062319773	0.03691526217876579
YBL106C	0.023009211062319773	0.03691526217876579
YBL107C	0.023009211062319773	0.03691526217876579
YBR001C	0.023009211062319773	0.03691526217876579
YBR003W	0.023009211062319773	0.03691526217876579
YBR005W	0.023009211062319773	0.03691526217876579
YBR006W	0.023009211062319773	0.03691526217876579
YBR007C	0.023009211062319773	0.03691526217876579
YBR008C	0.023009211062319773	0.03691526217876579
YBR009C	0.023009211062319773	0.03691526217876579
YBR010W	0.023009211062319773	0.03691526217876579
YBR012C	0.023009211062319773	0.03691526217876579
YBR013C	0.023009211062319773	0.03691526217876579
YBR014C	0.023009211062319773	0.03691526217876579
YBR015C	0.023009211062319773	0.03691526217876579
YBR016W	0.023009211062319773	0.03691526217876579
YBR018C	0.023009211062319773	0.03691526217876579
YBR019C	0.023009211062319773	0.03691526217876579
YBR020W	0.023009211062319773	0.03691526217876579
YBR021W	-4.5328145792770655	3.6915262178766364
YBR022W	0.023009211062319773	0.03691526217876579
YBR023C	0.023009211062319773	0.03691526217876579
YBR024W	0.023009211062319773	0.03691526217876579
YBR025C	0.023009211062319773	0.03691526217876579
YBR026C	0.023009211062319773	0.03691526217876579
YBR027C	0.023009211062319773	0.03691526217876579
YBR028C	0.023009211062319773	0.03691526217876579
YBR030W	0.023009211062319773	0.03691526217876579
YBR031W	0.023009211062319773	0.03691526217876579
YBR032W	0.023009211062319773	0.03691526217876579
YBR033W	0.023009211062319773	0.03691526217876579
YBR034C	0.023009211062319773	0.03691526217876579
YBR035C	0.023009211062319773	0.03691526217876579
YBR036C	-4.5328145792770655	0.03691526217876579
YBR037C	0.023009211062319773	0.03691526217876579
YBR040W	0.023009211062319773	0.03691526217876579
YBR041W	0.023009211062319773	0.03691526217876579
YBR042C	0.023009211062319773	0.03691526217876579
YBR043C	0.023009211062319773	0.03691526217876579
YBR044C	0.023009211062319773	0.03691526217876579
YBR045C	0.023009211062319773	0.03691526217876579
YBR046C	0.023009211062319773	0.03691526217876579
YBR047W	0.023009211062319773	0.03691526217876579
YBR048W	0.023009211062319773	0.03691526217876579
YBR050C	0.023009211062319773	0.03691526217876579
YBR051W	0.023009211062319773	0.03691526217876579
YBR052C	0.023009211062319773	0.03691526217876579
YBR053C	0.023009211062319773	0.03691526217876579
YBR054W	0.023009211062319773	0.03691526217876579
YBR056W	0.023009211062319773	0.03691526217876579
YBR057C	0.023009211062319773	0.03691526217876579
YBR058C	0.023009211062319773	0.03691526217876579
YBR059C	2.3009211062320127	0.03691526217876579
YBR062C	0.023009211062319773	0.03691526217876579
YBR063C	0.023009211062319773	0.03691526217876579
YBR064W	0.023009211062319773	0.03691526217876579
YBR065C	0.023009211062319773	0.03691526217876579
YBR066C	0.023009211062319773	0.03691526217876579
YBR067C	0.023009211062319773	0.03691526217876579
YBR068C	0.023009211062319773	0.03691526217876579
YBR069C	2.3009211062320127	3.6915262178766364
YBR071W	0.023009211062319773	0.03691526217876579
YBR072W	0.023009211062319773	0.03691526217876579
YBR073W	0.023009211062319773	0.03691526217876579
YBR074W	0.023009211062319773	0.03691526217876579
YBR076W	0.023009211062319773	0.03691526217876579
YBR077C	0.023009211062319773	0.03691526217876579
YBR078W	-2.254902684107373	0.03691526217876579
YBR081C	-4.5328145792770655	3.6915262178766364
YBR083W	0.023009211062319773	0.03691526217876579
YBR084C-A	0.023009211062319773	0.03691526217876579
YBR084W	0.023009211062319773	0.03691526217876579
YBR085W	0.023009211062319773	0.03691526217876579
YBR090C	0.023009211062319773	0.03691526217876579
YBR089C-A	0.023009211062319773	0.03691526217876579
YBR092C	0.023009211062319773	0.03691526217876579
YBR093C	0.023009211062319773	0.03691526217876579
YBR094W	0.023009211062319773	0.03691526217876579
YBR095C	0.023009211062319773	0.03691526217876579
YBR096W	0.023009211062319773	0.03691526217876579
YBR098W	2.3009211062320127	0.03691526217876579
YBR099C	0.023009211062319773	0.03691526217876579
YBR101C	0.023009211062319773	0.03691526217876579
YBR103W	2.3009211062320127	3.6915262178766364
YBR104W	0.023009211062319773	0.03691526217876579
YBR105C	0.023009211062319773	0.03691526217876579
YBR106W	0.023009211062319773	-7.272306649216975
YBR107C	0.023009211062319773	0.03691526217876579
YBR108W	0.023009211062319773	0.03691526217876579
YBR111C	0.023009211062319773	0.03691526217876579
YBR112C	0.023009211062319773	0.03691526217876579
YBR113W	0.023009211062319773	0.03691526217876579
YBR114W	0.023009211062319773	0.03691526217876579
YBR115C	0.023009211062319773	0.03691526217876579
