orf	hom | growth (relative abundance in pooled culture) | cisplatin [1 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | oxaliplatin [10 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | mitomycin C [0.5 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [0.23 mM] | Wu HI~Brown JM, 2004
YEL040W	-0.025	0.02	-0.012	-0.042
YEL041W	0.017	-0.071	-0.016	-0.054000000000000006
YEL042W	-0.488	-1.25	0.13699999999999998	-0.284
YEL043W	-0.008	0.078	0.040999999999999995	-0.059000000000000004
YEL047C	0.07	-0.027999999999999997	-0.033	-0.033
YEL048C	0.021	-0.113	0.033	-0.033
YEL049W	-0.013999999999999999	-0.015	0.042	0.052000000000000005
YEL050C	0.493	0.9670000000000001	0.21100000000000002	0.195
YEL052W	-0.001	-0.125	0.003	0.004
YEL053C	0.247	0.075	0.063	0.025
YEL054C	0.89	1.2930000000000001		0.40299999999999997
YEL056W	0.005	-0.07200000000000001	0.009000000000000001	-0.022000000000000002
YEL057C	-0.034	-0.08900000000000001		0.054000000000000006
YEL059W	-0.027000000000000003	-0.311	-0.07200000000000001	-0.102
YEL060C	-0.008	-0.162	-0.013999999999999999	-0.122
YEL061C	0.23399999999999999	0.7709999999999999		0.22899999999999998
YEL062W	0.145	0.057999999999999996	-0.002	-0.037000000000000005
YEL063C	-0.10099999999999999	-0.07	0.077	-0.115
YEL064C	0.023	0.053	-0.02	0.026000000000000002
YEL065W	0.04	-0.017	-0.02	-0.062
YEL066W	0.003	0.021	0.003	-0.018000000000000002
YEL067C	0.012	0.004	0.043	-0.057
YEL068C	0.032	-0.03	0.008	-0.06
YEL071W	0.005	-0.002	0.037000000000000005	-0.10099999999999999
YEL072W	0.034	0.035	0.015	-0.09
YER001W	-0.031	-0.08800000000000001	0.036000000000000004	-0.051
YER002W	0.21600000000000003	0.455	0.111	-0.008
YER005W	-0.353	-0.754	0.091	-0.249
YER007C-A	0.588	0.628	0.05	0.214
YER007W	-0.002	-0.009000000000000001	0.069	-0.145
YER010C	0.043	0.083	0.068	-0.035
YER011W	-0.018000000000000002	-0.038	0.027000000000000003	-0.114
YER016W	-0.51	0.182	-0.499	-0.618
YER017C	0.5660000000000001	1.198	0.18600000000000003	-0.076
YER019C-A	-0.016	-0.08800000000000001	-0.001	-0.17
YER019W	-0.004	0.11599999999999999	-0.013999999999999999	-0.384
YER020W	0.42	0.44	0.16699999999999998	0.026000000000000002
YER024W	-0.016	0.025	0.001	-0.15
YER027C	-0.021	-0.042	-0.025	-0.017
YER028C	0.254	0.165	0.026000000000000002	-0.066
YER030W	-0.08800000000000001	-0.359	-0.021	-0.11599999999999999
YER031C	0.01	-0.182	0.17800000000000002	-0.14
YER032W	-0.017	-0.026000000000000002	0.022000000000000002	-0.156
YER033C	0.067	-0.068	0.039	-0.18100000000000002
YER034W	0.086	0.1	-0.016	-0.07400000000000001
YER037W	0.013999999999999999	0.003	-0.027000000000000003	0.015
YER038W-A	-0.003	0.059000000000000004	-0.039	-0.223
YER039C	-0.038	0.259	-0.013000000000000001	0.054000000000000006
YER039C-A	0.067	0.002	0.024	0.168
YER040W	0.33899999999999997	1.0759999999999998	0.264	-0.039
YER041W	-0.16899999999999998	-0.243	-0.092	-0.377
YER042W	0.021	-0.09300000000000001	0.0	-0.17600000000000002
YER044C-A	-0.004	-0.013999999999999999	-0.052000000000000005	-0.24100000000000002
YER045C	-0.022000000000000002	-0.113	-0.027999999999999997	-0.21600000000000003
YER046W	-0.027999999999999997	-0.121	-0.009000000000000001	-0.23199999999999998
YER046W-A	-0.036000000000000004	-0.071	0.065	-0.28
YER047C	-0.017	0.331	-0.013000000000000001	0.009000000000000001
YER048C	-0.217	-0.42	0.054000000000000006	-0.382
YER049W	0.076	0.024	-0.12300000000000001	-0.09
YER050C	0.47			-0.17800000000000002
YER051W	0.0	0.075	0.015	-0.23199999999999998
YER052C	-0.006999999999999999	-0.062	-0.057999999999999996	-0.18
YER053C	0.023	-0.08	0.042	-0.251
YER055C	0.017	-0.021	-0.024	-0.191
YER056C	0.107	-0.032	-0.065	-0.12300000000000001
YER056C-A	1.2830000000000001			0.315
YER057C	0.091	0.065	-0.14400000000000002	-0.19699999999999998
YER058W	0.055999999999999994	0.109	0.026000000000000002	-0.289
YER059W	0.071	-0.003	-0.11199999999999999	-0.23800000000000002
YER060W	0.015	0.013000000000000001	-0.114	-0.31
YER060W-A	-0.015	0.032	-0.087	-0.215
YER061C	0.267	0.52	0.09699999999999999	-0.147
YER062C	0.004	-0.047	-0.031	-0.253
YER063W	-0.024	0.069	-0.138	-0.319
YER064C	0.094	0.125	-0.047	-0.11900000000000001
YER065C	0.039	0.062	0.042	-0.205
YER066C-A	0.017	0.040999999999999995	-0.057	-0.128
YER066W	-0.028999999999999998	-0.11800000000000001	0.015	-0.26899999999999996
YER067C-A	0.049	0.002	-0.046	-0.127
YER067W	0.001	-0.038	-0.063	-0.076
YER068C-A	-0.013999999999999999	0.049	-0.083	-0.111
YER069W	0.057999999999999996	0.04	-0.023	-0.134
YER071C	0.079	-0.015	-0.02	-0.145
YER072W	-0.27699999999999997	-0.725	-0.08	-0.321
YER073W	-0.057999999999999996	-0.146	-0.001	-0.11800000000000001
YER074W				
YER075C	0.086	0.09	0.057999999999999996	-0.048
YER078C	-0.005	0.122	-0.022000000000000002	-0.18100000000000002
YER079W	0.051	0.077	0.038	-0.068
YER080W	-0.004	0.026000000000000002	0.015	-0.11199999999999999
YER081W	0.033	0.012	-0.034	-0.151
YER083C	-0.745	-1.07	0.059000000000000004	-0.508
YER084W	-0.065	-0.187	0.111	-0.07
YER085C	0.035	0.084	-0.055	-0.039
YER086W	-0.32799999999999996	-0.506	-0.614	-0.19899999999999998
YER087C-B	-0.011000000000000001	-0.091	0.061	-0.214
YER087W	-0.156	-0.579	-0.253	-0.196
YER088C	-0.121	-0.111	0.016	-0.213
YER089C	-0.743	-0.958	-0.06	-0.591
YER090W	-0.004	0.273	-0.006999999999999999	-0.107
YER091C	0.067	0.039	-0.006999999999999999	-0.129
YER091C-A	0.051	0.086	-0.018000000000000002	0.185
YER092W	0.165	0.07200000000000001	-0.043	-0.217
YER093C-A	-0.009000000000000001	0.062	0.038	-0.16899999999999998
YER095W	-0.618	-0.5589999999999999		-0.156
YER096W	0.016	0.046	-0.033	-0.066
YER097W	0.052000000000000005	-0.015	-0.039	-0.094
YER098W	0.024	0.067	-0.08900000000000001	-0.136
YER101C	-0.021	-0.18899999999999997	-0.057	-0.175
YER103W	-0.039	-0.226	0.02	-0.21600000000000003
YER106W	-0.013999999999999999	-0.39	-0.182	-0.076
YER110C	0.257	0.198	0.03	0.099
YER111C	-0.077	0.529	-0.13699999999999998	-0.46399999999999997
YER113C	0.028999999999999998	-0.1	-0.125	-0.13
YER114C	-0.025	-0.084	-0.057999999999999996	-0.21
YER115C	-0.05	-0.091	-0.13	-0.223
YER117W	0.578	1.008	0.124	0.179
YER118C	0.069	-0.003	-0.139	-0.175
YER119C	-0.001	-0.115	-0.040999999999999995	-0.28300000000000003
YER119C-A	0.145	0.17300000000000001	-0.051	-0.17600000000000002
YER120W	0.075	0.09	-0.106	-0.174
YER121W	0.005	-0.02	-0.051	-0.18899999999999997
YER123W	0.203	0.018000000000000002	-0.055	-0.20199999999999999
YER124C	0.03	-0.001	-0.04	-0.209
YER128W	0.02	-0.001	-0.154	-0.28600000000000003
YER129W	-0.016	-0.098	-0.177	-0.295
YER130C	-0.10400000000000001	-0.142	-0.11800000000000001	-0.311
YER131W	0.34299999999999997	0.495	0.13699999999999998	-0.036000000000000004
YER132C	0.09699999999999999	0.07200000000000001	-0.07	-0.174
YER134C	-0.03	-0.036000000000000004	-0.011000000000000001	-0.191
YER135C	0.006999999999999999	-0.025	-0.092	-0.163
YER137C	0.133	0.098	0.087	-0.157
YER139C	-0.011000000000000001	-0.281	0.004	-0.278
YER140W	-0.071	-0.156	-0.049	-0.20199999999999999
YER141W	-0.015	-0.042	0.052000000000000005	-0.068
YER142C	0.040999999999999995	-0.053	-0.005	-0.135
YER143W	0.034	-0.03	0.022000000000000002	-0.205
YER144C	0.017	0.077	0.042	0.17800000000000002
YER145C	0.028999999999999998	-0.33299999999999996	-0.12	-0.33899999999999997
YER149C	0.06	0.10300000000000001	0.064	-0.025
YER150W	0.054000000000000006	0.109	-0.024	-0.061
YER151C	0.7909999999999999	0.851	0.098	0.209
YER152C	0.095	0.156	-0.04	0.005
YER153C	0.07400000000000001	0.002		0.043
YER156C	0.452	0.633	0.254	0.14800000000000002
YER158C	0.018000000000000002	0.14	0.004	0.044000000000000004
YER161C	-0.054000000000000006	0.138	-0.002	-0.1
YER162C	-2.187	-2.735	-1.281	-2.004
YER163C	-0.027000000000000003	0.023	-0.08	-0.019
YER164W	-0.12300000000000001	-0.038	-0.064	-0.12
YER166W	0.077	0.125	-0.002	-0.031
YER167W	-0.002	-0.47	0.03	-0.161
YER169W	-0.11900000000000001	-0.22899999999999998	-0.081	-0.129
YER170W	0.001	-0.024	-0.069	-0.038
YER173W	-0.102	-0.309	-0.89	-0.091
YER174C	0.008	-0.006	-0.071	-0.003
YER175C	-0.034	-0.024	-0.003	-0.066
YER176W	-0.042	-0.06	-0.003	-0.042
YER177W	0.163	0.40299999999999997	0.161	0.085
YER178W	0.094	0.595	0.22399999999999998	0.012
YER179W	-0.023	-0.019	0.008	0.024
YER180C	-0.022000000000000002	-0.024	0.051	0.02
YER181C	-0.023	0.004	0.033	0.06
YER182W	-0.036000000000000004	-0.026000000000000002	0.063	0.009000000000000001
YER183C	-0.012	-0.003	0.043	0.023
YER184C	-0.005	0.001	0.036000000000000004	0.039
YER185W	0.005	0.006	-0.027999999999999997	0.037000000000000005
YER186C	-0.016	-0.013000000000000001	0.001	0.040999999999999995
YER187W	-0.009000000000000001	0.048	-0.057999999999999996	0.031
YER188W	0.044000000000000004	0.1	0.005	0.156
YFL001W	-0.040999999999999995	-0.044000000000000004		-0.076
YFL003C	0.022000000000000002	0.079	0.035	0.11199999999999999
YFL004W	-0.059000000000000004	-0.06	0.003	0.025
YFL007W	0.07	0.14850000000000002	0.044	-0.097
YFL010C	-0.012	-0.032	0.002	-0.053
YFL010W-A	-0.022000000000000002	-0.204	0.028999999999999998	-0.06
YFL011W	0.055	0.042	0.039	-0.012
YFL012W	0.084	0.059000000000000004	0.025	0.027000000000000003
YFL012W-A	0.065	0.109	-0.013999999999999999	-0.08800000000000001
YFL013C	0.07	0.01	-0.03	-0.11
YFL014W	0.037000000000000005	0.096	-0.02	-0.024
YFL015C	0.035	0.033	0.067	0.009000000000000001
YFL018C				
YFL019C	0.10800000000000001	0.064	-0.066	0.158
YFL020C	0.066	0.022000000000000002	-0.011000000000000001	0.047
YFL021W	-0.003	0.002	0.043	-0.02
YFL025C	0.597	0.35200000000000004	0.021	0.23199999999999998
YFL027C	-0.003	0.027000000000000003	0.011000000000000001	0.063
YFL028C	0.023	0.047	0.0	0.10400000000000001
YFL030W	0.024	0.017	-0.006	0.073
YFL031W	0.001	0.028999999999999998	-0.017	0.049
YFL032W	-0.002	0.039	-0.113	0.067
YFL033C	-0.11599999999999999	-0.184	-0.152	0.027000000000000003
YFL034C-A	0.041499999999999995	0.10200000000000001	0.0335	0.123
YFL034W	0.06	0.091	-0.11900000000000001	0.14
YFL040W	0.038	0.083	0.012	0.07
YFL041W	0.01	0.055999999999999994	0.09	0.08900000000000001
YFL042C	0.0605	0.057999999999999996	0.044500000000000005	0.1405
YFL044C	0.040999999999999995	0.037000000000000005	0.045	0.087
YFL046W	0.045	-0.023	-0.018000000000000002	0.121
YFL047W	0.042	0.018000000000000002	0.061	0.14300000000000002
YFL048C	0.086	-0.027999999999999997	0.057999999999999996	0.11900000000000001
YFL049W	0.071	0.10400000000000001	0.004	0.134
YFL050C	0.005	-0.018000000000000002	0.09699999999999999	0.134
YFL051C	0.040999999999999995	0.03	0.094	0.08900000000000001
YFL052W	-0.031	-0.038	0.036000000000000004	0.115
YFL053W	0.009000000000000001	0.11599999999999999	0.039	0.11900000000000001
YFL054C	0.052000000000000005	0.003	0.027000000000000003	0.145
YFL055W	0.038	0.141	-0.038	0.096
YFL063W	0.013000000000000001	0.054000000000000006	0.015	0.124
YFR006W	0.10099999999999999	0.09	0.035	0.14300000000000002
YFR007W	0.001	-0.175	-0.042	0.03
YFR008W	0.264	0.223	0.111	0.154
YFR009W	0.171	0.185	0.037000000000000005	0.153
YFR010W	-0.07	-0.385	-0.002	0.081
YFR011C	-0.031	0.038	0.024	0.196
YFR012W	0.09699999999999999	0.221	0.111	0.158
YFR013W	0.015	0.049	0.054000000000000006	0.21
YFR014C	0.13699999999999998	0.271	0.004	0.141
YFR015C	0.073	0.215	0.086	0.135
YFR016C	0.091	0.20800000000000002	0.136	0.147
YFR017C	0.069	0.105	0.021	0.11900000000000001
YFR018C	0.08800000000000001	0.065	-0.026000000000000002	0.015
YFR020W	0.038	0.159	0.08	0.099
YFR021W	0.033	0.062	0.015	0.049
YFR022W	-0.002	0.138	0.055	0.109
YFR023W	-0.003	0.179	0.042	0.127
YFR024C-A	0.010500000000000002	0.055999999999999994	0.064	0.10250000000000001
YFR025C	0.08199999999999999	0.193	-0.009000000000000001	0.146
YFR026C	0.086	0.16399999999999998	0.076	0.134
YFR030W	0.047	0.081	0.028999999999999998	0.045
YFR031C-A	0.609	1.095	0.14300000000000002	0.365
YFR032C	0.036000000000000004	0.127	0.078	0.11900000000000001
YFR032C-A	0.40700000000000003	0.8079999999999999	0.177	0.349
YFR033C	0.002	0.049	0.053	0.102
YFR034C	0.971	0.584	0.043	0.622
YFR035C	0.028999999999999998	0.064	-0.019	0.16399999999999998
YFR036W	-0.162	0.016	-0.009000000000000001	0.105
YFR038W	0.07200000000000001	0.08800000000000001	0.006	0.161
YFR039C	0.09	0.111	0.035	0.17800000000000002
YFR040W	-0.155	-0.24600000000000002	0.249	0.026000000000000002
YFR041C	0.037000000000000005	0.083	0.092	0.11599999999999999
YFR043C	0.027000000000000003	-0.006999999999999999	0.039	0.048
YFR044C	0.1	0.07	0.076	0.121
YFR045W	0.032	0.048	0.025	0.122
YFR046C	0.018000000000000002	0.067	-0.006999999999999999	0.087
YFR047C	0.075	0.015	0.001	0.1
YFR048W	-0.223	-0.11199999999999999	0.087	-0.122
YFR049W	0.10800000000000001	0.122	-0.017	0.12
YFR053C	0.073	0.062	0.059000000000000004	0.016
YFR054C	0.044000000000000004	0.04	0.077	-0.019
YFR055W	-0.023	-0.026000000000000002	0.105	-0.092
YFR056C	0.037000000000000005	0.079	0.07200000000000001	-0.053
YFR057W	0.008	0.057		-0.061
YGL002W	-0.008	-0.023	0.078	0.068
YGL003C	0.142	0.28300000000000003	0.061	0.034
YGL004C	-0.054000000000000006	0.005	0.018000000000000002	-0.011000000000000001
YGL005C	-0.051	-0.515	0.086	-0.040999999999999995
YGL006W	0.068	0.068	0.023	0.135
YGL007W	0.308	-0.18600000000000003	-0.07200000000000001	0.17800000000000002
YGL009C	-0.047	-0.127	0.142	0.006999999999999999
YGL010W	-0.03	0.036000000000000004	0.091	-0.044000000000000004
YGL012W	-0.866	-0.506	-0.174	-0.66
YGL013C	0.044000000000000004	-0.015	-0.005	0.14300000000000002
YGL014W	0.369	0.462	0.152	0.26899999999999996
YGL015C	0.019	0.115	0.048	0.039
YGL016W	0.14400000000000002	0.391	0.034	0.18899999999999997
YGL017W	0.08900000000000001	0.179	0.068	0.17300000000000001
YGL019W	-0.9420000000000001	-1.52	0.166	-0.602
YGL021W	0.10300000000000001	0.187	0.005	0.136
YGL026C	0.188	0.48700000000000004	0.026000000000000002	0.099
YGL027C	-0.099	-0.256		0.057
YGL028C	0.040999999999999995	0.04	0.12300000000000001	0.09699999999999999
YGL031C	0.706	1.284	0.34299999999999997	0.418
YGL032C	0.10099999999999999	0.204	0.026000000000000002	0.115
YGL033W	0.111	0.289	0.047	0.136
YGL034C	0.01	0.057999999999999996	0.015	0.07
YGL035C	-0.078	0.102	-0.055999999999999994	-0.099
YGL037C	-0.019	0.024	0.066	0.033
YGL039W	0.016	0.044000000000000004	0.03	0.001
YGL042C	0.076	0.084	0.027999999999999997	0.08900000000000001
YGL043W	0.156	0.27399999999999997	-0.013999999999999999	0.04
YGL045W	0.1895	0.42100000000000004	0.094	0.05
YGL049C	0.017	0.035	0.09699999999999999	0.078
YGL050W	0.006999999999999999	0.079	0.053	0.052000000000000005
YGL051W	0.009000000000000001	0.085	0.04	0.076
YGL053W	0.047	0.059000000000000004	0.006	0.087
YGL054C	0.044000000000000004	0.659	0.257	-0.064
YGL056C	0.121	0.081	-0.081	0.16
YGL057C	-0.039	0.095	0.124	0.07400000000000001
YGL059W	0.102	0.135	0.075	0.09300000000000001
YGL060W	0.184	0.21899999999999997	0.098	0.163
YGL062W	0.018000000000000002	0.163	0.0	0.08900000000000001
YGL063W	0.016	0.063	-0.021	0.053
YGL064C	0.5	1.026	0.423	0.4
YGL066W	0.255	0.938	-0.009000000000000001	0.109
YGL067W	0.046	0.07	0.013000000000000001	0.162
YGL071W	-0.168	-1.236	-0.61	-0.7490000000000001
YGL072C	0.17800000000000002	-0.28300000000000003	0.08199999999999999	0.11900000000000001
YGL077C	0.17800000000000002	0.11699999999999999	0.018000000000000002	0.17600000000000002
YGL078C	0.435	1.126		0.303
YGL079W	0.017	0.084	-0.011000000000000001	0.087
YGL080W	-0.09699999999999999	0.019	-0.003	0.027000000000000003
YGL081W	0.03	0.076	-0.05	0.069
YGL082W	-0.023	0.09699999999999999	-0.046	-0.005
YGL083W	-0.003	0.08800000000000001	-0.013999999999999999	0.07400000000000001
YGL085W	-0.009000000000000001	0.011000000000000001	0.10800000000000001	0.109
YGL086W	0.11199999999999999	0.132	0.081	0.187
YGL087C	-1.598	-1.7890000000000001	-0.601	-1.524
YGL089C	0.015	0.04	0.02	0.11800000000000001
YGL090W	0.032	0.057	-0.040999999999999995	0.099
YGL094C	-0.055999999999999994	0.045	-0.019	0.047
YGL096W	-0.08	0.12300000000000001	-0.008	-0.034
YGL101W	-0.257	0.051	-0.011000000000000001	-0.132
YGL104C	0.035	0.057		0.184
YGL107C				
YGL108C	0.016	-0.067	0.066	0.035
YGL109W	0.033	0.076	-0.067	0.065
YGL110C	0.062	0.126	0.011000000000000001	0.07400000000000001
YGL114W	-0.114	-0.184	0.071	0.0
YGL115W	-0.003	-0.34600000000000003	0.005	-0.085
YGL117W	0.054000000000000006	0.092	0.042	0.077
YGL121C	-0.02	-0.025	0.04	0.023
YGL124C	0.138	0.125	0.109	-0.013000000000000001
YGL125W	0.075	0.11699999999999999	0.002	0.043
YGL126W	0.038	0.055999999999999994	0.027000000000000003	0.077
YGL127C	-0.275			-0.36
YGL131C	0.006	0.043	0.01	0.17300000000000001
YGL132W	-0.021	0.025	0.003	0.035
YGL133W	-0.039	0.213	0.040999999999999995	0.11
YGL136C	0.14	0.187	0.068	0.179
YGL138C	-0.07200000000000001	-0.078	-0.03	0.034
YGL139W	-0.025	-0.019	0.031	0.106
YGL140C	-0.113	-0.002	-0.017	-0.022000000000000002
YGL141W	0.027999999999999997	0.055	-0.004	0.024
YGL144C	-0.042	-0.043	-0.032	0.125
YGL146C	0.009000000000000001	0.044000000000000004	0.107	0.129
YGL147C	0.66	1.238	0.193	0.46
YGL148W	-0.037000000000000005	-0.292	0.091	0.127
YGL149W	0.019	0.039	0.094	0.10300000000000001
YGL151W	0.037000000000000005	0.059000000000000004	0.073	0.139
YGL152C	-0.035	0.025	-0.009000000000000001	0.096
YGL153W	0.044000000000000004	0.107	0.053	0.122
YGL154C	0.036000000000000004	0.11199999999999999	0.062	0.131
YGL156W	-0.006999999999999999	0.003	0.077	0.084
YGL157W	0.043	0.068	0.114	0.054000000000000006
YGL158W	0.01	0.073	0.033	0.095
YGL159W	0.047	0.111	0.027999999999999997	0.08900000000000001
YGL160W	0.01	0.079	0.021	0.025
YGL161C	0.051	0.153	0.049	0.114
YGL162W	0.016	0.08800000000000001	0.032	0.114
YGL164C	0.065	0.151	0.11699999999999999	0.159
YGL165C	0.035	0.111	0.001	0.064
YGL166W	0.052000000000000005	0.147	0.018000000000000002	0.091
YGL170C	-0.022000000000000002	-0.006999999999999999	0.09	0.046
YGL175C	-1.8719999999999999	-2.302	-0.042	-1.5019999999999998
YGL176C	0.043	0.044000000000000004	0.04	0.07200000000000001
YGL177W	0.005	0.08900000000000001	0.062	0.09699999999999999
YGL179C	0.055999999999999994	0.055	-0.06	0.071
YGL180W	0.034	0.006999999999999999	-0.03	0.11599999999999999
YGL181W	0.015	-0.013000000000000001	-0.003	0.127
YGL194C	0.06	-0.255	0.14	0.11699999999999999
YGL196W	-0.008	-0.038	0.03	0.034
YGL197W	0.047	-0.037000000000000005	0.026000000000000002	0.018000000000000002
YGL198W	0.019	-0.004	0.019	0.022000000000000002
YGL199C	0.092	0.16399999999999998	0.08800000000000001	0.044000000000000004
YGL202W	0.08	0.111	-0.028999999999999998	0.094
YGL203C	0.177	0.052000000000000005	0.061	0.09300000000000001
YGL205W	0.012	-0.012	-0.086	0.018000000000000002
YGL208W	-0.053	-0.03	-0.001	0.039
YGL209W	0.027000000000000003	0.021	0.046	0.095
YGL210W	0.04	0.03	-0.009000000000000001	0.152
YGL211W	0.8029999999999999	1.042		0.34
YGL212W	-0.063	-0.251	0.054000000000000006	-0.092
YGL213C	0.37200000000000005	0.502	0.016	0.251
YGL214W	0.271	0.521	0.073	0.14400000000000002
YGL215W	0.131	0.188	0.121	0.133
YGL216W	-0.092	-0.057	0.068	-0.019
YGL217C	0.040999999999999995	0.071	0.046	0.099
YGL219C	0.402	0.721		0.306
YGL221C	0.081	0.087	-0.018000000000000002	0.075
YGL222C	0.011000000000000001	0.042	-0.033	0.084
YGL224C	0.017	-0.042	-0.045	0.07200000000000001
YGL226C-A	0.064	0.168	0.147	0.048
YGL226W	-0.08900000000000001	-0.055	0.129	-0.027000000000000003
YGL227W	0.051	0.26899999999999996	-0.009000000000000001	-0.083
YGL228W	-0.10300000000000001	-0.084	0.08	-0.047
YGL229C	0.022000000000000002	0.08	0.264	0.01
YGL230C	0.017	0.008	-0.005	-0.003
YGL231C	0.028999999999999998	0.076	0.1	0.053
YGL232W	0.033	0.037000000000000005	0.071	0.018000000000000002
YGL234W	-0.07400000000000001	0.21	0.222	0.08199999999999999
YGL235W	0.064	0.136	0.053	0.08199999999999999
YGL236C	0.099	0.593	0.006999999999999999	0.081
YGL237C	-0.065	0.204	0.08	-0.065
YGL241W	0.068	0.039	-0.008	0.057
YGL242C	0.028999999999999998	0.08800000000000001	-0.009000000000000001	0.043
YGL243W	0.055	0.052000000000000005	-0.022000000000000002	0.073
YGL244W	0.071	-0.154		0.396
YGL248W	-0.009000000000000001	0.069	-0.002	-0.034
YGL249W	-0.061	0.08199999999999999	0.037000000000000005	-0.07200000000000001
YGL250W	-0.08900000000000001	0.109	-0.086	-0.27399999999999997
YGL251C	-0.175	0.637	0.094	-0.361
YGL252C	0.16899999999999998	0.696	0.26	-0.005
YGL253W	-0.243	-0.655	0.10300000000000001	-0.11699999999999999
YGL254W	-0.076	0.053	0.027999999999999997	-0.044000000000000004
YGL255W	0.013999999999999999	0.128	0.079	-0.073
YGL256W	-0.048	0.053	-0.009000000000000001	-0.003
YGL257C	-0.034	0.027000000000000003	-0.027999999999999997	0.025
YGL258W	-0.026000000000000002	0.018000000000000002	0.027000000000000003	-0.044000000000000004
YGL259W	-0.015	0.037000000000000005	0.034	-0.022000000000000002
YGL260W	0.005	0.073	-0.006999999999999999	0.001
YGL261C	0.039	0.175	-0.09	-0.065
YGL262W	0.04	0.040999999999999995	-0.096	0.068
YGL263W	0.024	0.04	-0.011000000000000001	0.001
YGR001C	0.075	-0.004	0.048	0.087
YGR003W	0.013000000000000001	0.026000000000000002	-0.057	0.040999999999999995
YGR004W	-0.044000000000000004	-0.23399999999999999	0.053	-0.091
YGR007W	-0.034	-0.298	0.11800000000000001	-0.013000000000000001
YGR008C	0.003	-0.003	-0.052000000000000005	0.062
YGR010W	-0.033	-0.09699999999999999	0.067	0.032
YGR011W	0.109	0.159	0.027000000000000003	0.151
YGR012W	0.02	0.084	0.021	0.069
YGR014W	0.023	-0.008	0.033	0.13
YGR015C	-0.047	-0.095	0.065	0.038
YGR017W	-0.016	0.035	0.003	0.11800000000000001
YGR018C	0.061	0.11199999999999999	0.037000000000000005	0.214
YGR019W	-0.009000000000000001	-0.011000000000000001	0.016	0.091
YGR021W	-0.055	-0.021	-0.006	0.2
YGR022C	0.048	0.091	0.046	0.151
YGR023W	-0.013000000000000001	-0.107	-0.05	0.065
YGR025W	0.079	0.10300000000000001	0.033	0.203
YGR026W	0.011000000000000001	-0.01	0.11800000000000001	0.136
YGR027C	0.214	0.266		0.13699999999999998
YGR028W	0.035	0.057	-0.035	0.17300000000000001
YGR031W	-0.013000000000000001	-0.013000000000000001	-0.03	0.166
YGR032W	0.069	0.044000000000000004	-0.055999999999999994	0.155
YGR033C	0.019	0.006999999999999999	0.013000000000000001	0.165
YGR034W	0.267	0.3	0.002	0.257
YGR035C	-0.165	-0.223	0.076	0.059000000000000004
YGR037C	0.434	0.731		0.29
YGR038W	0.042	-0.043	0.073	0.091
YGR039W	0.021	0.024	0.059000000000000004	0.076
YGR040W	0.045	-0.051	-0.196	0.1
YGR041W	-0.061	-0.028999999999999998	-0.135	-0.04
YGR042W	-0.040999999999999995	-0.045	-0.055	0.015
YGR043C	0.034	-0.05	-0.087	0.03
YGR044C	0.016	-0.001	-0.052000000000000005	0.076
YGR045C	-0.03	0.063	0.031	0.075
YGR049W	-0.086	0.034	0.047	-0.052000000000000005
YGR050C	-0.111	-0.018000000000000002	-0.054000000000000006	-0.052000000000000005
YGR051C	-0.213	-0.149	0.032	-0.149
YGR052W	-0.253	-0.087	0.065	-0.111
YGR053C	0.01	0.07400000000000001	0.048	-0.011000000000000001
YGR054W	0.094	0.11800000000000001	0.113	0.01
YGR055W	0.18	0.263	0.003	0.0
YGR056W	-0.865			-0.457
YGR057C	-0.511	-0.9440000000000001	0.047	-0.313
YGR058W	-0.307	-0.228	0.111	-0.006
YGR059W	0.035	0.017	-0.009000000000000001	0.084
YGR061C	-0.008	0.273	0.175	0.081
YGR062C				
YGR063C	0.688	0.627	0.128	0.349
YGR064W	0.617	0.483	0.146	0.426
YGR066C	-0.026000000000000002	0.11800000000000001	0.071	0.10800000000000001
YGR067C	0.063	-0.03	0.08900000000000001	0.028999999999999998
YGR068C	0.042	-0.059000000000000004	0.048	0.040999999999999995
YGR069W	0.05	0.08800000000000001	-0.036000000000000004	0.031
YGR070W	-0.049	-0.051	0.057999999999999996	0.068
YGR071C	0.015	-0.23800000000000002	0.161	0.069
YGR072W	0.344	0.467	0.099	0.159
YGR076C	0.15	0.16699999999999998		0.184
YGR077C	0.018000000000000002	-0.034	0.09300000000000001	0.099
YGR078C	-0.23199999999999998	-0.55	0.23600000000000002	-0.11699999999999999
YGR079W	-0.034	-0.09699999999999999	0.006999999999999999	-0.069
YGR080W	0.019	-0.016	0.042	0.031
YGR081C	0.302			0.168
YGR084C	-0.027000000000000003	-0.07200000000000001	0.085	-0.037000000000000005
YGR085C	0.762	1.229		0.35200000000000004
YGR087C	-0.017	-0.077	0.021	0.011000000000000001
YGR088W	0.031	-0.013000000000000001	0.134	0.07
YGR089W	-0.005	0.059000000000000004	0.053	0.09300000000000001
YGR092W	-0.86	-0.308		-0.355
YGR093W	-0.023	-0.18100000000000002	0.079	0.044000000000000004
YGR096W	0.036000000000000004	0.006	0.124	0.166
YGR097W	-0.084	-0.086	0.043	0.032
YGR100W	-0.019	-0.04	0.016	0.132
