orf	hom | growth (relative abundance in pooled culture) | cisplatin [1 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | oxaliplatin [10 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | mitomycin C [0.5 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [0.23 mM] | Wu HI~Brown JM, 2004
YJR079W	-0.11800000000000001	0.10800000000000001	0.092	0.001
YJR080C	-0.024	-0.081	0.051	0.064
YJR082C	0.091	0.08800000000000001	0.075	0.135
YJR083C	-0.13699999999999998	-0.369	-0.008	-0.055
YJR084W	-0.06	-0.08199999999999999	0.025	0.076
YJR087W	-0.001	-0.045	0.025	0.106
YJR088C	0.015	-0.08800000000000001	0.106	-0.064
YJR091C	-0.038	-0.065	-0.069	0.022000000000000002
YJR092W	-0.024	0.009000000000000001	-0.057999999999999996	0.061
YJR094C	-0.024	-0.033	-0.040999999999999995	-0.01
YJR094W-A	0.253	0.542	0.182	0.226
YJR095W	-0.049	-0.031	0.059000000000000004	0.043
YJR096W	-0.034	-0.04	-0.016	-0.006999999999999999
YJR097W	0.145	0.081	0.07200000000000001	0.071
YJR098C	-0.002	-0.008	0.015	-0.027999999999999997
YJR099W	0.039	0.037000000000000005	-0.045	-0.039
YJR100C	-0.017	0.017	-0.03	-0.024
YJR102C	-0.013000000000000001	0.106	0.048	-0.256
YJR103W	0.035	-0.025	-0.026000000000000002	-0.154
YJR105W	0.17800000000000002			-0.04
YJR106W	-0.023	-0.054000000000000006	-0.046	-0.096
YJR107W	0.034	0.017	-0.015	-0.057999999999999996
YJR108W	-0.003	-0.028999999999999998	0.013999999999999999	-0.045
YJR109C	0.017	0.018000000000000002	-0.019	-0.043
YJR110W	-0.03	-0.06	-0.02	-0.01
YJR111C	-0.5720000000000001	-1.297	-0.094	-0.42700000000000005
YJR113C	0.19	0.183		-0.057
YJR115W	0.005	0.013999999999999999	-0.064	-0.055999999999999994
YJR116W	-0.019	0.001	0.001	-0.08
YJR117W	-0.22399999999999998	-0.374	0.115	-0.141
YJR119C	-0.086	-0.055999999999999994	-0.027000000000000003	-0.036000000000000004
YJR120W	-0.14300000000000002	-0.021	0.062	-0.013999999999999999
YJR121W	-0.054000000000000006	0.361		0.017
YJR122W	0.139			-0.04
YJR124C	-0.026000000000000002	-0.019	0.055999999999999994	-0.049
YJR125C	-0.201	-0.073	0.125	0.045
YJR126C	0.009000000000000001	-0.002	0.162	-0.054000000000000006
YJR127C	-0.043	0.004	0.071	-0.08800000000000001
YJR128W	-0.102	-0.11699999999999999	0.009000000000000001	-0.07200000000000001
YJR129C	-0.059000000000000004	-0.218	-0.075	-0.078
YJR130C	-0.126	-0.198	-0.038	-0.19699999999999998
YJR131W	-0.111	-0.038	-0.034	-0.18600000000000003
YJR133W	-0.038	-0.01	-0.039	0.071
YJR134C	-0.039	0.013999999999999999	0.019	0.057
YJR135C	-0.121	-0.10300000000000001	-0.023	-0.06
YJR137C	0.049	0.049	0.021	0.013999999999999999
YJR139C	-0.171	-0.563	-0.147	-0.078
YJR140C	-0.39899999999999997	-0.35	0.052000000000000005	-0.222
YJR142W	-0.314	-1.022	-0.16699999999999998	-0.13
YJR144W				
YJR145C	0.76			0.239
YJR146W	0.031	0.033	-0.012	0.031
YJR147W	0.01	-0.027999999999999997	-0.067	-0.039
YJR148W	0.017	0.064	-0.031	0.001
YJR149W	-0.023	-0.004	-0.031	-0.068
YJR150C	0.027999999999999997	-0.02	0.059000000000000004	-0.053
YJR152W	0.053	-0.031	-0.028999999999999998	-0.034
YJR153W	0.031	-0.006999999999999999	0.013000000000000001	-0.08199999999999999
YJR154W	-0.004	-0.016	0.0	-0.1
YKL001C	-0.032	0.015	-0.038	0.045
YKL002W	-0.045	-0.389	0.039	-0.11599999999999999
YKL005C	0.023	-0.057	-0.026000000000000002	0.028999999999999998
YKL007W	0.20600000000000002	0.17	0.057999999999999996	0.195
YKL008C	0.038	0.062	-0.018000000000000002	0.055
YKL010C	0.12	0.172	0.019	0.126
YKL011C	0.024	0.11199999999999999	0.046	0.121
YKL015W	0.035	0.073	-0.091	0.175
YKL016C	0.29	0.47		0.271
YKL017C	0.064	0.09	0.027999999999999997	0.141
YKL020C	0.073	0.06	-0.015	0.096
YKL023W	0.14800000000000002	0.10400000000000001	0.14	0.159
YKL025C	0.109	-0.10099999999999999	-0.002	0.139
YKL026C	0.02	-0.013999999999999999	0.12	0.06
YKL027W	0.054000000000000006	0.084	0.128	0.084
YKL029C	0.012	-0.057999999999999996	-0.043	0.071
YKL030W	0.017	-0.152	-0.062	0.015
YKL031W	0.135	0.14	0.077	0.111
YKL032C	0.39299999999999996	0.237	0.073	0.337
YKL033W-A	-0.457	-1.3030000000000002	-0.025	-0.09
YKL034W	0.078	0.049	-0.013000000000000001	0.138
YKL037W	0.149	0.163	0.109	0.08
YKL038W	0.002	-0.08199999999999999	0.064	0.057999999999999996
YKL039W	0.013999999999999999	0.013999999999999999	0.046	0.03
YKL040C	-0.001	0.27399999999999997	0.008	0.025
YKL041W	-0.044000000000000004	-0.245	0.06	0.027000000000000003
YKL043W	0.073	0.059000000000000004	0.092	0.057
YKL044W	0.024	0.092	0.002	0.019
YKL046C	0.024	0.099	0.013999999999999999	0.040999999999999995
YKL047W	0.13	0.266	0.02	0.078
YKL048C	-0.9540000000000001	-0.716	-0.221	-0.78
YKL050C	0.064	0.10099999999999999	0.037000000000000005	0.078
YKL051W	0.073	0.158	0.009000000000000001	0.09699999999999999
YKL053C-A	0.36700000000000005	0.718	0.384	0.384
YKL053W	0.272	0.39899999999999997	0.11	0.23
YKL056C	0.092	0.14	0.168	0.10300000000000001
YKL061W	0.009000000000000001	0.034	0.018000000000000002	0.1
YKL062W	0.071	0.14800000000000002	-0.003	0.047
YKL063C	0.129	0.025	-0.006999999999999999	0.125
YKL064W	0.033	0.059000000000000004	0.078	0.08199999999999999
YKL065C	0.115	0.109	0.151	0.166
YKL066W	0.037000000000000005	0.08	0.032	0.098
YKL067W	0.064	0.08	0.015	0.08900000000000001
YKL068W	0.109	0.142	0.078	0.10400000000000001
YKL069W	-0.006	-0.04	0.066	0.027999999999999997
YKL070W	0.013999999999999999	0.062	0.077	0.073
YKL071W	-0.065	-0.098	0.149	0.027999999999999997
YKL072W	0.013000000000000001	-0.015	0.096	0.03
YKL073W	0.115	-0.638		0.15
YKL074C	0.265	0.08199999999999999	0.036000000000000004	0.18100000000000002
YKL075C	-0.391	-0.44	0.057	-0.17300000000000001
YKL076C	-1.047	-1.943	-0.064	-0.78
YKL077W	0.345	0.019	0.018000000000000002	0.125
YKL079W	0.024	-0.011000000000000001	0.063	0.05
YKL081W	0.154	0.062	-0.008	0.10300000000000001
YKL084W	0.065	0.11800000000000001	-0.002	0.11800000000000001
YKL085W	-0.087	-0.006999999999999999	0.05	-0.017
YKL086W	0.07400000000000001	0.04	0.156	0.107
YKL087C	-0.10300000000000001	-0.02	0.11599999999999999	-0.11199999999999999
YKL090W	-0.002	0.059000000000000004	0.003	-0.009000000000000001
YKL091C	-0.004	-0.106	0.006	-0.008
YKL092C	0.036000000000000004	-0.11599999999999999	-0.003	-0.046
YKL093W	0.004	-0.06	0.04	0.022000000000000002
YKL094W	0.057	0.07	0.068	0.11699999999999999
YKL096W	0.026000000000000002	0.009000000000000001	0.024	0.02
YKL096W-A	0.040999999999999995	-0.027999999999999997	-0.051	0.14300000000000002
YKL097C	0.013999999999999999	-0.009000000000000001	0.07200000000000001	-0.002
YKL098W	-0.061	-0.185	0.113	-0.064
YKL100C	-0.022000000000000002	-0.009000000000000001	0.037000000000000005	0.07
YKL101W	-0.861	-0.629	-0.153	-0.289
YKL102C	0.022000000000000002	0.07200000000000001	0.024	0.096
YKL103C	-0.013000000000000001	0.04	0.011000000000000001	0.046
YKL105C	0.039	0.069	0.037000000000000005	0.11599999999999999
YKL106W	-0.03	0.12	0.005	0.083
YKL107W	0.045	0.13	0.034	0.09300000000000001
YKL109W	-0.061	0.285	0.145	-0.023
YKL110C	0.38299999999999995	0.623	0.191	0.228
YKL113C	-0.46399999999999997	-0.139		-0.35
YKL115C	0.065	-0.478	0.057999999999999996	0.078
YKL116C	-0.046	-0.371	0.040999999999999995	-0.011000000000000001
YKL117W	-0.036000000000000004	-0.043	0.006999999999999999	0.064
YKL120W	0.066	0.11800000000000001	0.045	0.129
YKL121W	-0.12	-0.331	0.021	-0.065
YKL123W	0.025	0.021	0.006999999999999999	0.085
YKL124W	0.054000000000000006	0.086	0.027000000000000003	0.083
YKL126W	-0.7609999999999999	-0.386	0.10300000000000001	-0.49200000000000005
YKL127W	0.11599999999999999	0.079	0.10099999999999999	0.135
YKL128C	0.03	0.044000000000000004	-0.008	0.06
YKL129C	0.001	0.043	-0.006999999999999999	0.068
YKL130C	0.015	0.049	-0.040999999999999995	0.057
YKL131W	0.043	0.086	-0.013000000000000001	0.10099999999999999
YKL132C	0.061	0.04	0.049	0.073
YKL133C	0.038	0.065	0.05	0.09300000000000001
YKL135C	-0.157	0.069	0.055	-0.105
YKL136W	-0.125	-0.017	0.034	-0.062
YKL137W	0.048	0.042	0.063	0.102
YKL138C	0.47	1.27		0.34
YKL140W	0.042	0.07	0.039	0.057
YKL142W	-0.012	0.07400000000000001	0.066	0.04
YKL146W	0.034	0.012	0.079	0.044000000000000004
YKL147C	-0.017	-0.034	0.049	0.027999999999999997
YKL148C	-0.109	-0.11199999999999999	0.145	-0.077
YKL149C	0.08900000000000001	0.18600000000000003	0.083	0.052000000000000005
YKL150W	0.005	0.067	0.08800000000000001	0.001
YKL151C	0.032	0.07200000000000001	0.012	0.003
YKL155C	-0.166	-0.14400000000000002	0.102	-0.04
YKL156W	0.105	0.142	0.128	0.16699999999999998
YKL157W	0.0	-0.043000000000000003	0.11000000000000001	0.1455
YKL159C	-0.19899999999999998	-0.212	0.062	-0.002
YKL160W	0.10300000000000001	-0.011000000000000001	0.001	0.08199999999999999
YKL161C	0.006	0.011000000000000001	0.036000000000000004	0.081
YKL162C	0.006	0.03	-0.045	0.081
YKL162C-A	0.002	-0.023	0.07	0.14400000000000002
YKL163W	0.059000000000000004	0.06	-0.001	0.107
YKL164C	0.016	0.002	0.10400000000000001	0.106
YKL166C	0.13699999999999998	0.23399999999999999	0.027999999999999997	0.163
YKL167C	-0.059000000000000004	0.003	0.067	-0.057
YKL168C	-0.065	-0.046	0.005	0.127
YKL171W	0.011000000000000001	0.02	0.044000000000000004	0.031
YKL174C	-0.019	-0.06	-0.038	-0.023
YKL175W	-0.034	-0.08	0.046	0.055
YKL176C	-0.502	-0.735	-0.049	-0.278
YKL179C	-0.086	-0.201	0.07200000000000001	-0.008
YKL183W	-0.059000000000000004	-0.065	0.009000000000000001	-0.077
YKL184W	0.043	0.008	0.016	0.066
YKL185W	0.028999999999999998	-0.008	0.038	-0.026000000000000002
YKL187C	-0.006	0.003	0.069	0.027000000000000003
YKL188C	0.027000000000000003	0.078	-0.040999999999999995	0.11900000000000001
YKL190W	-0.245	-0.19399999999999998	-0.049	-0.151
YKL191W	0.13699999999999998	0.223	0.017	0.191
YKL194C				
YKL197C	0.019	0.038	-0.006	0.054000000000000006
YKL198C	0.044	0.081	0.0095	0.0975
YKL201C	0.006	0.0015000000000000013	0.07050000000000001	0.102
YKL202W	0.004	0.006999999999999999	0.107	0.11
YKL205W	0.13699999999999998	0.14	0.054000000000000006	0.127
YKL206C	0.175	0.15	-0.017	0.037000000000000005
YKL207W	0.075	-0.004	0.114	0.061
YKL208W	-0.033	-0.531	0.11900000000000001	0.027000000000000003
YKL211C	-0.059000000000000004	0.069	0.046	0.027000000000000003
YKL212W	-0.5770000000000001	-0.966		-0.49
YKL213C	-0.271	-0.263	-0.023	-0.084
YKL214C	-0.05	0.209	0.04	-0.040999999999999995
YKL215C	0.005	0.027000000000000003	-0.012	0.055999999999999994
YKL216W	0.293	0.547	-0.036000000000000004	0.183
YKL217W	0.066	0.12	0.07200000000000001	0.084
YKL218C	-0.128	0.066	0.03	-0.085
YKL220C	0.11599999999999999	0.242	-0.022000000000000002	0.2
YKL221W	-0.17	-0.002	0.008	0.042
YKL222C	0.085	0.19899999999999998	0.008	0.06
YKR003W	0.035	0.045	0.036000000000000004	0.105
YKR005C	0.044000000000000004	0.08	0.044000000000000004	0.18600000000000003
YKR006C	-0.546	-1.49	-0.091	-0.138
YKR007W	-0.12300000000000001	-0.359	0.087	-0.02
YKR009C	0.069	0.059000000000000004	-0.024	0.14300000000000002
YKR010C	0.01	-0.023	0.075	0.085
YKR011C	0.069	0.055999999999999994	-0.023	0.136
YKR012C	0.013999999999999999	0.019	-0.011000000000000001	0.078
YKR013W	0.036000000000000004	0.012	0.111	0.071
YKR014C	0.075	-0.023	0.149	0.065
YKR015C	0.001	0.002	0.027000000000000003	0.099
YKR016W	-0.04	0.002	0.064	0.052000000000000005
YKR017C	-0.031	-0.027999999999999997	0.102	0.083
YKR018C	-0.002	-0.034	0.106	0.102
YKR019C	0.025	-0.11	0.24100000000000002	-0.009000000000000001
YKR021W	-0.025	-0.01	0.081	0.011000000000000001
YKR023W	-0.001	0.11	0.011000000000000001	0.022000000000000002
YKR026C	0.015	-0.083	-0.034	0.054000000000000006
YKR027W	0.11	0.374	0.122	0.09699999999999999
YKR028W	-0.006	0.06	-0.027999999999999997	0.10800000000000001
YKR029C	-0.054000000000000006	-0.633	0.172	0.138
YKR030W	0.018000000000000002	-0.11900000000000001	0.06	0.05
YKR031C	-0.11800000000000001	-0.43700000000000006	-0.006999999999999999	-0.062
YKR032W	-0.05	-0.099	-0.013999999999999999	0.013999999999999999
YKR033C	-0.106	-0.159	0.006	0.01
YKR034W	-0.063	-0.22899999999999998	0.07400000000000001	-0.019
YKR035C	-0.175	-0.11800000000000001	0.013000000000000001	-0.039
YKR035W-A	-0.063	-0.034	0.122	0.131
YKR036C	0.024	-0.026000000000000002	-0.042	0.019
YKR039W	0.092	0.14	0.035	0.039
YKR040C	0.049	-0.076	0.159	0.022000000000000002
YKR041W	0.002	-0.011000000000000001	-0.096	0.087
YKR042W	-0.129	0.14300000000000002	-0.023	-0.04
YKR043C	0.057999999999999996	0.008	0.0	0.12
YKR044W	-0.006	0.0	0.013000000000000001	0.083
YKR045C	0.039	0.013999999999999999	0.075	0.138
YKR046C	0.038	-0.022000000000000002	0.077	0.053
YKR047W	-0.032	-0.27	-0.048	-0.018000000000000002
YKR048C	0.016	-0.165	-0.083	0.019
YKR049C	-0.03	0.006999999999999999	0.078	0.019
YKR050W	0.033	0.051	0.031	0.105
YKR051W	-0.066	-0.048	0.077	0.037000000000000005
YKR052C	-0.036000000000000004	-0.1	0.079	0.052000000000000005
YKR053C	0.027000000000000003	-0.02	0.018000000000000002	0.017
YKR054C	-0.07200000000000001	0.024	-0.016	0.017
YKR055W	0.049	0.006	0.038	0.10400000000000001
YKR056W	0.042	-0.069	-0.001	0.175
YKR057W	0.823	1.3719999999999999		0.6759999999999999
YKR058W	0.061	0.048	-0.013999999999999999	0.151
YKR059W	0.051	0.048	0.064	0.083
YKR060W	0.047	0.1	0.18	0.081
YKR061W	0.02	0.071	-0.028999999999999998	0.1
YKR064W	0.002	0.004	0.059000000000000004	0.18
YKR065C	0.057999999999999996	0.09300000000000001	0.027999999999999997	0.09699999999999999
YKR066C	0.002	0.075	0.046	0.10400000000000001
YKR067W	-0.012	0.005	0.048	0.106
YKR069W	0.057999999999999996	0.129	0.134	0.138
YKR070W	0.055	0.09	0.057	0.14800000000000002
YKR072C	-0.494	-0.447	-0.095	-0.264
YKR073C	-0.353	-0.465	-0.022000000000000002	-0.109
YKR074W	0.355	0.46799999999999997	0.226	0.266
YKR075C	0.05	0.079	0.135	0.128
YKR076W	0.05	0.122	0.081	0.12
YKR077W	-0.028999999999999998	-0.11599999999999999	-0.025	0.096
YKR078W	-0.10300000000000001	0.013000000000000001	0.026000000000000002	-0.08
YKR080W	0.064	0.053	0.081	0.163
YKR084C	0.138	0.231	-0.057999999999999996	0.158
YKR085C	0.501			0.122
YKR087C	0.032	0.139	-0.027000000000000003	0.08900000000000001
YKR088C	0.026000000000000002	0.13	0.019	0.10099999999999999
YKR089C	0.052000000000000005	0.067	0.11699999999999999	0.086
YKR090W	0.073	0.168	0.20800000000000002	0.11199999999999999
YKR091W	-0.008	-0.019	0.001	0.1
YKR092C	0.391	0.6829999999999999	0.16899999999999998	0.195
YKR093W	0.099	0.06	0.042	0.076
YKR094C	0.425	0.563	0.3	0.293
YKR095W	-0.043	-0.16	0.032	0.043
YKR096W	0.044000000000000004	-0.14300000000000002	0.07400000000000001	0.098
YKR097W	0.006	0.018000000000000002	-0.031	0.046
YKR098C	0.057999999999999996	-0.038	0.08900000000000001	0.096
YKR099W	0.285	0.035	0.465	0.321
YKR100C	0.067	-0.245	-0.019	0.121
YKR101W	-0.021	0.028999999999999998	0.054000000000000006	0.022000000000000002
YKR102W	-0.013000000000000001	0.01	0.003	0.023
YKR103W	0.003	0.021	-0.042	0.026000000000000002
YKR104W	0.004	-0.013999999999999999	0.106	0.019
YKR105C	-0.022000000000000002	-0.049	0.292	0.051
YKR106W	0.037000000000000005	0.12300000000000001	0.024	0.217
YLL001W	0.021	-0.151	0.038	-0.08
YLL005C	-0.021	-0.11800000000000001	0.006999999999999999	-0.047
YLL007C	0.5379999999999999	0.442	0.049	0.27699999999999997
YLL009C	0.043	-0.003	0.12	-0.06
YLL010C	-0.161	-0.141	0.006999999999999999	-0.147
YLL012W	-0.028999999999999998	-0.043	0.027999999999999997	-0.048
YLL013C	-0.096	-0.35200000000000004	0.105	-0.018000000000000002
YLL014W	-0.023	-0.09	-0.018000000000000002	0.048
YLL015W	0.053	0.08199999999999999	0.07400000000000001	0.034
YLL019C	-0.11900000000000001	-0.031	0.023	-0.085
YLL020C	-0.048	0.006999999999999999	-0.002	-0.033
YLL021W	0.043	0.121	0.132	0.04
YLL023C	-0.081	-0.038	-0.052000000000000005	-0.040999999999999995
YLL024C	0.086	0.083	0.077	0.048
YLL025W	-0.042	-0.01	-0.009000000000000001	0.042
YLL026W	0.006	0.049	-0.046	0.021
YLL028W	0.034	0.006999999999999999	-0.023	0.015
YLL029W	-0.069	-0.14800000000000002	-0.013000000000000001	-0.006
YLL030C	-0.044000000000000004	-0.02	-0.006	0.027000000000000003
YLL032C	-0.217	-0.243	-0.091	-0.204
YLL033W	0.735	1.494		0.23
YLL038C	-0.017	0.069	0.024	-0.092
YLL039C	-0.091	-0.155	0.042	-0.092
YLL040C	-0.35600000000000004	-1.074	-0.153	-0.135
YLL041C	-0.134	0.004	0.022000000000000002	-0.2
YLL042C	-0.004	0.035	-0.034	-0.043
YLL043W	-0.713	-1.505	-0.027000000000000003	-0.782
YLL044W	0.835	1.845		0.449
YLL045C	0.809	1.531	0.308	0.385
YLL046C	0.006	0.002	0.054000000000000006	-0.087
YLL047W	-0.003	-0.03	-0.017	-0.073
YLL048C	-0.002	-0.076	-0.043	-0.044000000000000004
YLL049W	-0.053	0.01	-0.043	-0.092
YLL051C	-0.013999999999999999	-0.013999999999999999	-0.059000000000000004	-0.069
YLL052C	0.006999999999999999	-0.006999999999999999	0.034	-0.07400000000000001
YLL053C	-0.062	-0.065	0.011000000000000001	-0.11599999999999999
YLL054C	0.011000000000000001	0.01	0.052000000000000005	-0.018000000000000002
YLL055W	0.040999999999999995	0.121	0.034	-0.07
YLL056C	-0.019	0.013999999999999999	-0.031	-0.078
YLL057C	-0.009000000000000001	-0.011000000000000001	-0.09300000000000001	-0.006
YLL058W	-0.057999999999999996	-0.027999999999999997	-0.12	-0.025
YLL059C	-0.034	0.162	-0.052000000000000005	-0.052000000000000005
YLL060C	-0.039	-0.068	-0.05	-0.015
YLL061W	0.003	0.013999999999999999	0.008	-0.08199999999999999
YLL062C	-0.006	-0.026000000000000002	0.009000000000000001	0.005
YLL063C	-0.001	0.025	-0.011000000000000001	-0.107
YLR001C	-0.017	-0.016	-0.013000000000000001	-0.044000000000000004
YLR003C	-0.006999999999999999	-0.032	0.111	-0.055
YLR004C	-0.011000000000000001	-0.047	0.022000000000000002	-0.075
YLR006C	0.018000000000000002	-0.121	-0.003	-0.033
YLR011W	-0.006	-0.01	-0.046	0.017
YLR012C	-0.051	-0.128	0.057999999999999996	0.006
YLR013W	-0.026000000000000002	-0.028999999999999998	0.027999999999999997	0.019
YLR014C	-0.083	-0.102	0.055	0.023
YLR015W	-0.106	-0.212	0.003	-0.021
YLR016C	0.076	0.036000000000000004	-0.002	0.1
YLR017W	0.099	0.0	0.102	0.127
YLR018C	0.18100000000000002	0.33399999999999996	0.052000000000000005	0.193
YLR019W	-0.024	-0.013999999999999999	-0.002	0.042
YLR020C	-0.012	0.035	0.052000000000000005	0.01
YLR021W	0.16	0.242	-0.01	0.08199999999999999
YLR023C	-0.046	0.027000000000000003	-0.012	0.07
YLR024C	-0.14300000000000002	0.15	0.065	-0.102
YLR025W	-0.032	0.1	-0.094	-0.183
YLR027C	-0.597	-0.929	-0.218	-0.429
YLR028C	-0.03	-0.11	-0.033	-0.006
YLR030W	0.006	-0.044000000000000004	-0.09699999999999999	-0.055
YLR031W	-0.015	-0.122	-0.057	-0.113
YLR032W	-1.949	-2.46	-1.5959999999999999	-1.9880000000000002
YLR034C	-0.053	-0.005	-0.006999999999999999	-0.023
YLR035C	0.018000000000000002	0.018000000000000002	-0.027000000000000003	-0.04
YLR036C	-0.03	-0.019	-0.081	0.02
YLR037C	0.001	-0.086	-0.077	-0.005
YLR038C	-0.113	-0.04	-0.057	-0.175
YLR039C	-0.078	-0.435	0.027999999999999997	-0.08199999999999999
YLR040C	0.025	-0.006999999999999999	-0.057999999999999996	0.008
YLR041W	-0.009000000000000001	-0.036000000000000004	-0.035	-0.001
YLR042C	-0.027000000000000003			0.033
YLR043C	-0.011000000000000001			-0.012
YLR044C	0.129			-0.022000000000000002
YLR046C	0.04			0.065
YLR047C	-0.037000000000000005			0.098
YLR049C	0.034			-0.009000000000000001
YLR050C	-0.069	-0.07200000000000001	-0.08900000000000001	-0.002
YLR053C	0.03			0.012
YLR054C	0.002	0.005	-0.083	-0.087
YLR055C	-0.268	-0.128	-0.18100000000000002	-0.172
YLR056W				
YLR057W	0.026000000000000002	-0.057999999999999996	0.013000000000000001	-0.078
YLR058C	0.17600000000000002	0.111	0.046	0.135
YLR059C	0.025	-0.073	0.051	-0.037000000000000005
YLR063W	0.013999999999999999	-0.006999999999999999	-0.076	-0.073
YLR064W	-0.102	-0.135	-0.021	-0.147
YLR065C	0.132	0.015	-0.092	-0.077
YLR067C				
YLR068W	1.084	1.8719999999999999		0.56
YLR069C	0.14400000000000002			-0.054000000000000006
YLR070C	-0.02	-0.059000000000000004	-0.040999999999999995	-0.07
YLR072W	0.025	-0.5	0.002	-0.063
YLR073C	-0.085	-0.5760000000000001	0.068	-0.051
YLR077W	-0.055	-0.086	-0.017	-0.134
YLR080W	0.124	0.18899999999999997	-0.03	0.031
YLR081W	-0.023	-0.042	-0.061	-0.028999999999999998
YLR082C	-0.075	-0.006	0.032	-0.04
YLR083C	0.10400000000000001	0.039	-0.025	0.018000000000000002
YLR084C	-0.044000000000000004	0.063	0.09699999999999999	-0.01
YLR085C	-0.23800000000000002	-0.397	0.243	-0.293
YLR087C	-0.073	-0.258	0.037000000000000005	-0.17
YLR089C	-0.06	-0.10800000000000001	-0.061	-0.13699999999999998
YLR090W	0.011000000000000001	-0.021	-0.015	-0.05
YLR092W	-0.046	0.013000000000000001	0.042	-0.059000000000000004
YLR093C	-0.11	-0.15	-0.013999999999999999	-0.134
YLR094C	-0.061	-0.065	-0.048	-0.045
YLR095C	0.013000000000000001	-0.064	-0.062	0.034
YLR096W	-0.109	0.045	-0.064	-0.14400000000000002
YLR097C	-0.066	-0.099	-0.11800000000000001	-0.057
YLR098C	0.008	-0.006	-0.064	-0.018000000000000002
YLR099C	0.033	-0.013999999999999999	0.11900000000000001	-0.026000000000000002
YLR102C	-0.41	-0.354	-0.021	-0.294
YLR104W	-0.034	-0.121	0.057999999999999996	-0.069
YLR107W	-0.043	-0.075	0.03	-0.19899999999999998
YLR108C	-0.051	-0.6890000000000001	0.055999999999999994	-0.131
YLR109W	-0.043	0.11199999999999999	-0.011000000000000001	-0.182
YLR110C	0.25	0.799		0.0
YLR111W	0.102	0.228	0.077	-0.019
YLR112W	-0.03	-0.036000000000000004	-0.003	-0.055
YLR113W	-0.052000000000000005	-0.337	-0.083	-0.034
YLR114C	-0.057999999999999996	-0.07200000000000001	0.005	-0.073
YLR118C	0.004	-0.045	0.024	-0.039
YLR119W	0.217	0.033	0.085	-0.052000000000000005
YLR120C	-0.087	-0.16699999999999998	0.05	-0.14400000000000002
YLR121C	-0.055999999999999994	-0.012	-0.040999999999999995	-0.124
YLR122C	-0.022000000000000002	0.061	0.064	-0.049
YLR123C	-0.051	-0.036000000000000004	-0.031	-0.079
YLR124W	-0.057999999999999996	-0.08800000000000001	-0.037000000000000005	-0.073
YLR125W	-0.065	-0.053	-0.114	-0.131
YLR126C	0.065	-0.013999999999999999	0.055999999999999994	0.04
YLR128W	0.006	-0.094	0.057999999999999996	-0.075
YLR130C	0.036000000000000004	0.015	0.01	0.044000000000000004
YLR131C	0.258	0.18	-0.187	-0.415
YLR133W	0.087	0.066	0.013999999999999999	0.09300000000000001
YLR134W	-0.017	-0.11599999999999999	0.015	0.08
YLR135W	-1.4769999999999999	-1.679	-0.012	-0.9690000000000001
YLR136C	-0.08199999999999999	-0.107	0.028999999999999998	0.004
YLR137W	0.021	0.077	0.061	-0.01
YLR138W	0.083	-0.026000000000000002	0.086	0.096
YLR142W	0.028999999999999998	-0.07400000000000001	0.049	0.07400000000000001
YLR143W	0.08	-0.091		0.154
YLR144C	-0.11199999999999999	-0.152	-0.032	0.015
YLR146C	-0.076	-0.166	0.01	-0.172
YLR150W	0.064	0.423	0.09699999999999999	0.05
YLR151C	-0.151	-0.27399999999999997	0.013000000000000001	0.01
YLR152C	-0.151	-0.303	0.092	0.001
YLR154C	-0.19899999999999998	-0.233	-0.018000000000000002	-0.021
YLR164W	-0.024	0.052000000000000005	0.043	0.08900000000000001
YLR165C	0.027999999999999997	0.092	0.049	0.075
YLR168C	0.17	0.18600000000000003	0.092	0.19699999999999998
YLR169W	-0.159	-0.046	-0.009000000000000001	-0.071
YLR170C	-0.183	-0.139	0.043	-0.057999999999999996
YLR171W	-0.079	-0.105	-0.027000000000000003	-0.073
YLR172C	0.131	-0.018000000000000002	-0.067	0.201
YLR173W	0.064	0.061	0.08199999999999999	0.08900000000000001
YLR174W	0.006999999999999999	0.018000000000000002	0.10400000000000001	0.047
YLR176C	-0.19699999999999998	-0.16899999999999998	0.165	-0.037000000000000005
YLR177W	-0.085	-0.046	0.009000000000000001	0.084
YLR178C	0.011000000000000001	0.028999999999999998	0.0	0.062
YLR179C	-0.025	0.11199999999999999	0.01	0.08199999999999999
YLR180W	0.268	0.34600000000000003	-0.022000000000000002	0.171
YLR181C	0.042	-0.01	-0.036000000000000004	0.046
YLR182W				
YLR183C	0.13	0.032	0.179	0.122
YLR187W	-0.036000000000000004	-0.044000000000000004	0.034	0.038
YLR188W	-0.047	-0.191	0.073	0.057999999999999996
YLR189C	0.027999999999999997	0.115	0.027000000000000003	0.081
YLR190W	-0.053	0.125	0.13	0.114
YLR191W	-0.054000000000000006	-0.203	-0.057999999999999996	-0.055999999999999994
YLR192C	0.868	1.202		0.263
YLR193C				
YLR194C	0.011000000000000001	0.024	-0.031	0.013999999999999999
YLR199C	0.136	0.247	-0.005	0.065
YLR200W	-0.332	-0.29100000000000004		-0.3
YLR201C	-0.096	0.028999999999999998		-0.11199999999999999
YLR202C	0.086	0.068	0.17600000000000002	0.10400000000000001
