CCR4	YAL021C
FPS1	YLL043W
FYV10	YIL097W
GCR2	YNL199C
GPB2	YAL056W
GPH1	YPR160W
LPD1	YFL018C
NGG1	YDR176W
PFK1	YGR240C
PYC1	YGL062W
REG1	YDR028C
RPE1	YJL121C
SFA1	YDL168W
SNF1	YDR477W
TUP1	YCR084C
VID22	YLR373C
YVH1	YIR026C
ZWF1	YNL241C
ATP1	YBL099W
ATP12	YJL180C
ATP15	YPL271W
ATP5	YDR298C
CBP6	YBR120C
FZO1	YBR179C
MGM1	YOR211C
MHR1	YDR296W
MRH1	YDR033W
MRPL35	YDR322W
MRPL36	YBR122C
MRPS28	YDR337W
MRPS35	YGR165W
MSF1	YPR047W
MSY1	YPL097W
NDE1	YMR145C
PET8	YNL003C
RRF1	YHR038W
RSM27	YGR215W
RTG1	YOL067C
RTG2	YGL252C
RTG3	YBL103C
SAM37	YMR060C
SHE9	YDR393W
UGO1	YDR470C
ADK1	YDR226W
ADO1	YJR105W
AGP2	YBR132C
CBF1	YJR060W
GCN1	YGL195W
GCN4	YEL009C
GZF3	YJL110C
HIS7	YBR248C
MET7	YOR241W
OPT2	YPR194C
PDX3	YBR035C
PRS3	YHL011C
RNR4	YGR180C
TCO89	YPL180W
ARG82	YDR173C
CHO2	YGR157W
ERG2	YMR202W
ERG24	YNL280C
HFA1	YMR207C
INO2	YDR123C
INO4	YOL108C
LIP5	YOR196C
MCT1	YOR221C
OAR1	YKL055C
OPI3	YJR073C
PSD2	YGR170W
SAC1	YKL212W
ANP1	YEL036C
CAX4	YGR036C
GAS1	YMR307W
GON7	YJL184W
KRE11	YGR166W
KRE6	YPR159W
LAS21	YJL062W
OCH1	YGL038C
ROT2	YBR229C
SMI1	YGR229C
PHO8	YDR481C
PHO85	YPL031C
PHO88	YBR106W
AFT1	YGL071W
SMF2	YHR050W
ZAP1	YJL056C
ADY3	YDL239C
AKR1	YDR264C
ALF1	YNL148C
ARP5	YNL059C
ARP8	YOR141C
BEM1	YBR200W
BEM4	YPL161C
BUD16	YEL029C
BUD27	YFL023W
CDC50	YCR094W
CLA4	YNL298W
LTE1	YAL024C
NAT3	YPR131C
NSL1	YPL233W
RVS161	YCR009C
RVS167	YDR388W
SAC6	YDR129C
SCP160	YJL080C
SHE4	YOR035C
SIT4	YDL047W
STE50	YCL032W
SWI6	YLR182W
UME6	YDR207C
VRP1	YLR337C
XRS2	YDR369C
NSR1	YGR159C
REI1	YBR267W
RPL1B	YGL135W
RPL27A	YHR010W
RPL31A	YDL075W
RPL36B	YPL249C-A
RPS0A	YGR214W
RPS19A	YOL121C
SFP1	YLR403W
TIF3	YPR163C
CIN2	YPL241C
EPS1	YIL005W
GIM3	YNL153C
PAC10	YGR078C
SSE1	YPL106C
UMP1	YBR173C
YKE2	YLR200W
BRE1	YDL074C
BRE5	YNR051C
DOA1	YKL213C
DOA4	YDR069C
DOC1	YGL240W
MKC7	YDR144C
NAS2	YIL007C
RAD6	YGL058W
