CCR4	YAL021C
RPN4	YDL020C
RTT101	YJL047C
SEM1	YDR363W-A
UBA3	YPR066W
UBI4	YLL039C
UBP6	YFR010W
UBX4	YMR067C
ATG11	YPR049C
BRO1	YPL084W
BST1	YFL025C
CLC1	YGR167W
GCS1	YDL226C
GOS1	YHL031C
GTR2	YGR163W
HSE1	YHL002W
MON1	YGL124C
MON2	YNL297C
PBI2	YNL015W
PEP12	YOR036W
PEP3	YLR148W
PEP5	YMR231W
SNF7	YLR025W
SWF1	YDR126W
VPS1	YKR001C
VPS20	YMR077C
VPS25	YJR102C
VPS27	YNR006W
VPS3	YDR495C
VPS36	YLR417W
VPS4	YPR173C
VPS41	YDR080W
VPS74	YDR372C
VPS8	YAL002W
YME1	YPR024W
CUP5	YEL027W
NHX1	YDR456W
PPA1	YHR026W
TFP3	YPL234C
TRK1	YJL129C
VMA13	YPR036W
VMA21	YGR105W
VMA22	YHR060W
VMA4	YOR332W
VMA8	YEL051W
VMA9	YCL005W-A
FLR1	YBR008C
RPN4	YDL020C
TPO1	YLL028W
YAP1	YML007W
CCS1	YMR038C
COQ1	YBR003W
GLR1	YPL091W
GSH1	YJL101C
GSH2	YOL049W
RIB4	YOL143C
SOD1	YJR104C
SOD2	YHR008C
YAP1	YML007W
PBS2	YJL128C
PTC1	YDL006W
BUD32	YGR262C
BUR2	YLR226W
CDC73	YLR418C
CTK1	YKL139W
DEF1	YKL054C
ELP2	YGR200C
GAL11	YOL051W
HPR1	YDR138W
KTI11	YBL071W-A
MED2	YDL005C
PGD1	YGL025C
POP2	YNR052C
REF2	YDR195W
RPB3	YIL021W
RPB4	YJL140W
RPB9	YGL070C
RRN6	YBL014C
RTF1	YGL244W
SRB5	YGR104C
SSN2	YDR443C
TFB5	YDR079C-A
DBP7	YKR024C
DEG1	YFL001W
DHH1	YDL160C
KEM1	YGL173C
LOC1	YFR001W
NOP56	YLR197W
RAI1	YGL246C
SBP1	YHL034C
SNT309	YPR101W
APQ12	YIL040W
NPL3	YDR432W
NPL6	YMR091C
NUP133	YKR082W
SRM1	YGL097W
ADA2	YDR448W
EST2	YLR318W
GCN5	YGR252W
HDA2	YDR295C
IES2	YNL215W
IES6	YEL044W
RSC1	YGR056W
RTT109	YLL002W
SIN3	YOL004W
SPT3	YDR392W
SPT7	YBR081C
SWI3	YJL176C
TOP1	YOL006C
APQ13	YJL075C
CMR1	YDL156W
DIG2	YDR480W
ENT4	YLL038C
HGH1	YGR187C
IWR1	YDL115C
RMD11	YHL023C
TMA22	YJR014W
YBL071C-B	YBL071C-B
YCL007C	YCL007C
YDR114C	YDR114C
YDR115W	YDR115W
YDR532C	YDR532C
YFR012W-A	YFR012W-A
YGR204C-A	YGR204C-A
YKL096C-B	YKL096C-B
YNL040W	YNL040W
YPR045C	YPR045C
AIM22	YJL046W
BUD30	YDL151C
GEP4	YHR100C
IRC13	YOR235W
OPI8	YKR035C
OPI9	YLR338W
VPS65	YLR322W
YBL100C	YBL100C
YCL056C	YCL056C
YDR008C	YDR008C
YDR433W	YDR433W
YDR442W	YDR442W
YGL218W	YGL218W
YGR064W	YGR064W
YGR160W	YGR160W
YIA6	YIL006W
YJL120W	YJL120W
YJL175W	YJL175W
YJR018W	YJR018W
YLR358C	YLR358C
YML009W-B	YML010W-A
YNL171C	YNL171C
YNL296W	YNL296W
YOR331C	YOR331C
YPR099C	YPR099C
YPR146C	YPR146C
