orf	het | growth (relative abundance in pooled culture) | YPD [standard] | Deutschbauer AM~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | YPD [standard] | Deutschbauer AM~Giaever G, 2005	het | growth (relative abundance in pooled culture) | minimal complete [standard] | Deutschbauer AM~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | minimal complete [standard] | Deutschbauer AM~Giaever G, 2005
YAL036C	0.23130373637429802	0.0006290323374613055	-5.805847723347475	0.002568357260417434
YAL037W	0.04437255350853355	0.06290323374643822	-0.03667623324919465	-0.05521968109900178
YAL038W	0.3247693278071802		-0.13753587468447936	
YAL039C	0.09110534922497986	-1.0424638412629001	0.5684816153625114	-1.2225380559592414
YAL040C	0.41823491924006245	-0.12391937048049251	0.6088254719366253	0.5226607024951775
YAL041W	0.41823491924006245		-0.1577078029715363	
YAL042C-A	0.7453644892551554	-0.09278226977600405	0.2457307627696003	-0.07833489644276895
YAL042W	0.558433306389391	-0.09278226977600405	-0.1577078029715363	0.03724118027606691
YAL043C	1.1192268549866844		0.30624654763077336	
YAL044C	-0.46968819937231354	-2.3502220708514137		-2.2511651387568805
YAL045C	-0.4229554036558724	-0.014939518014781194	0.10452726476020395	-0.05521968109900178
YAL046C	-1.9651376622984291	-0.17062502153722348	0.2659026910566595	0.09502921863548612
YAL047C	-0.0023602422079023765	-2.085556714863262	0.12469919304725866	-3.0024096374293125
YAL048C	-3.3203887380752164	-0.139487920832735	-0.09719201811036547	-0.19391097316160352
YAL049C	0.6986316935387091	-0.1861935718894677		0.03724118027606691
YAL051W	0.3247693278071802	-0.014939518014781194	0.2457307627696003	0.002568357260417434
YAL053W	0.41823491924006245	-0.0772137194237581	0.34659040420488724	-0.05521968109900178
YAL054C	-0.18929142507366684	0.17188308621214954	0.2255588344825456	0.26839333371373864
YAL055W	0.2780365320907443	-0.38858472646864267	0.2860746193437142	-0.020546858083349738
YAL056C-A	0.13783814494141577	-0.8089355859792368	-0.13753587468447936	-0.043662073427116914
YAL056W	0.37150212352362655	0.10960888480317263	0.14487112133431784	-0.1245653271303033
YAL058W	0.6518988978222732	-1.1047380426718771	0.36676233249194196	-0.11300771945841843
YAL059W	0.04437255350853355	-0.2951734243551773	0.2659026910566595	-0.18235336548971995
YAL060W	0.5117005106729446	0.016197582689707262	0.4877939022142836	-0.10145011178653612
YAL061W	-0.0023602422079023765	-0.014939518014781194	0.08435533647314476	0.07191400329171894
YAL062W	0.6051661021058269	0.0006290323374613055	0.46762197392722893	0.1874900800105548
YAL064C-A	-0.9370161565367247	0.07847178409868417	-0.056848161536251586	-0.19391097316160352
YAL065C	0.2780365320907443	-0.04607661871926965	0.14487112133431784	-0.10145011178653612
YAL066W	0.46496771495650874	-0.15505647118498098		0.10658682630736843
YAL067C	-0.1425586293572257	0.0006290323374613055	0.18521497790843172	-0.10145011178653612
YAL068C	0.1845709406578621	-0.03050806836702715	0.08435533647314476	-0.2285837961772543
YAR002C-A	-0.1425586293572257	0.09404033445092667	0.08435533647314476	0.36085419508880734
YAR002W	-4.956036588150655	-2.988532635293427	-1.7714620659360893	-0.8642522181308515
YAR003W	0.5117005106729446	-0.23289922294620038	-0.0165043049621377	-0.5290815956462276
YAR007C	0.23130373637429802		-0.03667623324919465	
YAR008W	0.2780365320907443		0.2255588344825456	
YAR014C	0.7920972849715914	-0.6065444314000619	0.2053869061954864	-0.2748142268647886
YAR015W	0.46496771495650874	-2.3346535204991694	-0.07702008982330853	-2.7019118379603393
YAR018C	-1.123947339402489	-0.7310928342180156	-3.3852163289006447	-0.06677728877088408
YAR019C	0.5117005106729446		0.36676233249194196	
YAR020C	0.46496771495650874	-0.04607661871926965	0.2860746193437142	0.025683572604184607
YAR023C	0.9322956721209199	0.10960888480317263	0.30624654763077336	-0.08989250411465126
YAR027W	0.5117005106729446	0.016197582689707262	-0.03667623324919465	0.002568357260417434
YAR028W	0.6051661021058269	0.21858873726888048	0.7298570416589669	0.025683572604184607
YAR029W	0.7920972849715914	-0.03050806836702715	0.10452726476020395	0.08347161096360126
YAR030C	0.558433306389391	0.03176613304194976	0.2255588344825456	-0.1245653271303033
YAR031W	0.6051661021058269	-0.04607661871926965	0.08435533647314476	-0.03210446575523461
YAR035W	0.6986316935387091	0.06290323374643822	0.14487112133431784	-0.15923815014595277
YAR042W	0.25467013423251594	-0.007155242838659944	-0.127449910540952	-0.24014140384913787
YAR047C	-1.6380080922833413	-0.17062502153722348	-0.7628656515832446	0.03724118027606691
YAR050W	-0.5164209950887546	-0.03050806836702715	0.3264184759178281	0.33773897974504014
YBL001C	-8.133866696868651	0.03176613304194976	-4.272781173531148	-0.05521968109900178
YBL002W	-2.4324656194628402	-0.09278226977600405	-1.2671638587596659	0.09502921863548612
YBL003C	-8.04040110543577	-0.061645169071515606	-3.4255601854747586	0.048798787947951776
YBL004W	0.41823491924006245		0.10452726476020395	
YBL005W	-6.498218846793212	-0.0772137194237581	-2.3766199145477978	-0.008989250411467435
YBL006C	0.3247693278071802	-0.6999557335135272	0.08435533647314476	-0.8642522181308515
YBL007C	-1.1706801351189302	-2.941826984236694	-0.5208025121385612	-3.3722530829295874
YBL008W	0.46496771495650874	-0.139487920832735	-0.09719201811036547	-0.26325661919290505
YBL009W	0.23130373637429802	0.07847178409868417	0.2255588344825456	-0.008989250411467435
YBL010C	-0.0023602422079023765	-0.0772137194237581	0.023839551611976182	-0.043662073427116914
YBL011W	-2.9465263723436927	-0.17062502153722348	-2.55816726913131	-0.19391097316160352
YBL012C	0.13783814494141577	-0.17062502153722348	-0.11736394639742241	-0.29792944220855583
YBL013W	0.46496771495650874	-0.014939518014781194	-0.8435533647314724	-0.3903903035836245
YBL014C	-8.601194654033062			
YBL015W	0.41823491924006245	-0.061645169071515606	-0.11736394639742241	-0.03210446575523461
YBL016W	0.37150212352362655		0.34659040420488724	
YBL017C	-0.1425586293572257	0.04733468339419571	0.12469919304725866	-0.5753120263337619
YBL018C	0.5117005106729446		0.2860746193437142	
YBL019W	0.04437255350853355	-0.15505647118498098	0.30624654763077336	-0.043662073427116914
YBL020W	-0.0023602422079023765		0.2255588344825456	
YBL021C	-6.8253484168083	-0.4197218271731311	-3.304528615752417	-0.7486761414120157
YBL022C	-6.264554868211007	-0.17062502153722348	-3.566763683484157	-0.42506312659927525
YBL023C	-1.2641457265518126		-0.8233814364444154	
YBL024W	-0.0958258336407846	-0.139487920832735	0.2053869061954864	-0.26325661919290505
YBL025W	-0.1425586293572257		-0.09719201811036547	
YBL026W	-0.4229554036558724		0.2053869061954864	
YBL027W	-2.5726640066121638	-1.3071291972510504	-0.09719201811036547	-0.4019479112555081
YBL028C	0.41823491924006245	0.07847178409868417	0.023839551611976182	0.22216290302620428
YBL029W	0.3247693278071802	0.07847178409868417	0.18521497790843172	-0.19391097316160352
YBL030C	-0.5164209950887546		-0.03667623324919465	
YBL031W	0.13783814494141577	-0.20176212224171192	0.14487112133431784	-0.26325661919290505
YBL032W	0.5117005106729446	-0.10835082012824655	-0.27873937269387794	-0.10145011178653612
YBL033C	0.13783814494141577	-1.2137178951375849	0.2457307627696003	-1.8928793009284894
YBL034C	0.13783814494141577		0.36676233249194196	
YBL035C	0.3247693278071802		-0.0165043049621377	
YBL036C	0.2780365320907443	-0.04607661871926965	-0.11736394639742241	-0.1361229348021856
YBL037W	0.37150212352362655	0.07847178409868417	0.10452726476020395	0.08347161096360126
YBL038W	-1.6847408879997825	-2.661593077896298	0.12469919304725866	-2.4129716461632493
YBL039C	-0.0023602422079023765	-2.1478309162722384	0.08435533647314476	-0.29792944220855583
YBL040C	0.13783814494141577		0.08435533647314476	
YBL041W	-0.23602422079010796		-0.258567444406821	
YBL042C	-0.04909303792434868	-0.481996028582108	0.044011479899033125	-0.3788326959117409
YBL043W	-0.18929142507366684	-0.23289922294620038	-0.03667623324919465	-0.05521968109900178
YBL044W	-1.9651376622984291	-0.2951734243551773	-2.356447986260741	-0.008989250411467435
YBL045C	0.04437255350853355	-0.7777984852747484	0.023839551611976182	-1.3149989173343102
YBL046W	-0.28275701650654905	0.0006290323374613055	-0.13753587468447936	-0.07833489644276895
YBL047C	-8.881591428331703	-0.49756457893435224	-4.292953101818205	-0.008989250411467435
YBL048W	0.558433306389391	0.03176613304194976	0.3869342607790011	0.014125964932299737
YBL049W	0.2780365320907443	-0.014939518014781194	0.30624654763077336	-0.14768054247407048
YBL050W	0.5117005106729446		0.16504304962137253	
YBL051C	0.09110534922497986	-0.38858472646864267	-0.056848161536251586	-0.2863718345366722
YBL052C	0.09110534922497986	-0.03050806836702715	-5.8663635082086465	-0.1245653271303033
YBL053W	-0.18929142507366684	0.12517743515541513	0.10452726476020395	-0.14768054247407048
YBL054W	-0.04909303792434868	0.03176613304194976	0.10452726476020395	-0.15923815014595277
YBL055C	-0.04909303792434868	-0.014939518014781194	0.12469919304725866	-0.08989250411465126
YBL056W	-0.0023602422079023765	0.04733468339419571	0.0036676233249192404	-0.08989250411465126
YBL057C	-0.0958258336407846	0.016197582689707262	-0.03667623324919465	0.025683572604184607
YBL058W	-0.0958258336407846	-2.085556714863262	0.08435533647314476	-2.008455377647325
YBL059W	0.09110534922497986	-0.20176212224171192	0.16504304962137253	-0.1245653271303033
YBL060W	-0.0023602422079023765	-0.061645169071515606	0.2860746193437142	-0.3094870498804394
YBL061C	-0.23602422079010796	-0.014939518014781194	0.18521497790843172	-0.20546858083348712
YBL062W	-1.871672070865547	-0.09278226977600405	-1.6302585679266908	-0.321044657552323
YBL063W	0.13783814494141577	0.0006290323374613055	-0.056848161536251586	0.03724118027606691
YBL064C	0.1845709406578621	0.0006290323374613055	0.14487112133431784	-0.14768054247407048
YBL065W	-1.9651376622984291	0.04733468339419571	-0.6821779384350168	-0.3903903035836245
YBL066C	-0.23602422079010796	0.016197582689707262	0.18521497790843172	-0.07833489644276895
YBL067C	-1.918404866581988	-0.15505647118498098	-3.92985839265118	-0.45973594961492603
YBL068W	-0.04909303792434868	-0.0772137194237581	0.2457307627696003	0.025683572604184607
YBL069W	-7.806737126853563	0.03176613304194976	-3.344872472326531	0.07191400329171894
YBL070C	-0.1425586293572257	0.04733468339419571	0.2457307627696003	0.002568357260417434
YBL071C	-0.0023602422079023765	-1.1358751433763656	0.2053869061954864	-0.42506312659927525
YBL072C	-1.2174129308353714	-1.5250889021824696	-0.0165043049621377	-0.8411370027870844
YBL073W	0.2780365320907443		-0.1577078029715363	
YBL074C	-0.18929142507366684		0.18521497790843172	
YBL075C	-3.3203887380752164	-0.15505647118498098	-2.275760273112513	-0.1361229348021856
YBL076C	-0.1425586293572257		0.30624654763077336	
YBL077W	0.2780365320907443		0.12469919304725866	
YBL078C	0.23130373637429802	0.07847178409868417	0.46762197392722893	-0.08989250411465126
YBL079W	-0.0958258336407846	-1.7430486071138886	0.4877939022142836	-0.6677728877088306
YBL080C	0.23130373637429802	-0.8867783377404579	-0.33925515755504876	-1.2109804482873578
YBL081W	-0.0958258336407846	-0.0772137194237581	0.2255588344825456	-0.15923815014595277
YBL082C	0.3247693278071802	0.07847178409868417	0.2860746193437142	-1.234095663631125
YBL083C	0.2780365320907443	-0.31074197470742154	0.3869342607790011	-1.3843445633656117
YBL084C	-0.0023602422079023765		0.10452726476020395	
YBL085W	0.3247693278071802	-0.061645169071515606	0.023839551611976182	-0.07833489644276895
YBL086C	-0.0958258336407846	-0.04607661871926965	-4.413984671540547	0.025683572604184607
YBL087C	-1.3108785222682535	-1.3694033986600274	-0.7830375798703015	-0.7255609260682485
YBL088C	0.2780365320907443	-0.09278226977600405	0.08435533647314476	-0.08989250411465126
YBL089W	0.2780365320907443	-0.20176212224171192	0.14487112133431784	-0.07833489644276895
YBL090W	0.23130373637429802	-2.381359171555902	0.023839551611976182	-1.5577086784438654
YBL091C	-3.554052716657422	0.04733468339419571	-1.6907743527878616	-0.05521968109900178
YBL091C-A	-0.46968819937231354	-0.10835082012824655	-0.17787973125859324	-0.05521968109900178
YBL092W	-0.18929142507366684		-0.0165043049621377	
YBL093C	-1.123947339402489	-2.646024527544054	-0.17787973125859324	-3.51094437499219
YBL094C	0.1845709406578621	-0.03050806836702715	0.044011479899033125	0.025683572604184607
YBL095W	-0.4229554036558724	0.21858873726888048	-0.5208025121385612	-0.043662073427116914
YBL096C	-0.3294898122229902	0.15631453585990357	-0.5006305838515043	-0.08989250411465126
YBL097W	0.23130373637429802		-0.17787973125859324	
YBL098W	0.04437255350853355	0.2652943883256149	-0.1577078029715363	0.002568357260417434
YBL099W	-0.3762226079394313	-1.2915606468988061	-4.030718034086465	-1.3149989173343102
YBL100C	0.3247693278071802	-1.1670122440808524	0.14487112133431784	-0.8295793951152007
YBL101C	-0.0958258336407846	0.31200003938234583	0.4877939022142836	
YBL102W	0.04437255350853355	0.18745163656439204	-0.0165043049621377	-0.10145011178653612
YBL103C	0.2780365320907443	-0.27960487400293305	-0.8838972213055862	-2.990852029757429
YBL104C	-0.0958258336407846	-0.061645169071515606	-0.0165043049621377	-0.19391097316160352
YBL105C	-0.04909303792434868		-0.44011479899033346	
YBL106C	0.04437255350853355	0.016197582689707262	-0.11736394639742241	-0.07833489644276895
YBL107C	-0.6566193822380779	-0.10835082012824655	-0.4199428707032765	0.1181444339792533
YBR001C	-0.04909303792434868	0.2808629386778574	0.023839551611976182	0.014125964932299737
YBR002C	-0.3294898122229902		-0.8032095081573585	
YBR003W	0.41823491924006245	-0.49756457893435224	-0.056848161536251586	-0.9335978641621517
YBR004C	-0.28275701650654905		-0.19805165954565018	
YBR005W	0.1845709406578621	0.12517743515541513	0.16504304962137253	0.025683572604184607
YBR006W	0.1845709406578621	0.03176613304194976	-0.4199428707032765	-0.17079575781783635
YBR007C	-0.23602422079010796	0.12517743515541513	-0.07702008982330853	0.1874900800105548
YBR008C	-0.5631537908051958	0.18745163656439204	-0.7426937232961877	0.07191400329171894
YBR009C	-0.6566193822380779	-0.8400726866837253	-4.373640814966433	-0.4019479112555081
YBR010W	-0.1425586293572257	-0.38858472646864267	-2.5379953408442533	0.002568357260417434
YBR011C	-0.0958258336407846		-0.19805165954565018	
YBR012C	-0.3294898122229902	0.12517743515541513	-0.23839551611976406	0.06035639561983408
YBR013C	-0.0023602422079023765	0.14074598550766107	0.10452726476020395	0.25683572604185634
YBR014C	-0.3294898122229902	-0.014939518014781194	-3.667623324919442	0.07191400329171894
YBR015C	-0.28275701650654905	-0.7310928342180156	-0.1577078029715363	-0.8873674334746174
YBR016W	-0.46968819937231354	-0.04607661871926965	-0.1577078029715363	-0.10145011178653612
YBR017C	-0.1425586293572257	-2.3346535204991694	-0.258567444406821	-2.956179206741778
YBR018C	-0.5631537908051958	0.23415728762112645	-0.3997709424162196	-0.03210446575523461
YBR019C	-0.9370161565367247	0.03176613304194976	-0.2989113009809349	0.17593247233866993
YBR020W	-1.4043441137011359	-0.21733067259395614	-0.6620060101479598	-0.29792944220855583
YBR021W	0.23130373637429802	0.14074598550766107	-2.316104129686627	-2.782815091663524
YBR022W	-0.0958258336407846	0.07847178409868417	-0.601490225286789	-0.08989250411465126
YBR023C	0.7453644892551554	0.06290323374643822	-0.2989113009809349	-0.1245653271303033
YBR024W	-0.0023602422079023765	0.07847178409868417	-0.23839551611976406	0.025683572604184607
YBR025C	-0.6098865865216369	-1.0113267405584117	-0.258567444406821	-0.4135055189273917
YBR026C	-1.3576113179846947	-2.6304559771918097	-0.5409744404256182	-1.453690209396913
YBR027C	-0.4229554036558724	-0.27960487400293305	-0.33925515755504876	-0.26325661919290505
YBR028C	-0.6566193822380779	-0.31074197470742154	-0.09719201811036547	0.03724118027606691
YBR029C	-0.5631537908051958		0.2860746193437142	
YBR030W	-0.3294898122229902	0.03176613304194976	-0.4199428707032765	-0.20546858083348712
YBR031W	-0.6098865865216369	-1.5250889021824696	-0.2989113009809349	-0.3094870498804394
YBR032W	-0.04909303792434868	0.18745163656439204	-0.37959901412916264	-0.05521968109900178
YBR033W	0.46496771495650874	-0.03050806836702715	-1.0049287910279279	-0.11300771945841843
YBR034C	0.8388300806880377	-0.15505647118498098	0.14487112133431784	-0.10145011178653612
YBR035C	-0.6098865865216369	-1.4628147007734926	0.14487112133431784	-1.6039391091313997
YBR036C	-0.0023602422079023765	0.14074598550766107	-0.27873937269387794	-0.6908881030525977
YBR037C	-0.0958258336407846	-1.1825807944330966	-0.8435533647314724	-1.76574561653777
YBR038W	0.09110534922497986		-1.1057884324632126	
YBR039W	-1.2641457265518126	-2.988532635293427	-0.44011479899033346	-1.0029435101934532
YBR040W	-0.5164209950887546	0.12517743515541513	-0.3190832292679918	-0.2748142268647886
YBR041W		-0.32631052505966573		-0.598427241677529
YBR042C	-0.0023602422079023765	0.06290323374643822	-0.3594270858421057	-0.2170261885053707
YBR043C	0.1845709406578621	-0.014939518014781194	-0.37959901412916264	-0.1361229348021856
YBR044C	0.1845709406578621	-0.49756457893435224	-0.056848161536251586	-0.4828511649586932
YBR045C	-0.0958258336407846	0.09404033445092667	-0.601490225286789	-0.043662073427116914
YBR046C	0.09110534922497986	0.15631453585990357	-0.11736394639742241	-0.008989250411467435
YBR047W	-0.23602422079010796	-0.03050806836702715	-0.3190832292679918	-0.020546858083349738
YBR048W	-1.3576113179846947	-2.303516419794681	-0.258567444406821	-0.7949065720995501
YBR049C	-0.46968819937231354		-0.4199428707032765	
YBR050C	-1.3108785222682535	0.03176613304194976	-0.3190832292679918	-0.18235336548971995
YBR051W	-0.0958258336407846	0.09404033445092667	-0.3190832292679918	-0.08989250411465126
YBR052C	-0.3294898122229902	-0.09278226977600405	-0.6418340818609028	-0.1361229348021856
YBR053C	-0.6098865865216369	0.10960888480317263	-0.27873937269387794	-0.06677728877088408
YBR054W	0.13783814494141577	-0.03050806836702715	-0.11736394639742241	-0.1245653271303033
YBR055C	0.23130373637429802		-0.19805165954565018	
YBR056W	0.04437255350853355	-0.04607661871926965	-0.11736394639742241	0.002568357260417434
YBR057C	-0.7968177693874013	0.016197582689707262	-3.1633251177430184	-0.10145011178653612
YBR058C	-0.9370161565367247	-0.09278226977600405	-0.21822358783270712	-0.2516990115210215
YBR059C	-0.5631537908051958	-0.12391937048049251	-0.258567444406821	-0.10145011178653612
YBR060C	-0.3762226079394313		-1.246991930472609	
YBR061C	-0.28275701650654905	-0.6532500824567945	-4.998970591865198	-0.45973594961492603
YBR062C	0.2780365320907443	0.14074598550766107	-0.2989113009809349	0.09502921863548612
YBR063C	-0.1425586293572257	0.04733468339419571	-0.4804586555644474	0.002568357260417434
YBR064W	-0.0958258336407846	0.10960888480317263	-0.601490225286789	0.10658682630736843
YBR065C	-0.46968819937231354	0.07847178409868417	-0.3594270858421057	0.002568357260417434
YBR066C	-0.1425586293572257	0.03176613304194976	-0.21822358783270712	-0.07833489644276895
YBR067C	-0.04909303792434868	0.23415728762112645	-0.13753587468447936	0.07191400329171894
YBR068C	0.13783814494141577	0.12517743515541513	-0.03667623324919465	-0.08989250411465126
YBR069C	-0.8902833608202836	-0.27960487400293305	-0.3594270858421057	-0.11300771945841843
YBR070C	-0.7033521779545191		-0.07702008982330853	
YBR071W	-0.0958258336407846	0.14074598550766107	-0.1577078029715363	-0.15923815014595277
YBR072W	-0.28275701650654905	0.15631453585990357	-5.523440727328678	0.03724118027606691
YBR073W	-0.1425586293572257	0.09404033445092667	-0.2989113009809349	0.03724118027606691
YBR074W	-0.16592502721544888	0.03176613304194976	-0.21822358783270712	-0.21124738466942827
YBR076W	-0.28275701650654905	0.0006290323374613055	-0.3594270858421057	0.1990476876824371
YBR077C	-0.0958258336407846	-0.9179154384449464	-0.23839551611976406	-0.2170261885053707
YBR078W	-2.4791984151792814	-1.2137178951375849	-2.2152444882513422	-1.5808238937876327
YBR079C	-0.0023602422079023765		-0.17787973125859324	
YBR080C	-0.46968819937231354		0.2053869061954864	
YBR081C	-0.23602422079010796	-2.4124962722603907	-0.3594270858421057	-2.9215063837261273
YBR082C	-0.0023602422079023765	-1.1670122440808524	-0.1577078029715363	-0.7024457107244814
YBR083W	-0.04909303792434868	0.04733468339419571	0.18521497790843172	0.16437486466678763
YBR084C-A	-2.0586032537313113	-2.1633994666244827	-0.6821779384350168	-0.7140033183963649
YBR084W	-0.28275701650654905	0.04733468339419571	-0.23839551611976406	0.1297020416511356
YBR085W	0.2780365320907443	0.21858873726888048	-5.826019651634533	-0.11300771945841843
YBR086C	-0.46968819937231354	0.12517743515541513	-0.19805165954565018	-0.2170261885053707
YBR087W	-0.5631537908051958		0.12469919304725866	
YBR088C	-0.1425586293572257		0.2255588344825456	
YBR089C-A	-0.6098865865216369	0.03176613304194976	-4.8577670938557995	0.25683572604185634
YBR089W	0.13783814494141577		-0.17787973125859324	
YBR090C	0.1845709406578621	0.0006290323374613055	-0.056848161536251586	0.1297020416511356
YBR091C	-0.8435505651038424		-0.17787973125859324	
YBR092C	-0.1425586293572257	0.016197582689707262	-0.19805165954565018	0.14125964932302046
YBR093C	0.09110534922497986	0.10960888480317263	-0.0165043049621377	0.14125964932302046
YBR094W	-0.0958258336407846	-0.0772137194237581	-0.13753587468447936	0.10658682630736843
YBR095C	-1.4043441137011359	-0.6221129817523061	-1.0049287910279279	-0.33260226522420655
YBR096W	0.23130373637429802	0.17188308621214954	-0.8435533647314724	
YBR097W	-8.928324224048145	-2.2256736680334597	-3.607107540058271	-2.771257483991641
YBR098W	-0.46968819937231354	-0.34966335058803294	0.0036676233249192404	-0.11300771945841843
YBR099C	-0.46968819937231354	-0.7155242838657714	-0.1577078029715363	-0.42506312659927525
YBR101C	-3.4138543295080983	-0.26403632365068885	-2.1547287033901714	0.06035639561983408
YBR102C	-0.3762226079394313		-0.09719201811036547	
YBR103W	-4.208311856687597	-0.5598387803433291	-1.9530094205196018	-0.9451554718340354
YBR104W	-0.5631537908051958	-0.09278226977600405	-0.1577078029715363	-0.11300771945841843
YBR105C		-0.2951734243551773		-0.26325661919290505
YBR106W	-0.1425586293572257	-2.8484156821232287	-0.056848161536251586	-1.1300771945841728
YBR107C	-0.28275701650654905	-0.23289922294620038	-0.3594270858421057	-0.08989250411465126
YBR108W	-0.7033521779545191	-0.04607661871926965	-0.17787973125859324	0.1297020416511356
YBR109C	-0.6098865865216369		-0.056848161536251586	
YBR110W	-0.7500849736709602		-0.3997709424162196	
YBR111C	-0.04909303792434868	-0.3730161761163984	-0.3190832292679918	
YBR112C	-0.46968819937231354	-1.0424638412629001	0.46762197392722893	-2.540105330553969
YBR113W	-0.0958258336407846	-0.15505647118498098	-0.13753587468447936	-0.2516990115210215
YBR114W	-0.3294898122229902	-0.061645169071515606	-0.27873937269387794	-0.2285837961772543
YBR115C	-0.46968819937231354	-0.04607661871926965	-4.030718034086465	-3.649635667054793
YBR116C	-0.3294898122229902	0.10960888480317263	0.023839551611976182	0.06035639561983408
YBR117C	0.04437255350853355	0.2808629386778574	-0.0165043049621377	
YBR118W	-7.806737126853563	0.0006290323374613055	-2.901090050011278	0.10658682630736843
YBR119W	-1.8249392751491058	-0.17062502153722348	-1.4890550699172922	-0.6446576723650634
YBR120C	-0.23602422079010796	0.0006290323374613055	0.08435533647314476	0.08347161096360126
YBR121C	-0.0958258336407846		0.14487112133431784	
YBR122C				
YBR123C	0.13783814494141577		-5.120002161587539	
YBR124W	0.04437255350853355		0.12469919304725866	
YBR125C	-0.0023602422079023765	0.016197582689707262	0.12469919304725866	0.07191400329171894
YBR126C	-0.04909303792434868	-1.3226977476032946	-3.4659040420488725	-1.5461510707719819
YBR127C	-1.2174129308353714	-1.0424638412629001	0.34659040420488724	-1.8235336548971879
YBR128C	-0.28275701650654905	-0.3574476257641542	-0.09719201811036547	-0.4712935572868096
YBR129C	-2.01187045801487	0.15631453585990357	-1.912665563945488	0.03724118027606691
YBR130C	-0.28275701650654905	0.03176613304194976	0.0036676233249192404	-0.07833489644276895
YBR131W	-0.1425586293572257	-0.38858472646864267	0.12469919304725866	-0.10145011178653612
YBR132C	-0.0958258336407846		-0.33925515755504876	
YBR133C	-3.600785512373863	-1.1203065930241214	-0.6418340818609028	-0.008989250411467435
YBR134W	-1.2174129308353714	-0.10835082012824655	-0.44011479899033346	-0.2285837961772543
YBR135W	-0.0958258336407846		-0.27873937269387794	
YBR136W	-0.04909303792434868		0.023839551611976182	
YBR137W	0.04437255350853355	-0.10835082012824655	0.06418340818609007	0.10658682630736843
YBR138C	-0.46968819937231354	-0.04607661871926965	-0.44011479899033346	-1.037616333209104
YBR139W	-0.28275701650654905	0.0006290323374613055	-0.13753587468447936	0.36085419508880734
