orf	hom | growth (relative abundance in pooled culture) | ultraviolet light [IC10 (110 J/m2)] | Hanway D~Romesberg FE, 2002	hom | growth (relative abundance in pooled culture) | ultraviolet light [IC20] | Hanway D~Romesberg FE, 2002	hom | growth (relative abundance in pooled culture) | ultraviolet light [IC30] | Hanway D~Romesberg FE, 2002	hom | growth (relative abundance in pooled culture) | ultraviolet light [IC40] | Hanway D~Romesberg FE, 2002	hom | growth (relative abundance in pooled culture) | ultraviolet light [IC50] | Hanway D~Romesberg FE, 2002	hom | growth (relative abundance in pooled culture) | ultraviolet light [IC60] | Hanway D~Romesberg FE, 2002	hom | growth (relative abundance in pooled culture) | ultraviolet light [IC70] | Hanway D~Romesberg FE, 2002	hom | growth (exponential growth rate) | ultraviolet light [IC50] | Hanway D~Romesberg FE, 2002	hom | growth (undefined) | methyl methanesulfonate [0.01%] | Hanway D~Romesberg FE, 2002	hom | growth (undefined) | methyl methanesulfonate [0.001%] | Hanway D~Romesberg FE, 2002
YAL002W	-2.8767942737784398	-2.246006816000851	-4.403107540965756	-1.9333187746470128	-3.5377339873826013	-6.427632120228977	-2.714565050431298	-1.0959052429408909	0.3113145016171865	-0.030536736007909588
YAL005C	-0.9589314245928133	-0.08021452914289183	0.6404520059586504	0.004403915204204378	0.009212848925469386	-4.92684065819438	-2.003325299226595	1.927164637741266	0.3113145016171865	-0.030536736007909588
YAL007C	-0.9589314245928133	-0.8021452914288782	0.6404520059586504	0.004403915204204378	0.009212848925469386	-5.427104478872579	-2.003325299226595	2.2630612911503944	0.3113145016171865	-0.030536736007909588
YAL008W	-0.9589314245928133	0.6417162331430946	-0.08005650074483629	0.004403915204204378	-0.49749384197568436	-5.427104478872579	-1.2920855480218876	1.927164637741266	0.3113145016171865	-0.030536736007909588
YAL009W	2.8767942737784398	1.363646995429081	2.80197752606911	0.973265260129813	0.009212848925469386	-4.426576837516182	-2.003325299226595	4.614337865014287	0.2853716264824209	-2.6980104402282
YAL015C	-1.9178628491856267	-0.08021452914289183	-0.8005650074483229	-0.48002675725859995	-1.510907223777992	-5.427104478872579	-1.2920855480218876	0.9194746775138803	0.3113145016171865	-0.030536736007909588
YAL017W	0.0	-0.08021452914289183	-0.08005650074483629	0.48883458766700866	0.009212848925469386	-5.427104478872579	-0.9364656724195338	1.5912679843321373	0.3113145016171865	-0.030536736007909588
YAL019W	-2.8767942737784398	-2.246006816000851	-3.682599034262269	-1.9333187746470128	-1.510907223777992	-5.427104478872579	-0.2252259212148266	-0.7600085895317623	0.3113145016171865	-0.030536736007909588
YAL021C	-3.8357256983712533	-2.9679375782868376	-2.9620905275587828	-4.839902809423833	-4.044440678283755	-5.427104478872579	-3.781424677238359	-2.4394918565774013	0.3113145016171865	-0.030536736007909588
YAL022C	-0.9589314245928133	-0.8021452914288782	0.6404520059586504	-0.48002675725859995	0.009212848925469386	-4.92684065819438	-1.2920855480218876	2.2630612911503944	0.3113145016171865	-0.030536736007909588
YAL027W	-1.9178628491856267	-1.5240760537148645	-1.5210735141518095	-1.4488881021842086	-2.0176139146791456	-6.427632120228977	-2.714565050431298	0.9194746775138803	0.3113145016171865	-0.030536736007909588
YAL028W	0.0	0.6417162331430946	0.6404520059586504	0.48883458766700866	0.009212848925469386	-4.426576837516182	-1.2920855480218876	2.598957944559523	0.3113145016171865	-0.030536736007909588
YAR002W	-1.9178628491856267	-5.1337298651447885	-2.2415820208552963	-3.8710414644982247	-3.031027296481453	-4.92684065819438	-3.070184926033652	-3.7830784702139155	0.3113145016171865	-0.030536736007909588
YAR003W	-2.8767942737784398	-2.9679375782868376	-2.2415820208552963	-3.3866107920354205	-3.5377339873826013	-6.927895940907176	-4.137044552840712	0.9194746775138803	0.3113145016171865	-0.030536736007909588
YAR020C	0.0	-0.08021452914289183	1.360960512662137	0.004403915204204378	0.009212848925469386	-5.427104478872579	-2.3589451748289445	0.9194746775138803	0.3113145016171865	-0.030536736007909588
YAR023C	0.0	-0.08021452914289183	1.360960512662137	0.48883458766700866	0.009212848925469386	-5.927368299550778	-2.3589451748289445	0.24768137069562327	0.3113145016171865	-0.030536736007909588
YAR028W	0.0	-0.08021452914289183	-0.08005650074483629	0.004403915204204378	0.009212848925469386	-4.92684065819438	-2.003325299226595	1.2553713309230088	0.3113145016171865	-0.030536736007909588
YAR029W	0.0	-0.8021452914288782	1.360960512662137	0.004403915204204378	0.5159195398266232	-4.426576837516182	-2.3589451748289445	2.2630612911503944	0.3113145016171865	-0.030536736007909588
YAR030C	-0.9589314245928133	-0.8021452914288782	-0.08005650074483629	-0.9644574297214042	-0.49749384197568436	-5.427104478872579	-3.4258048016360054	0.5835780241047518	0.3113145016171865	-0.030536736007909588
