orf	hom | sporulation efficiency | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | dyad formation (percentage of cells forming dyads) | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | chromosome segregation (percentage of tetrads with 1 chromosome/cell) | sporulation medium [unknown] | Marston AL~Amon A, 2004
YAL002W	0.2923553939923692	0.34600831253112	-0.4456568184425168
YAL004W	-0.34259562623237405	2.4731814715821816	-0.4896887795461188
YAL005C	0.8214812441796553	-0.46085047193652406	-1.854679573757779
YAL007C	0.2394428089736406	2.1064274786423436	-0.8419444683749343
YAL008W	0.39818056402982643	1.1528670969987642	0.4349824036295221
YAL009W	0.5569183190860122	1.3729194927626671	-0.18146505182090514
YAL010C	0.2394428089736406	1.4462702913506347	-0.8419444683749343
YAL011W	-0.5013333812885599	1.7396734857025054	-0.5337207406497207
YAL012W	0.9273064142171125	2.3998306729942143	-1.8106476126541773
YAL013W	0.186530223954912	0.8594639026468935	-0.0053372074064973575
YAL014C	1.0860441692732983	0.19930671535518474	-0.5337207406497207
YAL015C	0.186530223954912	2.1797782772303114	-0.09340112961370126
YAL016W	-1.030459231475846	0.7127623054709583	-0.5777527017533227
YAL017W	-0.07803270113873104	1.1528670969987642	-1.19420015720375
YAL018C	-0.23677045619491685	1.0795162984107964	-0.4016248573389149
YAL019W	0.1336176389361834	1.7396734857025054	-1.062104273892944
YAL020C	0.6627434891234695	2.033076680054376	-0.5777527017533227
YAL021C	-0.23677045619491685	1.813024284290473	-0.8419444683749343
YAL022C	0.1336176389361834	1.7396734857025054	-0.35759289623531293
YAL023C	-0.13094528615745965	2.3998306729942143	0.34691848142231824
YAL024C			
YAL026C	-0.025120116120002433	0.7861131040589259	-1.6345197682397694
YAL027W	0.6627434891234695	2.1797782772303114	-0.5337207406497207
YAL028W	1.2976945093482128	1.3729194927626671	-0.35759289623531293
YAL029C	1.40351967938567	1.5196210899386025	-0.9740403516857402
YAL030W	-0.28968304121364546	1.8863750828784407	-0.0053372074064973575
YAL031C	0.027792468898726174	1.8863750828784407	-0.35759289623531293
YAL034C	-0.6600711363447457	1.8863750828784407	-0.18146505182090514
YAL035W	-0.025120116120002433	1.0795162984107964	-0.22549701292450708
YAL036C	0.2923553939923692	0.8594639026468935	-0.5337207406497207
YAL037W	0.451093149048555	1.7396734857025054	-0.5777527017533227
YAL039C	0.186530223954912	0.34600831253112	-0.4456568184425168
YAL040C	-0.28968304121364546	1.0795162984107964	-0.26952897402810905
YAL042C-A	-0.025120116120002433	1.2262178955867318	-0.7979125072713324
YAL042W	-0.5013333812885599	1.4462702913506347	-0.4016248573389149
YAL044C	-0.13094528615745965	1.9597258814664082	-0.18146505182090514
YAL045C	0.2923553939923692	2.3998306729942143	-0.8859764294785363
YAL046C	0.7685686591609266	1.3729194927626671	-0.6217846628569246
YAL047C	1.40351967938567	0.2726575139431524	-0.4456568184425168
YAL048C	1.0331315842545696	1.1528670969987642	-1.986775457068585
YAL049C	0.7685686591609266	0.49270990970705536	-0.31356093513171096
YAL051W	0.451093149048555	1.0795162984107964	-0.18146505182090514
YAL053W	-0.5013333812885599	1.59297188852657	-0.5337207406497207
YAL054C	-1.824148006756775	-0.3141488747605888	-1.5464558460325655
YAL055W	-0.7129837213634743	2.1797782772303114	-0.26952897402810905
YAL056C-A	1.0331315842545696	1.5196210899386025	-0.09340112961370126
YAL056W	-0.6600711363447457	1.6663226871145376	-1.062104273892944
YAL058W	-0.34259562623237405	1.1528670969987642	-0.18146505182090514
YAL059W	0.6098309041047408	1.0795162984107964	-2.515158990311808
YAL060W	0.5569183190860122	1.2262178955867318	0.17079063700791042
YAL061W	1.2447819243294842	0.8594639026468935	-0.4456568184425168
YAL062W	0.5040057340672837	1.0795162984107964	-0.09340112961370126
YAL064C-A	-0.7129837213634743	0.6394115068829906	-0.0053372074064973575
YAL065C	-0.025120116120002433	1.3729194927626671	-0.1374330907173032
YAL066W	0.2394428089736406	2.1064274786423436	-0.09340112961370126
YAL067C	-0.8717214764196601	0.8594639026468935	-0.35759289623531293
YAL068C	-0.6071585513260171	2.3264798744062465	-0.5337207406497207
YAR002C-A	0.39818056402982643	0.566060708295023	-0.09340112961370126
YAR002W	-0.34259562623237405	0.7127623054709583	-0.5337207406497207
YAR003W	0.39818056402982643	0.6394115068829906	-0.7098485850641285
YAR014C	-0.34259562623237405	1.6663226871145376	-0.26952897402810905
YAR018C			
YAR020C	0.5569183190860122	1.4462702913506347	-0.22549701292450708
YAR023C	0.6627434891234695	0.7861131040589259	-0.5337207406497207
YAR027W	-0.025120116120002433	0.9328147012348612	-0.35759289623531293
YAR028W	0.451093149048555	2.1064274786423436	-1.150168196100148
YAR029W	0.9802189992358411	0.4193591111190877	-0.26952897402810905
YAR030C	-0.28968304121364546	1.0795162984107964	-0.26952897402810905
YAR031W	-0.7129837213634743	3.3533910546377936	-0.4456568184425168
YAR035W	-0.5013333812885599	1.59297188852657	-0.18146505182090514
YAR042W	0.7421123666515623	1.4462702913506347	-0.4896887795461188
YAR047C	1.138956754292027	0.6394115068829906	-1.106136234996546
YAR050W	1.1918693393107556	-0.3874996733485564	-0.7098485850641285
YBL001C	1.40351967938567	2.1797782772303114	0.4349824036295221
YBL002W	-0.6600711363447457	0.566060708295023	-0.18146505182090514
YBL003C	-0.8188088914009315	0.7861131040589259	-0.7098485850641285
YBL005W	-0.9246340614383888	0.052605118179249455	-0.26952897402810905
YBL006C	-1.559585081663132	0.2726575139431524	-3.483862134591051
YBL007C	1.138956754292027	0.8594639026468935	0.2148225981115124
YBL008W	0.39818056402982643	0.19930671535518474	0.30288652031871627
YBL009W	-0.07803270113873104	0.2726575139431524	-0.0053372074064973575
YBL010C	0.186530223954912	2.1797782772303114	-0.09340112961370126
YBL011W	-0.5542459663072885	-0.9743060620522976	-0.18146505182090514
