ORF	hom | sporulation efficiency | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | dyad formation (percentage of cells forming dyads) | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | chromosome segregation (percentage of tetrads with 1 chromosome/cell) | sporulation medium [unknown] | Marston AL~Amon A, 2004
YPL249C	66.000	18.000	86.000
YPL250C	56.000	20.000	94.000
YPL253C	61.000	13.000	90.000
YPL256C	72.000	8.000	77.000
YPL257W	53.000	26.000	90.000
YPL258C	69.000	23.000	85.000
YPL259C	57.000	14.000	94.000
YPL260W	74.000	14.000	62.000
YPL261C	69.000	19.000	96.000
YPL262W	50.000	22.000	79.000
YPL263C	69.000	14.000	64.000
YPL264C	52.000	29.000	68.000
YPL265W	77.000	16.000	82.000
YPL267W	75.000	17.000	86.000
YPL268W	67.000	33.000	94.000
YPL269W	66.000	17.000	84.000
YPL270W	75.000	23.000	87.000
YPL271W	31.000	23.000	92.000
YPL272C	79.000	14.000	81.000
YPL273W	61.000	18.000	87.000
YPL274W	68.000	32.000	87.000
YPR001W	45.000	27.000	69.000
YPR002W	52.000	27.000	NaN
YPR003C	25.000	20.000	89.000
YPR004C	57.000	39.000	78.000
YPR005C	38.000	29.000	86.000
YPR006C	52.000	27.000	86.000
YPR007C	8.000	38.000	84.000
YPR008W	66.000	41.000	87.000
YPR009W	56.000	23.000	86.000
YPR011C	61.000	38.000	78.000
YPR012W	68.000	22.000	90.000
YPR013C	43.000	28.000	88.000
YPR014C	45.000	31.000	86.000
YPR015C	43.000	30.000	92.000
YPR018W	63.000	33.000	87.000
YPR020W	32.000	38.000	93.000
YPR021C	57.000	35.000	76.000
YPR022C	56.000	29.000	86.000
YPR023C	35.000	37.000	80.000
YPR024W	38.000	29.000	79.000
YPR026W	39.000	33.000	84.000
YPR027C	58.000	28.000	82.000
YPR028W	34.000	24.000	88.000
YPR029C	78.000	32.000	81.000
YPR030W	50.000	32.000	89.000
YPR031W	61.000	33.000	80.000
YPR032W	46.000	17.000	88.000
YPR036W	59.000	41.000	36.000
YPR037C	51.000	33.000	92.000
YPR038W	56.000	41.000	92.000
YPR039W	52.000	35.000	94.000
YPR040W	58.000	36.000	84.000
YPR042C	53.000	23.000	93.000
YPR043W	64.000	39.000	93.000
YPR044C	76.000	54.000	98.000
YPR045C	56.000	21.000	79.000
YPR046W	33.000	21.000	84.000
YPR047W	45.000	31.000	76.000
YPR049C	33.000	52.000	82.000
YPR050C	43.000	30.000	86.000
YPR051W	57.000	25.000	94.000
YPR052C	57.000	33.000	86.000
YPR053C	4.000	50.000	90.000
YPR054W	18.000	11.000	65.000
YPR057W	51.000	37.000	82.000
YPR058W	63.000	33.000	88.000
YPR059C	48.000	38.000	84.000
YPR060C	40.000	48.000	76.000
YPR061C	69.000	39.000	96.000
YPR062W	52.000	38.000	86.000
YPR063C	54.000	31.000	83.000
YPR064W	45.000	44.000	80.000
YPR065W	54.000	31.000	90.000
YPR066W	24.000	50.000	92.000
YPR067W	38.000	34.000	68.000
YPR068C	60.000	33.000	75.000
YPR069C	50.000	47.000	82.000
YPR070W	55.000	47.000	53.000
YPR071W	52.000	23.000	90.000
YPR072W	NaN	NaN	NaN
YPR073C	38.000	34.000	86.000
YPR074C	79.000	29.000	79.000
YPR075C	59.000	29.000	92.000
YPR076W	53.000	40.000	90.000
YPR077C	34.000	38.000	94.000
YPR078C	68.000	22.000	86.000
YPR079W	60.000	43.000	90.000
YPR083W	60.000	45.000	75.000
YPR084W	50.000	44.000	89.000
YPR087W	39.000	33.000	96.000
YPR089W	53.000	25.000	84.000
YPR090W	47.000	28.000	94.000
YPR091C	55.000	24.000	85.000
YPR092W	48.000	42.000	88.000
YPR093C	58.000	50.000	91.000
YPR095C	58.000	28.000	98.000
YPR096C	61.000	33.000	84.000
YPR097W	50.000	30.000	86.000
YPR098C	44.000	41.000	92.000
YPR099C	41.000	20.000	92.000
YPR100W	36.000	53.000	92.000
YPR101W	36.000	17.000	93.000
YPR106W	42.000	21.000	76.000
YPR109W	57.000	12.000	90.000
YPR111W	40.000	25.000	84.000
YPR114W	68.000	10.000	90.000
YPR115W	69.000	13.000	86.000
YPR116W	34.000	21.000	78.000
YPR117W	53.000	21.000	81.000
YPR118W	35.000	11.000	88.000
YPR119W	65.000	9.000	92.000
YPR120C	11.000	36.000	NaN
YPR121W	49.000	18.000	89.000
YPR122W	49.000	27.000	84.000
YPR123C	49.000	18.000	98.000
YPR124W	62.000	13.000	87.000
YPR125W	42.000	36.000	80.000
YPR126C	51.000	31.000	89.000
YPR127W	64.000	27.000	94.000
YPR128C	45.000	20.000	86.000
YPR129W	66.000	33.000	95.000
YPR130C	51.000	16.000	88.000
YPR131C	64.000	19.000	86.000
YPR132W	52.000	23.000	NaN
YPR133W-A	66.000	21.000	78.000
YPR134W	47.000	23.000	85.000
YPR135W	36.000	36.000	94.000
YPR138C	60.000	28.000	93.000
YPR139C	43.000	28.000	67.000
YPR140W	48.000	33.000	94.000
YPR141C	24.000	21.000	88.000
YPR145W	55.000	15.000	88.000
YPR146C	42.000	17.000	78.000
YPR147C	55.000	27.000	90.000
YPR148C	49.000	12.000	80.000
YPR149W	57.000	26.000	84.000
YPR150W	50.000	16.000	92.000
YPR151C	74.000	34.000	92.000
YPR152C	54.000	30.000	89.000
YPR153W	68.000	29.000	84.000
YPR154W	35.000	14.000	73.000
YPR155C	38.000	26.000	88.000
YPR156C	57.000	32.000	92.000
YPR157W	47.000	19.000	98.000
YPR158W	44.000	23.000	94.000
YPR159W	38.000	24.000	4.000
YPR160W	53.000	26.000	86.000
YPR163C	22.000	18.000	17.000
YPR164W	58.000	29.000	85.000
YPR166C	36.000	17.000	7.000
YPR167C	42.000	29.000	85.000
YPR170C	57.000	21.000	92.000
YPR171W	41.000	22.000	88.000
YPR172W	52.000	21.000	82.000
YPR173C	43.000	12.000	90.000
YPR174C	64.000	23.000	89.000
YPR179C	42.000	7.000	86.000
YPR184W	42.000	17.000	94.000
YPR185W	26.000	19.000	83.000
YPR188C	54.000	17.000	90.000
YPR189W	50.000	36.000	94.000
YPR191W	52.000	23.000	86.000
YPR192W	67.000	19.000	80.000
YPR193C	53.000	6.000	91.000
YPR194C	56.000	11.000	89.000
YPR195C	51.000	16.000	94.000
YPR196W	66.000	30.000	85.000
YPR197C	37.000	16.000	76.000
YPR198W	50.000	26.000	88.000
YPR199C	73.000	23.000	92.000
YPR200C	51.000	22.000	90.000
YPR201W	60.000	28.000	89.000
