orf	hom | growth (culture turbidity) | quinine [2 mM] | YPD + EtOH | Khozoie C~Avery SV, 2009
YAL002W	1.4520561364031062
YAL004W	-0.6533212455110411
YAL005C	1.7494000915731944
YAL007C	-1.1880449591167332
YAL008W	-1.1588081529642202
YAL009W	0.5652643702850599
YAL011W	-0.07494478630764127
YAL012W	1.762616361953408
YAL014C	-0.9995448397554216
YAL015C	1.0495092099697831
YAL016C-B	0.9017395355923623
YAL017W	1.1431414158856972
YAL018C	1.9665996388519023
YAL019W	0.9089234601806218
YAL021C	-1.2076627756983216
YAL022C	0.03773935089892875
YAL023C	4.2244912375403185
YAL024C	0.7619245807074219
YAL026C	2.084693483733739
YAL027W	-0.3660299464438759
YAL028W	-0.302039820195039
YAL029C	-1.3919068498822649
YAL030W	-1.9903508244392174
YAL031C	-0.43001267627287054
YAL036C	0.23536720382981663
YAL037C-A	0.8073362810199187
YAL037W	0.6649591277539189
YAL039C	-0.26930083514093195
YAL040C	-0.9803484040985752
YAL042C-A	-0.22112564226662035
YAL042W	0.10880082608647383
YAL044C	-0.6752470588051563
YAL045C	-0.8629927737816987
YAL046C	-0.8841473599873966
YAL048C	0.14598892678594044
YAL049C	0.2681120484834391
YAL053W	-1.8951379630650196
YAL054C	0.48085029915686683
YAL055W	-0.10610632291248964
YAL056C-A	-0.30450160699770756
YAL056W	-0.09183356914077181
YAL058W	-1.7762040856466366
YAL059W	1.7416620541859753
YAL060W	-0.48307236154128247
YAL061W	0.5192936790365665
YAL062W	0.5991103874745265
YAL064C-A	0.5643809540954413
YAL065C	0.5497728992098171
YAL066W	2.226065986370637
YAL067C	3.407205776729074
YAL067W-A	0.6667410125145071
YAR002C-A	0.6690481881371679
YAR002W	0.24563982169039195
YAR003W	-0.9003540153668176
YAR014C	-2.047757190014782
YAR015W	-0.5113752856962434
YAR018C	-0.711667996543856
YAR020C	-0.6473987861339624
YAR023C	2.2948110432873503
YAR027W	0.30887350708992567
YAR028W	0.2789994399932633
YAR029W	0.7127194876773493
YAR030C	2.6385102353644854
YAR031W	0.7995886603445961
YAR035C-A	0.11733801851216585
YAR035W	1.2756278024878072
YAR042W	0.16643288228753036
YAR047C	-0.09035761528091782
YAR050W	-0.07187655438535939
YBL001C	0.8628493396135346
YBL002W	1.1041834178494008
YBL003C	1.0883070364153205
YBL005W	-0.7000553208537649
YBL006C	-1.1479786437440558
YBL008W	-0.8992020404179089
YBL008W-A	1.1342715719427277
YBL009W	-1.202907267791798
YBL010C	-0.29242022373575316
YBL011W	0.7136244345710251
YBL012C	0.2543792116146827
YBL013W	-0.266507277120823
YBL015W	0.06519637899987864
YBL017C	0.14948368094670644
YBL019W	2.5949690830453935
YBL021C	-0.09293962566427386
YBL022C	-0.3584037211766116
YBL024W	0.12418301700329495
YBL027W	0.8117683443105133
YBL028C	-0.6673472814228424
YBL029C-A	-0.2417481131163339
YBL029W	-0.8797317362538964
YBL031W	-0.9886972170784738
YBL032W	-0.3817817373848191
YBL033C	0.41720670459102027
YBL036C	-0.11608333951894166
YBL037W	0.9133565530554055
YBL039C	-1.272175466323244
YBL039W-B	1.8178591441291467
YBL042C	0.4051716011863996
YBL043W	1.148481223136172
YBL044W	-0.2084471500110014
YBL045C	2.56232763956051
YBL046W	0.731482996430672
YBL047C	0.21269008645310883
YBL048W	0.28727717792451346
