orf	hom | growth (culture turbidity) | quinine [2 mM] | YPD + EtOH | Khozoie C~Avery SV, 2009
YAL002W	0.7868268755024976
YAL004W	1.1907810201006674
YAL005C	0.7508532356708407
YAL007C	1.369331476867346
YAL008W	1.3581964279417804
YAL009W	0.9179963638863882
YAL011W	1.0435953072707882
YAL012W	0.7493394417802387
YAL014C	1.300585068929849
YAL015C	0.8414013995272499
YAL016C-B	0.8633922505912335
YAL017W	0.8280424559359655
YAL018C	0.7265875293087406
YAL019W	0.862288992681402
YAL021C	1.3769059874305967
YAL022C	1.0190548038315788
YAL023C	0.5438709627758158
YAL024C	0.885278655770459
YAL026C	0.7140408361222463
YAL027W	1.1128212058263631
YAL028W	1.0968268243837365
YAL029C	1.4523564782464786
YAL030W	1.7668286181648976
YAL031C	1.1292870319593549
YAL036C	0.9786918723514033
YAL037C-A	0.8780477369170834
YAL037W	0.9011082452292626
YAL039C	1.088833194096352
YAL040C	1.2939693904512741
YAL042W	1.0041636860995327
YAL043C-A	1.077248761515949
YAL044C	1.2021846909714613
YAL045C	1.254944344329619
YAL046C	1.2618041526196544
YAL048C	0.9965429737780882
YAL049C	0.9723109257834844
YAL053W	1.7079894856850852
YAL054C	0.9328100040180717
YAL055W	1.0505917290972142
YAL056W	1.0691143203957258
YAL058C-A	1.0974467570848645
YAL058W	1.6397765911241293
YAL059W	0.75174767110846
YAL060W	1.1433160193576162
YAL061W	0.9259988228492834
YAL062W	0.9121923826605524
YAL064C-A	0.9181598159815981
YAL065C	0.9206775824406659
YAL066W	0.6995792495678718
YAL067C	0.598334344463438
YAL067W-A	0.9008204117588829
YAR002C-A	0.9004395823832437
YAR002W	0.9766810629476184
YAR003W	1.2671104409547276
YAR014C	1.8043048062064493
YAR015W	1.150942819568848
YAR018C	1.207967818071291
YAR020C	1.1890637833596902
YAR023C	0.6927566462337514
YAR027W	0.964483111101931
YAR028W	0.970207705546651
YAR029W	0.8932359427857157
YAR030C	0.6605492623166767
YAR031W	0.8792644625059761
YAR035C-A	1.002413234014372
YAR035W	0.8098488470449782
YAR037W	0.9746458333752148
YAR040C	0.8450103516085554
YAR042W	0.9957767632862333
YAR043C	1.1757693824012712
YAR047C	1.047044126949917
YAR050W	1.0429239245672726
YBL001C	0.8693723483268387
YBL002W	0.8335588633288227
YBL003C	0.8358239689356944
YBL005W	1.2045221163350894
YBL006C	1.3541339388943328
YBL008W	1.26674693403514
YBL008W-A	0.8292974417168222
YBL009W	1.3750786178505405
YBL010C	1.0944751467431164
YBL011W	0.8930987821380243
YBL012C	0.9749885203200493
YBL013W	1.0881554030827068
YBL015W	1.0132611637347766
YBL017C	0.9958446597291246
YBL019W	0.6644707167105858
YBL021C	1.047636635920716
YBL022C	1.1109038599025811
YBL024W	1.0010093883106836
YBL027W	0.8773509050616775
YBL028C	1.1948820468842518
YBL029C-A	1.0821819702403468
YBL029W	1.2603811728646659
YBL031W	1.2968538565629228
YBL032W	1.1168435296631294
YBL033C	0.9442899300440909
YBL036C	1.0528642309427152
YBL037W	0.8616248183230593
YBL039C	1.4024331586811947
YBL039W-B	0.7430387368675897
YBL042C	0.9464926448120826
YBL043W	0.8273032621030905
YBL044W	1.074257062235789
YBL045C	0.6674351392438898
YBL046W	0.8901913126420337
YBL047C	0.9831719926442527
YBL048W	0.9686262717385856
YBL049W	0.8713905817855016
YBL051C	1.084749160527239
YBL052C	0.9040004574129487
YBL053W	1.399244367931937
YBL054W	1.503892321861317
YBL055C	1.2587195998347491
YBL056W	1.0962941148095775
