orf	hom | growth (relative abundance in pooled culture) | minimal complete [standard] | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | sodium chloride [0.2 M], minimal complete [standard] | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | salt stress oscillation (sodium chloride [0.2 M], minimal complete [standard], time [6 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | salt stress oscillation (sodium chloride [0.2 M], minimal complete [standard], time [12 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | salt stress oscillation (sodium chloride [0.2 M], minimal complete [standard], time [18 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | salt stress oscillation (sodium chloride [0.2 M], minimal complete [standard], time [24 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | salt stress oscillation (sodium chloride [0.2 M], minimal complete [standard], time [42 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | minimal complete -Met [standard] | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | methionine [1 mM], minimal complete -Met [standard] | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | methionine oscillation (methionine [1 mM], minimal complete -Met [standard], time [6 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | methionine oscillation (methionine [1 mM], minimal complete -Met [standard], time [12 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | methionine oscillation (methionine [1 mM], minimal complete -Met [standard], time [18 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | methionine oscillation (methionine [1 mM], minimal complete -Met [standard], time [24 h]) | Salignon J~Yvert G, 2018	hom | growth (relative abundance in pooled culture) | methionine oscillation (methionine [1 mM], minimal complete -Met [standard], time [42 h]) | Salignon J~Yvert G, 2018
YAL001C	0.9906854268227341	0.9866102215507321	0.987394514896591	0.993275896170003	0.986079053751159	0.9889522224451859	0.984498582602044	1.03092974147237	1.0004514579749701	1.001939166697	1.00832310795541	1.00673606139538	1.0043064196699	1.00289529215659
YAL002W	0.967950116422356	0.9878775343376279	0.9767841320899799	0.9865306129684649	0.9852755184161041	0.965430555679187	0.975928777446391	0.9871103834292341	0.991494390372465	0.982336625966355	0.9952147774988199	0.9783600312713009	0.9795937981343441	0.9975405047643499
YAL004W	0.986491749837885	0.9840578683123841	0.9834485175012909	0.980443247970453	0.974075374976921	0.975824157825176	0.9824501973992309	0.9626425739716742	0.986802740466772	0.9833083136764	0.987761060993662	0.982826853942163	0.997921024636162	0.976103527394104
YAL005C	0.982352705900265	0.9879041214973799	0.9849663047408341	0.982962794745263	0.9914155918743042	0.9753510520025691	0.9785358541329909	0.978854952995909	1.00310691342741	0.99839758841244	0.9814444679594659	0.9992232208464742	0.9913062723787389	1.00508680725247
YAL007C	0.997618947447547	0.986943570868217	0.980336890077102	0.9829541233348771	0.9867187734294541	0.9841993573752679	1.0089604315817	0.984226744076035	0.997666177934871	0.997840446527114	1.00303536634492	0.99654967146397	0.985319860258798	0.9832975751155228
YAL008W	0.9971218177195609	0.985249521713526	1.0060830884033	1.00012812881912	1.0058583907277199	0.9964163021293778	0.996552727309419	0.9863368616852769	0.997369997891621	0.993138281124189	1.00631067619012	1.00977646449968	1.0016372465002599	0.980781270605487
YAL009W	0.9864004416976991	1.01062293663781	1.00299019581845	1.0059118727393999	1.00162007555161	0.9916489941150741	0.9720162739463281	0.984928030578039	1.0155851001062	0.9932093774175891	0.98161369574303	0.9856828026012349	0.9833424342705709	1.00522720620961
YAL013W	0.99440690452439	1.04526109451863	1.00472173643832	1.00955133517678	1.0086820742898102	1.0076177508603699	0.9974068752763979	1.00395044694637	1.0141273165370899	0.988803586240793	1.00824195274987	1.00140516055304	1.00271978697159	1.01220569272232
YAL014C	1.00090419418424	1.02616146659016	1.01995644280247	1.01014071223372	1.03021206351239	1.01571196747169	1.02906752617835	1.0171621577393999	0.9985299807213791	1.00074779869251	1.00381336937903	1.01074733985904	1.02290425181776	0.980873684153694
YAL015C	0.9612151202998119	0.9654957348684929	0.973944097137723	0.9575706581379642	0.962164569996167	0.9611830489713441	0.9685305441258779	0.985799878089205	0.977981704769498	0.9829875274255571	0.9642242728281121	0.9838964197189329	0.9582661826605161	0.958526066954924
YAL017W	1.0065815200489001	0.9826808965475279	1.0178457029286399	1.00558366317163	1.02293172499626	0.987866913249672	1.00036835675963	0.9777644682231359	1.00947449760735	0.9888192921825649	1.00027026302774	0.997869763418069	1.00389288130865	1.03347039243136
YAL018C	0.997140903231207	1.00666922629979	1.01430564352571	0.993822551945845	1.01846273818188	0.991479146339824	0.9925369946280072	1.00002587922568	1.00640708638483	0.997235223325634	1.00689316498714	0.9972158755170379	0.9929782381465991	1.02149553388237
YAL019W	1.0103548563228	1.0543469251453	1.05289857506451	1.05817894289785	1.0551314897910602	1.04876988841574	1.04810529464239	1.0228688759129398	1.00746726744685	1.00624814193105	1.00969142824163	1.01692692845337	1.02740246418178	1.0248399529178298
YAL020C	0.9883399459857701	0.9875470223897309	0.98938072407717	0.9849099386534521	1.0063224366644998	0.9932562814031229	1.00153713214672	0.987482970630906	1.04462271240974	0.988504749054167	0.996957167516097	0.9995034535959371	1.00653917546919	0.998594969164402
YAL022C	0.9888843877139859	0.9826746909836941	0.9946025974338392	0.98842594654321	0.9814776709501	0.994488036125265	1.0012593949808601	0.992328302445394	1.00269318595436	0.993746505469058	0.9939477103019191	1.0017595348064001	0.994665003914137	1.01658880513722
YAL023C	0.9763433131522571	0.9771317636896801	0.9816052874197191	0.9753193337612879	0.9766724053521479	0.9698996084560759	0.9864701805283991	0.99510467148103	0.9784909586096379	0.9960351168463671	0.971017802539902	0.9844191634659499	0.9833424342705709	0.975393889928366
YAL024C	0.9727668078027341	0.9793981041032142	0.9582888637873879	0.970111722213978	0.96697229578197	0.958624109761887	0.955223507810678	0.97514949628864	0.981259848043302	0.9718375274331279	0.97967816237366	0.9613439367646779	0.9613675816538709	0.9715952311802959
