orf	hap a/hap alpha | growth (colony size) | standard [standard] | Baryshnikova A~Myers CL, 2010
YBL063W	0.03246282604417795
YBL064C	0.06944853103389566
YBL065W	0.2235957660008833
YBL066C	-0.2705567712023911
YBL067C	-0.05534532534776145
YBL068W	-0.13010068668201377
YBL069W	-0.25421138545447486
YBL070C	0.012600858504658185
YBL071C	-0.1859572207126624
YBL071C-B	-2.069618737107243
YBL072C	-2.5273343352691717
YBL075C	0.07905753478292787
YBL078C	-0.7455528970854812
YBL079W	-2.876091894416728
YBL080C	-3.3047172976624437
YBL081W	-0.14796917791928732
YBL082C	-0.21722568046475715
YBL083C	-0.129126347141028
YBL085W	0.14992673725830552
YBL086C	-0.10491344958227858
YBL087C	-0.7978592514093196
YBL088C	0.058456413108867074
YBL089W	0.04643395911750893
YBL090W	-3.793331778509197
YBL091C	-0.1355547482505204
YBL091C-A	-0.05953946509602834
YBL095W	0.0656015697427629
YBL096C	-0.06986522436946334
YBL098W	-0.08362357064648593
YBL099W	-2.121661907761965
YBL100C	-0.10780846994256378
YBL100W-C	0.007415580257803061
YBL101C	-0.15916288333555456
YBL102W	-0.07749755077385176
YBL103C	-1.616354862710163
YBL104C	-0.5548063331536495
YBL106C	-0.1634466175243713
YBL107C	0.02181228692374831
YBL108C-A	0.10428956910293895
YBL111C	0.04173585064114639
YBL112C	0.47909671184052705
YBL113C	0.06996929871959562
YBR001C	-0.06509432041015335
YBR003W	-1.8572799130027617
YBR005W	0.04960896210451415
YBR006W	-0.017805254757138896
YBR007C	-0.028517390055446852
YBR008C	-0.12515619349413798
YBR009C	-0.5286391568603939
YBR010W	-0.28681816216229133
YBR012C	-0.018309223485234546
YBR013C	0.07652089218484406
YBR014C	0.1512650542140279
YBR015C	-0.004886856360275716
YBR016W	-0.15506393768037272
YBR017C	-2.3069152125575494
YBR018C	-0.07259225515371727
YBR019C	-0.1282528013456618
YBR020W	0.02858226683783907
YBR021W	-3.579985016948523
YBR022W	0.28931888779714715
YBR023C	-0.1427447021046909
YBR024W	0.25679050622481264
YBR025C	-0.7689986422470174
YBR026C	-1.6346377282349822
YBR027C	-0.05240550776720162
YBR028C	-0.2182840147937589
YBR030W	-0.010032937039389529
YBR031W	-0.36309102933336584
YBR032W	-0.20489524558400618
YBR033W	0.056474136111689346
YBR034C	-0.31217338883805845
YBR035C	-3.73871276768865
YBR036C	-2.666110524029229
YBR037C	-2.7699448809746245
YBR039W	-3.0803392206090003
YBR040W	0.41692376975107476
YBR041W	0.028638263363182204
YBR042C	0.05047690824734575
YBR043C	-0.06658382798430455
YBR044C	-0.23800599101991896
YBR045C	0.07697446404013052
YBR046C	0.0408399062356426
YBR047W	-0.017962045028101656
YBR048W	-1.7236442052692844
YBR050C	0.2355678231194335
YBR051W	0.01949963042704076
YBR052C	-0.04087582319887
YBR053C	-0.04373164599141452
YBR054W	0.13108950613258136
YBR056W	0.3616495995840038
YBR056W-A	-0.05362063236716612
YBR057C	-0.3870519425280674
YBR058C	-0.0472426281304835
YBR061C	-4.078141305713895
YBR062C	-0.1595156614452214
YBR063C	0.11298582948886306
YBR064W	-0.06648303423868492
YBR065C	0.16562816296476576
YBR066C	0.012908839394051009
YBR067C	-0.07438414396472486
YBR068C	0.09489335215021388
YBR069C	-0.0008439072304376505
YBR071W	0.3437251118213865
YBR072C-A	0.03910401394997814
YBR072W	0.03670176301272009
YBR073W	-0.006712343086490677
YBR074W	-0.01769606153271649
YBR076W	-0.4317651680152586
YBR078W	0.6466159170596644
YBR082C	-0.9463396380114935
YBR083W	-0.032028372194517075
YBR084C-A	-2.045730619395489
YBR084W	0.20692000075343786
YBR085C-A	0.024113744115386734
YBR085W	0.024948092343012214
YBR086C	-0.2909563053852139
YBR089C-A	-0.0587079166946692
YBR090C	0.025183277749457597
YBR092C	-0.024267253781836834
YBR093C	0.4772208282415029
YBR094W	-0.4116624154167595
YBR095C	0.007510774350887505
YBR096W	0.4302789410456201
YBR098W	-0.18160629069343337
YBR099C	-0.27040558058396225
YBR101C	-1.3071420497605462
YBR103W	-0.2873277305429222
YBR104W	0.10678701413328145
YBR105C	-0.24124259018480249
YBR106W	-3.3278942595023295
YBR107C	-0.09270620705728425
YBR108W	-0.033624273166820595
YBR111C	-0.002378212024864096
YBR111W-A	-0.567461547881395
YBR112C	-0.33986367062067135
YBR114W	-0.2190623664960406
YBR116C	-0.023539298952364923
YBR117C	-0.09355735424251403
YBR118W	-0.5763089988857486
YBR119W	0.08597870531544745
YBR120C	-1.4913034223119228
YBR125C	0.1358772090494944
YBR126C	-1.426022673065877
YBR127C	-4.336498074346083
YBR128C	-0.17274204073147675
YBR129C	-0.2654162901758112
YBR130C	0.24117867495890288
YBR131W	-1.016335294691505
YBR132C	0.03151088511332978
YBR133C	0.15507841758995453
YBR134W	0.25677370726720955
YBR137W	0.08535154423159518
YBR138C	0.015288691721170812
YBR139W	-0.07732396154528594
YBR141C	0.15408727909136627
YBR145W	0.0850883605624776
YBR146W	-2.6695431110328167
YBR147W	-0.00867222147353015
YBR148W	0.26857777480972667
YBR149W	0.18906830847376802
YBR150C	-0.2741013512566668
YBR151W	0.3734200692113135
YBR156C	-1.4030584980222989
YBR157C	0.1565623255115705
YBR158W	-0.07590724945408218
YBR161W	0.0033054352975527396
YBR162C	0.1570270966719261
YBR162W-A	-0.027559849472064742
YBR164C	-0.3602240072357528
YBR165W	-0.048172170451194665
YBR166C	-0.5275024273959101
YBR168W	-0.3705497665091878
YBR169C	-0.059690655714457155
YBR171W	-0.6459014805832828
YBR172C	-0.11891818057081506
YBR173C	-2.7358989935654674
YBR174C	-1.1760709828878242
YBR175W	-1.1992647436853132
YBR176W	0.11945902781863012
YBR177C	0.4045429379975146
YBR178W	0.1161216349081282
YBR179C	0.5424735792248772
YBR180W	-0.1862540022969861
YBR181C	-1.9563881632091225
YBR182C	-0.14642367381979238
YBR182C-A	0.1749907820022847
YBR183W	0.24401209914130914
YBR184W	0.09881870857682926
YBR185C	-0.40269177205664936
YBR186W	-0.029962100409322793
YBR187W	0.019897205756982846
YBR188C	0.06677189712245216
YBR189W	-3.8102315298580183
YBR194W	-0.37367997227591776
YBR195C	-0.5198197041187125
YBR196C-A	-0.9556574598287365
YBR196C-B	0.07192917710663634
YBR197C	0.13551323163475845
YBR199W	0.2860822886322636
YBR200W	-1.689699111605746
YBR200W-A	0.01169931444662045
YBR201W	0.14746289014316916
YBR203W	0.19123537400458068
YBR204C	-0.0009614999336603422
YBR205W	0.013524801172834168
YBR206W	0.04078390971029822
YBR207W	0.17318769388620675
YBR208C	0.07273552707158963
YBR210W	-0.2129027487081997
YBR212W	-0.14201674727521899
YBR213W	0.06906775466155664
YBR214W	0.14581099264552125
YBR215W	-0.22201338338167018
YBR216C	-0.2807761370776731
YBR217W	-0.13244694109392807
YBR218C	-0.10305996459339205
YBR219C	0.12072454929140505
YBR220C	-0.002742189439600051
YBR221C	-0.3927019919352781
YBR221W-A	0.334054511894476
YBR222C	0.03823046815461135
YBR223C	0.17072944642360557
YBR224W	-0.7899189441155395
YBR225W	-0.3137916884205008
YBR226C	-0.6425472887151766
YBR227C	-0.03733684279712884
YBR228W	0.09488215284514476
YBR229C	-0.02156262160772114
YBR230C	-0.03162519721203981
YBR230W-A	-0.06471354403781433
YBR231C	-0.6049120240314684
YBR232C	-0.21156443175247794
YBR233W	-0.05386141742614544
YBR235W	0.05499582784260728
YBR238C	-0.158978094801919
YBR239C	0.03130929762209177
YBR240C	-0.015850976022632118
YBR241C	-0.0038117230736709135
YBR242W	0.3010445602041828
YBR244W	0.09045842734296891
YBR245C	-0.0942125135890385
YBR246W	-0.21183881472666338
YBR249C	0.1420424264898699
YBR250W	0.2347222755867389
YBR251W	-2.759019958880008
YBR255C-A	-0.13807459189100055
YBR255W	-0.29535203262471815
YBR258C	-0.23467419776195036
YBR259W	-0.06707099775479713
YBR260C	-0.04464438935452138
YBR261C	-0.210556494296286
YBR262C	0.14601817978929446
YBR263W	0.1442206913257517
YBR264C	0.04841063646215271
YBR266C	-2.31513550247805
YBR267W	-2.7471878930748197
YBR268W	-3.8194933551499175
YBR269C	-0.04120060304586589
YBR270C	0.18363664551539963
YBR271W	-0.0522543171487728
YBR272C	0.010870565871528912
YBR273C	0.12715855005343205
YBR274W	-0.06335282847195496
YBR275C	-0.09131189357621873
YBR276C	-0.0712931357657362
YBR277C	-0.030998036128186284
YBR278W	-0.06260807468487999
YBR279W	-3.9807801470982658
YBR280C	-0.003078168591663819
YBR281C	0.048858608664903984
YBR282W	-2.9445140487345727
YBR283C	-0.31254856555786353
YBR284W	-0.1303694700036653
YBR285W	-0.13167978869671484
YBR286W	0.0275407314664404
YBR287W	0.022809025074871734
YBR288C	-0.18460210479933759
YBR289W	-4.019731330127559
YBR290W	0.14628696311094472
YBR291C	0.046764338617038756
YBR292C	-0.4441012025485435
YBR293W	0.1273825361548083
YBR294W	0.2075079642695501
YBR295W	0.03416512041463628
YBR296C	0.18569731764805872
YBR296C-A	0.0300605751069199
YBR297W	-0.1508529989745034
YBR298C	-0.21644172910994086
YBR298C-A	-0.116235947006837
YBR299W	-0.0436700498135362
YBR300C	-0.19105850417150158
YBR301W	0.19844212681635484
YBR302C	0.26737944916736395
YCL001W	-0.1379290009251063
YCL001W-A	0.09884670683950145
YCL002C	0.0236041757347559
YCL008C	-3.4651921399933046
YCL009C	0.2807402201144445
YCL010C	-1.057464742556679
YCL011C	0.19152655593637044
YCL014W	0.019830009926569345
YCL016C	-0.38304819096597065
YCL022C	0.19171694412253934
YCL023C	-0.14349505554430042
YCL024W	-0.1589276979291098
YCL025C	-0.3747439062574541
YCL026C-A	0.23088651360067403
YCL027W	0.018066119378233946
YCL028W	0.11217947952390976
YCL029C	-0.23354866760253573
YCL032W	-1.1165186781844711
YCL033C	0.15084508027394755
YCL034W	0.09861152143305606
YCL035C	0.22559484195566534
YCL036W	0.4277198998373993
YCL037C	-2.1394856017789627
YCL038C	0.058775593303327774
YCL039W	-0.212583568513739
YCL040W	0.10094657653990186
YCL042W	-0.06250728093926036
YCL044C	-0.26723057759695706
YCL045C	0.13836345477476777
YCL046W	0.011760910624498766
YCL047C	0.06900615848367833
YCL048W	0.16226277179159043
YCL049C	-0.06112976641579791
YCL050C	-0.11119066007334219
YCL051W	0.05037051484919218
YCL055W	-0.15101538889800134
YCL056C	0.09616447327552276
YCL057W	0.2783155705670494
YCL061C	-0.5163647185049867
YCL063W	-0.6521954900319489
YCL064C	0.40094796107042907
YCL069W	0.12451551405719467
YCL076W	-0.2610205629363063
YCR001W	0.23834525077649538
YCR003W	-2.40780415226985
YCR005C	0.3107487580462995
YCR006C	0.18403982049787565
YCR007C	-0.005855596248726951
YCR008W	-0.5534064200200488
YCR009C	-1.7987187467979968
YCR010C	0.0330339906026871
YCR011C	0.39761616781245984
YCR014C	0.5753099416866033
YCR015C	0.17247093836180397
YCR016W	-0.06235049066829759
YCR017C	0.2197264060996123
YCR019W	0.1656113640071627
YCR020C	0.33742550272018523
YCR020C-A	0.08295489294687106
YCR021C	0.45169761198970454
YCR022C	0.3312714845848789
YCR023C	0.1287152534579955
YCR024C	-3.9718095037381564
YCR024C-A	-0.12824720169312726
YCR025C	0.3744560049301782
YCR026C	0.3050987086390888
YCR027C	0.13943858806137258
YCR028C	-3.35555654302227
YCR028C-A	-2.2441263086893124
YCR030C	0.14731169952474032
YCR031C	-0.3812003056296187
YCR032W	-0.07712797370658186
YCR033W	0.09560450802208273
YCR034W	0.12370916409224138
YCR036W	0.26274853652141494
YCR037C	0.3466481304443433
YCR043C	0.4257936193655659
YCR044C	0.16632811953156548
YCR045C	0.12424673073554317
YCR046C	-2.733104766950801
YCR048W	-0.01903157866217252
YCR049C	0.07192357745410115
YCR050C	-0.04546193862454379
YCR051W	0.13309418173989734
YCR053W	-1.803271264308465
YCR059C	0.1815479751200671
YCR060W	0.19517192973626518
YCR061W	-0.10795406090845804
YCR063W	-2.822973590475401
YCR065W	0.07760722477651799
YCR066W	-0.3627886480965082
YCR067C	0.06342330490688113
YCR068W	-0.27727635424367264
YCR069W	0.27664687411179845
YCR073C	0.09366702824518025
YCR073W-A	0.05239198941411122
YCR075C	0.36384466337748866
YCR076C	0.5609580322409345
YCR077C	-0.4820556474267131
YCR079W	0.027837513050762853
YCR082W	0.24706390977255774
YCR083W	0.32174647562386327
YCR085W	0.12820008542483072
YCR086W	-0.44909049295669456
YCR087C-A	-0.10799325847619934
YCR087W	-0.016097360734146627
YCR088W	-0.025482378381802576
YCR089W	0.13866023635909147
YCR090C	-0.10646455333430746
YCR091W	-0.18793389805730618
YCR092C	-0.24073862145670682
YCR094W	-3.214495696028177
YCR095C	0.04816985140317338
YCR098C	0.06696228530862229
YCR099C	0.04989454438376872
YCR100C	-0.012950356009812355
YCR101C	-0.03164759582217681
YCR102C	0.26184699246337595
YCR102W-A	-0.0874369340224138
YCR104W	-2.2674992583679017
YCR105W	0.12137970863792953
YCR106W	-0.09891062206540104
YCR107W	0.13882262628258943
YDL001W	-0.1468044501921314
YDL002C	-1.7800831031635107
YDL005C	-3.4427879302031665
YDL006W	-2.5981251426090677
YDL010W	-0.0789422611277277
YDL011C	-0.006745941001696805
YDL012C	0.03365555203400544
YDL013W	-2.721927860492137
YDL018C	-0.055378923262968824
YDL019C	0.056188553832434776
YDL020C	-1.2686052410187991
YDL021W	-1.7387912653748385
YDL022W	-0.09361335076785716
YDL023C	-0.21122845260041417
YDL024C	-0.21934794877529518
YDL025C	0.12882724650868302
YDL026W	-0.06453995480924851
YDL027C	0.15324733121120562
YDL033C	-1.5599159648159366
YDL035C	-1.1999702999046475
YDL036C	0.17833937421785576
YDL037C	-0.11034511254064758
YDL039C	0.12040536909694435
YDL040C	-2.6295895901998665
YDL044C	-2.523319384402006
YDL045W-A	-2.9059828396453593
YDL048C	0.11109314693223585
YDL049C	0.00043281354740516383
YDL050C	-0.20030353050579783
YDL051W	0.19370482077225223
YDL052C	-0.4408254058159193
YDL053C	-0.12291073282784332
YDL054C	0.1022568952329508
YDL056W	-0.35200371731525215
YDL057W	-0.012395990408907513
YDL059C	0.11064517472948332
YDL061C	-1.9537619261704888
YDL062W	-1.0715198704180253
YDL063C	-0.5595772371129588
YDL065C	-0.8607881465909172
YDL066W	0.1550448196747484
YDL067C	-1.8553536325309277
YDL069C	-1.644089941713051
YDL070W	-0.1613243492138333
YDL071C	-0.15337284261498416
YDL073W	0.34954315080462905
YDL074C	-2.0927733003369906
YDL076C	-0.4390279173523765
YDL077C	-1.4371267840415938
YDL078C	0.1437279219027239
YDL079C	-0.0647303429954174
YDL080C	-0.19353915024424162
YDL081C	-2.8097136132739395
YDL082W	-1.2742552904260098
YDL083C	-1.6741936737379899
YDL085C-A	0.3742152198711989
YDL085W	0.10974923032397953
YDL086W	0.07873835458846717
YDL088C	-0.13687066659610456
YDL089W	-0.10784206785777052
YDL091C	0.03459069400725055
YDL093W	-0.15048902155976746
YDL094C	-0.3246046174644284
YDL095W	-0.01485983752404388
YDL096C	-0.15567429980662256
YDL099W	-0.06850450880360395
YDL100C	-0.2355421439047826
YDL101C	-0.45764116237672503
YDL104C	-0.5117338058590376
YDL106C	0.06942053277122472
YDL107W	-1.7307165664202329
YDL109C	0.012645655724933437
YDL110C	-0.060872182399215526
YDL112W	-0.2609981643261687
YDL113C	-0.1780673102916916
YDL114W	-0.11252337737652937
YDL115C	-0.7950146279218442
YDL116W	-2.5321612357538252
YDL117W	-0.8314123693954496
YDL118W	-0.16228748944974994
YDL119C	-0.1333372858468973
YDL121C	-0.12259715228591654
YDL122W	-0.07354419608456544
YDL123W	-0.044969169201517264
YDL124W	0.06546717808193715
YDL125C	0.2233157833741639
YDL127W	0.10856770363922116
YDL128W	-0.1286503766756039
YDL129W	-0.016931708961772107
YDL130W	-1.2462906256692114
YDL130W-A	0.19974684585687108
YDL131W	-0.0745689324983598
YDL133C-A	-0.21877958404305362
YDL133W	-0.07935103576273891
YDL134C	-0.03960470207356113
YDL135C	0.5549272064613848
YDL136W	-1.0562664169143177
YDL137W	-0.21155883209994336
YDL138W	0.05791884646556529
YDL142C	-0.6913762588151526
YDL144C	-0.014607853159995432
YDL146W	-0.13980488452413042
YDL149W	-0.05540132187310583
YDL154W	-0.39332355336659647
YDL155W	0.10907727201985075
YDL156W	-0.3172186757715539
YDL157C	-0.3746375128593005
YDL159W-A	0.685051932055792
YDL160C-A	0.22295180595942796
YDL161W	-0.04606110144572513
YDL162C	-0.192055242322625
YDL167C	-0.27743874416716996
YDL168W	-0.04130699644401946
YDL169C	-0.021226642455657373
YDL170W	-0.06676301686540556
YDL171C	-0.009736155455067072
YDL172C	-0.2169848954057778
YDL173W	-0.2446247803155809
YDL174C	0.14880120709889152
YDL175C	-0.17531788089730127
YDL176W	0.09863392004319431
YDL177C	-0.008582627032979647
YDL178W	0.24693511776426716
YDL179W	-0.25496733854661896
YDL180W	-1.0029353261766836
YDL181W	-0.2503644241633415
YDL182W	-0.4435412372951035
YDL183C	-0.1578245663798328
YDL184C	-0.14994585526393048
YDL185W	-0.16905186971130615
YDL186W	-0.32337269390686024
YDL187C	-0.057741976632485564
YDL188C	-0.08104773048066205
YDL189W	0.02310020700666025
YDL190C	-0.5873459140310524
YDL191W	-0.6658250443006809
YDL192W	-1.2336914074668095
YDL194W	-0.37277842821787943
YDL197C	-0.0012246836027779134
YDL199C	0.1307759255906546
YDL200C	0.07471780406876735
YDL201W	-0.41806281826357977
YDL202W	-3.7497216845712824
YDL203C	-0.08411074041697976
YDL204W	-0.0643831645382845
YDL206W	-0.17866647311287293
YDL210W	0.2629725226227912
YDL211C	-0.05418619727314133
YDL213C	-0.38822226990775727
YDL214C	-0.1816790861763802
YDL215C	-0.10689012692692236
YDL216C	0.016621409024358002
YDL218W	0.07737763902260779
YDL219W	-0.08800809858092294
YDL222C	-0.02701668317622778
YDL223C	0.055007027147676406
YDL224C	-0.19917240069384864
YDL226C	-0.4574675731481586
YDL227C	-0.004900855491612431
YDL229W	-0.03754402994090203
YDL230W	0.08973607216603094
YDL231C	0.07224835730109704
YDL233W	0.028632663710648265
YDL234C	-0.07064917572427962
YDL236W	0.16428984600904464
YDL237W	0.1392817977904098
YDL238C	0.24203542179666662
YDL239C	0.03321317948378811
YDL240W	-0.043126883517699235
YDL241W	0.21794011694113866
YDL242W	0.024600913885879323
YDL243C	-0.2388851364678197
YDL244W	-0.017038102359925672
YDL245C	-0.13922252066055277
YDL246C	0.060797067868246804
YDL248W	0.274933380436271
YDR001C	-0.08936321449424714
YDR003W	-0.007703481585078916
YDR004W	-0.6357829084536204
YDR005C	-1.193161122422816
YDR006C	-0.19296798568573248
YDR007W	-0.11419207383178095
YDR009W	0.0012391635123584549
YDR010C	0.06807661616296841
YDR011W	-0.09189425743979701
YDR012W	0.0557405816296835
YDR014W	-0.18589002488225015
YDR015C	0.0889577204637486
YDR017C	-2.1713756229623757
YDR018C	0.04355573771482617
YDR019C	0.0033614318228971153
YDR020C	0.2800290642425756
YDR022C	0.10174172719978603
YDR024W	-1.4967630835329635
YDR025W	-2.220630166654966
YDR026C	-0.06500472596960409
YDR027C	-3.1682425660940257
YDR029W	-0.0795414239489078
YDR030C	-0.03899433994731191
YDR031W	0.12220285756048713
YDR032C	0.32210485338606404
YDR033W	0.24498643868229558
YDR034C-A	0.285057552218468
YDR034W-B	0.2788699361679555
YDR035W	-0.041805365519581174
YDR036C	0.13574841704120258
YDR038C	0.30557467910451347
YDR040C	-0.012261598748081757
YDR042C	0.0680094203325549
YDR043C	0.19882290318869386
YDR046C	0.18903471055856189
YDR049W	-0.8149213926816392
YDR051C	-0.28964038703962974
YDR055W	0.05609335973935033
YDR056C	-0.07064357607174568
YDR057W	0.16216757769850598
YDR058C	-0.18768191369325835
YDR059C	0.138229063113942
YDR061W	-0.020173907779189575
YDR063W	-0.059371475519996456
YDR065W	-3.269333093297565
YDR066C	-0.18784430361675566
YDR067C	0.06772383805330033
YDR068W	0.16266034712153374
YDR069C	-4.775438037560165
YDR070C	0.28426240155858257
YDR071C	0.06787502867172915
YDR072C	0.04987214577363047
YDR073W	-0.02534798672097682
YDR074W	-1.8929720982570328
YDR075W	0.08132539405936016
YDR076W	-0.6454143108127902
YDR077W	0.16864077602827304
YDR078C	-0.25789035716957637
YDR079W	-1.9568977315897533
YDR080W	-2.3617582094794716
YDR083W	-1.6495328039764887
YDR084C	0.1654041768633895
YDR085C	0.16528658416016806
YDR089W	0.017870131539529873
YDR090C	0.18859793766087848
YDR092W	-0.14136718758122846
YDR093W	0.034417104778684725
YDR094W	-0.34362663712378877
YDR095C	0.0009703801907081867
YDR096W	0.4831956574957095
YDR097C	-0.03815439206715125
YDR098C	-0.04523795252316878
YDR099W	-0.4999689358842613
YDR100W	0.12920802288102204
YDR101C	-0.8276382035872637
YDR102C	0.06317132054283267
YDR104C	0.08900251768402384
YDR105C	0.05221280053301021
YDR106W	0.36807240104096167
YDR107C	-0.07787832714619078
YDR108W	-0.7577265416952688
YDR109C	-0.01573898297194461
YDR110W	-0.03434662834375857
YDR111C	0.04208862875081323
YDR112W	-0.038322381643183134
YDR115W	-3.7619905232741546
YDR116C	-0.9516481086141058
YDR117C	0.21119253563718615
YDR119W	-0.008481833287361263
YDR120C	0.08182936278745706
YDR121W	0.12804889480640191
YDR122W	0.2641036524347404
YDR123C	-1.637095975697584
YDR124W	0.010041817296437373
YDR125C	-0.07421055473615903
YDR126W	-0.7368902346147627
YDR127W	-1.0444231518040599
YDR128W	-1.331237354616073
YDR129C	-2.6311350942993608
YDR130C	0.01606704342345316
YDR131C	0.12286361655954678
YDR132C	0.11370818466580103
YDR133C	0.16917274301904212
YDR135C	0.00980663188999199
YDR137W	-2.2279881100851693
YDR139C	0.1766034819321913
YDR140W	-3.587225367675503
YDR142C	-0.04716983264753606
YDR143C	0.2761485050362367
YDR144C	-0.1629370491437405
YDR146C	-0.7783164640642605
YDR147W	-0.15893329758164373
YDR148C	-0.26817131922273674
YDR149C	-1.0689776281674075
YDR150W	-1.1054929623442358
YDR151C	-0.07414895855828073
YDR152W	-0.03416743946265756
YDR153C	-0.1316741890441803
YDR154C	-0.08473790150083205
YDR155C	-0.051027993243739175
YDR156W	-0.9063357203057338
YDR157W	-0.1627970578303808
YDR158W	-0.6354749275642282
YDR159W	-1.8069334370659629
YDR162C	-1.2831643376082416
YDR163W	-0.1941831102856976
YDR165W	-0.28702534930606455
YDR169C	-0.356382645597154
YDR169C-A	0.056608527772515106
YDR171W	-0.05162715606491927
YDR174W	-2.294579178024265
YDR175C	-2.8293907922798245
YDR176W	-3.2564650917735114
YDR178W	-0.053424644528462045
YDR179C	-0.02132183654874182
YDR179W-A	-0.3598264319058101
YDR181C	-0.22410765342953604
YDR182W-A	0.14193603309171632
YDR183W	-0.2010650832504765
YDR184C	-0.6299480705127748
YDR185C	0.03362195411879932
YDR186C	-0.28220404847394537
YDR191W	-0.04760100589268552
YDR192C	0.21253085259290727
YDR193W	0.1045639520771244
YDR194C	-2.157802065218988
YDR197W	-1.9033482544032778
YDR198C	0.12376516061758451
YDR199W	-0.05331265147777454
YDR200C	-0.8421133053886897
YDR202C	-0.33813337798754145
YDR203W	-0.5146232265667883
YDR204W	-1.382670163144545
YDR205W	0.11296903053125999
YDR206W	-0.13007268841934158
YDR207C	-2.7065120170649313
YDR209C	0.22433492013542433
YDR210W	0.2313512847610296
YDR213W	0.04573960220324315
YDR214W	0.18322227122785323
