orf	hap a/hap alpha | growth (colony size) | standard [standard] | Baryshnikova A~Myers CL, 2010
YKL034W	1.02261
YKL037W	0.681986
YKL038W	0.995659
YKL039W	1.010646
YKL040C	0.954824
YKL041W	0.643162
YKL043W	0.994901
YKL044W	1.034322
YKL046C	1.00634
YKL047W	1.051394
YKL048C	0.865507
YKL050C	1.037981
YKL051W	0.998725
YKL053C-A	0.878545
YKL055C	0.761784
YKL056C	0.883057
YKL057C	0.855497
YKL061W	1.057047
YKL062W	1.057759
YKL063C	1.015707
YKL064W	1.018836
YKL065C	0.991822
YKL066W	0.998921
YKL067W	1.001733
YKL068W	0.979587
YKL068W-A	1.006369
YKL069W	0.775065
YKL070W	1.012096
YKL071W	1.062812
YKL072W	1.039271
YKL073W	1.007694
YKL074C	0.917156
YKL075C	0.911237
YKL076C	0.92889
YKL077W	1.035713
YKL079W	1.053163
YKL080W	0.384938
YKL081W	0.780282
YKL084W	1.053167
YKL085W	1.020589
YKL086W	1.03083
YKL087C	0.927842
YKL090W	0.997306
YKL091C	1.03396
YKL092C	1.0208
YKL093W	0.993336
YKL094W	1.041285
YKL096C-B	1.056163
YKL096W	1.041375
YKL096W-A	1.054017
YKL097C	1.050767
YKL098W	1.016726
YKL100C	1.03501
YKL101W	1.026503
YKL102C	1.003713
YKL103C	1.047941
YKL105C	1.035322
YKL106C-A	0.996612
YKL106W	0.94555
YKL107W	1.015205
YKL109W	0.862614
YKL110C	0.836142
YKL113C	0.810777
YKL114C	1.054118
YKL115C	1.000965
YKL116C	1.01515
YKL117W	1.028233
YKL119C	0.38906
YKL120W	1.039428
YKL121W	1.005677
YKL123W	1.002054
YKL124W	1.007507
YKL127W	0.987657
YKL128C	1.00689
YKL129C	1.069199
YKL130C	1.018978
YKL131W	1.019692
YKL132C	1.040738
YKL133C	0.980875
YKL134C	0.63447
YKL135C	0.916961
YKL136W	0.978271
YKL137W	0.93321
YKL138C	0.513097
YKL140W	1.061219
YKL142W	1.024546
YKL146W	1.05741
YKL147C	1.030602
YKL148C	0.966732
YKL149C	0.934967
YKL150W	1.026979
YKL151C	1.048866
YKL155C	0.470596
YKL156W	0.961206
YKL157W	1.0064415
YKL159C	1.035908
YKL160W	0.957056
YKL161C	1.070906
YKL162C	1.003431
YKL163W	1.007656
YKL164C	1.001563
YKL166C	0.978989
YKL167C	0.922609
YKL168C	1.047421
YKL170W	0.567188
YKL171W	0.970944
YKL174C	1.012207
YKL175W	0.984411
YKL176C	0.852222
YKL177W	0.998058
YKL178C	1.044797
YKL179C	0.844724
YKL181W	0.379861
YKL183C-A	1.004973
YKL183W	1.033455
YKL184W	0.56021
YKL185W	1.061601
YKL187C	1.048045
YKL188C	1.015084
YKL190W	0.983904
YKL191W	0.961284
YKL194C	0.49469
YKL197C	0.872335
YKL198C	1.039917
YKL201C	1.0697269999999999
YKL202W	1.02299
YKL205W	0.988929
YKL206C	0.992789
YKL207W	1.04159
YKL208W	0.764907
YKL209C	0.97998
YKL211C	0.980757
YKL212W	0.540116
YKL213C	0.829508
YKL214C	1.033264
YKL215C	0.990916
YKL216W	0.96521
YKL217W	1.026844
YKL218C	1.050634
YKL220C	1.009012
YKL221W	1.000638
YKL222C	1.001253
YKL224C	1.044578
YKR003W	1.021453
YKR005C	1.023066
YKR006C	0.429861
YKR007W	0.75983
YKR009C	1.013174
YKR010C	1.054352
YKR011C	1.05852
YKR012C	1.054425
YKR013W	1.040084
YKR014C	1.022134
YKR015C	1.034608
YKR016W	0.956437
YKR017C	1.029299
YKR018C	1.027727
YKR019C	0.923229
YKR020W	0.739419
YKR021W	1.057455
YKR023W	0.995879
YKR024C	0.963685
YKR026C	1.000003
YKR027W	0.954152
YKR028W	1.012529
YKR029C	0.991763
YKR030W	1.003637
YKR031C	1.028253
YKR032W	1.007087
YKR033C	0.994572
YKR034W	1.062433
YKR035C	0.894975
YKR035W-A	0.985772
YKR036C	1.01648
YKR039W	1.057099
YKR040C	0.990444
YKR041W	1.038523
YKR042W	0.887276
YKR043C	1.085395
YKR044W	1.015257
YKR045C	1.01406
YKR046C	1.076915
YKR047W	1.051776
YKR048C	1.079365
YKR049C	1.017311
YKR050W	1.024807
YKR051W	0.929998
YKR052C	1.028368
YKR053C	1.022245
YKR054C	0.943925
YKR055W	1.008743
YKR056W	1.009477
YKR057W	0.790919
YKR058W	1.007728
YKR059W	0.903798
YKR060W	0.993835
YKR061W	1.02356
YKR064W	1.010345
YKR065C	0.915668
YKR066C	1.03211
YKR067W	1.041315
YKR069W	1.016453
YKR070W	1.037157
YKR072C	0.918132
YKR074W	0.922666
YKR075C	1.048311
YKR076W	1.031381
YKR077W	1.041398
YKR078W	1.005217
YKR080W	1.019097
YKR082W	0.788184
YKR084C	0.952896
YKR085C	0.465082
YKR087C	1.036155
YKR088C	1.043426
YKR089C	1.005469
YKR090W	1.02476
YKR091W	1.01872
YKR092C	0.847797
YKR093W	1.000061
YKR094C	0.810636
YKR095W	1.053616
YKR096W	1.029942
YKR097W	0.992944
YKR098C	1.013634
YKR099W	0.832957
YKR100C	1.019751
YKR101W	0.89205
YKR102W	1.024769
YKR103W	1.021705
YKR104W	1.001275
YKR105C	1.036425
YKR106W	1.031246
YLL001W	0.98109
YLL002W	0.804523
YLL005C	0.991958
YLL006W	0.817832
YLL007C	0.840517
YLL010C	1.063809
YLL012W	0.995648
YLL013C	1.044141
YLL014W	1.017641
YLL015W	1.023176
YLL018C-A	0.683735
YLL019C	1.006987
YLL020C	0.964136
YLL021W	1.029476
YLL022C	0.97474
YLL023C	1.00279
YLL024C	1.00852
YLL025W	1.02502
YLL026W	1.041659
YLL027W	0.426956
YLL028W	1.065923
YLL029W	0.938647
YLL032C	1.050919
YLL033W	0.554449
YLL038C	0.946231
YLL039C	0.661157
YLL040C	0.945511
YLL041C	0.96668
YLL042C	0.971467
YLL043W	0.923636
YLL045C	0.904794
YLL046C	1.021057
YLL047W	0.992235
YLL048C	0.997607
YLL049W	0.874705
YLL051C	1.028155
YLL052C	1.039447
YLL053C	1.042731
YLL054C	1.021489
YLL055W	1.012837
YLL056C	1.008886
YLL057C	1.048306
YLL058W	1.03307
YLL059C	0.964049
YLL060C	1.013558
YLL061W	1.044732
YLL062C	1.058263
YLL063C	1.047612
YLL064C	1.031511
YLL066W-B	1.014653
YLR001C	1.047251
YLR003C	1.010462
YLR004C	1.000713
YLR006C	1.015468
YLR011W	1.092226
YLR012C	0.959204
YLR013W	1.012928
YLR014C	0.971162
YLR015W	0.822013
YLR016C	1.022733
YLR017W	1.010671
YLR018C	1.012196
YLR019W	1.017353
YLR020C	1.017956
YLR021W	0.944022
YLR023C	1.0941
YLR024C	0.964253
YLR025W	0.229716
YLR027C	0.224906
YLR028C	1.023671
YLR030W	1.004664
YLR031W	1.03495
YLR032W	0.929871
YLR034C	0.960731
YLR035C	1.007754
YLR036C	1.040161
YLR037C	1.057383
YLR038C	0.706117
YLR039C	0.583185
YLR040C	1.010016
YLR041W	1.015752
YLR042C	1.016348
YLR043C	0.996105
YLR044C	0.993845
YLR046C	1.000914
YLR047C	1.034704
YLR048W	0.547252
YLR049C	1.028032
YLR050C	1.038634
YLR052W	0.655073
YLR053C	1.082358
YLR054C	1.048508
YLR055C	0.755739
YLR056W	0.748198
YLR057W	1.014341
YLR058C	1.031134
YLR059C	1.04053
YLR061W	0.477342
YLR062C	0.845392
YLR063W	1.038064
YLR064W	0.984467
YLR065C	0.930792
YLR067C	0.598327
YLR068W	0.448211
YLR069C	0.39182
YLR070C	1.052826
YLR072W	1.011647
YLR073C	1.051199
YLR077W	1.018471
YLR079W	0.551755
YLR080W	0.983616
YLR081W	1.077401
YLR082C	1.039265
YLR083C	1.051032
YLR084C	0.992535
YLR085C	0.945518
YLR087C	0.885922
YLR089C	0.82184
YLR090W	1.000726
YLR091W	0.549002
YLR092W	1.02152
YLR093C	1.001556
YLR094C	1.067445
YLR095C	0.973946
YLR096W	1.052468
YLR097C	1.068568
YLR098C	0.9956
YLR099C	0.986316
YLR102C	1.027229
YLR104W	0.981777
YLR107W	1.002992
YLR108C	1.05922
YLR109W	1.021821
YLR110C	0.916326
YLR111W	0.931395
YLR112W	1.004255
YLR113W	0.99595
YLR114C	0.885683
YLR118C	1.06272
YLR119W	0.845338
YLR120C	1.015166
YLR121C	1.036184
YLR122C	1.024987
YLR123C	1.022223
YLR124W	1.015842
YLR125W	1.023981
YLR126C	1.050404
YLR128W	1.039079
YLR130C	1.059299
YLR131C	1.085767
YLR133W	1.054716
YLR134W	1.023081
YLR135W	1.035912
YLR136C	1.019475
YLR137W	1.011045
YLR138W	1.026544
YLR139C	0.476718
YLR142W	1.042283
YLR143W	0.956547
YLR144C	1.020222
YLR146C	1.027645
YLR148W	0.245205
YLR149C	1.025096
YLR150W	0.930357
YLR151C	1.02365
YLR152C	1.025704
YLR154C	0.969005
YLR154C-G	0.992311
YLR154C-H	0.981515
YLR154W-C	0.969135
YLR156C-A	1.018446
YLR156W	1.094649
YLR157C	1.048759
YLR158C	1.053705
YLR159W	1.003629
YLR160C	1.012876
YLR161W	1.010914
YLR162W	1.050307
YLR162W-A	1.043855
YLR164W	1.038183
YLR165C	1.045622
YLR168C	1.002152
YLR169W	1.033545
YLR170C	0.993805
YLR171W	0.999466
YLR172C	1.009764
YLR173W	1.021101
YLR174W	1.035801
YLR176C	1.029651
YLR177W	0.997834
YLR178C	1.025161
YLR179C	1.035359
YLR180W	0.976459
YLR181C	1.026554
YLR182W	0.297483
YLR183C	0.986968
YLR184W	0.693795
YLR185W	0.595645
YLR187W	1.052088
YLR188W	1.009571
YLR189C	1.000082
YLR190W	0.83063
YLR191W	0.895435
YLR192C	0.584393
YLR193C	0.800647
YLR194C	0.998996
YLR199C	1.01016
YLR200W	0.832657
YLR201C	0.719361
YLR203C	0.762914
YLR204W	0.752128
YLR205C	1.037537
YLR206W	1.020485
YLR207W	1.081335
YLR209C	1.025782
YLR210W	1.084382
YLR211C	1.003188
YLR213C	1.000219
YLR214W	1.001347
YLR216C	0.998806
YLR217W	1.076562
YLR218C	0.753933
YLR219W	0.987667
YLR220W	1.027724
YLR221C	0.98679
YLR224W	1.039453
YLR225C	1.028938
YLR226W	0.435259
YLR227C	1.032595
YLR228C	1.066727
YLR231C	1.038604
YLR232W	1.011051
YLR233C	1.028956
YLR236C	0.981783
YLR237W	0.965959
YLR238W	1.009309
YLR239C	0.769199
YLR241W	1.010637
YLR242C	0.438479
YLR244C	0.482067
YLR245C	1.014393
YLR246W	0.95112
YLR247C	1.055161
YLR248W	1.028211
YLR250W	1.045755
YLR251W	1.040131
YLR252W	1.031634
YLR253W	1.040065
YLR254C	1.017139
YLR255C	0.979646
YLR256W	0.900921
YLR257W	1.0654
YLR258W	1.040111
YLR260W	1.049964
YLR261C	0.570506
YLR262C	0.588849
YLR262C-A	1.019534
YLR263W	1.098495
YLR264C-A	0.914507
YLR264W	0.824198
YLR265C	1.002901
YLR266C	1.014545
YLR267W	1.01042
YLR269C	0.941756
YLR270W	0.910395
YLR271W	0.999959
YLR273C	1.028463
YLR278C	1.023731
YLR279W	0.995054
YLR280C	0.99516
YLR281C	1.018578
YLR282C	1.033977
YLR283W	1.01652
YLR284C	1.011258
YLR285C-A	1.01378
YLR285W	1.03783
YLR286C	1.017198
YLR287C	1.033017
YLR287C-A	0.806715
YLR288C	0.976188
YLR289W	1.020984
YLR290C	0.915159
YLR292C	1.024021
YLR294C	1.00997
YLR295C	0.596964
YLR296W	1.06213
YLR297W	1.029628
YLR299W	1.032166
YLR300W	1.027919
YLR301W	1.019862
YLR303W	1.00344
YLR304C	0.350548
YLR306W	1.002093
YLR307C-A	0.990485
YLR307W	1.0585
YLR308W	1.010535
YLR309C	0.996021
YLR311C	1.003675
YLR312C	1.036501
YLR312W-A	0.606456
YLR313C	1.0383
YLR315W	0.891658
YLR319C	0.975628
YLR320W	0.627143
YLR324W	1.020049
YLR325C	0.954993
YLR326W	1.026266
YLR327C	1.045358
YLR328W	1.01523
YLR329W	0.999342
YLR330W	0.907226
YLR332W	0.992374
YLR333C	0.986373
YLR334C	0.923578
YLR335W	1.021241
YLR337C	0.379933
YLR341W	1.015082
YLR342W	0.739307
YLR342W-A	0.984619
YLR343W	1.013426
YLR344W	0.894319
YLR345W	1.054179
YLR346C	1.024876
YLR348C	1.05991
YLR349W	0.979632
YLR350W	0.965552
YLR351C	1.041884
YLR352W	1.006458
YLR353W	1.045947
YLR354C	1.029486
YLR356W	1.017828
YLR357W	0.227826
YLR360W	0.885581
YLR361C	0.995486
YLR361C-A	1.082654
YLR363C	1.01536
YLR363W-A	0.917801
YLR364W	1.019224
YLR365W	1.020534
YLR366W	0.954204
YLR367W	0.925773
YLR368W	1.029084
YLR369W	0.164376
YLR370C	0.643208
YLR371W	0.932361
YLR372W	0.912766
YLR373C	0.905151
YLR374C	0.933659
YLR375W	0.97618
YLR376C	1.056226
YLR377C	1.001043
YLR380W	0.995609
YLR381W	1.000747
YLR382C	0.477143
YLR384C	0.743315
YLR385C	1.03034
YLR386W	1.02767
YLR387C	0.987082
YLR388W	0.786008
YLR389C	0.989295
YLR390W	1.026679
YLR390W-A	1.002341
YLR392C	1.011839
YLR393W	0.790964
YLR394W	1.028883
YLR395C	0.966863
YLR396C	0.1922
YLR398C	0.956428
YLR399C	1.123477
YLR400W	0.978779
YLR401C	1.044944
YLR402W	0.873148
YLR404W	0.972935
YLR405W	1.00233
YLR406C	0.983275
YLR406C-A	1.007685
YLR407W	1.019412
YLR408C	1.026626
YLR410W	0.753427
YLR411W	1.034427
YLR412C-A	1.050003
YLR412W	0.929501
YLR413W	1.046795
YLR414C	1.024884
YLR415C	0.965378
YLR416C	0.956973
YLR417W	0.241281
YLR418C	0.795088
YLR419W	1.019605
YLR420W	0.995171
YLR421C	0.983847
YLR422W	0.926458
YLR423C	1.024749
YLR425W	0.525968
YLR427W	1.007186
YLR428C	1.071404
YLR429W	1.00248
YLR431C	0.993908
YLR432W	0.970674
YLR433C	1.050551
YLR434C	0.982251
YLR436C	0.968259
YLR437C	1.032083
YLR438W	1.005788
YLR439W	0.492825
YLR441C	0.763399
YLR443W	0.955613
YLR444C	1.002245
YLR445W	0.994948
YLR446W	1.022584
YLR447C	0.50728
YLR448W	0.79951
YLR449W	1.000201
YLR450W	0.969568
YLR451W	1.003912
YLR452C	0.794981
YLR453C	1.038142
YLR454W	1.064735
YLR455W	0.999563
YLR456W	1.000834
YLR460C	1.069175
YLR461W	1.015488
YLR464W	1.044165
YLR466C-B	1.067074
YLR466W	1.010641
YLR467W	0.980557
YML001W	0.80845
YML002W	0.985317
YML003W	1.009321
YML004C	1.021582
YML005W	1.009887
YML006C	0.88853
YML007C-A	0.990666
YML007W	1.009758
YML008C	0.958894
YML009C	0.996414
YML009C-A	0.887238
YML011C	0.998195
YML012C-A	0.47513
YML012W	1.025739
YML014W	0.896465
YML016C	1.01776
YML017W	0.976494
YML018C	1.059742
YML019W	1.010759
YML020W	1.043501
YML021C	1.009014
YML022W	1.068347
YML024W	0.624661
YML026C	0.786378
YML027W	1.00046
YML028W	0.882719
YML029W	1.081925
YML030W	0.987335
YML032C	0.822923
YML034C-A	1.027867
YML034W	0.9928915
YML035C	1.028434
YML036W	0.729879
YML037C	1.037202
YML038C	0.963852
YML041C	0.940488
YML042W	1.008732
YML047C	0.97399
YML047W-A	1.042295
YML048W	0.933829
YML050W	0.977113
YML051W	1.018432
YML052W	1.021946
YML053C	0.983419
YML054C	1.024358
YML055W	1.01083
YML056C	1.011859
YML057C-A	1.056041
YML057W	1.027377
YML058W	1.02395
YML058W-A	1.041708
YML059C	1.061801
YML060W	1.017123
YML061C	0.839105
YML062C	1.009569
YML063W	0.52626
YML066C	0.921985
YML067C	1.064368
YML068W	1.0688
YML070W	1.00411
YML071C	0.985485
YML072C	0.968571
YML073C	0.629413
YML074C	1.048179
YML075C	0.980356
YML076C	1.008437
YML078W	1.031462
YML079W	1.040527
YML081C-A	0.897319
YML081W	1.140083
YML082W	1.063415
YML086C	1.001109
YML087C	1.019888
YML088W	1.007793
YML090W	0.85283
YML094W	0.71688
YML095C	0.992572
YML096W	0.98109
YML097C	0.696567
YML099C	1.069729
YML100W	0.983396
YML100W-A	1.041108
YML101C	1.009236
YML101C-A	0.865578
YML102W	0.872057
YML103C	0.903628
YML104C	1.042489
YML106W	0.900352
YML107C	1.051249
YML108W	0.993483
YML109W	1.058693
YML110C	0.68908
YML111W	1.015618
YML112W	1.02163
YML113W	1.058406
YML115C	0.574777
YML116W	1.033495
YML116W-A	1.01603
YML117W	1.034507
YML118W	1.034037
YML119W	1.077914
YML120C	1.107436
YML121W	0.778373
YML123C	0.948696
YML124C	1.005523
YML128C	0.731327
YML129C	0.656823
YML131W	1.047332
YML133C	1.086264
YMR001C-A	1.023058
YMR002W	1.041754
YMR003W	0.988674
YMR004W	0.953528
YMR006C	1.00669
YMR007W	1.028817
YMR008C	1.035972
YMR009W	0.990508
YMR010W	1.02623
YMR011W	1.037411
YMR012W	1.028339
YMR013W-A	0.964805
YMR015C	0.966374
YMR016C	0.864854
YMR017W	1.028719
YMR018W	1.006266
YMR019W	1.051268
YMR020W	1.002256
YMR022W	1.036519
YMR023C	0.917963
YMR024W	0.418867
YMR025W	1.016942
YMR026C	0.877027
YMR027W	0.986719
YMR029C	0.991652
YMR030W	0.993714
YMR030W-A	0.962324
YMR031C	1.039377
YMR031W-A	0.911668
YMR034C	0.990182
YMR035W	0.87792
YMR036C	1.037363
YMR037C	0.998619
YMR039C	0.943506
YMR040W	1.032177
YMR041C	1.064922
YMR042W	1.065007
YMR044W	1.004558
YMR048W	1.051451
YMR052C-A	0.912091
YMR052W	0.963152
YMR053C	1.013933
YMR054W	1.011615
YMR055C	1.066962
YMR056C	1.066979
YMR057C	1.023884
YMR058W	1.044338
YMR060C	0.930216
YMR062C	0.243105
YMR063W	0.795853
YMR064W	0.706807
YMR065W	0.985888
YMR066W	0.491639
YMR067C	1.00059
YMR068W	1.017714
YMR069W	1.004261
YMR070W	0.998179
YMR071C	0.854057
YMR072W	0.820021
YMR073C	1.028024
YMR074C	1.018392
YMR075C-A	0.975375
YMR075W	0.902646
YMR077C	0.281775
YMR078C	0.801022
YMR080C	1.011885
YMR081C	1.024393
YMR083W	0.446122
YMR084W	1.015043
YMR085W	1.049794
YMR086C-A	1.15219
YMR086W	1.026432
YMR087W	0.993834
YMR088C	1.025626
YMR089C	0.513949
YMR090W	1.064837
YMR092C	0.999796
YMR095C	1.016844
YMR096W	1.005892
YMR097C	0.491868
YMR099C	0.994963
YMR100W	0.938695
YMR101C	1.011312
YMR102C	1.066993
YMR103C	1.062945
YMR104C	0.994209
YMR105C	1.038322
YMR105W-A	1.037578
YMR106C	1.027919
YMR107W	1.016455
YMR109W	1.026065
YMR110C	1.062603
YMR111C	1.074332
YMR114C	1.05528
YMR115W	0.928513
YMR116C	0.652895
YMR118C	0.98714
YMR119W	1.025343
YMR119W-A	1.012036
YMR120C	1.00281
YMR121C	1.061841
YMR122C	1.046576
YMR122W-A	1.038306
YMR123W	0.786213
YMR124W	0.984372
YMR125W	1.00061
YMR126C	0.992487
YMR127C	1.011962
YMR129W	1.001272
YMR130W	1.015562
YMR132C	1.056379
YMR133W	1.027331
YMR135C	1.003739
YMR136W	1.050364
YMR137C	1.010137
YMR138W	0.979022
YMR139W	0.924539
YMR140W	1.099994
YMR141C	1.052779
YMR143W	0.563498
YMR144W	1.016246
YMR145C	1.03841
YMR147W	0.947042
YMR148W	0.963291
YMR150C	0.742062
YMR152W	1.028254
YMR153C-A	0.992727
YMR153W	1.028735
YMR154C	0.77039
YMR155W	1.052818
YMR156C	1.028604
YMR157C	0.992997
YMR158C-A	1.037723
YMR158W	0.578221
YMR158W-B	0.980049
YMR159C	0.984892
YMR160W	1.018003
YMR161W	1.045431
YMR162C	1.037924
YMR163C	0.930163
YMR164C	1.040553
YMR166C	0.896616
YMR167W	0.952209
YMR169C	1.042986
YMR170C	1.085213
YMR171C	1.075836
YMR172C-A	0.986435
YMR172W	1.010133
YMR173W	0.977985
YMR173W-A	1.0463
YMR174C	1.037744
YMR175W	1.05957
YMR175W-A	1.023863
YMR176W	1.002926
YMR177W	1.072668
YMR178W	1.027447
YMR179W	0.579142
YMR180C	1.015148
YMR181C	1.028901
YMR182C	0.961539
YMR182W-A	1.053614
YMR183C	0.858843
YMR184W	1.041361
YMR186W	1.009419
YMR187C	1.026917
YMR188C	0.506944
YMR189W	1.026247
YMR190C	0.907199
YMR191W	1.016973
YMR192W	1.020985
YMR193C-A	0.957465
YMR193W	0.483499
YMR194C-A	0.990255
YMR194C-B	1.057151
YMR194W	0.927728
YMR195W	1.059816
YMR196W	1.016176
YMR198W	0.802451
YMR199W	1.014818
YMR201C	0.944288
YMR202W	0.38712
YMR204C	0.883089
YMR205C	0.8149
YMR206W	1.013593
YMR207C	0.871604
YMR209C	1.009108
YMR210W	1.024049
YMR214W	1.042926
YMR215W	1.053354
YMR216C	0.866115
YMR219W	1.078484
YMR221C	1.042468
YMR222C	1.031825
YMR223W	0.890626
YMR224C	0.675031
YMR225C	1.074647
YMR226C	1.04613
YMR228W	0.288877
YMR230W	0.84588
YMR230W-A	1.092331
YMR231W	0.080998
YMR232W	1.046067
YMR233W	1.004342
YMR234W	1.013348
YMR237W	1.039679
YMR238W	1.001803
YMR241W	0.974478
YMR242C	0.413593
YMR242W-A	0.461498
YMR243C	0.879506
YMR244C-A	1.024251
YMR244W	1.012258
YMR245W	0.994972
YMR246W	1.025327
YMR247C	0.992447
YMR247W-A	0.98977
YMR250W	1.028233
YMR251W	1.078077
YMR251W-A	0.99886
YMR252C	1.013836
YMR253C	1.038894
YMR254C	1.018435
YMR255W	1.057436
YMR256C	0.710511
YMR257C	0.628621
YMR258C	1.044394
YMR259C	0.995458
YMR261C	1.015026
YMR262W	1.006456
YMR263W	0.95898
YMR264W	1.028656
YMR265C	1.014952
YMR266W	1.049743
YMR269W	0.543624
YMR271C	1.036978
YMR272C	0.859105
YMR272W-B	1.051359
YMR273C	1.033108
YMR274C	1.035225
YMR275C	0.912997
YMR276W	1.04266
YMR278W	1.065627
YMR279C	1.071569
YMR280C	1.005923
YMR282C	0.7253
YMR283C	1.00853
YMR284W	1.060148
YMR285C	1.020489
YMR286W	0.645013
YMR287C	0.416295
YMR289W	1.021306
YMR291W	1.029972
YMR292W	1.017047
YMR293C	0.587929
YMR294W	0.900038
YMR294W-A	1.050073
YMR295C	1.050886
YMR297W	1.074208
YMR299C	0.96534
YMR300C	1.037198
YMR302C	1.044959
YMR303C	1.023467
YMR304C-A	1.006976
YMR304W	0.909447
YMR305C	1.048233
YMR306C-A	1.04318
YMR306W	1.008786
YMR307W	0.8204
YMR310C	0.960977
YMR311C	0.94488
YMR312W	0.810824
YMR313C	1.032609
YMR315W	1.069026
YMR315W-A	1.020372
YMR316C-A	1.050037
YMR316C-B	1.045604
YMR316W	1.004004
YMR317W	1.026128
YMR318C	1.026653
YMR319C	1.049566
YMR320W	1.042695
YMR321C	1.059093
YMR322C	1.00622
YMR323W	1.04454
YMR325W	1.072092
YMR326C	0.988035
YNL001W	0.900269
YNL003C	0.671553
YNL004W	1.021283
YNL005C	0.647854
YNL008C	1.006314
YNL009W	1.049215
YNL010W	0.959422
YNL011C	1.053711
YNL012W	1.010966
YNL013C	0.99384
YNL014W	0.999882
YNL015W	1.006302
YNL016W	0.854853
YNL019C	1.049241
YNL020C	1.066807
YNL021W	0.770868
YNL022C	1.024096
YNL023C	1.010863
YNL024C	0.999288
YNL024C-A	0.99083
YNL025C	0.580863
YNL027W	1.025026
YNL028W	1.017233
YNL029C	1.018116
YNL030W	1.006847
YNL031C	1.020703
YNL032W	0.940903
YNL033W	1.007707
YNL034W	1.014132
YNL035C	1.000197
YNL036W	0.907362
YNL037C	0.800623
YNL040W	1.028622
YNL041C	0.961804
YNL042W	1.064093
YNL042W-B	0.983014
YNL043C	0.996575
YNL044W	1.046929
YNL045W	1.064956
YNL046W	1.043987
YNL047C	0.982383
YNL048W	1.035401
YNL049C	1.020131
YNL050C	0.996825
YNL051W	0.992468
YNL052W	0.904857
YNL053W	0.994274
YNL054W	0.813129
YNL055C	0.64683
YNL056W	0.988024
YNL057W	1.011839
YNL058C	0.998458
YNL063W	1.025378
YNL064C	0.729711
YNL065W	0.997854
YNL066W	0.99058
YNL067W	0.869336
YNL067W-B	0.932414
YNL068C	1.000779
YNL070W	1.001876
YNL071W	0.90196
YNL072W	1.025766
YNL073W	0.505677
YNL074C	1.031339
YNL076W	0.679875
YNL077W	0.92608
YNL078W	1.040457
YNL079C	0.857558
YNL080C	0.566424
YNL081C	0.558996
YNL082W	0.921189
YNL083W	0.995913
YNL084C	0.765346
YNL085W	0.980598
YNL086W	1.062899
YNL087W	1.02337
YNL089C	0.996778
YNL090W	1.040385
YNL091W	0.861787
YNL092W	1.043812
YNL093W	1.004093
YNL094W	0.979313
YNL095C	1.039479
YNL096C	0.842084
YNL097C	0.983621
YNL098C	0.993935
YNL099C	1.027578
YNL100W	0.949106
YNL101W	1.039047
YNL104C	1.015618
YNL105W	0.969392
YNL107W	0.97593
YNL108C	0.974184
YNL109W	0.890374
YNL111C	1.022239
YNL115C	1.025044
YNL116W	1.064684
YNL119W	0.837295
YNL120C	0.866044
YNL121C	0.979739
YNL122C	0.968668
YNL123W	1.012503
YNL125C	1.030884
YNL127W	0.934608
YNL128W	1.020285
YNL129W	1.046113
YNL130C	1.022646
YNL130C-A	1.073402
YNL133C	0.255033
YNL134C	0.999816
YNL135C	0.861267
YNL136W	0.898925
YNL138W	0.308041
YNL138W-A	0.63951
YNL140C	0.983652
YNL141W	0.638182
YNL142W	1.035461
YNL143C	1.014641
YNL144C	1.088383
YNL145W	1.021147
YNL146C-A	1.03665
YNL146W	1.054188
YNL147W	0.853869
YNL153C	0.864187
YNL154C	0.981965
YNL155W	0.993008
YNL156C	1.042816
YNL157W	1.085219
YNL159C	0.983857
YNR001C	0.997212
YNR002C	0.977846
YNR004W	0.934772
YNR005C	1.01949
YNR006W	0.695865
YNR007C	1.002261
YNR008W	1.030543
YNR009W	0.986017
YNR010W	0.728522
YNR012W	1.018041
YNR013C	1.05085
YNR014W	1.016415
YNR015W	1.00287
YNR018W	1.001405
YNR019W	1.016566
YNR020C	0.759904
YNR021W	1.021074
YNR022C	1.001524
YNR024W	1.039716
YNR025C	0.98777
YNR027W	1.018603
YNR028W	1.010355
YNR029C	0.939111
YNR030W	1.05832
YNR031C	1.051156
YNR032C-A	1.010397
YNR032W	0.932279
YNR033W	0.999091
YNR034W	0.998875
YNR034W-A	0.992122
YNR036C	0.573149
YNR037C	0.572206
YNR039C	1.012134
YNR040W	1.013223
YNR041C	0.809197
YNR042W	1.010475
YNR044W	1.021298
YNR047W	1.005193
YNR048W	1.077727
YNR049C	1.006228
YNR051C	0.856978
YNR052C	0.914216
YNR055C	1.016592
YNR057C	1.01906
YNR058W	1.031981
YNR059W	1.017296
YNR060W	1.042591
YNR061C	0.999784
YNR062C	1.039654
YNR063W	1.013812
YNR064C	1.041626
YNR065C	1.014063
YNR066C	0.993716
YNR067C	1.033801
YNR068C	1.069967
YNR069C	0.987488
YNR070W	0.98055
YNR071C	1.002697
YNR072W	1.009403
YNR073C	1.010262
YNR074C	0.995823
YNR075C-A	0.985053
YNR075W	0.999801
YNR076W	1.038823
YOL001W	0.705786
YOL002C	1.033189
YOL003C	1.006733
YOL004W	0.667251
YOL006C	0.862353
YOL007C	1.050915
YOL008W	0.841839
YOL009C	0.511584
YOL011W	1.007306
YOL012C	0.630705
YOL013C	1.067331
YOL013W-A	1.008777
YOL014W	1.04109
YOL015W	1.076187
YOL016C	1.06297
YOL017W	1.017739
