orf	hap a/hap alpha | growth (colony size) | standard [standard] | Baryshnikova A~Myers CL, 2010
YER152C	1.040945
YER153C	0.719745
YER154W	0.653136
YER155C	0.87155
YER156C	0.963742
YER158C	1.064997
YER161C	0.930444
YER162C	0.85258
YER163C	1.06052
YER164W	0.961651
YER166W	1.048434
YER167W	0.986056
YER170W	1.056456
YER173W	1.007441
YER174C	1.041564
YER175C	1.041072
YER175W-A	0.9666
YER176W	1.036844
YER177W	0.831287
YER178W	0.834314
YER179W	1.010807
YER180C	1.021074
YER180C-A	0.951155
YER181C	0.995004
YER182W	1.07264
YER183C	1.048312
YER184C	1.061139
YER185W	1.010379
YER186C	1.014852
YER187W	1.036218
YER188C-A	1.007943
YER188W	1.050599
YER189W	1.00931
YFL001W	0.795108
YFL003C	0.980324
YFL004W	1.056933
YFL007W	0.9540065
YFL010C	1.01386
YFL010W-A	1.023854
YFL011W	1.048476
YFL012W	1.03638
YFL012W-A	0.881297
YFL013C	0.762615
YFL014W	1.04213
YFL015C	1.038717
YFL016C	0.417248
YFL019C	1.047097
YFL020C	1.01522
YFL021W	1.010187
YFL023W	0.722602
YFL025C	1.027561
YFL027C	1.040573
YFL028C	0.993359
YFL030W	1.071018
YFL031W	0.989277
YFL032W	0.980783
YFL033C	0.958385
YFL034C-A	1.0173155
YFL034W	1.054623
YFL036W	0.625621
YFL040W	1.017062
YFL041W	1.030235
YFL041W-A	1.029404
YFL042C	1.014808
YFL044C	1.008527
YFL046W	1.036616
YFL047W	1.042455
YFL048C	1.024585
YFL049W	0.983874
YFL050C	0.997896
YFL051C	0.996315
YFL052W	1.012786
YFL053W	1.022593
YFL054C	1.020842
YFL055W	1.0541
YFL058W	1.012485
YFL059W	1.065845
YFL060C	0.94313
YFL061W	1.048994
YFL062W	1.079659
YFL064C	1.024873
YFL065C	0.967564
YFL067W	1.021876
YFR001W	0.307083
YFR006W	0.979393
YFR007W	1.002726
YFR008W	0.926381
YFR009W	0.911634
YFR010W	0.807817
YFR011C	0.92318
YFR012W	0.98955
YFR013W	0.96679
YFR014C	1.03303
YFR015C	1.006172
YFR016C	1.014537
YFR017C	1.012187
YFR018C	1.045282
YFR020W	1.027457
YFR021W	1.002345
YFR022W	1.059156
YFR023W	1.004447
YFR024C-A	1.00218
YFR026C	1.014602
YFR030W	1.01828
YFR031C-A	0.907439
YFR032C	1.038004
YFR032C-A	0.819008
YFR032C-B	0.833871
YFR033C	1.026955
YFR034C	1.028573
YFR035C	1.022379
YFR036W	1.067345
YFR038W	1.026616
YFR039C	0.99601
YFR040W	0.90104
YFR041C	1.039789
YFR044C	0.986961
YFR045W	1.052873
YFR046C	1.022619
YFR047C	0.96358
YFR048W	0.976234
YFR049W	1.047872
YFR053C	1.046863
YFR054C	1.05443
YFR055W	1.084918
YFR056C	1.000305
YFR057W	1.039184
YGL002W	0.993331
YGL003C	0.755487
YGL004C	0.989174
YGL005C	0.970993
YGL006W	1.022946
YGL006W-A	1.020099
YGL007C-A	0.528554
YGL007W	0.879311
YGL009C	1.04032
YGL010W	1.000114
YGL012W	0.818114
YGL013C	0.980958
YGL014W	0.983178
YGL015C	1.024212
YGL016W	0.88028
YGL017W	1.003868
YGL019W	0.81703
YGL020C	0.932594
YGL021W	1.029881
YGL023C	0.925583
YGL024W	0.397953
YGL025C	0.339826
YGL027C	0.954279
YGL028C	1.028521
YGL029W	0.724453
YGL031C	0.800299
YGL032C	1.021895
YGL034C	1.039068
YGL035C	1.056855
YGL036W	0.979766
YGL037C	1.021037
YGL039W	1.03625
YGL041C	1.044476
YGL042C	0.868995
YGL043W	0.81014
YGL045W	0.8717025
YGL049C	0.383536
YGL050W	0.989548
YGL051W	1.021188
YGL053W	1.027016
YGL054C	1.002665
YGL056C	1.015444
YGL057C	0.996258
YGL058W	0.431985
YGL059W	1.044268
YGL060W	0.982626
YGL062W	1.036706
YGL063W	0.996542
YGL064C	0.519788
YGL066W	0.728918
YGL067W	1.004106
YGL070C	0.410389
YGL071W	0.790304
YGL077C	0.997541
YGL078C	0.681332
YGL079W	0.988669
YGL080W	0.984276
YGL081W	0.995974
YGL082W	1.054148
YGL083W	1.033348
YGL084C	0.881208
YGL085W	0.997124
YGL086W	0.990242
YGL087C	0.997538
YGL089C	1.096943
YGL090W	1.0288
YGL094C	1.124561
YGL095C	0.3822
YGL096W	1.048796
YGL100W	0.6423
YGL101W	1.018344
YGL104C	0.984546
YGL105W	0.411783
YGL107C	0.443498
YGL108C	1.024075
YGL109W	1.040772
YGL110C	0.970914
YGL114W	1.013088
YGL115W	0.855634
YGL117W	1.004584
YGL118C	1.046213
YGL119W	0.757032
YGL121C	1.052366
YGL124C	0.836134
YGL125W	1.021644
YGL126W	0.9875
YGL127C	0.661779
YGL129C	0.383634
YGL131C	0.997775
YGL132W	1.030053
YGL133W	0.94376
YGL134W	1.074143
YGL135W	0.565664
YGL138C	1.035876
YGL139W	1.022578
YGL140C	1.037107
YGL141W	1.045024
YGL143C	0.463495
YGL144C	0.986173
YGL146C	1.013963
YGL147C	0.830874
YGL148W	0.907426
YGL149W	0.856325
YGL151W	0.889862
YGL152C	0.895992
YGL153W	0.861431
YGL156W	1.021819
YGL157W	1.026943
YGL158W	1.042552
YGL159W	1.002403
YGL160W	1.03993
YGL161C	1.036405
YGL162W	1.028571
YGL163C	0.893383
YGL164C	1.089354
YGL165C	1.019997
YGL166W	1.026639
YGL167C	0.678016
YGL168W	0.582288
YGL170C	1.004467
YGL173C	0.551201
YGL174W	0.836385
YGL175C	0.993681
YGL176C	1.051746
YGL177W	1.072056
YGL178W	1.112153
YGL179C	1.024336
YGL180W	0.93556
YGL181W	1.041566
YGL183C	1.075886
YGL184C	1.01321
YGL185C	1.03977
YGL186C	0.787388
YGL187C	0.681209
YGL188C-A	0.342213
YGL189C	0.442336
YGL190C	0.629041
YGL191W	0.891175
YGL192W	1.014348
YGL194C	0.96637
YGL195W	0.945936
YGL196W	1.001735
YGL197W	1.000017
YGL198W	1.029827
YGL199C	1.014791
YGL200C	1.036439
YGL202W	0.941693
YGL203C	0.968671
YGL205W	0.977253
YGL208W	0.997648
YGL209W	0.98296
YGL210W	0.964335
YGL211W	0.872739
YGL212W	0.608848
YGL213C	0.923808
YGL215W	0.993603
YGL216W	0.982113
YGL217C	0.965112
YGL218W	0.465182
YGL220W	0.934563
YGL221C	0.965745
YGL222C	1.010336
YGL224C	1.028531
YGL226C-A	1.007855
YGL226W	0.943299
YGL227W	1.006058
YGL228W	1.025084
YGL229C	1.010326
YGL230C	0.98356
YGL231C	1.030329
YGL232W	1.045687
YGL234W	1.051593
YGL235W	0.939908
YGL236C	0.925845
YGL237C	0.803998
YGL240W	0.806796
YGL241W	0.98674
YGL242C	1.01492
YGL243W	1.052305
YGL244W	0.648719
YGL246C	0.338956
YGL248W	1.022508
YGL249W	0.992004
YGL251C	0.910212
YGL252C	0.66849
YGL253W	0.933034
YGL254W	0.981357
YGL255W	0.823845
YGL256W	1.052402
YGL257C	1.018922
YGL258W	1.015149
YGL258W-A	1.05963
YGL259W	1.061961
YGL260W	1.046302
YGL261C	0.995902
YGL262W	1.049564
YGL263W	1.038614
YGR001C	1.001742
YGR003W	0.986176
YGR004W	1.044051
YGR007W	1.008951
YGR008C	1.024907
YGR010W	1.05657
YGR011W	1.031155
YGR012W	1.032465
YGR014W	1.045173
YGR015C	1.025279
YGR016W	1.022135
YGR017W	0.993219
YGR018C	0.953227
YGR019W	1.022576
YGR020C	0.276304
YGR021W	1.04481
YGR022C	1.031917
YGR023W	1.066022
YGR025W	1.120909
YGR026W	1.025579
YGR027C	0.85263
YGR028W	0.965576
YGR031W	1.016705
YGR032W	1.013248
YGR033C	1.018321
YGR034W	0.877265
YGR035C	1.012653
YGR035W-A	1.09464
YGR036C	0.418516
YGR037C	1.044245
YGR038W	0.988416
YGR039W	0.988491
YGR040W	0.988161
YGR041W	0.986617
YGR042W	0.992653
YGR043C	1.022528
YGR044C	1.060751
YGR045C	1.036314
YGR049W	1.050908
YGR050C	1.043965
YGR051C	1.085368
YGR052W	1.035426
YGR053C	0.980209
YGR054W	0.979361
YGR055W	1.002275
YGR057C	0.780167
YGR058W	0.943531
YGR059W	1.038241
YGR061C	1.039771
YGR062C	0.720369
YGR063C	0.514447
YGR066C	1.043804
YGR067C	1.040306
YGR068C	1.00666
YGR069W	1.017187
YGR070W	1.034916
YGR071C	1.062418
YGR072W	1.002811
YGR076C	0.546329
YGR077C	0.85561
YGR078C	0.667206
YGR079W	0.97249
YGR080W	0.999472
YGR081C	0.846644
YGR084C	0.977204
YGR085C	0.801187
YGR086C	0.991961
YGR087C	1.024153
YGR088W	1.043803
YGR089W	0.960545
YGR092W	0.729719
YGR093W	1.005681
YGR096W	1.065121
YGR097W	0.461021
YGR100W	0.975879
YGR101W	0.738586
YGR102C	1.000418
YGR104C	0.448644
YGR105W	0.420302
YGR106C	1.033415
YGR107W	0.98812
YGR108W	1.006852
YGR109C	1.031477
YGR110W	0.995661
YGR111W	1.007961
YGR112W	0.798607
YGR117C	1.008092
YGR118W	0.807152
YGR121C	1.065876
YGR121W-A	1.022398
YGR122C-A	0.962423
YGR122W	0.872567
YGR123C	1.06332
YGR124W	1.022228
YGR125W	0.866275
YGR126W	1.064262
YGR127W	1.015068
YGR129W	1.002355
YGR130C	1.030755
YGR131W	1.065925
YGR132C	1.00388
YGR133W	0.908628
YGR134W	0.987118
YGR135W	0.845454
YGR136W	1.046878
YGR137W	1.020492
YGR138C	1.009271
YGR139W	1.006696
YGR141W	0.956416
YGR142W	0.998109
YGR143W	1.039329
YGR144W	1.056627
YGR146C	1.077489
YGR146C-A	1.020358
YGR148C	0.875595
YGR149W	1.025186
YGR150C	0.311065
YGR151C	1.000855
YGR152C	1.015971
YGR153W	1.007351
YGR154C	0.975628
YGR155W	0.438773
YGR157W	0.626313
YGR161C	1.02618
YGR161W-C	1.036194
YGR162W	0.533976
YGR163W	0.754557
YGR164W	0.989655
YGR165W	0.589655
YGR166W	0.957032
YGR168C	1.000235
YGR169C	1.034501
YGR169C-A	0.960587
YGR170W	1.00219
YGR171C	0.423529
YGR173W	1.06641
YGR174C	0.966831
YGR176W	1.021068
YGR177C	1.056862
YGR178C	1.048613
YGR181W	1.064954
YGR182C	1.01323
YGR183C	0.82914
YGR184C	1.00025
YGR187C	0.977963
YGR188C	0.417163
YGR189C	1.010125
YGR192C	0.987859
YGR193C	1.011273
YGR194C	1.012322
YGR196C	1.063952
YGR197C	1.018397
YGR199W	1.016474
YGR200C	0.787754
YGR201C	1.059592
YGR202C	1.03379
YGR203W	1.000379
YGR204C-A	1.050186
YGR204W	0.281692
YGR205W	1.008446
YGR206W	1.02781
YGR207C	1.026821
YGR208W	0.921564
YGR209C	1.09133
YGR210C	1.034191
YGR212W	1.053195
YGR213C	1.060371
YGR214W	0.823729
YGR215W	0.566875
YGR217W	1.068556
YGR220C	0.430616
YGR221C	1.014623
YGR222W	0.732162
YGR223C	0.986356
YGR224W	1.002014
YGR225W	1.013227
YGR226C	1.001518
YGR227W	1.015652
YGR228W	0.970206
YGR229C	0.777685
YGR230W	1.053438
YGR231C	0.967894
YGR232W	0.995801
YGR233C	1.0282
YGR234W	1.052084
YGR235C	1.055948
YGR236C	1.001412
YGR237C	0.922344
YGR238C	1.030246
YGR239C	0.988023
YGR240C	0.460384
YGR240C-A	1.101595
YGR241C	1.046278
YGR242W	0.998824
YGR243W	1.055993
YGR244C	1.050313
YGR247W	1.030412
YGR248W	1.039576
YGR249W	1.050289
YGR250C	1.03234
YGR254W	1.022514
YGR255C	0.803319
YGR256W	1.034812
YGR257C	0.740591
YGR258C	0.945379
YGR259C	1.00846
YGR260W	0.980055
YGR261C	0.964971
YGR262C	1.009241
YGR263C	1.007004
YGR266W	1.090709
YGR268C	0.994378
YGR269W	0.985672
YGR270W	0.80656
YGR271W	0.99725
YGR273C	1.022142
YGR275W	1.007431
YGR276C	1.017579
YGR279C	1.03274
YGR281W	0.986222
YGR282C	1.054578
YGR283C	0.971724
YGR284C	0.999415
YGR285C	0.366723
YGR286C	0.96902
YGR287C	1.038234
YGR288W	1.018104
YGR289C	1.01859
YGR290W	1.031083
YGR291C	1.060491
YGR292W	0.996124
YGR294W	0.99228
YGR296W	1.091238
YHL001W	0.90747
YHL002W	1.01622
YHL003C	1.040804
YHL004W	0.292047
YHL006C	0.994237
YHL008C	1.007453
YHL009C	0.987859
YHL010C	1.00618
YHL012W	1.018973
YHL013C	0.936223
YHL014C	1.016904
YHL015W-A	1.017192
YHL016C	1.01052
YHL017W	1.003981
YHL019C	0.979701
YHL020C	0.947304
YHL021C	0.996775
YHL022C	1.005155
YHL023C	0.910616
YHL024W	1.008395
YHL025W	0.430449
YHL026C	0.989429
YHL027W	0.731838
YHL028W	0.97467
YHL029C	0.938742
YHL030W	1.112969
YHL032C	1.026499
YHL033C	0.860421
YHL034C	0.89773
YHL035C	1.025226
YHL036W	0.991866
YHL037C	0.984389
YHL038C	0.687212
YHL039W	1.005535
YHL040C	0.975394
YHL041W	0.965785
YHL042W	0.988169
YHL043W	1.000261
YHL044W	1.016791
YHL045W	1.058643
YHL046C	1.016241
YHL047C	1.007233
YHL048C-A	1.002442
YHL048W	0.994834
YHL050C	1.121932
YHR001W-A	0.988019
YHR002W	0.862637
YHR003C	1.012571
YHR004C	0.940842
YHR006W	1.011771
YHR007C-A	0.99598
YHR008C	0.997382
YHR009C	0.990305
YHR011W	0.358404
YHR012W	0.801776
YHR013C	0.513691
YHR014W	1.004998
YHR015W	1.008357
YHR016C	0.975944
YHR017W	1.018308
YHR021C	0.471126
YHR021W-A	0.964526
YHR022C	0.991558
YHR022C-A	0.984786
YHR028C	1.005659
YHR029C	0.986845
YHR030C	0.96672
YHR031C	0.990204
YHR032W	1.036461
YHR033W	0.984025
YHR034C	0.87356
YHR035W	1.010003
YHR037W	1.01006
YHR038W	0.569517
YHR039C	1.030429
YHR039C-A	0.351938
YHR041C	0.573466
YHR043C	1.007169
YHR044C	1.009159
YHR045W	1.016734
YHR046C	0.987605
YHR047C	0.999007
YHR048W	1.016195
YHR049C-A	1.01254
YHR049W	1.001197
YHR050W	1.0027
YHR050W-A	0.910167
YHR051W	0.656743
YHR055C	1.066411
YHR057C	1.028949
YHR059W	0.985706
YHR060W	0.35623
YHR061C	1.020468
YHR063C	1.013891
YHR064C	0.320785
YHR066W	0.817441
YHR067W	0.78471
YHR071W	0.988736
YHR073W	0.999391
YHR075C	0.995857
YHR076W	1.042682
YHR077C	0.994596
YHR078W	1.100455
YHR079C	0.988882
YHR079C-A	1.0422865
YHR080C	1.057133
YHR081W	0.638748
YHR082C	1.067124
YHR086W	1.021643
YHR086W-A	1.000907
YHR087W	1.000409
YHR089C	0.861552
YHR091C	0.345903
YHR092C	1.018031
YHR093W	1.017749
YHR094C	1.023649
YHR095W	1.027484
YHR096C	0.988058
YHR097C	0.997437
YHR099W	1.041412
YHR100C	0.571781
YHR103W	0.978312
YHR104W	1.01327
YHR105W	1.029763
YHR106W	1.038039
YHR108W	0.909354
YHR109W	1.008408
YHR110W	1.00484
YHR111W	0.875875
YHR112C	1.036878
YHR113W	1.05628
YHR114W	1.009552
YHR116W	0.730641
YHR117W	1.084689
YHR119W	0.87423
YHR120W	0.668286
YHR121W	1.000208
YHR123W	1.007438
YHR124W	0.967644
YHR125W	0.996214
YHR126C	1.035965
YHR127W	1.024576
YHR128W	0.73419
YHR129C	0.902045
YHR130C	0.992506
YHR131C	1.011839
YHR132C	0.990278
YHR132W-A	1.017496
YHR133C	1.000091
YHR134W	0.905254
YHR135C	0.997579
YHR136C	1.034007
YHR137W	1.027899
YHR138C	1.03014
YHR139C	1.055255
YHR139C-A	1.02711
YHR140W	0.998582
YHR141C	0.502024
YHR142W	1.0053
YHR143W	1.046028
YHR144C	0.819138
YHR146W	1.026663
YHR147C	0.426893
YHR150W	0.986078
YHR151C	1.020409
YHR152W	1.032265
YHR153C	1.030837
YHR154W	1.005518
YHR155W	1.038742
YHR156C	1.041443
YHR157W	0.954867
YHR158C	1.008278
YHR159W	1.035525
YHR160C	1.048495
YHR161C	0.964098
YHR162W	0.987469
YHR163W	1.037083
YHR165C	1.001511
YHR167W	0.994308
YHR168W	0.661782
YHR171W	0.946458
YHR175W-A	1.076755
YHR176W	1.014407
YHR177W	0.985409
YHR178W	0.78893
YHR179W	1.038825
YHR180W	0.988437
YHR181W	1.004544
YHR182W	1.014878
YHR183W	0.313554
YHR184W	0.983531
YHR185C	0.994678
YHR187W	0.759054
YHR189W	0.85795
YHR191C	0.883163
YHR192W	1.098156
YHR193C	0.958692
YHR194W	0.461552
YHR195W	1.02427
YHR198C	0.971517
YHR199C	1.020872
YHR199C-A	0.998068
YHR200W	0.932601
YHR201C	1.007486
YHR202W	1.01287
YHR203C	0.714576
YHR204W	1.016613
YHR206W	0.961829
YHR207C	1.036706
YHR208W	0.793616
YHR209W	1.027653
YHR210C	1.011082
YHR211W	1.063508
YHR212W-A	1.064203
YHR213W	1.040046
YHR213W-A	1.060075
YHR213W-B	1.051048
YHR214C-D	0.983988
YHR214C-E	1.102679
YHR215W	0.980816
YHR216W	1.028781
YHR218W	1.035218
YHR219W	1.023446
YIL001W	1.019068
YIL002C	0.988712
YIL002W-A	0.98898
YIL005W	0.989819
YIL007C	1.004389
YIL008W	0.828484
YIL009C-A	1.034901
YIL009W	1.090338
YIL010W	1.011842
YIL011W	1.036862
YIL012W	1.037522
YIL013C	1.015746
YIL014C-A	0.983357
YIL014W	1.019873
YIL015W	0.989973
YIL016W	1.029638
YIL017C	0.984606
YIL018W	0.382951
YIL023C	1.050568
YIL024C	0.9943
YIL025C	1.036518
YIL027C	0.998903
YIL028W	0.973903
YIL029C	1.050964
YIL030C	1.044374
YIL032C	1.002362
YIL033C	0.947783
YIL034C	1.003677
YIL035C	0.970497
YIL036W	0.976697
YIL037C	1.020037
YIL038C	0.867574
YIL039W	0.986303
YIL040W	0.84452
YIL041W	1.004946
YIL042C	1.021095
YIL043C	1.031399
YIL044C	0.933297
YIL045W	0.982952
YIL046W-A	1.028215
YIL047C	0.997697
YIL050W	0.964772
YIL052C	0.89303
YIL053W	0.966962
YIL054W	1.015558
YIL055C	1.018334
YIL056W	0.999219
YIL057C	1.053562
YIL058W	0.973686
YIL059C	1.006326
YIL060W	0.63934
YIL064W	0.939682
YIL065C	0.890726
YIL066C	1.003875
YIL067C	1.04438
YIL069C	0.871335
YIL070C	0.876465
YIL071C	1.040096
YIL072W	1.035415
YIL073C	0.978396
YIL074C	1.023863
YIL076W	0.633918
YIL077C	0.965975
YIL079C	0.981479
YIL084C	0.865858
YIL085C	1.022485
YIL086C	0.968439
YIL087C	1.050289
YIL088C	1.028594
YIL089W	1.020851
YIL090W	0.533087
YIL092W	1.003083
YIL093C	0.56219
YIL095W	1.071184
YIL096C	1.050212
YIL097W	1.010585
YIL098C	0.857491
YIL099W	1.016046
YIL100W	1.018002
YIL101C	0.996651
YIL102C	0.989487
YIL103W	0.982038
YIL105C	1.040913
YIL107C	1.013172
YIL108W	1.013805
YIL110W	0.624145
YIL111W	1.035434
YIL112W	0.953544
YIL113W	1.039019
YIL114C	1.034203
YIL117C	1.023703
YIL119C	1.066609
YIL120W	1.077356
YIL121W	0.989814
YIL122W	0.922064
YIL123W	1.011648
YIL124W	1.036343
YIL127C	0.993483
YIL128W	0.519727
YIL130W	1.078312
YIL131C	0.994227
YIL132C	0.999923
YIL133C	0.929658
YIL134C-A	1.025493
YIL134W	0.702857
YIL135C	1.039214
YIL136W	1.05975
YIL137C	1.011203
YIL138C	1.035853
YIL139C	1.038155
YIL140W	1.019771
YIL141W	1.02903
YIL145C	0.987697
YIL146C	1.022441
YIL148W	0.748166
YIL149C	0.998503
YIL151C	0.963698
YIL152W	1.033954
YIL153W	0.892498
YIL154C	0.927728
YIL155C	1.036415
YIL156W	1.013747
YIL157C	0.724324
YIL158W	1.006427
YIL159W	1.004314
YIL160C	1.036834
YIL161W	1.025362
YIL162W	1.041625
YIL163C	1.032451
YIL164C	0.999986
YIL165C	1.058173
YIL166C	0.982107
YIL169C	1.003524
YIL172C	1.026461
YIL173W	1.015881
YIL176C	0.995766
YIR001C	1.012921
YIR002C	0.956739
YIR003W	1.030797
YIR005W	0.824938
YIR007W	0.986914
YIR009W	0.366577
YIR013C	0.998401
YIR014W	0.97942
YIR016W	0.975149
YIR017C	1.021897
YIR018C-A	1.01963
YIR018W	1.048701
YIR019C	0.96841
YIR020C	1.04686
YIR020W-A	1.015197
YIR021W	0.676526
YIR021W-A	0.997722
YIR023W	0.530262
YIR024C	0.993189
YIR025W	0.984358
YIR026C	0.437348
YIR027C	0.987829
YIR028W	1.005524
YIR029W	1.043432
YIR030C	1.032318
YIR031C	1.009759
YIR032C	1.031362
YIR033W	0.852858
YIR035C	1.025025
YIR036C	1.003601
YIR037W	1.022428
YIR038C	1.030202
YIR039C	1.023779
YIR041W	1.009288
YIR042C	1.029608
YJL003W	0.689419
YJL004C	0.963679
YJL007C	1.01665
YJL012C	1.017514
YJL013C	0.954166
YJL016W	1.0539290000000001
YJL020C	1.0108424999999999
YJL022W	1.003029
YJL024C	0.961597
YJL027C	1.044508
YJL028W	1.044311
YJL030W	1.045736
YJL036W	0.897079
YJL037W	1.048369
YJL038C	1.018369
YJL042W	0.985999
YJL043W	1.004618
YJL044C	0.999699
YJL045W	1.024639
YJL046W	0.815948
YJL047C	0.971077
YJL047C-A	0.965049
YJL048C	0.998044
YJL049W	1.004864
YJL051W	1.064327
YJL052C-A	1.01999
YJL052W	1.046408
YJL053W	0.875493
YJL055W	1.069411
YJL056C	0.375923
YJL057C	1.038704
YJL058C	1.068613
YJL059W	1.01641
YJL060W	1.016304
YJL062W	1.096584
YJL062W-A	0.69015
YJL063C	0.637357
YJL064W	0.985246
YJL065C	0.988127
YJL066C	1.045528
YJL067W	1.059791
YJL068C	0.99612
YJL070C	1.055898
YJL073W	1.021064
YJL077C	1.023507
YJL078C	0.955614
YJL079C	1.014647
YJL082W	1.034778
YJL083W	1.036446
YJL084C	1.029207
YJL089W	1.021935
YJL092W	1.009276
YJL093C	0.985423
YJL094C	1.017798
YJL095W	0.984805
YJL096W	0.538337
YJL098W	1.031209
YJL099W	1.024602
YJL100W	1.03537
YJL101C	0.7879
YJL102W	0.437931
YJL103C	1.020284
YJL105W	1.026583
YJL106W	1.013974
YJL107C	0.997167
YJL108C	1.04331
YJL110C	1.019948
YJL112W	1.004352
YJL115W	0.735046
YJL116C	1.015782
YJL117W	0.966619
YJL118W	1.004166
YJL119C	0.988622
YJL120W	0.886851
YJL121C	0.891801
YJL122W	0.98953
YJL123C	1.012631
YJL124C	0.95388
YJL126W	1.026686
YJL127C-B	1.031746
YJL128C	0.978304
YJL130C	1.023879
YJL131C	0.781164
YJL132W	1.039548
YJL133C-A	0.823684
YJL133W	1.042406
YJL134W	1.011042
YJL135W	0.998731
YJL136C	0.847712
YJL136W-A	1.032494
YJL137C	1.018829
YJL138C	0.869996
YJL139C	0.987915
YJL141C	1.020152
YJL142C	1.028097
YJL144W	1.064678
YJL145W	0.980883
YJL146W	1.013175
YJL147C	0.910454
YJL148W	0.798393
YJL149W	0.98056
YJL150W	0.993136
YJL151C	0.972848
YJL152W	0.98494
YJL153C	1.004395
YJL154C	0.807775
YJL155C	1.065744
YJL158C	0.999791
YJL159W	1.079977
YJL160C	1.035877
YJL161W	1.068675
YJL162C	1.037066
YJL163C	1.008123
YJL164C	0.9313
YJL165C	0.916628
YJL166W	0.744768
YJL168C	0.924147
YJL169W	1.013521
YJL170C	1.036137
YJL171C	1.021663
YJL172W	1.014626
YJL177W	0.876538
YJL178C	1.020862
YJL180C	0.688607
YJL181W	1.042061
YJL182C	0.977629
YJL183W	0.979344
YJL185C	0.992292
YJL186W	1.016731
YJL187C	1.031469
YJL188C	1.050924
YJL190C	0.715305
YJL191W	1.044596
YJL192C	1.021389
YJL193W	1.008871
YJL196C	0.996778
YJL197W	0.993986
YJL198W	1.019851
YJL199C	1.011716
YJL200C	0.237223
YJL201W	1.024521
YJL205C	1.009926
YJL206C	0.966044
YJL208C	1.00949
YJL209W	0.772528
YJL210W	0.871401
YJL211C	0.857999
YJL212C	1.020389
YJL213W	1.000106
YJL214W	1.036312
YJL215C	1.016505
YJL216C	1.014036
YJL217W	1.005808
YJL218W	1.016971
YJL219W	0.948326
YJL221C	1.006547
YJL222W	0.984664
YJL223C	1.047604
YJL225C	1.028662
YJR001W	1.007187
YJR003C	1.021242
YJR004C	1.03661
YJR005C-A	1.051676
YJR005W	0.978249
YJR008W	1.040173
YJR009C	1.044846
YJR010C-A	1.039954
YJR010W	1.046875
YJR011C	1.001068
YJR014W	0.963338
YJR015W	1.034243
YJR019C	1.035939
YJR020W	0.964418
YJR021C	1.017174
YJR024C	1.083892
YJR025C	0.968287
YJR030C	0.965711
YJR031C	0.989729
YJR032W	0.65445
YJR033C	0.950808
YJR034W	0.750648
YJR035W	0.997484
YJR036C	1.053669
YJR037W	1.066222
YJR038C	1.040069
YJR039W	1.00705
YJR040W	0.966751
YJR043C	0.912153
YJR044C	0.938221
YJR047C	1.046306
YJR048W	0.999823
YJR049C	0.751761
YJR050W	0.998101
YJR051W	1.049171
YJR052W	1.027819
YJR053W	0.979758
YJR054W	0.840597
YJR056C	0.995223
YJR058C	0.991758
YJR059W	0.88587
YJR060W	0.970981
YJR061W	1.013495
YJR062C	0.991914
YJR066W	0.996394
YJR069C	0.979691
YJR070C	0.925975
YJR073C	0.733887
YJR074W	0.863442
YJR075W	0.992418
YJR077C	1.017584
YJR078W	1.003567
YJR079W	0.986015
YJR080C	1.011431
YJR082C	0.937796
YJR083C	0.99782
YJR084W	0.808525
YJR085C	0.999249
YJR087W	0.888599
YJR088C	0.991968
YJR090C	0.204287
YJR091C	1.010474
YJR092W	1.002261
YJR094C	1.032475
YJR094W-A	0.939466
YJR095W	1.004466
YJR096W	1.0124
YJR097W	0.999218
YJR098C	1.047288
YJR099W	1.048131
YJR100C	1.05356
YJR102C	0.294554
YJR103W	1.001116
YJR104C	0.075982
YJR105W	0.46667
YJR106W	1.025565
YJR107W	1.006023
YJR108W	0.990049
YJR110W	1.04224
YJR111C	1.064011
YJR112W-A	0.994867
YJR113C	0.592651
YJR115W	1.030045
YJR116W	1.045883
YJR117W	1.011408
YJR118C	0.593066
YJR119C	1.016626
YJR120W	0.940694
YJR121W	0.550747
YJR122W	1.021267
YJR124C	1.016707
YJR125C	0.987568
YJR126C	0.955155
YJR127C	1.020819
YJR128W	0.999989
YJR129C	1.030842
YJR130C	1.016332
YJR131W	0.990611
YJR132W	0.572226
YJR133W	1.007107
YJR134C	0.983766
YJR135C	1.064864
YJR135W-A	1.004623
YJR137C	0.991924
YJR138W	0.887475
YJR139C	0.732256
YJR140C	1.015113
YJR142W	1.021771
YJR143C	1.006155
YJR144W	0.513315
YJR145C	0.636036
YJR146W	0.996953
YJR147W	1.06903
YJR149W	1.001191
YJR150C	1.010198
YJR151C	0.979903
YJR151W-A	1.02432
YJR152W	1.039877
YJR153W	1.050255
YJR154W	1.023895
YJR155W	1.114389
YJR158W	1.036811
YJR159W	1.048803
YJR160C	0.980437
YKL001C	1.035763
YKL002W	0.547322
YKL003C	0.477491
YKL005C	1.006417
YKL006W	0.602804
YKL007W	1.001787
YKL008C	1.037969
YKL009W	0.699993
YKL010C	0.991175
YKL011C	0.851476
YKL015W	1.028629
YKL016C	0.541982
YKL017C	1.038567
YKL018C-A	1.129498
YKL020C	1.034902
YKL023W	0.961755
YKL025C	1.064595
YKL026C	1.046144
YKL027W	0.994205
YKL029C	1.012253
YKL030W	1.067467
YKL031W	1.02824
YKL032C	0.753672
YKL033W-A	1.042809
