ORF	hom | growth (culture turbidity) | sodium arsenite [0.2 mM] | Johnson AJ~Wu MJ, 2015	hom | growth (culture turbidity) | sodium arsenite [0.4 mM] | Johnson AJ~Wu MJ, 2015
YOL004W	0.599	0.381
YOL006C	1.191	1.956
YOL007C	1.040	0.823
YOL008W	0.908	1.518
YOL009C	0.714	1.309
YOL011W	0.954	1.078
YOL012C	0.547	0.356
YOL013C	0.962	1.587
YOL013W-A	1.048	0.768
YOL013W-B	1.199	0.635
YOL014W	1.084	1.208
YOL015W	1.043	1.016
YOL016C	0.642	1.416
YOL017W	1.019	0.864
YOL018C	0.647	0.183
YOL019W	1.142	0.650
YOL019W-A	1.213	0.614
YOL020W	0.937	0.509
YOL023W	0.994	1.427
YOL024W	1.058	1.566
YOL025W	1.169	1.726
YOL027C	1.076	1.247
YOL028C	1.006	0.968
YOL029C	1.031	0.549
YOL030W	1.016	0.960
YOL031C	1.021	1.352
YOL032W	0.962	1.263
YOL033W	0.576	0.702
YOL035C	1.069	1.941
YOL036W	1.104	1.392
YOL037C	1.201	1.653
YOL038C-A	1.084	0.610
YOL039W	1.041	1.417
YOL041C	0.990	3.216
YOL042W	1.163	1.605
YOL043C	1.020	0.784
YOL044W	1.013	0.796
YOL045W	0.947	1.820
YOL046C	1.133	1.508
YOL047C	0.994	0.853
YOL049W	1.059	1.471
YOL050C	1.215	1.939
YOL051W	1.421	1.559
YOL052C	1.076	0.884
YOL052C-A	1.153	0.638
YOL053C-A	1.026	0.996
YOL053W	1.058	1.064
YOL054W	1.035	1.480
YOL055C	1.016	1.487
YOL056W	0.885	1.050
YOL057W	1.069	1.171
YOL058W	1.079	1.118
YOL059W	1.099	1.716
YOL060C	1.255	1.259
YOL061W	1.081	0.807
YOL062C	1.075	1.257
YOL063C	0.960	0.592
YOL064C	1.163	1.038
YOL065C	0.917	1.002
YOL067C	0.903	1.128
YOL068C	0.905	0.575
YOL070C	0.934	0.957
YOL071W	1.192	1.320
YOL072W	1.016	1.292
YOL073C	0.939	1.880
YOL075C	1.032	0.718
YOL077W-A	0.681	1.139
YOL079W	1.156	1.500
YOL080C	1.106	0.981
YOL081W	0.223	0.089
YOL082W	0.949	0.689
YOL083W	0.953	0.673
YOL084W	1.198	1.024
YOL085C	1.380	1.326
YOL086C	0.410	0.000
YOL086W-A	1.054	1.017
YOL087C	1.611	1.989
YOL088C	1.018	0.458
YOL089C	0.581	0.513
YOL090W	1.194	0.903
YOL091W	0.796	1.151
YOL092W	0.793	1.080
YOL093W	1.000	0.739
YOL095C	1.067	2.057
YOL096C	0.715	0.931
YOL097W-A	0.926	0.910
YOL098C	0.634	0.792
YOL099C	0.496	0.776
YOL100W	1.077	1.795
YOL101C	0.637	1.113
YOL103W	0.922	1.668
YOL104C	0.921	1.662
YOL105C	0.860	1.439
YOL106W	0.839	1.361
YOL107W	0.857	0.925
YOL108C	1.490	3.721
YOL109W	0.942	0.835
YOL110W	0.691	0.807
YOL111C	0.476	0.717
YOL112W	0.820	1.149
YOL113W	0.781	1.079
YOL114C	1.112	1.043
YOL115W	0.366	1.236
YOL116W	0.797	1.898
YOL117W	0.955	1.649
YOL118C	0.909	1.622
YOL119C	0.966	1.754
YOL121C	0.575	1.627
YOL122C	1.140	1.539
YOL124C	1.030	1.034
YOL126C	1.122	1.068
YOL128C	0.892	1.625
YOL129W	1.056	1.763
YOL131W	1.203	1.577
YOL132W	1.041	1.494
YOL136C	0.940	0.925
YOL137W	0.910	1.305
YOL138C	0.442	0.149
YOL140W	1.031	0.833
YOL141W	1.109	0.262
YOL143C	2.457	2.396
YOL145C	2.948	2.516
YOL147C	1.171	0.638
YOL148C	0.691	0.449
YOL150C	1.163	0.541
YOL153C	1.186	1.147
YOL154W	1.241	0.858
YOL155C	1.191	0.311
YOL158C	1.101	0.134
YOL159C	1.090	0.191
YOL159C-A	0.831	0.512
YOL160W	1.160	0.275
YOL162W	1.129	0.514
YOL163W	1.101	0.542
YOL164W	1.010	0.581
YOL164W-A	0.949	0.776
YOR001W	1.629	3.672
YOR002W	1.148	1.084
YOR003W	1.075	1.315
YOR005C	1.086	1.116
YOR006C	1.011	1.695
YOR007C	1.191	1.315
YOR008C	0.769	0.974
YOR008C-A	1.002	0.454
YOR009W	0.926	1.289
YOR010C	0.930	0.911
YOR011W	0.885	1.063
YOR012W	0.842	0.967
YOR013W	1.075	0.949
YOR014W	1.019	0.395
YOR015W	1.150	1.332
YOR016C	0.980	0.735
YOR017W	1.132	0.956
YOR018W	0.969	1.173
YOR019W	1.122	1.833
YOR020W-A	1.130	0.564
YOR021C	0.853	1.081
YOR022C	0.887	0.936
YOR023C	0.908	0.675
YOR024W	0.841	0.917
YOR025W	1.201	1.064
YOR027W	1.102	0.549
YOR028C	0.962	0.421
YOR029W	1.179	0.906
YOR030W	1.055	1.415
YOR031W	0.977	1.338
YOR032C	0.935	1.327
YOR033C	0.878	1.034
YOR034C-A	1.169	0.384
YOR035C	0.863	0.772
YOR036W	0.260	0.415
YOR037W	1.294	1.053
YOR038C	1.195	0.679
YOR039W	0.901	0.832
YOR040W	1.056	0.900
YOR041C	1.110	1.191
YOR042W	0.999	0.998
YOR043W	0.973	1.973
YOR044W	0.826	0.378
YOR045W	0.596	0.250
YOR047C	0.498	0.356
YOR049C	1.215	1.052
YOR050C	1.105	1.006
YOR051C	0.952	1.441
YOR052C	1.093	0.912
YOR053W	0.948	1.174
YOR055W	1.010	1.000
YOR058C	0.556	0.460
YOR059C	0.670	0.480
YOR061W	1.304	1.493
YOR062C	1.116	0.704
YOR064C	1.122	0.839
YOR065W	0.658	0.523
YOR066W	0.988	0.492
YOR067C	0.911	0.890
YOR068C	1.131	1.838
YOR070C	0.867	0.693
YOR071C	0.804	0.439
YOR072W	0.743	0.492
YOR073W	0.987	1.170
YOR076C	1.239	1.441
YOR078W	0.886	1.850
YOR079C	0.932	0.947
YOR080W	0.316	0.363
YOR081C	0.880	0.719
YOR082C	0.953	1.054
YOR083W	0.971	0.881
YOR084W	0.693	0.440
YOR085W	1.213	1.870
YOR087W	1.067	1.342
YOR088W	1.099	0.979
YOR089C	1.116	0.951
YOR090C	0.948	1.061
YOR091W	0.869	1.338
YOR092W	0.990	1.209
YOR093C	0.843	0.743
YOR094W	0.905	0.808
YOR096W	0.419	1.328
YOR097C	1.017	0.842
YOR099W	1.063	0.893
YOR100C	1.071	1.372
YOR101W	1.078	1.400
YOR104W	1.003	1.005
YOR105W	1.048	1.359
YOR106W	0.537	0.354
YOR107W	1.026	0.736
YOR108W	1.182	1.198
YOR109W	1.137	1.018
YOR111W	0.997	0.722
YOR112W	0.897	0.913
YOR113W	0.831	1.246
YOR114W	0.873	1.090
YOR115C	0.947	1.023
YOR118W	1.041	1.234
YOR120W	1.169	1.016
YOR121C	0.971	0.908
YOR123C	0.605	1.107
YOR124C	0.326	0.135
YOR125C	0.385	0.518
YOR126C	0.825	0.886
YOR127W	0.978	1.255
YOR129C	0.789	0.931
YOR130C	0.932	0.899
YOR131C	0.985	1.142
YOR132W	1.090	1.338
YOR133W	1.003	1.011
YOR134W	0.940	0.953
YOR135C	0.491	1.757
YOR136W	0.329	1.540
YOR137C	0.828	1.170
YOR138C	0.822	1.023
YOR139C	1.541	3.168
YOR140W	1.168	1.117
YOR141C	0.287	0.557
YOR142W	0.679	0.990
YOR144C	0.864	0.624
YOR147W	1.094	1.740
YOR150W	0.680	1.111
YOR152C	0.531	0.578
YOR153W	0.598	0.986
YOR154W	0.890	1.439
YOR155C	0.692	0.899
YOR156C	0.679	0.854
YOR158W	0.495	0.196
YOR161C	0.654	0.694
YOR161C-C	1.103	1.065
YOR162C	0.539	0.959
YOR163W	0.657	0.775
YOR164C	0.462	0.584
YOR165W	0.509	0.791
YOR166C	0.744	1.001
YOR167C	0.614	1.418
YOR170W	0.626	0.377
YOR171C	0.548	0.340
YOR172W	0.541	0.641
YOR173W	0.630	0.921
YOR175C	0.670	0.776
YOR177C	0.492	0.676
YOR178C	0.698	0.574
YOR180C	1.068	1.005
YOR182C	0.777	2.166
YOR183W	0.625	2.020
YOR184W	1.843	-0.000
YOR185C	0.756	0.997
YOR186W	0.762	0.979
YOR187W	1.037	2.100
YOR188W	0.897	1.150
YOR189W	0.600	1.149
YOR190W	0.925	0.914
YOR191W	0.895	1.337
YOR192C	1.138	1.164
YOR193W	1.185	1.844
YOR195W	1.109	1.061
YOR196C	1.202	1.696
YOR197W	1.137	1.752
YOR198C	0.853	1.019
YOR199W	1.037	1.571
YOR200W	0.642	0.925
YOR201C	0.862	1.256
YOR202W	1.106	1.329
YOR205C	0.845	1.288
YOR208W	1.163	1.594
YOR209C	1.240	1.622
YOR211C	0.617	0.831
YOR213C	0.785	0.183
YOR214C	1.180	1.594
YOR215C	1.546	2.392
YOR216C	1.308	1.897
YOR219C	1.148	1.129
YOR220W	1.175	1.017
YOR221C	1.178	1.193
YOR222W	1.092	0.975
YOR223W	1.114	1.401
YOR225W	1.160	1.433
YOR226C	1.303	1.927
YOR227W	1.190	1.558
YOR228C	1.173	1.604
YOR229W	1.115	1.497
YOR230W	1.144	1.695
YOR231W	1.123	0.978
YOR233W	1.181	1.577
YOR234C	1.032	1.679
YOR235W	1.181	1.414
YOR237W	1.193	1.004
YOR238W	1.136	1.205
YOR240W	1.538	1.534
YOR241W	0.688	0.815
YOR242C	1.154	1.301
YOR243C	1.158	1.198
YOR245C	1.166	1.697
YOR246C	1.140	1.520
YOR247W	1.317	1.964
YOR248W	1.399	1.923
YOR251C	1.260	1.794
YOR252W	1.312	2.006
YOR253W	1.178	1.526
YOR255W	1.187	1.466
YOR258W	0.308	0.053
YOR263C	1.276	1.312
YOR264W	1.076	0.550
YOR265W	0.184	0.044
YOR266W	1.123	0.375
YOR267C	1.163	0.900
YOR268C	1.187	1.568
YOR269W	1.112	1.112
YOR270C	1.027	0.666
YOR271C	1.066	0.121
YOR273C	1.057	0.856
YOR274W	1.106	0.204
YOR275C	1.298	1.803
YOR276W	1.227	0.354
YOR277C	1.185	1.848
YOR279C	1.151	1.484
YOR280C	1.171	1.419
YOR283W	1.156	1.343
YOR284W	1.159	1.750
YOR285W	1.162	1.703
YOR286W	1.196	1.384
YOR288C	1.278	1.825
YOR289W	0.652	1.271
YOR290C	0.205	0.399
YOR291W	0.343	0.668
YOR292C	0.573	1.117
YOR293C-A	1.028	1.744
YOR293W	0.556	1.085
YOR295W	0.606	1.183
YOR296W	0.414	0.807
YOR297C	0.883	1.723
YOR298W	0.551	1.074
YOR299W	0.191	0.372
YOR300W	0.826	0.541
YOR301W	0.345	0.672
YOR304C-A	0.169	0.330
YOR304W	0.142	0.277
YOR305W	0.384	0.750
YOR307C	0.465	0.907
YOR308C	0.432	0.843
YOR311C	0.184	0.358
YOR312C	0.902	1.759
YOR313C	0.371	0.723
YOR314W	0.162	0.316
YOR315W	0.254	0.496
YOR316C	0.214	0.417
YOR316C-A	1.123	1.436
YOR317W	0.515	1.458
YOR318C	0.270	0.526
YOR320C	0.521	1.017
YOR321W	0.279	0.543
YOR322C	0.082	0.161
YOR323C	0.423	0.825
YOR324C	0.318	0.620
YOR325W	0.511	0.996
YOR327C	0.221	0.432
YOR328W	0.194	0.378
YOR330C	0.234	0.457
YOR331C	0.214	0.417
YOR332W	0.273	0.532
YOR333C	0.370	0.722
YOR334W	0.456	0.890
YOR337W	0.595	1.161
YOR338W	0.353	0.689
YOR339C	0.268	0.522
YOR342C	0.349	0.681
YOR343C	0.420	0.819
YOR344C	0.225	0.440
YOR345C	0.503	0.982
YOR346W	0.470	0.917
YOR347C	0.400	0.780
YOR348C	0.327	0.638
YOR349W	0.013	0.026
YOR350C	0.259	0.506
YOR351C	0.363	0.709
YOR352W	0.285	0.556
YOR354C	0.247	0.481
YOR355W	0.235	0.458
YOR356W	0.434	0.847
YOR357C	0.658	1.284
YOR358W	0.620	1.210
YOR359W	0.139	0.271
YOR360C	0.115	0.224
YOR363C	0.582	1.136
YOR365C	0.272	0.531
YOR376W-A	1.137	1.766
YOR382W	0.369	0.719
YOR383C	0.393	0.766
YOR384W	1.024	1.211
YOR385W	1.141	1.553
YOR386W	1.121	1.181
YPL001W	1.057	1.619
YPL002C	0.960	1.102
YPL003W	0.950	0.986
YPL004C	1.181	1.068
YPL005W	0.872	2.087
YPL006W	1.034	1.144
YPL008W	0.723	0.640
YPL009C	1.049	1.078
YPL013C	0.797	1.037
YPL014W	0.892	1.147
YPL015C	0.955	1.021
YPL017C	1.071	0.417
YPL018W	0.770	0.389
YPL019C	1.057	1.279
YPL021W	1.360	1.481
YPL022W	0.947	1.185
YPL023C	0.849	1.125
YPL024W	2.106	2.054
YPL025C	1.059	1.510
YPL026C	1.013	1.146
YPL027W	1.086	0.569
YPL029W	0.711	1.702
YPL030W	0.987	1.336
YPL031C	0.377	0.256
YPL032C	1.541	1.105
YPL033C	1.069	1.185
YPL034W	1.064	0.168
YPL035C	1.034	1.242
YPL036W	1.083	0.758
YPL037C	0.725	1.106
YPL038W	0.851	1.153
YPL038W-A	1.090	0.964
YPL039W	0.831	1.190
YPL040C	0.526	0.645
YPL041C	1.030	1.177
YPL042C	0.413	0.345
YPL045W	0.558	0.672
YPL046C	1.098	1.486
YPL047W	0.819	0.576
YPL048W	0.645	1.176
YPL049C	0.733	1.167
YPL050C	0.976	0.282
YPL051W	0.875	2.265
YPL052W	0.667	1.175
YPL053C	0.894	1.060
YPL054W	1.078	1.501
YPL055C	0.534	0.655
YPL056C	1.020	1.639
YPL057C	1.117	1.232
YPL058C	0.929	1.490
YPL059W	0.833	1.361
YPL060W	0.608	0.649
YPL061W	1.060	2.169
YPL062W	1.031	1.960
YPL064C	0.987	1.307
YPL065W	0.697	1.132
YPL066W	0.788	0.846
YPL067C	1.093	1.856
YPL068C	1.074	1.786
YPL069C	1.720	3.115
YPL070W	0.957	1.702
YPL071C	1.066	1.204
YPL072W	1.005	1.413
YPL073C	0.958	1.309
YPL074W	1.003	1.685
YPL077C	0.680	1.553
YPL078C	1.150	0.799
YPL079W	0.920	3.155
YPL080C	1.014	2.562
YPL081W	1.086	1.797
YPL084W	0.918	1.283
YPL086C	1.096	3.602
YPL087W	0.971	1.655
YPL088W	1.043	1.936
YPL089C	0.972	1.707
YPL090C	0.666	2.076
YPL091W	1.091	1.615
YPL092W	1.109	1.388
YPL095C	1.075	0.978
YPL096C-A	2.808	4.107
YPL096W	1.069	1.071
YPL097W	1.976	3.334
YPL098C	1.139	1.028
YPL099C	1.154	0.940
YPL100W	1.101	0.917
YPL101W	0.749	1.003
YPL102C	0.839	0.876
YPL103C	1.182	0.975
YPL104W	1.355	1.807
YPL105C	1.081	0.498
YPL106C	1.267	1.348
YPL107W	1.053	0.668
YPL108W	1.047	0.760
YPL109C	1.060	0.840
YPL110C	1.100	1.016
YPL111W	1.082	0.947
YPL112C	1.129	0.916
YPL113C	1.066	0.769
YPL114W	1.096	1.114
YPL115C	0.964	0.446
YPL116W	0.949	0.652
YPL118W	1.775	2.662
YPL119C	1.059	0.537
YPL119C-A	1.148	0.817
YPL120W	0.878	0.511
YPL121C	1.089	0.919
YPL123C	1.063	0.678
YPL125W	0.843	1.205
YPL127C	0.917	0.620
YPL129W	0.878	0.685
YPL130W	1.130	0.690
YPL132W	0.447	1.065
YPL133C	1.033	0.680
YPL134C	0.958	2.043
YPL135W	1.053	0.838
YPL136W	1.004	0.601
YPL137C	42.260	4.672
YPL138C	1.119	0.142
YPL139C	0.947	0.751
YPL140C	1.116	0.757
YPL141C	1.143	0.523
YPL144W	0.733	0.221
YPL145C	1.137	0.825
YPL147W	1.083	0.662
YPL148C	1.081	1.460
YPL149W	0.814	0.556
YPL150W	0.866	0.981
YPL152W	0.842	1.480
YPL152W-A	1.127	1.218
YPL154C	0.966	0.409
YPL155C	0.721	0.382
YPL156C	1.047	0.557
YPL157W	1.117	1.616
YPL158C	0.552	0.731
YPL159C	1.050	0.661
YPL161C	0.074	0.059
YPL162C	1.056	1.175
YPL163C	1.080	1.040
YPL164C	1.106	1.441
YPL166W	1.099	0.528
YPL167C	1.071	0.771
YPL168W	1.138	1.426
YPL170W	1.074	0.934
YPL171C	1.111	0.902
YPL172C	0.513	0.230
YPL173W	0.492	0.272
YPL174C	0.526	0.160
YPL176C	1.101	0.836
YPL177C	1.163	1.261
YPL178W	1.399	1.295
YPL179W	1.157	1.808
YPL180W	0.526	0.128
YPL181W	1.075	0.787
YPL182C	1.099	0.849
YPL183C	1.096	1.370
YPL183W-A	1.109	1.004
YPL184C	1.164	1.509
YPL185W	1.124	1.140
YPL186C	1.168	1.444
YPL187W	1.164	1.485
YPL188W	0.218	0.126
YPL189W	1.128	1.499
YPL191C	0.991	1.966
YPL192C	0.762	1.467
YPL193W	0.283	1.440
YPL194W	0.956	1.451
YPL195W	0.466	1.408
YPL196W	0.641	1.091
YPL197C	0.865	1.766
YPL198W	0.639	1.009
YPL199C	0.702	1.239
YPL200W	0.675	1.213
YPL201C	0.651	0.728
YPL202C	0.556	0.860
YPL203W	0.570	0.460
YPL205C	0.428	1.737
YPL206C	0.626	1.111
YPL207W	0.567	1.202
YPL208W	0.604	1.599
YPL212C	0.747	1.490
YPL213W	0.334	0.727
YPL214C	0.759	0.897
YPL215W	0.211	0.209
YPL216W	0.594	0.605
YPL219W	0.717	1.140
YPL220W	0.644	0.878
YPL221W	0.763	0.526
YPL222W	0.655	0.575
YPL223C	0.886	1.209
YPL224C	1.088	1.175
YPL225W	0.451	0.443
YPL226W	0.330	0.370
YPL227C	0.639	0.714
YPL229W	0.573	0.511
YPL230W	0.696	0.438
YPL232W	0.648	0.551
YPL234C	0.176	0.428
YPL236C	0.640	1.366
YPL239W	0.391	1.341
YPL240C	0.749	0.657
YPL241C	0.117	0.084
YPL244C	0.760	0.667
YPL245W	0.568	0.524
YPL246C	0.573	0.827
YPL247C	0.584	0.685
YPL248C	0.104	1.392
YPL249C	0.102	1.135
YPL249C-A	2.431	2.632
YPL250C	0.027	0.481
YPL253C	0.072	0.504
YPL254W	0.246	0.479
YPL256C	0.101	0.790
YPL257W	0.027	0.375
YPL258C	0.022	0.565
YPL259C	0.037	0.687
YPL260W	0.640	1.244
YPL261C	0.906	1.349
YPL262W	0.663	1.894
YPL263C	0.630	1.881
YPL264C	0.735	1.165
YPL265W	0.505	0.415
YPL267W	0.904	1.058
YPL268W	1.040	1.106
YPL269W	0.189	0.053
YPL270W	0.499	0.470
YPL271W	0.303	0.556
YPL272C	0.732	0.804
YPL273W	0.768	0.855
YPL274W	0.746	0.692
YPL277C	1.119	1.037
YPR001W	1.065	1.356
YPR002W	1.049	1.167
YPR003C	0.878	0.738
YPR004C	0.796	0.662
YPR006C	1.118	0.466
YPR007C	1.178	0.521
YPR008W	1.186	2.155
YPR009W	0.947	0.632
YPR011C	1.208	1.188
YPR012W	1.257	0.597
YPR013C	1.245	0.826
YPR014C	1.196	0.529
YPR015C	1.260	0.498
YPR017C	1.143	0.841
YPR018W	0.979	0.320
YPR020W	1.034	0.828
YPR021C	1.127	1.056
YPR022C	1.221	1.622
YPR023C	1.215	1.779
YPR024W	1.123	1.239
YPR026W	1.198	1.367
YPR027C	1.186	0.414
YPR028W	1.030	0.190
YPR029C	1.172	0.306
YPR030W	1.076	1.620
YPR031W	1.138	0.897
YPR032W	0.369	0.949
YPR036W	0.934	1.342
YPR037C	1.198	1.724
YPR038W	1.069	0.473
YPR039W	1.040	0.090
YPR040W	0.843	0.246
YPR042C	1.015	0.462
YPR043W	1.796	1.902
YPR044C	0.685	3.433
YPR045C	0.644	2.179
YPR046W	0.413	1.890
YPR047W	0.644	2.213
YPR049C	1.007	0.865
YPR050C	0.842	0.829
YPR051W	0.725	0.131
YPR052C	1.071	0.281
YPR053C	1.074	0.158
YPR054W	0.820	0.501
YPR057W	0.427	1.945
YPR058W	0.393	1.693
YPR059C	0.246	1.166
YPR060C	0.325	0.450
YPR061C	0.625	0.744
YPR062W	0.662	0.502
YPR063C	1.033	0.511
YPR064W	1.048	0.183
YPR065W	0.956	0.306
YPR066W	0.879	1.027
YPR067W	NaN	NaN
YPR068C	0.833	1.981
YPR069C	1.036	2.088
YPR070W	0.368	0.276
YPR071W	1.093	2.087
YPR072W	0.248	0.400
YPR073C	1.157	0.780
YPR074C	0.936	0.226
YPR075C	0.999	1.105
YPR076W	1.044	0.356
YPR077C	1.148	0.725
YPR078C	1.289	0.237
YPR079W	0.882	0.505
YPR083W	1.005	0.921
YPR084W	1.132	1.233
YPR087W	0.428	0.447
YPR090W	0.954	0.307
YPR091C	0.911	1.186
YPR092W	0.857	0.706
YPR093C	0.904	0.796
YPR095C	0.955	0.460
YPR096C	1.109	0.423
YPR097W	1.156	0.603
YPR098C	1.195	0.612
YPR099C	0.628	0.461
YPR100W	0.987	0.826
YPR101W	0.931	2.033
YPR106W	1.180	4.051
YPR109W	1.084	2.215
YPR111W	1.626	3.240
YPR114W	0.748	4.250
YPR115W	1.043	1.208
YPR116W	1.607	3.281
YPR117W	0.664	1.587
YPR118W	1.095	0.896
YPR119W	0.624	0.872
YPR120C	0.386	0.957
YPR121W	1.002	0.579
YPR122W	1.382	1.697
YPR123C	0.403	0.457
YPR124W	0.854	1.665
YPR125W	0.971	0.922
YPR126C	0.618	1.170
YPR127W	0.839	2.766
YPR128C	1.104	2.769
YPR129W	1.344	2.335
YPR130C	0.734	2.873
YPR131C	1.106	5.750
YPR132W	1.059	3.057
YPR133W-A	0.474	0.707
YPR134W	1.186	1.801
YPR135W	1.092	1.198
YPR138C	0.990	1.186
YPR139C	0.410	1.907
YPR140W	0.999	2.355
YPR145W	0.655	2.179
YPR146C	0.756	1.071
YPR147C	0.990	2.179
YPR148C	1.004	2.098
YPR149W	0.821	1.201
YPR150W	0.478	0.971
YPR151C	0.743	1.091
YPR152C	0.515	1.013
YPR153W	1.092	4.579
YPR154W	1.346	2.003
YPR155C	0.821	2.180
YPR156C	1.267	2.413
YPR157W	1.155	1.553
YPR158W	1.012	2.070
YPR159C-A	1.245	1.585
YPR159W	0.941	2.549
YPR160W	0.820	1.564
YPR163C	0.461	1.647
YPR164W	0.174	0.594
YPR166C	2.921	4.419
YPR167C	1.154	1.717
YPR170C	1.067	1.757
YPR171W	0.872	1.144
YPR172W	0.850	1.712
YPR173C	0.823	1.714
YPR174C	0.523	1.314
YPR179C	0.948	1.293
YPR184W	0.871	1.247
YPR185W	0.971	1.985
YPR188C	0.633	1.997
YPR189W	0.751	2.347
YPR191W	0.738	0.767
YPR192W	1.153	1.505
YPR193C	1.001	1.807
YPR194C	0.925	1.589
YPR195C	1.060	1.468
YPR196W	0.915	1.274
YPR197C	0.733	0.892
YPR198W	1.057	1.897
YPR199C	0.076	0.089
YPR200C	0.677	0.690
YPR201W	0.089	0.044
YGL174W	1.558	4.644
YDR485C	0.219	0.148
YGL237C	1.138	0.563
YNL147W	0.880	3.226
YOL151W	0.756	0.418
YOL152W	0.832	0.980
YDR090C	1.125	1.034
YDR271C	1.140	1.654
YDR318W	0.508	0.687
YGL023C	0.862	1.326
YGL032C	0.942	0.995
YGL125W	1.092	0.896
YGL211W	1.841	3.186
YNL315C	1.137	1.241
YDL034W	1.032	1.151
YDL039C	0.855	1.406
YDL074C	0.102	0.054
YDR092W	1.084	1.512
YDR269C	1.090	1.321
YDR315C	1.378	2.163
YDR448W	0.266	0.089
YER087W	0.726	1.261
YGL033W	1.057	1.233
YGL199C	1.078	1.416
YGL202W	1.609	1.282
YLR118C	1.059	1.339
YMR269W	1.551	2.840
YDL038C	0.710	1.221
YDR475C	1.059	1.513
YDR477W	0.514	0.555
YDR501W	1.026	1.117
YDR518W	0.904	1.456
YOR026W	1.243	1.443
YDR179W-A	1.138	1.509
YGL104C	1.056	0.701
YLR125W	0.962	1.350
YBR244W	1.073	1.396
YDL019C	0.959	1.129
YDL077C	0.848	1.060
YEL041W	1.114	1.379
YFL042C	1.078	0.539
YGL081W	1.036	1.198
YIL041W	0.929	1.023
YJL088W	0.866	0.980
YMR202W	0.690	0.841
YOL076W	0.746	1.241
YLR251W	1.059	1.344
YDL067C	0.872	1.233
YFL010W-A	0.940	0.845
YGL045W	1.190	0.912
YMR119W	0.985	0.776
YOL125W	1.043	0.630
YOR239W	1.102	1.378
YBR285W	0.735	0.599
YDL005C	1.450	2.129
YFL033C	1.024	1.170
YMR032W	1.227	0.853
YBR274W	1.072	1.658
YDL061C	1.302	1.662
YER028C	0.915	1.725
YGL224C	1.313	1.604
YLR371W	0.869	0.460
YOR069W	0.920	1.854
YPR089W	1.165	0.961
YGL196W	1.021	1.194
YGR022C	1.103	0.843
YJL016W	1.060	1.984
YMR175W	1.104	1.732
YMR191W	1.056	1.209
YOR179C	0.963	1.042
YDL069C	0.721	0.451
YDR433W	1.404	1.689
YJL059W	1.055	1.152
YML104C	1.119	1.109
YMR174C	1.104	1.758
YFR038W	1.137	1.391
YGL101W	1.141	0.846
YGR037C	1.204	0.214
YGR225W	1.217	2.091
YKL094W	0.954	0.748
YLR332W	1.195	1.085
YBL091C-A	1.112	1.655
YDR506C	1.002	1.305
YJL020C	0.956	1.542
YKL065C	1.149	1.105
YKR091W	1.225	1.717
YPL165C	1.073	0.886
YDL053C	0.835	1.283
YGR018C	1.030	1.007
YML034W	1.178	1.071
YBR074W	0.993	1.715
YCR061W	0.867	1.163
YFL031W	0.816	1.186
YDR290W	1.755	5.591
YGL218W	0.721	0.576
YGL235W	1.095	1.612
YGR011W	0.988	1.328
YGR025W	1.243	1.043
YJL132W	0.925	1.348
YOR298C-A	1.112	1.274
YCR024C	1.002	0.864
YDL026W	0.763	0.966
YDR007W	1.230	0.355
YDR512C	0.898	1.245
YER109C	0.922	1.590
YGR062C	0.795	0.715
YKL002W	1.088	1.096
YLR194C	1.193	1.195
YLR455W	0.875	0.528
YMR169C	1.128	1.775
YDL036C	1.048	1.890
YBR062C	0.867	1.232
YBR100W	1.032	0.957
YBR201W	1.154	1.763
YCL014W	0.748	0.862
YLR054C	1.261	1.639
YOL048C	1.064	1.200
YBR098W	1.056	2.137
YBR105C	1.094	1.563
YBR157C	1.063	1.518
YDR500C	0.784	2.562
YFR045W	1.185	2.064
YKL137W	1.001	0.679
YLR329W	1.287	1.716
YOR054C	1.025	1.216
YBR020W	1.210	1.540
YCL002C	1.178	1.972
YCL061C	0.550	1.385
YER155C	1.290	0.719
YKL198C	1.154	1.758
YLR084C	1.022	1.433
YOR306C	0.415	1.171
YGR244C	1.197	1.954
YJL160C	1.056	0.728
YKL157W	0.913	0.668
YKL201C	0.811	0.942
YLR211C	1.174	0.963
YNL280C	-0.112	0.436
YBL104C	0.915	0.849
YCL023C	0.947	1.193
YOR364W	1.081	1.174
YDR147W	1.114	1.402
YCR037C	1.124	1.337
YER007W	0.211	0.082
YGL216W	1.046	0.866
YIL092W	1.094	2.003
YOR034C	0.968	1.499
YOR309C	1.484	2.077
YJL012C	1.244	2.113
YLR445W	1.188	2.043
YBR075W	1.081	1.302
YCL038C	1.105	1.118
YKL033W-A	1.116	0.708
YBR133C	0.999	0.503
YKR054C	1.136	1.446
YJL007C	1.067	1.635
YCL006C	1.129	0.962
YDR417C	0.484	1.991
