orf	hap a | phosphatase activity of a specific protein (Pho5) | phosphate starvation [unknown] | Huang S~O'Shea EK, 2005
YDR347W	122.53917867764812
YDR348C	157.3327290827774
YDR349C	104.48127213379914
YDR350C	120.13686697532336
YDR351W	79.45682063896456
YDR352W	84.59178670941898
YDR354W	66.69059021161368
YDR357C	72.62099670291761
YDR358W	75.55068758944937
YDR359C	77.0507110548857
YDR360W	48.20783369527585
YDR363W	82.32109982506113
YDR363W-A	79.61774438193844
YDR364C	
YDR368W	94.40202724622412
YDR369C	105.4361515261989
YDR370C	84.90953793216099
YDR371W	94.4005668264507
YDR372C	96.28724730151421
YDR374C	85.16247338845659
YDR375C	72.38093022018934
YDR377W	74.33106229796812
YDR378C	86.09942995981683
YDR379W	93.112473750818
YDR380W	144.53423598148842
YDR382W	88.84766114083905
YDR383C	117.39046378595012
YDR384C	113.11754494914626
YDR385W	99.81754481980113
YDR386W	115.53985367103328
YDR387C	104.98405958902313
YDR388W	68.32966920892326
YDR389W	329.6040924935802
YDR391C	89.36272960744776
YDR392W	103.21049020466555
YDR393W	158.43842503700728
YDR395W	247.77791241375374
YDR399W	139.87824417793007
YDR400W	120.2552852954716
YDR401W	99.5898351778703
YDR402C	109.59763213970021
YDR403W	100.97240931033568
YDR405W	140.51107790695556
YDR406W	106.49616204346925
YDR408C	114.19713227753371
YDR409W	97.64336974049397
YDR410C	118.27053862573143
YDR411C	126.8946028462991
YDR414C	180.6236251192094
YDR415C	125.96833270640386
YDR417C	152.0517364210366
YDR418W	125.62626619931183
YDR419W	109.40603514132924
YDR420W	101.42166431243822
YDR421W	96.97963369689325
YDR422C	102.91039883821051
YDR423C	99.69724303392488
YDR424C	112.53849661424155
YDR425W	102.20543230046559
YDR426C	74.88612231467687
YDR428C	91.37140087538071
YDR430C	138.4868580084896
YDR431W	120.04972362913111
YDR432W	125.78108672936258
YDR433W	116.82139827510349
YDR435C	80.48716687259129
YDR436W	119.43902987143176
YDR438W	85.32484104546626
YDR439W	116.25397836066054
YDR440W	102.88605324565034
YDR441C	109.55375440024564
YDR442W	61.86093223952133
YDR443C	80.93840087582794
YDR444W	127.65782622476385
YDR445C	343.07420081307947
YDR446W	114.63960328162396
YDR447C	113.0153568763543
YDR448W	31.635552534730138
YDR450W	83.26220924504503
YDR451C	86.20304216668332
YDR452W	102.60907685301171
YDR453C	113.00538984556194
YDR455C	87.36679054428215
YDR456W	80.41934771030856
YDR457W	70.60547829998633
YDR458C	92.4473648482541
YDR459C	133.402744652715
YDR461W	104.37462641552749
YDR462W	141.70701466817974
YDR463W	164.70530788197152
YDR465C	109.7383825142056
YDR466W	146.34882442452164
YDR467C	136.87556328414638
YDR469W	159.42982378247515
YDR470C	185.3959378565678
YDR471W	80.140501377921
YDR475C	89.60552701647472
YDR476C	91.60022571147894
YDR477W	178.35871487369164
YDR479C	144.12952405532218
YDR480W	126.5791781835497
YDR481C	167.19534704403043
YDR482C	93.56100005778626
YDR483W	120.04062247447946
YDR484W	90.07542650091784
YDR485C	104.04815564505472
YDR486C	59.03141167708157
YDR488C	73.67895274870514
YDR490C	192.13637182436668
YDR491C	94.70636159801771
YDR492W	82.31491096195145
YDR493W	94.49485381162401
YDR494W	131.18265400004353
YDR495C	124.48951444759787
YDR496C	86.11160674639743
YDR497C	108.12607173564876
YDR500C	169.71974694455395
YDR501W	128.4329439665737
YDR502C	98.85112201525229
YDR503C	136.3668484937835
YDR504C	92.17039789717876
YDR505C	76.11374212077334
YDR506C	95.90471741509302
YDR507C	100.70447890540314
YDR508C	105.29362375301952
YDR509W	178.1124639910983
YDR511W	123.92057411860546
YDR512C	143.83088033676825
YDR513W	215.17302089403148
YDR514C	101.7281621373996
YDR515W	112.5939196282227
YDR516C	104.08274655078455
YDR517W	80.03928969803782
YDR518W	87.0848888182233
YDR519W	76.96350413831775
YDR520C	79.5922560534834
YDR521W	
YDR522C	85.86069674592176
YDR523C	106.49489959736545
YDR524C	78.71036846369032
YDR525W	149.49066642905177
YDR525W-A	100.83952449333741
YDR528W	121.06126383332722
YDR529C	112.13113916873274
YDR530C	104.07162408759125
YDR532C	152.66325331542726
YDR533C	83.69413566512685
YDR534C	111.49041127461786
YDR535C	78.06547100605013
YDR536W	72.17142281366631
YDR537C	45.48125633232016
YDR538W	64.6317017460108
YDR539W	66.07585400530544
YDR540C	67.06929891813611
YDR541C	69.03045281860616
YEL001C	94.64533535181137
YEL003W	113.79343634484889
YEL004W	100.62805417270015
YEL005C	120.08444364345777
YEL006W	104.37517975668881
YEL007W	132.01900951952157
YEL008W	159.72229155249192
YEL009C	145.81161835858117
YEL010W	131.66185666185666
YEL011W	148.24231568230553
YEL012W	153.43470605256124
YEL013W	532.1968325464184
YEL014C	92.07954227870829
YEL015W	98.74922881684907
YEL016C	103.68604567767
YEL017C-A	94.68557185512682
YEL017W	109.55826384612922
YEL020C	87.61253756100521
YEL023C	91.11956548114648
YEL024W	139.94312500878178
YEL025C	129.4450011602106
YEL027W	122.94397878406718
YEL028W	114.10049265644139
YEL029C	333.9714334009466
YEL030W	110.57668436761304
YEL031W	146.74266580566194
YEL033W	109.22935414004655
YEL036C	246.77107900792106
YEL037C	161.9289624340378
YEL038W	98.84534194664155
YEL039C	91.51050397886382
YEL040W	102.0390315102554
YEL041W	128.50192358341076
YEL042W	141.9624360649513
YEL043W	122.35056693524692
YEL044W	163.13232458092267
YEL045C	58.11333967549284
YEL046C	45.63408692011366
YEL047C	104.14906982143248
YEL048C	107.43992569329001
YEL049W	98.28639139549722
YEL050C	54.62754100986372
YEL051W	36.02442333785618
YEL052W	102.12340628554719
YEL053C	81.3521004409885
YEL054C	106.1394260891062
YEL056W	106.63626468942233
YEL057C	148.2691664484806
YEL059W	90.07858670365712
YEL060C	100.33424536864192
YEL061C	198.80843374582065
YEL062W	98.89830968758123
YEL063C	89.33967516278169
YEL064C	90.48747294501972
YEL065W	95.87429759461462
YEL066W	96.18050749044076
YEL067C	144.36279001689428
YEL068C	123.71633502801838
YEL071W	117.70327700124162
YEL072W	105.09638239187282
YER001W	104.53902898739113
YER002W	110.32044035314384
YER004W	111.20611649793835
YER005W	116.12447220007678
YER007C-A	102.42019732681145
YER007W	94.43999661207968
YER010C	91.00778446899824
YER011W	106.13150729313608
YER014C-A	
YER014W	290.321182140119
YER016W	156.89121666404566
YER017C	184.0237420718302
YER019C-A	116.37807811016694
YER019W	118.50547730829422
YER020W	105.22357778002737
YER024W	138.26715030145724
YER027C	113.99071130552554
YER028C	112.56803044103108
YER030W	134.86860065899612
YER031C	84.87417235671425
YER032W	111.69583105172444
YER033C	112.51893489244358
YER034W	99.26750506721584
YER035W	100.44378361133899
YER037W	111.68794074394296
YER038W-A	142.682284325039
YER039C	135.27166782630144
YER039C-A	97.84670241222688
YER040W	114.08405114616423
YER041W	114.88672655748573
YER042W	105.47312783585868
YER044C	
YER044C-A	110.6765857405118
YER045C	106.31943357846971
YER046W	84.29010370050202
YER046W-A	111.97227239419396
YER047C	117.05952642177212
YER048C	145.33154149272855
YER049W	98.80915663350558
YER050C	97.50096155287932
YER051W	133.7580897677052
YER052C	118.38765100644545
YER053C	126.29439190569826
YER054C	121.53598640216771
YER055C	102.28422544540231
YER056C	235.22716624350784
YER056C-A	95.10604470504913
YER057C	98.4737925435912
YER058W	116.46737313718782
YER059W	75.59289506922218
YER060W	123.5593180496401
YER060W-A	102.9407420536453
YER061C	165.34281750136245
YER062C	138.54871105617647
YER063W	94.63983833481265
YER064C	137.82470989034385
YER065C	142.4615024246387
YER066C-A	122.34829651727159
YER066W	82.80129302317357
YER067C-A	114.73846744364576
YER067W	120.7153059861375
YER068C-A	128.70674985819625
YER068W	296.3603425559947
YER069W	138.74580647013744
YER070W	332.627276105537
YER071C	108.95011932223076
YER072W	73.19081813442942
YER073W	103.56242065495039
YER074W	80.78119695923914
YER075C	193.31520564250422
YER077C	94.55292814145216
YER078C	91.83108570896371
YER079W	99.87039963072772
YER080W	123.28778249875805
YER081W	112.0472981573383
YER083C	109.45518558300512
YER084W	107.54415434974668
YER085C	103.64498586348161
YER086W	-6.43428387330827
YER087C-B	96.59775630787726
YER087W	
YER088C	152.68520200855113
YER089C	104.75673530004228
YER090W	85.46875764791605
YER091C	116.53889885764032
YER091C-A	68.67336503644808
YER092W	103.80523219233683
YER093C-A	77.6431135179511
YER095W	72.8225912110133
YER096W	60.90564037392649
YER097W	130.27247007016834
YER098W	98.44979380313784
YER101C	91.3891056571437
YER103W	123.33692098270149
YER106W	87.31823678884788
YER110C	230.35714285714272
YER111C	218.84042194062607
YER113C	114.63959750373368
YER114C	112.90048697114656
YER115C	103.51338282249776
YER116C	109.19851380042465
YER117W	94.99477719421823
YER118C	91.02015669480402
YER119C	89.97960604533006
YER119C-A	68.29432415369916
YER120W	86.61786873435183
YER121W	99.10425831478463
YER122C	399.2005306521436
YER123W	140.19761204417424
YER124C	122.8340928214711
YER128W	171.26487126578314
YER129W	141.46777020340238
YER130C	98.59596767068442
YER131W	81.10927994448151
YER132C	260.28647813109865
YER134C	95.06546025766309
YER135C	79.40376613906405
YER137C	95.05070995192392
YER139C	148.48544505775405
YER140W	98.69717483097524
YER141W	201.6992232948699
YER142C	114.62200907590758
YER143W	127.91382300162573
YER144C	77.15190839002612
YER145C	136.16124605021383
YER149C	93.16528946886208
YER150W	96.25343058259615
YER151C	172.862182296677
YER152C	86.49591640569545
YER153C	97.9197408505791
YER154W	106.46189743435016
YER155C	246.65063324654696
YER156C	71.40709109121237
YER158C	134.61771594840116
YER161C	125.98789274594147
YER162C	330.5890111987072
YER163C	121.67994669479995
YER164W	123.85192021971096
YER166W	73.73033021250141
YER167W	114.57874161695818
YER169W	123.35835924399844
YER170W	123.28672367934354
YER173W	109.80400759840472
YER174C	120.08043897308508
YER175C	162.85445365781692
YER176W	145.37594775555635
YER177W	331.2082066694897
YER178W	199.67962467962468
YER179W	112.32383543197436
YER180C	106.78048107240679
YER181C	124.05146281286329
YER182W	62.167328155923116
YER183C	100.98590699348935
YER184C	97.66480949489511
YER185W	104.89519180410971
YER186C	100.33499413092404
YER187W	167.6196987049899
YER188W	102.65486920474487
YFL001W	245.13660750566473
YFL003C	142.46007330953745
YFL004W	135.26702508661504
YFL007W	92.22613396976593
YFL010C	106.19215678034487
YFL010W-A	104.16682079126642
YFL011W	63.47506616083142
YFL012W	92.55233554436668
YFL012W-A	111.93134329140324
YFL013C	141.31162518980224
YFL014W	87.31517475957153
YFL015C	150.812684350991
YFL016C	130.20165231201514
YFL018C	226.22062855319604
YFL019C	69.24822173166545
YFL020C	108.78830893172943
YFL021W	94.0205924344463
YFL023W	159.03524504794706
YFL025C	94.467468531029
YFL026W	72.99793381315929
YFL027C	72.29562877782692
YFL028C	66.15960055323785
YFL030W	63.921871547601235
YFL031W	72.59072303620243
YFL032W	74.54124943008802
YFL033C	193.81871956452056
YFL034C-A	109.41300826115429
YFL034W	79.70359349965668
YFL036W	131.92877916304923
YFL040W	109.90653154457794
YFL041W	86.63870028763961
YFL042C	80.64174500060558
YFL044C	69.00935940024179
YFL046W	76.18180294416621
YFL047W	67.80424064906825
YFL048C	81.32807007807008
YFL049W	87.23205434250342
YFL050C	86.67118771157939
YFL051C	77.33453038354241
YFL052W	112.43433250952056
YFL053W	121.60591529993759
YFL054C	86.75313783330444
YFL055W	96.97831146829367
YFL063W	118.37610627101631
YFR001W	86.97662708808218
YFR006W	62.65697161841457
YFR007W	62.890512205575014
YFR008W	68.27258218088737
YFR009W	91.70942322888011
YFR010W	81.00880107285592
YFR011C	247.58402239560385
YFR012W	72.8399766178671
YFR013W	239.5701806526192
YFR014C	144.1494040931059
YFR015C	137.12615364001687
YFR016C	112.00290102339764
YFR017C	101.40831439237988
YFR018C	78.70811138967565
YFR019W	65.91679775402095
YFR020W	72.87462693036352
YFR021W	65.48580021668917
YFR022W	57.002840664611796
YFR023W	87.29260877691237
YFR024C-A	80.74376797080491
YFR025C	107.92198393004844
YFR026C	68.39623243584273
YFR030W	80.3804228351483
YFR031C-A	47.50073922656405
YFR032C	89.75269234489107
YFR032C-A	74.63726988282247
YFR033C	76.8387314439946
YFR034C	3.1245696659230484
YFR035C	30.7940127254877
YFR036W	58.17831335560645
YFR038W	59.98352266739479
YFR039C	75.46176541487927
YFR040W	82.48153302353845
YFR041C	74.96473927386525
YFR043C	75.10324743732441
YFR044C	102.18215262302976
YFR045W	104.51655060153135
YFR046C	113.57014996255504
YFR047C	98.16973521792798
YFR048W	55.143177155544464
YFR049W	67.3185046901664
YFR053C	63.3143361668466
YFR054C	69.26225091429797
YFR055W	73.23931918434926
YFR056C	127.3437110653428
YFR057W	58.5914493277336
YGL002W	82.56711802946171
YGL003C	90.26169379535727
YGL004C	77.55204991199034
YGL005C	87.22749493933598
YGL006W	77.89440057271878
YGL007W	56.05403440078389
YGL010W	47.80840326888176
YGL012W	47.22791347656884
YGL013C	82.2274615475319
YGL014W	62.73605284462003
YGL015C	121.1963805216153
YGL016W	101.08506375970128
YGL017W	87.5990109804599
YGL019W	45.08581088602139
YGL020C	151.96440109311322
YGL021W	73.55295331036035
YGL023C	58.586802631375434
YGL024W	62.83381590293772
YGL025C	72.24204751167335
YGL026C	74.35938032707699
YGL027C	123.01802791371077
YGL028C	73.63912528285505
YGL029W	145.2983873800304
YGL031C	137.68433327287076
YGL032C	129.6166956119127
YGL033W	192.27365212334308
YGL034C	108.75063251628933
YGL035C	128.68807663409956
YGL036W	94.8596951139941
YGL037C	94.21314106894982
YGL038C	
YGL039W	97.41362154447273
YGL041C	93.72621796894938
YGL042C	100.5739637627203
YGL043W	115.50818535700954
YGL045W	175.17021714642686
YGL049C	143.6182997950566
YGL050W	119.81287545540275
YGL051W	123.62584564916807
YGL053W	109.27779983296318
YGL054C	57.36513486513486
YGL056C	101.4778706655926
YGL057C	102.00032582386892
YGL058W	221.7809197897693
YGL059W	87.45598299440564
YGL060W	134.2846819730143
YGL062W	135.64683364460868
YGL063W	124.26364978969576
YGL064C	118.82345261365728
YGL066W	117.76405465436613
YGL067W	115.28671350196544
YGL070C	315.15522875816987
YGL071W	97.73301427120211
YGL072C	124.15980690842903
YGL076C	68.55034904319044
YGL077C	100.82979120673937
YGL078C	77.24409795630726
YGL079W	65.88349004820773
YGL080W	102.96272380591768
YGL081W	138.48790571270547
YGL082W	143.97409755992933
YGL083W	129.1415483194736
YGL084C	177.98941832307537
YGL085W	84.51147318850238
YGL086W	90.96821593220261
YGL087C	114.84018194258957
YGL088W	141.87897084706924
YGL089C	94.53622003841238
YGL090W	107.64529712779883
YGL094C	119.3955273935485
YGL095C	
YGL096W	107.45493176895616
YGL101W	74.28563429025041
YGL104C	83.62628336914372
YGL105W	91.01741045458324
YGL107C	90.50716768809217
YGL108C	86.06627146275837
YGL109W	127.88233203984547
YGL110C	95.8951081496416
YGL114W	103.72617942524435
YGL115W	133.034981432191
YGL117W	84.46163792450552
YGL118C	84.55441980116818
YGL121C	86.76438539327188
YGL124C	42.7862382715324
YGL125W	63.26015765165326
YGL126W	69.54285321632261
YGL127C	117.13572580551494
YGL129C	212.94865689138817
YGL131C	138.3890913796179
YGL132W	160.2144633767595
YGL133W	243.11952581302427
YGL135W	127.41571448723371
YGL136C	148.46746222960627
YGL138C	92.41280040053404
YGL139W	99.51317777856765
YGL140C	112.71837713796052
YGL141W	98.96126034993068
YGL143C	125.32859297565182
YGL144C	98.5705273814922
YGL146C	146.02705597091847
YGL147C	120.68253086301483
YGL148W	51.277761370748586
YGL149W	119.39759842444404
YGL151W	103.60097623402719
YGL152C	213.10415587402127
YGL153W	126.37926847638639
YGL154C	71.97341411609301
YGL156W	103.70630122408679
YGL157W	105.78516863177745
YGL158W	79.52506283428562
YGL159W	142.03496693240754
YGL160W	161.275359035914
YGL161C	125.5662651158409
YGL162W	182.75079860885796
YGL163C	134.20617322257633
YGL164C	136.2107775160046
YGL165C	103.00645087107395
YGL166W	97.18548388916594
YGL167C	
YGL168W	
YGL170C	97.85185214978
YGL173C	2.1609042553190925
YGL174W	82.53433126763841
YGL175C	148.06678136353293
YGL176C	165.02404945522255
YGL177W	108.13939114046872
YGL179C	108.43577032182475
YGL180W	91.00853429418012
YGL181W	93.47485478253563
YGL194C	91.85842985842986
YGL195W	57.604447029623245
YGL196W	79.93160494241965
YGL197W	135.97979396029538
YGL198W	75.54527888906155
YGL199C	109.55759614090785
YGL200C	129.28442443472915
YGL202W	102.56843181185286
YGL203C	85.30702490786524
YGL205W	79.2762993821317
YGL206C	
YGL208W	92.15328255836073
YGL209W	95.46435392930746
YGL210W	79.14937313293663
YGL211W	85.9334046907657
YGL212W	60.46702641219304
YGL213C	68.86680171921753
YGL214W	80.61789906673329
YGL215W	123.29598490822175
YGL216W	118.86517058930855
YGL217C	183.3002538283054
YGL218W	110.4481663553285
YGL219C	82.57665297847615
YGL220W	105.51932864751821
YGL221C	90.6258305229602
YGL222C	95.31409508433052
YGL223C	
YGL224C	88.1057907104288
YGL226C-A	83.83771228954241
YGL226W	77.9197165915916
YGL227W	137.1027534890923
YGL228W	123.35411328084257
YGL229C	128.21612165600718
YGL230C	103.2460061944787
YGL231C	131.7313048141084
YGL232W	71.53761352147218
YGL234W	97.90628316876256
YGL235W	77.00796908810506
YGL236C	83.83500845163906
YGL237C	76.31162559874898
YGL240W	375.4735432939973
YGL241W	80.18556088734714
YGL242C	78.12764554377672
YGL243W	71.50131826943716
YGL244W	300.5000513719001
YGL246C	134.76096784016116
YGL248W	110.34154788765738
YGL249W	85.48988039373904
YGL250W	96.72336987095639
YGL251C	82.83667358545274
YGL252C	61.402753152234546
YGL253W	79.7719472937022
YGL254W	83.25630140522921
YGL255W	87.22242461840827
YGL256W	81.67484896891841
YGL257C	79.01624655118572
YGL258W	136.83341195572137
YGL259W	121.8114698440807
YGL260W	112.2668984924037
YGL261C	112.13952554265853
YGL262W	87.77343891918574
YGL263W	97.23466500225685
YGR001C	78.750946511982
YGR003W	75.36603378227261
YGR004W	81.16653968309993
YGR006W	
YGR007W	88.52601252332371
YGR008C	77.62722123549736
YGR010W	139.88231859075847
YGR011W	97.90781206676931
YGR012W	98.52686808231954
YGR014W	101.21736431458994
YGR015C	98.27846064081717
YGR016W	119.35104379966974
YGR017W	97.80740093240094
YGR018C	75.64557132885622
YGR019W	90.58017972611067
YGR020C	44.35610063820548
YGR021W	73.06155134773076
YGR022C	75.43708958281391
YGR023W	139.7371955752806
YGR025W	85.32856349150941
YGR026W	103.49764093354443
YGR027C	118.394755212618
YGR028W	223.38897655661785
YGR031W	191.01107077161146
YGR032W	392.18686422078895
YGR033C	97.78065403065406
YGR034W	102.77206071520453
YGR035C	93.58209808329842
YGR036C	
YGR037C	86.3904202335793
YGR038W	384.0970206823865
YGR039W	114.22475703006819
YGR040W	381.9724805018923
YGR041W	118.14619541140911
YGR042W	128.7863258391714
YGR043C	120.91578845610967
YGR044C	176.50363922480193
YGR045C	127.27498362531966
YGR049W	112.19005296182402
YGR050C	242.9490009458215
YGR051C	161.39861865883492
YGR052W	148.83121197907784
YGR053C	135.52747887223194
YGR054W	89.06232755766473
YGR055W	87.61024370481177
YGR056W	248.89017279778005
YGR057C	229.96551217336656
YGR058W	350.7263286365853
YGR059W	127.98189012934068
YGR061C	145.69352191174227
YGR062C	158.6098541980895
YGR063C	86.05069084517375
YGR064W	96.84803423687669
YGR066C	126.77334896862887
YGR067C	116.98601973684211
YGR068C	114.94174545200144
YGR069W	108.45270257034964
YGR070W	107.0914659340234
YGR071C	212.8103927328679
YGR072W	153.72855226009892
YGR076C	242.82378314636384
YGR077C	159.34804759772294
YGR078C	772.7702328992946
YGR079W	165.4187749243894
YGR080W	136.63815637224852
YGR081C	155.85505186714798
YGR084C	155.9513781285201
YGR085C	369.6432728871873
YGR086C	416.40735502121635
YGR087C	118.21747041207789
YGR088W	104.29886133891141
YGR089W	134.74987363545145
YGR092W	83.01279776689614
YGR093W	373.97145162198785
YGR096W	165.4082184954986
YGR097W	155.69160183870213
YGR100W	142.69330431168294
YGR101W	189.9619987855282
YGR102C	170.57177848446935
YGR104C	126.58382066276803
YGR105W	
YGR106C	205.49099918568186
YGR107W	105.02218229065052
YGR108W	107.70324909998313
YGR109C	160.485657138849
YGR110W	271.0629430674666
YGR111W	130.6213050392849
YGR112W	131.7470442073926
YGR117C	256.257788510019
YGR118W	118.07965786877375
YGR121C	250.0249258369796
YGR122C-A	110.38831257362264
YGR122W	168.56580022398384
YGR123C	138.3493610495621
YGR124W	101.01107718750603
YGR125W	126.06643946080806
YGR126W	122.6874670626341
YGR127W	127.64766418181503
YGR129W	61.602850486225705
YGR130C	102.60762243285939
YGR131W	103.49609910761706
YGR132C	112.56544215269346
YGR133W	115.45741366996471
YGR134W	87.1972381340216
YGR135W	62.208878898464945
YGR136W	97.94168828560285
YGR137W	121.39981190334512
YGR138C	108.78046154280489
YGR139W	138.69680927047798
YGR141W	120.81038782074043
YGR142W	110.96138465524427
YGR143W	131.88192645179714
YGR144W	109.15314926851903
YGR146C	110.66783769810522
YGR148C	86.32789323384183
YGR149W	102.09787529896823
YGR150C	120.46229932248593
YGR151C	108.51928123038682
YGR152C	111.88422227011235
YGR153W	143.9482817997407
YGR154C	137.7954878759956
YGR155W	
YGR157W	45.635588856723956
YGR159C	99.42637632192245
YGR160W	82.3692222060169
YGR161C	114.58927126365865
YGR162W	229.47841639827294
YGR163W	143.10568181319147
YGR164W	109.14861872231815
YGR165W	120.54889289079276
YGR166W	138.04913089474417
YGR167W	328.7052948520232
YGR168C	109.38903782275844
YGR169C	147.67084708143705
YGR170W	138.31895938501086
YGR171C	151.4560057432584
YGR173W	127.41214177350248
YGR174C	128.68463169271698
YGR176W	137.64735169169091
YGR177C	102.31970320597662
YGR178C	96.77904600174571
YGR180C	193.58258264491397
YGR181W	108.48986113971148
YGR182C	105.56620304560141
YGR183C	145.5472628076853
YGR184C	152.7833677036861
YGR187C	130.11578321417846
YGR188C	133.6009341799167
YGR189C	121.20842889908256
YGR192C	118.43878564335367
YGR193C	142.38301184107132
YGR194C	109.03687092082615
YGR196C	103.24792352824092
YGR197C	157.62296846410504
YGR199W	124.30836184711026
YGR200C	99.08853430683385
YGR201C	85.45200037067684
YGR202C	88.39300722403289
YGR203W	147.55950863068676
YGR204W	116.07911272617156
YGR205W	133.25628273261808
YGR206W	127.11959770358156
YGR207C	117.2659388836955
YGR208W	58.97862899508851
YGR209C	142.94847872150422
YGR210C	112.12736115721512
YGR212W	119.91379521727907
YGR213C	117.70862338761641
YGR214W	91.02555841924399
YGR215W	118.04050756510827
YGR217W	105.30409719753013
YGR219W	157.24876921475806
YGR220C	74.16289338367261
YGR221C	120.11458498265365
YGR222W	150.91494340713342
YGR223C	108.97137027899521
YGR224W	112.88921371115696
YGR225W	87.14778672773998
YGR226C	69.18306824642428
YGR227W	64.32916774437102
YGR228W	69.82635124546121
YGR229C	207.3285675997119
YGR230W	57.83058698318237
YGR231C	57.002854684502346
YGR232W	61.394406714232005
YGR233C	2.5389662511343367
YGR234W	63.40703703048948
YGR235C	105.71768909255833
YGR236C	133.9012254375208
YGR237C	79.47056050979279
YGR238C	278.6672140120416
YGR239C	249.811598198695
YGR240C	161.93656575130194
YGR241C	58.256358621438395
YGR242W	61.215083280749866
YGR243W	69.30746026183033
YGR244C	58.01388465973778
YGR247W	79.36021204489631
YGR248W	283.7650570665251
YGR249W	56.76942993858353
YGR250C	212.34920050709522
YGR252W	27.920489296636077
YGR254W	126.14953363503838
YGR255C	114.50761095917031
YGR256W	126.82562328439707
YGR257C	176.01618516916346
YGR258C	241.6719000767567
YGR259C	143.62926486958918
YGR260W	135.22757987842073
YGR261C	108.59910316607443
YGR262C	
YGR263C	77.67873111378908
YGR266W	66.45501939312042
YGR268C	110.23169692161375
YGR269W	68.41655437064824
YGR270W	54.39801497595839
YGR271C-A	159.71652003910066
YGR271W	176.566742695775
YGR273C	130.5328375704392
YGR275W	79.2274475952992
YGR276C	176.52238759514
YGR279C	87.34160321522624
YGR281W	135.9788875577549
YGR282C	155.9503126945006
YGR283C	119.99318137541398
YGR284C	56.13158678178202
YGR285C	110.77429800490148
YGR286C	110.37111432070994
YGR287C	109.528133570182
YGR288W	86.29322603629622
YGR289C	168.20284995955484
YGR290W	98.40722105120011
YGR291C	155.22924875718002
YGR292W	154.19561143325052
YGR295C	94.23367742783877
YHL002W	151.7065830393982
YHL003C	449.77791181125724
YHL005C	110.82575274576519
YHL006C	315.1840442097295
YHL007C	169.7177647157663
YHL008C	277.7046872413805
YHL009C	246.10386326860842
YHL010C	281.72910565634453
YHL011C	121.40389964425019
YHL012W	292.2491045720799
YHL013C	402.1272356338491
YHL014C	326.95041787794617
YHL016C	302.6004333438649
YHL017W	277.91275325272477
YHL019C	192.3438244173991
YHL020C	260.82819671737207
YHL021C	253.8953481725904
YHL022C	232.96065948750152
YHL023C	128.52355302372854
YHL024W	139.3012636990686
YHL025W	22.536810776942367
YHL026C	289.26538906144606
YHL027W	136.6103258572395
YHL028W	190.39763839327102
YHL029C	230.70697436135077
YHL030W	111.9180624865694
YHL031C	140.2879407924484
YHL032C	177.3544271613677
YHL033C	347.5901154574036
YHL034C	324.2637365131585
YHL035C	350.78861718170765
YHL036W	421.720589747302
YHL037C	211.40323584904237
YHL038C	106.88084009470498
YHL039W	98.59777244231026
YHL040C	212.31776013335576
YHL041W	282.04494746746764
YHL042W	252.04231428814063
YHL043W	184.26084529679494
YHL044W	227.63090546913764
YHL045W	323.59307297098815
YHL046C	223.9441640209588
YHL047C	148.908018805978
YHR001W-A	207.16721787228903
YHR003C	133.98915072830363
YHR004C	129.97464074387153
YHR005C	110.48235250444222
YHR006W	105.12980994790337
YHR008C	119.25607727715933
YHR009C	87.34728034977203
YHR010W	305.55213464696214
YHR011W	245.65341978338802
YHR012W	92.16079173072504
YHR013C	185.59752461872205
YHR014W	251.99001754149407
YHR015W	227.71446374757045
YHR016C	82.26696922804243
YHR017W	78.02998058168392
YHR018C	149.94075985441242
YHR021C	192.508660317836
YHR021W-A	80.57454240445844
YHR022C	289.43736044564923
YHR025W	77.34620171823723
YHR026W	35.298609044382765
YHR028C	359.6838400617471
YHR029C	288.01022735994206
YHR030C	115.93887465664433
YHR031C	329.36182561490136
YHR032W	71.76863323235858
YHR033W	291.5314104781417
YHR034C	251.1452328546973
YHR035W	227.75253937849502
YHR037W	248.96071922411676
YHR038W	102.77774552743581
YHR039C	203.04123120177385
YHR039C-A	96.27817304576976
YHR041C	95.42744920542302
YHR043C	193.92205776959003
YHR044C	365.8615071619288
YHR045W	69.94471795411641
YHR046C	124.07795202041257
YHR047C	258.567308736595
YHR048W	213.92098655090228
YHR049C-A	422.1303363766261
YHR049W	100.55338805763907
YHR050W	156.56315921383577
YHR051W	149.62694409415718
YHR057C	265.77381111424484
YHR059W	203.45508166969148
YHR060W	94.0256230697407
YHR061C	146.5492323649236
YHR064C	124.52488632760708
YHR066W	85.69586048548888
YHR067W	190.3202861439662
YHR073W	204.87123120259287
YHR075C	296.999605211212
YHR076W	96.1923709150895
YHR077C	274.47144658977396
YHR078W	192.17977743883927
YHR079C	122.76839167190033
YHR079C-A	87.24667892766931
YHR080C	159.24356728659325
YHR081W	76.90147452861669
YHR082C	178.02310330912024
YHR086W	285.5525853949541
YHR087W	134.0369593102964
YHR091C	112.13264082196119
YHR092C	249.35908094008494
YHR093W	92.00918344940084
YHR094C	121.070357954663
YHR095W	115.79809324475168
YHR096C	150.97792380659837
YHR097C	182.89761453823957
YHR100C	154.8642995809195
YHR103W	126.55403972765646
YHR104W	181.73875047740745
YHR105W	188.59429077287916
YHR106W	98.28354643229434
YHR108W	101.57830307695596
YHR109W	127.26753640801456
YHR110W	247.69002494582142
YHR111W	249.15117884776805
