orf	hap a | phosphatase activity of a specific protein (Pho5) | phosphate starvation [unknown] | Huang S~O'Shea EK, 2005
YAR018C	-0.6846895232767797
YAR020C	0.0119080915443496
YAR023C	-0.7507324262602495
YAR027W	-0.6318261384417022
YAR028W	-0.7037643438179362
YAR029W	0.3049051818679108
YAR030C	1.1144472691611027
YAR031W	-0.39007333817957235
YAR035W	-0.21125149609354077
YAR042W	-0.7591288163358443
YAR047C	0.3445693431061733
YAR050W	0.8210551014869252
YBL001C	-0.40392685208830587
YBL002W	2.3395469493631142
YBL003C	0.3926074864624891
YBL005W	0.0586304574742565
YBL006C	1.9685879042757317
YBL007C	-0.15978588445959876
YBL008W	-0.23445778822841531
YBL009W	-0.36321603297749644
YBL010C	-0.3115682449416847
YBL011W	-0.12264587956045891
YBL012C	-0.2461941083885816
YBL013W	0.49755875868820537
YBL015W	0.30190686351946355
YBL016W	0.4697688674202429
YBL017C	0.07832178725054742
YBL019W	0.4810826860635845
YBL021C	-0.2279272680416891
YBL022C	0.37183611436099767
YBL024W	1.1664098606143793
YBL025W	
YBL027W	0.09147831817941011
YBL028C	-0.327576074642541
YBL029W	-0.3740660278757871
YBL031W	-0.2593734141168663
YBL032W	-0.1240324519804851
YBL033C	7.39843114779193
YBL036C	-0.21651816017987213
YBL037W	0.24883409611312823
YBL038W	0.3220196908193072
YBL039C	0.23687587521166192
YBL042C	0.13610887377185685
YBL043W	-0.18001335275754862
YBL044W	-0.015098224531338942
YBL045C	-0.06332351336286242
YBL046W	-0.30519799157883076
YBL047C	-0.6050685718230021
YBL048W	-0.10153983676879977
YBL049W	-0.2980792419588482
YBL051C	0.5607044335914737
YBL052C	0.21951122104486018
YBL053W	0.24698775923575325
YBL054W	-0.0245269434584962
YBL055C	-0.04419390911817633
YBL056W	-0.07151130728234166
YBL057C	-0.10463639903365259
YBL058W	-0.11314139602341722
YBL059W	-0.023795716861699998
YBL060W	-0.2004294054202467
YBL061C	-0.029596097571363354
YBL062W	0.10587977300433904
YBL063W	0.5991232940082838
YBL064C	0.37335372969176406
YBL065W	0.10334283680389329
YBL066C	0.09124549103458915
YBL067C	-0.28653767985601836
YBL068W	-0.19844359714620144
YBL069W	-0.13769541220173767
YBL070C	-0.19345086791306704
YBL071C	-0.23185383129171183
YBL072C	-0.43214730882827823
YBL075C	0.10383305376335701
YBL078C	-0.07157359013562281
YBL079W	0.26864390683866224
YBL080C	0.229176101924824
YBL081W	-0.0866488189921282
YBL082C	-0.16947075402975387
YBL083C	-0.07224832167687936
YBL085W	-0.16475980250855457
YBL086C	-0.21356484660924893
YBL087C	-0.6698631669736042
YBL088C	-0.13943602160873814
YBL089W	-0.15643856214189747
YBL090W	-0.47724438488591475
YBL091C	-0.06035740989328329
YBL091C-A	0.36634179038167
YBL093C	
YBL094C	4.663820745530965
YBL095W	-0.3882510447888332
YBL096C	-0.49241072783588896
YBL098W	-0.6393195052680201
YBL099W	-0.8949163920281017
YBL100C	-0.7398249908877904
YBL101C	-0.8463314706062564
YBL102W	-0.7794903623635924
YBL103C	-1.1102492699939046
YBL104C	-0.6590797562564973
YBL106C	-0.5448344536752209
YBL107C	-0.4606881906121813
YBR001C	-0.45582452925226147
YBR003W	-0.5596915612193807
YBR005W	-0.4239696434585531
YBR006W	-0.507869698229639
YBR007C	-0.45962326978196955
YBR008C	-0.5961733089562267
YBR009C	-0.6455191732539375
YBR010W	-0.796088112868683
YBR012C	-0.8909439446316367
YBR013C	-0.6405046607979004
YBR014C	-0.1616115215609486
YBR015C	-0.3385064872392546
YBR016W	-0.2172484861186494
YBR018C	-0.3725398579393555
YBR019C	-0.2697544574388495
YBR020W	0.6948149088540768
YBR021W	-1.2542504415867093
YBR022W	-0.4160116532367206
YBR023C	-0.26635427569673736
YBR024W	-0.3991993692135565
YBR025C	-0.6860747804586156
YBR026C	0.08950660075719355
YBR027C	-0.3258992514546484
YBR028C	-0.4333469377280472
YBR030W	-0.0794222120208209
YBR031W	-0.4575859147965564
YBR032W	-0.05032936426279985
YBR033W	-0.2045434033896577
YBR034C	-0.6256187572985114
YBR035C	4.47442151141093
YBR036C	-0.13730980957508912
YBR037C	-0.5257956126972745
YBR040W	-0.5895966002798304
YBR041W	-0.6008873732524309
YBR042C	-0.7776375339459698
YBR043C	-0.3040890738705909
YBR044C	0.0948036167246317
YBR045C	-0.20810834210178553
YBR046C	-0.42503286968107046
YBR047W	-0.363757149882236
YBR048W	-0.4637183364308783
YBR050C	-0.4180715525705553
YBR051W	-0.4322855752645574
YBR052C	-0.45246284474660486
YBR053C	-0.37315388849037995
YBR054W	-0.4336562069729406
YBR056W	-0.5155978367891003
YBR057C	-0.3837573040816174
YBR058C	-0.48027469030925174
YBR059C	-0.3580172895771294
YBR061C	0.10634481511648604
YBR062C	-0.30989162165584755
YBR063C	-0.3900169428135726
YBR064W	-0.6138824672586869
YBR065C	-0.5042090351449218
YBR066C	-0.324964528773067
YBR067C	-0.4699825182154837
YBR068C	-0.636234836394503
YBR069C	0.09967020818525132
YBR071W	-0.17414832360836519
YBR072W	-0.17325360275833337
YBR073W	-0.31163628827270035
YBR074W	-0.1135290228951032
YBR076W	-0.32003779067589466
YBR077C	2.9159190637383143
YBR078W	2.013655795065132
YBR081C	-1.3689680979401644
YBR082C	-0.5787315473819977
YBR083W	-0.4718295415336388
YBR084C-A	-0.633464475576012
YBR084W	-0.3622358202195395
YBR085W	0.9605698530661705
YBR089C-A	0.09459369493256775
YBR090C	-0.6412705942527304
YBR092C	-0.30794601070792166
YBR093C	-0.24106158833619723
YBR094W	-0.4589699730671925
YBR095C	0.27782359486063424
YBR097W	2.8192104919649763
YBR098W	-0.41894319186653756
YBR099C	-0.5151617958698606
YBR101C	
YBR103W	-0.30523241524444567
YBR104W	0.05008762207658302
YBR105C	0.10836388033498329
YBR106W	0.8780445786842278
YBR107C	0.2532860050479812
YBR108W	-0.037783096472893435
YBR111C	-0.5871240826173407
YBR112C	
YBR113W	-0.3642836101548037
YBR114W	-0.3913036821694264
YBR115C	-0.19355099988255528
YBR116C	-0.5623455901794554
YBR119W	-0.09458958692102312
YBR120C	-0.5001508357607819
YBR121C	-0.5645229356766558
YBR122C	2.884779048156525
YBR125C	-0.2068603303929734
YBR126C	0.05751632571746654
YBR127C	0.7944464418330951
YBR128C	1.2135666382458516
YBR129C	0.4695274459923371
YBR130C	0.22303333358364535
YBR131W	0.27852054964487416
YBR132C	0.5699849948404921
YBR133C	-0.19825620006007985
YBR134W	0.38898542544823783
YBR137W	-0.1530947882527051
YBR138C	0.09637733523343997
YBR139W	-0.07803147974714404
YBR141C	0.3232662065790372
YBR144C	0.712738243462824
YBR145W	0.4543297852113378
YBR146W	0.28795782955228005
YBR147W	-0.7645345097462835
YBR148W	0.08343069969151623
YBR149W	0.26509753678939585
YBR150C	0.13244008093395815
YBR151W	0.47584844800336284
YBR156C	3.200678023949757
YBR157C	0.2347507723919942
YBR158W	-0.12174269565560791
YBR159W	-0.14339245910289447
YBR161W	-0.024475482733818495
YBR162C	0.5330261043093512
YBR162W-A	0.5421771411685968
YBR163W	0.3478789337564224
YBR164C	0.17485001960560265
YBR165W	0.005724542194908293
YBR166C	-0.009986225946282224
YBR168W	0.09217316929258364
YBR169C	-0.27913510905889544
YBR170C	-0.1414325202137483
YBR171W	0.1399694640026413
YBR172C	3.8154038716085292
YBR173C	0.7482884002245217
YBR174C	0.8400108683299735
YBR175W	1.17390559989745
YBR176W	0.0032476263426417557
YBR177C	0.4066148621630953
YBR178W	0.32384930723052746
YBR179C	0.8121355807690086
YBR180W	0.0770344019409368
YBR181C	-0.16748835423978845
YBR182C	-0.19154730095162256
YBR183W	-0.10000850262385969
YBR184W	0.11561127272977775
YBR185C	0.04147094938681676
YBR186W	0.3125874945821988
YBR187W	0.036592427043355136
YBR188C	-0.11105347437853645
YBR189W	0.07752190755936277
YBR191W	0.1453864222689189
YBR194W	0.9159561190856189
YBR195C	0.15801210688641393
YBR197C	-0.009655375349428924
YBR199W	0.011277588832593301
YBR200W	0.8288791216336245
YBR201W	0.036863150797622445
YBR203W	-0.10443235413297113
YBR204C	-0.18315432049571084
YBR205W	0.06991782108684517
YBR206W	0.013552415567355695
YBR207W	0.06490647575057693
YBR208C	-0.09705931700121463
YBR209W	0.4479416418098059
YBR210W	0.13303436726390125
YBR212W	0.40541170869399074
YBR213W	-0.3724117344590459
YBR214W	0.33637343010096127
YBR215W	0.650522304465608
YBR216C	-0.14463557990508666
YBR217W	-0.14240147013609436
YBR218C	-0.02569244736089227
YBR219C	-0.10588365817567384
YBR220C	-0.1096222565759
YBR221C	1.6131837616099174
YBR222C	0.4332231786872708
YBR223C	0.35524100975328526
YBR224W	1.0378594040900784
YBR225W	1.3420792160679311
YBR226C	0.07807735247974286
YBR227C	-0.15622895993718228
YBR228W	-0.24604992571549755
YBR229C	0.19424915083217276
YBR230C	-0.11263254894141787
YBR231C	0.24588243404719806
YBR232C	-0.6615453488966248
YBR233W	-0.15704231265623195
YBR235W	-0.07590380959906372
YBR238C	0.061560791941122184
YBR239C	0.2207156962235907
YBR240C	-0.1560619476462247
YBR241C	-0.2308656856788365
YBR242W	-0.24106370733517773
YBR244W	-0.25670763535161356
YBR245C	-0.1925275923218107
YBR246W	-0.7353720164028034
YBR248C	0.8961755761122496
YBR249C	-0.5029322218042027
YBR250W	-0.05218616993107364
YBR251W	0.5207854715264995
YBR255W	0.5714329993356517
YBR258C	0.07802491575049174
YBR259W	0.46607441719735254
YBR260C	-0.18263897263222797
YBR261C	-0.1038407713754542
YBR262C	0.34090003013080716
YBR263W	-0.25429866120239064
YBR264C	-0.16525274661779538
YBR266C	-0.5333847082616706
YBR267W	-0.12214410114388184
YBR268W	0.08221042287780252
YBR269C	0.8346641109239584
YBR270C	-0.2844574666025189
YBR271W	-0.26328031828099474
YBR272C	-0.6040053049607641
YBR273C	-0.26510277659754616
YBR274W	-0.034422386227545586
YBR275C	-0.5461534891704058
YBR276C	-0.2491969981329956
YBR277C	0.7457282377296254
YBR278W	0.6196231753935711
YBR279W	1.7654245510433528
YBR280C	-0.510307098472213
YBR281C	0.23279283475798793
YBR282W	0.6665965957990393
YBR283C	0.2781258973144318
YBR284W	0.693572911409991
YBR285W	-0.04242031824946977
YBR286W	0.50317052530354
YBR287W	-0.3596491217600484
YBR288C	-0.405252147470257
YBR289W	-1.0328554662438145
YBR290W	-0.3974496123245158
YBR291C	0.28746292755704017
YBR292C	-0.19307242255476012
YBR293W	-0.34291601628162477
YBR294W	0.0862165860836453
YBR295W	0.1590904620267001
YBR296C	-0.34441315848235243
YBR297W	0.10272785758003895
YBR298C	0.07405710700351162
YBR299W	1.1653321955601483
YBR300C	0.622717471234334
YBR301W	0.13401600229283442
YCL001W	0.18190266948431602
YCL001W-A	0.9898341587559542
YCL002C	0.4355079827764636
YCL005W	0.9926153448075956
YCL007C	5.021551771843518
YCL008C	-0.11608524233672789
YCL009C	0.568054381690975
YCL010C	-0.24729237204521426
YCL011C	-0.038739043246563576
YCL014W	0.06302074854148722
YCL016C	0.5609695923384099
YCL022C	-0.3879562491409743
YCL023C	-0.09339471857967645
YCL024W	0.45278938541238417
YCL025C	0.3773711199994102
YCL026C-A	-0.11516778606171602
YCL027W	0.22940219693408193
YCL028W	0.1006149402517828
YCL029C	0.11089514751966134
YCL030C	0.11263121281622822
YCL032W	1.6664553270051061
YCL033C	1.8424311065012213
YCL034W	-0.06279975505602078
YCL035C	0.3134982664003569
YCL036W	1.6126436506130604
YCL037C	1.4205126887003348
YCL038C	-0.39649439811101944
YCL039W	0.6852799058723353
YCL040W	0.4753579743367822
YCL042W	0.43099383864351193
YCL044C	0.258480927340489
YCL045C	0.22565097204996495
YCL046W	0.10569865671262231
YCL047C	0.015622989512349219
YCL048W	-0.045886444168807175
YCL049C	-0.007275814910225271
YCL050C	1.6042379637024438
YCL051W	0.08641423684791108
YCL055W	0.5411980141544207
YCL056C	2.260509693402894
YCL057W	0.3286797464139095
YCL058C	-0.7338120923728477
YCL061C	1.281935367202906
YCL063W	0.47950297343344966
YCL064C	0.056037456508693434
YCL069W	0.09277806916169518
YCL076W	-0.6735157737935881
YCR001W	-0.035938982698957296
YCR002C	0.47830791376122783
YCR003W	0.13846625015217062
YCR004C	0.5853823645303118
YCR005C	0.3671103921458117
YCR006C	0.16841938047251287
YCR007C	0.15955247808675635
YCR008W	0.4590513731508452
YCR009C	2.9828143620372325
YCR010C	0.046941027127092576
YCR011C	-0.14666497536162015
YCR014C	-0.2251239555580539
YCR015C	-0.17211386445260496
YCR016W	-0.0012133069828915662
YCR017C	0.6519193790753782
YCR019W	2.718469945441555
YCR020C	0.5142371567104459
YCR020C-A	-0.20017463624218396
YCR020W-B	5.465099217048576
YCR021C	0.04943963628683613
YCR022C	0.024616493744211106
YCR023C	-0.07625548295138301
YCR024C	-0.2780255996109123
YCR024C-A	0.48508233623693836
YCR025C	0.44762857135951306
YCR026C	0.0071336240092414105
YCR027C	0.1532374172845743
YCR028C	-0.41850450444228576
YCR028C-A	-0.2595147670549765
YCR030C	-0.3434022902742819
YCR031C	-0.7168804609142343
YCR032W	-0.09099706839619394
YCR033W	0.06348664839959356
YCR034W	3.069684518140454
YCR036W	1.0280132145649603
YCR037C	1.4552178838296475
YCR043C	1.5054455416613508
YCR044C	1.28038084881401
YCR045C	0.5194218057406974
YCR046C	-0.09407242365374566
YCR047C	-0.12879510086342205
YCR048W	-0.1706522931284629
YCR049C	-0.25577522823832155
YCR050C	0.11417139725262937
YCR051W	-0.3200595774919422
YCR053W	0.12424212598359707
YCR059C	-0.6307842758959956
YCR060W	-0.34732557866093267
YCR061W	-0.08887052973776173
YCR063W	-0.05572111713205258
YCR065W	-0.25959751769972755
YCR066W	-0.30484287207585276
YCR067C	0.024463714214543356
YCR068W	-0.02976246723029965
YCR069W	0.1217329681680442
YCR071C	0.16616790056248232
YCR073C	-0.18119886441270797
YCR073W-A	0.7027464044713161
YCR075C	-0.140742225349622
YCR076C	1.4206511372729786
YCR077C	-0.21304112157729704
YCR079W	0.13663428333765773
YCR081W	-0.6312700613853838
YCR082W	-0.5187966232277528
YCR083W	0.1623191668777344
YCR084C	
YCR085W	-0.11637459705180646
YCR086W	-0.6266874092452976
YCR087C-A	0.13509847535421501
YCR087W	0.022422978673133247
YCR088W	-0.14645627856325902
YCR089W	-0.29265458540412354
YCR090C	0.03070371487175896
YCR091W	0.22763830320412504
YCR092C	0.07168363641360058
YCR094W	0.7885414853901282
YCR095C	2.871801618628713
YCR098C	-0.17174705003516855
YCR099C	-0.0734491061686586
YCR100C	-0.4117891081502121
YCR101C	-0.2722047173900453
YCR102C	-0.28285160059345676
YCR102W-A	0.32643178206232554
YCR105W	-0.3765604293654319
YCR106W	-0.45228596415995337
YCR107W	0.7466088199889624
YDL001W	-0.5023738958099472
YDL002C	-0.02400691029035652
YDL006W	-0.08279244963630733
YDL009C	0.5739503823131386
YDL010W	0.2884100585039443
YDL011C	0.26867623377587774
YDL012C	0.044495763028268236
YDL013W	0.3193041546528564
YDL018C	-0.17690712341094889
YDL019C	-0.19588728313152132
YDL020C	-0.3095730726996435
YDL021W	0.33294318583633287
YDL022W	0.002697386066014511
YDL023C	-0.08309742936616045
YDL024C	0.35712437866178826
YDL025C	0.7012403864307606
YDL026W	0.4079610239046203
YDL027C	0.09887956720013276
YDL032W	0.019364213892671546
YDL033C	-0.04172000393221803
YDL034W	-0.03746206953434417
YDL035C	1.2468107364941217
YDL036C	-0.4736271357155899
YDL037C	-0.13569315000798982
YDL039C	-0.2629271289816943
YDL040C	0.669386357433092
YDL041W	0.284157329824908
YDL042C	0.22034115133099091
YDL044C	0.26068872600465637
YDL045W-A	0.10448465470060318
YDL046W	0.08966844814087958
YDL047W	4.4414701165261175
YDL048C	-0.04505460528991883
YDL049C	-0.19694574326035252
YDL050C	-0.04990467056287266
YDL051W	-0.16717842043185835
YDL052C	-0.697458123524251
YDL053C	-0.46112155880536065
YDL054C	-0.0063776780507782
YDL056W	0.7973994396770848
YDL057W	0.3588302381904468
YDL059C	0.585659574373255
YDL061C	-0.40162265046215695
YDL062W	-0.09949720710401982
YDL063C	-0.2891706342477356
YDL065C	0.15339541575050786
YDL066W	-0.2771338561451097
YDL067C	1.268859556548955
YDL068W	-0.32785478819782077
YDL069C	-0.3209543700173184
YDL070W	-0.2594428805055717
YDL071C	-0.3215848695479371
YDL072C	0.46169122544291313
YDL073W	1.6346676963541975
YDL074C	4.063146420428143
YDL075W	
YDL076C	0.7890569564204719
YDL077C	-0.13192777408070697
YDL078C	-0.12385133006873085
YDL079C	-0.27223949629718613
YDL080C	-0.23850217022767173
YDL081C	1.8874707086685656
YDL082W	-0.5713926273976261
YDL083C	-0.6793974361386989
YDL085W	-0.24151418625895055
YDL086W	-0.22680658274048465
YDL088C	0.5939798029973442
YDL089W	0.39753792231766166
YDL090C	-0.40090901878530094
YDL091C	0.21324889633816327
YDL093W	0.5600903284841094
YDL094C	-0.0017031603432230568
YDL095W	0.014929094776793312
YDL096C	-0.1155798946276609
YDL099W	-0.1977301426658742
YDL100C	-0.04623456875016336
YDL101C	-0.133884368125666
YDL104C	-0.3863050285207437
YDL106C	-1.2414272071436026
YDL107W	-0.47719803687208134
YDL109C	-0.32001276724996636
YDL110C	-0.2766841378938691
YDL112W	-0.34344375270887867
YDL113C	-0.2328560526848435
YDL114W	-0.44758506937912806
YDL115C	0.4330469633578452
YDL116W	-0.48114366038011697
YDL117W	-0.3325802221280855
YDL118W	-0.03932364626769997
YDL119C	-0.5362590611833428
YDL121C	-0.27354133861447066
YDL122W	-0.34551623822552646
YDL123W	-0.3517005652693723
YDL124W	-0.4978910919522416
YDL125C	-0.31864048885441437
YDL127W	-0.515933941259805
YDL128W	-0.46377531166655245
YDL129W	-0.4769670357736624
YDL130W	-0.5507206062532175
YDL130W-A	0.17331300896619886
YDL131W	-0.01426344299358166
YDL133C-A	1.3594334282419627
YDL133W	0.03372892474853628
YDL134C	1.8985284456177924
YDL135C	1.6745400895819647
YDL136W	-0.6473865437212634
YDL137W	-0.5347836229564912
YDL138W	-0.5176519010894038
YDL142C	-0.370787911963041
YDL144C	-0.26801743005188866
YDL146W	-0.5930621655531313
YDL149W	-0.4350306832434221
YDL151C	-0.08995416399143726
YDL154W	-0.28143500859681925
YDL155W	-0.31082309382842105
YDL156W	-0.3593270243497297
YDL157C	-0.6000047669640041
YDL159W	-0.6488170220673877
YDL160C	1.7492222607731562
YDL161W	-0.5777618553085532
YDL162C	-0.6174646213610306
YDL167C	1.586179309809249
YDL168W	-0.45022625197061195
YDL169C	-0.5778880806867568
YDL170W	-0.4395473091919318
YDL171C	-0.6289217258077323
YDL172C	0.4992659817944401
YDL173W	0.4593952444162801
YDL174C	-0.23786716745286104
YDL175C	-0.44129096489039465
YDL176W	0.07699232967191691
YDL177C	-0.5955123869510976
YDL178W	-0.6220972851291042
YDL179W	-0.7115911613506549
YDL180W	-0.611565796008217
YDL181W	-0.4727437634508134
YDL182W	-0.4174850904239847
YDL183C	-0.6002750205826622
YDL184C	-0.008209847038633034
YDL185W	0.8158065318868876
YDL186W	-0.1884467165353947
YDL187C	-0.41151478238674377
YDL188C	0.016580367248983006
YDL189W	-0.6199905640258686
YDL190C	-0.46874236735033625
YDL191W	0.018372091885132953
YDL192W	-0.030712194526605077
YDL194W	0.3831618110034736
YDL197C	-0.49147995216683904
YDL198C	0.8121956960855365
YDL199C	-0.5156926446132714
YDL200C	-0.42091515394400414
YDL201W	-0.45211099567345303
YDL202W	1.0232508890332772
YDL203C	-0.23196214261687156
YDL204W	-0.4782754253101331
YDL206W	0.005498915027097046
YDL210W	-0.06058687476823518
YDL211C	-0.11227972307452276
YDL213C	-0.3065143187815509
YDL214C	-0.40710339917028165
YDL215C	-0.37403819230379143
YDL216C	-0.3132830629384087
YDL218W	-0.4439769720596941
YDL219W	-0.4924469545207827
YDL222C	-0.3192221230320834
YDL223C	-0.5084273169912942
YDL224C	-0.6139776998266678
YDL225W	0.3031511602531506
YDL226C	-0.15103432031679437
YDL227C	0.08647799707203029
YDL229W	0.0740276707377101
YDL230W	-0.3975183879751424
YDL231C	-0.29524561368474805
YDL232W	-0.4769926731633562
YDL233W	-0.29226348442722094
YDL234C	-0.5786948843184195
YDL236W	-0.37287931488258375
YDL237W	-0.5161718942382945
YDL238C	-0.40401280618822905
YDL239C	0.12454481251778042
YDL240W	1.359188602887953
YDL241W	-0.23955094123784487
YDL242W	-0.31668683581216756
YDL243C	-0.36558560262688156
YDR001C	-0.6347641168828216
YDR003W	-0.47231576424420385
YDR004W	-0.42835766446010937
YDR005C	-0.7274394948637398
YDR006C	-0.506205744836466
YDR007W	1.4004095101165432
YDR008C	-0.7149496807536823
YDR009W	-0.5840383467576071
YDR010C	-0.04368598362409468
YDR011W	1.0657014575198702
YDR014W	-0.29662524581422905
YDR015C	-0.34073736507945107
YDR017C	4.092391170134052
YDR018C	-0.6060365588869316
YDR019C	-0.05868291011087827
YDR020C	-0.6175678783209994
YDR022C	-0.32973313642502516
YDR024W	-0.5965518696541182
YDR025W	-0.5899938009142232
YDR026C	0.3166911893358198
YDR027C	-0.3291254911052578
YDR028C	2.2124182009575395
YDR029W	-0.08184627898991396
YDR030C	-0.24271010813179672
YDR031W	-0.03100345145949517
YDR032C	-0.3014438616043358
YDR033W	-0.37158925702066226
YDR034C	0.11555967947026952
YDR035W	-0.06453690244866259
YDR036C	-0.2675713306225952
YDR042C	-0.3804024171329533
YDR043C	-0.04952403617511017
YDR046C	-0.01031362517907999
YDR048C	1.698768797169449
YDR049W	0.039642979910886764
YDR050C	0.3491460861082483
YDR051C	-0.08185837488398795
YDR055W	-0.0375166024967409
YDR056C	-0.20890514387139722
YDR057W	-0.019990442564128418
YDR058C	0.49445358276041323
YDR059C	-0.30521220188917036
YDR061W	-0.023724729052705798
YDR063W	-0.23211559587075314
YDR065W	0.28081986971643835
YDR066C	-0.15226861528099359
YDR067C	-0.4355419605278513
YDR068W	0.2864915663226428
YDR069C	-0.5593914389903192
YDR070C	0.3891440644092814
YDR071C	-0.05029560628676834
YDR072C	0.1217979831818552
YDR073W	-0.11092793255869679
YDR074W	3.9913420148425183
YDR075W	0.00036032413779448803
YDR076W	0.011186761277229746
YDR077W	-0.02259281668417912
YDR078C	0.13527548932312225
YDR079W	-0.10587922914773971
YDR080W	0.06102109936804636
YDR083W	0.8568294475317872
YDR084C	0.2685495601380282
YDR085C	0.014988794848326414
YDR089W	-0.019444451000614416
YDR090C	-0.10725785832169805
YDR092W	0.306894881763049
YDR093W	0.006420819766660153
YDR094W	-0.20835180734823777
YDR095C	-0.17953360537062218
YDR096W	0.14732885907595342
YDR097C	0.9687903810327829
YDR098C	0.31310820407901246
YDR099W	0.4614891258077594
YDR100W	0.19730463563450912
YDR101C	-0.20480847710299435
YDR102C	0.7901405250095732
YDR103W	0.3680321177856893
YDR104C	-0.03523180818611461
YDR105C	-0.012649246223198506
YDR107C	0.012403059993950355
YDR108W	-0.0062742807015863005
YDR109C	0.4250903887909329
YDR110W	-0.18254451657923684
YDR111C	0.35520983118210103
YDR112W	0.321207345540307
YDR114C	
YDR115W	
YDR116C	0.13554762525487554
YDR117C	-0.04850738682297449
YDR119W	0.2672953030387639
YDR120C	-0.028369077769025527
YDR121W	0.4644257708840694
YDR122W	-0.21826544664249178
YDR123C	-1.042844675260411
YDR124W	-0.07556367369615893
YDR125C	-0.03905548975622698
YDR126W	0.3651175947454609
YDR127W	-0.9792830818453384
YDR128W	0.4284418126181046
YDR129C	-0.12105208295730051
YDR130C	-0.05545994592266693
YDR131C	-0.08256971337745828
YDR132C	-0.0366020177766474
YDR133C	-0.17666138558578098
YDR135C	-0.14871407106430654
YDR136C	-0.10037204742329131
YDR137W	0.22865614965179368
YDR138W	3.742730242000331
YDR139C	0.17511779154004303
YDR140W	-0.03316898230995439
YDR142C	-0.09968408559400824
YDR143C	0.00214722725912957
YDR144C	0.6703229501368514
YDR146C	-0.006913267717215269
YDR147W	-0.069435678942324
YDR148C	0.39666305504633215
YDR149C	0.6934967645526934
YDR150W	0.404372659506421
YDR151C	0.641915872605959
YDR152W	0.20358156346293746
YDR153C	0.34810829053840103
YDR154C	0.04195308659186014
YDR155C	0.1367843162847662
YDR156W	-0.366613061059452
YDR157W	-0.1976878294689286
YDR158W	-0.07275065082070824
YDR159W	-0.41616112289396034
YDR161W	0.3557862455896631
YDR162C	0.36781411841240863
YDR163W	0.18877486490251766
YDR165W	0.1577817945103706
YDR169C	0.22538107715126823
YDR171W	0.2592802012426514
YDR173C	-0.20526614727621204
YDR174W	-0.3756895951159679
YDR175C	0.3981666073195124
YDR176W	-1.178984041835515
YDR178W	-0.12639645042458095
YDR179C	0.10557809339085232
YDR179W-A	-0.1517379611593756
YDR181C	0.4172435719380924
YDR183W	0.3317946373395624
YDR184C	0.37500184835854816
YDR185C	0.3605976833014437
YDR186C	0.17968514931411758
YDR191W	0.10483031072501521
YDR192C	0.07278693841597308
YDR193W	0.0031230315381747874
YDR194C	0.019200539332999367
YDR195W	1.35848806560093
YDR197W	-0.04526500351224724
YDR198C	-0.2608147803139292
YDR199W	0.8018192934112065
YDR200C	2.9770442931325554
YDR202C	-0.24210044547752232
YDR203W	0.30064800322033874
YDR204W	0.3110418853258761
YDR205W	0.36963443523195794
YDR206W	-0.051744070872431006
YDR207C	1.711133608238867
YDR209C	0.028769981261625208
YDR210W	-0.06859674903069718
YDR213W	-0.036280815450109166
YDR214W	-0.2842884202750851
YDR215C	-0.19542128563809197
YDR216W	-0.29009396491756057
YDR217C	0.46254079699770945
YDR218C	0.3348148767658004
YDR219C	0.19759217483685534
YDR220C	0.3764620941262036
