orf	hap a | calcium uptake (calcium-45) | FK506 [1 ug/ml] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | tunicamycin [5 ug/ml] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | FK506 [1 ug/ml], tunicamycin [5 ug/ml] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | alpha factor pheromone [40 uM] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | FK506 [1 ug/ml], alpha factor pheromone [40 uM] | YPD | Martin DC~Cunningham KW, 2011
YAL051W	-0.5609226025855636	-0.6387232814580721	-0.14325153855178455	1.2021609947612815	-0.3925586078411653
YAL053W	5.290196274678761	-0.2960278597791255	-0.39644933914673464	-0.9302175963552005	0.5940070892292321
YAL054C	1.0928423821510518	0.758357285723918	0.9022293395138805	1.280924221003165	0.44040366402836395
YAL055W	-0.6945015899793622	-0.26090265562541654	0.3715620543935988	0.2752821314538363	0.3055385546972949
YAL056C-A	1.9364359130911264	-0.3809111031900744	0.009299990210382776	-0.12965432954285133	-0.06667020599847663
YAL056W	-0.39882723276632126	1.4797484064952002	1.7027998727813891	2.761056388710409	1.1627585034743595
YAL058W	4.58285277595192	-0.16574151032008227	0.053549922621458794	-0.4948930427378451	-0.01879468375712535
YAL059W	0.5017651619107483	0.41732082732498277	2.8641289115587893	4.436374275737516	4.870710212814645
YAL060W	0.10497463866887409	0.9987693043216079	1.1160314057677008	0.9421324301531562	0.4362005388850992
YAL061W	-0.091113298689191	0.23725595922096968	0.6803786172408044	0.6781510456144435	0.258331791192786
YAL062W	-0.06077722144597537	0.15123586378866644	0.40706057432816306	1.0464619589290558	0.027144495338569614
YAL064C-A	-0.2371144145812744	0.4101418054768021	1.0896463659807232	0.25365650604145357	0.5903065542659517
YAL065C	-0.040684188482450694	0.8631381825958087	1.360398933526915	1.3257589651228736	0.7635444570541778
YAL066W	-0.4821676538085497	0.6375536912761182	0.9973523484592067	0.7600781263077652	0.35454090903840363
YAL067C	-0.1267415838034185	0.19509704758232285	0.6411892429481467	0.5514939404234621	0.3156361423918304
YAL068C	-0.33556941458065964	-0.16094389274558457	0.25703792090122346	0.26647780593493126	0.10620260007236576
YAR002C-A	-0.18383927523026158	0.1642225537949033	0.254861579561443	0.20511308624381297	0.07432196316927059
YAR002W	-0.48220404951204804	-0.8891078525413652	-0.7431527119410624	-0.7979595884236309	-0.9215968322617893
YAR003W	-0.6366171803045517	-1.2106322723706133	-1.2179760387868126	-0.913929869877601	-1.8648240079642162
YAR014C	-0.1867611932701304	-1.4198857385539083	-1.8448425524517433	-0.9606084904381262	-0.8778502751192206
YAR015W	-0.14397502032675452	-0.96425281351956	-1.149093935575959	-1.1985913075035113	-1.0403555917743117
YAR018C	-0.11298540228144242	-1.5184973503764534	-1.3586248712355964	-1.3361533445702805	-1.3507888255116005
YAR020C	-0.3622115160413981	0.21337483879252786	0.8322743177727242	0.9563294069684248	0.629901931376407
YAR023C	0.31757121289483703	-0.04257369138785019	-0.5559132675393019	0.030996589628090192	-0.13841213158750776
YAR027W	0.043724481485637005	0.48333437196232093	0.8521030404514893	0.5035810159196571	0.712148477547717
YAR028W	-0.9578489485274064	-0.623518912375841	-0.16832691070447717	-0.501926813889795	-0.4929157499200965
YAR029W	-0.33348405728760355	-1.2717038227639341	-0.4969992478192287	-0.9000529097179291	-0.08170985105434024
YAR030C	-0.5163279781766368	-0.4770920451615481	-0.18854159407742074	0.2827282376692353	-0.053039605906708046
YAR031W	-0.8180009946174529	-0.8900807684585538	-0.682630261140699	-0.777629976775575	-0.8646116269815284
YAR035W	-0.5021159027179324	-1.0076546280393612	-0.6398048918734411	-0.6138846165378883	-0.7513998095178679
YAR042W	-0.09816554990685487	-0.37435022656584555	-0.04322167351908744	0.0313831040060661	-0.36787792300380406
YAR047C	0.012165833554908908	-0.2069997713275509	0.15752515313552756	1.0853171728341005	0.31080063337735403
YAR050W	0.5655577260100818	1.0765589807009754	1.073052893306036	1.5017530869394586	0.8609018755171897
YBL001C	-0.1976496593932414	-1.033613983582066	-0.8857068178326408	-0.5553666911176927	-0.9031997672561057
YBL002W	0.22817532807669766	-0.44668710232050124	-0.3454773996619931	0.5342034988382492	-0.06317077566770393
YBL003C	0.19093955829126505	-1.183443656717763	-0.908492756981803	-0.25775202156382027	-0.7342959662732428
YBL005W	-0.13106444348159726	-1.6683292372721845	-1.7187849802433448	-1.0784334117979062	-1.28266649346296
YBL006C	0.07711478516185433	-1.9286420061669969	-2.2680097792335916	-0.9728251496559849	-1.9555860151631375
YBL007C	0.8555783200094846	-2.1258414786318593	-2.154290694830542	-1.7965120174644817	-2.3738659959757005
YBL008W	-0.23418187448153654	-0.8746950675415358	-0.0852040847909089	-0.03359740568648332	-0.05642482430963174
YBL009W	-0.4846082744196036	-1.3063390663230217	-1.0121339148656323	-0.23376705147933624	-0.5382192495539754
YBL010C	-0.07938611853363457	0.3959682272306992	0.9476602559221432	0.08756348778853972	0.8170637147615754
YBL011W	0.07355550900525445	1.1528752954291401	1.90592516109354	1.2633303082097498	2.8864677862021844
YBL012C	-0.02284180557274838	0.8791298846616128	0.7542938309084748	4.117638103098651	0.40257770787552943
YBL013W	-0.2561250855467143	-0.8553356373758353	-0.7849223428260997	-0.21266080964540843	-0.6632889801085277
YBL015W	-0.18239434129961013	-0.5585262453250702	-0.28960984286225955	0.01003133047385071	-0.5132127810069903
YBL016W	-0.20547666967596168	-0.800020887809252	-0.30537648552070995	-2.3747258581147577	-2.5093291237266024
YBL017C	-0.00262323280019776	-0.2905412195039509	-0.3458464336394339	0.18173850729999866	0.023284358029253868
YBL019W	-0.27668469157992065	-1.2397064757078178	-1.0528881760270854	-0.6620446472103283	-0.7925759951266312
YBL021C	-0.043043293929653594	-1.5392196875276851	-1.639413389141468	-0.5864369298487128	-1.1366696968330188
YBL022C	1.0696518812208895	-1.4712654207817466	-1.4490773944061324	-0.9541812232151317	-0.7898226198587196
YBL024W	0.16320455335985817	-1.158868251649686	-1.588790315898928	-0.9087636794554433	-1.4808047616600095
YBL025W	-0.8682690537118383	-2.3293848102517005	-2.6938706500712573	-0.9714922461883415	-0.8810088585443907
YBL027W	0.4730197214708316	-1.4833112224049478	-1.376668517576872	-0.45975076309424073	-0.8272552470517115
YBL028C	-0.258270482905325	-0.23381969189781637	0.532045771467831	0.735118664944343	0.9702167652061621
YBL029W	0.11699145627288542	0.9674491595854272	1.3941995820437456	0.6573984655036226	1.085838084345058
YBL031W	0.05058417414214284	-1.0202731583880553	-0.6910681112900976	-0.7168439999934353	-0.7801136754324142
YBL032W	0.19427316345747495	0.44534263799331786	0.32363351786937455	0.6252301687837418	0.14177189031074625
YBL033C	-0.23127102235438252	-1.9079916983932297	-2.2678839264193567	-2.555545631161916	-2.324581988347834
YBL036C	0.13756186549588753	0.7221574930467788	0.3223855597070703	0.7626483111206548	0.03881448316394164
YBL037W	0.3394757511870165	1.3757595858825782	0.6699397902535389	0.5973968686462893	0.8456737287253524
YBL038W	-0.2570171083992079	-0.4066980568912193	-0.43481562178127725	0.5349682881288759	-0.130991630407978
YBL039C	0.06106311306826698	0.7143685714656094	-0.2450188023510198	1.047303346934393	-0.041212786375320186
YBL042C	-0.20046814627546794	-0.2703557489895536	-0.6915384794145234	-0.16870824866158746	-0.600851025094987
YBL043W	-0.0987944133110048	0.8927850941573248	1.03669573242601	0.5855821069736241	0.6179233895936189
YBL044W	-0.1585167648593125	-0.23443706777292753	0.4415750945469943	0.6188973214914972	0.4344471696045975
YBL045C	-0.009852915409166885	0.27699965946196253	1.0130823770893256	1.0234466465499352	0.6377650481145869
YBL046W	-0.7661456891828907	1.263270143920734	2.80603021931748	1.5372012070279135	1.6557232455566135
YBL047C	2.5150038890474935	0.592823347343703	5.349191462249917	-0.09215888470397103	4.496657919691377
YBL048W	0.039654267945892135	1.7354093936390367	1.8417391643521004	0.7490489809479498	0.8862521182201345
YBL049W	-0.09225136759502746	1.1001881839503256	1.3261528682065253	1.186017001346689	0.6163846592316973
YBL051C	-0.000601368418596939	0.6659323262178369	1.590212440286734	1.4965441002001931	2.3022465733846333
YBL052C	-0.6038903039143156	0.4231248871772552	0.24607355496937458	0.1122498695001305	-0.0820504287004258
YBL053W	-0.14068666910983116	1.000183813478192	1.2676566554216202	1.314177100623192	0.6355518821626159
YBL054W	-0.49942787865402577	2.5909714367649834	2.348551873414385	1.597158377748952	1.8946930681785026
YBL055C	-0.29348145065973225	1.966582698887213	1.6064101634859325	1.0111564955217602	0.9928147179088075
YBL056W	0.03780624631012749	1.980004843493661	2.6491060919224863	1.591995155066591	1.7964497175562457
YBL057C	0.41233659058932104	1.8871714786627019	3.0341017529600696	0.6297044379055259	1.5272116218878842
YBL058W	2.505178603402694	-0.8216981306698398	-1.0387725544069186	-0.7115222146316741	-0.22806299368286337
YBL059W	0.6072702184685131	1.0272874082144459	2.597235421321413	2.4610670939758603	2.7330441177786624
YBL060W	-0.5167032242518904	0.13478080866779177	0.6646362031366493	0.0186078586101069	0.36947351143894397
YBL061C	0.5815251783011579	1.6751800312561063	-0.28510481287643896	0.16888614023362647	0.24445408199453622
YBL062W	0.9459919909844081	1.6592728348713501	0.09251213486873146	0.6333169330073921	0.5983041081063216
YBL063W	-0.516746139983937	1.2035101913783	1.0037196974043372	0.487608465564339	0.7365344169174011
YBL064C	-0.19029723762783754	1.6697170233701717	1.226298127542365	1.5678190871012323	1.207819143731783
YBL065W	0.19409565502590742	0.3964568335382063	1.3292857182691218	1.5741563892902517	1.095379625618797
YBL066C	0.7961646997172276	1.3429040059079238	1.4190014131446418	0.6710414624761833	0.9347723143580954
YBL067C	0.39322022278205276	1.442488088518073	1.0629503028978973	0.26806899693650565	1.177304081025325
YBL068W	0.015220716188976849	1.4033393902533962	1.000165108807537	0.6656253698356286	1.175392849085482
YBL069W	1.283675499680588	4.265273600215679	1.7927388790184584	2.037126459037586	3.3598533720200576
YBL070C	-0.5863856748439069	-0.2068979899870535	0.691159286127687	0.3851939426124159	0.4247953790779335
YBL071C	0.007184591210707118	-0.17613601800573703	-0.0649088177936357	-0.057289445986390145	0.08693636610447449
YBL072C	0.2263459504358686	-0.27301777971422403	-0.4400730386216509	-1.5724224271822786	-1.5586077844504451
YBL075C	-0.25414508793022916	0.6509713312391476	0.3070904476945694	0.12442843530684353	-0.058046346290431296
YBL078C	0.5310381120932763	2.199963822627469	0.6862027330867166	1.361733722061605	0.8191064496607081
YBL079W	1.5631486202102045	1.935884467644423	0.6480644939261923	-0.05521531486096777	-0.7062794865619795
YBL080C	1.8045475010905363	1.422389422733951	0.9990559149556744	2.0324567529253295	0.9758108286052818
YBL081W	1.2397326620081561	1.4928783548532625	1.2667852069433985	1.4703846357714212	0.8089321879275272
YBL082C	0.9742626889166949	1.0708364498109544	1.2936886470109834	0.3715871773974123	2.579581897812278
YBL083C	0.10918873779415801	1.0666148424031243	0.3995862933563052	-0.3948336670493681	1.855946858362325
YBL085W	-0.36076008217860295	0.4602742398695811	-0.9248124134579374	0.4694431276664294	0.4873838798045314
YBL086C	-0.41560821572686935	1.5714033616679963	0.41159456322580334	0.48391917634914605	0.9676718364010745
YBL087C	-0.10161721327618138	1.0032339713499925	0.8479680268418174	-0.6207931840901656	0.7150465721617696
YBL088C	0.19836128879342074	-0.23655402843821774	-0.40114859046981083	-0.7089462544269537	-0.4553050469709236
YBL089W	-0.15674090861436238	-0.7095720471713985	-1.3930333226385307	-0.3125176343413433	-0.828692114988503
YBL090W	1.1192487477575912	0.6667499990938475	-0.07475008432200615	1.063116549139799	-0.14734916450677207
YBL091C	1.71207067251033	0.011513511445459836	-0.2589865633993426	0.4837342145947677	0.49020388346949967
YBL091C-A	-0.7443428229586383	0.6232181030036981	0.9273298164691288	0.2270464688115993	0.6641278004200387
YBL093C	1.2564991439998672	-1.795313225009536	-2.165970696260222	-1.6882987725311749	-1.710009387235964
YBL094C	0.4837725278555291	-1.6609012877639544	-2.17176402794417	-1.2562887326175787	-1.2628204903794082
YBL095W	-0.15192381226854582	0.36441078347141936	0.42132305622162847	0.7732021263228	0.22727116106334966
YBL096C	-0.3851357329123448	-0.0852160568872676	-0.1726149097973724	0.10783356283260076	0.02829271204223457
YBL098W	-0.19596220578314705	-0.3595248802282272	-0.11538803991711358	0.2874279433870101	0.11196444360304564
YBL099W	-0.3948195468595629	-0.030224710312057475	0.301223639142056	0.800321953697219	0.5638253423407961
YBL100C	0.8088550115278673	-0.28640201962279116	-0.529072604278023	1.0600329272782003	0.4304925038141622
YBL101C	-0.32059531837502736	0.5820643769050385	0.6711508333788998	0.990002284876067	0.3814641396275879
YBL102W	0.2537229534393958	1.7646682512645606	0.8830314517537744	1.2484537292256248	0.7369506367672842
YBL103C	-0.02574291197486975	0.3339169619619138	0.7405439569646268	-0.14646713454050994	-0.30060893110800974
YBL104C	-0.19711521627531983	-0.162233123771565	-0.21254462460620735	-0.40158757399884254	-0.32641179376577745
YBL106C	-0.13015228677144045	0.09141222940903136	0.5216851888949564	0.39240299264657996	0.03153588275463788
YBL107C	-0.5211590070174628	-0.15541515907188197	0.013959861013856	-0.07745705141096164	-0.4361082866329734
YBR001C	-0.05995703086720904	0.12063624612077456	0.5022310425547855	0.658375405133758	0.13516127037210288
YBR003W	0.07276294267275453	0.26885654508635903	0.3860589590285491	0.977512935393923	0.5122825213294494
YBR005W	-0.08898140890703367	0.3710714978075159	0.5824855014473035	0.691222578764738	0.4588228395016365
YBR006W	-0.2627433266540876	0.3342704263532312	0.7203461192464016	1.0197718291633173	0.3882234706100581
YBR007C	-0.2498783486878724	-0.024936518681580786	0.5438702610433778	0.022016052953548627	0.289216968683327
YBR008C	0.12045751832387026	0.8330159292527106	1.2212609427885013	1.1018331399657282	0.9133542704702992
YBR009C	0.06729898522802495	0.5719136046216652	0.7486127478500094	1.1647569120784034	0.38455695747174073
YBR010W	-0.5740834006501153	-0.6945176302847716	0.2138931682486388	0.04371045202160355	-0.02785087077844865
YBR012C	0.28786979324019435	-0.23345107614004013	0.30525750473695695	-0.13302219996414427	-0.03063255584250459
YBR013C	0.09338148887178868	0.2777900431498416	0.47732498790669264	0.22903200358103687	-0.08435433579425357
YBR014C	-0.11214976632583043	0.06582043785680529	0.13523007909712875	-0.012111030106405893	-0.25352873353954614
YBR015C	0.017585095945084887	-0.05561506775383284	-0.04906476725146325	0.05433920094475801	-0.11547617928967759
YBR016W	0.1095959045313403	0.22981755803771928	0.38681647069529435	0.9131474373379292	0.40527067586578475
YBR018C	0.28787948491161774	0.19764687315253568	0.5276217917085866	0.19291400863141833	0.2376495642514987
YBR019C	-0.12488576716840093	0.3340599459729058	0.27852337534010535	0.44473044973094206	0.02532789589785957
YBR020W	-0.1732766542876769	0.3304446107724289	0.8263928406722176	0.6143495046080286	0.3999425390369162
YBR021W	0.4005288141910675	1.4364569251285098	2.3356889932787865	1.1340425324604801	2.237157260697397
YBR022W	-0.18607036463750629	0.44013488921864424	0.38108248954241686	0.8427055774230277	0.31396185445763414
YBR023C	-0.3340053503922886	0.06297910965624878	-0.5225684574447179	-0.2561511830737801	-0.10134569319539084
YBR024W	0.1199452531801769	0.4264061816782482	0.5027515930585368	-0.20904618577068476	0.5472634057429447
YBR025C	-0.4401802993372572	-0.21843510899349908	-0.14059383127586764	-0.7225017885398514	-0.419714914199635
YBR026C	2.070581423362944	-0.5103065616513566	-1.2445024233231952	-0.1883980260914471	-0.31281974099577564
YBR027C	0.21124691024048137	0.18693633332536724	0.3977977781704634	0.21902917388115242	-0.23009694274984324
YBR028C	-0.17115231104511372	-0.1352005576197178	-0.5370626738069006	-0.2877861056487583	-0.6461894359540835
YBR030W	-0.07400953766852021	-0.13087816296914628	0.4151997906750075	0.36445622647976034	0.3335197464936667
YBR031W	0.03971180079807698	0.4423072525318881	0.7615199699341701	0.4387988479832948	0.26499615048874176
YBR032W	0.14468002327215282	-0.7038938029116077	-0.7683661548958488	0.08849726912517701	-0.49976110186383155
YBR033W	-0.10557211077053125	0.027458078227379785	0.09679414086925042	0.050449521900668245	-0.253730049364274
YBR034C	-0.34306954539810586	0.5114419436727503	0.7686706633703024	0.5926080562459681	1.1526212860217109
YBR035C	-0.5817584590269768	-2.6348633204587775	-2.9012944967926972	-2.915171444475807	-2.9914406416986834
YBR036C	2.39383010562004	-0.8944872015431775	-0.47472951651660816	-0.2670551609668004	0.328943059025561
YBR037C	0.5190917451919883	0.6347233308756718	-0.3652522278294321	1.4762049698959316	1.2687463264766192
YBR040W	0.318124642938976	0.3039100775738533	0.4950614332710875	-1.8356040894179044	-1.5867600887130866
YBR041W	0.1771409595913793	-1.5819662327517952	-0.6070551126863564	-0.9290317948927809	-0.7155298871830437
YBR042C	0.11801224550066637	-0.28762827097371685	-0.009909453953758158	0.21382472099903058	0.019399394260417174
YBR043C	-0.4313109754014633	-0.334967787884483	-0.30768517400852063	-0.18372424968614182	-0.20939006521833542
YBR044C	-0.1992078584132554	-0.4957597670650219	-1.3600135794626527	-0.5283004227787079	-0.5961494204797717
YBR045C	-0.02698754765170318	0.1545475303762257	0.19548710410456863	0.2170748307144651	0.12697046519635732
YBR046C	-0.0190032601386715	-0.40888379643079487	-0.28424813541880967	0.3150061330545193	0.11265336067776938
YBR047W	-0.0459951661898241	0.09931702952571334	0.20902764568109117	0.2553298956371738	0.28579786480999014
YBR048W	0.06839573275596046	-0.7587225110384666	1.2655054110908972	0.21021407196413314	1.2113181318159683
YBR050C	-0.5355648753131417	-0.4093456124099849	-0.1884473315547224	-0.16570947654820323	-0.000397476359648146
YBR051W	0.0072161526646200855	0.6355306990194913	0.7402120711256578	0.4997635574137211	0.79015185723549
YBR052C	0.1310485709942285	-0.1396506068963713	0.19756358357278622	-0.4060646786690815	0.3508197470824905
YBR053C	0.1010301460365855	-0.049407973060587064	0.32428398175762324	0.27157403482456893	0.3601605281961298
YBR054W	-0.11727348962256222	-0.07223571916702554	0.25002932171456627	-0.05909092129589733	0.25694143657727536
YBR056W	-0.38216190323937244	-0.470142174824434	-0.32974067618784547	-0.3539568432680208	-0.22016489658412045
YBR057C	-0.04088610714836034	-0.06283300836854953	0.11755334946252141	0.08285545078282629	0.30533575937464835
YBR058C	0.1087470732350064	0.6299183978630779	0.5319045692776566	1.315144861855669	0.7205381289288224
YBR059C	0.31466525737173623	-0.8954120202168204	-0.9982097163884399	-0.8251105201166663	-0.9368810946121414
YBR061C	-0.19554477647085386	-0.9179858892440471	-0.7745823126700511	0.18141798808993675	-0.20798838393737384
YBR062C	0.19385611306937978	0.2618074064332163	0.752170026498619	0.868475963313288	1.2033000122517425
YBR063C	-0.2692069434991188	-0.14867599438624066	0.2696180423327609	0.9885890366321364	0.2908375695921231
YBR064W	0.07161199417500033	0.13745139977553836	0.5108158870440844	0.6353115842442856	0.567765261317103
YBR065C	-0.32564867057783436	-0.17494632754784523	0.4051145757020572	0.6013359209374384	0.43142613316319867
YBR066C	-0.5003018307972104	0.5595760631455987	-0.34010455434649156	0.46419301562297055	0.3149301562157249
YBR067C	0.09130968492660078	0.08785323869886952	0.258272936340453	0.4626204001621714	0.5503681595816209
YBR068C	0.17781383252850136	-0.15687055743955658	-0.6227381357137888	0.43925573604194734	0.585910128998745
YBR069C	-0.1248837865813046	-0.1304141820722364	-0.2658946231418746	0.11437122201722856	0.1138539131318176
YBR071W	-0.03706948405444646	0.008287464647029046	-0.15068563042959807	-0.06430970682194104	0.18847849235019434
YBR072W	-0.1398426261593744	0.05363901630009381	-0.1307975373936282	0.48979900017140277	0.3494367870976133
YBR073W	0.24953362411523367	0.490297081745055	0.22752549407433534	0.6251529191355978	0.5054268042879305
YBR074W	-0.11889323603431413	0.7794170956462092	0.719059802383967	0.7596916985996501	0.7269204610524067
YBR076W	0.283605841585731	-0.10205268756849989	-0.01987940678471295	0.057774381794027475	0.25545503297441663
YBR077C	-0.5008815378327987	-1.545208048437059	-1.940807878511105	-1.428065139615301	-1.0583092434860886
YBR078W	0.4873015555314911	-1.29108267097649	0.3047660771952943	0.9409157495639535	0.5993461818963424
YBR081C	-0.42822102199243506	-0.12715025255520018	-0.20942597206963384	-0.03118126913445089	-0.5030627366515527
YBR082C	0.12533820259800985	-0.5898785414333756	-1.3842554119300443	-0.543893378224921	-1.6067227974777254
YBR083W	0.44070498311387224	0.8527304348107164	0.96437391303731	0.9389102764577606	1.1505190204931632
YBR084C-A	0.14939716310377046	0.4336311120517844	1.8189195789337407	0.07490728808440884	1.5743573840621685
YBR084W	-0.31143923804818585	-0.17508823293104786	0.12825332465736003	-0.27106511169097824	-0.3455974072279959
YBR085W	-0.35988185477677886	-0.34554911783192743	-0.5306505273043349	-2.520016014557256	-2.9362378563324354
YBR089C-A	0.03915357734218992	0.47043223550735797	1.1943394849121134	0.07607443532829598	0.2558884220851179
YBR090C	0.07871859295718482	0.20404285890674964	0.3761769323666534	0.3642801720143827	-0.07009194701520775
YBR092C	0.01692219236271684	0.331657794343701	1.1486339445576865	0.3801023999803579	0.43632394294789173
YBR093C	0.3738902744494249	1.0844166958569958	3.3530470918682056	-0.07727035023017026	2.834004348887971
YBR094W	-0.18563043533914872	0.03588724463011422	-0.1657568841529425	0.021884248392849512	-0.3606424207837651
YBR095C	0.4941688551544676	-0.3241084428709185	-0.35925637677901795	1.1509815033165527	-0.1627273763588538
YBR097W	-1.5969272973918167	-2.739019207074521	-2.808982392734334	-2.9332777348283163	-2.9256933805247787
YBR098W	-0.169498257111924	-0.08214055466506628	0.31119177944989274	0.23701602714737532	0.03786501064216005
YBR099C	0.025261785159100415	-0.6512892480208957	0.10064037932397978	-0.06705067079184095	-0.0412967518327183
YBR101C	-1.7524728187713268	-2.422064045264287	-2.7646281986858314	-2.8676678350578	-2.9426693715609793
YBR103W	0.6747726803196957	0.8564985007164152	-0.1867791117808619	0.5074799213370182	0.6624187291794433
YBR104W	0.884610785391216	1.3237292756653425	2.107635596011275	1.5764266696325993	1.0634257078611522
YBR105C	-0.12889498023867108	0.3811878148889611	0.7489227299553901	0.3376413062125995	0.41165048158333545
YBR106W	1.4972257712621388	-1.20946108352739	-1.2902011290918933	-0.5218417063566627	-0.8601980000978572
YBR107C	-0.17801671135518005	0.5279972208897333	0.5045861802418942	0.1389625697133498	0.2399455780130633
YBR108W	-0.03933867573829882	0.4550031654342293	0.2054528774006309	0.3485490328392479	0.3951972062645742
YBR111C	0.06747375351696044	0.18809337089994355	0.6060436426519438	0.5230852015809452	0.39519594369986877
YBR112C	0.5881033361869277	-1.3865091268111618	-1.4662519599727986	-0.917685501777401	-1.3605929506072152
YBR113W	-0.15844566053276696	0.26770422340549843	0.5155974047832335	0.07753782717561834	0.290618932212977
