orf	hap a | calcium uptake (calcium-45) | FK506 [1 ug/ml] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | tunicamycin [5 ug/ml] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | FK506 [1 ug/ml], tunicamycin [5 ug/ml] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | alpha factor pheromone [40 uM] | YPD | Martin DC~Cunningham KW, 2011	hap a | calcium uptake (calcium-45) | FK506 [1 ug/ml], alpha factor pheromone [40 uM] | YPD | Martin DC~Cunningham KW, 2011
YAR023C	1.4256601851065638	5.897766833658827	30.359853952619517	11.83917805892842	32.32877642863208
YAR027W	1.2832145171743357	6.830416936703392	47.731907539425364	13.66050982933679	41.66472240224671
YAR028W	0.7622304050499736	4.867513338844217	35.14188021342151	9.785300969414594	28.43766438716465
YAR029W	1.0870035856843245	3.718016372369934	31.08673296799946	8.250930248291727	32.95115350788174
YAR030C	0.9918944554626198	5.127188065879107	34.8924721910839	12.80934724497715	33.26584461498664
YAR031W	0.834974509393114	4.394790138976186	28.796424331308057	8.72274600181577	24.357846218311334
YAR035W	0.9992870891851429	4.186283595922149	29.324802167248873	9.35381763741356	25.6004847793541
YAR042W	1.2094081942336876	5.309391333670545	36.685424043163046	11.840667678300457	29.810107907604113
YAR047C	1.2667987919969799	5.60617214043035	39.16223103057757	15.902510381275953	37.2594375235938
YAR050W	1.554654255319149	7.882446808510638	50.45797872340426	17.507446808510636	43.29747340425532
YBL001C	1.1576599759821582	4.1402470406587755	26.290873220106366	9.579344656030194	23.934294047006347
YBL002W	1.3791595149770222	5.18110846575494	32.956203975416635	13.778528320690988	33.15464260007751
YBL003C	1.3597907459186436	3.8745377469107964	26.009741138270044	10.726346171191485	25.78822043835122
YBL005W	1.192295319285829	3.0146372848640826	16.012385394884994	7.56345504262506	19.769181277143314
YBL006C	1.3005830067858166	2.552996272579566	9.236069960814298	7.970467361177482	12.38306413074644
YBL007C	1.7055130112873371	2.2032809494428918	10.63913185497042	4.795993176786556	7.79192828367147
YBL008W	1.1386571719226857	4.422075279755849	36.167446592065104	11.590233977619532	33.228687690742625
YBL009W	1.0083939563514268	3.656593919044954	24.731020332027605	10.81878380899086	27.940402909904865
YBL010C	1.2191766096957972	6.675481027625498	48.91088896055036	12.057185854025581	42.81629581855316
YBL011W	1.2987315935267534	8.017786849394955	60.73392622831317	16.58856976235603	65.53054381105117
YBL012C	1.2485890200102618	7.532324268855824	46.525141097998976	27.589020010261677	38.266803488968705
YBL013W	1.1272430668841762	4.456407467826718	27.534348377741527	10.900126880551026	26.567609207902844
YBL015W	1.1655952687066085	4.9827719208022625	33.64549584297591	11.758378332047656	28.21487957486929
YBL016W	1.1535886339511718	4.554503143627011	33.4509675838981	2.5675675675675675	6.305054299012004
YBL017C	1.2591060274194859	5.458018982720858	32.95165084773262	12.420134663746248	34.10359373732457
YBL019W	1.1165486656811638	3.7747607562436785	24.22819575196452	9.168209756477086	25.148525636038276
YBL021C	1.2380808993275119	3.243601324902138	16.991669175951017	9.459600521931145	21.371675198233465
YBL022C	1.816866728224069	3.364112034472145	19.340027700831023	8.042320714065866	25.178747306863645
YBL024W	1.3453639485556528	3.918119991919736	17.616254797656723	8.21735910039728	17.59437074944448
YBL025W	0.808826790862719	1.8423153692614769	3.98181414947882	7.975604346861831	24.177866489243733
YBL027W	1.5065191623864085	3.3427499012248125	20.233405768470963	9.947846700908732	24.767878308968786
YBL028C	1.126127104834329	5.5586094513851165	43.783052688756115	14.552851711026616	44.49733840304183
YBL029W	1.3213254820459532	7.68895046761344	54.42027479505831	14.253319478120309	45.76642420043875
YBL031W	1.2867826937862583	4.163905780387223	28.69231844551618	8.95701404906689	25.285314880827563
YBL032W	1.361524772876276	6.763042053011145	41.211669944741026	14.129343448534232	35.40413973962723
YBL033C	1.1401712972634217	2.589617714643827	9.237622728222268	1.870691456026739	8.332880718612909
YBL036C	1.3320255026974006	7.253948013732222	41.19627268268759	14.658950465914664	34.27405590975968
YBL037W	1.437054173896279	8.413051860420282	45.48438403701561	14.022074416811257	43.130325814536334
YBL038W	1.1267790672213707	5.252025399605868	31.853952266257938	13.781475804685789	32.41022553098314
YBL039C	1.2922334780511335	7.240135069946938	34.19565846599132	15.756005788712011	33.39565846599132
YBL042C	1.156193895870736	5.493816078196689	28.686515060841813	11.06951924995013	27.252942349890287
YBL043W	1.209081081081081	7.55654054054054	50.0094054054054	13.97654054054054	40.63048648648648
YBL044W	1.1780155642023347	5.557514591439689	42.666828793774314	14.104936770428015	38.61660992217899
YBL045C	1.255345394736842	6.464501096491228	49.71806469298245	15.664062499999998	40.84827302631579
YBL046W	0.8619478589760908	8.213562069431312	71.83938943671484	17.64406321761448	52.0216128596515
YBL047C	2.5686892206547047	7.024585673195453	103.21681961375154	11.364539104232298	83.20435556773046
YBL048W	1.2810973318301389	9.050858073405987	59.94200175372667	14.606538895152196	43.57572341225103
YBL049W	1.2124845488257108	7.924351050679851	53.58071693448702	16.290605686032137	40.61359703337453
YBL051C	1.260157731855845	7.15423779574723	56.83867425376859	17.487371468503543	59.11799940101827
YBL052C	0.9463475398167098	6.723640893317912	40.25473796601121	12.152326719459028	32.94741525046713
YBL053W	1.1872901678657075	7.747002398081536	52.8589928057554	16.78453237410072	40.82398081534772
YBL054W	1.0006853070175439	10.56811951754386	66.19503837719299	17.87513706140351	54.644599780701746
YBL055C	1.1078115682766845	9.4608228980322	57.038521168753725	15.61669648181276	44.74537865235539
YBL056W	1.2801360544217686	9.484625850340136	69.90326530612245	17.855238095238096	53.566258503401365
YBL057C	1.4749538810841494	9.31999432382574	74.65332765715907	14.146587200227046	50.61104015893287
YBL058W	2.5635784443854526	4.516060525617202	24.4023537740023	8.977524112910361	31.344748252367044
YBL059W	1.5763516618165108	7.795068157451371	69.26328687394701	21.20462551692449	63.84653086230663
YBL060W	0.991699265337277	6.21228890373056	45.418948573609384	11.791432115256177	37.90344432783131
YBL061C	1.5629599758040125	8.944046778909165	33.70107873777599	12.370601875189031	36.53120274221192
YBL062W	1.7525430988328516	8.915836813363315	38.36010279473177	14.160509690545029	40.41514080736695
YBL063W	0.9916769420468557	8.107583230579532	49.60254829428689	13.598951911220716	41.93238799835594
YBL064C	1.1614844533600803	8.934358631449905	52.34871280508191	17.76206396968684	47.105315947843536
YBL065W	1.3614324390844206	6.676347526458282	53.6193699237017	17.786487816884076	45.871154319468374
YBL066C	1.6746080858085808	8.354785478547853	54.72627887788779	14.305899339933994	44.10829207920792
YBL067C	1.4650102028568	8.531388788860882	50.333333333333336	12.752850798223502	46.77037570519745
YBL068W	1.2683878370625357	8.46196213425129	49.558691910499135	14.285025817555939	46.74939759036145
YBL069W	1.9281944666560051	13.537342075803615	59.337438029745734	19.570766032304494	70.7265312649928
YBL070C	0.9554528468875997	5.606352640377619	45.7461893991543	13.204248205329925	38.51066968236798
YBL071C	1.2642077207462814	5.660906198951079	36.41784885220531	11.498925285873957	34.80225260080818
YBL072C	1.378207935534729	5.48909520889901	31.789086450030656	5.6596303757554525	16.74038714198126
YBL075C	1.1282729936666982	7.1277058323092914	41.00756215143208	12.19926269023537	33.210889498062194
YBL078C	1.5366983372921617	9.874703087885987	45.68503562945368	16.967814726840857	42.83871733966746
YBL079W	2.0735667890426432	9.40638237785936	45.21448743292854	11.506918949449307	26.095735667890427
YBL080C	2.1991341991341993	8.495745633676668	49.545006717420506	19.55276907001045	44.55874011046425
YBL081W	1.905336911150865	8.620751341681574	52.84824090638045	17.38655336911151	42.727042337507456
YBL082C	1.7672485453034081	7.872298420615128	53.18017456359102	13.151807980049874	62.16209476309227
YBL083C	1.3172667757774141	7.86481178396072	42.14877250409165	10.198036006546644	54.219312602291325
YBL085W	1.0728155339805825	6.789521890456126	25.80838981498443	13.528943029858947	39.197655248213955
YBL086C	1.044285417963078	8.760008297033812	42.29693009749015	13.584733457788841	44.46940468782411
YBL087C	1.2076127574519857	7.752411575562701	47.68088989310854	9.3271921439124	41.696532545407145
YBL088C	1.363651275321906	5.553760354301648	32.269334864266376	8.98745181661609	28.85048798490937
YBL089W	1.1789393036519962	4.714905933429812	20.031497403592404	10.515280497148208	24.752106920915978
YBL090W	1.84266531542944	7.155687864200659	36.29642766658222	15.816949581960984	32.230681530276165
YBL091C	2.1510309278350515	5.993685567010308	34.02332474226804	13.5840206185567	39.228608247422684
YBL091C-A	0.873288961446691	7.078488007032525	48.660052743940724	12.594750722089664	41.13763656913223
YBL093C	1.9140582594535918	2.789442735661299	10.495024425547312	5.213045051565045	15.078568843857429
YBL094C	1.512112403100775	3.0278100775193795	10.423546511627906	6.878003875968992	19.98701550387597
YBL095W	1.1814449917898195	6.619516772226131	42.41695988740324	14.699624677457189	36.34259910860896
YBL096C	1.0601361573373675	5.82214447806354	35.088975037821484	12.135306354009076	34.15856656580938
YBL098W	1.1585377314162202	5.335682736584907	35.79503806033267	12.827459825204397	35.07696645052157
YBL099W	1.0550989697881699	5.919666628081954	40.93517768260215	14.804143998147934	40.03669406181271
YBL100C	1.6812091503267972	5.465359477124183	30.691013071895426	15.805065359477126	38.573202614379085
YBL101C	1.0937078651685395	7.005505617977527	45.49932584269663	15.535168539325841	38.03505617977528
YBL102W	1.3924485125858124	9.10274599542334	48.113501144164765	16.531235697940502	41.936956521739134
YBL103C	1.2470799640610961	6.5654387541179995	46.35549565738245	11.155236098632326	30.548467605071377
YBL104C	1.1579379749435201	5.685561716985007	34.5963236804272	10.172006572191416	30.265249537892792
YBL106C	1.1927697918901523	6.1353786741042695	43.655224200815276	13.232031752842737	34.19416434241579
YBL107C	0.989381520119225	5.697652757078986	37.39092771982116	11.421199701937406	29.061195976154988
YBR001C	1.2292829540575354	6.187204808930872	43.41519965650494	14.257084585659081	35.33158007728639
YBR003W	1.2983193277310925	6.450060024009604	41.981872749099644	15.487034813925572	39.470948379351746
YBR005W	1.2141854690704956	6.631328943106984	44.40537622800389	14.383676994494225	38.88416279822952
YBR006W	1.1238004850785617	6.566065591057682	46.10629547611515	15.649899820731836	38.10924812822947
YBR007C	1.130492404934244	5.9290447548170055	43.92894280762565	11.8045672341727	37.022530329289424
YBR008C	1.3231284085275161	7.450545364402578	52.28656420426376	15.966162617749134	43.873202776400596
YBR009C	1.2954771646577463	6.9875041468539205	46.455048103505476	16.208669689262415	38.069003649231455
YBR010W	0.9618520675596971	4.741603572121918	39.85769753445933	11.888177052999417	33.54232187924675
YBR012C	1.4102105263157894	5.559263157894737	40.984947368421054	11.207052631578946	33.51178947368421
YBR013C	1.3090443875848259	6.465902770052286	43.107909667371224	12.602402936922905	32.92212704416509
YBR014C	1.202134084960741	6.089993960136904	38.88715522448158	11.673042077712905	31.065230521441514
YBR015C	1.2696177062374245	5.874639139182924	36.61333216691453	11.929140057737731	32.58052663808941
YBR016W	1.3174785699351872	6.380827932260088	41.99121890027179	15.238971356888982	38.29636211582689
YBR018C	1.410215567590528	6.323776149516831	43.728469788680044	12.463204842306466	36.45651481363492
YBR019C	1.1955092545767168	6.565692323252756	40.65510266005867	13.433700819257611	34.126024072013756
YBR020W	1.1703379764604254	6.559280855199223	47.41469603714501	14.087409567001403	38.2378792786956
YBR021W	1.4688118811881188	8.520693069306931	66.03633663366337	16.09029702970297	58.403564356435645
YBR022W	1.1636831275720165	6.75380658436214	41.9204732510288	14.967489711934158	37.294135802469135
YBR023C	1.08673242690838	6.084955123078291	30.771260997067447	10.732515773571492	32.73562605527415
YBR024W	1.3228619457869302	6.729459970582055	43.42162218953562	10.914057575120824	39.85490649296071
YBR025C	1.0315038636813947	5.585892609470973	35.48404993065187	8.935209035070338	29.241133346542497
YBR026C	2.337515911983997	5.068285142753227	21.864066193853425	10.993635206401162	30.414438988907072
YBR027C	1.3703539332075891	6.304781981582159	42.126705869299904	12.563852213469433	31.322423166537224
YBR028C	1.1714429868819376	5.7335015136226035	30.592431886982848	10.610595358224016	26.75529767911201
YBR030W	1.2219733224722533	5.741166887282354	42.34141126158232	13.12432542510946	37.5088076570614
YBR031W	1.281127258444619	6.757659073055773	46.61429693637078	13.41084053417125	36.75667714061273
YBR032W	1.335728123990959	4.724975783015822	27.73861801743623	12.060784630287376	28.36252825314821
YBR033W	1.2055555555555557	6.021961805555556	38.41293402777778	11.914149305555556	31.063020833333333
YBR034C	1.082017543859649	6.880263157894737	46.70252192982456	14.00361842105263	46.49945175438596
YBR035C	0.957859765693303	1.300577023955237	1.4226263332750482	0.4847001223990208	1.0132890365448506
YBR036C	2.505658778672154	4.386975730799491	31.361496096350542	10.69049204139684	37.45857289838407
YBR037C	1.5304842473745623	7.098891481913652	32.71222287047841	17.408984830805135	47.77406651108518
YBR040W	1.425948060415082	6.512224274693034	43.32674128001739	4.645333043572748	16.431381071389765
YBR041W	1.3526131886105122	3.167794216043417	29.728867742175307	8.139246152702402	25.994201174633854
YBR042C	1.3218564615563568	5.46318483191811	37.09642898685588	12.543794346865184	34.06095149470745
YBR043C	1.0361173814898421	5.3792325056433405	33.42248306997743	11.011647855530475	31.549706546275395
YBR044C	1.1568494543482681	5.0940825594794275	20.438893784315056	9.683657561173998	27.304548227479156
YBR045C	1.246432547313025	6.247343386296934	39.630604189859326	12.55632021050501	35.24167594373039
YBR046C	1.2505856995595541	5.2481491893918095	33.71164839284041	12.93374566582326	35.08452816043482
YBR047W	1.23654543672189	6.149397117929614	39.79766689540241	12.703754533869228	36.985001470444075
YBR048W	1.2960476550680786	4.627742057488653	52.83245083207261	12.529878971255672	47.14372163388805
YBR050C	0.9818880820162323	5.247330200768902	34.89363519863306	11.081076463049978	33.843656557026904
YBR051W	1.2642241379310344	7.100323275862069	46.351400862068964	13.645797413793103	42.52090517241379
YBR052C	1.3286375105130361	5.725609756097561	39.65622371740958	10.154751892346509	37.69869638351556
YBR053C	1.3130229564471143	5.885646856897662	41.219695344346704	12.76635915039691	37.80122291353787
YBR054W	1.1994689000102137	5.84516392605454	40.30354407108569	11.491982432846491	36.668266775610256
YBR056W	1.0616830414352838	5.139513028620247	33.15036309269543	10.355574540794532	31.431439555745406
YBR057C	1.2392029938302822	5.8618387781935875	38.66906038232022	12.039041165166381	37.19945382825933
YBR058C	1.317037037037037	7.090370370370371	43.781310541310546	16.78826210826211	41.756809116809116
YBR059C	1.4241486068111453	4.3853356490221245	24.902816582345388	8.539756852676886	23.5646001661255
YBR061C	1.1587548638132297	4.345302946081156	27.661923290717066	12.418899388549194	31.565091717620902
YBR062C	1.361307837582625	6.437559017941455	46.49893767705383	15.066808309726158	47.05571293673277
YBR063C	1.1204383335056343	5.7096040525173155	40.54522898790447	15.529721906337228	37.04031841207484
YBR064W	1.2977206438370963	6.217024954088798	43.52111915307335	14.16819704007778	40.079939505239274
YBR065C	1.091079284845081	5.66301600673968	42.21698024899373	14.037255452588225	38.583450341664324
YBR066C	1.0002307071173147	6.965624639520129	33.022493943938166	13.508709193678625	37.304764101972545
YBR067C	1.3079667063020213	6.129067127878067	40.40525348610961	13.502648362339206	39.888984974597335
YBR068C	1.352963194011229	5.695071740486588	29.535371179039302	13.4126013724267	40.27910168434186
YBR069C	1.1955102848101264	5.741989715189873	33.93809335443037	12.16050237341772	35.09770569620253
YBR071W	1.2411882701308627	5.987964466520203	35.3595376826822	11.471869328493648	35.91680198681823
YBR072W	1.1877292100307266	6.068391317276242	35.6049162454158	13.607394191693926	37.68351670135792
YBR073W	1.3902693673000626	6.842764669033201	40.02589267070369	14.129045729797452	39.39569847567341
YBR074W	1.1986263635361958	7.355492709442832	46.09042494582583	14.647555735115874	41.826863040364344
YBR076W	1.4079925650557619	5.79228624535316	36.97342007434944	11.942379182156133	36.65195167286245
YBR077C	0.99992916341999	3.2329815116526177	13.27307501593823	6.215980732450237	22.231777289792447
YBR078W	1.513948082138706	3.683649748159628	40.97888415342891	15.345989926385121	40.42657884540876
YBR081C	1.0377246691684772	5.7477779972348415	34.634801501086315	11.599545723879123	28.32628876160379
YBR082C	1.3256671729225429	4.927171476097491	20.13979894409489	9.623562594922976	16.212265856657265
YBR083W	1.4897101449275365	7.485507246376812	49.11710144927537	15.338260869565218	46.47637681159421
YBR084C-A	1.3381818181818181	6.742272727272727	59.66045454545454	12.00840909090909	51.128522727272724
YBR084W	1.0984705438066467	5.662764350453173	38.80107628398792	10.675037764350455	30.054663897280967
YBR085W	1.0732723577235772	5.360467479674797	30.671544715447155	2.0076219512195124	1.6192073170731707
YBR089C-A	1.2808368897678775	6.807536171541584	51.95440824398876	12.012907255126471	36.65670864994275
YBR090C	1.301417252538779	6.335118848342819	41.85994866644348	13.123646914406873	33.078674255105454
YBR092C	1.2692728865527814	6.561432325886991	51.39049496276829	13.184625492772668	38.63720981165133
YBR093C	1.454955427372837	7.896381751442056	78.58846355532249	11.421919244887258	64.95469323544835
YBR094W	1.1639119636893038	6.036910165282179	35.173589106791134	11.804059261796695	29.889526419457056
YBR095C	1.517520215633423	5.3984905660377365	32.78619946091644	16.155579514824797	32.06188679245283
YBR097W	0.42980378890392423	1.1158660351826792	2.5615696887686066	0.41491880920162383	1.7349458728010827
YBR098W	1.1723033689507565	5.827598601444302	41.05816423226481	12.633173218311928	34.2636342842205
YBR099C	1.273610856409316	4.818265175132955	38.460388776820096	11.461305703282598	33.39473684210526
YBR101C	0.3488943488943489	1.677957177957178	3.108810108810109	0.6677781677781678	1.5486135486135486
YBR103W	1.611464124966905	7.492189568440562	34.9142176330421	13.675536139793488	41.11887741593858
YBR104W	1.720614703031981	8.32078083898657	63.22262217914994	17.795237435968435	45.52042087775162
YBR105C	1.1934237995824635	6.649269311064718	46.45887265135699	13.02098121085595	38.36638830897704
YBR106W	2.0392759862929446	3.828398207538881	21.3002372375011	9.708549336613656	24.406291187066167
YBR107C	1.1678723615102566	6.909622435833911	43.44425725894361	12.25527697948667	36.4817163809335
YBR108W	1.2400079145231502	6.7801741195093	39.75356153541749	13.063019390581719	38.185793430945786
YBR111C	1.2955680731214796	6.30683388245297	44.69603571048996	13.735678605590392	38.185779572749496
YBR112C	1.566381707693892	3.5144196106705117	19.128128540529403	8.182974559686887	18.91384282624369
YBR113W	1.1780525502318393	6.448016486347243	43.5801133436373	12.018547140649149	37.03791859866049
YBR114W	1.3750483933410764	6.385017421602789	36.23490127758421	12.689895470383277	38.75067750677507
YBR115C	3.25982828739268	23.725711703569814	172.65070040668775	47.47672842295527	138.62403976502486
YBR116C	1.2746154599784463	6.590869011462722	41.84833937493877	11.396100715195454	37.086117370432056
YBR119W	1.4786790184569694	5.96895551941164	32.875680644933176	9.98500813238102	28.53263559861396
YBR120C	1.1556523844105542	6.271362866134107	31.650205761316872	13.865770999757927	39.961752602275475
YBR121C	1.2818524727577536	7.7397317686504605	52.0383487007544	17.194677284157585	46.659995808885164
YBR122C	0.4345679012345679	1.519191919191919	3.872502805836139	0.7335578002244668	1.7081930415263749
YBR125C	1.3199329983249581	8.447880427779925	55.276124210797576	20.390027058368766	45.052183996907615
YBR126C	1.1840093438097261	4.608090889785517	42.41505627521767	8.67413463580378	33.33372265873859
YBR127C	1.3475885257959441	5.307449826626038	36.22181359672165	10.896816223599874	32.71524640117684
YBR128C	1.644258403098838	7.413719855054355	49.02748969136574	15.696738722978882	43.13582406597526
YBR129C	1.3003133063029857	5.166789531883524	40.95751935127166	11.882694434205677	36.61546258754147
YBR130C	1.0103666245259166	4.911841550779603	31.6661609776654	10.394605983986514	32.39190897597977
YBR131W	1.5756826488927111	4.863147710169856	17.10169855944958	10.439690389163621	27.37948828208987
YBR132C	1.1524812600816015	4.805863933959579	29.953600910902363	12.560679381345478	33.98016889647974
YBR133C	1.2300477076089595	4.941457103582114	17.050214279938547	5.8432926336217355	8.039298132125818
YBR134W	1.1161877394636015	6.43639846743295	38.48869731800766	10.493103448275862	30.74204980842912
YBR137W	1.5041862598921896	6.723821539167336	48.1141185915816	14.793324922582865	40.24291776579883
YBR138C	1.274914425427873	6.427383863080685	43.174376528117364	11.787775061124696	36.72
YBR139W	1.1783371913580247	6.403645833333334	45.42881944444445	11.42602237654321	36.16637731481482
YBR141C	1.4187601078167116	7.194609164420485	52.31838274932615	13.488840970350404	38.96830188679245
YBR144C	1.363914675093818	6.5686351965238	45.74728421884259	12.193956152478767	38.20709065771282
YBR145W	1.1757418611351196	5.888600787477193	35.34120810525305	11.004609622587152	30.38135023528282
YBR146W	0.9655662612541462	4.609540356973621	29.263149581424734	9.226978360448586	25.046912020217977
YBR147W	1.4132721361637024	5.458022566456301	40.66819659590744	15.880283036909544	40.583572384777206
YBR148W	1.1936262189604905	6.121946315472002	40.48466874434503	15.348949431989544	37.91122951643711
YBR149W	1.2133785748909354	6.174600096946195	39.71798351914687	15.64721279689772	37.27939893359185
YBR150C	1.0730382840076025	5.1941352158566385	37.1290614535252	10.798624309892299	29.350619965607745
YBR151W	1.165499447106524	5.947843715444158	40.80879100626613	14.909786214522669	35.781146332473284
YBR156C	1.2765248087860366	6.210727593645813	42.263384977446556	13.101588546773877	35.93586977838792
YBR157C	0.8284201375167944	4.932031929186754	35.36125819963645	11.069390658341895	30.016438789219944
