orf	hom | growth (colony size) | standard | SC | Jaeger PA~Ideker T, 2018	hom | growth (colony size) | standard | SC, Gal [2%] | Jaeger PA~Ideker T, 2018	hom | gene expression (prGAL1-GFP) | standard | SC - Ura | Jaeger PA~Ideker T, 2018	hom | gene expression (prGAL1-GFP) | standard | SC - Ura, Gal [2%] | Jaeger PA~Ideker T, 2018	hom | gene expression (prTEF1-GFP) | glucose [2%] | None | Jaeger PA~Ideker T, 2018	hom | gene expression (prTEF1-GFP) | galactose [2%] | None | Jaeger PA~Ideker T, 2018	hom | degradation of misfolded proteins (del-ssCPY*-GFP) | standard | None | Jaeger PA~Ideker T, 2018
YAR035C-A	0.0863350772667239	0.154950943727959	1.03333237725	0.183535498687797	0.252075394621618	0.0656273666730382	-0.595244839300373
YAR035W	-0.0631918697881934	0.211140149760591	0.553558130299137	0.0550917108786266	0.0619048768722233	-0.0231025933593557	0.5592342681191153
YAR042W	0.22332796699635113	0.5241726975200395	1.28651957322922	0.271636947185452	0.11925167805791516	-0.007624936198701465	-0.5816662792214428
YAR047C	0.529807825275364	0.188464077824723	0.247657755068256	0.0746211894250928	0.146332293424251	-0.01697556429027	0.5356995605830831
YAR050W	0.827078111928934	0.708941231095614	-0.0449108019836424	-0.10909359162585	0.0391287894685537	-0.0699340006560554	-0.378318643200326
YBL001C	0.22519038051955	-0.198707474775657	0.149541715733439	0.132792949791571	0.0835233619689416	-0.0177349603096682	0.0531783137065147
YBL002W	-2.08517432656969	-3.87318236985136	0.369114526482432	0.216202519737035	0.137436842639094	0.0350372353123159	-0.3423835995702222
YBL003C	-0.018956610116054	0.688316111003228	0.291087271669367	0.0595645394880268	0.340810933792653	0.0245666433002169	-0.38188451115840394
YBL005W	0.599071086274371	0.22824073974435	0.239365275016816	-0.746376974456424	0.139767542702137	0.051918772700491	-0.6828117685082977
YBL006C	0.355297241096226	-0.594849634871022	-1.77178449860742	-0.752721809179019	-0.754590265666436	-0.390324351692042	
YBL007C	0.189544366134763	-0.107758392871002	-0.839879000385091	-0.175618910384342	-0.254309629288126	-0.129291684676469	1.9111002735026967
YBL008W	-0.579051243494678	-0.987771577901809	0.0363135481908649	0.0578180231720075	0.0829527932508918	-0.0100880036234478	-0.637718323044082
YBL008W-A	0.257623901762675	0.420021323117205	0.671655241391322	0.112790526055401	0.247577677542428	0.0254076152308605	-1.002615853097049
YBL009W	0.199604931931523	0.0970788149275096	0.347659033568738	0.00399770763766242	0.0992357578937647	-0.00655187782461796	-0.2808289023140609
YBL010C	0.188410141052273	0.231777889593483	-0.555264543995466	-0.0796462321159231	0.118061462574616	-0.0327010276477361	-0.3624706531738389
YBL011W	-0.20755993453874	0.306526262868076	0.0480752396635368	0.0645709297169845	0.0878843190133471	0.0112276577012519	-0.14102615541843402
YBL012C	-1.78795474742985	-3.98290519187809	0.0477089012299433	0.0862180542970374	-0.0356146471359245	-0.098211199409119	0.3678626137736761
YBL013W	0.123050320254918	-0.181699181664029	1.15897400000438	0.2470973683908	0.0971902981731703	0.0424199982651715	-0.18686712689671303
YBL015W	0.217774381066927	0.200939049468372	0.126520010911611	0.0823729329580791	0.147555516050819	-0.0162191079110739	-0.6184790976496879
YBL016W	0.236004936175304	0.453759765675752	0.0086724546334793	0.117748786815429	-0.0208531126657836	-0.130312347935652	1.063334465881871
YBL017C	0.411115598134549	0.237460731946796	0.0727562408692593	-0.753066078901111	-0.0375985013392818	-0.113318385627298	0.16776464101714628
YBL019W	0.013460197830508	0.00551653829135646	0.0619279566275069	0.0388253775256831	-0.0776369974246944	-0.107587145194209	0.07106014700980001
YBL021C	-0.772508970851357	-1.99186927986373	-0.366937860877896	0.0165660894391739	-0.0808864476002991	-0.0562961627154915	-0.0732253360272468
YBL022C	-2.51269275157859	-4.01752110751808	-1.65794407925786	-0.757271307353399	-0.0847685650877192	-0.346435583721088	0.783395145641374
YBL024W	0.55651231521539	1.31177805817282	0.0193409941947914	0.193836469581449	0.0270495836080394	-0.0596979944501842	-0.06704842172957201
YBL025W							
YBL027W	-0.747225063464099	-1.18670077517058	-1.08137805737466	-0.077466348798012	-0.266868898302589	-0.1261422636768	1.205185948828302
YBL028C	0.0331115107348083	0.0825887440596236	0.297519489618973	0.246511176229371	0.145912151752956	-0.0027470506328821	0.22628725319159398
YBL029C-A	0.0622833420405936	0.165854276906087	0.654315656461131	0.223873666640373	0.190312837320087	0.0236197101554467	-0.6822707814480589
YBL029W	1.04075487155562	1.01724404933678	-0.199799723705046	0.172871378853103	0.0733170698045931	-0.00717563583467344	-0.464686710002466
YBL031W	0.0132260161015593	0.563497587670699	-0.0898101287642399	-0.0141240529697446	-0.0316571885255198	-0.0189751542294686	1.260664907725074
YBL032W	0.319659692449002	0.0735637310619691	-0.413814701204565	0.0125165970217215	0.0522338268504816	0.0052777366432344	-0.062187482186781995
YBL033C	2.56153848956796	0.82110069666512	-2.0019735967606	-0.755274024951835	-0.747786774779401	-0.390014873212456	
YBL036C	0.19230886742401	0.105411637481615	0.809272245993973	0.113841865238289	0.0593758694325083	-0.0301133786988904	-0.297463031291082
YBL037W	0.38646776951787	0.4175679019912	0.053729320953709	0.0596014057180262	0.218290855656361	0.00686005054666996	-1.004181909609519
YBL038W	-1.97232765903162	-4.07111202725871	-1.3724412246738	-0.754737872867246	-0.340570501486912	-0.363900979175508	1.1349153578400497
YBL039C	-0.270093380354256	0.163035318025884	-0.262838518592184	0.211389957443868	0.194435660231719	0.0118719606692187	-1.392662004443111
YBL039W-B	0.10103390051376	0.330034085776903	-0.630452686910411	0.0545163382701075	0.109247144783068	-0.027117217384506	0.13204972834896403
YBL042C	-3.5726182385571		0.461023044220774	0.210100681846778	0.159078597464005	0.0173432860122476	-0.632999379282329
YBL043W	0.099489932291869	-0.0310948132006897	0.366634328413258	0.0842399490487629	0.102605857969442	-0.0127855144861565	-0.183048850675096
YBL044W	-1.91649576397093	-3.77545026617624	0.821963496492023	0.317907059525084	0.118535470332909	-0.00761687771893747	-0.31568909157437297
YBL045C	-1.97784081829427	-3.95067815369043	-0.764681845911016	-0.729904801172685	0.122721201710436	-0.296275097806194	0.7550223297976639
YBL046W	0.598907759542075	0.642527535015004	0.327748569865919	0.203243300863278	0.126170405556575	-0.0169073278201673	-0.5419358793695886
YBL047C	-0.365780125953082	-0.196020234527654	-0.210209262905012	0.13954344603749	0.117222796210562	0.0198305736351464	0.17511834510517402
YBL048W	0.674052876369873	0.385492749512201	0.295184804915313	0.225839809546518	0.1692794148551	-0.0005576323660642	-0.131787910438244
YBL049W	0.313031548831235	0.262438841982996	-0.553970825627391	0.0608201075561462	-0.460383879772541	-0.0480665415836871	1.0129148854069412
YBL051C	0.347051232933868	-0.0591960603471804	0.00480094716434373	0.234949265804587	-0.309919065527944	-0.123662332332938	0.34514631675127094
YBL052C	0.0913056484067213	-0.242483150869815	1.1733695465462	0.209110140839258	0.0846526951383595	0.00961614746132121	-0.5178949294238899
YBL053W	-0.182326743558319	-0.173979979520289	0.660424391267453	0.0759505772178259	0.0882021100570107	-0.0218201277016868	-0.366443529370664
YBL054W	0.155096140062511	0.128442937386397	1.25454126862794	0.176606709763222	0.132707276801139	0.0258573968524702	-0.224960061374805
YBL055C	0.133560847588151	0.0734236206065929	0.35099817307418	0.105616070210031	0.17407272102219	-0.0116454115933775	-0.579894101950037
YBL056W	0.405161298122284	0.0880967855805822	0.38811945096208	0.328296815887584	0.186482926089821	0.00558316015032029	-0.34334417099492376
YBL057C	0.502750569489171	0.132625288385097	0.437437527120553	0.119891674529154	0.145738172140637	0.0502615430291407	-0.6415888711336054
YBL058W	-3.06312063532595	-2.27138644504176	-1.49996463560368	-0.112229051674409	-0.340874416430842	-0.372525624212337	2.727415034474653
YBL059W	0.310289574584889	0.691360887268302	-0.0597756634279226	-0.0368118621002249	-0.11537328390476	-0.0918123709702604	0.743495595503648
YBL060W	0.207678649799375	0.138510520380133	0.436505944296374	0.197836034500102	0.155183573256769	-0.00713541068493313	-0.5264809707773389
YBL061C	0.00531347080181464	-0.371060041839233	0.148147994450981	0.076982911722181	0.142636618377811	0.0136443546351166	0.789825503630111
YBL062W	-0.934766124599095	-0.522192010430473	0.292202666550224	0.0374358541863306	0.023705442777268	-0.0538010051545216	-0.17485551274648672
YBL063W	0.763317560093122	0.920214903769955	-0.242641620022298	-0.0499184502878702	0.127470438602275	-0.0200325649590303	-0.518612959772884
YBL064C	0.414842075231612	0.156668270240619	1.12109774949822	0.107880961235058	0.173630897387203	0.0115938087906726	-0.4352489841284178
YBL065W	-0.0254238848124586	-0.10802490367658	0.0704398105686793	0.0380015307371106	0.0211776311272161	-0.0503595331059395	-0.3161085252703403
YBL066C	0.063335907388496	0.0854489237249704	0.410015529365781	0.124909177722892	-0.0706140016801043	-0.0453539378423951	0.1388801241327531
YBL067C	-0.0676597501658906	-0.693161671499265	-0.542291278048102	0.167445284394696	-0.259077076292248	-0.0785780338578699	0.859943524974012
YBL068W	0.651307241130079	0.192024578987805	0.340834563463291	0.0771730619519464	0.141959470607524	-0.0373286961366425	-0.03294576900183199
YBL069W	-0.084946303656331	-0.194936906958045	0.0796908326234535	0.110528809033523	0.203825897632347	-0.00136183845006469	-0.30556343240664097
YBL070C	0.129049999246084	0.0131462963030197	0.984632714178597	0.175954403905045	0.0601955350067583	-0.0190375826331715	-0.14936075311367097
YBL071C	-0.125772839278859	0.167009405347345	-0.420699546104713	0.108606789967076	0.0205202779988316	-0.0226212186245388	0.5515230371378143
YBL071C-B	-0.989577018430719	-0.914742027512446	-1.86584783765053	-0.223927843495458	-0.55785986668017	-0.311981735717113	2.652853907888422
YBL071W-A	-1.9489650201639	-1.94679152193479	-2.05756605890306	-0.694773814649657	-0.623641059301264	-0.381274458609395	
YBL072C	-0.223079444970384	-0.737171283527786	-2.20390239943474	-0.333559255928279	-0.57969287626579	-0.305609927606765	2.996415933097669
YBL075C	0.264729075697178	0.135919520873498	0.293978578281826	0.0804530112989764	0.167738907928539	-0.0057065910301921	-0.58985995714701
YBL078C	-0.185082745323183	-0.521382673833556	-0.598469860950458	-0.266462937286728	-0.236931916041968	-0.0754907754600587	1.7158702302244258
YBL079W	-0.206695922697657	-0.00560892170731934	-0.063108568603939	0.206547299866839	-0.138563247459824	-0.0325719365296892	0.624030268184532
YBL080C	-0.13085524732772	-0.132377371787789	-1.18932749547623	-0.752386114346492	-0.418775036287611	-0.388624562349752	1.4807595420271833
YBL081W	0.846063912279639	0.361311425386162	0.0149247690308807	-0.0585849580501097	-0.153651269420812	-0.0979363197826108	0.05116780611540106
YBL082C	-0.0948667262035845	0.0847785740689066	2.1354412578822	0.290566896770855	0.181146118826347	0.0202104960167435	-0.5902405615433649
YBL083C	0.247034721176868	0.284850472608221	1.44103927063156	0.238252348267107	0.180855370403025	0.0118719606692187	-0.7321789172448251
YBL085W	0.0157573763987185	-0.0437626172488009	-0.0754204050597333	0.134929850458987	0.146945682118002	-0.0104486554479721	-0.39247278521486406
YBL086C	-0.231059563193312	-0.322699419226536	1.18408000089839	0.19046326790092	0.0492076330196189	0.00034710778620035	-0.2861340778164499
YBL087C	-1.01911612774321	-1.0657466455378	-1.564584516711	-0.464179467216687	-0.172694983202115	-0.159990326289001	1.153758367114673
YBL088C	0.219517376397752	0.159515971109859	0.693439045440305	0.198131755429384	0.0866858986810521	0.0202077119113181	-0.4935179788722779
YBL089W	-0.485871074410049	0.122536030954864	0.0105027567109193	-0.164725500969081	-0.0679641776184077	-0.100974155508466	0.9009090516473781
YBL090W	-1.95368574943856	-4.13113267626853	-0.551215918546657	-0.707195717072658	0.0444561550042133	-0.252147271548319	0.5599340503927648
YBL091C	0.541500428108079	0.220126167447	2.18983794670063	0.0918580753742416	0.321326541808261	-0.00252851635008342	-0.0911117666427758
YBL091C-A	0.551238411512539	0.93158526937899	0.989213987639846	0.255467344282769	0.0895628749378223	-0.0356346610693068	0.24312463443802498
YBL093C	-2.80263359656507	-1.38398644082374	-2.01184909683967	-0.755555217867788	-0.752204449256657	-0.39034826535643	
YBL094C	0.401586093022109	-0.447172028942297	-1.980393946779	-0.755040768569359	-0.753154113177049	-0.386923247147427	0.1516323487207911
YBL095W	0.179324673626367	0.747510033213533	0.854934095181916	0.142698948369265	0.215606621246541	0.0278029448072614	-0.726751991644018
YBL096C	-0.241549947488634	0.420545494628378	0.524388842170027	0.285797910887575	0.25933476204758	5.34096058733426e-05	0.66241533641031
YBL098W	0.870825717352569	0.186895605901772	-0.0439799939148304	-0.302130509448696	0.0662390085387143	-0.0542925483378932	-2.336896481720101
YBL099W	0.0521315303341334	0.156444582914198	-2.06860952926671	-0.752583135654235	-0.748833127918616	-0.389509692722751	
YBL100C	-0.100174887226575	0.305179798845678	-1.9542504036501	-0.750589831448859	-0.747989773299227	-0.386650731128569	
YBL100W-C	0.117008708540818	0.218750536055603	1.51138271265528	0.105105389245709	0.0848568502250077	-0.00355341234785573	-0.42675491746605193
YBL101C	0.325325577577014	1.2414658008834	-0.56052263509608	0.19188949457474	-0.0756791517540607	-0.0271071657377043	0.6075502648415436
YBL102W	0.697104858061769	0.631809314537211	-0.316589333595064	0.00128588878110367	-0.0764098996879176	-0.0878111064732118	0.46150300525427584
YBL103C	-0.73775265031481	0.272512061606061	-1.74422428115888	-0.751450708842295	-0.526712975487586	-0.32097830495725	2.639391097493075
YBL104C	0.00519682954713876	0.000498119381055086	1.42418179378425	0.173454719687397	-0.0180268601164008	-0.0575766935984511	-0.0087294801596512
YBL106C	0.970130611592695	0.166614735984965	0.259578621462829	0.000713981047079319	-0.388762059840347	-0.0371677975869427	0.3763626957320571
YBL107C	0.220939894572135	-0.187095476450114	-0.0996727500627305	0.0869364178332192	0.0950914530073993	-0.0174082529200926	-1.005478346140724
YBR001C	1.60236428312316	1.0534020100853	0.0682298765258652	0.0890821557226288	0.0357183233649436	-0.0286501374092072	-0.139016062278232
YBR003W	-1.02086734167618	-4.18329782045922	-0.20786459392066	-0.755248050791601	0.0579894316547571	-0.138079957931687	-0.059462577172000985
YBR005W	0.577928248823393	0.299753355307449	-0.169299842013533	-0.000637719007778904	-0.0112660091126165	-0.0846163657337818	0.330825286050281
YBR006W	0.598536479231553	0.0307495058981616	0.0309844415606442	0.186377591501015	0.070152640531873	-0.0211454087587102	-0.572672964875218
YBR007C	0.495165668461904	0.0911015668949804	0.423769662021437	0.181420286184046	0.211089118580941	0.00489224918772367	-0.720848937227984
YBR008C	0.828318689010482	0.199185821227391	-0.0948400949697361	-0.00064691371278115	0.132203233415139	-0.0079517717461075	-0.435476974037651
YBR009C	-0.0824518835098938	0.0959309887491745	-0.378019142111906	0.0273093883422335	0.0577017681155788	-0.0144213758815599	-0.09491847776217281
YBR010W	-0.0893856373735591	0.502901489531711	0.0987129682750663	0.160318521862015	0.0272538799849406	-0.0328715046437349	0.004604202427180501
YBR012C	0.00577840804632655	0.437949184412286	0.13511779767777	0.0766220221358353	0.168365628854753	-0.0119764012774642	-0.311803251934391
YBR013C	0.325125418422641	0.223537217091796	-0.637988155434466	-0.0185434884958704	-0.383283990798531	-0.0267039834998805	0.10235545158494203
YBR014C	0.343707127887349	0.63392292995033	0.103036992079362	0.109658552349326	0.127464811918315	-0.0283032195209086	0.5767017213145339
YBR015C	-0.0269902561013227	0.747280462293069	0.107331542939789	0.0630521738064781	0.187151518384251	0.00703120390259223	-0.6926364423172026
YBR016W	0.816423964928776	0.832498668110195	0.677143138482158	0.137999748250622	0.0849167766916251	-0.00734800395075181	-0.2611735439352674
YBR018C	0.131014254167874	-3.66040436704677	0.147602356832479	-0.758799578237809	0.0903973490892015	-0.383819550941887	-0.18862774196543355
YBR019C	-0.0783240232855851	-3.68231383487983	0.590617868834968	-0.746748127909453	0.148828635178569	-0.38244274926251	-0.299551203369887
YBR020W	0.837840067025526	-2.27569420673548	-0.218570887380671	-0.552506987690117	0.10168391232783	-0.317984458174369	-0.3534084361883979
