orf	hap a | expression level of a particular gene (HTA1) | standard [standard] | Fillingham J~Andrews BJ, 2009
YBR105C	0.18679884276156025
YBR107C	1.5668425613707848
YBR108W	0.4296282646712543
YBR111C	-0.3567519091552106
YBR113W	0.3777606007765893
YBR114W	-2.599360743837771
YBR116C	0.032540164456931586
YBR118W	-1.9374010115593077
YBR119W	-0.7560303465183126
YBR121C	0.41405570535808606
YBR122C	0.8292078586382688
YBR125C	-0.35338694406272514
YBR128C	-1.4654202923794089
YBR129C	-2.335899669798283
YBR130C	-0.4841542747730248
YBR132C	-0.30198808552644957
YBR134W	-0.9298613175223722
YBR137W	-0.6880322865779668
YBR138C	0.13874898710878925
YBR139W	0.33271422396949335
YBR141C	-0.21144978032382525
YBR144C	0.40156372539963175
YBR145W	-0.11606136713666723
YBR146W	0.10503101994711826
YBR147W	0.5660985989237509
YBR148W	-0.32701623791665085
YBR149W	-0.4550851418291025
YBR150C	-2.199284196450422
YBR151W	0.35838397659188675
YBR156C	0.05166767122792162
YBR157C	0.7962770834766257
YBR158W	0.018881235637924532
YBR159W	-0.12983835866536572
YBR161W	-0.0033965964852140412
YBR162C	-0.450201270612495
YBR162W-A	-0.9350581229251949
YBR164C	-0.5876256908303393
YBR165W	-0.19317994768781938
YBR166C	0.3019901044433745
YBR168W	-0.29738333335565614
YBR169C	0.06469988768691524
YBR170C	0.15088953468389754
YBR172C	0.43193838444173255
YBR174C	0.2126584821684369
YBR176W	0.23136588492439453
YBR177C	-0.8291925064561328
YBR178W	-0.4770765142029546
YBR180W	-0.11793413324043911
YBR181C	-0.3761851487539925
YBR182C	-1.667914286578797
YBR183W	0.6431453512536092
YBR184W	0.11808366083294804
YBR185C	-0.6172434900343777
YBR186W	0.1845373948843781
YBR188C	-0.6543499059626096
YBR189W	-1.5067716398513655
YBR195C	-0.23995151165949577
YBR197C	0.019940546623934182
YBR199W	0.7372565675175198
YBR201W	0.35673907318927617
YBR203W	0.9034927887407203
YBR204C	0.18500683287350503
YBR205W	0.17804921436106705
YBR206W	-0.661987861746322
YBR207W	-1.0198817755210718
YBR208C	-0.19306582820110035
YBR209W	1.292291345534013
YBR210W	-0.18657207403669446
YBR212W	1.066192089756515
YBR213W	0.13162044722762467
YBR214W	-0.032312286969753315
YBR215W	7.955496849582563
YBR216C	0.2342375900674109
YBR217W	-0.7982522583590859
YBR218C	0.640963556360125
YBR219C	0.7804793389082852
YBR220C	0.3585823714603726
YBR222C	-0.22367526584962782
YBR223C	-0.08993708088742156
YBR224W	-0.8009701139587199
YBR225W	0.5564795434309945
YBR226C	1.1675549054422192
YBR227C	-1.3117411402394925
YBR228W	-0.5794376683746257
YBR229C	-0.5158502117210144
YBR230C	0.3086490707956768
YBR232C	-0.04463193808562207
YBR233W	0.7635511239566329
YBR235W	-0.01866921559947323
YBR238C	-0.5975143449515378
YBR239C	0.22560540145794086
YBR240C	-0.28039102232349244
YBR241C	-0.38675591140422716
YBR242W	-0.16998018368926748
YBR244W	-0.3746393834642585
YBR245C	0.9570596273181892
YBR246W	1.7286203000468094
YBR248C	0.08618465170423106
YBR249C	0.37164689441686577
YBR250W	0.34654213824328584
YBR255W	-1.2266053693644714
YBR258C	0.7592455963205238
YBR259W	0.0109401271237398
YBR260C	0.21944335169334886
YBR261C	-1.579885113847855
YBR262C	-0.3480250184586473
YBR263W	-1.2799351402039476
YBR264C	0.8354662813808481
YBR269C	-0.6058913464008803
YBR270C	0.10917926396729598
YBR271W	0.5034153213973589
YBR272C	-0.9469737277945623
YBR273C	0.3014954664388814
YBR274W	-0.071469846100399
YBR276C	-0.27294589075947107
YBR277C	-1.5982091706162664
YBR278W	-1.135157421114677
YBR280C	0.5884269669661728
YBR281C	0.14344388740371117
YBR283C	0.9908359967832486
YBR284W	-0.6290916852056251
YBR285W	0.3937479095464634
YBR286W	-0.35975457912667175
YBR287W	-0.08150004141073887
YBR288C	-2.0523781581991463
YBR290W	0.12430565682948717
YBR291C	-0.463639776894532
YBR292C	-0.06358555873140508
YBR293W	0.5349317042262305
YBR294W	0.568785869652126
YBR295W	0.610569100843663
YBR296C	0.7850511513078821
YBR297W	-0.07261450629292027
YBR298C	-0.025199928464686713
YBR299W	-0.10062814488668705
YBR300C	0.1952969801182694
YBR301W	0.4268671731318449
YCL001W	-0.15396108868605782
YCL001W-A	-0.45279424454952155
YCL002C	-0.17732981152668645
YCL009C	0.11830148106482924
YCL011C	-0.14757927927666042
YCL014W	0.29158202082089374
YCL016C	1.0628652287086002
YCL022C	0.35641656262403243
YCL023C	-1.679398522133894
YCL024W	-1.7326522093140337
YCL026C-A	1.3836847610932892
YCL027W	0.5775970379982823
YCL028W	0.23679853374688226
YCL029C	-0.19623237209103797
YCL033C	-0.4644611531126487
YCL034W	-0.7176668455489063
YCL035C	0.6256342494614451
YCL036W	-0.7449129792363354
YCL038C	-1.8476525359450382
YCL039W	-1.2603182029490008
YCL040W	-0.0978264168704202
YCL042W	-0.0807484354046342
YCL044C	0.5633700228091212
YCL045C	0.20665921449723404
YCL046W	0.29707387687514086
YCL047C	0.28419312920129375
YCL048W	0.41080204202333714
YCL049C	0.47139916689614086
YCL050C	0.47953052250236944
YCL051W	0.5595898096223196
YCL055W	0.17872039624312921
YCL056C	-0.692263161820388
YCL057W	0.7837377980599664
YCL061C	-2.2605305478783153
YCL063W	-0.5014176730164115
YCL064C	0.3856325069638254
YCL069W	-0.14767807482788387
YCL076W	-1.5136859949727763
YCR001W	0.5655546731727793
YCR005C	0.11388861044835051
YCR006C	-1.6331235059027172
YCR007C	-1.953983794750697
YCR008W	-1.0231888415661874
YCR009C	-1.6669253992587743
YCR010C	0.33909987248422757
YCR011C	0.8425657202077176
YCR014C	0.12663070897894166
YCR015C	0.5430967960355659
YCR016W	-1.1092673931410753
YCR017C	0.3204010834788032
YCR019W	-0.8960745778164025
YCR020C	-2.0890469195899097
YCR020C-A	-0.9400874455221209
YCR021C	0.1851069132936006
YCR022C	-1.4012999667971315
YCR023C	0.3884784341099244
YCR024C-A	-0.10331215803112177
YCR025C	0.07049914091307971
YCR026C	0.08666249286081074
YCR027C	0.06753556334998642
YCR028C-A	0.29437363729464755
YCR030C	-0.361897770520718
YCR031C	-0.3053568078127089
YCR032W	-1.410939591199387
YCR033W	-0.8321763482726897
YCR034W	-1.5783267753857255
YCR036W	-0.22589189161063908
YCR037C	0.5079866264311762
YCR043C	0.9361365055168792
YCR044C	0.8377432558655318
YCR045C	-0.35426193478512447
YCR048W	-1.0935633501806699
YCR049C	-0.08082061290883301
YCR050C	-0.22959591498242082
YCR051W	-0.3950698150388387
YCR053W	-0.5957001361060924
YCR059C	0.21130261801789693
YCR060W	-1.1053559857006254
YCR061W	0.4661270131202163
YCR065W	1.1429340884766286
YCR067C	-0.3833773425700111
YCR068W	-1.265060276073018
YCR069W	0.12303200170675498
YCR073C	-0.002405403611650008
YCR073W-A	-0.9695259958318583
YCR075C	0.24227685119826328
YCR076C	0.8904881421209854
YCR082W	1.0991009189303707
YCR083W	-0.19048148328706382
YCR085W	0.3013497285625662
YCR086W	-1.0357263325596513
YCR087C-A	0.1750934760752872
YCR087W	-0.9076701926694659
YCR088W	0.6105438163955871
YCR089W	-0.16085474582185796
YCR090C	-0.30402133501409684
YCR091W	-0.18641840096271856
YCR092C	0.5986094046633966
YCR095C	1.036257785252035
YCR098C	-0.3057590875973715
YCR099C	0.11261651653232499
YCR100C	-0.6900018001353564
YCR101C	0.12069690010558362
YCR102C	-0.0934630492183876
YCR102W-A	-1.7259711498380956
YCR105W	0.5374312032966194
YCR106W	0.45884819646486324
YCR107W	-0.6168648452967042
YDL001W	-1.2729263770097117
YDL010W	0.17376354385130313
YDL011C	-0.2099063338700604
YDL012C	0.5485019776147071
YDL013W	-0.37926839280585845
YDL018C	0.3510555121221197
YDL019C	0.38828345698215505
YDL020C	-0.8737333599455189
YDL023C	-0.32462282024282574
YDL024C	0.5385758123681562
YDL025C	-1.7555967457144381
YDL026W	-0.11978594414883656
YDL027C	0.44838540838374513
YDL033C	-1.7335833526446964
YDL034W	0.35189633760521427
YDL035C	1.4923696374266053
YDL036C	-0.2808048528678657
YDL037C	0.5480111722208119
YDL039C	0.4692800662332712
YDL040C	0.3695564927611762
YDL046W	-0.9694290290441386
YDL048C	-0.7341744550853295
YDL050C	-1.6981659989380606
YDL051W	-0.3093801091061256
YDL053C	0.5891620115336588
YDL054C	0.3141498886140088
YDL056W	-0.9248829929672824
YDL059C	0.32179283667245956
YDL061C	0.05384938973069201
YDL062W	-0.8356145390408052
YDL065C	-2.139645373507323
YDL066W	-0.4038338060078479
YDL070W	0.6687453800017553
YDL071C	-0.1946620162275722
YDL076C	-0.6569188957800656
YDL078C	0.4474513908061569
YDL079C	1.0115322740222688
YDL080C	-0.7358383141746676
YDL081C	0.02176479194489762
YDL082W	-0.880639193363258
YDL083C	-0.1178709877187672
YDL085W	-1.4506315358815294
YDL086W	0.049252965574560444
YDL088C	-0.12145406405366745
YDL089W	-0.3248999468754019
YDL091C	0.5513139138918732
YDL093W	0.1736806620900005
YDL094C	0.037343922377482096
YDL095W	-0.3249285624457289
YDL096C	0.27208922846247335
YDL099W	0.548690766393042
YDL100C	-1.2403279517042933
YDL106C	0.4309395333063511
YDL109C	-0.1118192502980324
YDL110C	-1.1554237686113702
YDL112W	-0.00969179579781434
YDL113C	0.9340967802715694
YDL114W	-0.0011313959781121133
YDL117W	-0.6330853496161123
YDL118W	0.27081978290192193
YDL119C	0.10692534979209964
YDL121C	0.5192737670330945
YDL122W	1.2263475616820054
YDL123W	-0.23898971279402248
YDL124W	0.8967192841715267
YDL125C	-0.8043513304751584
YDL127W	0.7727187926577894
YDL128W	-0.042642019002868826
YDL129W	-0.24431626072498475
YDL130W-A	-0.12529378254546
YDL131W	0.3654081527122146
YDL133C-A	-0.9138414335634469
YDL133W	-0.043450269210401724
YDL134C	0.43048043979354017
YDL135C	-0.15830065048726705
YDL136W	-0.1355694987410538
YDL137W	0.4578689707188171
YDL138W	-0.018259232131057672
YDL142C	0.19753846085260046
YDL144C	-0.654206359243421
YDL146W	-0.15833749460676552
YDL154W	-0.08355260982954328
YDL155W	0.44319527489560084
YDL156W	0.10063431990834766
YDL157C	-0.05399961688814865
YDL161W	0.5983953917090127
YDL162C	-0.2244809971715653
YDL167C	0.2796190116770035
YDL168W	-0.8752646575202433
YDL169C	-0.11677902132026934
YDL170W	-0.20311682155154248
YDL171C	-1.7903203826640801
YDL172C	-0.0584127293603595
YDL173W	-1.8128631459162314
YDL174C	0.11950161330260999
YDL175C	1.4929243438079702
YDL176W	0.9119255294121691
YDL177C	0.06370554295610717
YDL178W	0.5754702776430516
YDL179W	-0.9648137091747451
YDL180W	-1.0398627929557875
YDL181W	-0.9091376290778745
YDL182W	0.3221357917517862
YDL183C	-0.5438808326045227
YDL184C	-2.478540979786729
YDL185W	0.930529954154702
YDL186W	-0.3102247252885986
YDL187C	0.09565532324865429
YDL188C	-1.0583129152110213
YDL189W	0.8774333943734183
YDL191W	-0.4166790476233794
YDL192W	-0.9268335968967466
YDL194W	-1.6369553652354416
YDL197C	0.601619706269961
YDL199C	0.4573916848929438
YDL200C	0.7550514088208005
YDL201W	0.10089292332666104
YDL203C	0.7727167408029295
YDL204W	-0.4280613942418114
YDL206W	-1.343088662107805
YDL210W	1.3296474776766023
YDL211C	0.9594623426936669
YDL213C	0.7786461879292217
YDL214C	0.35872749342190685
YDL215C	0.7082174277721992
YDL216C	0.3387416873758524
YDL218W	0.7008266114167897
YDL219W	-0.5149473545417127
YDL222C	-0.9632251165691331
YDL223C	0.9046232898592443
YDL224C	2.0732549167658383
YDL226C	0.8031702362803738
YDL230W	0.6525411372559886
YDL231C	-1.1260770377367753
YDL232W	-0.6665537469199284
YDL233W	0.03194950999507056
YDL234C	0.896338306325841
YDL236W	0.014391068006418413
YDL237W	0.5395620081567026
YDL238C	1.1092260775018568
YDL239C	0.23506703874605595
YDL240W	-0.05231391625406707
YDL241W	-1.0156046667548706
YDL242W	0.5307103594370269
YDL243C	1.22515321801826
YDR001C	0.6333556199754947
YDR003W	0.8510569709757084
YDR004W	-0.8590472540231368
YDR005C	-1.3161405235954307
YDR006C	-0.6475853374191921
YDR007W	-1.5931975298213035
YDR008C	1.09480966155824
YDR009W	-0.040473425762342745
YDR010C	0.3934585334337036
YDR011W	0.5376785331731594
YDR014W	-1.1375605781859972
YDR015C	0.024827867728349655
YDR018C	0.20241281462421443
YDR019C	0.4224802436818236
YDR020C	1.215144516631724
YDR022C	-1.1698065030689806
YDR024W	-2.484957422341592
YDR025W	-0.35481197236508427
YDR026C	0.21703063971415512
YDR029W	-0.07197723166326996
YDR030C	0.0653141864771538
YDR031W	0.31091946299477946
YDR032C	-0.06925347152683506
YDR033W	-0.0021623986560574356
YDR034C	-0.04652157911944827
YDR035W	-0.19357284936273808
YDR036C	-0.7718431710795326
YDR042C	-0.9786115647835435
YDR043C	-1.183530954722457
YDR046C	0.5378550142103813
YDR048C	-0.7003737033222467
YDR051C	-1.5007730628378886
YDR055W	0.7051404478723134
YDR056C	0.6078336335820889
YDR057W	0.7516983002084773
YDR058C	-0.8797019202981677
YDR059C	0.421218378326871
YDR061W	0.4469141788375596
YDR063W	-0.08617841526839516
YDR066C	-0.0936401721726473
YDR067C	0.41195379906725954
YDR068W	0.14843367541378216
YDR070C	0.6044749318438396
YDR072C	0.5417103521161637
YDR073W	-0.5233399731041981
YDR075W	-0.9870276708747696
YDR076W	-0.9003162108492462
YDR077W	0.04677428650971368
YDR083W	-0.223720352324893
YDR084C	0.7793702587234645
YDR085C	0.15941062168915726
YDR089W	0.49814881745049905
YDR090C	0.6389130857559253
YDR092W	-0.7960004681423037
YDR093W	0.7704441645303761
YDR094W	0.6792383842508903
YDR095C	1.4320728032331123
YDR096W	0.7188564725120057
YDR097C	-0.2908846556857602
YDR098C	0.19532105559561527
YDR099W	1.1956065992623086
YDR100W	0.40177004695743423
YDR101C	-0.03018978634886774
YDR102C	0.7012616483779872
YDR104C	0.9369125170120263
YDR105C	1.2173523888674136
YDR107C	0.4741264401157315
YDR109C	0.6196736768432964
YDR110W	-0.22643082130393813
YDR111C	0.2347848706887485
YDR112W	0.6504899023729281
YDR117C	-0.2604624833702024
YDR119W	0.5553997653317821
YDR120C	0.22899797621841506
YDR121W	-1.9697807533859966
YDR122W	0.3693984680975322
YDR124W	0.10699211930726502
YDR125C	0.3934980692027886
YDR126W	-0.33247167842134767
YDR128W	0.4115308990695059
YDR130C	-0.04459506782739058
YDR131C	0.9581848079309784
YDR132C	1.3422494384050159
YDR133C	0.7799566735830684
YDR135C	-0.007087965197202198
YDR139C	-0.22146219968690944
YDR142C	0.5712032713508811
YDR143C	2.222362990930116
YDR144C	-0.7386816847364953
YDR146C	-2.0647174038717813
YDR147W	-0.39886497174709307
YDR148C	-0.479987175168421
YDR151C	-0.025133488526491866
YDR152W	0.6689598031526323
YDR153C	0.5478448286991432
YDR154C	-0.3493006469405907
YDR155C	-0.09910261665428949
YDR156W	-0.7340822339756106
YDR157W	0.023580365997961164
YDR158W	0.6862084890148935
YDR161W	-0.5127380995498378
YDR163W	-0.004882777644552053
YDR165W	1.0642258073427222
YDR169C	-0.36890214933979354
YDR171W	0.6788063688390842
YDR174W	1.3454003509943988
YDR178W	0.43118522233323064
YDR179C	0.4822245379196201
YDR179W-A	-0.06889092766161845
YDR181C	0.49989697998255017
YDR183W	-1.5710333815937656
YDR184C	0.5927235355102893
YDR185C	0.38241705850778246
YDR186C	0.5396813068377833
YDR191W	0.2971002233579449
YDR192C	0.2983387425406396
YDR193W	-0.02966133778969364
YDR198C	0.30383380144437866
YDR199W	0.4394237048630843
YDR202C	0.6329120935071926
YDR203W	0.9986088500826783
YDR205W	-1.2544512363177371
YDR206W	0.4117885710775144
YDR209C	0.5882929731403256
YDR210W	-1.434065691839836
YDR213W	0.7343947253495208
YDR214W	0.7411551685183357
YDR215C	0.9479977139411727
YDR216W	0.663070228455928
YDR217C	0.6442896163017864
YDR218C	1.2573406863470247
YDR219C	0.36459538799818103
YDR220C	0.6932597413400216
YDR221W	0.41364547559842746
YDR222W	-0.003744845781842462
YDR223W	0.5309069535241546
YDR225W	5.011511826746519
YDR229W	1.1974680231695503
YDR233C	0.484970169661088
YDR239C	0.6000743971867045
YDR241W	-2.1650852780514964
YDR242W	-0.1291490365887924
YDR247W	-1.4236135315552538
YDR248C	-0.16515992815234437
YDR249C	-0.7801905037175482
YDR250C	-1.6596559055084077
YDR251W	-0.03280761406751265
YDR252W	0.6777316488869028
YDR253C	-1.0246529520937842
YDR254W	0.9995173609824407
YDR255C	-0.21813441824445265
YDR256C	0.6705536408272246
YDR257C	0.35494973300841093
YDR258C	-0.3513399269040377
YDR259C	0.3400563227518623
YDR260C	-1.7719274623838155
YDR261C	0.6159003059049203
YDR262W	-0.8347314725146999
YDR263C	0.45987930667748866
YDR265W	-1.0484383523657148
YDR266C	-0.570561829463487
YDR269C	-2.0922824562925544
YDR270W	0.914904443675062
YDR271C	-0.29464932707998537
YDR272W	0.33337121696876487
YDR273W	-1.4511961498281745
YDR274C	0.5796653237068872
YDR275W	0.8956115777542177
YDR276C	-0.823915310825641
YDR277C	-1.6014766321696983
YDR278C	0.30032253946708404
YDR279W	0.3712357492394501
YDR281C	0.31461175276221803
YDR282C	0.42491919073585754
YDR284C	0.8904151015468682
YDR285W	0.8345600820638738
YDR286C	0.7359278493025149
YDR287W	0.4198808232231562
YDR290W	-1.692470660655511
YDR291W	-0.042484514067351264
YDR293C	1.3812646165454632
YDR294C	-0.17030517668327882
YDR297W	1.8605879514079222
YDR304C	0.09107979136512247
YDR305C	-1.0627076796358776
YDR306C	0.020687318749541894
YDR307W	0.6097656385307364
YDR309C	0.5162756413708041
YDR310C	0.1970039560182881
YDR312W	0.28985953703979456
YDR313C	-2.0051190188690975
YDR314C	0.1469743748508267
YDR315C	-0.40157319903423583
YDR317W	0.9416056784254947
YDR318W	1.300332422539134
YDR319C	0.32430601063247805
YDR320C	0.5457150650060153
YDR321W	0.7183967498745958
YDR326C	-0.5217832634133918
YDR329C	-1.8083857653759117
YDR330W	1.3073320578725813
YDR332W	1.0090409044397222
YDR333C	-0.8862032448362538
YDR335W	-1.259951081394984
YDR336W	0.1689624327269237
YDR338C	0.9807053363418184
YDR340W	1.0806572508906973
YDR344C	0.9384170464739923
YDR345C	0.7397473671938402
YDR346C	0.6461214439715831
YDR348C	0.6877908008439705
YDR349C	-1.1429869411121059
YDR351W	0.5072996930536542
YDR352W	0.581673843410416
YDR354W	0.7424319758542675
YDR357C	1.0458036447398156
YDR358W	0.5417997987159575
YDR359C	-1.8750836432157518
YDR360W	1.0766666022607607
YDR363W	0.49415963315723743
YDR368W	0.6377575820770948
YDR369C	-1.7320796334195054
YDR370C	1.0608567320029405
YDR371W	0.5162783172791228
YDR372C	-0.11902893915018048
YDR374C	1.1646946151343238
YDR379W	1.3468185146623153
YDR380W	0.6002904175185775
YDR383C	0.33804947127200446
YDR384C	-0.9384632512307559
YDR385W	1.6420775592871
YDR386W	0.14621189378020433
YDR387C	0.6012200871166617
YDR388W	-0.8038810610866796
YDR389W	-1.0473897609210392
YDR391C	-0.06903160786175744
YDR393W	-0.2881622314364226
YDR399W	0.26394705186344003
YDR400W	0.19511951654063397
YDR401W	0.38966419996454066
YDR402C	0.7561029948043955
YDR403W	0.06883830083648347
YDR406W	0.5781594681629758
YDR408C	1.0451738125377679
YDR409W	1.0907381974036554
YDR411C	0.4755302396802075
YDR414C	0.8235281797393846
YDR415C	0.48473880610670916
YDR419W	1.0558408797056646
YDR420W	-1.8378825942395336
YDR421W	0.6054606764375172
YDR422C	0.5412926030555821
YDR423C	1.004793400804301
YDR424C	-0.3507175610514797
YDR425W	1.4814300635923825
YDR426C	1.2052413331718108
YDR428C	0.056867940156666894
YDR430C	0.8906052501517301
YDR431W	0.5772029930056948
YDR435C	1.6121380871560989
YDR436W	-0.484206939153047
YDR438W	0.34413900829601834
YDR439W	-0.6979607413017941
YDR440W	-0.07307982249474879
YDR441C	1.0945176787959607
YDR444W	-0.31194574047505413
YDR445C	-0.9939588369395246
YDR446W	0.7623817919517143
YDR447C	0.08548936166341796
YDR451C	0.3371829105430052
YDR452W	1.3501405012144798
YDR453C	0.33576691230495825
YDR458C	0.8081368584869251
YDR459C	-0.12413045666822323
YDR461W	-1.717230048419937
YDR463W	-0.5886462126753645
YDR465C	0.5432746516423775
YDR466W	-0.7951336593392141
YDR467C	-0.17270251803998546
YDR469W	1.0592193664108696
YDR471W	-1.0859098545130303
YDR475C	0.48168421891491753
YDR476C	0.5039730390497824
YDR479C	0.41593330649113835
YDR480W	1.1741962796548466
YDR481C	1.32019373017995
YDR482C	0.16021771153491973
YDR483W	-0.7356783584321268
YDR486C	-0.5643626059168454
YDR488C	-1.888301695805992
YDR490C	1.964194218686013
YDR491C	-0.2184583677900359
YDR492W	-0.33265737096239273
YDR493W	-1.3613040808665884
YDR494W	0.21676009829006784
YDR497C	1.0899497935969789
YDR500C	0.20804461876417124
YDR501W	0.5954804266253162
YDR502C	-0.34008314542917567
YDR503C	0.8419708299042192
YDR504C	0.565194975408984
YDR505C	0.2048551429916559
YDR506C	-1.535506032190429
YDR508C	-0.37687729210781956
YDR509W	-0.18427117359738737
YDR511W	0.7116493109178886
YDR512C	-1.294910057953282
YDR513W	0.6735582659700072
YDR514C	-0.19955124565864849
YDR515W	-0.2101823674339737
YDR516C	0.2612983798454187
YDR517W	0.7751239343728565
