ORF	hap a | expression level of a particular gene (HTA1) | standard [standard] | Fillingham J~Andrews BJ, 2009
YER041W	0.113
YMR232W	0.113
YNR008W	0.113
YER039C-A	0.113
YDR400W	0.113
YBR300C	0.114
YDR098C	0.114
YOR385W	0.114
YOL015W	0.114
YOR311C	0.114
YOR307C	0.114
YKL100C	0.114
YDR310C	0.114
YNR032C-A	0.114
YOR014W	0.114
YMR304C-A	0.114
YML099C	0.114
YDL142C	0.114
YNL327W	0.114
YMR102C	0.114
YJL112W	0.115
YLR333C	0.115
YKR106W	0.115
YGR096W	0.115
YGR051C	0.115
YNL092W	0.115
YDR018C	0.115
YPL186C	0.115
YPL163C	0.115
YLL023C	0.116
YGR010W	0.116
YBR092C	0.116
YDR505C	0.116
YLR313C	0.116
YNL101W	0.116
YGL125W	0.116
YCL045C	0.116
YER019C-A	0.116
YMR225C	0.116
YMR178W	0.116
YDR500C	0.117
YLR387C	0.117
YGL228W	0.117
YBR014C	0.117
YNR012W	0.117
YKR052C	0.117
YCR059C	0.117
YLR238W	0.117
YBR174C	0.118
YIL093C	0.118
YBL057C	0.118
YBR062C	0.118
YAL030W	0.118
YMR002W	0.118
YPL109C	0.118
YOR032C	0.118
YDR494W	0.119
YGL090W	0.119
YLR081W	0.119
YDR026C	0.119
YML013W	0.119
YAR029W	0.119
YLR097C	0.119
YNR073C	0.119
YBR260C	0.119
YER091C-A	0.119
YPL003W	0.119
YNL285W	0.119
YMR158C-A	0.120
YMR291W	0.120
YOR005C	0.120
YML109W	0.120
YGL109W	0.120
YPR012W	0.120
YGR131W	0.120
YBR013C	0.120
YPL185W	0.121
YLR104W	0.121
YBR239C	0.121
YBL070C	0.121
YAL027W	0.121
YKL091C	0.121
YPL198W	0.121
YDR120C	0.121
YMR011W	0.122
YPL009C	0.122
YOR019W	0.122
YOR092W	0.122
YOR064C	0.122
YNL192W	0.122
YBR176W	0.122
YPR004C	0.122
YPL092W	0.123
YBR216C	0.123
YDR111C	0.123
YDL239C	0.123
YLR254C	0.123
YPL019C	0.123
YCL028W	0.123
YNL249C	0.124
YER020W	0.124
YOR166C	0.124
YOL013C	0.124
YMR261C	0.124
YHR093W	0.124
YOR099W	0.124
YMR230W	0.124
YMR019W	0.124
YOR255W	0.124
YLR253W	0.124
YML037C	0.124
YPL187W	0.124
YAL034C	0.124
YCR075C	0.125
YOL035C	0.125
YPL134C	0.125
YER048C	0.125
YOR093C	0.125
YFR006W	0.125
YGR143W	0.125
YOR378W	0.126
YMR121C	0.126
YKL077W	0.126
YOR237W	0.126
YJR146W	0.126
YGR015C	0.126
YMR119W-A	0.127
YBR028C	0.127
YIL103W	0.127
YLR400W	0.127
YMR153C-A	0.127
YMR318C	0.127
YJR024C	0.128
YKL188C	0.128
YIL071C	0.128
YOR162C	0.128
YER173W	0.128
YMR074C	0.128
YBR019C	0.129
YKL136W	0.129
YKL183W	0.129
YDR516C	0.129
YLR099C	0.129
YMR017W	0.130
YOR289W	0.130
YDR399W	0.130
YAL008W	0.130
YKR087C	0.130
YMR162C	0.130
YER121W	0.130
YML131W	0.130
YLR384C	0.130
YER039C	0.131
YDR536W	0.131
YNL156C	0.131
YGR288W	0.131
YLR280C	0.131
YPL058C	0.131
YOL116W	0.131
YDL118W	0.131
YMR278W	0.131
YDL096C	0.132
YOR238W	0.132
YLL028W	0.132
YGL059W	0.132
YOR178C	0.132
YKL105C	0.132
YGL252C	0.132
YML099W-A	0.132
YOL114C	0.132
YLR307W	0.132
YNL295W	0.132
YLL047W	0.132
YKL171W	0.132
YLL032C	0.132
YLR084C	0.133
YMR316C-B	0.133
YMR271C	0.133
YAL015C	0.133
YMR088C	0.133
YOR348C	0.133
YDL167C	0.133
YFL034W	0.134
YOR352W	0.134
YMR008C	0.134
YCL047C	0.135
YPL066W	0.135
YER096W	0.135
YOR283W	0.135
YMR221C	0.135
YOR214C	0.135
YGR269W	0.135
YPL064C	0.135
YER114C	0.136
YLR389C	0.136
YMR153W	0.136
YDR312W	0.136
YLR296W	0.136
YOR031W	0.136
YAL017W	0.136
YNL087W	0.136
YKL179C	0.136
YGL062W	0.136
YNL057W	0.137
YGR212W	0.137
YDR528W	0.137
YNL140C	0.137
YCR028C-A	0.137
YOR114W	0.137
YPR014C	0.137
YJR130C	0.137
YEL025C	0.137
YFR035C	0.137
YPL246C	0.137
YLR136C	0.137
YCL046W	0.138
YDR191W	0.138
YMR210W	0.138
YER007C-A	0.138
YPL248C	0.138
YGL248W	0.138
YDR192C	0.138
YPL191C	0.138
YAR047C	0.138
YKR060W	0.138
YDR278C	0.138
YCR085W	0.139
YBR273C	0.139
YBR166C	0.139
YGR101W	0.139
YMR114C	0.139
YIR033W	0.139
YFL003C	0.139
YPL265W	0.139
YDR198C	0.139
YOR010C	0.139
YPL181W	0.139
YLR065C	0.140
YGR142W	0.140
YOR215C	0.140
YFL010W-A	0.140
YMR252C	0.140
YLR176C	0.140
YJR149W	0.140
YBR230C	0.140
YER031C	0.141
YOR298W	0.141
YGL257C	0.141
YER033C	0.141
YDR031W	0.141
YOL025W	0.141
YFL056C	0.141
YNL164C	0.141
YBR063C	0.142
YDL054C	0.142
YMR209C	0.142
YDR281C	0.142
YOR208W	0.142
YPR128C	0.142
YML005W	0.142
YMR143W	0.142
YLL024C	0.142
YOR230W	0.142
YKL070W	0.143
YER010C	0.143
YOR013W	0.143
YNL191W	0.143
YCR017C	0.143
YDL059C	0.143
YDL182W	0.144
YER139C	0.144
YDR319C	0.144
YMR303C	0.144
YDR519W	0.144
YGR151C	0.145
YPL052W	0.145
YPR038W	0.145
YKL102C	0.145
YPR026W	0.145
YDR541C	0.145
YJR108W	0.145
YHR035W	0.145
YKL221W	0.145
YNL076W	0.146
YBR139W	0.146
YKL047W	0.146
YDR272W	0.146
YOR040W	0.146
YER128W	0.146
YDR453C	0.147
YPL032C	0.147
YDR451C	0.147
YDR383C	0.147
YDL216C	0.147
YCR010C	0.148
YGR023W	0.148
YDR259C	0.148
YPR171W	0.148
YLR281C	0.148
YFR022W	0.148
YOR264W	0.148
YOL028C	0.148
YER140W	0.148
YOR296W	0.148
YKL093W	0.149
YKL034W	0.149
YPL189W	0.149
YDR438W	0.149
YLR308W	0.149
YGL217C	0.149
YMR187C	0.149
YOR041C	0.149
YOR346W	0.149
YOR247W	0.149
YNR048W	0.149
YBR250W	0.149
YMR109W	0.149
YOR301W	0.150
YML106W	0.150
YOR304W	0.150
YNL193W	0.150
YPL176C	0.150
YJR100C	0.150
YDL018C	0.150
YDL034W	0.151
YPL229W	0.151
YOR003W	0.151
YPL102C	0.151
YOR209C	0.151
YPL244C	0.151
YDR257C	0.151
YFR008W	0.151
YOR320C	0.152
YCL022C	0.152
YPL071C	0.152
YOR234C	0.152
YBR201W	0.152
YPL197C	0.152
YOL128C	0.152
YBR151W	0.152
YBR220C	0.152
YDL214C	0.152
YKL096W	0.152
YHR046C	0.153
YIL034C	0.153
YLR423C	0.153
YKR009C	0.153
YML009C-A	0.153
YAL065C	0.153
YPL119C	0.153
YOR165W	0.153
YFR019W	0.153
YFL012W	0.153
YKR013W	0.153
YOR384W	0.153
YFR014C	0.153
YDR219C	0.154
YPL201C	0.154
YDL131W	0.154
YOR380W	0.154
YLR433C	0.154
YKL007W	0.154
YGL230C	0.155
YDR122W	0.155
YDL040C	0.155
YKR088C	0.155
YPL206C	0.155
YOR322C	0.155
YPL208W	0.155
YPL099C	0.155
YDR279W	0.155
YPL199C	0.155
YAR031W	0.155
YML051W	0.155
YBR249C	0.155
YLR385C	0.155
YJL144W	0.156
YOR112W	0.156
YBR113W	0.157
YER073W	0.157
YMR302C	0.157
YMR052C-A	0.157
YOR314W	0.158
YPL039W	0.158
YFR009W	0.158
YMR189W	0.158
YDR185C	0.158
YMR111C	0.158
YKL075C	0.158
YCL064C	0.159
YMR120C	0.159
YKL161C	0.159
YLR133W	0.159
YJL134W	0.159
YNL338W	0.159
YDL019C	0.159
YML057C-A	0.159
YOR304C-A	0.159
YCR023C	0.159
YPL108W	0.159
YOL112W	0.159
YDR401W	0.159
YMR182C	0.160
YML008C	0.160
YPL214C	0.160
YPL069C	0.160
YNL304W	0.160
YEL017C-A	0.160
YOL057W	0.160
YDR010C	0.160
YER030W	0.160
YDR125C	0.160
YMR226C	0.160
YBR285W	0.160
YPL232W	0.160
YGL067W	0.161
YER174C	0.161
YPL202C	0.161
YFL030W	0.161
YEL008W	0.161
YER175C	0.161
YMR110C	0.161
YPL258C	0.161
YFR010W	0.161
YPR149W	0.162
YGL176C	0.162
YBR144C	0.162
YOL049W	0.162
YDR100W	0.162
YBR001C	0.162
YPL106C	0.163
YBL005W	0.163
YMR140W	0.163
YHR185C	0.163
YDL039C	0.178
YPL274W	0.164
YOR313C	0.164
YNR031C	0.164
YCL048W	0.164
YDR128W	0.165
YDR206W	0.165
YDR067C	0.165
YDR221W	0.165
YKL066W	0.165
YBR121C	0.165
YMR068W	0.165
YFL051C	0.165
YOR280C	0.165
YMR176W	0.166
YIL096C	0.166
YOL002C	0.166
YDR479C	0.166
YNL129W	0.166
YMR192W	0.166
YER180C	0.166
YOR097C	0.167
YDR287W	0.167
YNR064C	0.167
YOL162W	0.167
YKL120W	0.167
YDR059C	0.167
YNL013C	0.167
YLR286C	0.167
YGR003W	0.167
YDR019C	0.167
YAL040C	0.167
YOL029C	0.168
YDR282C	0.168
YLR211C	0.168
YOL024W	0.168
YAL042C-A	0.168
YBR301W	0.168
YOR138C	0.168
YNL277W	0.168
YOR053W	0.169
YMR251W	0.169
YBR108W	0.169
YKL005C	0.169
YDL134C	0.169
YLR149C	0.169
YDL106C	0.169
YLR266C	0.169
YDR178W	0.169
YJR131W	0.169
YGL021W	0.169
YBR172C	0.169
YMR020W	0.170
YNL303W	0.170
YPR135W	0.170
YLR237W	0.170
YAL031C	0.171
YEL020C	0.171
YOR231W	0.171
YMR190C	0.171
YKL164C	0.171
YDR199W	0.171
YDR134C	0.172
YKL025C	0.172
YPL247C	0.172
YDL155W	0.172
YNL332W	0.172
YKR072C	0.172
YLR209C	0.172
YEL017W	0.172
YPL130W	0.172
YBR065C	0.172
YKL010C	0.173
YER091C	0.173
YOR052C	0.173
YDR061W	0.173
YER117W	0.173
YIL151C	0.173
YDL078C	0.173
YER158C	0.173
YDL027C	0.173
YPL230W	0.174
YGL108C	0.174
YPL245W	0.174
YLR118C	0.174
YML034C-A	0.174
YML018C	0.175
YPL196W	0.175
YNL117W	0.175
YKR080W	0.175
YPL111W	0.175
YOR180C	0.175
YDL199C	0.175
YDL137W	0.176
YML012C-A	0.176
YGL085W	0.176
YCR106W	0.176
YPL105C	0.176
YNL280C	0.176
YDR263C	0.176
YNL330C	0.176
YER106W	0.176
YLR299W	0.177
YGL053W	0.177
YMR130W	0.177
YMR132C	0.177
YOR045W	0.177
YOR316C	0.178
YBL065W	0.178
YOL085C	0.178
YOR101W	0.179
YEL066W	0.179
YNR056C	0.179
YCL049C	0.179
YML038C	0.179
YOL124C	0.179
YHR045W	0.179
YOR347C	0.179
YDR107C	0.179
YDR411C	0.180
YLR278C	0.180
YDR533C	0.180
YOR337W	0.180
YPL068C	0.180
YCL050C	0.181
YNL001W	0.181
YJL168C	0.181
YOR084W	0.181
YOR111W	0.181
YDR179C	0.181
YER052C	0.182
YDR415C	0.182
YDR233C	0.182
YGR144W	0.182
YIR003W	0.182
YBR067C	0.183
YBR046C	0.183
YLL059C	0.183
YMR095C	0.183
YOR028C	0.183
YDR539W	0.183
YDR363W	0.184
YER088C	0.185
YNL121C	0.185
YLL054C	0.185
YDR089W	0.185
YER001W	0.185
YNL146W	0.185
YHL002W	0.186
YDR181C	0.186
YOR279C	0.186
YGL058W	0.186
YAR028W	0.186
YEL041W	0.186
YMR206W	0.186
YBR271W	0.186
YDR476C	0.186
YGL082W	0.187
YNL212W	0.187
YNR066C	0.187
YER093C-A	0.187
YDR351W	0.187
YER046W-A	0.187
YML118W	0.187
YCR037C	0.187
YOR006C	0.187
YEL065W	0.188
YML053C	0.188
YKL053C-A	0.189
YER024W	0.189
YMR280C	0.189
YDR309C	0.189
YDR371W	0.189
YER045C	0.190
YKL191W	0.190
YMR073C	0.190
YAR027W	0.190
YOR023C	0.190
YOL043C	0.190
YDL121C	0.190
YPL140C	0.190
YOR051C	0.190
YMR254C	0.190
YOL055C	0.190
YMR144W	0.191
YGR182C	0.191
YFL031W	0.191
YKR061W	0.191
YOR383C	0.192
YLR250W	0.192
YJR032W	0.192
YNL011C	0.192
YKL156W	0.192
YNL265C	0.192
YDL242W	0.193
YDR223W	0.193
YPL027W	0.193
YGL114W	0.193
YLL057C	0.193
YKR049C	0.193
YFL055W	0.193
YBR293W	0.194
YGR017W	0.194
YNR024W	0.194
YPL053C	0.194
YER137C	0.194
YCR105W	0.194
YDR011W	0.194
YDR046C	0.195
YER101C	0.195
YJR066W	0.195
YMR075W	0.195
YDL024C	0.195
YMR171C	0.195
YFL034C-A	0.228
YMR054W	0.195
YDL237W	0.195
YDR186C	0.195
YPL150W	0.195
YDR422C	0.195
YER163C	0.195
YER005W	0.195
YDR072C	0.195
YEL056W	0.195
YDR358W	0.195
YER049W	0.195
YKR069W	0.196
YPL236C	0.196
YCR015C	0.196
YNL321W	0.196
YDR465C	0.196
YDR520C	0.196
YIR017C	0.196
YDR320C	0.196
YFL048C	0.196
YAR030C	0.196
YDR153C	0.197
YDL037C	0.197
YDL012C	0.197
YDL099W	0.197
YEL010W	0.197
YAL067C	0.198
YDL091C	0.198
YOR381W	0.198
YML034W	0.231
YBL100C	0.199
YDR119W	0.199
YBR225W	0.199
YDR535C	0.199
YIL116W	0.199
YMR065W	0.200
YCL051W	0.200
YHR204W	0.200
YGL016W	0.200
YOR263C	0.200
YLR143W	0.200
YCL044C	0.201
YLR180W	0.201
YDR504C	0.201
YMR243C	0.201
YCR001W	0.201
YBR147W	0.201
YML119W	0.201
YGR018C	0.201
YPL216W	0.201
YNL111C	0.201
YMR289W	0.201
YOR365C	0.201
YBR032W	0.202
YBR294W	0.202
YKL008C	0.202
YML124C	0.202
YLR091W	0.202
YDR534C	0.202
YMR078C	0.202
YER038W-A	0.202
YDR142C	0.202
YKL187C	0.202
YOL082W	0.202
YEL071W	0.203
YOR173W	0.203
YMR251W-A	0.203
YPR039W	0.203
YMR100W	0.203
YDL178W	0.203
YOR308C	0.204
YLR231C	0.204
YMR273C	0.204
YDR431W	0.204
YCL027W	0.204
YDR406W	0.204
YER149C	0.204
YNL166C	0.204
YDR274C	0.204
YKL098W	0.205
YNL165W	0.205
YDR352W	0.205
YNL255C	0.205
YNL339C	0.206
YLR192C	0.206
YDR209C	0.206
YBR280C	0.206
YDL053C	0.207
YMR204C	0.207
YDR184C	0.207
YKR092C	0.207
YMR006C	0.208
YLR345W	0.208
YNR063W	0.208
YEL004W	0.208
YER143W	0.208
YLL043W	0.208
YDR501W	0.208
YLR190W	0.208
YMR169C	0.208
YPL259C	0.209
YNL292W	0.209
YDL161W	0.209
YCR092C	0.209
YLR420W	0.209
YDR239C	0.209
YDR380W	0.209
YBR051W	0.209
YMR322C	0.209
YDR387C	0.209
YDL197C	0.210
YJL145W	0.210
YER132C	0.210
YDR070C	0.210
YDR421W	0.210
YJR106W	0.211
YOR086C	0.211
YDR056C	0.211
YPL014W	0.211
YMR103C	0.211
YDR307W	0.212
YCR088W	0.212
YBR295W	0.212
YOR016C	0.212
YJR116W	0.212
YOL089C	0.212
YHR059W	0.213
YLL029W	0.213
YPL096W	0.213
YNL202W	0.213
YDR261C	0.213
YER034W	0.213
YHR073W	0.213
YKL103C	0.213
YFR015C	0.213
YDR109C	0.214
YMR266W	0.214
YOR286W	0.214
YNL279W	0.215
YCL035C	0.215
YPR042C	0.215
YJL187C	0.216
YKR099W	0.216
YNL012W	0.216
YLR006C	0.217
YKL175W	0.217
YJL116C	0.217
YDR202C	0.217
YDR001C	0.217
YER042W	0.217
YER135C	0.217
YER185W	0.218
YKL073W	0.218
YFL054C	0.218
YER187W	0.218
YDR368W	0.218
YGR078C	0.218
YDR090C	0.218
YGL242C	0.218
YNL035C	0.219
YLR453C	0.219
YBR218C	0.219
YPL139C	0.219
YBR183W	0.219
YHR182W	0.219
YDR217C	0.220
YDR346C	0.220
YBL001C	0.220
YKL148C	0.220
YML056C	0.221
YMR055C	0.221
YKL150W	0.221
YER115C	0.221
YDR112W	0.221
YDL230W	0.222
YOR359W	0.222
YER124C	0.222
YNL145W	0.223
YOR229W	0.223
YKR048C	0.223
YDR216W	0.224
YLR370C	0.224
YFL032W	0.224
YOR055W	0.225
YNL253W	0.225
YDL070W	0.225
YDR152W	0.225
YDR256C	0.226
YER184C	0.226
YKL053W	0.227
YDR513W	0.227
YLR082C	0.227
YDR252W	0.228
YBL015W	0.228
YMR274C	0.228
YMR255W	0.228
YDR171W	0.228
YDR094W	0.228
YOR338W	0.229
YPL194W	0.229
YEL023C	0.229
YMR300C	0.229
YDR158W	0.230
YGR164W	0.230
YML102W	0.230
YDR348C	0.230
YML022W	0.230
YMR234W	0.230
YOR318C	0.231
YNL099C	0.231
YDR220C	0.231
YEL030W	0.231
YER108C	0.231
YFL044C	0.232
YFL015C	0.232
YML048W	0.233
YLR044C	0.233
YMR315W	0.233
YDR540C	0.233
YER130C	0.233
YDL218W	0.233
YDR102C	0.233
YER007W	0.234
YOR233W	0.234
YDR055W	0.234
YJL157C	0.234
YJR139C	0.235
YKL185W	0.235
YDL215C	0.235
YPL225W	0.235
YDR511W	0.236
YML058W	0.236
YMR052W	0.236
YER060W	0.237
YJR135C	0.237
YDR321W	0.237
YDR096W	0.237
YER156C	0.237
YKL030W	0.237
YOR027W	0.238
YPL184C	0.239
YER145C	0.239
YBL042C	0.240
YOR007C	0.240
YEL049W	0.240
YNR014W	0.241
YDR213W	0.241
YLR054C	0.241
YDR286C	0.241
YGL010W	0.241
YPL165C	0.241
YOL064C	0.241
YFL050C	0.242
YBR199W	0.242
YMR031W-A	0.242
YPL056C	0.242
YER119C	0.242
YAL054C	0.242
YPL086C	0.242
YDR345C	0.242
YDR214W	0.243
YIL057C	0.243
YDR354W	0.243
YNL234W	0.243
YMR172W	0.243
YML094W	0.243
YPL067C	0.244
YPL223C	0.245
YER186C	0.245
YPL018W	0.245
YDR057W	0.245
YOL046C	0.245
YDL200C	0.246
YPL095C	0.246
YDR402C	0.246
YOR315W	0.247
YIL079C	0.247
YBR258C	0.247
YBL053W	0.247
YEL001C	0.247
YPL051W	0.247
YDR446W	0.248
YER085C	0.248
YLR401C	0.248
YBR233W	0.248
YGL054C	0.249
YPL073C	0.249
YER188W	0.249
YKR047W	0.249
YKR012C	0.249
YDR093W	0.249
YGR008C	0.250
YDL203C	0.250
YDL127W	0.250
YDR517W	0.251
YKL166C	0.251
YDL213C	0.251
YML120C	0.251
YDR084C	0.252
YHR160C	0.252
YDR133C	0.252
YBR219C	0.252
YLR279W	0.252
YLR217W	0.252
YNR001C	0.253
YCL057W	0.253
YKL043W	0.253
YBR296C	0.253
YFL011W	0.253
YOR022C	0.254
YJR019C	0.255
YBR157C	0.256
YOR219C	0.256
YAL022C	0.256
YKR035W-A	0.256
YDL226C	0.257
YDR458C	0.258
YGR061C	0.258
YLR325C	0.259
YEL005C	0.259
YLL041C	0.259
YFR023W	0.259
YMR316W	0.259
YOR246C	0.259
YHR075C	0.260
YFL052W	0.260
YOR342C	0.260
YNL127W	0.261
YER032W	0.262
YGR161C	0.262
YDR414C	0.262
YER142C	0.262
YNL054W	0.262
YBR122C	0.263
YER046W	0.264
YER183C	0.265
YDR285W	0.265
YBR264C	0.265
YCR044C	0.265
YPR040W	0.265
YOL014W	0.266
YGL241W	0.266
YPR141C	0.266
YDR503C	0.266
YPR130C	0.267
YCR011C	0.267
YOL068C	0.267
YLR023C	0.268
YNL289W	0.268
YFL001W	0.268
YDR003W	0.269
YEL057C	0.269
YHR014W	0.270
YGR284C	0.270
YPL091W	0.271
YPL101W	0.271
YFL053W	0.272
YER011W	0.274
YLR407W	0.274
YKL151C	0.275
YBL054W	0.275
YDL189W	0.275
YOR197W	0.275
YMR075C-A	0.276
YFL025C	0.276
YOL045W	0.276
YEL047C	0.277
YPL262W	0.277
YKL044W	0.278
YBL091C	0.278
YDR284C	0.278
YCR076C	0.278
YDR430C	0.278
YDR275W	0.279
YDL234C	0.279
YDL124W	0.279
YBL036C	0.280
YNL293W	0.280
YMR029C	0.280
YLR428C	0.280
YFR007W	0.281
YER118C	0.281
YBR203W	0.281
YDL223C	0.281
YMR170C	0.282
YER064C	0.283
YDL176W	0.283
YDR270W	0.284
YML019W	0.286
YPL171C	0.286
YOR377W	0.287
YER063W	0.287
YKL205W	0.287
YDL185W	0.287
YJR109C	0.288
YDL113C	0.288
YER081W	0.288
YJL204C	0.289
YCR043C	0.289
YDR104C	0.289
YER080W	0.289
YDR344C	0.289
YNR027W	0.289
YNL235C	0.290
YDR317W	0.290
YBL052C	0.290
YGR058W	0.290
YMR244W	0.290
YDR215C	0.291
YKR102W	0.292
YBR012C	0.292
YNL270C	0.293
YBR245C	0.294
YDR131C	0.294
YDL211C	0.294
YPL241C	0.294
YNL203C	0.294
YEL064C	0.294
YMR246W	0.295
YOL042W	0.296
YGR283C	0.297
YBR090C	0.297
YLR262C-A	0.298
YDR338C	0.299
YOR363C	0.299
YKL056C	0.300
YER004W	0.300
YER079W	0.301
YBR283C	0.302
YEL033W	0.303
YIL035C	0.303
YEL016C	0.303
YDR203W	0.303
YDR254W	0.304
YDR423C	0.305
YNR005C	0.305
YNL144C	0.306
YDR332W	0.306
YDL079C	0.306
YGL110C	0.307
YIL060W	0.309
YAL002W	0.309
YAL020C	0.310
YEL059W	0.311
YLR427W	0.312
YCR095C	0.312
YEL048C	0.312
YLL020C	0.313
YAL018C	0.313
YOR026W	0.313
YOR235W	0.313
YDR408C	0.314
YDR357C	0.315
YFR040W	0.315
YFL040W	0.315
YKL090W	0.316
YLL014W	0.317
YDR419W	0.317
YGL197W	0.317
YKR076W	0.317
YDR469W	0.318
YDR370C	0.318
YPL152W	0.318
YCL016C	0.319
YDR165W	0.319
YEL003W	0.319
YBR212W	0.319
YPR053C	0.320
YEL038W	0.321
YNL275W	0.321
YDR360W	0.322
YDR340W	0.323
YDR497C	0.325
YDR409W	0.325
YOR015W	0.325
YOR061W	0.326
YDR441C	0.326
YDR008C	0.326
YKR059W	0.326
YCR082W	0.327
YOR082C	0.329
YDL238C	0.330
YPL170W	0.332
YEL052W	0.335
YLR372W	0.335
YMR058W	0.335
YER067C-A	0.336
YCR065W	0.338
YER144C	0.338
YPL212C	0.339
YNL218W	0.340
YDR374C	0.343
YER047C	0.343
YBR226C	0.343
YPL074W	0.344
YEL063C	0.344
YDR480W	0.345
YOR251C	0.347
YGL202W	0.348
YGL194C	0.348
YNL032W	0.350
YNL056W	0.350
YPL260W	0.350
YDR099W	0.350
YKL069W	0.350
YDR229W	0.350
YLR216C	0.351
YDR426C	0.352
YBR103W	0.353
YDR020C	0.355
YHL007C	0.355
YDR105C	0.355
YOR058C	0.356
YDL243C	0.357
YOR083W	0.357
YDL122W	0.357
YOR324C	0.360
YNL030W	0.362
YFL028C	0.362
YDR218C	0.365
YLR193C	0.365
YOR265W	0.366
YBR209W	0.373
YML007W	0.374
YDR318W	0.375
YDR330W	0.376
YKR039W	0.377
YER166W	0.378
YBR082C	0.378
YGL007W	0.378
YDR481C	0.379
YDL210W	0.382
YOR312C	0.382
YDR132C	0.385
YDR174W	0.385
YDR379W	0.386
YDR452W	0.387
YLR089C	0.393
YDR293C	0.394
YCL026C-A	0.394
YEL068C	0.398
YOL071W	0.398
YGR184C	0.402
YJL094C	0.402
YER170W	0.404
YDR095C	0.406
YGR271W	0.409
YPL138C	0.410
YFL021W	0.413
YNL288W	0.414
YDR425W	0.418
YDL035C	0.420
YDL175C	0.420
YER164W	0.421
YER059W	0.428
YLR172C	0.430
YKR074W	0.434
YBR095C	0.437
YBR107C	0.438
YGR157W	0.439
YPL205C	0.442
YOR349W	0.443
YDR435C	0.448
YGL136C	0.453
YER067W	0.454
YDR385W	0.456
YLL019C	0.457
YHR018C	0.462
YEL015W	0.469
YPR024W	0.472
YNL031C	0.473
YLR119W	0.476
YBR246W	0.476
YGL253W	0.477
YLR412W	0.491
YIL112W	0.492
YPR167C	0.496
YNL283C	0.505
YDR297W	0.507
YNL273W	0.512
YPL182C	0.516
YNR006W	0.521
YOR327C	0.527
YDR490C	0.532
YNL097C	0.533
YGR268C	0.535
YLL006W	0.538
YNL167C	0.538
YER060W-A	0.546
YKL204W	0.550
YMR202W	0.557
YDL224C	0.557
YIL128W	0.588
YDR143C	0.593
YBR010W	0.653
YLR200W	0.673
YNL236W	0.675
YBL003C	0.708
YLR150W	0.760
YOL004W	0.760
YMR179W	0.884
YBR009C	1.026
YJL115W	1.027
YDR225W	1.252
YOR038C	1.257
YNL206C	1.305
YJR140C	1.312
YBL008W	1.326
YBR215W	1.948
