orf	hap a | expression level of a particular gene (HTA1) | standard [standard] | Fillingham J~Andrews BJ, 2009
YBL070C	0.12092141283060376
YBL071C	0.0297768837853479
YBL072C	0.01301219254850615
YBL075C	0.021783347734383444
YBL079W	0.010766572649602506
YBL081W	-0.450076182751049
YBL082C	-0.23958270560572598
YBL083C	-0.12294762504571506
YBL085W	0.036995965835237954
YBL086C	0.05355204246494169
YBL087C	-0.1764378881953575
YBL088C	0.07317699724978935
YBL091C	0.277822412916119
YBL091C-A	-0.42624320217679
YBL094C	-0.281423487231866
YBL095W	-0.0504823254400021
YBL096C	0.052365272233347
YBL098W	-0.16971340539465454
YBL100C	0.198605125841739
YBL101C	-0.17613356877939665
YBL102W	-0.439297374076136
YBL103C	0.0332059245601269
YBL104C	0.09703343858175434
YBL106C	-0.37745737032521354
YBL107C	-0.18948199867641902
YBR001C	0.16235324768395448
YBR005W	0.018122916012012005
YBR006W	-0.26273340454955396
YBR007C	0.029171469764044
YBR008C	0.08787892725512161
YBR009C	1.0264306177202795
YBR010W	0.6531871959998915
YBR012C	0.29208517858983
YBR013C	0.12037755245226602
YBR014C	0.11721348523979165
YBR015C	-0.015429829346006944
YBR016W	-0.16845160645028062
YBR018C	-0.07553859945820346
YBR019C	0.128875254355309
YBR020W	-0.2040444145634345
YBR022W	-0.3461755023715025
YBR024W	0.032047852698828
YBR027C	0.0662623583477963
YBR028C	0.1268059823026231
YBR030W	0.05902306627283439
YBR031W	0.06816342669231215
YBR032W	0.201772933315217
YBR033W	0.0447582022931338
YBR034C	-0.04298471924901825
YBR040W	0.016268323729271103
YBR041W	-0.218567605776647
YBR042C	-0.410941548793318
YBR043C	-0.45310067561082257
YBR045C	0.028321075716899048
YBR046C	0.1827781035362205
YBR047W	0.0925345848692343
YBR048W	-0.0495462786930067
YBR050C	0.0713504692058628
YBR051W	0.2093355245898315
YBR052C	0.08692369291091576
YBR053C	0.07817732682297424
YBR054W	-0.04360375021427466
YBR056W	0.033487387376637645
YBR057C	0.016674331232124
YBR058C	0.0967266654800458
YBR059C	-0.09727457614452864
YBR061C	-0.131394732169758
YBR062C	0.11805727903012248
YBR063C	0.14158195480347563
YBR064W	-0.1478842143579705
YBR065C	0.172478814892176
YBR066C	0.06529078193101685
YBR067C	0.18273910411085612
YBR068C	0.05503318563121545
YBR069C	0.029307859099497797
YBR071W	0.10892359816641754
YBR072W	0.05588995992026725
YBR073W	-0.3338455889352935
YBR074W	0.05761492254615538
YBR076W	-0.30123395597991753
YBR077C	-0.14644746977047846
YBR078W	-0.02904117731709055
YBR082C	0.3779014884975545
YBR083W	-0.22966867177608
YBR084W	-0.14833537867402274
YBR085W	-0.30085910777775404
YBR089C-A	0.056904899129381493
YBR090C	0.297271596832517
YBR092C	0.11559326159222695
YBR094W	-0.07096125275153554
YBR095C	0.4366159622884035
YBR098W	-0.24751467414279563
YBR099C	-0.1208624243260529
YBR101C	0.012212284984356399
YBR103W	0.35304177004479753
YBR104W	-0.027193006282949517
YBR105C	0.1115087990382424
YBR107C	0.4377696023202115
YBR108W	0.168916924001555
YBR111C	-0.0169938726913187
YBR113W	0.1566547141465755
YBR114W	-0.5471766125454864
YBR116C	0.0750399831462336
YBR118W	-0.3906804732701745
YBR119W	-0.11138863856042969
YBR121C	0.1652353625827685
YBR122C	0.2633828873220085
YBR125C	-0.016198349912376248
YBR128C	-0.279097915053525
YBR129C	-0.48489088891907905
YBR130C	-0.047113496864081006
YBR132C	-0.0040469719178288024
YBR134W	-0.15248460636949623
YBR137W	-0.09531298721794154
YBR138C	0.10014917014282275
YBR139W	0.14600514784382349
YBR141C	0.0173574950456998
YBR144C	0.162282091348771
YBR145W	0.03990859244252579
YBR146W	0.09217779148078425
YBR147W	0.20118033731012
YBR148W	-0.009963962077908499
YBR149W	-0.04024116482335963
YBR150C	-0.45259316278607054
YBR151W	0.1520738208849005
YBR156C	0.07956198171753509
YBR157C	0.255597611383241
YBR158W	0.07181082958510475
YBR159W	0.03665152727687155
YBR161W	0.06654405194185664
YBR162C	-0.039086552310169206
YBR162W-A	-0.153713200712097
YBR164C	-0.07157552430883725
YBR165W	0.0216767279738113
YBR166C	0.1387415548274915
YBR168W	-0.0029583468823324507
YBR169C	0.08264297208988411
YBR170C	0.10301935805841254
YBR172C	0.169463067230085
YBR174C	0.1176223638562992
YBR176W	0.12204504421647577
YBR177C	-0.1286851522500197
YBR178W	-0.045440219548377056
YBR180W	0.039465845473617
YBR181C	-0.02158815059452828
YBR182C	-0.32697020512405
YBR183W	0.2193952206260915
YBR184W	0.0952636104609638
YBR185C	-0.0785775683958839
YBR186W	0.11097416249663102
YBR188C	-0.0873500216916826
YBR189W	-0.288873926973342
YBR195C	0.010619304338325655
YBR197C	0.07206126487824838
YBR199W	0.241644371578389
YBR201W	0.1516849437078805
YBR203W	0.2809448389038
YBR204C	0.11108514391943548
YBR205W	0.10944026979393665
YBR206W	-0.0891557366526097
YBR207W	-0.173766647324014
YBR208C	0.021703707347656503
YBR209W	0.3728620207609705
YBR210W	0.023238917733694006
YBR212W	0.319409130959941
YBR213W	0.0984638879184305
YBR214W	0.0597079957519513
YBR215W	1.948132971144025
YBR216C	0.1227239537423955
YBR217W	-0.12137046354721609
YBR218C	0.218879415115769
YBR219C	0.251862813156628
YBR220C	0.1521207240867965
YBR222C	0.01446722666189805
YBR223C	0.04608472331571045
YBR224W	-0.1220130009822146
YBR225W	0.1989062638662415
YBR226C	0.343372657058859
YBR227C	-0.24276610690226552
YBR228W	-0.06963976622547438
YBR229C	-0.054606840524126295
YBR230C	0.14031582358567202
YBR232C	0.05679546536250275
YBR233W	0.2478607566030705
YBR235W	0.06293340039999146
YBR238C	-0.07391333447633766
YBR239C	0.12068318883630585
YBR240C	0.00105886284241295
YBR241C	-0.02408722034649545
YBR242W	0.02716146265000525
YBR244W	-0.021222710994091405
YBR245C	0.2936087563927135
YBR246W	0.476016024706578
YBR248C	0.0877222578198153
YBR249C	0.15520935214749068
YBR250W	0.149274251827883
YBR255W	-0.2226388713522885
YBR258C	0.2468428722518955
YBR259W	0.06993344526180359
YBR260C	0.11922639780936264
YBR261C	-0.30615893065487
YBR262C	-0.014930718944505466
YBR263W	-0.2352467428554215
YBR264C	0.264862462210643
YBR269C	-0.07589376972277395
YBR270C	0.09315849188033155
YBR271W	0.1863611716544715
YBR272C	-0.15653020916179175
YBR273C	0.13862461578381952
YBR274W	0.05045062475402336
YBR276C	0.0028189915773674506
YBR277C	-0.3104909828935275
YBR278W	-0.201019352599264
YBR280C	0.2064590623209751
YBR281C	0.10125910740125516
YBR283C	0.301593942140832
YBR284W	-0.08137864029084414
YBR285W	0.16043432788724205
YBR286W	-0.01770374405529753
YBR287W	0.04807935235525875
YBR288C	-0.417862609398142
YBR290W	0.09673457357935966
YBR291C	-0.04226359503379085
YBR292C	0.052314575798202
YBR293W	0.19381206631790449
YBR294W	0.201815644072256
YBR295W	0.211693759082993
YBR296C	0.2529436507894025
YBR297W	0.050180011766288994
YBR298C	0.06138945248248945
YBR299W	0.04355721271491985
YBR300C	0.11351787243426105
YBR301W	0.1682641650117959
YCL001W	0.03094859108160625
YCL001W-A	-0.0396995660489195
YCL002C	0.025423912274082097
YCL009C	0.0953151060787231
YCL011C	0.0324573362294779
YCL014W	0.13628094457471007
YCL016C	0.31862261648705603
YCL022C	0.15160869789431353
YCL023C	-0.329685232095124
YCL024W	-0.342275116403013
YCL026C-A	0.394468647256182
YCL027W	0.2038987221832645
YCL028W	0.12332939509962021
YCL029C	0.020955093996334696
YCL033C	-0.0424577793636826
YCL034W	-0.1023189935381684
YCL035C	0.215255361823052
YCL036W	-0.10876034415867411
YCL038C	-0.3694627325910945
YCL039W	-0.23060903636799152
YCL040W	0.04421957871161887
YCL042W	0.04825704207334275
YCL044C	0.200535265401911
YCL045C	0.11620405669463715
YCL046W	0.13757929283977324
YCL047C	0.13453411171523838
YCL048W	0.164466153028832
YCL049C	0.17879212427958552
YCL050C	0.18071448556139552
YCL051W	0.1996415724164845
YCL055W	0.1095989461728347
YCL056C	-0.09631322274422566
YCL057W	0.2526331565058665
YCL061C	-0.4670726198826123
YCL063W	-0.05119479523333849
YCL064C	0.1585157381136975
YCL069W	0.032433979639053846
YCL076W	-0.290508573054237
YCR001W	0.2010517459835955
YCR005C	0.09427184441048936
YCR006C	-0.318745198990459
YCR007C	-0.3946008651329235
YCR008W	-0.17454848199333395
YCR009C	-0.3267364189279785
YCR010C	0.14751480060757294
YCR011C	0.26654086455635995
YCR014C	0.0972842470221097
YCR015C	0.19574240328959802
YCR016W	-0.1948986035173635
YCR017C	0.1430941566532945
YCR019W	-0.14449696895764852
YCR020C	-0.426531595304445
YCR020C-A	-0.1549021998780733
YCR021C	0.11110880427005546
YCR022C	-0.2639390120064115
YCR023C	0.15918855337617627
YCR024C-A	0.0429226760892214
YCR025C	0.08401399316007944
YCR026C	0.08783522586385957
YCR027C	0.08331336376458634
YCR028C-A	0.136940920067443
YCR030C	-0.018210423181748116
YCR031C	-0.004843382947659399
YCR032W	-0.2662179482157555
YCR033W	-0.12939057238621454
YCR034W	-0.3057905185882205
YCR036W	0.013943186668373898
YCR037C	0.18744188933918599
YCR043C	0.2886622503987285
YCR044C	0.26540076945005
YCR045C	-0.016405209428567498
YCR048W	-0.19118595760481233
YCR049C	0.04823997834544685
YCR050C	0.013067505974815447
YCR051W	-0.026052738425133448
YCR053W	-0.07348443122692991
YCR059C	0.1173018194264878
YCR060W	-0.1939738944546895
YCR061W	0.17754571657324655
YCR065W	0.337551966444255
YCR067C	-0.0232884814609581
YCR068W	-0.2317301259145045
YCR069W	0.0964334644638705
YCR073C	0.06677838320163895
YCR073W-A	-0.1618618671277391
YCR075C	0.12462454265778776
YCR076C	0.27787036641040047
YCR082W	0.327189218573507
YCR083W	0.022314681069895502
YCR085W	0.138590161399546
YCR086W	-0.1775125126450515
YCR087C-A	0.10874149370850825
YCR087W	-0.1472383274852765
YCR088W	0.21168778150110298
YCR089W	0.029318838281496944
YCR090C	-0.0045276593063276055
YCR091W	0.023275248104885952
YCR092C	0.2088663268573572
YCR095C	0.312332260784291
YCR098C	-0.00493848727219515
YCR099C	0.09397110438515824
YCR100C	-0.0957786065795921
YCR101C	0.0958814151962495
YCR102C	0.04525113721659245
YCR102W-A	-0.3406956245347475
YCR105W	0.19440298134726997
YCR106W	0.1758249069083825
YCR107W	-0.07848805171274843
YDL001W	-0.2335897774427105
YDL010W	0.1084270799331643
YDL011C	0.017722386442282148
YDL012C	0.19702026054883956
YDL013W	-0.022317070749383897
YDL018C	0.1503412738123055
YDL019C	0.159142458173923
YDL020C	-0.1392152060753844
YDL023C	-0.009398126110307145
YDL024C	0.1946735822493195
YDL025C	-0.3476995118594645
YDL026W	0.03902805259332409
YDL027C	0.173351363789506
YDL033C	-0.34249525114725055
YDL034W	0.15054005620871452
YDL035C	0.4201632064784395
YDL036C	0.0009610277637055048
YDL037C	0.19690422758560217
YDL039C	0.17829114052437522
YDL040C	0.1547151532216374
YDL046W	-0.16183894288148046
YDL048C	-0.1062216133428846
YDL050C	-0.334122114764228
YDL051W	-0.005794545214575399
YDL053C	0.20663283669333898
YDL054C	0.14161629053169414
YDL056W	-0.1513076638230827
YDL059C	0.1434231857331777
YDL061C	0.0800777691680706
YDL062W	-0.1302034066948062
YDL065C	-0.4384937469358135
YDL066W	-0.028124663172841048
YDL070W	0.2254474100102285
YDL071C	0.021326347137480994
YDL076C	-0.08795736526360295
YDL078C	0.17313054953483115
YDL079C	0.3064868190445825
YDL080C	-0.1066149718979183
YDL081C	0.07249254088478005
YDL082W	-0.1408478375114911
YDL083C	0.03948077391997455
YDL085W	-0.275601655109382
YDL086W	0.0789911129866886
YDL088C	0.038633686724488255
YDL089W	-0.009463642554848654
YDL091C	0.1976850399150255
YDL093W	0.10840748557564114
YDL094C	0.07617565580413345
YDL095W	-0.009470407658617008
YDL096C	0.13167258760216716
YDL099W	0.197064892742472
YDL100C	-0.22588307345757053
YDL106C	0.16922692545472365
YDL109C	0.040911485632593544
YDL110C	-0.205810588358466
YDL112W	0.06505578257991286
YDL113C	0.2881800320544575
YDL114W	0.0670795756554
YDL117W	-0.082322796002025
YDL118W	0.1313724736835113
YDL119C	0.09262563640668811
YDL121C	0.1901103204257385
YDL122W	0.3572720277767695
YDL123W	0.010846686461234947
YDL124W	0.279343491778358
YDL125C	-0.1228123658152615
YDL127W	0.250028116168807
YDL128W	0.05726590886342276
YDL129W	0.00958741924872445
YDL130W-A	0.03772592588864215
YDL131W	0.1537344301196005
YDL133C-A	-0.148697291418206
YDL133W	0.05707482769808964
YDL134C	0.1691183896045535
YDL135C	0.0299226605983451
YDL136W	0.0352966090669616
YDL137W	0.1755934048376935
YDL138W	0.06303032597845964
YDL142C	0.11404778847609551
YDL144C	-0.0873160853262766
YDL146W	0.02991395015543543
YDL154W	0.04759409771290205
YDL155W	0.17212434677682098
YDL156W	0.09113835275352075
YDL157C	0.054580820732200844
YDL161W	0.2088157313309485
YDL162C	0.014276740994828249
YDL167C	0.1334527291201384
YDL168W	-0.13957722531438124
YDL169C	0.039738929389635955
YDL170W	0.01932751801388545
YDL171C	-0.355908644317586
YDL172C	0.05353750188603544
YDL173W	-0.361238055225129
YDL174C	0.0955988334003021
YDL175C	0.420294346490259
YDL176W	0.282938451648263
YDL177C	0.08240789568887011
YDL178W	0.2033959275742755
YDL179W	-0.1607478195006146
YDL180W	-0.178490427238183
YDL181W	-0.147585249089945
YDL182W	0.14350426490346913
YDL183C	-0.06123365441605295
YDL184C	-0.5186132034736665
YDL185W	0.28733678662798
YDL186W	-0.005994223783045902
YDL187C	0.0899612513125846
YDL188C	-0.1828522830449755
YDL189W	0.2747840493399115
YDL191W	-0.03116145019003625
YDL192W	-0.15176881269563675
YDL194W	-0.3196511018159275
YDL197C	0.2095780024420035
YDL199C	0.17548056808125984
YDL200C	0.24585131019895273
YDL201W	0.09119949006232675
YDL203C	0.2500276310828595
YDL204W	-0.03385238925297109
YDL206W	-0.250177080574869
YDL210W	0.3816935103116285
YDL211C	0.2941767904614105
YDL213C	0.251429431733343
YDL214C	0.1521550328605734
YDL215C	0.23477913033119602
YDL216C	0.14743012085460114
YDL218W	0.2330318424384215
YDL219W	-0.05439339300460515
YDL222C	-0.1603722549495748
YDL223C	0.28121210449696
YDL224C	0.557492260113699
YDL226C	0.25722724495250404
YDL230W	0.2216165101745785
YDL231C	-0.198872628452026
YDL232W	-0.09023517300983999
YDL233W	0.07490034452711575
YDL234C	0.279253423517266
YDL236W	0.07074929386810425
YDL237W	0.194906732131331
YDL238C	0.32958294155803647
YDL239C	0.1229200465099845
YDL240W	0.054979342920702695
YDL241W	-0.17275548157399598
YDL242W	0.19281408391830074
YDL243C	0.35698966895155704
YDR001C	0.21708079714251444
YDR003W	0.268548309870647
YDR004W	-0.135743214100993
YDR005C	-0.2438061800016165
YDR006C	-0.08575078716231894
YDR007W	-0.309306163942159
YDR008C	0.326174707903706
YDR009W	0.05777859332631711
YDR010C	0.16036591550165852
YDR011W	0.19446145343993446
YDR014W	-0.201587491090769
YDR015C	0.07321669299108415
YDR018C	0.11520015093792385
YDR019C	0.16722703618246598
YDR020C	0.3546234780040185
YDR022C	-0.20921085925876776
YDR024W	-0.5201301363605985
YDR025W	-0.0165352456732553
YDR026C	0.11865600040976934
YDR029W	0.05033067201695878
YDR030C	0.08278820054464665
YDR031W	0.1408525746846813
YDR032C	0.0509746053634735
YDR033W	0.06683583282511395
YDR034C	0.056348728934303205
YDR035W	0.02158384075992
YDR036C	-0.11512700189916486
YDR042C	-0.1640098172140145
YDR043C	-0.2124555032948135
YDR046C	0.1945031759188615
YDR048C	-0.09823066329322136
YDR051C	-0.287455783092409
YDR055W	0.23405169110569748
YDR056C	0.21104705801542673
YDR057W	0.24505859045058798
YDR058C	-0.14062625361600475
YDR059C	0.1669287143258545
YDR061W	0.173003545436306
YDR063W	0.04697332216775821
YDR066C	0.04520926297988734
YDR067C	0.16473844380721
YDR068W	0.102438760061834
YDR070C	0.210253015977244
YDR072C	0.19541462939319898
YDR073W	-0.0563775203455818
YDR075W	-0.16599949732110336
YDR076W	-0.1454997477695528
YDR077W	0.0784051200852535
YDR083W	0.014456567615783199
YDR084C	0.2516006117588575
YDR085C	0.10503385705846835
YDR089W	0.1851160996433313
YDR090C	0.2183946564248585
YDR092W	-0.12083811020576529
YDR093W	0.24949036363965849
YDR094W	0.227928096635587
YDR095C	0.4059082279628645
YDR096W	0.2372943428829115
YDR097C	-0.00142197251370914
YDR098C	0.11352356419929163
YDR099W	0.3500044528749985
YDR100W	0.16233086852609901
YDR101C	0.06020978330273591
YDR102C	0.2331346909978575
YDR104C	0.2888457099010245
YDR105C	0.355145448547014
YDR107C	0.1794368881659715
YDR109C	0.213846202689762
YDR110W	0.0138157764767421
YDR111C	0.1228533382051705
YDR112W	0.2211315707979175
YDR117C	0.0057702361412885
YDR119W	0.19865098987363905
YDR120C	0.12148523891024259
YDR121W	-0.398335477554448
YDR122W	0.1546777940764135
YDR124W	0.092641421613605
YDR125C	0.160375262286551
YDR126W	-0.01125370121973303
YDR128W	0.16463846458835302
YDR130C	0.0568041819849587
YDR131C	0.293874764147117
YDR132C	0.38467278247144354
YDR133C	0.251739248079266
YDR135C	0.06567136297922226
YDR139C	0.01499042511875005
YDR142C	0.202387150184313
YDR143C	0.5927434042598361
YDR144C	-0.10728718274966224
YDR146C	-0.420779772203031
YDR147W	-0.02694996425901056
YDR148C	-0.046128338752043696
YDR151C	0.061405159773
YDR152W	0.22549810251257751
YDR153C	0.1968649017510155
YDR154C	-0.01523229458852031
YDR155C	0.043917868004183395
YDR156W	-0.10619981103841356
YDR157W	0.0729217668875384
YDR158W	0.229575922678051
YDR161W	-0.0538710955595429
YDR163W	0.06619269882721995
YDR165W	0.318944275483877
YDR169C	-0.01986635206949801
YDR171W	0.2278259624108625
YDR174W	0.385417700374131
YDR178W	0.16928500962857002
YDR179C	0.1813513868582414
YDR179W-A	0.051060315584892955
YDR181C	0.185529388660399
YDR183W	-0.3040662626931865
YDR184C	0.2074748286229095
YDR185C	0.15775556306849128
YDR186C	0.19493493593603298
YDR191W	0.1375855215008855
YDR192C	0.13787832400994898
YDR193W	0.06033471561399855
YDR198C	0.13917742947149364
YDR199W	0.17123269714873302
YDR202C	0.2169759415499895
YDR203W	0.303431548679718
YDR205W	-0.22922200694266748
YDR206W	0.16469938169929849
YDR209C	0.206427384387395
YDR210W	-0.2716852678883065
YDR213W	0.24096779379175298
YDR214W	0.2425660530273535
YDR215C	0.2914663988008565
YDR216W	0.2241057282380347
YDR217C	0.219665740196415
YDR218C	0.3645992172078535
YDR219C	0.153542281664516
YDR220C	0.2312429330899085
YDR221W	0.1651383787777545
YDR222W	0.0664617211477461
YDR223W	0.192860561391385
YDR225W	1.252135514361605
YDR229W	0.3504445183968625
YDR233C	0.182000490944879
YDR239C	0.209212670694883
YDR241W	-0.444508080815296
YDR242W	0.03681449224051013
YDR247W	-0.26921423732275573
YDR248C	0.028301035565192152
YDR249C	-0.11710042304156561
YDR250C	-0.3250178133226155
YDR251W	0.05959089379740949
YDR252W	0.227571884231908
YDR253C	-0.1748946173152705
YDR254W	0.303646332814416
YDR255C	0.0157771571852218
YDR256C	0.22587490706811553
YDR257C	0.1512619197435802
YDR258C	-0.01571440766220001
YDR259C	0.1477409182503765
YDR260C	-0.35156031182317204
YDR261C	0.2129541273034285
YDR262W	-0.1299946379505458
YDR263C	0.176068675161306
YDR265W	-0.18051780424367
YDR266C	-0.0675413991274611
YDR269C	-0.4272965194799755
YDR270W	0.2836427068448295
YDR271C	-0.0023119912113851444
YDR272W	0.1461604697809495
YDR273W	-0.27573513740222
YDR274C	0.204387692603264
YDR275W	0.2790816151576115
YDR276C	-0.12743755258178924
YDR277C	-0.311263454531013
YDR278C	0.13834732015118886
YDR279W	0.15511215192546848
YDR281C	0.14172548139715002
YDR282C	0.167803635904838
YDR284C	0.277853098641226
YDR285W	0.2646482245650505
YDR286C	0.241330244811014
YDR287W	0.1666124983997303
YDR290W	-0.3327756605773275
YDR291W	0.0573031451379624
YDR293C	0.39389649269789895
YDR294C	0.02708462995705693
YDR297W	0.507214943523224
YDR304C	0.0888795343440325
YDR305C	-0.18389126416720664
YDR306C	0.0722378118022943
YDR307W	0.21150380984001801
YDR309C	0.18940152339726107
YDR310C	0.1139214243803431
YDR312W	0.13587372635800898
YDR313C	-0.406689916423042
YDR314C	0.10209376187990721
YDR315C	-0.02759022543208688
YDR317W	0.289955236064611
YDR318W	0.3747630389733405
YDR319C	0.14401733368945352
YDR320C	0.196361397112756
YDR321W	0.23718565829926702
YDR326C	-0.0560094933422698
YDR329C	-0.360179542547606
YDR330W	0.376417846437609
YDR332W	0.3058978259349345
YDR333C	-0.1421632537396895
YDR335W	-0.23052224391967951
YDR336W	0.1072920330132996
YDR338C	0.29919891844061997
YDR340W	0.32282888862964554
YDR344C	0.2892014007999455
YDR345C	0.24223322995457852
YDR346C	0.22009880877168037
YDR348C	0.2299500023694665
YDR349C	-0.20287035590388952
YDR351W	0.1872794890959695
YDR352W	0.204862533539855
YDR354W	0.242867907368227
YDR357C	0.31458902971306
YDR358W	0.1954357757663943
YDR359C	-0.3759478134420665
YDR360W	0.321885445889345
YDR363W	0.184173003091817
YDR368W	0.2181214798918495
YDR369C	-0.342139751799146
YDR370C	0.318147780987469
YDR371W	0.1894021560177975
YDR372C	0.03920701870549835
YDR374C	0.342696446152719
YDR379W	0.385752973243563
YDR380W	0.2092637407921935
YDR383C	0.147266471704186
YDR384C	-0.15451821861208795
YDR385W	0.455556162647323
YDR386W	0.1019135011510375
YDR387C	0.2094835271263275
YDR388W	-0.12270118783852417
YDR389W	-0.1802699031935502
YDR391C	0.051027056902951
YDR393W	-0.0007783549887814996
YDR399W	0.129747668092848
YDR400W	0.11347591766963158
YDR401W	0.15946888429251949
YDR402C	0.246099919198147
YDR403W	0.08362134834005935
YDR406W	0.204031688200825
YDR408C	0.3144401289518725
YDR409W	0.3252121592918785
YDR411C	0.179768765169125
YDR414C	0.2620401352229655
YDR415C	0.18194579350444
YDR419W	0.316961966380594
YDR420W	-0.367152987627313
YDR421W	0.21048605919075047
YDR422C	0.195315867924821
YDR423C	0.3048936592340185
YDR424C	-0.01556727204594905
YDR425W	0.417576944827024
YDR426C	0.3522822329064095
YDR428C	0.080791394884014
YDR430C	0.27789805231604703
YDR431W	0.203805564673776
YDR435C	0.44847807077560853
YDR436W	-0.04712594742829045
YDR438W	0.148706119748867
YDR439W	-0.09766020678052831
YDR440W	0.050070004789160995
YDR441C	0.32610567927129297
YDR444W	-0.0064010948043200025
YDR445C	-0.1676381177339745
YDR446W	0.24758431086871902
YDR447C	0.08755788194956515
YDR451C	0.1470616051512475
YDR452W	0.3865383353204205
YDR453C	0.14672684421841514
YDR458C	0.2584014209071184
YDR459C	0.03800095169403365
YDR461W	-0.3386291111831765
YDR463W	-0.071816789329963
YDR465C	0.195784450735171
YDR466W	-0.120633185004792
YDR467C	0.026517866378314346
YDR469W	0.31776068584973405
YDR471W	-0.189376568807365
YDR475C	0.18122364821480158
YDR476C	0.186493023571067
YDR479C	0.16567925261730315
YDR480W	0.3449427667997965
YDR481C	0.3794585178902355
YDR482C	0.1052246638987506
YDR483W	-0.10657715621980085
YDR486C	-0.0660758197209695
YDR488C	-0.379072737962763
YDR490C	0.5317088516011955
YDR491C	0.015700571177445652
YDR492W	-0.011297601421435249
YDR493W	-0.2544834493342205
YDR494W	0.11859204079664004
YDR497C	0.32502577008129896
YDR500C	0.11653158480328049
YDR501W	0.2081265945761331
YDR502C	-0.013053153879559493
YDR503C	0.2664002245275936
YDR504C	0.20096670861863952
YDR505C	0.11577755004803525
YDR506C	-0.295667121855465
YDR508C	-0.02175178254586492
YDR509W	0.023782881388958996
YDR511W	0.23559047343343548
YDR512C	-0.23878701381068002
YDR513W	0.22658524066075952
YDR514C	0.02017046787068475
YDR515W	0.01765712841380035
YDR516C	0.12912148658238035
YDR517W	0.250596723856653
YDR519W	0.14431841638030396
YDR520C	0.1960823327169604
YDR522C	-0.299093043494491
YDR524C	-0.1948576331064035
YDR525W	0.08870142342338845
YDR525W-A	-0.04361455841137525
YDR528W	0.1366345054046765
YDR530C	-0.11502695598463356
YDR533C	0.18017076780119465
YDR534C	0.202182218658465
YDR535C	0.198962064735624
YDR536W	0.13062461468327302
YDR537C	-0.29444398901969104
YDR538W	0.0391408932971704
YDR539W	0.1831673416454515
YDR540C	0.232834640176534
