orf	hap alpha | protein/peptide methylation (H3K79) | standard [standard] | Vlaming H~Leeuwen F, 2016
YAL002W	-0.4599743716921175
YAL007C	-0.020856765965397848
YAL008W	0.2497301984327595
YAL009W	-0.21200264849976552
YAL011W	-0.4240535250748655
YAL012W	0.1699383357885365
YAL013W	0.35652836961104
YAL014C	-0.061380254722204486
YAL015C	0.10135417549303849
YAL016C-B	0.0020794028586284125
YAL017W	0.4188981335817624
YAL018C	0.048836384437546246
YAL019W	-0.09465641978623605
YAL020C	-0.1125160127624375
YAL021C	0.33943496262440576
YAL022C	0.18182605290224252
YAL023C	-0.08773360464015555
YAL024C	-0.0582368886412923
YAL026C	-0.15194477723356464
YAL027W	0.0516055911234409
YAL028W	-0.174279178174735
YAL029C	0.14948512344451798
YAL030W	-0.073187587187234
YAL031C	-0.059835579304328694
YAL034C	-0.0390789426200774
YAL035W	0.0287964227526762
YAL036C	-0.09929581643172745
YAL037C-A	0.06512720158299076
YAL037W	0.001562684569908098
YAL039C	-0.0442060268218093
YAL040C	0.10396417569174549
YAL042W	0.0418491070438335
YAL044C	0.047733448720057664
YAL044W-A	-0.04090472769161855
YAL046C	0.00269884283186804
YAL047C	0.438804795130493
YAL048C	-0.05154294683625431
YAL049C	-0.261317331688089
YAL051W	0.008328241432766052
YAL053W	-0.01725270610574748
YAL054C	0.00605077345915345
YAL055W	0.0627827606148483
YAL056W	0.09844976866074195
YAL058W	1.033456570845594
YAL059W	0.06258307432535824
YAL060W	-0.03296434636407655
YAL061W	0.05775688050812564
YAL062W	0.06359964357224901
YAL063C	-0.0087633857258093
YAL063C-A	-0.07759090706992361
YAL064C-A	-0.0570047024320687
YAL064W	0.221036785612966
YAL065C	-0.14107063544236498
YAL067C	-0.24112136957512803
YAL067W-A	-0.06151325113643394
YAL068C	-0.15647153901171645
YAR002C-A	-0.01634234936013482
YAR002W	0.32851852331668097
YAR003W	0.221051157427836
YAR014C	-0.255653287368379
YAR015W	0.245006995591178
YAR018C	-0.2005848181000885
YAR020C	-0.034647901607588155
YAR023C	0.32247048918018134
YAR027W	-0.04254031053960983
YAR028W	0.070886163283127
YAR029W	0.07350621643944096
YAR031W	-0.0475990127185221
YAR033W	0.05318246900219096
YAR035C-A	-0.027998491319876972
YAR035W	0.5160295938015655
YAR050W	-0.0911248419306653
YAR064W	-0.10889467052881549
YAR066W	-0.200639057792099
YAR068W	-0.1514442905373475
YAR071W	-0.22238384581555026
YAR073W	0.13012782183681282
YBL001C	0.027448575660912647
YBL002W	-0.078852196270998
YBL003C	-0.12995606171947377
YBL005W	-0.053855232498848146
YBL006C	-0.5794653672398264
YBL007C	0.08222306519142797
YBL008W	-0.36648259647251746
YBL008W-A	0.028358837403893902
YBL009W	-0.16189961416183019
YBL010C	0.02928877293050154
YBL011W	-0.259855230941125
YBL013W	0.006139901640620565
YBL015W	-0.10983143428334136
YBL016W	-0.30923968758934745
YBL019W	0.020203048050021
YBL021C	-0.3073535143940204
YBL022C	1.8968688099925575
YBL024W	0.340100948390041
YBL028C	-0.40673013805380853
YBL029C-A	-0.25890982997070466
YBL029W	0.1222739201659103
YBL031W	-0.13159797279260735
YBL032W	-0.011490401781656352
YBL036C	0.19604522163787705
YBL037W	-0.1340647642444283
YBL039C	-0.2598381474947554
YBL039W-B	-0.135136390622264
YBL042C	-0.0293401516220572
YBL043W	0.15829072496094374
YBL044W	0.038776697338389544
YBL046W	0.0605816098999739
YBL049W	0.313583297215717
YBL051C	0.3693989034917025
YBL052C	-0.2136720628037475
YBL054W	0.18207468056720366
YBL055C	-0.172918148532091
YBL056W	-0.29589384517382
YBL057C	0.09709500557782255
YBL058W	-0.175045994293086
YBL059C-A	-0.17772182658288949
YBL059W	-0.1580010828475902
YBL061C	-0.047166130836629044
YBL064C	-0.03850925291705101
YBL066C	-0.2331806712790336
YBL067C	-0.287898286754725
YBL068W	0.16410291252159945
YBL069W	-0.30025366467854053
YBL071C-B	0.07404331280722057
YBL071W-A	0.035460822894801514
YBL072C	-0.0978733977506318
YBL075C	-0.20423501890114298
YBL078C	0.024212426168401656
YBL079W	-0.1969267957923999
YBL080C	0.298879190369029
YBL081W	-0.07730167611687006
YBL082C	-0.08302171912888534
YBL085W	-0.15396216591872244
YBL086C	-0.1353263945871167
YBL087C	-0.6367883986898595
YBL088C	0.3745071152811986
YBL089W	0.07707748302591089
YBL090W	0.7090974783775394
YBL091C	0.03741571388722545
YBL091C-A	-0.03578730243766035
YBL098W	-0.26788629493946026
YBL099W	0.33255207221734245
YBL100W-C	-0.1313754753235985
YBL101C	-0.020558338268075398
YBL102W	0.02040930311840325
YBL103C	-0.1299865241225035
YBL104C	0.0607600863083414
YBL106C	-0.0259941657582421
YBL107C	0.10219344666907104
YBL108C-A	0.0144645893658739
YBL111C	-0.09276874396454061
YBL112C	-0.1929503937632325
YBL113C	-0.0267545555781667
YBR001C	0.210782879412318
YBR003W	-0.11696726418249495
YBR005W	0.03011842606167405
YBR006W	-0.04552496909007452
YBR007C	-0.025688352150467497
YBR008C	-0.11559615073268731
YBR009C	-0.0545047182247668
YBR010W	-0.3708960826746345
YBR014C	-0.0875130775727581
YBR015C	0.18574402423596242
YBR016W	0.0966633495841801
YBR017C	0.13787993303199525
YBR018C	-0.18223917101599052
YBR019C	0.13729831290012026
YBR020W	-0.249203834946567
YBR021W	0.13947579718730074
YBR022W	-0.20326632671531525
YBR023C	-0.016603836175803702
YBR025C	-0.1133035009960626
YBR026C	-0.13797461115604187
YBR028C	-0.1760464977962575
YBR030W	0.1816248250080696
YBR031W	-0.15485541656014826
YBR033W	-0.059521397709841
YBR035C	0.04768100423569635
YBR036C	0.11446212828939299
YBR037C	-0.341599483544913
YBR039W	0.40463359101974
YBR040W	0.005678816854954201
YBR041W	0.0461337761745192
YBR042C	-0.06091313572936421
YBR044C	0.21995652149295503
YBR045C	-0.11731111813057135
YBR046C	-0.12888219522356803
YBR047W	-0.09814177736958779
YBR048W	-0.2509322432978285
YBR050C	-0.005659325741689715
YBR052C	-0.3297334591711355
YBR054W	-0.248118822883462
YBR056W-A	-0.06780603706284748
YBR057C	-0.1849492590555485
YBR058C	-0.2670294766148805
YBR059C	-0.0418337685382482
YBR061C	1.17666395943801
YBR062C	-0.10695774179951675
YBR063C	-0.019133384464400202
YBR065C	-0.027309077875934548
YBR066C	-0.1175291672322544
YBR067C	-0.12360663106359351
YBR068C	-0.1615559008710695
YBR071W	0.3494019843738035
YBR072C-A	-0.19646397944096322
YBR072W	-0.0641487040983842
YBR073W	-0.0711569529434178
YBR074W	-0.1563273829612695
YBR077C	0.0481113585527745
YBR078W	0.043237574461369555
YBR082C	0.3988290324712794
YBR083W	0.12993151991938615
YBR084C-A	-0.17661582021011615
YBR084W	0.3867155171729577
YBR085C-A	0.04456007956110182
YBR086C	0.0583009023852277
YBR089C-A	-0.1665162338935435
YBR090C	-0.25425651725151555
YBR093C	0.024637239028081848
YBR094W	0.06024118273553836
YBR095C	0.5994726557320755
YBR096W	0.0792170791898507
YBR098W	0.28052334906961146
YBR101C	0.540478400142099
YBR104W	-0.1450194590980335
YBR105C	0.122775629243294
YBR107C	-0.007758188970442951
YBR108W	-0.1072215472395425
YBR111C	-0.09777510248329406
YBR111W-A	0.38854209253078204
YBR112C	0.07740512760729472
YBR115C	0.1723217542157205
YBR117C	0.0953353505815542
YBR118W	0.11961448865489765
YBR119W	0.10932169327081415
YBR120C	-0.2343764959518068
YBR122C	-0.0526783462514999
YBR125C	-0.07536856354375711
YBR126C	1.0279235022694644
YBR128C	0.09753426230682674
YBR129C	0.18095144519497455
YBR130C	0.5485164377895144
YBR131W	-0.0487030990469746
YBR132C	-0.22730310648071386
YBR133C	0.09491887835160265
YBR137W	-0.2800076386363525
YBR139W	0.05193462807327695
YBR141C	-0.07960776425919275
YBR145W	-0.24769307901848162
YBR146W	-0.364801935678064
YBR147W	-0.01603109039861835
YBR148W	0.269063890813074
YBR149W	0.09345830703582744
YBR150C	-0.07740158187711675
YBR151W	0.16384729748309051
YBR156C	0.14052404672400698
YBR158W	-0.13590019029314698
YBR159W	0.01093754563728
YBR161W	0.00172752740820628
YBR162C	-0.14034052405894148
YBR162W-A	-0.2136813024980625
YBR163W	0.526692156555112
YBR164C	-0.319423079526283
YBR165W	-0.127951033883987
YBR166C	0.20052742157136985
YBR168W	-0.0813496510367267
YBR169C	0.3463483107582305
YBR171W	0.810509452005346
YBR173C	-0.5895837294484715
YBR175W	0.37929369305311045
YBR176W	-0.039085219742606
YBR179C	-0.10952972465443456
YBR180W	0.3143587022584678
YBR181C	-0.1279289413623247
YBR182C	0.2336339660165995
YBR182C-A	0.023821075500645602
YBR183W	0.1073334516210267
YBR184W	0.04573083623116225
YBR185C	-0.07116873079527342
YBR186W	-0.0633974579255477
YBR187W	0.120809402784067
YBR188C	0.2900670895381215
YBR191W	-0.051989029354594755
YBR194W	-0.0402800680718155
YBR195C	0.219947160338628
YBR196C-A	-0.04561894625370937
YBR196C-B	0.08206748597754594
YBR197C	0.0135783834809061
YBR199W	0.15591773438684892
YBR200W	-0.280021300888739
YBR200W-A	-0.09201921392480804
YBR201W	-0.369754372812962
YBR203W	-0.06113352238096971
YBR204C	-0.0301924570092757
YBR205W	-0.1183507965090204
YBR207W	-0.24142468404582498
YBR208C	0.0359988821631128
YBR210W	-0.1755340907079092
YBR212W	0.06929109011715884
YBR213W	0.0646077027660157
YBR214W	0.11052960179474461
YBR215W	-0.260357016848112
YBR216C	0.2141005647842975
YBR217W	0.10490261989602251
YBR219C	-0.043167225413304
YBR220C	0.179669303097
YBR221C	0.2320264895937309
YBR222C	-0.13612384744598222
YBR223C	-0.077469244274985
YBR227C	0.007756016994899452
YBR228W	-0.28353951515447023
YBR229C	0.161287774977326
YBR230C	-0.03906036828918351
YBR230W-A	0.20214238935032003
YBR233W	0.007523458023003998
YBR235W	0.0218463824725902
YBR238C	-0.004282318395995251
YBR239C	-0.33667815386637
YBR241C	0.016208182029843546
YBR242W	-0.27498761765172597
YBR244W	-0.0753024622190694
YBR245C	-0.191709334670903
YBR246W	0.03823083744135285
YBR249C	-0.2170539351147116
YBR250W	0.031918217839431
YBR251W	0.028621721040492744
YBR255C-A	0.034717937832865045
YBR255W	-0.052680526211258
YBR258C	-0.2326372154780545
YBR259W	-0.03297305327459263
YBR260C	-0.127006533590785
YBR261C	-0.27246606073181123
YBR264C	-0.428911637079491
YBR267W	0.588072283259204
YBR268W	0.4184408504342515
YBR269C	-0.01966493429897985
YBR270C	0.060902288230617205
YBR271W	0.0938346783094476
YBR272C	0.14776024120855075
YBR273C	-0.22282182035721
YBR275C	0.09130913198914445
YBR278W	-0.003544970923089502
YBR280C	0.0067629280445211
YBR281C	-0.14760104906014115
YBR282W	-0.07849752878080599
YBR283C	-0.051965818968833
YBR284W	-0.10790410365387401
YBR286W	-0.39631194003554004
