orf	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, patch) | standard | SC - Leu | Novarina D~Chang M, 2020	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, replica pinning) | standard | SC - Leu | Novarina D~Chang M, 2020
YDL230W	0.0	-0.16943521594684385
YDL231C	0.0	-0.7294372294372294
YDL232W	0.0	-0.5798319327731093
YDL233W	0.0	-0.21875
YDL234C	0.0	-0.2857142857142857
YDL236W	0.0	0.1160714285714286
YDL237W	0.0	0.2276785714285714
YDL238C	0.0	0.41369047619047605
YDL239C	0.0	0.19047619047619024
YDL240W	0.0	0.30208333333333326
YDL241W	0.0	-0.1071428571428571
YDL242W	0.0	-0.03273809523809523
YDL243C	0.0	-0.06994047619047616
YDR001C	0.0	0.0044642857142858094
YDR003W	0.0	0.0044642857142858094
YDR003W-A	0.0	0.04166666666666674
YDR004W	0.0	0.1160714285714286
YDR005C	0.0	-0.03273809523809523
YDR006C	0.0	-0.06994047619047616
YDR007W	0.0	-0.3303571428571429
YDR008C	0.0	-0.27811550151975695
YDR009W	0.0	0.2276785714285714
YDR010C	1.0	0.26488095238095255
YDR011W	0.0	0.37648809523809534
YDR014W	1.0	0.07886904761904767
YDR015C	0.0	0.26488095238095255
YDR017C	0.0	0.011904761904761862
YDR018C	0.0	0.19047619047619024
YDR019C	0.0	0.26488095238095255
YDR020C	0.0	0.3392857142857142
YDR022C	0.0	0.30208333333333326
YDR024W	0.0	0.19047619047619024
YDR025W	0.0	0.26488095238095255
YDR026C	0.0	0.2276785714285714
YDR027C	0.0	0.26488095238095255
YDR028C	0.0	0.26488095238095255
YDR029W	0.0	0.48809523809523836
YDR030C	0.0	0.04166666666666674
YDR031W	0.0	0.30208333333333326
YDR032C	0.0	0.07886904761904767
YDR033W	0.0	-0.06994047619047616
YDR034C	0.0	-0.2951127819548872
YDR034W-B	0.0	0.1160714285714286
YDR035W	0.0	0.48809523809523836
YDR036C	0.0	0.0044642857142858094
YDR042C	0.0	0.3392857142857142
YDR043C	0.0	0.26488095238095255
YDR046C	0.0	0.3392857142857142
YDR048C	0.0	0.2276785714285714
YDR049W	0.0	0.2276785714285714
YDR050C	0.0	0.41369047619047605
YDR051C	0.0	0.19047619047619024
YDR055W	0.0	-0.03273809523809523
YDR056C	0.0	0.41369047619047605
YDR057W	0.0	0.0044642857142858094
YDR058C	0.0	0.26488095238095255
YDR059C	0.0	-0.21875
YDR061W	0.0	0.19047619047619024
YDR063W	0.0	0.48809523809523836
YDR065W	0.0	0.19047619047619024
YDR066C	0.0	0.37648809523809534
YDR067C	0.0	0.26488095238095255
YDR068W	0.0	0.15327380952380976
YDR069C	0.0	0.04166666666666674
YDR070C	0.0	0.0044642857142858094
YDR071C	0.0	0.41369047619047605
YDR072C	0.0	0.26488095238095255
YDR073W	0.0	-0.1071428571428571
YDR074W	0.0	-0.013157894736841924
YDR075W	0.0	0.04166666666666674
YDR076W	0.0	-0.47916666666666663
YDR077W	0.0	0.41369047619047605
YDR078C	0.0	0.15327380952380976
YDR079C-A	0.0	-0.18154761904761918
YDR079W	0.0	0.19047619047619024
YDR080W	0.0	0.1160714285714286
YDR083W	0.0	0.1160714285714286
YDR084C	0.0	0.0044642857142858094
YDR085C	0.0	0.04166666666666674
YDR089W	0.0	0.15327380952380976
YDR090C	0.0	0.041666666666666685
YDR092W	0.0	0.041666666666666685
YDR093W	0.0	0.0044642857142858094
YDR094W	0.0	-0.06994047619047616
YDR095C	0.0	0.0044642857142858094
YDR096W	0.0	-0.03273809523809523
YDR097C	1.0	0.4508928571428572
YDR098C	0.0	0.30208333333333326
YDR099W	0.0	0.1479591836734695
YDR100W	0.0	0.04166666666666674
YDR101C	0.0	-0.1071428571428571
YDR102C	0.0	-0.12613981762917936
YDR104C	0.0	-0.03273809523809523
YDR105C	0.0	-0.3675595238095237
YDR107C	0.0	0.0044642857142858094
YDR108W	0.0	-0.14434523809523803
YDR109C	0.0	0.2276785714285714
YDR110W	0.0	0.0044642857142858094
YDR111C	0.0	0.07886904761904767
YDR112W	0.0	0.19047619047619024
YDR114C	0.0	-0.21875
YDR115W	0.0	-0.27811550151975695
YDR116C	0.0	-0.06994047619047616
YDR117C	0.0	-0.1071428571428571
YDR119W	0.0	0.30208333333333326
YDR120C	0.0	-0.03273809523809523
YDR121W	0.0	-0.293154761904762
YDR122W	0.0	0.0044642857142858094
YDR124W	0.0	-0.18154761904761918
YDR125C	0.0	-0.03273809523809523
YDR126W	0.0	0.07886904761904767
YDR127W	0.0	-0.14434523809523803
YDR128W	0.0	-0.21875
YDR129C	0.0	-0.293154761904762
YDR130C	0.0	-0.21875
YDR131C	1.0	-0.3303571428571429
YDR132C	0.0	-0.293154761904762
YDR133C	0.0	-0.03273809523809523
YDR135C	0.0	0.04166666666666674
YDR136C	0.0	-0.03273809523809523
YDR137W	0.0	-0.18154761904761918
YDR138W	0.0	-0.2559523809523808
YDR139C	0.0	0.0044642857142858094
YDR140W	0.0	0.0044642857142858094
YDR142C	0.0	-0.293154761904762
YDR143C	0.0	-0.06994047619047616
YDR144C	0.0	-0.18154761904761918
YDR146C	0.0	-0.14434523809523803
YDR147W	0.0	0.2276785714285714
YDR148C	0.0	0.5997023809523812
YDR149C	0.0	-0.06994047619047616
YDR150W	0.0	0.19047619047619024
YDR151C	0.0	-0.18154761904761918
YDR152W	0.0	-0.21875
YDR153C	0.0	-0.06994047619047616
YDR154C	0.0	-0.2559523809523808
YDR155C	0.0	0.2276785714285714
YDR156W	0.0	-0.03273809523809523
YDR157W	0.0	-0.47916666666666663
YDR158W	0.0	-0.03273809523809523
YDR159W	0.0	0.6369047619047616
YDR161W	0.0	0.07886904761904767
YDR162C	0.0	0.15327380952380976
YDR163W	0.0	0.403061224489796
YDR165W	0.0	-0.14434523809523803
YDR169C	0.0	-0.3675595238095237
YDR169C-A	0.0	0.0044642857142858094
YDR171W	0.0	-0.47916666666666663
YDR173C	0.0	-0.14434523809523803
YDR174W	0.0	0.26984126984127
YDR175C	0.0	0.1160714285714286
YDR176W	0.0	-0.4588744588744589
YDR178W	0.0	-0.14434523809523803
YDR179C	0.0	-0.3675595238095237
YDR179W-A	0.0	0.20907738095238082
YDR181C	0.0	0.2276785714285714
YDR182W-A	0.0	-0.03273809523809523
YDR183W	0.0	0.15327380952380976
YDR184C	0.0	-0.1071428571428571
YDR185C	0.0	-0.1071428571428571
YDR186C	0.0	-0.21875
YDR191W	0.0	-0.5163690476190477
YDR192C	0.0	-0.30555555555555547
YDR193W	0.0	-0.03273809523809523
YDR194C	0.0	0.04166666666666674
YDR194W-A	0.0	0.26488095238095255
YDR195W	0.0	0.0044642857142858094
YDR197W	0.0	-0.03273809523809523
YDR198C	0.0	0.0044642857142858094
YDR199W	0.0	-0.1071428571428571
YDR202C	0.0	0.3392857142857142
YDR203W	0.0	-0.14434523809523803
YDR204W	0.0	0.1160714285714286
YDR205W	0.0	0.37648809523809534
YDR206W	0.0	-0.2559523809523808
YDR207C	0.0	-0.293154761904762
YDR209C	0.0	0.1160714285714286
YDR210W	0.0	-0.14434523809523803
YDR213W	0.0	0.30208333333333326
YDR214W	0.0	0.15327380952380976
YDR215C	0.0	0.19047619047619024
YDR216W	0.0	0.30208333333333326
YDR217C	0.0	0.15327380952380976
YDR218C	0.0	0.26488095238095255
YDR219C	0.0	0.3392857142857142
YDR220C	0.0	0.19047619047619024
YDR221W	0.0	0.0044642857142858094
YDR222W	0.0	-0.1071428571428571
YDR223W	0.0	0.0044642857142858094
YDR225W	0.0	-0.14434523809523803
YDR226W	0.0	0.06292517006802734
YDR229W	0.0	0.41369047619047605
YDR230W	0.0	0.6369047619047616
YDR231C	0.0	0.3180272108843538
YDR233C	0.0	0.2276785714285714
YDR237W	0.0	0.30208333333333326
YDR239C	0.0	0.15327380952380976
YDR241W	0.0	-0.14434523809523803
YDR242W	1.0	0.07886904761904767
YDR244W	0.0	0.07886904761904767
YDR245W	0.0	-0.2559523809523808
YDR246W-A	0.0	0.2276785714285714
YDR247W	0.0	0.0044642857142858094
YDR248C	0.0	0.30208333333333326
YDR249C	0.0	0.06292517006802734
YDR250C	0.0	0.1160714285714286
YDR251W	0.0	-0.1071428571428571
YDR252W	0.0	0.26488095238095255
YDR253C	0.0	0.30208333333333326
YDR254W	1.0	0.15327380952380976
YDR255C	0.0	0.26488095238095255
YDR256C	0.0	0.26488095238095255
YDR257C	0.0	-0.14434523809523803
YDR258C	0.0	0.2276785714285714
YDR259C	0.0	0.3392857142857142
YDR260C	0.0	0.19047619047619024
YDR261C	0.0	0.19047619047619024
YDR262W	0.0	0.07886904761904767
YDR263C	0.0	0.07886904761904767
YDR264C	0.0	-0.03273809523809523
YDR265W	0.0	0.15327380952380976
YDR266C	0.0	-0.14434523809523803
YDR268W	0.0	0.2276785714285714
YDR269C	0.0	0.15327380952380976
YDR270W	0.0	0.30208333333333326
YDR271C	0.0	0.48809523809523836
YDR272W	0.0	0.15327380952380976
YDR273W	0.0	0.41369047619047605
YDR274C	0.0	0.1160714285714286
YDR275W	1.0	-0.2559523809523808
YDR276C	0.0	-0.1071428571428571
YDR277C	0.0	0.26488095238095255
YDR278C	0.0	-0.18154761904761918
YDR279W	1.0	0.7485119047619047
YDR281C	0.0	0.30208333333333326
YDR282C	1.0	-0.03273809523809523
YDR283C	0.0	0.04166666666666674
YDR284C	0.0	-0.18154761904761918
YDR285W	0.0	0.15327380952380976
YDR286C	0.0	0.19047619047619024
YDR287W	0.0	0.2276785714285714
YDR289C	0.0	0.07886904761904767
YDR290W	0.0	0.30208333333333326
YDR291W	0.0	0.3392857142857142
YDR293C	0.0	-0.21875
YDR294C	0.0	-0.2559523809523808
YDR295C	0.0	-0.21875
YDR296W	0.0	0.038205980066445155
YDR297W	0.0	0.48809523809523836
YDR298C	0.0	0.23299319727891166
YDR300C	0.0	0.30208333333333326
YDR304C	0.0	0.1160714285714286
YDR305C	0.0	0.07886904761904767
YDR306C	0.0	0.19047619047619024
YDR307W	0.0	-0.03273809523809523
YDR309C	0.0	0.15327380952380976
YDR310C	0.0	0.2276785714285714
YDR312W	0.0	-0.18154761904761918
YDR313C	0.0	-0.3675595238095237
YDR314C	0.0	-0.3303571428571429
YDR315C	1.0	0.041666666666666685
YDR316W	0.0	-0.18154761904761918
YDR317W	0.0	0.15327380952380976
YDR318W	0.0	0.2834821428571428
YDR319C	0.0	0.2276785714285714
YDR320C	0.0	0.04166666666666674
YDR321W	0.0	0.04166666666666674
YDR322C-A	0.0	0.26488095238095255
YDR322W	0.0	0.04813664596273304
YDR323C	0.0	0.0044642857142858094
YDR326C	0.0	0.07886904761904767
YDR329C	0.0	-0.14434523809523803
YDR330W	0.0	-0.21875
YDR332W	0.0	-0.3675595238095237
YDR333C	0.0	-0.1071428571428571
YDR334W	0.0	-0.2559523809523808
YDR335W	0.0	-0.4047619047619049
YDR336W	0.0	-0.1071428571428571
YDR337W	0.0	-0.03273809523809523
YDR338C	0.0	-0.18154761904761918
YDR340W	0.0	-0.06994047619047616
YDR344C	0.0	0.4508928571428572
YDR345C	0.0	0.1160714285714286
YDR346C	0.0	0.26488095238095255
YDR347W	0.0	0.3392857142857142
YDR348C	0.0	-0.3303571428571429
YDR349C	0.0	-0.03273809523809523
YDR350C	0.0	-0.2559523809523808
YDR351W	0.0	-0.14434523809523803
YDR352W	0.0	0.07886904761904767
YDR354W	1.0	-0.293154761904762
YDR357C	0.0	-0.18154761904761918
YDR358W	0.0	0.3392857142857142
YDR359C	0.0	0.15327380952380976
YDR360W	0.0	-0.1071428571428571
YDR363W	0.0	0.3392857142857142
YDR363W-A	0.0	-0.06994047619047616
YDR364C	0.0	-0.5879120879120879
YDR368W	0.0	0.19047619047619024
YDR369C	0.0	-0.2559523809523808
YDR370C	0.0	-0.06994047619047616
YDR371W	0.0	0.04166666666666674
YDR372C	0.0	-0.14434523809523803
YDR374C	0.0	0.15327380952380976
YDR375C	0.0	0.19047619047619024
YDR377W	0.0	0.1160714285714286
YDR378C	0.0	-0.08814589665653494
YDR379C-A	0.0	-0.06994047619047616
YDR379W	0.0	0.04166666666666674
YDR380W	0.0	0.26488095238095255
YDR382W	0.0	0.07886904761904767
YDR383C	0.0	0.04166666666666674
YDR384C	0.0	0.04166666666666674
YDR385W	0.0	-0.06994047619047616
YDR386W	0.0	-0.06994047619047616
YDR387C	0.0	-0.18154761904761918
YDR388W	0.0	-0.06994047619047616
YDR389W	0.0	0.04166666666666674
YDR391C	0.0	0.1160714285714286
YDR392W	0.0	0.1778115501519757
YDR393W	0.0	0.0044642857142858094
YDR395W	0.0	0.41369047619047605
YDR399W	0.0	0.0044642857142858094
YDR400W	0.0	0.0044642857142858094
YDR401W	0.0	-0.3675595238095237
YDR402C	0.0	-0.21875
YDR403W	0.0	-0.1071428571428571
YDR405W	0.0	0.0044642857142858094
YDR406W	0.0	-0.21875
YDR408C	1.0	0.1160714285714286
YDR409W	0.0	0.3392857142857142
YDR411C	0.0	0.35017421602787446
YDR414C	0.0	-0.1071428571428571
YDR415C	0.0	-0.06994047619047616
YDR417C	0.0	-0.06374007936507936
YDR418W	0.0	0.3392857142857142
YDR419W	0.0	-0.007936507936507908
YDR420W	0.0	-0.06994047619047616
YDR421W	0.0	0.20341614906832306
YDR422C	0.0	0.1160714285714286
YDR423C	0.0	0.0044642857142858094
YDR424C	0.0	0.19047619047619024
YDR425W	0.0	0.3180272108843538
YDR426C	0.0	-0.0665584415584416
YDR428C	0.0	0.327838827838828
YDR430C	0.0	0.23299319727891166
YDR431W	0.0	0.2755102040816326
YDR432W	0.0	-0.8724489795918368
YDR433W	0.0	-0.14434523809523808
YDR435C	0.0	-0.293154761904762
YDR436W	0.0	-0.293154761904762
YDR438W	0.0	0.19047619047619024
YDR439W	0.0	0.04166666666666674
YDR440W	0.0	-0.1496598639455783
YDR441C	0.0	0.132404181184669
YDR442W	0.0	0.05820105820105814
YDR443C	0.0	0.30952380952380953
YDR444W	0.0	-0.1071428571428571
YDR445C	0.0	-0.06015037593984973
YDR446W	0.0	0.48809523809523836
YDR447C	0.0	0.28968253968253954
YDR448W	0.0	-0.1071428571428571
YDR450W	0.0	0.28968253968253954
YDR451C	0.0	0.020408163265306145
YDR452W	0.0	-0.2063492063492064
YDR453C	0.0	-0.22360248447204967
YDR455C	0.0	-0.030612244897959218
YDR456W	0.0	0.0714285714285714
YDR457W	0.0	0.15327380952380976
YDR458C	0.0	-0.038461538461538436
YDR459C	0.0	-0.18831168831168832
YDR461W	0.0	-0.1071428571428571
YDR465C	0.0	-0.1071428571428571
YDR466W	0.0	-0.16666666666666674
YDR467C	0.0	2.220446049250313e-16
YDR469W	0.0	-0.1071428571428571
YDR470C	0.0	-0.7619047619047619
YDR471W	0.0	-0.04761904761904756
YDR475C	0.0	-0.14080215419501133
YDR476C	0.0	0.1160714285714286
YDR477W	0.0	-0.1071428571428571
YDR479C	0.0	0.1160714285714286
YDR480W	0.0	-0.12790697674418616
YDR481C	0.0	-0.14434523809523803
YDR482C	0.0	-0.293154761904762
YDR483W	0.0	-0.19217687074829926
YDR484W	0.0	-0.1071428571428571
YDR485C	0.0	-0.1629464285714286
YDR486C	0.0	-0.4419642857142857
YDR488C	0.0	-0.3675595238095237
YDR490C	0.0	-0.06994047619047616
YDR491C	0.0	-0.23469387755102045
YDR492W	0.0	0.2276785714285714
YDR493W	0.0	-0.0646258503401359
YDR494W	0.0	0.2276785714285714
YDR495C	0.0	-0.16413373860182368
YDR496C	0.0	-0.18154761904761918
YDR497C	0.0	-0.18154761904761918
YDR500C	0.0	-0.27721088435374147
YDR501W	0.0	0.024756493506493504
YDR502C	0.0	-0.21875
YDR503C	0.0	-0.06994047619047616
YDR504C	0.0	-0.293154761904762
YDR505C	0.0	-0.03273809523809523
YDR506C	0.0	0.2276785714285714
YDR507C	0.0	0.07886904761904767
YDR508C	0.0	-0.06994047619047616
YDR509W	0.0	-0.03273809523809523
YDR511W	0.0	0.37648809523809534
YDR512C	0.0	0.07886904761904773
YDR513W	0.0	0.19047619047619024
YDR514C	0.0	-0.18154761904761918
YDR515W	0.0	-0.1071428571428571
YDR516C	0.0	-0.21875
YDR517W	0.0	-0.18154761904761918
YDR518W	0.0	0.15327380952380965
YDR519W	0.0	-0.1071428571428571
YDR520C	0.0	0.15327380952380976
YDR521W	0.0	-0.3675595238095237
YDR522C	0.0	-0.293154761904762
YDR523C	0.0	-0.2772108843537415
YDR524C	0.0	0.19047619047619024
YDR524C-B	0.0	-0.21875
YDR524W-C	0.0	0.07886904761904767
YDR525W	0.0	-0.03273809523809523
YDR525W-A	0.0	0.04166666666666674
YDR528W	0.0	0.26488095238095255
YDR529C	0.0	0.07886904761904767
YDR530C	0.0	-0.14434523809523803
YDR532C	0.0	0.2276785714285714
YDR533C	0.0	0.07886904761904767
YDR534C	0.0	-0.06994047619047616
YDR535C	0.0	-0.47916666666666663
YDR536W	0.0	-0.3303571428571429
YDR537C	0.0	-0.06994047619047616
YDR538W	0.0	0.07886904761904767
YDR540C	0.0	-0.1071428571428571
YDR541C	0.0	-0.06994047619047616
YEL001C	0.0	-0.2559523809523808
YEL003W	0.0	-0.14434523809523803
YEL004W	1.0	
YEL005C	0.0	-0.293154761904762
YEL006W	0.0	-0.1071428571428571
YEL007W	0.0	0.30208333333333326
YEL008W	0.0	0.3392857142857142
YEL009C	0.0	-0.9489795918367347
YEL010W	0.0	-0.3303571428571429
YEL011W	0.0	0.19047619047619024
YEL012W	0.0	0.0044642857142858094
YEL013W	0.0	-0.14434523809523803
YEL014C	0.0	-0.5907738095238095
YEL015W	0.0	-0.18154761904761918
YEL016C	0.0	-0.14434523809523803
YEL017C-A	0.0	-0.2559523809523808
YEL017W	0.0	0.04166666666666674
YEL020C	0.0	0.5625
YEL022W	0.0	0.4508928571428572
YEL023C	0.0	0.37648809523809534
YEL024W	0.0	0.04166666666666674
YEL025C	0.0	-0.03273809523809523
YEL027W	0.0	0.06292517006802734
YEL028W	0.0	-0.06994047619047616
YEL030W	0.0	-0.21875
YEL031W	0.0	-0.14434523809523803
YEL033W	0.0	-0.3197278911564626
YEL037C	0.0	0.07886904761904767
YEL038W	0.0	-0.06994047619047616
YEL039C	0.0	0.30208333333333326
YEL040W	0.0	0.30208333333333326
YEL041W	0.0	-0.06994047619047616
YEL042W	0.0	-0.0646258503401359
YEL043W	0.0	-0.06994047619047616
YEL045C	0.0	-1.0
YEL046C	0.0	-1.0
YEL047C	0.0	0.020408163265306145
YEL048C	0.0	0.26488095238095255
YEL049W	0.0	0.04166666666666674
YEL050C	0.0	-0.18367346938775508
YEL051W	0.0	-0.17091836734693877
YEL052W	0.0	0.2276785714285714
YEL053C	0.0	-0.1071428571428571
YEL054C	0.0	0.41369047619047605
YEL056W	0.0	-0.2857142857142857
YEL057C	0.0	0.24007936507936511
YEL059C-A	0.0	-0.06994047619047616
YEL059W	0.0	-0.4047619047619049
YEL060C	0.0	-0.2063492063492064
YEL061C	0.0	-0.04761904761904756
YEL062W	0.0	-0.26470588235294124
YEL063C	0.0	-0.06994047619047616
YEL064C	0.0	-0.1071428571428571
YEL065W	0.0	-0.18831168831168832
YEL066W	0.0	0.3798701298701297
YEL067C	0.0	0.19153911564625842
YEL068C	0.0	0.060267857142857206
YEL071W	0.0	0.07973421926910285
YER001W	0.0	0.37648809523809534
YER002W	0.0	0.15327380952380976
YER004W	0.0	0.3392857142857142
YER005W	0.0	-0.1071428571428571
YER007C-A	0.0	0.1160714285714286
YER007W	1.0	0.24627976190476197
YER010C	0.0	0.1160714285714286
YER011W	0.0	0.0044642857142858094
YER014C-A	0.0	-0.17582417582417587
YER014W	0.0	-0.21875
YER015W	0.0	0.30208333333333326
YER016W	0.0	0.13467261904761918
YER019C-A	1.0	0.26488095238095255
YER019W	0.0	0.19047619047619024
YER020W	0.0	0.26488095238095255
YER024W	0.0	-0.1071428571428571
YER027C	0.0	0.19047619047619024
YER028C	0.0	-0.3675595238095237
YER030W	0.0	-0.06994047619047616
YER031C	0.0	-0.03273809523809523
YER032W	1.0	-0.06994047619047616
YER033C	0.0	0.30208333333333326
YER034W	0.0	-0.0665584415584416
YER035W	0.0	0.30208333333333326
YER037W	0.0	0.5625
YER038W-A	0.0	-0.6621621621621622
YER039C	0.0	0.2276785714285714
YER039C-A	0.0	-0.365079365079365
YER040W	0.0	0.15327380952380976
YER041W	0.0	-0.1071428571428571
YER042W	0.0	0.15327380952380976
YER044C	0.0	-0.7023809523809524
YER044C-A	0.0	0.2276785714285714
YER045C	0.0	0.15327380952380976
YER046W	0.0	-0.06994047619047616
YER046W-A	0.0	-0.14434523809523803
YER047C	0.0	-0.21875
YER048C	0.0	-0.14434523809523803
YER049W	0.0	0.04166666666666674
YER050C	0.0	-0.03273809523809523
YER051W	0.0	0.06382978723404253
YER052C	0.0	0.1160714285714286
YER053C	0.0	0.0044642857142858094
YER053C-A	0.0	0.04166666666666674
YER054C	0.0	0.2276785714285714
YER055C	0.0	-0.1071428571428571
YER056C	0.0	0.26488095238095255
YER056C-A	1.0	0.26488095238095255
YER057C	0.0	0.1160714285714286
YER058W	0.0	-0.18154761904761918
YER059W	0.0	0.07886904761904767
YER060W	0.0	-0.03273809523809523
YER060W-A	0.0	-0.18154761904761918
YER061C	0.0	0.15327380952380976
YER062C	0.0	0.07886904761904767
YER063W	0.0	0.04166666666666674
YER064C	0.0	0.26488095238095255
YER065C	0.0	0.15327380952380976
YER066C-A	0.0	0.0044642857142858094
YER066W	0.0	0.04166666666666674
YER067C-A	0.0	-0.06994047619047616
YER067W	0.0	-0.03273809523809523
YER068C-A	0.0	0.0044642857142858094
YER068W	0.0	0.1160714285714286
YER069W	0.0	0.1160714285714286
YER070W	0.0	-0.49633699633699635
YER071C	0.0	-0.1071428571428571
YER072W	1.0	0.2276785714285714
YER073W	0.0	0.3392857142857142
YER074W	0.0	0.1479591836734695
YER075C	0.0	0.20341614906832306
YER077C	0.0	-0.1071428571428571
YER078C	0.0	-0.293154761904762
YER079W	0.0	-0.1071428571428571
YER080W	0.0	-0.03273809523809523
YER081W	0.0	0.04166666666666674
YER083C	0.0	0.1160714285714286
YER084W	0.0	0.0044642857142858094
YER085C	0.0	0.1160714285714286
YER086W	0.0	0.07886904761904767
YER087C-B	1.0	0.13467261904761918
YER087W	0.0	0.2537993920972643
YER088C	0.0	0.0044642857142858094
YER089C	0.0	0.19047619047619024
YER090W	0.0	-0.3675595238095237
YER091C	0.0	-0.14434523809523803
YER091C-A	0.0	-0.16413373860182368
YER092W	0.0	-0.03273809523809523
YER095W	0.0	-0.4047619047619049
YER096W	0.0	0.30208333333333326
YER097W	0.0	0.3392857142857142
YER098W	0.0	-0.0646258503401359
YER099C	0.0	0.19047619047619024
YER101C	0.0	-0.14434523809523803
YER103W	0.0	-0.293154761904762
YER105C	0.0	0.37648809523809534
YER106W	0.0	0.04166666666666674
YER110C	0.0	0.1160714285714286
YER111C	0.0	0.04166666666666674
YER115C	0.0	-0.06994047619047616
YER116C	0.0	-0.1071428571428571
YER117W	0.0	-0.007936507936507908
YER119C	0.0	0.04166666666666674
YER119C-A	0.0	0.04166666666666674
YER120W	0.0	0.19047619047619024
YER121W	0.0	0.19047619047619024
YER124C	0.0	0.4508928571428572
YER128W	0.0	0.15327380952380976
YER129W	0.0	-0.14434523809523803
YER130C	0.0	0.1160714285714286
YER131W	0.0	-0.21875
YER132C	0.0	-0.7180451127819549
YER135C	0.0	0.15327380952380976
YER137C	0.0	0.1160714285714286
YER139C	0.0	0.1160714285714286
YER140W	0.0	0.37648809523809534
YER142C	0.0	0.26488095238095255
YER143W	0.0	-0.1071428571428571
YER144C	0.0	0.19047619047619024
YER145C	0.0	-0.06994047619047616
YER149C	0.0	-0.14434523809523803
YER150W	0.0	-0.18154761904761918
YER151C	0.0	0.26488095238095255
YER152C	0.0	-0.03273809523809523
YER153C	0.0	-0.03273809523809523
YER154W	0.0	0.15327380952380976
YER155C	0.0	-0.18154761904761918
YER156C	0.0	0.2276785714285714
YER162C	1.0	-0.1071428571428571
YER163C	0.0	-0.2559523809523808
YER164W	0.0	-0.06994047619047616
YER166W	0.0	0.0044642857142858094
YER167W	0.0	0.19047619047619024
YER169W	0.0	0.41369047619047605
YER170W	0.0	0.26488095238095255
YER173W	0.0	0.30208333333333326
YER174C	0.0	0.1160714285714286
YER175C	0.0	0.5252976190476188
YER175W-A	0.0	0.2276785714285714
YER176W	0.0	0.04166666666666674
YER177W	1.0	0.3180272108843538
YER178W	0.0	0.2276785714285714
YER179W	0.0	0.26488095238095255
YER180C	0.0	0.41369047619047605
YER180C-A	0.0	0.15327380952380976
YER181C	0.0	0.07886904761904767
YER182W	0.0	0.1160714285714286
YER183C	0.0	0.2276785714285714
YER184C	0.0	0.2276785714285714
YER185W	0.0	0.15327380952380976
YER186C	0.0	0.41369047619047605
YER187W	0.0	0.3392857142857142
YER188W	1.0	0.1160714285714286
YFL001W	0.0	0.3392857142857142
YFL003C	0.0	0.19047619047619024
YFL004W	0.0	0.07886904761904767
YFL007W	0.0	-0.0513392857142857
YFL010C	0.0	-0.06994047619047616
YFL010W-A	0.0	0.2276785714285714
YFL011W	0.0	0.3392857142857142
YFL012W	0.0	-0.1071428571428571
YFL012W-A	0.0	0.0044642857142858094
YFL013C	0.0	-0.06994047619047616
YFL014W	0.0	0.15327380952380976
YFL015C	0.0	0.26488095238095255
YFL016C	0.0	-0.08424908424908428
YFL018C	0.0	-0.14434523809523803
YFL019C	0.0	0.2276785714285714
YFL020C	0.0	0.19047619047619024
YFL021W	0.0	0.15327380952380976
YFL023W	0.0	-0.2857142857142857
YFL025C	0.0	-0.03273809523809523
YFL027C	0.0	-0.2559523809523808
YFL028C	0.0	-0.18154761904761918
YFL030W	0.0	0.15327380952380976
YFL031W	0.0	-0.255952380952381
YFL032W	0.0	-0.06994047619047616
YFL033C	0.0	0.32068452380952395
YFL034C-A	0.0	0.1532738095238096
YFL034W	0.0	0.04166666666666674
YFL036W	0.0	0.0044642857142858094
YFL040W	0.0	0.04166666666666674
YFL041W	0.0	-0.06994047619047616
YFL041W-A	0.0	-0.06994047619047616
YFL042C	0.0	-0.020337301587301588
YFL044C	0.0	-0.3675595238095237
YFL046W	0.0	-0.03273809523809523
YFL047W	0.0	0.1160714285714286
YFL048C	0.0	-0.14434523809523803
YFL049W	0.0	-0.14434523809523803
YFL050C	0.0	0.30208333333333326
YFL051C	0.0	0.1160714285714286
YFL052W	0.0	0.07886904761904767
YFL053W	0.0	-0.21875
YFL054C	0.0	-0.3303571428571429
YFL055W	0.0	-0.1071428571428571
YFL063W	0.0	0.26488095238095255
YFR001W	0.0	-0.6031746031746033
YFR006W	0.0	-0.03273809523809523
YFR007W	0.0	-0.21875
YFR008W	0.0	0.26488095238095255
YFR009W	0.0	0.07886904761904767
YFR010W	0.0	-0.14434523809523803
YFR011C	0.0	-0.03273809523809523
YFR012W	0.0	-0.2559523809523808
YFR012W-A	0.0	0.1160714285714286
YFR013W	0.0	-0.14434523809523803
YFR014C	0.0	0.26488095238095255
YFR015C	0.0	0.2276785714285714
YFR016C	0.0	0.0044642857142858094
YFR017C	0.0	0.2276785714285714
YFR018C	0.0	-0.06994047619047616
YFR019W	0.0	-0.18154761904761918
YFR020W	0.0	0.1160714285714286
YFR021W	0.0	0.0044642857142858094
YFR022W	0.0	0.19047619047619024
YFR023W	0.0	0.19047619047619024
YFR024C-A	0.0	0.07886904761904767
YFR026C	0.0	0.19047619047619024
YFR030W	0.0	0.26488095238095255
YFR031C-A	0.0	0.19047619047619024
YFR032C	0.0	-0.03273809523809523
YFR032C-A	0.0	-0.293154761904762
YFR032C-B	0.0	-0.03273809523809523
YFR033C	0.0	-0.21875
