orf	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, patch) | standard | SC - Leu | Novarina D~Chang M, 2020	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, replica pinning) | standard | SC - Leu | Novarina D~Chang M, 2020
YAL002W	0.0	-1.5963052976334193
YAL004W	0.0	0.3020037049576738
YAL005C	0.0	-0.8053432132204639
YAL007C	0.0	-1.279920463868237
YAL008W	0.0	0.6183885387228546
YAL009W	0.0	0.3020037049576738
YAL010C	0.0	-4.078289769412002
YAL011W	4.884226663771122	-1.9126901313986007
YAL012W	0.0	-0.8053432132204639
YAL013W	4.884226663771122	-0.17257354569009986
YAL014C	0.0	-1.1217280469856468
YAL015C	0.0	0.14381128807508195
YAL016C-B	0.0	0.855677164046741
YAL016W	0.0	-1.4381128807508274
YAL017W	0.0	-0.48895837945528214
YAL018C	0.0	-0.01438112880750895
YAL019W	0.0	0.3020037049576738
YAL020C	0.0	1.2511582062532192
YAL021C	0.0	-0.295612092154337
YAL022C	0.0	0.3020037049576738
YAL023C	0.0	-1.279920463868237
YAL024C	0.0	0.7765809556054465
YAL026C	0.0	-0.48895837945528214
YAL027W	4.884226663771122	-1.5963052976334193
YAL028W	0.0	0.7765809556054465
YAL029C	0.0	0.6183885387228546
YAL030W	0.0	-1.1217280469856468
YAL031C	0.0	-0.48895837945528214
YAL034C	4.884226663771122	-0.8053432132204639
YAL035W	0.0	-3.969191550872284
YAL036C	4.884226663771122	0.2914575438321663
YAL037C-A	0.0	0.3020037049576738
YAL037W	0.0	-0.01438112880750895
YAL039C	0.0	0.9347733724880365
YAL040C	0.0	0.7765809556054465
YAL042C-A	0.0	-0.48895837945528214
YAL042W	0.0	-0.8053432132204639
YAL044C	0.0	-0.9779167589105633
YAL044W-A	0.0	0.7765809556054465
YAL045C	0.0	0.4601961218402628
YAL046C	0.0	-1.279920463868237
YAL047C	0.0	1.567543040018401
YAL048C	0.0	-0.48895837945528214
YAL049C	0.0	-0.17257354569010008
YAL051W	0.0	0.4601961218402628
YAL053W	0.0	1.409350623135809
YAL054C	0.0	-0.647150796337873
YAL055W	0.0	-0.17257354569009986
YAL056C-A	0.0	-0.8053432132204639
YAL056W	0.0	1.0929657893706273
YAL058W	0.0	-0.01438112880750895
YAL059W	0.0	1.0929657893706273
YAL060W	0.0	-0.01438112880750895
YAL061W	0.0	1.0929657893706273
YAL062W	0.0	-0.11504903046006688
YAL064C-A	0.0	1.2511582062532192
YAL065C	0.0	-0.8053432132204639
YAL066W	0.0	0.7765809556054465
YAL067C	0.0	-0.33076596257269075
YAL067W-A	0.0	0.7765809556054465
YAL068C	0.0	-0.07833125478132263
YAR002C-A	0.0	-2.0708825482811926
YAR002W	0.0	-1.5963052976334193
YAR003W	0.0	-1.1217280469856468
YAR014C	0.0	-1.9126901313986007
YAR015W	0.0	-1.1217280469856468
YAR018C	0.0	-0.9635356301030548
YAR020C	0.0	-0.17257354569009986
YAR023C	0.0	-0.48895837945528214
YAR027W	0.0	-0.8053432132204639
YAR028W	0.0	0.7765809556054465
YAR029W	0.0	0.6183885387228546
YAR030C	0.0	-0.9635356301030548
YAR031W	4.884226663771122	-0.33076596257269075
YAR035C-A	0.0	0.14381128807508195
YAR035W	0.0	-0.48895837945528214
YAR042W	0.0	-0.6998816019654034
YAR047C	0.0	0.4601961218402628
YAR050W	0.0	-1.7544977145160103
YBL001C	0.0	0.4601961218402628
YBL002W	0.0	1.8839278737835818
YBL003C	4.884226663771122	-0.647150796337873
YBL005W	0.0	-0.48895837945528214
YBL006C	0.0	-0.4601961218402661
YBL007C	0.0	-1.279920463868237
YBL008W	0.0	0.3020037049576738
YBL008W-A	0.0	1.8839278737835818
YBL009W	0.0	0.4601961218402628
YBL010C	0.0	1.0929657893706273
YBL011W	0.0	-0.17257354569009986
YBL012C	0.0	1.364152789740784
YBL013W	0.0	0.14381128807508195
YBL015W	0.0	1.2511582062532192
YBL016W	0.0	1.7257354569009928
YBL017C	0.0	-0.17257354569009986
YBL019W	0.0	0.14381128807508195
YBL021C	0.0	0.18507887508793158
YBL022C	0.0	0.14381128807508195
YBL024W	0.0	-0.17257354569009986
YBL027W	0.0	-0.33076596257269075
YBL028C	0.0	-1.1217280469856468
YBL029C-A	0.0	-0.17257354569009986
YBL029W	0.0	-0.33076596257269075
YBL031W	0.0	0.14381128807508195
YBL032W	0.0	0.4601961218402628
YBL036C	0.0	0.6183885387228546
YBL037W	0.0	-0.01438112880750895
YBL038W	0.0	0.3020037049576738
YBL039C	0.0	1.438112880750826
YBL039W-B	0.0	0.3020037049576738
YBL043W	0.0	-0.6402728651690649
YBL044W	0.0	0.4601961218402628
YBL046W	0.0	-1.4956373959808609
YBL047C	0.0	-0.8053432132204639
YBL048W	0.0	-0.14506182101486645
YBL049W	0.0	-1.1217280469856468
YBL051C	0.0	0.3020037049576738
YBL052C	0.0	-0.33076596257269075
YBL054W	0.0	-0.48895837945528214
YBL055C	0.0	-1.1217280469856468
YBL056W	0.0	-1.7544977145160103
YBL057C	0.0	-1.135483909323263
YBL058W	0.0	-0.8053432132204639
YBL059W	0.0	-0.33076596257269075
YBL060W	0.0	-0.01438112880750895
YBL061C	0.0	-0.8053432132204639
YBL062W	0.0	0.14381128807508195
YBL063W	4.884226663771122	2.0421202906661735
YBL064C	0.0	-0.647150796337873
YBL065W	0.0	-3.4946143002245105
YBL066C	0.0	0.4601961218402628
YBL067C	0.0	0.4601961218402628
YBL068W	0.0	-0.6402728651690649
YBL069W	0.0	-1.7544977145160103
YBL070C	4.884226663771122	-0.443760546060256
YBL071C	0.0	-1.9126901313986007
YBL071C-B	0.0	-1.1217280469856468
YBL071W-A	0.0	-0.48895837945528214
YBL072C	0.0	-2.0708825482811926
YBL075C	0.0	-0.48895837945528214
YBL078C	0.0	0.9347733724880365
YBL079W	0.0	2.6748899581965384
YBL080C	0.0	-1.3707969586731301
YBL081W	0.0	-1.7334053922649977
YBL082C	0.0	-0.33076596257269075
YBL083C	0.0	-0.8053432132204639
YBL085W	0.0	-2.1943498004822386
YBL086C	0.0	-0.9635356301030548
YBL087C	0.0	2.501388597744664
YBL088C	0.0	-0.01438112880750895
YBL089W	0.0	0.09861345468005585
YBL090W	0.0	-0.6402728651690649
YBL091C	0.0	0.8453602672935285
YBL091C-A	0.0	-0.48895837945528214
YBL094C	0.0	0.4601961218402628
YBL095W	0.0	-1.1217280469856468
YBL096C	0.0	-0.48895837945528214
YBL098W	4.884226663771122	0.4601961218402628
YBL099W	0.0	-2.3872673820463737
YBL100C	0.0	-1.9126901313986007
YBL100W-C	0.0	1.0929657893706273
YBL101C	0.0	-0.48895837945528214
YBL102W	0.0	-0.01438112880750895
YBL103C	0.0	-0.8053432132204639
YBL104C	0.0	-0.3307659625726919
YBL106C	0.0	-0.01438112880750895
YBL107C	0.0	0.9347733724880365
YBR001C	0.0	-0.17257354569009986
YBR003W	0.0	0.6183885387228546
YBR005W	0.0	-1.1217280469856468
YBR006W	0.0	-0.48895837945528214
YBR007C	0.0	-0.8053432132204639
YBR008C	0.0	-0.48895837945528214
YBR009C	0.0	1.409350623135809
YBR010W	0.0	-0.8053432132204639
YBR012C	0.0	1.2511582062532192
YBR013C	0.0	1.567543040018401
YBR014C	0.0	0.6183885387228546
YBR015C	0.0	-0.01438112880750895
YBR016W	0.0	0.14381128807508195
YBR018C	0.0	0.9347733724880365
YBR019C	0.0	-0.01438112880750895
YBR020W	0.0	1.1720619978119229
YBR021W	0.0	1.1833614561606796
YBR022W	0.0	0.7765809556054465
YBR023C	0.0	1.8839278737835818
YBR024W	0.0	1.7257354569009928
YBR025C	0.0	1.2511582062532192
YBR026C	0.0	-0.33076596257269075
YBR027C	0.0	1.0929657893706273
YBR028C	0.0	1.2511582062532192
YBR030W	0.0	0.14381128807508195
YBR031W	0.0	0.3020037049576738
YBR032W	0.0	0.4601961218402628
YBR033W	0.0	-0.17257354569009986
YBR034C	0.0	0.14381128807508195
YBR036C	0.0	-0.48895837945528214
YBR037C	0.0	2.0421202906661735
YBR040W	4.884226663771122	0.7765809556054465
YBR041W	0.0	-0.48895837945528214
YBR042C	0.0	1.2511582062532192
YBR043C	0.0	0.14381128807508195
YBR044C	0.0	0.14381128807508195
YBR045C	0.0	-0.17257354569009986
YBR046C	0.0	-0.48895837945528214
YBR047W	0.0	-1.279920463868237
YBR048W	0.0	-1.5963052976334193
YBR050C	0.0	-1.1217280469856468
YBR051W	0.0	-0.647150796337873
YBR052C	0.0	-0.17257354569009986
YBR053C	0.0	-0.8053432132204639
YBR054W	0.0	-1.1217280469856468
YBR056W	0.0	0.3020037049576738
YBR056W-A	0.0	0.7765809556054465
YBR057C	0.0	-0.33076596257269075
YBR058C	0.0	1.409350623135809
YBR058C-A	0.0	0.9347733724880365
YBR059C	0.0	-1.279920463868237
YBR061C	0.0	-0.5944199907103429
YBR062C	0.0	0.7765809556054465
YBR063C	0.0	-0.647150796337873
YBR064W	0.0	-0.33076596257269075
YBR065C	0.0	-0.647150796337873
YBR066C	0.0	0.14381128807508195
YBR067C	0.0	-0.17257354569009986
YBR068C	0.0	0.4601961218402628
YBR069C	4.884226663771122	0.3020037049576738
YBR071W	0.0	0.6183885387228546
YBR072C-A	0.0	0.7765809556054465
YBR072W	0.0	0.4601961218402628
YBR073W	0.0	-0.647150796337873
YBR074W	0.0	-0.29121785835204317
YBR076W	0.0	-2.0708825482811926
YBR077C	0.0	-0.17257354569009986
YBR082C	4.884226663771122	-0.01438112880750895
YBR083W	0.0	0.3020037049576738
YBR084C-A	0.0	0.3020037049576738
YBR084W	0.0	0.6183885387228546
YBR085C-A	0.0	1.0929657893706273
YBR089C-A	0.0	-0.8053432132204639
YBR090C	0.0	-0.8053432132204639
YBR092C	0.0	0.14381128807508195
YBR093C	0.0	0.6183885387228546
YBR094W	0.0	-0.647150796337873
YBR095C	0.0	-0.9635356301030548
YBR098W	0.0	-0.09347733724880464
YBR099C	0.0	-0.48895837945528214
YBR103W	0.0	-0.33076596257269075
YBR104W	0.0	-1.9126901313986007
YBR105C	0.0	0.6974847471641505
YBR106W	0.0	-0.48895837945528214
YBR107C	0.0	1.409350623135809
YBR108W	0.0	-0.17257354569009986
YBR111C	0.0	0.3020037049576738
YBR111W-A	0.0	0.3020037049576738
YBR112C	0.0	-0.647150796337873
YBR113W	0.0	-0.01438112880750895
YBR114W	0.0	1.0929657893706273
YBR116C	0.0	-0.17257354569009986
YBR119W	0.0	-0.48895837945528214
YBR120C	0.0	1.2511582062532192
YBR121C	0.0	0.9347733724880365
YBR122C	0.0	-0.712742774069679
YBR125C	0.0	0.6183885387228546
YBR126C	0.0	0.09861345468005585
YBR128C	0.0	0.9347733724880365
YBR129C	0.0	0.14381128807508195
YBR130C	0.0	0.6183885387228546
YBR131W	0.0	1.2511582062532192
YBR132C	0.0	0.3020037049576738
YBR133C	0.0	1.0929657893706273
YBR134W	0.0	1.2511582062532192
YBR137W	0.0	1.0929657893706273
YBR138C	0.0	0.3020037049576738
YBR139W	0.0	0.9347733724880365
YBR141C	0.0	-0.17257354569009986
YBR144C	0.0	0.4601961218402628
YBR145W	0.0	0.4601961218402628
YBR146W	0.0	0.9347733724880365
YBR147W	4.884226663771122	0.7765809556054465
YBR148W	0.0	-0.48895837945528214
YBR149W	0.0	0.3020037049576738
YBR150C	0.0	1.0929657893706273
YBR151W	0.0	-0.647150796337873
YBR156C	0.0	0.9347733724880365
YBR157C	0.0	0.3810999133989683
YBR158W	0.0	-0.01438112880750895
YBR159W	0.0	-1.1217280469856468
YBR161W	0.0	0.7765809556054465
YBR162C	0.0	1.567543040018401
YBR162W-A	0.0	0.7765809556054465
YBR163W	0.0	-0.01438112880750895
YBR164C	0.0	0.9347733724880365
YBR165W	0.0	0.3020037049576738
YBR166C	0.0	-1.4381128807508274
YBR168W	0.0	0.4601961218402628
YBR169C	0.0	-0.33076596257269075
YBR170C	0.0	-1.7544977145160103
YBR171W	0.0	-1.5963052976334193
YBR172C	0.0	-0.17257354569009986
YBR174C	4.884226663771122	0.3020037049576738
YBR175W	0.0	1.0929657893706273
YBR176W	0.0	-0.8053432132204639
YBR177C	0.0	0.4601961218402628
YBR178W	0.0	1.409350623135809
YBR179C	0.0	0.7765809556054465
YBR180W	0.0	-1.5963052976334193
YBR181C	0.0	0.14381128807508195
YBR182C	0.0	-1.4381128807508274
YBR182C-A	0.0	-0.17257354569009986
YBR183W	0.0	-1.4381128807508274
YBR184W	0.0	-0.17257354569009986
YBR185C	0.0	-0.01438112880750895
YBR186W	4.884226663771122	-0.8053432132204639
YBR187W	0.0	-0.17257354569009986
YBR188C	0.0	1.567543040018401
YBR189W	0.0	-0.8053432132204639
YBR191W	0.0	-0.9138180133685266
YBR194W	0.0	1.8603673010563877
YBR195C	0.0	0.4601961218402628
YBR196C-A	0.0	-0.33076596257269075
YBR196C-B	0.0	-0.33076596257269075
YBR197C	0.0	0.7765809556054465
YBR199W	0.0	0.14381128807508195
YBR200W	0.0	-3.178229466459329
YBR200W-A	0.0	-1.279920463868237
YBR201W	0.0	-0.014381128807509186
YBR203W	0.0	-0.01438112880750895
YBR204C	0.0	-0.01438112880750895
YBR205W	0.0	-0.8053432132204639
YBR206W	0.0	-0.8053432132204639
YBR207W	0.0	1.0929657893706273
YBR208C	0.0	1.409350623135809
YBR209W	0.0	0.1227189658240699
YBR210W	0.0	-0.48895837945528214
YBR212W	0.0	-0.48895837945528214
YBR213W	0.0	-1.1217280469856468
YBR214W	0.0	-1.4381128807508274
YBR215W	4.884226663771122	-0.33076596257269075
YBR216C	0.0	-0.48895837945528214
YBR217W	0.0	-0.8053432132204639
YBR218C	0.0	-0.647150796337873
YBR219C	0.0	-0.48895837945528214
YBR220C	0.0	-0.9635356301030548
YBR221C	0.0	-0.33076596257269075
