orf	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, patch) | standard | SC - Leu | Novarina D~Chang M, 2020	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, replica pinning) | standard | SC - Leu | Novarina D~Chang M, 2020
YBR221W-A	0.0	-0.647150796337873
YBR222C	0.0	-0.01438112880750895
YBR223C	0.0	0.24927289933014224
YBR224W	0.0	-1.7544977145160103
YBR225W	0.0	-1.5963052976334193
YBR226C	0.0	-0.33076596257269075
YBR227C	0.0	-0.33076596257269075
YBR228W	0.0	-1.9126901313986007
YBR229C	0.0	-0.8053432132204639
YBR230C	0.0	-0.17257354569009986
YBR230W-A	0.0	-0.01438112880750895
YBR231C	0.0	-0.33076596257269075
YBR232C	0.0	1.2511582062532192
YBR233W	0.0	1.0929657893706273
YBR235W	0.0	0.4601961218402628
YBR238C	0.0	0.14381128807508195
YBR239C	0.0	-1.1217280469856468
YBR240C	0.0	-0.48895837945528214
YBR241C	0.0	0.14381128807508195
YBR242W	0.0	-0.647150796337873
YBR244W	0.0	-1.9126901313986007
YBR245C	0.0	0.14381128807508195
YBR246W	0.0	-0.8053432132204639
YBR248C	0.0	-4.017866140682312
YBR249C	0.0	-1.279920463868237
YBR250W	0.0	0.4601961218402628
YBR251W	0.0	0.7765809556054465
YBR255W	0.0	0.3020037049576738
YBR258C	0.0	0.6183885387228546
YBR259W	0.0	-0.17257354569009986
YBR260C	0.0	-0.17257354569009986
YBR261C	0.0	-0.9635356301030548
YBR262C	0.0	-1.1217280469856468
YBR263W	0.0	0.7765809556054465
YBR264C	0.0	-0.33076596257269075
YBR266C	0.0	-0.17257354569009986
YBR267W	0.0	0.3020037049576738
YBR268W	0.0	-0.33076596257269075
YBR269C	0.0	-0.48895837945528214
YBR270C	0.0	0.3020037049576738
YBR271W	0.0	-1.5963052976334193
YBR272C	0.0	1.7257354569009928
YBR273C	0.0	-0.48895837945528214
YBR274W	0.0	-0.014381128807509186
YBR275C	0.0	1.0929657893706273
YBR276C	0.0	0.4601961218402628
YBR277C	0.0	0.9347733724880365
YBR278W	0.0	0.6183885387228546
YBR280C	0.0	0.4601961218402628
YBR281C	0.0	1.0929657893706273
YBR282W	0.0	1.5372508750834355
YBR283C	0.0	0.14381128807508195
YBR284W	0.0	0.4601961218402628
YBR285W	0.0	0.4601961218402628
YBR286W	0.0	-0.8053432132204639
YBR287W	0.0	1.567543040018401
YBR288C	0.0	0.9347733724880365
YBR289W	0.0	0.5286036534651677
YBR290W	0.0	-0.33076596257269075
YBR291C	0.0	-1.7544977145160103
YBR292C	0.0	-1.279920463868237
YBR293W	0.0	-2.0708825482811926
YBR294W	0.0	0.4601961218402628
YBR295W	0.0	-1.5963052976334193
YBR296C	0.0	-1.5963052976334193
YBR296C-A	0.0	0.3020037049576738
YBR297W	0.0	0.3020037049576738
YBR298C	0.0	1.0929657893706273
YBR299W	0.0	0.7765809556054465
YBR300C	0.0	0.7765809556054465
YBR301W	0.0	0.7765809556054465
YCL001W	0.0	0.6289346998483603
YCL001W-A	0.0	1.7257354569009928
YCL001W-B	0.0	0.14381128807508195
YCL002C	0.0	0.855677164046741
YCL005W	0.0	0.4601961218402628
YCL007C	0.0	1.3038890118807498
YCL008C	0.0	-0.33076596257269075
YCL010C	0.0	0.6183885387228546
YCL011C	0.0	-0.48895837945528214
YCL012C	0.0	0.14381128807508195
YCL014W	0.0	0.1890091214701077
YCL016C	0.0	-0.647150796337873
YCL021W-A	0.0	-4.601961218402648
YCL022C	0.0	-0.17257354569009986
YCL023C	0.0	-0.05957896220253529
YCL024W	0.0	-0.8053432132204639
YCL025C	0.0	0.4601961218402628
YCL026C-A	0.0	0.9203922436805294
YCL026C-B	0.0	0.5836633740413103
YCL027W	0.0	-1.279920463868237
YCL028W	0.0	-1.9126901313986007
YCL029C	0.0	-0.01438112880750895
YCL030C	0.0	-0.8053432132204639
YCL032W	0.0	-0.33076596257269075
YCL033C	0.0	-0.8053432132204639
YCL034W	0.0	0.14381128807508195
YCL035C	0.0	-0.01438112880750895
YCL036W	0.0	0.6183885387228546
YCL037C	0.0	-0.33076596257269075
YCL038C	0.0	-0.0934773372488044
YCL039W	0.0	-0.33076596257269075
YCL040W	0.0	-0.9635356301030548
YCL042W	0.0	1.0929657893706273
YCL044C	0.0	-0.48895837945528214
YCL045C	0.0	-0.48895837945528214
YCL046W	0.0	-0.48895837945528214
YCL047C	0.0	-0.33076596257269075
YCL048W	0.0	-0.647150796337873
YCL049C	0.0	-0.01438112880750895
YCL050C	0.0	-1.279920463868237
YCL051W	0.0	0.3020037049576738
YCL055W	0.0	-0.48895837945528214
YCL056C	4.884226663771122	0.4601961218402628
YCL057C-A	0.0	-0.17257354569009986
YCL057W	0.0	0.7765809556054465
YCL058C	0.0	-0.33076596257269075
YCL061C	4.884226663771122	0.9347733724880372
YCL063W	0.0	-0.6471507963378738
YCL064C	0.0	0.14381128807508195
YCL069W	0.0	-0.48895837945528214
YCL076W	0.0	0.3020037049576738
YCR001W	0.0	-0.01438112880750895
YCR002C	0.0	0.3020037049576738
YCR003W	0.0	-0.9635356301030548
YCR004C	0.0	-0.647150796337873
YCR005C	0.0	-0.8053432132204639
YCR006C	0.0	-0.17257354569009986
YCR007C	0.0	-0.9635356301030548
YCR008W	0.0	0.14381128807508195
YCR009C	0.0	-0.01438112880750895
YCR010C	0.0	0.14381128807508195
YCR011C	0.0	-0.9635356301030548
YCR014C	0.0	-0.17257354569009986
YCR015C	0.0	-0.17257354569009986
YCR016W	0.0	-0.17257354569009986
YCR017C	0.0	-0.48895837945528214
YCR019W	0.0	0.4601961218402628
YCR020C	0.0	-0.17257354569009986
YCR020C-A	0.0	0.14381128807508195
YCR020W-B	0.0	1.0929657893706273
YCR021C	0.0	0.6183885387228546
YCR022C	0.0	0.14381128807508195
YCR023C	0.0	-0.01438112880750895
YCR024C-A	0.0	-0.01438112880750895
YCR025C	0.0	0.3020037049576738
YCR026C	0.0	0.4601961218402628
YCR027C	0.0	-0.01438112880750895
YCR028C	0.0	0.7765809556054465
YCR028C-A	0.0	-2.5454597989289653
YCR030C	0.0	0.4601961218402628
YCR031C	0.0	0.7765809556054465
YCR032W	0.0	0.4601961218402628
YCR033W	0.0	0.3020037049576738
YCR034W	0.0	0.6183885387228546
YCR036W	0.0	1.0929657893706273
YCR037C	0.0	1.2511582062532192
YCR043C	0.0	1.0929657893706273
YCR045C	0.0	0.14381128807508195
YCR046C	0.0	1.8839278737835818
YCR047C	0.0	-1.7957653015288604
YCR048W	0.0	-0.01438112880750895
YCR049C	0.0	-0.48895837945528214
YCR050C	0.0	-2.0708825482811926
YCR051W	0.0	1.0929657893706273
YCR053W	0.0	-0.01438112880750895
YCR059C	0.0	-0.647150796337873
YCR060W	0.0	0.9347733724880365
YCR061W	0.0	0.5788404345022067
YCR065W	0.0	0.14381128807508195
YCR066W	0.0	-0.48895837945528214
YCR067C	0.0	0.6183885387228546
YCR068W	0.0	0.7765809556054465
YCR069W	0.0	0.6183885387228546
YCR071C	0.0	1.002570122580576
YCR073C	0.0	1.8839278737835818
YCR073W-A	0.0	0.4063433841781052
YCR075C	0.0	0.14381128807508195
YCR075W-A	0.0	0.4601961218402628
YCR076C	0.0	0.6183885387228546
YCR077C	0.0	0.4601961218402628
YCR079W	0.0	-0.17257354569009986
YCR081W	0.0	1.2511582062532192
YCR083W	0.0	0.3020037049576738
YCR085W	0.0	0.3020037049576738
YCR086W	0.0	2.99127479196172
YCR087C-A	0.0	-0.17257354569009986
YCR087W	0.0	-0.33076596257269075
YCR088W	0.0	-0.647150796337873
YCR089W	0.0	0.3020037049576738
YCR091W	0.0	0.4601961218402628
YCR092C	0.0	-1.9126901313986007
YCR094W	0.0	-1.279920463868237
YCR095C	0.0	1.409350623135809
YCR095W-A	0.0	0.6183885387228546
YCR098C	0.0	-0.2876225761501658
YCR099C	0.0	-0.33076596257269075
YCR100C	0.0	-0.48895837945528214
YCR101C	0.0	0.4601961218402628
YCR102C	4.884226663771122	0.6183885387228546
YCR102W-A	0.0	0.4601961218402628
YCR105W	0.0	1.0929657893706273
YCR106W	0.0	-0.647150796337873
YCR107W	0.0	-0.33076596257269075
YDL001W	0.0	-1.1217280469856468
YDL002C	0.0	-0.48895837945528214
YDL006W	0.0	-0.9635356301030548
YDL009C	0.0	2.0421202906661735
YDL010W	0.0	-0.01438112880750895
YDL011C	0.0	0.7765809556054465
YDL012C	0.0	0.6183885387228546
YDL013W	0.0	-3.33642188334192
YDL018C	0.0	-1.4381128807508274
YDL019C	0.0	-0.8053432132204639
YDL020C	0.0	-2.229074965163783
YDL022W	0.0	-0.17257354569009986
YDL023C	0.0	-0.48895837945528214
YDL024C	0.0	0.14381128807508195
YDL025C	0.0	-0.17257354569009986
YDL026W	0.0	0.3810999133989683
YDL027C	0.0	-0.01438112880750895
YDL032W	0.0	-0.17257354569009986
YDL033C	4.884226663771122	-1.9126901313986007
YDL034W	0.0	-0.647150796337873
YDL035C	0.0	-1.279920463868237
YDL036C	0.0	-0.09347733724880511
YDL037C	0.0	-0.01438112880750895
YDL039C	0.0	-0.17257354569010008
YDL044C	0.0	0.4601961218402628
YDL045W-A	0.0	-0.33076596257269075
YDL046W	4.884226663771122	0.14381128807508195
YDL047W	0.0	0.5752451523003297
YDL048C	0.0	-1.7544977145160103
YDL049C	0.0	-2.703652215811556
YDL050C	0.0	-1.279920463868237
YDL051W	0.0	-0.17257354569009986
YDL052C	0.0	-1.1217280469856468
YDL053C	0.0	0.4601961218402628
YDL054C	0.0	-0.8053432132204639
YDL056W	0.0	-0.17257354569009986
YDL057W	0.0	1.2511582062532192
YDL059C	0.0	0.14381128807508195
YDL061C	0.0	-0.8979436523712488
YDL062W	0.0	-0.48895837945528214
YDL063C	0.0	-0.17257354569009986
YDL065C	0.0	-0.33076596257269075
YDL066W	0.0	-0.9635356301030548
YDL067C	0.0	0.14381128807508195
YDL068W	0.0	0.6183885387228546
YDL069C	0.0	0.5392923302815592
YDL070W	0.0	1.0929657893706273
YDL071C	0.0	-0.48895837945528214
YDL074C	0.0	-0.647150796337873
YDL075W	0.0	-1.2609373738423262
YDL076C	0.0	0.4601961218402628
YDL077C	0.0	0.22290749651637787
YDL078C	0.0	1.1833614561606796
YDL079C	0.0	0.9347733724880365
YDL080C	0.0	-0.26296921248015204
YDL081C	0.0	0.09861345468005585
YDL082W	0.0	-0.17257354569009986
YDL083C	0.0	-1.279920463868237
YDL085C-A	0.0	1.567543040018401
YDL085W	0.0	0.14381128807508195
YDL086W	0.0	0.3020037049576738
YDL088C	0.0	-0.17257354569009986
YDL089W	0.0	1.0929657893706273
YDL091C	0.0	0.7765809556054465
YDL093W	0.0	0.6183885387228546
YDL094C	0.0	-1.279920463868237
YDL095W	0.0	-0.17257354569009986
YDL096C	0.0	-0.01438112880750895
YDL099W	0.0	1.409350623135809
YDL100C	0.0	2.2003127075487656
YDL101C	0.0	-0.33076596257269075
YDL104C	0.0	1.409350623135809
YDL106C	0.0	-1.4381128807508274
YDL107W	0.0	1.7257354569009928
YDL109C	0.0	-0.8053432132204639
YDL110C	0.0	1.567543040018401
YDL112W	0.0	0.3020037049576738
YDL113C	0.0	0.4601961218402628
YDL114W	0.0	0.14381128807508195
YDL115C	0.0	-0.8861223197137023
YDL116W	0.0	-2.2040972151296896
YDL117W	0.0	0.5190584164942509
YDL118W	0.0	0.14381128807508195
YDL119C	0.0	-1.709299881120984
YDL122W	0.0	-0.9861345468005683
YDL123W	0.0	-1.5963052976334193
YDL124W	0.0	-0.8053432132204639
YDL125C	0.0	0.7765809556054465
YDL127W	0.0	-0.33076596257269075
YDL128W	0.0	-2.577098282305483
YDL129W	0.0	0.14381128807508195
YDL130W	0.0	-0.17257354569009986
YDL130W-A	0.0	1.7257354569009928
YDL131W	0.0	0.9347733724880365
YDL133C-A	0.0	0.3020037049576726
YDL133W	0.0	0.6183885387228546
YDL134C	0.0	0.14381128807508195
YDL135C	0.0	-1.1217280469856468
YDL136W	0.0	-1.4381128807508274
YDL137W	0.0	0.4601961218402628
YDL138W	0.0	-0.01438112880750895
YDL142C	0.0	-0.8053432132204639
YDL144C	0.0	1.0929657893706273
YDL146W	0.0	0.7765809556054465
YDL149W	0.0	-0.01438112880750895
YDL151C	0.0	1.7257354569009928
YDL154W	0.0	-0.01438112880750895
YDL155W	0.0	-1.5963052976334193
YDL156W	0.0	-0.33076596257269075
YDL157C	0.0	-1.5963052976334193
YDL159W	0.0	-1.7334053922649977
YDL159W-A	0.0	0.14381128807508195
YDL161W	0.0	-0.647150796337873
YDL162C	4.884226663771122	-0.01438112880750895
YDL168W	0.0	-0.48895837945528214
YDL169C	0.0	0.5152195711907306
YDL170W	0.0	-1.1217280469856468
YDL171C	0.0	0.7765809556054465
YDL172C	0.0	0.6183885387228546
YDL173W	0.0	0.7765809556054465
YDL174C	0.0	-0.8053432132204639
YDL175C	0.0	0.9347733724880365
YDL176W	0.0	-0.01438112880750895
YDL177C	0.0	0.966411855864555
YDL178W	0.0	-0.9635356301030548
YDL179W	0.0	-0.01438112880750895
YDL180W	0.0	-0.01438112880750895
YDL181W	0.0	1.0929657893706273
YDL182W	0.0	0.6183885387228546
YDL183C	0.0	-0.17257354569009986
YDL184C	0.0	1.7257354569009928
YDL186W	0.0	-0.48895837945528214
YDL187C	0.0	-2.703652215811556
YDL188C	0.0	-0.17257354569009986
YDL189W	0.0	-0.5404628872775216
YDL190C	0.0	-1.5236222952819582
YDL191W	0.0	-0.17257354569009986
YDL192W	0.0	-0.647150796337873
YDL194W	0.0	-1.1217280469856468
YDL197C	0.0	-0.01438112880750895
YDL198C	0.0	-2.0708825482811926
YDL199C	0.0	-0.647150796337873
YDL201W	0.0	0.14381128807508195
YDL203C	0.0	-1.5963052976334193
YDL204W	0.0	0.6183885387228546
YDL206W	0.0	0.9347733724880365
YDL210W	0.0	0.4601961218402628
YDL211C	0.0	-0.647150796337873
