orf	hom | growth (relative abundance in pooled culture) | Osmotic Stress-Sorbitol (glucitol [0.6 M]) | Gonzalez R~Valero E, 2016	hom | growth (relative abundance in pooled culture) | High Osmostic Stress-Glucose (glucose [200 g/L]) | Gonzalez R~Valero E, 2016
YBR161W	0.3149491346449388	0.3224861975155173
YBR162C	0.27320399360260483	-6.35037460123435
YBR162W-A	0.11913255100250547	-0.016522787358767256
YBR163W	-0.21321130576369868	-0.3154025123282859
YBR164C	-0.12104049315637425	-0.08601556802959731
YBR168W	0.03848826054834721	0.09115647058686568
YBR169C	0.03881238107331328	-0.007224433485033129
YBR171W	5.794038650621186	6.603744616221478
YBR172C	0.04723185481368169	-0.12703621836152498
YBR173C	-0.06880367628353584	0.021772799024739456
YBR174C	-0.0832834113736382	0.30965579272862304
YBR175W	-0.1086395205906966	0.5260035359363805
YBR176W	0.031021832174559835	0.08123143238557295
YBR177C	0.0204929015458226	0.06051306031454686
YBR178W	0.04993166036086328	0.02808938855213091
YBR179C	0.008059238086471979	-0.150839849619881
YBR180W	0.039692844534133465	0.06605365216783059
YBR181C	0.0802030387713898	0.09958739078721254
YBR182C	0.02366174324625341	0.05803719431698804
YBR182C-A	-0.04857190572207194	-0.017742402901222958
YBR183W	0.015833288388155967	0.05263136435008138
YBR184W	0.048392686012229395	0.04311653516855099
YBR185C	0.005959253422934897	0.025763647119457733
YBR186W	0.0009514971648900111	0.0634784797250008
YBR187W	-0.003890196533689112	0.009378476858929303
YBR188C	-0.01116023239290319	0.02837060872870838
YBR189W	-2.770077324105781	-3.0356164767362417
YBR191W	-1.5641679506933408	-1.7560691551279661
YBR194W	0.022051620255955112	-0.28995483185560755
YBR195C	0.048798507279842196	0.12138040952417802
YBR196C-A	0.02184925145176108	0.06172897012531807
YBR196C-B	-0.04628914027554772	-0.20802730789839846
YBR197C	-0.07140824051527214	0.013092517482010454
YBR199W	-0.0019364633614880333	0.06120076615799805
YBR200W	-6.435101376212391	0.0017847518223382236
YBR200W-A	0.06267597914563941	-0.13868044659293594
YBR201W	0.035824786220317886	0.03226425176584667
YBR203W	-0.03762740510686464	0.029472545580517946
YBR204C	0.04296315723530689	0.07332455468638045
YBR205W	0.030054620336142354	0.14339362618429213
YBR206W	0.038547682586761924	0.08120045454029698
YBR207W	0.019803597833616723	0.04108039307154805
YBR208C	0.011606151340332506	0.04065563288298303
YBR210W	0.05161669838574783	0.07967128598865371
YBR212W	0.01264579152617719	0.006779806983206566
YBR213W	-0.10197188464877341	-0.12310108719825877
YBR214W	0.032836623853803246	0.024262699685996134
YBR215W	-0.028785816347375332	-0.07519126771534808
YBR216C	0.07908714857568822	0.08525781363134467
YBR217W	0.011853447262205396	0.0849647498982433
YBR218C	-0.02605602815640021	0.08966899979580262
YBR219C	-0.01271967442899105	0.14649811243977012
YBR220C	0.020733772334842263	0.04615444011995178
YBR221C	-0.10790517762306948	0.05422369096496117
YBR221W-A	0.10338899546411916	-0.019565902097117876
YBR222C	0.01837663486040468	0.010118110613168538
YBR223C	0.004312611048584222	0.0306956956989937
YBR224W	0.04380654887573274	0.09726837697262901
YBR225W	0.03469897181741714	0.10745843860745997
YBR226C	0.02826927189481556	0.11372611487258924
YBR227C	-0.12685529758978184	0.0007117196985043921
YBR228W	0.05021095544855281	0.14012253351587026
YBR229C	0.13271932735305758	0.08672735745707497
YBR230C	0.022841727910415603	0.030815658766006997
YBR230W-A	0.21172819745838262	-0.08808288082244334
YBR231C	-0.13899565311384254	0.03954488786058846
YBR232C	-0.001839164983390121	0.10422504349722954
YBR233W	0.020588010718883932	0.010678191986835046
YBR235W	0.026546291226478804	0.00571530324671389
YBR238C	-0.15028698943231006	0.015901786473208536
YBR239C	0.07187959925308192	0.07345772626514348
YBR240C	0.04897856032342086	0.031195781176531462
YBR241C	0.044593898533991067	-0.04201483842459511
YBR242W	0.01850829101799339	0.003912633365854529
YBR244W	0.11289323546939718	0.05387062826589169
YBR245C	0.05432251467269259	0.0384900999737616
YBR246W	-0.017793825335681624	0.020674226409365285
YBR248C	-0.004427070793828073	-0.01777494617763518
YBR249C	0.02685378835803902	-0.02267214069083106
YBR250W	0.038903071456628	0.04335084768179963
YBR251W	-0.02904793913189682	-0.12949647718641674
YBR255W	-0.15919970601138275	0.03846230975043896
YBR258C	-0.027206456449438976	0.09024132523645223
YBR259W	0.04825510331145995	0.08872613979605412
YBR260C	0.008699438805923637	-0.015765370662630562
YBR261C	0.04013032563728877	0.13724096040759218
YBR262C	0.06833735401225392	0.06014314698826479
YBR263W	0.006278586241829265	0.052481782374646985
YBR264C	0.033539322247739874	0.04298241512497884
YBR266C	-0.46718928336577953	-0.252831392342659
YBR267W	-0.22782570473295582	-0.2528717837239743
YBR268W	0.014394705123137563	0.5692893713719959
YBR269C	0.03820587872743602	0.09574635465791045
YBR270C	0.02538686050453764	-0.07886825412870621
YBR271W	-0.14876144671861638	0.11443727514547024
YBR272C	0.04451951297193955	-0.07028168649075912
YBR273C	0.005505622430290281	0.15740986157044048
YBR275C	0.09141797610412605	0.1952096762597845
YBR276C	0.17198870965042962	0.10548818148531837
YBR277C	-0.065728348367876	0.11721055547847661
YBR278W	0.017365871924113353	0.08069375068837607
YBR279W	5.989891414256304	6.948390770046005
YBR281C	-0.0029587488640433904	0.09740255983230645
YBR282W	-0.014375073204859909	0.07726247800789143
YBR283C	0.10442982727569074	0.11724800157427849
YBR284W	-0.08625836388001178	-0.015215744703640476
YBR286W	-0.0046177819031582076	0.09610481788081963
YBR287W	0.04909585624034694	-0.014609395764619879
YBR288C	0.15158169992761122	0.20848306161784577
YBR289W	0.02184925145176108	0.06172897012531807
YBR290W	-0.12417085252728063	0.049690346036344694
YBR291C	-0.02461188033574368	0.047287337822388885
YBR292C	-0.038087381751255624	0.0638565874552272
YBR293W	-0.2284489944119174	-0.005779917338407801
YBR294W	0.054020384506922633	0.0025943135161749504
YBR295W	0.03485521445085566	0.160407630759491
YBR296C	0.030306838880604557	0.16135884330748837
YBR296C-A	0.1042549235590051	0.07538568521161783
YBR297W	-0.05427135067993999	0.0031202701758765
YBR298C	-0.07313890885710779	-0.025880399293457725
YBR299W	-0.018923939321747917	-0.217049692428836
YBR300C	-0.04623231683344998	0.03900809653501573
YBR301W	0.09965783671505313	0.09440335313764704
YCL001W	0.04068545472991743	0.20714739270841612
YCL001W-A	-0.03993338527784249	0.03733120535711259
YCL001W-B	0.2369356407426322	0.20965262199775714
YCL005W	0.10871235622732005	0.34649708079773467
YCL008C	0.6018069946842441	0.40915516130884544
YCL009C	-0.018484258263024397	-0.06981828364726139
YCL010C	0.06127288080851243	-0.039692829388005536
YCL011C	-0.006693498527462479	-0.004275407611164962
YCL012C	0.1813908433729728	0.1215126431714871
YCL014W	0.020187035855543593	0.0426524343755
YCL016C	-0.05661312802567088	-0.03770167473128885
YCL021W-A	0.1765525382920599	0.008255225686488907
YCL022C	0.010595525660745092	0.10189687150701586
YCL023C	0.008864497690509834	0.1123085373414677
YCL024W	-0.04315562043124593	0.03607798296541204
YCL025C	0.01942969241863204	-0.025922269975464558
YCL026C-A	0.1598936689751105	0.17262274898496963
YCL026C-B	0.121083227730772	0.03590763492273907
YCL027W	0.027892405946516558	0.04457194030232873
YCL028W	0.061849413067782494	0.05700707515792103
YCL029C	0.03657558954154535	0.03585313797476714
YCL030C	-0.020926009961714655	0.02750466210336341
YCL032W	-0.07560140794515971	-0.06356160865249876
YCL033C	-0.06309999443180597	-0.044370917353354015
YCL035C	0.03780451501367949	-0.016082174244523163
YCL036W	0.020937048590608756	-0.000801644461777452
YCL037C	-0.0436840469142859	-0.06859274416657725
YCL038C	-0.019880339467804875	0.03435550391892491
YCL039W	-0.08224197981913715	0.07686533155596378
YCL040W	-0.0337385499593513	-0.04118766951905474
YCL041C	0.02184925145176108	3.1604651454868664
YCL042W	-0.04227926579008867	-0.07203104180170755
YCL044C	-0.08181578029024691	0.0444179020281923
YCL045C	-0.044249530131629695	0.07612276471128654
YCL046W	-0.12031698896361048	-0.018023006103458788
YCL047C	0.00628054546307569	0.02866889881507365
YCL048W	0.002492284151792099	0.021110106084771058
YCL049C	-0.084910273037649	-0.014884213047070043
YCL050C	0.007805146773315796	0.052917951445119286
YCL051W	0.012917059826577293	0.012560544119800999
YCL055W	0.014066064844298674	0.007904308337802674
YCL056C	0.028149444862395557	0.06263368354046359
YCL057C-A	0.15968753094676028	0.05822115325934527
YCL057W	0.00899943899490764	0.07338438392881663
YCL058C	0.006711057723007782	-0.11629083488414668
YCL061C	0.05453869670364621	0.08457291889934423
YCL063W	0.05455794550949759	0.032820994154043694
YCL064C	0.0028147961829742005	0.07992999061993643
YCL069W	0.06374245309671928	0.11727382613209744
YCL076W	-0.06675208703607967	0.0878898025375488
YCR001W	-0.03256134004837196	-0.04332353158493234
YCR002C	0.023461241313622466	-0.09238340943945028
YCR003W	0.03977221732343158	-0.038827432143850336
YCR004C	0.018862028247108694	0.07787112873307064
YCR005C	0.16567588842420888	0.08622634650972501
YCR006C	0.18226254217356658	0.1993765437100882
YCR007C	-0.03982255573125991	-0.04282748307358028
YCR008W	-0.17391209083748146	0.007660453435350235
YCR009C	-0.14809549650433457	-7.0025209498891785
YCR010C	0.010281813805772906	0.07352194955018453
YCR011C	0.021662835909572437	0.06276386620925807
YCR014C	-0.055275752578563556	-0.019675805348570892
YCR015C	0.004805560400995654	0.02038882118612593
YCR016W	0.029349706899744046	0.09962335353989585
YCR017C	-0.08173945486580668	-0.07581691432320799
YCR019W	-0.013430745226134428	-0.03138939013057569
YCR020C	0.030141332060227562	0.05314828529616411
YCR020C-A	0.12337480009276108	0.06616165713312047
YCR020W-B	-0.6312672243863706	-0.2910106494783272
YCR021C	0.08778372977741812	0.16435988223421383
YCR022C	-0.002828108182888501	0.04891309467554596
YCR023C	0.06360825752671176	0.0668615210666345
YCR024C	6.104352941686246	6.764008611186988
YCR024C-A	-0.15376530319983114	0.028492124208634666
YCR025C	-0.10778013360428448	0.01179710079803649
YCR026C	-0.030773245929644817	0.021628787838812797
YCR027C	0.0515626291402252	0.10787982147894287
YCR028C	-1.1603579160861288	-1.0225799286080688
YCR028C-A	0.05258434677149928	0.025823882686837395
YCR030C	0.1766216459683174	0.052811462180602696
YCR031C	0.20736590231354582	0.06457394542194574
YCR033W	-0.04665271946406	0.12709587685446025
YCR034W	0.2141825467800261	0.02536912611963097
YCR036W	-0.06533178531506488	-0.008935735092258996
YCR037C	0.10055086328230659	0.15412087521030826
YCR043C	-0.02888172173631256	0.056490857337803554
YCR044C	-0.034916651340764986	0.03620001652669283
YCR045C	-0.016626315660781134	0.07944269404253082
YCR046C	0.06602370400782363	0.07337381005225042
YCR047C	0.02184925145176108	0.06172897012531807
YCR049C	0.013455321695578814	0.06861956446128958
YCR050C	0.09830341057893928	0.07913599080472437
YCR051W	-0.04278872833358976	0.13401921250118343
YCR053W	0.02184925145176108	6.259192417013919
YCR059C	-0.035867387090242314	0.07522979909676165
YCR060W	0.04934454299501727	0.10763843170994458
YCR061W	0.008962660389845827	0.06445755500771108
YCR063W	0.01438201018661934	0.7867137746023484
YCR065W	-0.09884553074617977	-0.0016785513306517056
YCR066W	0.058153044816729824	-0.032648746811929356
YCR068W	-0.019374079152375708	0.047435045130238114
YCR069W	0.14955434520572897	0.011419889919427252
YCR071C	0.03898119114827481	0.0015244706504674568
YCR073W-A	-0.060652423418541324	0.02996381585251848
YCR075C	0.11893755105635913	0.052716392720245975
YCR075W-A	0.22363765081412754	0.04361182687921364
YCR076C	-0.028927683256960848	0.12549989219234492
YCR077C	0.12562677077572074	0.17311206489340406
YCR079W	-0.02248767466414882	-0.14661562462214
YCR081W	-0.14246180179946705	-0.11608627297539256
YCR082W	-0.10911162281471733	0.09498837820235619
YCR083W	0.10025271490819201	0.04975681007408714
YCR084C	0.4689836921266376	1.0742540603186026
YCR085W	0.01440339908485084	0.12321404652975118
YCR086W	0.10630937893806738	0.3162271197849706
YCR087C-A	0.010519409096075724	0.11768589901765633
YCR087W	-0.0063408813271367565	0.044551335547395314
YCR088W	0.109872102007266	0.028973695448778623
YCR089W	-0.01575906435874047	-0.06796347734312494
YCR090C	0.040674769731842066	0.07751655482599489
YCR091W	0.060421132416883794	0.08849886494056869
YCR092C	0.055106591686624046	0.04038194500701289
YCR094W	-0.0327933712216528	0.01100692408632081
YCR095C	0.2969301042144388	-0.04261890771568688
YCR095W-A	0.15619629168375784	0.036879000161131145
YCR098C	0.03009766883781539	0.02548770791421215
YCR099C	0.040569586097222055	0.08685894121720723
YCR100C	0.013474037422799255	0.014497250142060882
YCR101C	0.021878411305868137	0.10077751137072478
YCR102C	-0.03137772932103187	0.06676095928488907
YCR102W-A	0.10555723887105908	0.10375196737922547
YCR105W	0.07873423219214425	0.08363813716559604
YCR106W	-0.0084816166079431	0.05077296781083765
YCR107W	0.1268289779235945	0.17174191137041855
YDL002C	-0.47558978016804765	-0.10193256723424053
YDL006W	0.02184925145176108	0.06172897012531807
YDL010W	-0.06450115250285986	-0.37849173449147644
YDL011C	0.10693204907172486	0.21017368839247522
YDL012C	0.1479975411892886	-0.16021365443214824
YDL013W	-5.75779358425379	-6.350364236753031
YDL018C	0.13590697669674914	0.008748884587496918
YDL019C	-0.02830681101331828	-0.2560609655991581
YDL021W	-0.15818387542305587	-0.0812036222588818
YDL022W	0.014479079406488363	-0.18284985782176946
YDL023C	0.08413201612747903	-0.4609259835837817
YDL024C	0.11257447468589317	0.106341057207659
YDL025C	0.10213510648133986	0.11694441662923323
YDL026W	0.0981381135123541	-0.05571049474532883
YDL027C	0.08612129170083886	0.05131004998768014
YDL032W	-0.24083240536573192	-0.3907744231226575
YDL034W	0.21317257923869104	-0.039717674893873886
YDL035C	-0.05975096330100995	-0.5226463287084563
YDL036C	0.2942703231273611	0.16113190446367556
YDL037C	0.15331353906025427	-0.2510263204434755
YDL039C	0.2040638916940202	0.10904867637970565
YDL040C	-0.15102764572656294	0.16702445798783092
YDL041W	-5.757815419434579	-0.1529126153230471
YDL044C	0.014582819995238049	-0.005477762587300429
YDL045W-A	6.30020505368404	6.6037871749442845
YDL046W	0.10491080156579873	-0.06537674923551141
YDL048C	0.09212894823012126	-0.046027275421762194
YDL049C	0.13322489621520842	-0.18660171471214296
YDL050C	0.023594697655794295	-0.35353220073918307
YDL051W	-0.2586720904450262	-0.25058511174131487
YDL052C	0.31134794793483495	0.28192286285737334
YDL053C	0.040669769203095125	-0.12107041244580902
YDL054C	0.08432316015212518	-0.13162580111054095
YDL056W	0.2336997644694838	-0.13966298664536722
YDL057W	0.19829441890706395	0.05686826401461861
YDL059C	0.21545506530475939	0.036000266383558244
YDL061C	0.33241795650036804	-0.09342907363831743
YDL062W	0.21025011592476572	0.3874951686104491
YDL063C	0.41753579524490597	0.24495104443135923
YDL065C	0.01773155646781245	0.03279817486629094
YDL066W	0.026423306049536847	-0.22967736842306447
YDL067C	0.11078888634408869	0.15466176928075884
YDL068W	0.07445585235671145	0.02031322045173687
YDL069C	0.05915312684401775	-0.020797604799122637
YDL070W	0.15126187982818917	0.14081595855425802
YDL071C	0.19740447734502936	-0.011144816719373172
YDL072C	0.10441882822605324	-0.016365155095340277
YDL073W	0.02179042811639539	-0.07122916956702328
YDL075W	0.02184925145176108	0.06172897012531807
YDL076C	-0.08456603584122396	-0.02126745112900717
YDL078C	0.08713878774547637	-0.006813575634688037
YDL079C	0.0475765648542294	-0.132255786456453
