ORF	hom | growth (relative abundance in pooled culture) | Osmotic Stress-Sorbitol (glucitol [0.6 M]) | Gonzalez R~Valero E, 2016	hom | growth (relative abundance in pooled culture) | High Osmostic Stress-Glucose (glucose [200 g/L]) | Gonzalez R~Valero E, 2016
YLR384C	0.476	0.523
YLR386W	0.031	-0.594
YLR388W	1.244	0.045
YLR390W-A	-0.388	-0.717
YLR392C	-0.328	0.049
YLR393W	0.836	0.515
YLR394W	0.566	0.127
YLR395C	-0.118	0.308
YLR398C	-0.024	0.251
YLR402W	1.563	1.196
YLR403W	-30.519	-30.493
YLR404W	0.795	1.305
YLR406C	0.301	-0.089
YLR406C-A	0.344	0.697
YLR410W	-0.862	0.190
YLR412C-A	0.269	-0.286
YLR412W	0.098	0.195
YLR413W	-0.080	0.277
YLR417W	31.650	33.676
YLR418C	-2.431	1.888
YLR419W	0.603	-0.636
YLR420W	-30.104	-1.572
YLR421C	-0.279	0.198
YLR422W	0.261	0.010
YLR423C	5.171	4.100
YLR425W	2.144	1.119
YLR426W	0.635	0.064
YLR427W	-0.018	0.033
YLR428C	-0.074	-0.298
YLR429W	-0.021	-0.148
YLR431C	0.016	-0.118
YLR432W	0.058	0.086
YLR433C	0.274	0.159
YLR434C	0.253	0.080
YLR435W	0.000	0.000
YLR436C	-0.043	-0.071
YLR437C	0.198	0.135
YLR438W	0.098	0.043
YLR439W	0.468	-0.065
YLR441C	0.347	-0.124
YLR443W	-0.439	0.319
YLR444C	-0.388	0.015
YLR445W	-0.105	-0.048
YLR446W	0.390	0.253
YLR447C	0.000	0.000
YLR448W	0.484	0.237
YLR449W	0.081	0.003
YLR450W	-0.537	-0.580
YLR451W	-0.315	0.286
YLR452C	0.036	0.053
YLR453C	-0.074	-0.416
YLR454W	0.061	0.038
YLR455W	-0.019	-0.490
YLR456W	-0.235	-0.247
YLR460C	0.054	0.169
YLR461W	0.387	0.420
YML001W	0.756	0.806
YML002W	-0.235	0.114
YML003W	-0.138	0.016
YML004C	-0.456	-0.492
YML005W	0.264	0.423
YML006C	-0.800	-0.809
YML007C-A	0.765	-0.531
YML007W	0.052	0.164
YML008C	-4.562	-2.189
YML009C	0.277	0.289
YML010C-B	-1.157	0.105
YML010W-A	0.447	0.498
YML011C	0.437	0.751
YML012W	0.220	0.730
YML013C-A	30.065	32.594
YML013W	1.519	2.612
YML014W	-0.038	1.446
YML016C	0.875	0.298
YML017W	0.965	0.095
YML019W	-0.200	0.223
YML020W	-0.229	0.367
YML021C	-0.070	-0.136
YML022W	0.000	0.000
YML024W	-0.440	0.531
YML027W	0.180	-0.293
YML028W	-0.045	0.681
YML029W	0.168	0.245
YML030W	-0.038	0.402
YML032C	1.962	1.598
YML033W	0.730	0.828
YML035C	0.170	-0.026
YML035C-A	0.920	1.536
YML036W	1.029	-0.739
YML038C	0.492	0.075
YML041C	-2.537	-0.808
YML042W	-0.155	-0.374
YML047C	2.968	2.065
YML048W	-0.330	-1.721
YML050W	0.136	0.452
YML051W	-0.291	0.278
YML052W	0.040	0.402
YML053C	-0.063	0.829
YML054C	-0.047	0.243
YML054C-A	0.966	-0.136
YML055W	0.393	0.198
YML056C	0.207	0.343
YML057W	-0.117	0.612
YML058C-A	-0.182	0.599
YML058W	0.117	0.321
YML058W-A	1.087	0.386
YML059C	0.040	0.126
YML060W	-0.654	-0.253
YML061C	0.374	-0.041
YML062C	-0.282	0.484
YML063W	0.611	0.598
YML066C	0.528	-1.157
YML067C	-0.294	0.036
YML068W	-0.223	-0.022
YML070W	0.188	0.512
YML071C	-0.980	1.469
YML072C	0.404	-0.025
YML073C	0.547	-29.493
YML074C	-0.644	-0.075
YML078W	0.442	0.382
YML079W	0.219	0.134
YML080W	0.059	0.214
YML081C-A	-0.055	-0.302
YML081W	0.000	0.330
YML082W	-0.266	0.304
YML083C	-0.149	0.362
YML084W	0.003	0.401
YML087C	-0.275	0.379
YML088W	0.140	0.606
YML089C	-0.198	0.501
YML090W	-0.456	-0.055
YML094W	-32.326	-2.794
YML095C	-0.035	-0.069
YML095C-A	-3.360	-0.725
YML096W	-0.278	0.102
YML097C	-31.103	-31.078
YML099C	-0.218	0.268
YML100W	-0.618	-0.219
YML100W-A	0.120	0.295
YML101C	-0.315	0.197
YML102C-A	-0.079	0.924
YML102W	0.132	1.017
YML103C	0.214	0.484
YML104C	-0.039	0.014
YML106W	-1.189	-0.105
YML107C	-0.490	0.029
YML108W	-0.131	0.173
YML109W	-0.884	-0.619
YML110C	-0.376	-0.096
YML111W	-0.725	-0.403
YML112W	-28.519	-28.493
YML113W	-1.083	-0.251
YML115C	0.917	0.922
YML116W	-0.321	0.076
YML117W	-0.691	0.714
YML117W-A	-0.001	0.098
YML118W	-0.041	0.112
YML119W	-0.255	0.264
YML120C	-0.084	0.281
YML121W	0.336	0.406
YML122C	-1.401	-0.548
YML123C	-0.026	0.308
YML124C	1.128	1.050
YML128C	0.565	0.799
YML129C	0.339	-0.418
YML131W	-0.231	-0.081
YMR001C-A	1.909	1.112
YMR003W	0.792	1.641
YMR004W	0.242	0.150
YMR006C	0.108	0.593
YMR007W	-0.420	0.245
YMR008C	0.048	0.300
YMR009W	0.132	0.454
YMR010W	0.139	0.071
YMR011W	-0.069	0.344
YMR012W	-0.047	0.316
YMR013W-A	0.086	-0.287
YMR015C	-0.029	0.058
YMR016C	-0.137	0.083
YMR017W	0.195	0.471
YMR018W	0.038	0.483
YMR019W	0.339	0.716
YMR020W	0.151	0.300
YMR021C	0.337	-0.910
YMR022W	0.483	0.224
YMR025W	0.059	0.438
YMR027W	-0.018	0.084
YMR029C	0.298	0.458
YMR031C	-0.156	0.234
YMR032W	0.023	0.198
YMR034C	-0.085	0.276
YMR035W	-0.009	-0.487
YMR036C	0.140	0.220
YMR037C	0.176	-0.108
YMR038C	-3.097	-3.046
YMR039C	0.345	0.932
YMR040W	0.066	0.173
YMR041C	0.250	0.509
YMR042W	0.154	0.269
YMR048W	0.568	0.747
YMR052C-A	-0.775	0.276
YMR052W	-2.623	0.235
YMR054W	-1.105	-0.402
YMR056C	0.821	-0.310
YMR057C	1.609	1.428
YMR058W	-0.211	-0.685
YMR060C	-0.254	0.515
YMR062C	-2.187	0.508
YMR063W	0.679	0.351
YMR064W	-0.387	-0.023
YMR065W	0.069	0.257
YMR067C	0.204	0.748
YMR068W	0.180	-0.215
YMR069W	-0.124	0.038
YMR070W	0.215	0.387
YMR071C	0.049	0.415
YMR072W	0.180	-0.891
YMR073C	-0.709	-0.624
YMR074C	-0.392	-1.511
YMR075C-A	-0.209	-0.100
YMR075W	0.326	0.192
YMR077C	2.284	1.335
YMR078C	-0.301	1.515
YMR080C	0.979	0.289
YMR081C	0.021	0.306
YMR082C	-0.129	0.119
YMR083W	-30.518	2.713
YMR084W	-0.053	0.004
YMR085W	-0.078	0.068
YMR086C-A	-0.254	-0.002
YMR086W	-0.252	-0.293
YMR087W	-0.206	0.130
YMR088C	-0.299	0.018
YMR089C	-0.488	-0.782
YMR090W	-0.221	-0.147
YMR091C	-31.519	-2.987
YMR092C	-0.200	0.087
YMR095C	-0.414	-0.015
YMR096W	-0.581	-0.157
YMR097C	0.461	0.210
YMR098C	0.402	-0.491
YMR099C	0.044	-0.107
YMR100W	0.444	0.064
YMR101C	0.006	0.142
YMR102C	-0.215	0.177
YMR103C	-0.024	0.212
YMR104C	0.135	-1.329
YMR105C	-0.134	0.204
YMR105W-A	0.384	-0.958
YMR106C	-0.152	0.151
YMR107W	-0.299	0.060
YMR109W	-0.348	-0.173
YMR110C	-0.164	-0.085
YMR111C	-0.147	0.465
YMR114C	-0.086	0.441
YMR115W	-1.092	-0.096
YMR116C	0.198	0.081
YMR118C	1.092	-0.817
YMR119W	0.419	0.250
YMR119W-A	-0.023	-0.013
YMR120C	-0.444	-0.081
YMR121C	-0.677	-0.260
YMR122C	-0.264	0.124
YMR123W	-0.675	-0.987
YMR124W	-0.330	-0.066
YMR125W	-30.518	2.405
YMR126C	-0.908	-0.242
YMR127C	-0.464	0.222
YMR129W	-0.298	0.108
YMR130W	-0.345	-0.009
YMR132C	-0.229	0.194
YMR133W	-0.280	0.038
YMR135C	-1.485	-0.173
YMR135W-A	0.000	0.000
YMR136W	-0.175	0.159
YMR137C	0.205	-0.203
YMR139W	1.077	0.635
YMR140W	-0.167	-0.184
YMR141C	0.074	0.262
YMR142C	-0.453	3.100
YMR143W	-0.696	0.554
YMR144W	0.133	0.301
YMR145C	-0.358	0.147
YMR147W	-0.108	0.025
YMR148W	-0.197	0.025
YMR151W	-0.183	-0.219
YMR152W	-0.347	0.212
YMR153C-A	-0.204	0.110
YMR153W	-0.302	-0.098
YMR154C	0.511	-0.363
YMR155W	-0.114	0.107
YMR156C	-0.139	-0.006
YMR157C	-0.172	0.227
YMR158C-B	0.043	-0.099
YMR158W-A	0.033	0.280
YMR159C	-0.160	0.184
YMR160W	-0.006	-0.285
YMR161W	-0.349	0.185
YMR162C	0.367	-0.355
YMR163C	-0.252	0.051
YMR164C	0.041	0.385
YMR166C	-0.156	-0.028
YMR167W	-0.575	-0.228
YMR169C	0.004	-0.013
YMR170C	0.414	0.414
YMR171C	-0.367	0.020
YMR172C-A	-0.054	0.279
YMR172W	-0.287	0.259
YMR173W	-0.249	-0.220
YMR173W-A	-0.135	0.100
YMR174C	-0.272	-0.230
YMR175W	-0.281	-0.335
YMR175W-A	0.190	-0.782
YMR176W	-0.148	0.130
YMR177W	-0.041	0.087
YMR178W	-0.429	-0.296
YMR179W	0.792	2.091
YMR180C	-0.199	0.220
YMR181C	0.026	-0.036
YMR182C	0.063	0.350
YMR182W-A	0.113	-0.513
YMR183C	0.034	0.557
YMR184W	-0.494	0.016
YMR185W	0.000	0.000
YMR186W	-0.791	0.143
YMR187C	-0.191	0.258
YMR188C	0.112	-0.520
YMR189W	-0.068	0.025
YMR190C	-0.180	0.181
YMR191W	-0.203	-0.418
YMR192W	-0.200	0.111
YMR193C-A	-1.327	-0.354
YMR193W	0.367	-1.147
YMR194C-A	-0.374	-0.336
YMR194C-B	0.719	0.477
YMR194W	-1.130	-0.041
YMR195W	-0.844	-0.056
YMR196W	-0.397	0.088
YMR198W	0.000	0.000
YMR199W	-0.101	0.361
YMR201C	-0.179	-0.100
YMR204C	-0.084	0.345
YMR205C	30.066	30.091
YMR206W	-0.167	0.158
YMR207C	0.105	0.528
YMR209C	0.010	-0.037
YMR214W	-0.550	0.161
YMR215W	0.059	0.415
YMR216C	-0.749	-0.238
YMR219W	-0.104	0.032
YMR221C	-0.119	-0.029
YMR222C	-0.096	0.152
YMR223W	0.995	-0.241
YMR225C	-0.080	0.061
YMR226C	-0.279	-0.328
YMR228W	-0.310	-0.590
YMR230W	0.910	-0.630
YMR230W-A	1.817	0.574
YMR232W	-0.265	0.223
YMR233W	-0.249	0.092
YMR234W	-0.276	0.002
YMR237W	-0.168	-0.037
YMR238W	-0.103	0.395
YMR241W	0.036	0.327
YMR242C	-0.443	-0.612
YMR243C	-0.326	0.057
YMR244C-A	0.167	0.505
YMR244W	-0.197	0.150
YMR245W	-0.075	0.083
YMR246W	-0.140	0.064
YMR247C	-0.816	0.254
YMR247W-A	0.317	-0.568
YMR250W	-0.015	-0.050
YMR251W	-0.037	0.225
YMR251W-A	-0.121	-0.177
YMR252C	-0.030	-0.069
YMR253C	0.106	0.149
YMR254C	-0.158	0.117
YMR255W	-0.177	0.202
YMR258C	-0.213	-0.273
YMR259C	0.051	0.055
YMR261C	-0.214	-0.080
YMR262W	0.215	0.549
YMR263W	-2.945	3.117
YMR264W	0.645	0.144
YMR265C	0.108	-0.085
YMR267W	-0.185	-0.172
YMR269W	0.875	0.081
YMR271C	-0.030	0.152
YMR272W-B	0.439	-0.559
YMR273C	-1.107	-0.261
YMR274C	0.023	-0.190
YMR275C	1.365	1.659
YMR276W	-0.613	0.516
YMR278W	-0.099	0.077
YMR279C	-0.152	-0.012
YMR282C	-1.601	-0.340
YMR283C	0.124	-0.075
YMR284W	-0.180	0.215
YMR285C	-0.014	0.140
YMR287C	-0.426	-0.588
YMR289W	0.408	0.520
YMR291W	0.233	0.283
YMR292W	-0.083	0.334
YMR293C	0.224	-0.647
YMR294W	0.183	0.503
YMR294W-A	0.140	0.285
YMR295C	0.376	0.265
YMR297W	-0.391	-0.320
YMR299C	0.694	0.547
YMR300C	-28.519	2.013
YMR302C	-0.224	0.383
YMR303C	-0.169	-0.032
YMR304C-A	0.128	0.161
YMR304W	0.597	-0.732
YMR305C	-0.212	-0.019
YMR306C-A	-0.149	0.014
YMR306W	-0.249	0.059
YMR307W	0.093	-0.047
YMR310C	-0.168	0.036
YMR311C	0.873	0.658
YMR312W	0.599	0.263
YMR313C	-0.039	0.179
YMR315W	-0.026	0.226
YMR316C-A	0.053	0.134
YMR316C-B	0.068	0.451
YMR316W	0.063	0.550
YMR317W	-0.362	0.064
YMR318C	-0.130	0.200
YMR319C	0.227	0.303
YMR320W	-0.142	0.160
YMR322C	0.540	-0.249
YMR326C	0.072	0.079
YNL001W	-2.133	-0.498
YNL005C	0.962	-0.211
YNL011C	-14.759	0.006
YNL014W	0.812	0.526
YNL016W	1.119	0.291
YNL020C	0.053	-0.241
YNL021W	0.827	-0.516
YNL024C	0.733	-0.147
YNL025C	0.523	-0.785
YNL032W	0.885	-0.882
YNL035C	0.383	0.038
YNL041C	-2.126	0.940
YNL042W-B	0.276	-0.794
YNL044W	0.275	-0.276
YNL045W	0.537	0.090
YNL046W	-0.511	-2.514
YNL049C	0.674	0.028
YNL053W	-0.467	-0.790
YNL054W	-2.153	-2.688
YNL055C	-0.488	-0.542
YNL057W	-0.115	0.064
YNL059C	0.000	0.000
YNL065W	-0.262	-0.486
YNL066W	0.524	-0.121
YNL067W	1.150	-0.245
YNL067W-B	0.824	0.077
YNL068C	0.688	0.327
YNL069C	-0.358	7.328
YNL070W	-0.393	-1.128
YNL073W	0.668	1.012
YNL074C	0.619	0.378
YNL076W	0.096	-0.467
YNL078W	0.379	0.124
YNL079C	-0.338	-1.665
YNL080C	0.000	0.000
YNL081C	0.976	0.066
YNL082W	0.566	-0.000
YNL083W	0.626	0.093
YNL084C	4.030	2.135
YNL085W	0.458	0.018
YNL086W	0.518	-0.683
YNL087W	0.063	-0.607
YNL089C	0.102	0.303
YNL093W	0.525	-0.249
YNL094W	-1.684	0.884
YNL095C	0.379	-0.191
YNL096C	0.673	0.197
YNL097C	-31.978	1.980
YNL097C-A	1.090	-0.042
YNL100W	-0.202	-0.148
YNL104C	-0.021	-0.024
YNL105W	0.106	-0.196
YNL106C	0.347	-0.005
YNL107W	0.000	29.506
YNL108C	-0.047	0.390
YNL109W	-0.318	0.012
YNL111C	0.276	-0.469
YNL119W	0.204	-0.250
YNL120C	-0.066	-1.131
YNL121C	-0.843	0.152
YNL127W	0.467	0.146
YNL130C	0.779	-0.169
YNL130C-A	0.597	-0.625
YNL133C	0.930	0.075
YNL135C	-0.054	0.035
YNL136W	-2.038	-0.124
YNL139C	0.448	2.901
YNL140C	0.729	-0.013
YNL142W	0.784	-0.049
YNL143C	0.077	0.082
YNL146C-A	0.780	-0.639
YNL147W	1.103	-0.305
YNL148C	-1.507	0.296
YNL154C	-0.286	0.478
YNL155W	-0.176	-0.099
YNL157W	0.125	0.338
YNL159C	0.215	0.122
YNL160W	-0.578	-0.199
YNL162W-A	1.060	-0.321
YNL167C	0.352	0.422
YNL168C	-0.137	0.157
YNL170W	-0.216	0.849
YNL173C	-0.323	0.056
YNL175C	-0.081	0.257
YNL176C	-0.143	0.123
YNL179C	-0.456	0.485
YNL183C	0.147	-0.248
YNL184C	1.081	-0.321
YNL187W	-0.179	-0.216
YNL190W	-0.319	0.044
YNL191W	-0.345	0.005
YNL193W	-0.069	0.376
YNL194C	-0.195	0.185
YNL195C	-0.235	0.126
YNL196C	-0.214	-0.058
YNL197C	-0.057	0.742
YNL198C	-1.081	-0.240
YNL199C	-3.896	-0.572
YNL200C	0.053	0.174
YNL201C	-0.845	-0.388
YNL202W	0.016	0.444
YNL203C	-0.002	-0.033
YNL204C	-0.828	-0.281
YNL205C	-0.028	-0.049
YNL206C	0.301	1.421
YNL209W	0.342	-0.630
YNL211C	-0.116	-0.098
YNL212W	-0.505	-0.102
YNL214W	-1.054	-0.499
YNL215W	0.836	2.578
YNL217W	0.205	0.599
YNL219C	0.829	1.115
YNL224C	-0.132	0.045
YNL225C	0.000	32.965
YNL226W	-0.027	0.289
YNL227C	-0.038	0.646
YNL228W	0.171	0.628
YNL229C	-0.603	-1.150
YNL230C	-0.381	-0.236
YNL231C	-0.438	-0.370
YNL233W	0.077	-0.172
YNL235C	-0.009	1.043
YNL236W	-0.633	1.126
YNL237W	-0.321	0.041
YNL239W	-0.003	0.105
YNL242W	-0.082	0.175
YNL246W	-1.182	-0.280
YNL248C	1.043	0.312
YNL249C	-0.093	0.195
YNL250W	-31.519	-31.493
YNL252C	-0.617	-1.217
YNL253W	-0.407	-0.134
YNL254C	-0.434	-0.196
YNL255C	-0.290	0.043
YNL257C	-0.385	-0.075
YNL259C	-0.169	0.272
YNL264C	-0.519	0.325
YNL265C	-0.366	-0.267
YNL266W	-0.448	-0.364
YNL268W	0.119	-0.653
YNL269W	0.018	0.251
YNL270C	-0.137	0.233
YNL271C	-1.164	0.041
YNL273W	-0.901	-0.184
YNL274C	0.060	-0.189
YNL275W	-0.258	0.235
YNL277W-A	0.334	-0.218
YNL278W	-0.147	-0.029
YNL279W	-0.029	0.306
YNL280C	28.480	28.506
YNL281W	-0.056	0.078
YNL283C	-0.952	-0.238
YNL284C	0.045	-1.349
YNL285W	-0.079	-0.058
YNL286W	-0.645	-0.070
YNL288W	-0.960	0.459
YNL289W	-0.318	-0.003
YNL291C	-1.527	-0.002
YNL292W	-0.210	0.291
YNL293W	-0.260	0.083
YNL294C	0.513	0.411
YNL295W	0.267	0.480
YNL296W	-5.652	-2.017
YNL297C	28.480	31.676
YNL299W	-0.053	-0.236
YNL300W	-0.429	0.053
YNL301C	0.099	0.179
YNL303W	-0.047	0.012
YNL304W	-0.106	0.079
YNL305C	0.270	0.504
YNL307C	1.284	3.536
YNL309W	-1.784	-1.498
YNL311C	0.586	1.211
YNL314W	-0.122	0.231
YNL315C	6.747	17.790
YNL316C	30.065	0.000
YNL318C	-0.228	0.096
YNL319W	-0.308	0.194
YNL321W	-0.043	0.127
YNL322C	1.632	0.741
YNL323W	1.221	-0.236
YNL324W	0.125	-0.561
YNL325C	-0.051	-0.380
YNL326C	0.691	0.130
YNL327W	0.298	0.404
YNL328C	-0.255	-0.061
YNL329C	-0.613	-0.033
YNL332W	-0.076	0.378
YNL333W	-0.165	0.047
YNL334C	-0.114	0.187
YNL335W	-0.071	0.284
YNL336W	-0.020	0.096
YNL338W	-0.211	0.045
YNL339C	0.001	0.116
YNR004W	0.861	-0.443
YNR005C	1.171	-1.528
YNR006W	0.625	-1.987
YNR007C	-0.257	-0.390
YNR008W	-1.787	0.847
YNR009W	0.214	0.219
YNR010W	-1.038	0.778
YNR012W	30.802	0.000
YNR013C	0.449	-0.014
YNR019W	0.466	-0.024
YNR020C	0.328	0.216
YNR027W	-0.318	-0.632
YNR030W	1.344	0.724
YNR032C-A	-0.034	-0.065
YNR032W	0.910	0.718
YNR033W	-0.206	0.041
YNR037C	-0.114	-0.719
YNR039C	0.197	-0.422
YNR041C	0.032	-0.710
YNR048W	0.513	-0.640
YNR049C	0.499	0.100
YNR050C	0.000	28.506
YNR051C	0.698	0.715
YNR052C	-28.519	2.335
YNR055C	0.930	-0.263
YNR056C	0.368	0.338
YNR058W	-0.050	0.098
YNR059W	-0.130	-0.121
YNR060W	-0.062	0.069
YNR061C	-0.323	-0.328
YNR062C	0.133	-0.195
YNR063W	-0.019	-0.014
YNR064C	0.038	-0.117
YNR065C	-0.279	-0.265
YNR066C	-0.155	-0.118
YNR067C	0.165	0.158
YNR068C	0.564	-0.072
YNR069C	0.250	-0.507
YNR070W	-0.109	0.036
YNR071C	-0.172	0.346
YNR072W	-0.020	0.516
YNR073C	-0.844	-0.138
YNR074C	-1.585	-0.182
YNR075W	-0.478	-0.198
YOL001W	-0.154	-0.880
YOL002C	-3.020	2.085
YOL003C	0.124	-0.388
YOL004W	-0.749	-0.987
YOL006C	-0.869	0.106
YOL007C	-0.121	-0.564
YOL008W	-0.225	-0.410
YOL009C	1.284	-0.180
YOL011W	0.067	-0.161
YOL012C	-2.062	-0.459
YOL013C	-0.015	0.220
YOL013W-A	-0.316	0.140
YOL013W-B	0.255	-0.051
YOL014W	0.236	0.129
YOL015W	0.116	-0.302
YOL016C	-0.395	0.135
YOL017W	-0.070	-0.114
YOL018C	0.699	1.820
YOL019W	0.299	0.098
YOL019W-A	0.253	-0.491
YOL020W	0.416	-0.142
YOL023W	-0.253	-1.385
YOL024W	0.042	-0.263
YOL025W	0.251	0.051
YOL027C	0.451	-0.371
YOL028C	0.136	0.115
YOL029C	-0.040	-0.211
YOL030W	0.123	-0.042
YOL031C	0.016	0.233
YOL032W	-0.213	-0.095
YOL033W	-0.169	-0.595
YOL035C	0.728	0.751
YOL036W	0.484	0.030
YOL037C	-0.055	0.048
YOL038C-A	0.907	-0.283
YOL039W	0.296	0.013
YOL041C	0.732	0.418
YOL042W	0.047	-0.453
YOL043C	0.279	0.218
YOL044W	-0.644	-1.172
YOL045W	0.712	0.432
YOL046C	0.848	0.741
YOL047C	-0.060	-0.231
YOL048C	-0.008	0.001
YOL050C	1.028	1.434
YOL051W	30.802	0.000
YOL052C	-0.536	-0.376
YOL052C-A	0.471	-0.049
YOL053C-A	0.027	-0.168
YOL053W	0.053	-0.130
YOL054W	-0.319	-0.533
YOL055C	0.109	0.046
YOL056W	0.325	0.164
YOL057W	0.163	0.229
YOL058W	-30.519	-30.493
YOL059W	-0.534	-0.599
YOL060C	0.502	-0.107
YOL061W	0.173	-0.140
YOL062C	-0.054	-0.259
YOL063C	0.204	0.061
YOL065C	0.037	-0.010
YOL067C	0.000	30.091
YOL068C	0.346	-0.171
YOL070C	0.089	-0.106
YOL071W	0.397	-0.041
YOL072W	2.962	3.598
YOL073C	0.771	-0.540
YOL075C	0.098	0.035
YOL076W	0.723	-0.704
YOL077W-A	1.000	-0.257
YOL079W	0.217	0.066
YOL080C	0.023	-0.208
YOL081W	0.660	-1.080
YOL082W	0.025	-0.050
YOL083W	0.131	0.095
YOL084W	0.011	-0.122
YOL085C	0.099	-0.131
YOL086W-A	-0.067	-0.541
YOL087C	-2.157	0.311
YOL088C	-0.057	0.050
YOL089C	-0.649	-0.570
YOL090W	-0.048	0.082
YOL091W	-0.251	0.083
YOL092W	0.036	0.192
YOL093W	-0.593	-0.367
YOL095C	-1.102	-1.341
YOL097W-A	0.651	-0.409
YOL098C	-0.290	0.235
YOL099C	0.289	0.599
YOL100W	-1.997	-1.185
YOL101C	0.239	0.211
YOL103W	0.006	0.242
YOL104C	-0.080	0.042
YOL105C	-0.278	-0.026
YOL106W	-0.334	0.099
YOL107W	0.023	-0.005
YOL108C	31.288	0.000
YOL109W	-0.003	0.222
YOL110W	-0.228	-0.530
YOL111C	-1.239	0.508
YOL112W	-0.096	0.193
YOL113W	-0.325	0.085
YOL114C	-0.290	-0.055
YOL115W	-1.904	-0.587
YOL116W	-1.793	0.827
YOL117W	0.263	0.176
YOL118C	-0.724	0.427
YOL119C	-0.084	0.038
YOL121C	-0.411	-0.101
YOL122C	-0.096	0.059
YOL124C	0.082	0.034
YOL125W	0.664	-0.083
YOL126C	0.229	0.268
YOL128C	0.022	0.081
YOL129W	0.364	-0.029
YOL131W	-0.110	0.152
YOL132W	-0.123	0.019
YOL136C	-0.170	-0.017
YOL137W	-0.388	0.166
YOL138C	-0.254	0.146
YOL140W	0.000	0.000
YOL141W	0.104	-0.130
YOL147C	-1.208	-0.765
YOL150C	0.212	0.137
YOL151W	0.295	-0.361
YOL152W	0.344	0.170
YOL154W	-0.226	-0.812
YOL155C	0.762	0.067
YOL158C	0.123	0.044
YOL159C	-0.611	0.117
YOL159C-A	0.219	0.032
YOL160W	-0.093	0.061
YOL162W	0.078	0.239
YOL163W	-0.531	-0.418
YOL164W	-0.535	-0.333
YOL164W-A	0.465	-0.816
YOR001W	-0.533	-1.298
YOR002W	0.804	0.326
YOR003W	-0.102	0.194
YOR005C	0.217	-0.007
YOR006C	0.449	0.358
YOR007C	-0.468	0.524
YOR008C	-0.701	-0.329
YOR008C-A	-2.191	-2.160
YOR009W	-0.151	0.036
YOR010C	-0.152	0.221
YOR011W	-0.158	0.060
YOR012W	-0.263	0.220
YOR013W	0.026	0.085
YOR014W	0.775	0.013
YOR015W	-0.079	-0.134
YOR016C	-1.004	-0.151
YOR017W	-0.416	-0.036
YOR018W	-0.751	0.136
YOR019W	-0.378	-0.046
YOR020W-A	0.561	-0.514
YOR021C	-0.490	0.195
YOR022C	-0.215	0.001
YOR023C	-0.691	0.097
YOR024W	-0.318	0.222
YOR025W	-0.077	-0.044
YOR026W	3.210	2.820
YOR027W	-0.490	0.374
YOR028C	-0.365	0.012
YOR029W	-0.124	0.121
YOR030W	0.164	0.220
YOR031W	-0.234	0.074
YOR032C	-0.118	0.195
YOR033C	-0.153	-0.031
YOR034C	0.016	-0.056
YOR034C-A	0.436	-0.766
YOR035C	6.832	4.261
YOR036W	-30.519	-1.987
YOR037W	-0.146	0.006
YOR038C	-0.396	-0.216
YOR039W	0.460	0.178
YOR040W	-0.104	0.179
YOR041C	-0.363	0.078
YOR042W	-0.122	0.419
YOR043W	-0.425	-0.744
YOR044W	-0.308	0.120
YOR045W	-0.181	0.644
YOR047C	-0.183	-0.207
YOR049C	-0.402	0.073
YOR050C	-0.355	0.038
YOR051C	-0.109	0.093
YOR052C	-0.525	0.063
YOR053W	-0.674	0.044
YOR054C	-0.879	0.172
YOR055W	-0.846	0.182
YOR058C	-0.287	-0.031
YOR059C	-0.089	0.266
YOR061W	0.543	-0.336
YOR062C	-0.121	-0.013
YOR064C	-0.433	-0.031
YOR065W	0.605	-0.333
YOR066W	-0.146	-0.138
YOR067C	0.612	0.194
YOR068C	1.422	0.948
YOR069W	1.689	1.140
YOR070C	4.817	6.120
YOR071C	-0.279	0.158
YOR072W	-0.971	-0.191
YOR073W	-31.978	-0.447
YOR076C	-1.026	-0.023
YOR078W	-0.003	0.562
YOR079C	-0.330	-0.040
YOR081C	-0.233	-0.116
YOR082C	-1.389	0.148
YOR083W	-1.099	0.506
YOR084W	-0.494	0.099
YOR085W	-0.031	-0.024
YOR086C	-0.113	-0.111
YOR087W	0.175	0.431
YOR088W	-0.151	-0.013
YOR090C	-0.035	0.117
YOR091W	-0.443	0.105
YOR092W	-0.999	-0.129
YOR093C	-0.358	0.020
YOR094W	-0.186	-0.095
YOR096W	0.377	-0.572
YOR097C	-0.294	-0.133
YOR104W	-0.352	-1.125
YOR105W	-0.199	-0.027
YOR106W	1.199	0.375
YOR112W	0.102	0.370
YOR113W	-0.128	0.159
YOR114W	-0.344	-0.280
YOR124C	-0.160	0.192
YOR126C	0.066	0.540
YOR130C	-29.518	1.013
YOR132W	1.875	1.557
YOR133W	0.090	0.054
YOR135C	-0.789	-0.541
YOR137C	0.170	0.239
YOR139C	-0.701	-0.014
YOR140W	0.750	0.308
YOR141C	-29.518	2.472
YOR147W	-0.073	0.479
YOR155C	0.222	-0.118
YOR156C	0.483	0.135
YOR161C	-0.268	-0.342
YOR161C-C	0.423	-0.994
YOR162C	0.037	-0.179
YOR165W	0.039	0.340
YOR167C	0.731	-0.102
YOR178C	-0.207	-0.282
YOR179C	1.923	1.224
YOR180C	0.727	0.939
YOR183W	1.399	0.820
YOR184W	-28.519	1.013
YOR187W	0.618	-0.126
YOR189W	0.937	0.504
YOR191W	-1.157	-1.025
