orf	hom | growth (relative abundance in pooled culture) | dieldrin (dieldrin [115 uM]) | Gaytan BD~Vulpe CD, 2013	hom | growth (relative abundance in pooled culture) | dieldrin (dieldrin [230 uM]) | Gaytan BD~Vulpe CD, 2013	hom | growth (relative abundance in pooled culture) | dieldrin (dieldrin [460 uM]) | Gaytan BD~Vulpe CD, 2013
YAL002W	3.1328053308967405	3.6330951108875493	0.03950615095551106
YAL020C	2.1640261723463436	0.030788941617690985	0.03950615095551106
YAL044C	-2.8182666430556997	-3.8486177022113868	-3.871602793639916
YAL053W	-0.05032619005456457	0.030788941617690985	-1.59012257595925
YAL056W	-0.05032619005456457	-3.0173162785337277	-3.328393218001662
YAL066W	-0.05032619005456457	0.030788941617690985	-2.024690236469853
YAR003W	-0.05032619005456457	0.030788941617690985	-2.3506159818528056
YBL007C	2.5792172402965137	0.030788941617690985	0.03950615095551106
YBL011W	-0.05032619005456457	-1.908914380296848	0.03950615095551106
YBL012C	-0.05032619005456457	-2.7402158039745075	-2.2419740667251546
YBL024W	-0.05032619005456457	1.97049226353223	2.538270198891478
YBL027W	-0.05032619005456457	2.24759273809145	2.212344453508526
YBL038W	-0.05032619005456457	0.030788941617690985	2.538270198891478
YBL042C	-0.05032619005456457	0.030788941617690985	-2.6765417272357577
YBL047C	3.686393421496968	3.7716453481671595	3.2987636047850337
YBL049W	-0.05032619005456457	0.030788941617690985	-1.8074064062145516
YBL067C	-3.441053244980955	0.030788941617690985	-3.437035133129313
YBL072C	-0.05032619005456457	-1.908914380296848	0.03950615095551106
YBL078C	-0.05032619005456457	0.030788941617690985	-2.7851836423634087
YBL079W	3.1328053308967405	2.8710688058496943	2.3209863686361767
YBL081W	-3.6486487789560402	0.030788941617690985	-2.6765417272357577
YBL087C	-3.6486487789560402	-3.5715172276521674	-3.2197513028740112
YBL090W	3.755591932821996	4.1872960600059885	3.4617264774765095
YBL100C	-3.5102517563059834	-3.8486177022113868	0.03950615095551106
YBL101C	-0.05032619005456457	0.030788941617690985	2.7555540291467797
YBR020W	-0.05032619005456457	0.030788941617690985	1.9950606232532246
YBR026C	3.1328053308967405	0.030788941617690985	0.03950615095551106
YBR031W	2.1640261723463436	0.030788941617690985	2.212344453508526
YBR035C	3.547996398846911	0.030788941617690985	0.03950615095551106
YBR036C	-0.05032619005456457	0.030788941617690985	-3.5456770482569633
YBR040W	1.6104380817461164	0.030788941617690985	0.03950615095551106
YBR041W	-0.05032619005456457	0.030788941617690985	-2.2419740667251546
YBR048W	2.5792172402965137	3.1481692804089145	2.9728378594020817
YBR057C	-3.0950606883558134	-2.7402158039745075	0.03950615095551106
YBR068C	-7.800559458457742	0.030788941617690985	-6.098762053756757
YBR114W	-0.05032619005456457	2.10904250081184	1.7234558354340976
YBR129C	2.7176142629465705	2.38614297537106	1.8864187081255737
YBR131W	-0.05032619005456457	0.030788941617690985	-3.6543189633846143
YBR138C	6.592730897148159	0.030788941617690985	2.538270198891478
YBR139W	1.7488351043961732	0.030788941617690985	0.03950615095551106
YBR162C	2.5792172402965137	0.030788941617690985	2.9728378594020817
YBR163W	2.5792172402965137	3.0788941617691097	2.538270198891478
YBR164C	-0.05032619005456457	0.030788941617690985	-3.1654303453101864
YBR169C	-1.7110904618552454	0.030788941617690985	0.03950615095551106
YBR171W	-4.06383984690621	-4.125718176770607	0.03950615095551106
YBR177C	-1.8494874845053024	0.030788941617690985	0.03950615095551106
YBR181C	-0.05032619005456457	2.5246932126506696	3.1901216896573827
YBR184W	-2.8182666430556997	0.030788941617690985	0.03950615095551106
YBR187W	-4.617427937506437	-4.957019600448267	-3.1111093877463607
YBR213W	-3.3718547336559266	-3.4329669903725573	-2.3506159818528056
YBR217W	-0.05032619005456457	0.030788941617690985	-3.2197513028740112
YBR221C	-3.787045801606097	-4.194993295410412	-3.70863992094844
YBR225W	-2.1262815298054156	0.030788941617690985	-1.3728387457039488
YBR239C	-1.8494874845053024	0.030788941617690985	0.03950615095551106
YBR251W	2.7176142629465705	4.048745822726379	3.4617264774765095
YBR261C	1.333644036446003	0.030788941617690985	1.34320913248732
YBR267W	2.8560112855966273	0.030788941617690985	3.0814797745297318
YBR290W	-0.05032619005456457	-1.770364143017238	-2.187653109161329
YBR298C	-4.617427937506437	-5.372670312287096	-3.1111093877463607
YCL001W-A	-0.05032619005456457	-2.8787660412541176	0.03950615095551106
YCL023C	-2.1262815298054156	0.030788941617690985	0.03950615095551106
YCL026C-A	-2.9566636657057566	-2.4631153294152877	-1.9160483213422024
YCL028W	-1.987884507155359	-2.7402158039745075	0.03950615095551106
YCL036W	-0.05032619005456457	-3.7100674649317775	-3.7629608785122652
YCL037C	3.202003842221769	3.7716453481671595	3.4074055199126843
YCL045C	-0.05032619005456457	-2.601665566694898	-2.6765417272357577
YCL046W	-0.05032619005456457	-2.7402158039745075	-2.513578854544282
YCL055W	-4.202236869556267	-4.541368888609436	-3.2197513028740112
YCL056C	-3.0950606883558134	-3.5715172276521674	-2.3506159818528056
YCL058C	-0.05032619005456457	0.030788941617690985	2.7012330715829544
YCR001W	-0.05032619005456457	0.030788941617690985	-1.2641968305762978
YCR006C	-4.06383984690621	-4.957019600448267	-3.328393218001662
YCR007C	-6.554986254607232	-7.1738233969220255	-5.392589605427027
YCR008W	-0.05032619005456457	-1.9781894989366529	-2.133332151597504
YCR009C	-3.3718547336559266	-4.264268414050217	0.03950615095551106
YCR022C	-2.541472597755586	0.030788941617690985	0.03950615095551106
YCR031C	1.4720410590960598	1.5548415516934004	1.34320913248732
YCR033W	-0.05032619005456457	0.030788941617690985	-1.8074064062145516
