orf	hap a | growth (relative abundance in pooled culture) | selenomethionine [12 uM] | Plateau P~Lazard M, 2017	hap a | growth (relative abundance in pooled culture) | selenomethionine [20 uM] | Plateau P~Lazard M, 2017
YBR008C	-0.020886830574529447	0.42653856810254787
YBR009C	0.4962829781869677	0.90302772252511
YBR010W	0.1477075186002223	-0.12879303126237124
YBR012C	-0.22489599849954006	0.6565560022925803
YBR013C	0.007109902189602653	0.1150901028965562
YBR014C	-0.2672879357189281	-0.3312416912724394
YBR016W	-0.7595950234056658	-0.5652197755514576
YBR018C	-0.12620688960770224	-0.5609748670752606
YBR019C	0.1136141650700951	0.09692781736923287
YBR020W	0.17165814259664774	0.4060677318385349
YBR022W	0.13136864836345213	0.40076619271407304
YBR023C	0.040872600928115045	0.0577177048246885
YBR024W	-0.1506580435460739	-0.25087408748833734
YBR025C	2.0023515805090444	1.7242463538128523
YBR027C	-0.06878460106782677	-0.12243551202124461
YBR028C	0.32695982262798345	-0.5409203659494792
YBR030W	0.17097128316421958	-0.3370896011206124
YBR031W	3.1920769201836503	1.7629659827977986
YBR032W	-0.2487063132537775	0.07594550013202335
YBR033W	-0.1716943476087744	-0.45739635072387175
YBR034C	-0.38705070891602333	-0.7450044026844773
YBR036C	-0.2555374924684982	-0.7615999347954
YBR037C	0.026156431058004057	-0.8348923281242007
YBR040W	-0.09390473640004246	-0.20141243261270156
YBR041W	0.7051988011641852	0.24799203661848082
YBR042C	0.572139205402115	1.016887225964205
YBR043C	-0.04041394557327291	0.14327403517319356
YBR044C	0.9981642171783479	-0.23859149087287584
YBR045C	-0.025870430477523597	0.07126909975732143
YBR046C	0.04700627781395301	0.3867893385158138
YBR047W	-0.2365221576067543	-0.19052369154767407
YBR048W	3.544925012489039	1.8369845995751275
YBR050C	0.04393760345803958	-0.3073572516022141
YBR051W	-0.315191194112624	0.01814999131018888
YBR052C	0.29341122368818406	0.44230894080477773
YBR053C	-0.004572889720357074	-0.45892406476788944
YBR054W	-0.1774548289863957	-0.23421496537201147
YBR056W	-0.2946286377567641	-0.294880151121109
YBR057C	0.08628873441249243	0.38403016828834785
YBR058C	-2.0654589474596814	-2.9828148544089292
YBR059C	1.5943141194897736	0.755642800537447
YBR061C	-0.16271079327976432	-0.49383603044054625
YBR062C	0.6139132305451945	0.5830642543897111
YBR063C	0.006197905722501006	-0.5959433994093318
YBR064W	0.15769001294632234	0.13646267122754777
YBR065C	-0.6215552811181246	-0.5731086066948999
YBR066C	-0.12778243169761555	-0.057682259448275874
YBR067C	-0.13166567101336948	0.23816174811871962
YBR068C	0.8439040330729974	0.8072354329549492
YBR069C	-0.4565471752034581	-1.310777371961713
YBR071W	-0.168997089317577	-0.13782231077009258
YBR072W	-0.0846477622697369	0.09361005587368107
YBR073W	0.05931814141220823	0.7729642832086913
YBR074W	-0.017088019009571506	-0.22107312263680154
YBR076W	-0.1627916882512716	-0.3683457554348011
YBR077C	-0.3152934700235024	-0.23214112058685726
YBR078W	1.431349218548691	0.48309197897810474
YBR082C	2.7731065872062817	2.7642412399030216
YBR083W	-0.5050529415738523	-0.47879641087853564
YBR084C-A	4.502248098491658	2.588785175301091
YBR084W	-0.1013200072729351	-0.772416876256173
YBR085W	-1.2684146173310695	-1.0727170956035295
YBR089C-A	0.028908749502759897	-0.13259257012371392
YBR090C	-0.08551571937910124	0.0710057784765603
YBR092C	-0.015920463057773903	-0.05461709404206563
YBR095C	-2.1207276802695225	-1.9007675614022626
YBR098W	0.3858070566582809	0.2665540690306457
YBR099C	-0.40086024647200674	-0.21593318576320145
YBR103W	0.22310520008100418	0.19060594691475435
YBR104W	-0.17591310519212985	-0.06446537616156242
YBR105C	-0.6745345141922985	-0.9374890304480357
YBR106W	2.1602859797795917	1.3103959472134596
YBR107C	0.26709359192006343	0.5388199830025473
YBR108W	-0.021334542969517863	-0.0019469630161853308
YBR111C	-0.36888604956239907	-0.03563149589833176
YBR113W	-0.10035511561061845	-0.28175478730286163
YBR114W	0.2660448771387053	-0.054807024453285655
YBR115C	-0.11672949085925133	-0.514108182312583
YBR116C	0.05245004120975972	0.4098507503850706
YBR119W	-0.7282520372588771	-0.2790745559488733
YBR120C	0.3787885043390984	-0.27712963648923844
YBR125C	0.03225194088127425	0.1677880892776867
YBR126C	0.3062859162346928	0.6899861128602326
YBR128C	0.17602185121722258	0.3265461824650113
YBR129C	-0.7618461849036793	0.7180668398086794
YBR130C	-0.13143867858770303	-0.08037070261661487
YBR131W	0.0997256693497974	-0.11327473464215801
YBR132C	-0.21158807640643146	-0.6182838079715098
YBR133C	1.119081228670473	0.4806687365778327
YBR134W	1.052163785067348	0.6212021436205667
YBR137W	0.29095074871580184	0.6289344960971639
YBR138C	0.04523598284368758	-0.1300679678097361
YBR139W	-0.053925330409236485	0.04108513770855337
YBR141C	-0.577441610205082	-0.8584972172909527
YBR144C	0.015466939171185757	0.5780763231066042
YBR145W	0.1590814635821825	0.3403434599070704
YBR147W	-0.4678209978794626	-2.3397636090720577
YBR148W	0.018676441013308873	0.14768935426422017
YBR149W	-0.09798532769527353	-0.259416954927054
YBR150C	0.20948961935458255	0.4075176394244445
YBR151W	0.378921031637141	0.44599739942717465
YBR156C	0.04841912342876037	0.2576815440700674
YBR157C	0.0590743547307828	0.4430012767865353
YBR158W	0.16759583505339434	0.35078122738175643
YBR159W	0.12135098073741425	0.35517668391507035
YBR161W	-0.0006520722882047402	-0.12120213299303685
YBR162C	0.7585030330841663	0.6245219623073779
YBR162W-A	0.1837035474059565	0.19872406383596933
YBR163W	0.33139441647100115	-0.3744382083219141
YBR164C	-0.5121712924153461	-0.9544435745502899
YBR165W	0.6591609200657171	0.4047892544190554
YBR166C	0.3349834062833016	0.3850643081805521
YBR168W	1.9424859916074955	1.6006858422717358
YBR169C	0.290208131802522	0.6042729076059531
YBR170C	0.6969878887357923	1.6585581773535647
YBR171W	1.3025509093190364	0.7392472753060554
YBR172C	1.3224419571974413	0.7015548277370309
YBR173C	0.8884368589057947	0.29138563861253486
YBR174C	0.5710089011107621	1.351704399472415
YBR175W	0.24745224971377444	0.976523289275303
YBR176W	0.33711120293551483	0.45845489786477633
YBR177C	-0.27937210118132316	-0.35001154101707155
YBR179C	0.42119166713386713	-0.06356421929976222
YBR180W	-0.09720838773411179	-0.2126170128979031
YBR181C	3.5199611257112657	2.7662888847345264
YBR182C	-0.17449648923565067	-0.07279911350611194
YBR183W	0.22265479686835	0.5752409068024451
YBR184W	-0.25657806251782916	-0.3925805769379044
YBR185C	-0.2144159383920529	-0.40581628458991026
YBR186W	-0.3185768165194904	-0.45140427418716794
YBR187W	-0.19761756806034594	-0.08221902726215495
YBR188C	-0.1554049860254718	0.1802617809555262
YBR189W	1.575838174198416	0.922609544488282
YBR191W	-0.8791011369533026	-1.6590173962387187
YBR194W	0.656902101092626	1.112454475409416
YBR195C	1.2371611941132141	0.9972803734398443
YBR197C	-0.2771005555917557	-0.6346478971807075
YBR199W	-0.4830714506580695	-0.5996875345011591
YBR200W	-0.2820059699754063	0.6280417734434572
YBR201W	1.22290570146139	1.0176089943314062
YBR203W	0.06408076605046294	-0.4112549172259417
YBR204C	-0.16011056089019238	0.16336791247872715
YBR205W	-0.07486085962767064	0.26974656474728953
YBR206W	0.07587922640878544	-0.3653048135415403
YBR207W	-0.2774198420817393	0.3383214758407759
YBR208C	-0.11281161667778675	-0.10891094680672585
YBR209W	0.6421345264983749	0.441908237227296
YBR210W	0.09296054347190166	-0.397959344366894
YBR212W	0.6351196359412199	0.4265747994395354
YBR213W	-0.26764258019253495	0.4745269497867622
YBR214W	-0.020256568340771507	0.39316172258929233
YBR215W	-0.051508443676916406	0.12327020483048927
YBR216C	-0.4880759075604509	-0.3172087248677807
YBR217W	-0.10743474678367472	-0.38080316705801565
YBR218C	0.0885195946080027	0.1565503726754472
YBR219C	-0.10574536624978473	-0.6027304472554905
YBR220C	-0.11403193269942213	0.057688816499656466
YBR221C	0.01676201488735516	-0.7359343335984876
YBR222C	0.137982343225009	-0.0929886350206877
YBR223C	-0.06296968230966052	0.0873613438630097
YBR224W	1.0953020085486924	0.5142672643470396
YBR225W	1.2189886096628582	0.9679435759520539
YBR226C	0.9394379549620616	0.5220838330538247
YBR227C	0.02555378914736117	0.23924942656804035
YBR228W	0.15165520704559074	-0.008124438551689988
YBR229C	0.3633237438354667	0.6727202794153104
YBR230C	0.3127813059825572	0.6516020092805458
YBR231C	-0.6882145411184808	-1.4719216123269356
YBR232C	-0.10213379346212977	0.009425939134522757
YBR233W	-0.024096756534486164	-0.11672456609753465
YBR235W	-0.12245258786758738	0.01192810838632304
YBR238C	-1.246323021121739	-0.8177757468400764
YBR239C	-0.07488012792020046	0.05602809317551189
YBR240C	0.3211450300864346	0.3171878294801463
YBR241C	0.13500397274108195	-0.3847855557418089
YBR242W	-0.054782380706091365	0.04020019843662294
YBR244W	0.20533087927299762	0.16490545514351132
YBR245C	0.46285747156002544	-0.13529555263289675
YBR246W	2.6293949174724647	1.07186515020343
YBR248C	0.4044489736404596	0.07625848800930773
YBR250W	-0.13656506078852418	-0.5168772354433261
YBR251W	0.8230269344754515	-0.2161157764865427
YBR255W	-0.17395192816223867	-0.21706523055342333
YBR258C	0.052277812460482874	0.4568425921954795
YBR259W	-0.0004387654201853568	0.16231163710896307
YBR260C	0.010309008182276768	-0.21721518872033313
YBR261C	0.9697182075364852	0.5913659947436758
YBR262C	-1.3079990001445747	-0.9745255700811417
YBR263W	0.39219039654564025	0.4574610549263809
YBR264C	-0.018126249949658804	-0.24812430487222364
YBR266C	3.1296003390952247	1.4653696739324362
YBR268W	0.9840851427272309	0.7094519764737841
YBR269C	-0.9228573173678478	-1.554836389900821
YBR270C	0.23188388613274852	0.33170298642931606
YBR271W	0.1949291844012033	-0.11285533250476078
YBR272C	-1.617832923911174	
YBR273C	-0.3835447543150797	-1.0998209804812882
YBR275C	0.21878949939412398	0.21186094722636764
YBR276C	0.4492511602494818	0.2670920528972743
YBR277C	-0.5415617406958289	-0.118447384158633
YBR278W	-1.0050907059091008	-0.5753931528934592
YBR279W	-2.1699600380804616	-1.4156895027949388
YBR280C	-1.247551482078494	-0.40539489316795324
YBR281C	-1.5171904682598485	-1.702832227298138
YBR282W	0.030097286153341857	-0.28499204682294305
YBR283C	-0.17795140808605403	-0.23478521504307834
YBR284W	-1.723736890389675	-2.0490051107455733
YBR285W	0.031940516489975306	-0.1918650620795219
YBR286W	-1.8613048060024748	-2.0428977708370035
YBR287W	-0.07075016880808417	-0.3932224413748617
YBR288C	0.2645880463961578	-0.3132573519664911
YBR290W	0.3235416849584176	-0.18920757882183617
YBR291C	-1.8915500003626917	-2.015459438794013
YBR292C	-0.27107676127438113	-0.43957878619508567
YBR293W	0.03533439090163016	0.047721661215067816
YBR294W	-0.3504889425574722	-0.9083907029466222
YBR295W	-1.6862283065176948	-1.973145031243198
YBR296C	-0.008236828487620284	-0.24281849592821825
YBR297W	-1.7792275316734847	-1.324061307003955
YBR298C	-1.7116797550501677	-2.2640528302505087
YBR299W	0.14473534855700607	0.37002936811546094
YBR300C	-0.15687481053984803	-0.0567574880753119
YBR301W	0.13510259105947675	-0.3878555508196038
YCL001W	0.588927846957986	0.01665207555157436
YCL001W-A	-1.6148018940774755	-2.105026448307433
YCL002C	0.019605828759302696	0.09652488446758628
YCL005W	0.9048189159591461	0.6093500648092942
YCL008C	-3.553573745869085	-6.032708270531929
YCL009C	1.00893846417996	0.7396763733307267
YCL010C	2.5418756600502794	2.102209178579967
YCL014W	-0.09869638054553591	0.25447553582743565
YCL016C	1.3517890075627008	0.9770913662754375
YCL022C	-0.19185651311088203	0.06815515040034513
YCL023C	-0.3090211883265622	-0.7779136235612693
YCL024W	-0.11907916758489236	0.40022516842253375
YCL025C	0.17079909028519533	0.5480651537528451
YCL026C-A	-0.06682956148735386	0.015215146914713668
YCL027W	-0.1154836428254198	-0.2794482958090531
YCL028W	0.3420579046048173	0.02131214785967522
YCL029C	-0.3989890598370767	-1.8659425365013889
YCL030C	0.09923386493232904	-0.016800569166108104
YCL033C	-1.253226370299	-1.9090601545198151
YCL034W	0.018551917065532022	-0.5490961553716275
YCL035C	0.13922705526577758	0.4329355902824675
YCL036W	-1.4490421835622889	-2.1917685148112955
YCL037C	-2.068436801040574	-1.482168147670653
YCL038C	0.24322871510241678	0.05048710326717759
YCL039W	-0.6544150730302041	-0.3450075305487236
YCL040W	0.04721534307737754	-0.15309476848075143
YCL042W	-0.20895545838715765	-0.32811058297591994
YCL044C	-0.09252493829128829	-0.3983556350794233
YCL045C	-0.8369705595844273	-1.1477118453297723
YCL046W	-0.5371391200625274	-0.4489817427912485
YCL047C	-0.3653005999892864	0.06827320967228288
YCL048W	0.009669233710367866	0.23850467102662856
YCL049C	0.037504182720860285	0.024842502122932954
YCL050C	-1.521794018977275	-1.552727195055556
YCL051W	0.41873861596555095	0.9915733458835578
YCL055W	0.288592593009075	0.3458400596179368
YCL056C	-1.4042248811260298	-0.9893976259491218
YCL057W	0.07924745395874408	-0.176667598766374
YCL058C	4.133660557159831	3.643421177909576
YCL061C	-0.5377960670518034	-0.618230665100497
YCL063W	-0.4801052642287324	-1.269823437427743
YCL069W	0.0836832927882411	-0.19090198353936533
YCL076W	0.0014001541387638366	0.2552315224253554
YCR001W	-0.020833984400423805	-0.022528919865509683
YCR002C	3.1096319358413576	1.5010287137267826
YCR003W	0.6931342492130966	-0.1334946003690995
YCR004C	-0.036379625576448756	-1.142144698547835
YCR005C	0.31877989066679224	-0.3253987055686874
YCR006C	-0.024511569865757366	-0.09645494674072656
YCR007C	0.04467107155543033	0.39381579662732874
YCR008W	0.47913807404729547	-0.28770874337288865
YCR009C	-2.7439865028809747	-2.457040627158681
YCR010C	-0.042624157914757335	0.43759356482759704
YCR011C	0.23964495428863475	0.58232579642467
YCR014C	0.09579724043775487	0.23020348123226198
YCR015C	0.027635041786131846	0.0010821800153004123
YCR016W	0.533217652955387	0.059945166859753686
YCR017C	0.6612762908583673	0.31192952959178294
YCR019W	-1.4956617721404828	-2.0941905580585156
YCR020C	-1.1155267840311525	-1.0602362635764957
YCR020C-A	1.656034059938511	1.0271717781026823
YCR021C	0.017172533178802993	-0.6423997707764328
YCR022C	-0.2489971835062404	-0.31648343123143186
YCR023C	-0.11082758323698809	0.010187569997063694
YCR024C	-0.9441510345111437	-0.4315348209842765
YCR024C-A	-2.4068804644564916	-3.076357441968791
YCR025C	-2.0935105776200587	-2.6422800750053237
YCR026C	-2.2746790242296075	-2.1492129056115035
YCR027C	-3.1985841624884137	-7.78851176269532
YCR030C	-0.14192041951069043	-0.22232651337821807
YCR031C	1.984622228581003	0.8250677801855708
YCR032W	-0.7290339627878196	-1.2805615453323764
YCR033W	-0.32994739280221264	0.24992975146491464
YCR034W	1.6694830497740643	1.02382902384133
YCR036W	-1.2621234896869862	-2.349500206654476
YCR037C	0.15627904759912742	-0.05556711284960629
YCR043C	0.060580539138700235	0.03646300046759842
YCR044C	1.796791146493854	2.1293034888311535
YCR045C	-1.8262794291475828	-1.7335648197127014
YCR046C	0.3913800301349714	-0.17445990747296905
YCR048W	0.09976385090412879	0.5207090788809786
YCR049C	0.10975983723910036	-0.5343613662519107
YCR050C	-2.131782868947613	-1.824255497181662
YCR051W	1.4832096332650915	0.14830229971249972
YCR053W	-6.266135505864616	-3.372437593025536
YCR059C	0.21664354590262763	-0.07703355268038795
YCR060W	-0.08287387983863945	-0.36529333662590446
YCR061W	0.7351882666818625	0.14163795279697058
YCR065W	-0.6451592065231055	-0.38698159283160005
YCR066W	0.6911971046265651	0.3552226317604356
YCR067C	-0.06771676611352025	0.2136341143912423
YCR068W	-2.003431506884019	-2.173398840054568
YCR069W	-0.15544351670155496	-0.9102235910424191
YCR071C	0.396296620800793	-0.16752915628002335
YCR073C	0.21387159163356922	0.3557168768646662
YCR073W-A	-0.2812427315943337	-0.4216949010574785
YCR075C	0.14779105650988247	0.28008421244132503
YCR076C	-0.10847970354729401	-0.15489818562085197
YCR077C	4.1610987206697265	2.3602639721538443
YCR079W	3.5295609912606993	0.8281903137584316
YCR081W	1.0364258831817839	0.35636424405844136
YCR082W	0.18143100434369555	-0.47751109112988516
YCR084C	4.277128094909306	2.0014999037695573
YCR085W	-1.7025487605786163	-1.6770262361354293
YCR086W	-0.7486118757556086	-0.18911474521590396
YCR087C-A	-2.0269923160500203	-1.9009883351005974
YCR087W	-1.9597373827701658	-1.3669524258652312
YCR088W	-0.45964679061867947	-0.06113579118944127
YCR089W	-0.10205843125088658	-0.09539996941491283
YCR090C	-0.07675355990993198	0.35090156885586876
YCR092C	-0.39578995764162556	-0.2869283253690386
YCR094W	-0.35858693529333713	-2.1970045789533863
YCR095C	0.8935531200787759	0.4021408508397466
YCR098C	-0.2846608147298698	-0.6670718214499084
YCR099C	-0.1474613772104865	-0.2964772662667855
YCR100C	0.20167417049743874	0.38557670099478214
YCR101C	-0.42085750305055064	0.48937983851794215
YCR102C	-0.25332554664167506	0.5324710444583373
YCR102W-A	-0.12798330613236833	0.058357490454484046
YCR105W	-0.1915857162894852	-0.41725626279412387
YCR106W	-0.2242561853963013	-0.36009974122286237
YCR107W	0.2899626281146081	0.7164689112408748
YDL001W	-0.36445578532194284	-0.17172221795799142
YDL002C	1.5153140020956049	0.6613459418287425
YDL005C	2.480714017655591	-0.646471357859691
YDL006W	-3.4237031693668794	-5.683281426531117
YDL009C	-0.06697600321922458	1.3159207673802338
YDL010W	-0.35584445450806107	-0.5969734166654425
YDL011C	-0.36960418825319197	-0.20293250245721223
YDL012C	-0.3617050188519199	-1.0193479013221685
YDL013W	1.250254081797726	0.194643190585978
YDL018C	-0.10067557035654967	-0.5457347746714324
YDL019C	-0.2854135943020654	-0.21313319979085302
YDL020C	2.41480119174951	0.1477533783999579
YDL021W	-0.10566062359284922	-0.4056443961454622
YDL022W	-0.306857479375924	-0.4977959041621994
YDL023C	-0.22448353557311923	0.11632051249618182
YDL024C	0.5958275900812645	0.7561482858836482
YDL025C	-1.0545016701948835	-0.6604522937002656
YDL026W	-0.1287186291008197	-0.4004272079337961
YDL027C	-0.26819384201532065	-0.08521531974316401
YDL032W	-0.05245256592846282	0.049414385417632586
YDL033C	0.2832178569051982	-0.3173423749635865
YDL034W	0.04443929553482622	0.014659669024773427
YDL035C	0.9265807988178224	0.8083870657579676
YDL036C	-0.26779929543955505	-0.5122308531638858
YDL037C	-0.005967071570600637	-0.4423964642891383
YDL039C	0.0890537859388521	-0.43055916075076356
YDL041W	-0.5127381586357485	-0.48561058835073423
YDL042C	-0.452069523567784	-0.013809971261198662
YDL044C	0.7055250008633874	-0.30400615961472505
YDL045W-A	0.30513627229929186	-1.1199269555333504
YDL046W	-0.30180862586426926	-1.470533820915141
YDL048C	-0.024977525923830415	-0.2973464130640368
YDL049C	0.5524150077322584	-0.6815903584848969
YDL050C	0.1057896855498131	0.23447880260552048
YDL051W	-0.3332400763110275	-0.20667765235902893
YDL052C	0.5313233603117503	-0.14694488038886988
YDL053C	0.21771069270095794	-0.22935610457456887
YDL054C	-0.028520053686709256	-0.197972031327483
YDL056W	0.7857157599357111	0.11967446358600303
YDL057W	0.4760116819418288	-0.544003317297706
YDL059C	0.23854381112706474	0.12437186290280665
YDL061C	0.9001277045864793	0.6380609567277004
YDL063C	2.610713999153288	0.08020722531875223
YDL065C	-0.7290109974716131	-1.275433829193618
YDL066W	0.08965847448625426	0.10794527274289104
YDL067C	-0.24109917811828704	-0.5094728317545748
YDL069C	-0.5134130995015913	-1.37790113174933
YDL070W	-1.1760219997691712	-0.8340703934687514
YDL071C	-0.6783796747828844	-0.7090917168291073
YDL073W	-0.7491359981590134	-0.9433632037676433
YDL074C	-0.44750205040570706	0.014768475441095469
YDL076C	-2.723979933340679	-2.4357228225070156
YDL078C	-0.07319866582451016	-0.31666876830704305
YDL079C	-0.1285145257857002	-0.27864597231306837
YDL080C	-0.5149923446717355	-0.3010517180990559
YDL081C	3.9719254895545593	0.9848397314990652
YDL082W	4.006016043876722	1.837342096433258
YDL085W	-0.18285440715851842	-0.3508976912056917
YDL086W	-0.22050769658146135	-0.32818402417594933
YDL088C	1.4713716120083649	1.3727223271360733
YDL089W	0.13238908786333048	-0.9354299097420964
YDL090C	0.7097324954365031	0.9809263502970442
