ORF	hap a | growth (relative abundance in pooled culture) | selenomethionine [12 uM] | Plateau P~Lazard M, 2017	hap a | growth (relative abundance in pooled culture) | selenomethionine [20 uM] | Plateau P~Lazard M, 2017
YDR314C	-0.191	0.061
YJR008W	0.044	-0.072
YDL149W	-0.011	0.092
YOL141W	-0.009	0.191
YPL147W	0.013	0.110
YNR065C	-0.002	-0.016
YDR026C	-0.001	0.264
YPL256C	-0.012	-0.041
YPR198W	0.009	0.253
YHR030C	-0.008	-0.097
YGR069W	-0.006	0.044
YDL089W	0.000	-0.375
YDR440W	0.031	-0.018
YJL186W	-0.024	-0.070
YLR138W	-0.007	0.251
YDR261C	-0.226	0.157
YPL134C	-0.015	-0.262
YLR031W	0.010	0.154
YFR045W	0.023	0.183
YEL064C	-0.005	-0.159
YAR020C	-0.015	0.102
YOL057W	0.006	0.042
YGL117W	0.009	0.242
YNL066W	0.026	0.173
YGL176C	-0.202	0.316
YBR301W	0.002	-0.130
YCL035C	0.006	0.237
YDL186W	-0.007	0.070
YML116W	0.039	0.218
YGR291C	0.003	0.165
YPR195C	0.020	0.260
YHR032W	0.007	0.051
YGL180W	-0.005	0.313
YJL049W	-0.037	-0.003
YPL226W	-0.007	-0.047
YHL024W	0.027	0.040
YLR096W	-0.017	0.250
YML056C	-0.004	-0.037
YGR100W	-0.026	0.092
YOR052C	0.004	-0.153
YFR014C	-0.003	0.111
YKL147C	0.008	0.286
YMR317W	0.018	0.192
YBR022W	-0.001	0.223
YHR044C	0.003	0.095
YGL164C	0.013	0.049
YDR481C	0.014	-0.045
YJL159W	-0.018	-0.017
YJR075W	-0.029	0.025
YCL025C	0.034	0.289
YDL050C	-0.024	0.148
YAL026C	-0.001	-0.268
YOR012W	0.028	-0.037
YBR241C	0.002	-0.129
YJR039W	0.021	0.060
YDL222C	0.012	0.194
YML099C	0.014	0.230
YLR102C	0.016	0.128
YDL230W	0.001	0.058
YNL074C	-0.000	0.370
YBR299W	0.011	0.209
YKL017C	-0.000	-0.097
YDR298C	-0.284	-0.134
YJL155C	0.006	0.147
YNR069C	-0.001	-0.016
YGL009C	-0.049	-0.530
YGR066C	0.009	0.126
YHR163W	0.000	0.092
YML004C	0.002	0.125
YBL086C	0.010	0.167
YDL177C	0.002	0.094
YMR255W	0.009	0.185
YKL069W	0.022	0.247
YHR077C	0.003	-0.070
YPR193C	0.007	0.052
YER150W	0.017	-0.251
YDL109C	0.002	0.122
YAL018C	0.007	0.098
YPR089W	0.012	-0.144
YAL061W	0.012	0.033
YMR017W	0.010	0.302
YCR075C	0.014	0.169
YNL072W	0.010	-0.198
YOR128C	0.013	0.191
YHR204W	0.004	-0.169
YBR010W	0.014	-0.014
YGL148W	0.084	-0.221
YNL274C	0.011	0.063
YFL030W	0.003	0.259
YBR222C	0.005	0.002
YER053C	0.018	0.312
YCR037C	0.021	0.019
YDR169C	0.032	0.041
YBR064W	0.022	0.105
YMR158C-A	0.012	0.157
YOR239W	0.009	-0.104
YLR188W	-0.000	-0.286
YDL187C	0.014	0.205
YOR072W	0.020	0.074
YPR031W	0.036	0.144
YDL213C	0.019	0.195
YPR012W	0.029	0.082
YBR228W	0.017	0.040
YFR054C	-0.002	-0.019
YJL084C	0.014	0.190
YHR132C	0.042	0.051
YOL147C	0.022	0.003
YLR433C	0.014	-0.092
YOL031C	0.038	0.136
YJL057C	0.012	0.082
YNL014W	0.019	0.146
YFR006W	0.011	-0.069
YIR027C	0.003	0.285
YNL085W	0.006	0.142
YDL124W	0.027	0.241
YNR031C	0.021	0.068
YKL106W	0.021	0.210
YDR063W	0.011	0.120
YJL199C	-0.006	-0.161
YAL036C	0.028	0.190
YGL203C	0.029	0.407
YER123W	0.014	-0.020
YDR117C	0.017	0.202
YJR030C	-0.000	0.119
YPL165C	0.033	0.210
YGR134W	0.029	-0.026
YKR102W	0.027	0.181
YLR207W	0.029	0.247
YOL042W	0.019	0.172
YOR016C	0.037	0.069
YOL088C	0.017	0.127
YDL135C	0.055	1.022
YGR142W	0.022	-0.180
YMR226C	0.028	-0.029
YOR230W	0.012	0.246
YDR333C	0.022	0.317
YEL066W	0.022	0.217
YPL027W	0.031	0.230
YDR406W	0.060	0.128
YHR114W	0.014	0.024
YLR120C	0.025	0.130
YJR031C	0.029	0.018
YBR020W	0.035	0.225
YDR193W	0.035	0.026
YBL102W	0.031	0.105
YDL093W	0.028	0.140
YJR131W	0.023	0.374
YBR145W	0.024	0.196
YPL058C	0.012	0.065
YNR064C	0.030	-0.024
YDR497C	0.019	-0.169
YBR162W-A	0.046	0.132
YLR428C	0.035	0.340
YLR094C	-0.347	0.162
YOR186W	0.060	0.379
YJL163C	0.029	0.127
YHR198C	0.010	0.232
YBR030W	0.034	-0.107
YNR058W	0.018	-0.072
YML012W	0.031	0.244
YOR321W	0.013	0.180
YOR161C	0.046	0.136
YPL159C	0.076	0.078
YDR483W	0.030	0.126
YNL111C	0.018	-0.039
YDR115W	0.047	-0.225
YKL008C	0.039	0.012
YKR042W	0.021	0.115
YCR020C	-1.109	-0.431
YOR100C	0.046	0.268
YGR050C	0.039	-0.003
YER135C	0.058	0.200
YAL034C	0.040	0.310
YNL183C	0.049	-0.334
YPL127C	0.038	0.118
YNL142W	-0.028	0.207
YBR128C	0.039	0.190
YPR046W	0.048	0.052
YMR103C	0.039	0.156
YPR127W	0.038	0.342
YDL094C	0.014	-0.126
YML002W	0.007	0.124
YPR073C	0.028	-0.095
YLR070C	0.035	0.193
YOR067C	0.016	0.048
YNL264C	0.038	0.269
YOR195W	0.042	0.096
YJL178C	0.107	0.003
YLL052C	0.036	0.053
YJR108W	0.035	0.113
YIL039W	0.040	0.163
YLR269C	0.037	0.035
YLR444C	0.038	0.308
YEL028W	0.055	0.031
YOL103W	0.043	0.173
YJR111C	0.032	-0.053
YOR245C	0.042	0.051
YHR049W	0.044	0.114
YOR377W	0.028	0.153
YGR288W	0.051	0.104
YPL141C	0.039	0.196
YER121W	0.068	0.391
YPL009C	0.059	-0.099
YGL090W	0.058	0.237
YER149C	0.043	0.055
YML037C	0.024	0.153
YDL169C	0.042	0.115
YNL195C	0.032	0.018
YDR383C	0.051	0.064
YJL043W	0.055	0.242
YLR367W	0.048	0.079
YKL102C	0.031	0.122
YJR109C	0.039	-0.008
YMR037C	0.026	-0.381
YDR340W	0.033	0.208
YGR230W	0.081	0.087
YML021C	0.046	0.166
YPR003C	0.053	0.175
YLR262C-A	0.054	0.182
YCR082W	0.044	-0.170
YPL155C	0.038	-0.013
YBR271W	0.056	-0.007
YBR103W	0.081	0.129
YGR242W	0.053	0.005
YOL050C	0.042	0.000
YDR318W	0.037	-0.071
YOR019W	0.050	0.616
YAL022C	0.045	0.077
YHR158C	0.059	-0.150
YKR070W	0.055	0.100
YMR166C	0.073	-0.228
YPL253C	0.080	0.076
YML054C	0.061	0.070
YBR244W	0.065	0.117
YPL220W	0.049	0.028
YJR083C	0.045	0.130
YDR387C	0.049	0.052
YOR081C	0.045	0.020
YPR140W	0.068	0.215
YLR164W	0.040	0.400
YMR300C	0.122	0.057
YIL111W	0.056	-0.492
YLL002W	0.055	-0.889
YGL101W	0.044	0.305
YNL321W	0.047	0.040
YOR253W	0.050	0.190
YLR434C	0.055	0.240
YMR153C-A	0.061	0.384
YFR056C	0.061	0.111
YOR179C	0.062	0.265
YLL021W	0.085	-0.216
YPR184W	0.040	-0.170
YOR383C	0.055	0.034
YBL107C	0.045	0.318
YMR162C	0.070	0.587
YLR257W	0.070	0.450
YOR313C	0.065	0.208
YOR129C	0.055	0.049
YPL073C	0.047	0.244
YKL043W	0.117	0.359
YHR067W	-0.179	0.190
YIL043C	0.059	0.216
YOL068C	0.057	0.171
YBR150C	0.069	0.226
YPL240C	0.065	0.426
YGR096W	0.078	0.048
YOR305W	0.302	0.074
YFR013W	0.066	-0.003
YNL071W	0.024	-0.150
YBR270C	0.088	0.192
YPL189W	0.063	0.108
YDR306C	0.075	0.027
YDR191W	0.066	0.004
YNL146W	0.076	0.117
YIL025C	0.077	0.403
YGR080W	0.082	0.168
YOR283W	0.107	0.094
YLR456W	0.087	0.235
YDR524C	0.042	0.101
YCR059C	0.075	0.009
YBR275C	0.077	0.138
YPR022C	0.085	0.376
YBL056W	0.067	0.174
YBL068W	0.069	0.212
YOR197W	0.060	0.072
YMR297W	0.065	0.452
YOR352W	0.069	-0.085
YLL051C	0.071	-0.060
YHR181W	0.086	0.108
YJR035W	0.092	0.145
YHR160C	0.065	0.147
YGL165C	0.071	0.081
YDR250C	0.088	0.345
YCR073C	0.072	0.203
YKR095W	0.074	0.079
YER060W-A	0.055	0.054
YDL053C	0.076	-0.059
YPL187W	0.100	0.161
YDR503C	0.082	0.147
YGR287C	0.075	0.114
YGL081W	0.172	0.475
YJR084W	0.073	0.016
YFL020C	0.100	0.328
YDL059C	0.094	0.099
YOR045W	0.110	0.302
YMR291W	0.075	-0.033
YKL140W	0.084	0.267
YOR126C	0.073	-0.016
YBL045C	0.083	-0.148
YNR074C	0.090	0.322
YAL042W	0.065	-0.014
YFL051C	0.084	0.198
YHR121W	0.068	0.235
YLL001W	0.086	0.185
YLR324W	0.063	0.085
YJL141C	0.002	0.240
YNL334C	0.062	-0.092
YCL038C	0.099	0.066
YGR289C	0.090	-0.095
YBR183W	0.080	0.301
YLR130C	0.082	-0.115
YIL162W	0.082	-0.039
YNR071C	0.064	0.210
YHR057C	0.077	0.399
YER027C	0.089	0.258
YOR368W	0.047	0.324
YOR213C	0.082	0.086
YPL064C	0.067	0.252
YLL060C	0.079	0.173
YDR223W	0.089	0.319
YDL174C	0.089	-0.017
YOR364W	0.088	0.141
YIL158W	0.077	0.176
YML005W	0.092	0.299
YJL129C	0.018	-0.407
YGR174C	-0.037	0.017
YEL067C	0.105	0.182
YMR116C	0.186	1.048
YHL005C	-0.063	0.294
YMR048W	0.074	0.221
YMR127C	0.082	-0.083
YJL007C	0.094	-0.024
YJL036W	0.074	0.082
YML095C	0.094	-0.118
YGL085W	0.101	0.275
YPL013C	0.083	-0.130
YPR044C	0.075	-0.806
YPL249C	0.092	0.184
YAL027W	0.076	-0.026
YCR011C	0.095	0.304
YDR251W	0.098	-0.278
YNL224C	0.096	0.352
YMR161W	0.073	-0.062
YJL134W	0.079	0.005
YER163C	0.119	0.163
YDL206W	0.086	0.212
YPR138C	0.099	0.340
YFL011W	0.143	0.162
YPL111W	0.093	-0.075
YER079W	0.082	0.083
YHR195W	0.076	0.448
YER035W	0.082	0.258
YIR034C	0.082	0.275
YAL053W	0.088	-0.170
YGL232W	0.101	0.069
YNR001C	0.106	0.313
YDR148C	0.096	0.227
YGL089C	0.081	0.213
YLR214W	0.079	0.351
YDR275W	0.109	0.277
YOR093C	0.100	0.078
YGL015C	0.113	-0.044
YJL215C	0.102	0.055
YPR066W	0.105	-0.031
YHL022C	0.113	-0.101
YML096W	0.084	0.307
YOL110W	0.102	-0.338
YDR319C	0.105	0.243
YDL162C	0.086	0.269
YIL034C	0.118	0.105
YOR367W	0.083	0.241
YGR102C	0.094	-0.165
YDR239C	0.116	-0.015
YHR095W	0.097	0.349
YNL077W	0.096	0.409
YDR521W	0.094	-0.025
YNL035C	0.061	0.185
YGR033C	0.110	0.172
YIL163C	0.118	0.333
YKL146W	0.113	0.179
YNL029C	0.115	0.040
YPL194W	0.109	-0.387
YML060W	0.103	-0.159
YNL336W	0.111	0.079
YKL087C	0.098	-0.173
YBL032W	0.105	-0.030
YDR248C	0.108	0.146
YLR237W	0.090	-0.223
YMR294W	0.110	0.094
YGR021W	0.096	0.249
YNL269W	0.085	0.085
YMR158W	0.122	-0.070
YIL011W	0.099	0.143
YOR229W	0.122	0.255
YHR048W	0.091	-0.786
YNR027W	0.103	-0.144
YFL003C	0.115	0.087
YNL130C	-0.010	0.442
YHR045W	0.105	0.025
YDR272W	0.126	0.075
YDR488C	0.104	-0.050
YGL158W	0.085	0.169
YBR107C	0.120	0.285
YHR182W	0.107	-0.032
YIL160C	0.101	-0.176
YER176W	0.127	-0.051
YMR031W-A	0.098	-0.140
YLR039C	0.089	0.071
YIL136W	0.113	0.471
YMR225C	0.128	0.236
YKR023W	0.104	0.175
YPL191C	0.112	0.085
YOL059W	0.124	0.425
YER178W	0.083	-0.087
YLL020C	0.108	0.038
YNL116W	0.108	0.122
YNL293W	0.137	0.019
YER045C	0.111	-0.026
YNL013C	0.122	0.625
YDR363W-A	0.144	-0.264
YNL101W	0.102	0.255
YGL216W	0.109	0.305
YHR154W	0.074	-0.274
YER072W	-0.020	0.095
YDR438W	0.108	0.266
YPL034W	0.131	0.017
YMR153W	0.096	0.151
YER063W	0.124	0.327
YJL093C	0.120	0.227
YLR232W	0.113	0.262
YJR097W	0.054	0.196
YLR426W	0.121	-0.044
YPR199C	0.124	0.631
YOR178C	0.120	-0.115
YHR028C	0.100	0.266
YOL099C	0.107	-0.035
YCL055W	0.139	0.198
YNL327W	0.110	0.223
YJR147W	0.307	-0.118
YLR351C	0.149	0.236
YBR288C	0.118	-0.097
YAL031C	0.116	0.181
YOL070C	0.103	-0.120
YPL162C	0.053	-0.087
YFL042C	0.118	0.255
YLR168C	0.124	0.028
YOR058C	0.120	0.026
YBR114W	0.119	0.019
YLR453C	0.112	0.162
YML099W-A	0.113	-0.058
YIL065C	0.122	0.043
YJL082W	0.119	0.231
YKL206C	0.115	-0.018
YGL057C	0.120	-0.385
YBR137W	0.141	0.325
YMR042W	0.126	0.103
YHR180W	0.138	0.025
YKR026C	0.132	-0.003
YGL010W	0.108	0.421
YBL022C	0.129	-0.388
YDR221W	0.138	0.145
YKL177W	0.121	0.367
YML076C	0.130	0.076
YIL057C	0.134	0.059
YGL242C	0.135	0.262
YML014W	0.142	0.193
YKR085C	0.126	-0.256
YDR421W	0.160	-0.254
YLR015W	0.117	0.146
YKR055W	0.125	0.112
YMR316C-A	0.129	0.257
YBR169C	0.140	0.314
YDR234W	0.133	0.162
YIL105C	0.134	0.119
YCR107W	0.140	0.364
YGL144C	0.003	0.541
YDR424C	0.138	0.443
YOR092W	0.114	0.862
YFL054C	0.129	0.108
YGL250W	0.116	0.372
YDR095C	0.140	0.065
YIL055C	0.135	-0.073
YDR313C	0.121	0.299
YGL259W	0.126	0.418
YOL109W	0.136	0.298
YMR267W	0.150	-0.304
YNL191W	0.425	0.555
YOR065W	0.130	-0.042
YCR100C	0.062	0.216
YDR018C	0.143	0.310
YPR157W	0.151	0.102
YBR230C	0.160	0.335
YMR148W	0.128	0.121
YDR354W	-0.739	0.083
YIR020C	0.133	0.236
YNL164C	0.099	-0.041
YIL059C	0.131	0.017
YEL006W	0.150	0.261
YHL044W	0.116	0.443
YGR144W	0.145	0.029
YDL045W-A	0.154	-0.457
YMR031C	0.139	0.248
YBR052C	0.143	0.241
YGL236C	0.150	0.192
YPL216W	0.148	0.150
YDR391C	0.143	0.262
YPL186C	0.160	0.339
YDR467C	0.174	0.389
YDR307W	0.149	0.103
YLR385C	0.178	0.274
YJL028W	0.123	-0.722
YBR126C	0.155	0.352
YDL201W	0.153	0.218
YPL196W	0.148	0.233
YGR019W	0.155	0.163
YGR040W	0.128	0.055
YIL125W	0.140	0.217
YDL033C	0.134	-0.098
YDR519W	0.141	0.115
YGL050W	0.167	0.189
YOR091W	0.142	0.375
YIR018W	0.125	0.343
YDR370C	0.161	0.278
YDR210W	0.156	0.045
YDR071C	0.152	0.185
YGL249W	0.079	-0.144
YMR294W-A	0.108	0.473
YJL173C	0.152	0.477
YOR170W	0.142	0.287
YDL127W	0.156	-0.162
YMR053C	0.148	-0.420
YBL099W	0.184	0.245
YDR139C	-0.340	-0.027
YOR351C	0.158	0.136
YMR102C	0.155	0.084
YKR088C	0.160	0.017
YKL010C	0.171	-0.027
YKL175W	0.206	0.538
YJL149W	0.168	0.045
YER170W	0.148	0.237
YPL200W	0.158	0.011
YJR107W	0.160	0.270
YIR042C	0.087	-0.067
YOL062C	0.193	0.264
YHR075C	0.165	-0.018
YLL054C	0.149	0.059
YBR166C	0.180	0.216
YGR045C	0.160	-0.001
YLL057C	0.165	0.171
YLR278C	0.165	0.087
YFL004W	0.170	0.161
YLL055W	0.082	0.283
YGL179C	0.171	0.104
YBR240C	0.168	0.185
YDR214W	0.160	0.403
YDL123W	-0.137	0.232
YOR038C	0.175	0.170
YJL077C	0.162	0.362
YER007C-A	0.167	-0.108
YFR022W	0.167	0.131
YMR282C	0.185	-0.295
YMR080C	0.194	-0.435
YOR227W	0.171	0.053
YDR389W	0.170	0.261
YJL142C	-0.077	0.478
YBR176W	0.182	0.249
YAL067C	0.185	0.232
YLR046C	0.166	0.272
YDR099W	0.162	0.240
YDR352W	0.180	0.358
YKL062W	0.171	0.215
YOR015W	0.186	0.202
YEL014C	0.173	0.239
YDR058C	0.166	0.056
YOL113W	0.176	0.259
YNL107W	0.170	0.018
YGR233C	0.168	0.220
YGL248W	0.170	0.074
YDR112W	0.182	-0.066
YFL048C	0.182	0.315
YDL112W	0.175	0.022
YDR127W	0.166	0.332
YAR003W	0.208	0.522
YER169W	0.199	-0.179
YER007W	0.167	0.107
YPR200C	0.178	0.240
YGR270W	0.275	-0.147
YCR005C	0.166	-0.102
YGL243W	0.180	-0.162
YDR158W	0.259	-0.033
YDL200C	0.167	0.251
YNL139C	0.560	0.091
YIL020C	0.194	0.393
YLR091W	0.215	-0.583
YGR072W	0.183	0.100
YPL245W	-0.959	0.100
YCL028W	0.186	0.053
YGL064C	0.189	-0.178
YBR028C	0.173	-0.198
YML086C	0.193	0.090
YDR252W	0.176	-0.016
YJR110W	0.191	0.520
YLR319C	0.212	0.071
YMR122C	0.196	0.244
YDR326C	0.183	-0.205
YMR293C	0.195	-0.193
YJL208C	0.150	-0.045
YKL064W	0.192	-0.272
YDL095W	0.197	-0.046
YEL013W	0.210	-0.267
YBR290W	0.170	-0.041
YDR479C	0.223	0.731
YDR186C	0.186	0.235
YPR059C	0.189	0.274
YFL015C	0.203	0.305
YJR036C	0.181	0.078
YDR256C	0.208	0.159
YPL184C	0.208	0.075
YLR366W	0.213	0.359
YKL160W	0.206	0.199
YNL008C	0.175	0.263
YMR184W	0.201	-0.133
YOL100W	0.226	-0.153
YHR193C	0.202	-0.216
YDR149C	0.220	-0.097
YKL169C	0.217	-0.336
YDR401W	0.219	0.316
YAL017W	0.213	0.141
YGR295C	0.219	0.271
YNL184C	0.217	-0.348
YMR283C	0.219	-0.065
YBR229C	0.205	0.344
YER166W	0.210	0.233
YOL162W	0.215	0.174
YPL108W	0.221	0.179
YPL091W	0.218	0.095
YLR032W	0.209	-0.297
YBR098W	0.225	0.163
YLR231C	0.228	-0.086
YOL023W	0.176	NaN
YLR172C	0.206	0.127
YKL136W	0.258	0.180
YBR120C	0.219	-0.080
YDR453C	0.223	0.266
YCL051W	0.255	0.487
YLR114C	0.251	-0.184
YDL175C	0.248	0.168
YDR411C	0.214	0.468
YPL036W	0.215	0.116
YOR292C	0.199	-0.006
YDR198C	0.249	0.323
YML029W	0.238	0.182
YNR060W	0.223	-0.041
YDR258C	0.251	0.311
YDR185C	0.224	0.135
YGR026W	0.231	0.313
YGL177W	0.248	0.200
YGL241W	0.187	0.495
YHR039C	0.233	0.580
YBR151W	0.219	0.243
YDR409W	0.266	0.406
YNR015W	0.233	-0.146
YLL019C	0.211	-0.140
YMR099C	0.218	0.052
YBR179C	0.257	0.015
YDR458C	0.230	0.196
YER161C	0.066	0.056
YKR050W	0.261	0.217
YBR263W	0.231	0.248
YCR046C	0.230	-0.034
YAR002C-A	0.237	0.283
YCR071C	0.235	-0.031
YGL027C	0.224	0.086
YGL132W	-0.080	0.731
YNL073W	0.226	-0.120
YGL196W	0.224	0.134
YDL202W	-0.133	0.099
YMR303C	0.248	-0.134
YOR023C	0.239	0.129
YMR070W	0.238	0.762
YER004W	0.243	0.194
YOR054C	0.086	0.278
YJL022W	0.243	-0.355
YER075C	0.249	0.215
YDL168W	0.195	0.180
YKL134C	0.252	0.040
YGR219W	0.261	-0.141
YHR146W	0.237	0.294
YNR022C	0.276	-0.119
YHL039W	0.247	-0.102
YHR018C	0.241	0.191
YMR097C	0.245	0.011
YBR163W	0.177	-0.124
YEL024W	0.246	-0.112
YNR025C	0.240	0.081
YMR064W	0.248	-0.102
YPL197C	0.249	-0.058
YMR228W	0.134	0.054
YDR130C	0.249	0.403
YDR428C	0.252	0.429
YOL020W	0.159	0.087
YJR137C	0.242	0.307
YPR115W	0.252	0.337
YLR023C	0.381	0.322
YGR001C	0.260	0.079
YOL033W	0.252	-0.105
YLR069C	0.243	0.111
YPL029W	0.248	-0.170
YOL124C	0.231	0.092
YPL099C	0.253	0.225
YOL112W	0.246	0.072
YIL159W	0.265	0.190
YDR491C	0.266	0.333
YJL135W	0.249	0.231
YIL032C	0.256	0.132
YKL138C	0.275	-0.145
YDR219C	0.276	0.339
YBR248C	0.242	0.078
YOL095C	0.287	0.018
YHR138C	0.254	0.073
YOL126C	0.248	0.057
YGR197C	0.285	0.395
YJR120W	0.247	0.325
YJR082C	0.280	0.339
YOR208W	0.270	0.239
YMR069W	0.260	0.155
YGL228W	0.249	-0.375
YMR167W	0.274	-0.133
YIR033W	0.266	-0.072
YDR263C	0.262	-0.191
YOR314W	0.263	-0.181
YOR363C	-0.239	0.413
YNR024W	0.260	0.184
YPL192C	0.274	0.123
YMR182C	0.265	-0.031
YER132C	0.263	0.176
YGL054C	0.357	0.099
YGL107C	0.267	-1.109
YDL155W	0.274	0.059
YDL125C	0.280	0.030
YGR061C	0.268	0.138
YPL195W	0.265	-0.110
YNR029C	0.109	0.453
YIL123W	0.343	0.001
YJL207C	0.268	0.329
YNL078W	0.270	0.365
YMR119W-A	0.277	0.146
YGR012W	0.294	-0.160
YAR042W	0.269	0.061
YDR297W	0.609	0.387
YOL058W	0.272	0.114
YOR190W	0.281	0.268
YBR276C	0.282	0.163
YPR191W	0.282	0.031
YDR150W	0.280	-0.034
YGR283C	0.272	-0.305
YLR427W	0.285	-0.018
YDR533C	0.278	0.648
YLR439W	0.301	0.062
YOR374W	0.271	0.317
YLR279W	0.278	-0.040
YPL035C	0.330	1.938
YNL086W	0.285	0.202
YPL150W	0.274	0.121
YPR018W	0.268	0.197
YKL007W	0.307	0.069
YIL023C	0.242	-0.118
YML103C	0.304	-0.457
YPR194C	0.273	0.120
YDR161W	0.281	-0.009
YLR253W	0.293	-0.252
YDR079W	0.441	-0.184
YNR073C	0.269	0.426
YNL082W	0.320	0.132
YPR126C	0.304	0.083
YJL047C	0.330	0.186
YLR304C	0.340	-0.277
YGR150C	0.293	-0.028
YNL333W	0.298	0.357
YBR245C	0.294	-0.017
YHR038W	0.320	0.073
YPL158C	0.231	-0.473
YGL127C	0.284	-0.426
YCR008W	0.308	-0.085
YLR455W	0.308	0.421
YPL125W	0.342	-0.010
YPR092W	0.302	-0.582
YDL057W	0.305	-0.200
YJL055W	0.306	-0.114
YGR132C	0.320	-0.060
YFL036W	0.295	-0.056
YNL323W	0.316	0.227
YNL213C	0.304	-0.432
YNL325C	0.307	0.003
YPR013C	0.320	0.110
YJL102W	0.312	-0.197
YDR466W	0.303	0.759
YGR037C	0.322	0.236
YDR042C	0.285	-0.263
YHL029C	0.324	0.249
YDL156W	0.324	-0.222
YHR106W	0.354	0.227
YPL262W	0.325	0.005
YOL093W	0.323	-0.022
YLR244C	1.586	NaN
YLR266C	0.301	0.217
YLL033W	0.317	-0.233
YDR514C	0.325	-0.017
YLR204W	0.331	-0.263
YPL006W	0.312	-0.032
YNL099C	0.320	0.188
YDR111C	0.334	0.391
YML111W	0.335	0.292
YDL210W	0.297	0.638
YKR067W	0.366	-0.038
YPL173W	0.334	-0.099
YDR067C	0.331	0.186
YGL209W	0.335	0.366
YDR078C	0.336	-0.281
YOR252W	0.480	0.376
YDR165W	0.339	0.507
YHR155W	0.311	0.213
YPL259C	0.331	0.078
YDR462W	0.343	-0.169
YPR135W	0.381	0.343
YNL319W	0.342	0.175
YBR175W	0.102	0.480
YER032W	0.336	0.161
YDL179W	0.349	0.631
YLR382C	0.342	-0.398
YDR321W	0.345	0.318
YBL038W	0.340	-0.118
YHR152W	0.369	0.609
YKL183W	0.356	0.203
YOR033C	0.366	0.089
YDL052C	0.355	-0.022
YPR060C	0.392	0.136
YFR043C	0.359	0.397
YDR408C	0.387	0.281
YHR135C	0.351	-0.205
YPR167C	0.360	0.054
YMR287C	0.376	-0.133
YCR016W	0.356	0.070
YLR303W	0.342	0.009
YLR260W	0.354	-0.171
YLR179C	0.357	0.256
YNL065W	0.366	0.358
YNR009W	0.363	0.238
YDR254W	0.351	0.183
YLR020C	0.414	-0.012
YER046W-A	0.374	0.238
YOR301W	0.432	0.032
YMR084W	0.363	-0.044
YOR220W	0.339	0.063
YMR152W	0.757	0.819
YDL096C	0.366	0.118
YMR066W	0.403	-0.083
YJR058C	0.355	-0.125
YHR207C	0.376	0.194
YNL270C	0.375	0.086
YPR125W	0.362	0.397
YHR113W	0.381	0.073
YOR150W	0.398	-0.201
YKL053C-A	0.396	0.535
YDL049C	0.373	-0.261
YOL047C	0.362	0.472
YDL024C	0.412	0.382
YHR168W	0.377	-0.566
YBL059W	0.388	0.126
YDR515W	0.404	0.383
YBR042C	0.391	0.498
YOR248W	0.373	0.259
YDR296W	0.347	-0.298
YJL121C	0.362	0.269
YGL033W	0.391	0.183
YJL198W	0.388	0.283
YLR368W	0.394	-0.082
YDR315C	0.417	0.107
YLR079W	0.398	-0.611
YDR216W	0.020	0.630
YOR108W	0.432	0.592
YNL257C	0.403	0.196
YPL227C	0.387	0.348
YML001W	0.406	-0.016
YNL259C	0.415	0.492
YPL055C	0.440	0.294
YMR039C	0.372	0.338
YLR098C	0.409	0.513
YOL152W	0.387	0.068
YGL087C	0.404	0.658
YDR305C	0.435	0.479
YMR247C	0.411	0.297
YGR215W	0.422	-0.160
YCL001W	0.406	0.051
YDL113C	0.428	-0.281
YDR268W	0.398	-0.496
YOL067C	0.387	0.531
YER057C	0.408	0.294
YGL006W	0.213	0.498
YJL110C	0.376	0.002
YIR024C	0.416	0.077
YMR029C	0.423	-0.105
YJR130C	0.429	0.311
YDL157C	0.439	-0.435
YDR237W	0.376	0.182
YNL284C	0.472	-0.076
YMR223W	0.416	0.366
YLR110C	0.420	0.387
YKR006C	0.428	-0.145
YBR009C	0.323	0.447
YJL139C	0.289	0.356
YLR182W	0.424	-0.363
YDR520C	0.487	0.523
YDR518W	0.422	0.248
YLR312W-A	0.418	0.127
YLR095C	0.422	0.101
YLR122C	0.426	0.303
YPL215W	0.433	-0.132
YJL158C	0.539	0.466
YNR072W	0.423	0.793
YER093C-A	0.432	-0.232
YLL062C	0.292	0.518
YBR062C	0.428	0.304
YKL011C	0.439	0.136
YML017W	0.447	0.060
YPL225W	0.432	0.358
YBR212W	0.447	0.234
YPR087W	0.450	0.423
YPR064W	0.442	-0.220
YBL079W	0.440	0.327
YNL076W	0.434	0.128
YGL133W	0.404	0.202
YGR279C	0.436	0.151
YLR058C	0.451	0.628
YDR528W	0.433	0.223
YLR055C	0.479	0.013
YOL013W-B	0.407	0.536
YOL027C	0.464	-0.187
YLR297W	0.460	0.409
YNR020C	0.407	0.531
YDR094W	0.406	0.623
YGR129W	0.650	0.233
YPR067W	0.443	0.637
YDL106C	0.455	0.226
YIR016W	0.477	0.173
YDR405W	0.455	0.058
YER062C	0.506	-0.778
YGR022C	0.461	-0.296
YPL018W	0.452	-0.197
YKL170W	0.554	-0.196
YBR209W	0.453	0.241
YLL024C	0.468	0.131
YOR247W	0.426	0.312
YNL016W	0.447	-0.120
YDR452W	0.442	0.621
YBR194W	0.466	0.541
YFR044C	0.457	0.068
YDR206W	0.466	0.206
YER103W	0.462	-0.121
YCR017C	0.470	0.183
