orf	hap a | growth (relative abundance in pooled culture) | selenomethionine [12 uM] | Plateau P~Lazard M, 2017	hap a | growth (relative abundance in pooled culture) | selenomethionine [20 uM] | Plateau P~Lazard M, 2017
YAL068C	-0.17753100272124725	-0.08170395492810212
YAR002C-A	0.23662132436182234	0.282806959771866
YAR003W	0.2077997245204424	0.5217828842342935
YAR015W	-0.319032329958213	0.419361434161539
YAR020C	-0.014581027332628995	0.10232656498837801
YAR023C	-0.192753613448531	0.02511918174155125
YAR027W	-0.10172767512516834	-0.004758694457165501
YAR028W	-0.2600808589108707	0.1077115631362779
YAR029W	-0.23419686720978916	0.2696164604002127
YAR030C	-0.014332517805068667	-0.1282354956214045
YAR031W	-0.09956970633688998	0.08791328546420651
YAR035W	-0.136944992630019	0.14764824674641353
YAR042W	0.26910489415840605	0.06147688054969436
YAR047C	-0.12313765370987302	-0.291073775388315
YAR050W	-0.02654719143620313	0.19925612320005706
YBL001C	-0.17033473906083754	-0.0644628489216041
YBL002W	0.7197146733646829	0.034887740660416014
YBL003C	-0.36444819601287537	0.13888881365859332
YBL005W	-0.2832761621833077	-0.1644735836148126
YBL006C	-2.647909423326737	-1.1372373860569585
YBL007C	-0.9283498032317093	0.12356022516305501
YBL008W	-0.1463224055817567	0.06725288813126941
YBL009W	-0.3970710768735494	-0.16197191325420784
YBL010C	-0.18107069353503802	-0.0632997607827735
YBL011W	-0.47264022078149254	-0.0770296751469115
YBL012C	0.7173991579717661	0.08119582278343648
YBL015W	-0.19085969040172734	-0.2392798277737345
YBL016W	2.16230474252213	0.28191001743959804
YBL017C	-0.5028537213564853	-0.09761882937200955
YBL019W	-0.5968446241057012	-0.019733770842671743
YBL021C	-0.7455156879165088	-0.33976438144311805
YBL022C	0.12874516695525764	-0.38764600299725765
YBL027W	-1.1664667091403669	0.09586920917133183
YBL028C	-0.56194881728205	-0.43787801315919356
YBL029W	-0.373064065570847	0.12471500285476626
YBL031W	-0.11576551018376334	0.15178055400978616
YBL032W	0.10548645299589766	-0.029611134722838807
YBL036C	-0.300716424548148	-0.08038984752070305
YBL037W	-0.33584623507740047	0.160058912026039
YBL038W	0.34017581320236506	-0.11820106254307906
YBL039C	-0.12188644655725017	-0.004501489612686996
YBL042C	-0.4570395764043793	-0.0268918071854288
YBL043W	-0.4459615052419887	-0.0042355220554075035
YBL044W	0.5926101803922731	-0.5765232327435988
YBL045C	0.08304286785817215	-0.14822225710395298
YBL046W	-1.171052547811447	-0.4536834426298195
YBL048W	-0.2672299055723127	-0.0409865987221791
YBL049W	-0.17316598015886017	0.17575190201121102
YBL051C	-2.4082465121340633	-1.5774115693685231
YBL052C	-0.02780651574106403	0.21949949904408642
YBL053W	-0.16570414858304902	0.277501187880831
YBL054W	-1.3151696453916601	-0.5451171931377655
YBL055C	-0.34689433167599204	-0.15006815455990155
YBL056W	0.06710306282057533	0.1736952092410519
YBL057C	-0.339551319169256	-0.0833868928749985
YBL059W	0.38833137916891936	0.12636344261794016
YBL060W	-0.16002800213167406	0.1037694895974495
YBL061C	-0.30732124277827005	-0.17499025351716002
YBL062W	-0.7163050410444365	-0.017457172065269005
YBL063W	-0.3158102634007007	0.07013486874468096
YBL064C	-0.29347508248862836	0.038383397527865584
YBL065W	-0.2607004665939882	0.3646908666279635
YBL066C	-0.39165308853408476	-0.3435975156026335
YBL067C	0.8024777327006887	0.24349058493803802
YBL068W	0.06928033653622934	0.21212183976828852
YBL069W	-0.4838499596248851	-0.325877161779396
YBL070C	-0.2776089473525401	0.04804418682459623
YBL072C	0.6087742793563717	-0.3862957008987363
YBL075C	-0.29497131122099973	0.0374546747342762
YBL078C	-0.31482334354463154	-0.11813232387943116
YBL079W	0.439712093286722	0.32657269483087964
YBL080C	-0.05847359900810328	-0.07360074371794245
YBL081W	1.2784555600359242	0.5533077643238405
YBL082C	0.8649933339468087	0.28336631131174855
YBL083C	1.0007540765729248	0.6244073664449665
YBL085W	-0.32320270698985604	-0.24952132853158757
YBL086C	0.010108300570663134	0.16740841725372252
YBL087C	3.02642165305166	1.1152527033011486
YBL088C	-0.146592171664192	-0.004414121472682449
YBL089W	-1.5262779188740534	-0.1876814587676813
YBL090W	0.46751755483721275	-0.10895950616498602
YBL091C	-0.3910393792629023	0.09670836715286742
YBL091C-A	-0.8455584782102313	-0.28290417713520355
YBL095W	-0.28808881307364737	-0.14741132440077398
YBL096C	-0.09227019623039201	0.11249240149380302
YBL098W	-0.12343856584706897	0.21620436132188053
YBL099W	0.18444062000507952	0.2452336246914069
YBL100C	-0.6578890310955601	-0.21486721370240702
YBL102W	0.030686113699765566	0.10549436387979202
YBL103C	-0.2371406788120359	-0.17011219591170648
YBL104C	-0.3453212116588857	-0.02889336750761315
YBL106C	-0.04316005612241333	0.238116655167053
YBL107C	0.045115881171778636	0.31815946710005805
YBR001C	-0.304386474527145	-0.0242225731312335
YBR003W	-0.13677177095680257	-0.08128197192988805
YBR005W	-0.2676928106488788	-0.04573451470104552
YBR006W	-0.08083450930594403	0.05167940163038121
YBR007C	-0.13111879821098957	0.056607899191892505
YBR008C	-0.1362269434062807	0.2343665141171935
YBR009C	0.3234360685075	0.447498699908056
YBR010W	0.013620524524796987	-0.014031663496765559
YBR012C	-0.3175512724714389	0.3372526303360145
YBR013C	-0.11134331275327596	0.09505653920075445
YBR014C	-0.3552294300378837	-0.10458634877741316
YBR016W	-0.7927943359524671	-0.20924405203611401
YBR018C	-0.22983591811820436	-0.20734531706257525
YBR019C	-0.01668181196972718	0.086932602742878
YBR020W	0.03490795425658263	0.225209969760579
YBR022W	-0.0009015418778954371	0.222838607031407
YBR023C	-0.08133486382690154	0.06939403567548716
YBR024W	-0.2515682212682953	-0.06863815792711456
YBR025C	1.6620370814900731	0.8148273584389021
YBR027C	-0.17879871205153344	-0.011187963992816005
YBR028C	0.17294083395895377	-0.19837499817869028
YBR030W	0.034297470291504685	-0.10720210151109177
YBR031W	2.7194706820604733	0.8321465336645661
YBR032W	-0.33871399467434166	0.07754727446369986
YBR033W	-0.2702653894346883	-0.16101495385063813
YBR034C	-0.4616751585206757	-0.28966118261884805
YBR036C	-0.34478557959589967	-0.29708431491962367
YBR037C	-0.09441466634385322	-0.329867785114116
YBR040W	-0.20112560908007415	-0.046514106374980504
YBR041W	0.5091214561679397	0.1545031800467835
YBR042C	0.39085744787539517	0.49842771815705456
YBR043C	-0.1535827370783908	0.1076631285313781
YBR044C	0.769510526121842	-0.063144188883867
YBR045C	-0.14065639095479363	0.07545553444350721
YBR046C	-0.07588322232794767	0.2165868015955305
YBR047W	-0.3278846585695347	-0.0416436047860987
YBR048W	3.0330837625408233	0.86525484145404
YBR050C	-0.07861067484571878	-0.0939029097399095
YBR051W	-0.3978060763553894	0.05169551475466631
YBR052C	0.14312267796279163	0.241420555061391
YBR053C	-0.12172703435866956	-0.1616982958122395
YBR054W	-0.2753853329720957	-0.06118658200549205
YBR056W	-0.37952997742800537	-0.0883219396943419
YBR057C	-0.04096878608369237	0.21535263293483653
YBR058C	-1.9534524685640668	-1.290627161665455
YBR059C	1.2993714248173986	0.3815738613586585
YBR061C	-0.26228076316570165	-0.1773143145295725
YBR062C	0.4279864022182913	0.304379989431708
YBR063C	-0.11215389959694068	-0.222986637879816
YBR064W	0.022493013482590623	0.10461642563692955
YBR065C	-0.6701039494899517	-0.2127727028130125
YBR066C	-0.23123626750089712	0.01777597386358598
YBR067C	-0.234687709270354	0.15010612115160696
YBR068C	0.632403333004658	0.4046510928460622
YBR069C	-0.523443951806478	-0.5427297540317171
YBR071W	-0.26786805330052704	-0.018070433445117117
YBR072W	-0.1928979659774457	0.08544857786441745
YBR073W	-0.0649403787822303	0.38932170919233
YBR074W	-0.1328505414275512	-0.055308274720892
YBR076W	-0.2623526630052162	-0.12118288664873576
YBR077C	-0.39789697967658905	-0.06025895738287804
YBR078W	1.154527437535545	0.259662687098178
YBR082C	2.3470878362402696	1.28001398698312
YBR083W	-0.5665561101097557	-0.17058713729801753
YBR084C-A	3.8839571229567533	1.20153300958461
YBR084W	-0.207716337474976	-0.3019227007584372
YBR085W	-1.2450356367828463	-0.43624609836135003
YBR089C-A	-0.09196839248055087	-0.015731185962280347
YBR090C	-0.193669410428269	0.07533775161547646
YBR092C	-0.13181281208548776	0.019147013260333252
YBR095C	-2.00257558394636	-0.80663061620982
YBR098W	0.22524453842681502	0.162805922100839
YBR099C	-0.47394914187890996	-0.053009196199314705
YBR103W	0.08063434623989067	0.128834552295187
YBR104W	-0.27401504145312927	0.014741905872407299
YBR105C	-0.717192146502217	-0.3757589858230025
YBR106W	1.80240993470698	0.629713298800215
YBR107C	0.11973144034599757	0.284589658042323
YBR108W	-0.13662487233497114	0.042706206680046994
YBR111C	-0.4455303219748801	0.027639215010076452
YBR113W	-0.2068587371275522	-0.08245100338043261
YBR114W	0.11879933760745602	0.019062057950614737
YBR115C	-0.22141236055545058	-0.18638198794683536
YBR116C	-0.07104477925514933	0.22690210273827
YBR119W	-0.7649365392084794	-0.08125214384375962
YBR120C	0.2190064153893627	-0.08038218713693486
YBR125C	-0.08899694791356767	0.11862819223826926
YBR126C	0.15456576658307367	0.3522058196591765
YBR128C	0.03878643945364213	0.1896402165392399
YBR129C	-0.7947951791125875	0.36476624555254594
YBR130C	-0.23448595731133434	0.007627500514764504
YBR131W	-0.029025973723933163	-0.007090375436546932
YBR132C	-0.30572312734772905	-0.23297943638136448
YBR133C	0.8769821471493481	0.25857877795842654
YBR134W	0.8175056016219809	0.32143895419046004
YBR137W	0.1409357959805426	0.32489761252370103
YBR138C	-0.07745666900681847	-0.014601938833701249
YBR139W	-0.16559172086593701	0.061954337726703695
YBR141C	-0.6308955067407079	-0.340426182040396
YBR144C	-0.10391553811417113	0.3021489025600005
YBR145W	0.02372974149604623	0.19581169782458552
YBR147W	-0.5334641795909346	-1.0029922465323395
YBR148W	-0.10106291744973962	0.109638087667594
YBR149W	-0.20475245823750454	-0.07245935719940812
YBR150C	0.06853275264406568	0.2258585091241961
YBR151W	0.21912420628888366	0.24307039166542305
YBR156C	-0.07462747835436427	0.1588372679965841
YBR157C	-0.0651570575564937	0.24173023489297601
YBR158W	0.03129735578579474	0.200480480263826
YBR159W	-0.009805293015965675	0.20244655493687752
YBR161W	-0.11824219297873058	-0.010636277210964495
YBR162C	0.5564985137165345	0.3229238992444705
YBR162W-A	0.04561396794989361	0.1324657619205585
YBR163W	0.17688232228244535	-0.1239080227585636
YBR164C	-0.5728829345535411	-0.38334270312288554
YBR165W	0.4682027661567647	0.22463811060204653
YBR166C	0.18007223367886002	0.21581520064197798
YBR168W	1.6088282583177047	0.7595591080332675
YBR169C	0.14027575449847354	0.31386655712313
YBR170C	0.501823557734089	0.7854452319005757
YBR171W	1.0400508811957907	0.37424019154199606
YBR172C	1.0577301401606647	0.35738047151766705
YBR173C	0.6719843226613369	0.17391300953920802
YBR174C	0.389852827988193	0.6481904469994391
YBR175W	0.10227412098276367	0.48037304897144606
YBR176W	0.18196342957105383	0.2486425937750595
YBR177C	-0.36596989438596905	-0.11298204690801911
YBR179C	0.256694550301164	0.0151449906643973
YBR180W	-0.204061910265497	-0.051525881910455595
YBR181C	3.0108957399785132	1.28092989244416
YBR182C	-0.272755946381745	0.011014249871079702
YBR183W	0.08023402569952491	0.300880629255302
YBR184W	-0.345710443257466	-0.13202305044106244
YBR185C	-0.30823654467326883	-0.137943343224598
YBR186W	-0.40081523382432566	-0.15833471578469202
YBR187W	-0.2933060723775118	0.0068007503818418025
YBR188C	-0.2557873265611717	0.12420763753624461
YBR189W	1.2829499158338837	0.45625759080419004
YBR191W	-0.8990119441051313	-0.6984964842188225
YBR194W	0.46619511699598803	0.541174665438493
YBR195C	0.9819321880112971	0.48965763116512656
YBR197C	-0.36395093374729504	-0.24029904495852
YBR199W	-0.5470188553251017	-0.22466137840352102
YBR200W	-0.3683108896304001	0.32449830032798044
YBR201W	0.9692618376203018	0.49875056300736953
YBR203W	-0.06070733511118234	-0.14037602747495756
YBR204C	-0.2599696641192807	0.11665106026370001
YBR205W	-0.18419931986635038	0.16423391596785752
YBR206W	-0.050220806832898916	-0.11982268235749835
YBR207W	-0.3642347171143108	0.19490727034772953
YBR208C	-0.21793013515087023	-0.005138466078147497
YBR209W	0.45306962571313275	0.241241321539431
YBR210W	-0.03503885012222173	-0.13442895716183664
YBR212W	0.4468347572673717	0.23438272028678753
YBR213W	-0.35554463975069944	0.2558315749396534
YBR214W	-0.1356667633034273	0.21943715009491083
YBR215W	-0.16344358032097137	0.09871547453850421
YBR216C	-0.5514668406749237	-0.09830944451800945
YBR217W	-0.21315114734391596	-0.12675504992655434
YBR218C	-0.03898598681881934	0.11360159492644561
YBR219C	-0.21164961780502808	-0.226022464255071
YBR220C	-0.219014757896608	0.06938111401336586
YBR221C	-0.10276446859258319	-0.28560416761309454
YBR222C	0.004976741905185762	0.00198353676767685
YBR223C	-0.17363038430863284	0.08265354751199325
YBR224W	0.855847062005236	0.27360729979641907
YBR225W	0.9657803076014327	0.47653536864426405
YBR226C	0.7173143419837507	0.277103627799688
YBR227C	-0.094950297370759	0.15059263649658322
YBR228W	0.017129248990443675	0.03994304019172001
YBR229C	0.2052612619190779	0.3444828635594165
YBR230C	0.16033890021244634	0.33503672395231704
YBR231C	-0.7293510201901636	-0.6148090948894736
YBR232C	-0.20843963455156844	0.047793272086821006
YBR233W	-0.13907994102868132	-0.008633474816396494
YBR235W	-0.22649907668574135	0.048912484973211164
YBR238C	-1.2254005198840427	-0.322211589063288
YBR239C	-0.18421644561736802	0.06863827739518985
YBR240C	0.16777261839798943	0.18545425300039742
YBR241C	0.002329551902900906	-0.12853636057542786
YBR242W	-0.16635347128937597	0.06155850701457075
YBR244W	0.06483644446968524	0.1173387985382244
YBR245C	0.29372731755067466	-0.016940222023205498
YBR246W	2.21935621340018	0.5230191806375606
YBR248C	0.24181356384691002	0.07768727301307399
YBR250W	-0.23904231045246935	-0.18762057720085837
YBR251W	0.6138476674209493	-0.05309086848841018
YBR255W	-0.27227193788214793	-0.05351555647701199
YBR258C	-0.07119785699536067	0.24792141423031905
YBR259W	-0.11805260480913017	0.11617859142308665
YBR260C	-0.10849993196980458	-0.05358263232038435
YBR261C	0.7442275760203655	0.308093333274031
YBR262C	-1.2802184264982357	-0.39232532017262656
YBR263W	0.23091808160157937	0.24819805077586002
YBR264C	-0.13377332607757839	-0.0674081883171404
YBR266C	2.6639411964821202	0.6990325872020651
YBR268W	0.7569969770756266	0.3609128427293885
YBR269C	-0.9379026475809565	-0.6518966290225455
YBR270C	0.08843688459930064	0.19194683966047166
YBR271W	0.05559136806967812	-0.006902778104185492
YBR272C	-1.5556003072245699	
YBR273C	-0.45855904921924134	-0.44836958569323104
YBR275C	0.07679853072505934	0.13834185090493076
YBR276C	0.2816339626562374	0.163046560689043
YBR277C	-0.599005306256668	-0.009404086226276004
YBR278W	-1.0109920785886752	-0.213794573553028
YBR279W	-2.04633354021451	-0.5896566390466755
YBR280C	-1.226492381887265	-0.137754856091152
YBR281C	-1.4661488088823267	-0.718094728223071
YBR282W	-0.0909120153925597	-0.08389901996398605
YBR283C	-0.275826694862785	-0.061441652992340196
YBR284W	-1.6497282616805766	-0.872936832447015
YBR285W	-0.08927374340948167	-0.0422435958472901
YBR286W	-1.7719992863266467	-0.8702050374166356
YBR287W	-0.18054571810699316	-0.13231015450032674
YBR288C	0.11750449944091336	-0.09654200713667552
YBR290W	0.1699027767682387	-0.04105491146663599
YBR291C	-1.79888136045396	-0.8579319528595171
YBR292C	-0.3585969564033653	-0.15304521007317073
YBR293W	-0.08625725151902443	0.06492283501120115
YBR294W	-0.42917888483929767	-0.3627433902198868
YBR295W	-1.6163904520421832	-0.839004843841307
YBR296C	-0.12498356074651322	-0.06503491571034835
YBR297W	-1.6990486103811833	-0.5486716187838916
YBR298C	-1.6390118218356398	-0.9691270396784285
YBR299W	0.010978845504019633	0.2090901165355185
YBR300C	-0.2570937136545731	0.018189621356393
YBR301W	0.002417204338320098	-0.12990956026995304
YCL001W	0.4057792731884257	0.05102550147776186
YCL001W-A	-1.55290631333909	-0.8979950106125946
YCL002C	-0.10023687315380066	0.0867523720508299
YCL005W	0.6865447737141933	0.3161375544843675
YCL008C	-3.2760960543302833	-2.654835442534305
YCL009C	0.779086728645582	0.374432125815983
YCL010C	2.1415686767234368	0.9838890091451526
YCL014W	-0.20538444542864434	0.15740323001676126
YCL016C	1.0838139395881399	0.480627148129029
YCL022C	-0.28818561904669365	0.07406267413024635
YCL023C	-0.39232214555529404	-0.30438137952793604
YCL024W	-0.22350076452342071	0.22259660847015653
YCL025C	0.034144424432946276	0.2887249955032745
YCL026C-A	-0.177061063475096	0.050382767559566506
YCL027W	-0.22030504483454785	-0.08141931657492875
YCL028W	0.18636008179210237	0.05310993800218315
YCL029C	-0.47228602220352806	-0.7910534858418912
YCL030C	-0.029463091854141466	0.0360622326961142
YCL033C	-1.2315362498152067	-0.8103398685204211
YCL034W	-0.1011735949330745	-0.20203200454270703
YCL035C	0.006083047949993777	0.23722788316852303
YCL036W	-1.4055782858739267	-0.9367944797345915
YCL037C	-1.95609919914045	-0.6193923397636121
YCL038C	0.09852022311887254	0.0661598090404598
YCL039W	-0.6993098904889791	-0.1107437678644345
YCL040W	-0.07569740411689933	-0.02490175849010351
YCL042W	-0.30338324379796067	-0.1031858133213778
YCL044C	-0.1998992378887207	-0.13460621682238932
YCL045C	-0.861566084430104	-0.4697910275242455
YCL046W	-0.595074459779524	-0.157251124675079
YCL047C	-0.4423435571600724	0.0741154816924908
YCL048W	-0.10906856659564913	0.15025950955141001
YCL049C	-0.08432873012052733	0.05468905499521535
YCL050C	-1.4702404668879199	-0.6509531924228711
YCL051W	0.25451426663165294	0.487104894662836
YCL055W	0.13883985585342737	0.198270310575623
YCL056C	-1.3657444520446937	-0.39897754666073554
YCL057W	-0.047227109996394366	-0.03544581557392175
YCL058C	3.5563547445267	1.67326856613066
YCL061C	-0.5956583574213478	-0.23295566573275045
YCL063W	-0.5443824945691017	-0.524411180559591
YCL069W	-0.043284515122935664	-0.04181281367219401
YCL076W	-0.11641816426597858	0.15774138058020587
YCR001W	-0.13617997347271923	0.03349995841514
YCR002C	2.64619318368771	0.7149827699586541
YCR003W	0.49839842440298004	-0.016134661416158158
YCR004C	-0.1499970140733973	-0.4673008592775185
YCR005C	0.1656704711132662	-0.10197279859893199
YCR006C	-0.13944862911140357	0.0004330658143145011
YCR007C	-0.07795876487518763	0.21972971547253142
YCR008W	0.30819759529753504	-0.08511419027467672
YCR009C	-2.556531021309365	-1.0554499089488696
YCR010C	-0.15554718443135734	0.239311381369788
YCR011C	0.09533495928147535	0.30404967937377053
YCR014C	-0.032517580223784766	0.14654641197276264
YCR015C	-0.09310047002143663	0.04406113337540085
YCR016W	0.3562637849760324	0.0703903728384493
YCR017C	0.4700829178852513	0.18310223105331055
YCR019W	-1.4470140002891825	-0.893148149037035
YCR020C	-1.1091481956580271	-0.43066345920635407
YCR020C-A	1.3542284045582431	0.5030279678307541
YCR021C	-0.10239959796190097	-0.24376643503045903
YCR022C	-0.33897252155286034	-0.0979850228252585
YCR023C	-0.21616671669201012	0.04813394731309315
YCR024C	-0.9568286057306934	-0.14944716828797402
YCR024C-A	-2.2569095539858903	-1.332468483689515
YCR025C	-1.9783848922867302	-1.1383069646610655
YCR026C	-2.1394082784579265	-0.9177594819340541
YCR027C	-2.96057960628869	-3.440201137914115
YCR030C	-0.2438021790264002	-0.055868912682719
YCR031C	1.6462791482765333	0.412627448882224
YCR032W	-0.7656315183770946	-0.5292143043825166
YCR033W	-0.41092145667949986	0.15536991415148801
YCR034W	1.3661819313695098	0.5015327637622645
YCR036W	-1.2394440522931434	-1.00734739775802
YCR037C	0.02123894069989907	0.018722072664908898
YCR043C	-0.06381835361494133	0.05988686944532401
YCR044C	1.4793339796674732	0.9960082137749605
YCR045C	-1.7408685630211034	-0.7318413256755846
YCR046C	0.23019782404057856	-0.03445832180507602
YCR048W	-0.028992037774915668	0.27648870433487405
YCR049C	-0.020107557072560896	-0.19544117706404499
YCR050C	-2.01240148878256	-0.7724069967730471
YCR051W	1.2006212234135833	0.10991225634897919
YCR053W	-5.687033985118713	-1.4649042572602404
YCR059C	0.07489119694683599	0.009120197785244501
YCR060W	-0.19132133074614352	-0.1198175487671681
YCR061W	0.5357762372707887	0.1069313137361371
YCR065W	-0.691083231847181	-0.12951864145355657
YCR066W	0.4966766809831737	0.20246710727185552
YCR067C	-0.17784961521137022	0.13913498331962404
YCR068W	-1.8983221812323468	-0.9285777786893951
YCR069W	-0.2558215728112803	-0.36356323562988496
YCR071C	0.2345677134569983	-0.03135821734894151
YCR073C	0.07242747066850977	0.20268818164134195
YCR073W-A	-0.36763251968863536	-0.14504580128404498
YCR075C	0.013694773420445653	0.1688579151261085
YCR076C	-0.21407990993822748	-0.02570842162901195
YCR077C	3.580741916141657	1.099316153074299
YCR079W	3.019428146622643	0.41402414888979433
YCR081W	0.8035176787785225	0.202977747067413
YCR082W	0.043594120752695004	-0.17001221758593715
YCR084C	3.6838693816856334	0.9388420491660381
YCR085W	-1.63089615005926	-0.706551784901154
YCR086W	-0.7830324615282637	-0.041013387269991555
YCR087C-A	-1.9192631416691235	-0.8067293676304021
YCR087W	-1.8594866336948634	-0.5678566890610895
YCR088W	-0.5261989048864867	0.01623121935687595
YCR089W	-0.208372652255971	0.0009049540437180998
YCR090C	-0.18588156097489028	0.2005343086483355
YCR092C	-0.46944264479504666	-0.08476511161580845
YCR094W	-0.43637641970765695	-0.9391365556983086
YCR095C	0.6765316801842788	0.22345348753460553
YCR098C	-0.37067052840924264	-0.25480217013413253
YCR099C	-0.24872700886376933	-0.08903632456291302
YCR100C	0.061586344133220866	0.21604439242833193
YCR101C	-0.49172279964698207	0.26247522802431
YCR102C	-0.34281959151283165	0.281749796658659
YCR102W-A	-0.23141480566405104	0.06968020989047251
YCR105W	-0.2879449335301937	-0.1430604115511975
YCR106W	-0.31698260350988267	-0.11749446894449055
YCR107W	0.14005754964059	0.364051496842669
YDL001W	-0.44159268182295625	-0.0332337614033791
YDL002C	1.2291557407466132	0.339395156086439
YDL005C	2.0872079149766094	-0.24558764385890403
YDL006W	-3.160666461684605	-2.49853785140414
YDL009C	-0.177191221590286	0.632184534477495
YDL010W	-0.43393888960338706	-0.22344736154405803
YDL011C	-0.446168607095143	-0.0471940291088105
YDL012C	-0.4391477873622564	-0.412374216020464
YDL013W	0.9935692095190376	0.130640399417271
YDL018C	-0.2071435588460697	-0.20052846892335802
YDL019C	-0.371339602511405	-0.051756770776969954
YDL020C	2.028624278487283	0.10966672547365212
YDL021W	-0.21157429812421022	-0.1378664580331149
YDL022W	-0.39039903063964004	-0.17908555430264667
YDL023C	-0.31718467343984535	0.09560689776600671
YDL024C	0.411911798041477	0.3817999634550465
YDL025C	-1.0549087811501765	-0.2518412750012845
YDL026W	-0.23206836425289668	-0.13553282521710203
YDL027C	-0.35603460390854846	0.005460517640301046
YDL032W	-0.16428272071627	0.06567998552739901
YDL033C	0.13406276456949068	-0.09836922580953701
YDL034W	-0.07816476851638125	0.050134303946612016
YDL035C	0.7058868398020982	0.40516621478379705
YDL036C	-0.355683929015536	-0.1855422641856605
YDL037C	-0.12296618988859731	-0.1543055491290895
YDL039C	-0.038511194996256264	-0.14901075835874944
YDL041W	-0.5733867679749977	-0.1736350986745499
YDL042C	-0.5194641935099069	0.03739991827065231
YDL044C	0.5094113840285387	-0.09240397623124375
YDL045W-A	0.15354395752728142	-0.45736292871170053
YDL046W	-0.38591158537009423	-0.6141883399063386
YDL048C	-0.1398627730955357	-0.08942509134795304
YDL049C	0.37332648617788	-0.2612962686965702
YDL050C	-0.023636246977377002	0.1484587505449705
YDL051W	-0.41384800960911733	-0.048869223554014504
YDL052C	0.354580128569048	-0.02215093178350125
YDL053C	0.07583968215065977	-0.059013227979276155
YDL054C	-0.14301138879909472	-0.0449752250822784
YDL056W	0.5806853161459405	0.09710711014266725
YDL057W	0.3054188429665284	-0.19975399317455902
YDL059C	0.09435625794659334	0.09920824292739167
YDL061C	0.6823752024968629	0.3289798513001066
YDL063C	2.202752523404293	0.07945353150199119
YDL065C	-0.7656111066936626	-0.5269206921593945
YDL066W	-0.037973744908761264	0.09186067786032051
YDL067C	-0.3319527364006065	-0.18430860938792054
YDL069C	-0.5739866586608054	-0.572754012735722
YDL070W	-1.1629166341890853	-0.32950013618010104
YDL071C	-0.720609743717711	-0.273597544731326
YDL073W	-0.7834983040397155	-0.37838648612957204
YDL074C	-0.5154046014089227	0.050182972733977996
YDL076C	-2.5387490861361233	-1.0459145181440606
YDL078C	-0.18272195402441369	-0.09806792354958026
YDL079C	-0.23188695624535252	-0.08106043965438725
YDL080C	-0.575390299359007	-0.09108246330239456
YDL081C	3.41260383902517	0.48409296891653253
YDL082W	3.4429036875701997	0.8654147487385595
YDL085W	-0.28018450400569805	-0.11337841925959649
YDL086W	-0.31365092863334504	-0.1032186633523682
YDL088C	1.1900995332186404	0.6575917037167686
YDL089W	5.429654555670164e-06	-0.3748379472373585
YDL090C	0.5131510254293405	0.4823425251096207
YDL091C	-0.17277654010689222	-0.2262340463673815
