orf	hap a | cell death (frequency of dead cells) | tunicamycin [2.5 ug/ml] | quantitative | quantitative | quantitative	hap a | cell death (frequency of dead cells) | tacrolimus (anhydrous) [1 ug/ml], tunicamycin [2.5 ug/ml] | quantitative | quantitative | quantitative
YAL002W	1.4086073606006468	2.121214404676654
YAL004W	3.471909213405305	1.4399361476947596
YAL005C	3.191642346468879	1.3447274505707543
YAL007C	0.4482363375478173	0.7645919589963975
YAL008W	-0.5984749724588831	0.32330174313060633
YAL009W	0.3349963968990581	-0.02583401199199746
YAL010C	-0.8197888759891561	-0.3051046596760553
YAL011W	-1.1045024273172155	-2.0274036176601795
YAL012W	0.30288199331409654	-6.279214334104615
YAL013W	1.870285648504066	-0.17523455948020558
YAL014C	1.7035472355750108	1.1832770315456926
YAL015C	-0.34400567848091584	0.17071892805221495
YAL016W	2.0309337515375425	0.6883957026779464
YAL017W	2.909827754653322	1.4177187765195496
YAL018C	-0.06931023983341936	0.06597516674964041
YAL019W	0.1740003718884123	0.7645919589963975
YAL020C	0.4482363375478173	1.0581776968964056
YAL021C	1.9626024219975693	0.32330174313060633
YAL022C	-0.2655114995447524	0.23676065428677753
YAL023C	1.3731685770314412	1.907296761456506
YAL024C	1.2042133058378608	0.044586920024889856
YAL026C	2.0161328752048564	0.7386771262186761
YAL027W	0.1740003718884123	0.35177452953489613
YAL028W	0.29587264980594297	0.6000615574558248
YAL029C	0.5205206969288063	0.27302656571953804
YAL030W	-0.3708259615851866	-0.28046016865466167
YAL031C	0.7558031022208906	0.5596413942855937
YAL034C	-0.34400567848091584	-0.585717639335449
YAL035W	-0.8197888759891561	-0.7832583035357037
YAL036C	1.3612235351850337	0.8793557756870365
YAL037W	0.022410757269213412	0.012652936406653898
YAL039C	1.5226550998546315	-0.033571973779500046
YAL040C	-0.5102340604559792	-0.010398802675670107
YAL042C-A	1.0524172484968237	1.0278603464226521
YAL042W	0.9532279971985125	0.7581275491013858
YAL044C	1.0104712847203399	-1.3510312865290293
YAL045C	0.04473749942056563	-0.06466065541194364
YAL046C	0.23580714560074678	0.06597516674964041
YAL047C	3.0907879835701637	0.2924172193278411
YAL048C	0.06683287220562348	0.22947145602920158
YAL049C	0.5904346454008534	0.5664039323459436
YAL051W	1.5882659502102607	1.1950077855424004
YAL053W	0.4111539351706939	-0.1433573899766135
YAL054C	-0.474669002102142	-0.0023866949503625733
YAL055W	0.7075251666764419	0.6666139636116383
YAL056C-A	-1.0757929929032966	0.6256632529987523
YAL056W	2.6448873069451877	1.2992002122084891
YAL058W	-0.06931023983341936	0.6334636172675542
YAL059W	2.6838917676586256	1.2820052842232506
YAL060W	0.7075251666764419	0.6995163618884489
YAL061W	0.6414056238710694	0.8159680774603167
