orf	hap a | cell death (frequency of dead cells) | tunicamycin [2.5 ug/ml] | quantitative | quantitative | quantitative	hap a | cell death (frequency of dead cells) | tacrolimus (anhydrous) [1 ug/ml], tunicamycin [2.5 ug/ml] | quantitative | quantitative | quantitative
YAL002W	1.2537734976919577	2.2667790057599153
YAL004W	3.3508619232244934	1.5513181981562465
YAL005C	3.0660056856779985	1.4513324865367367
YAL007C	0.2776763968614079	0.8420891956087375
YAL008W	-0.7861748133264326	0.3786576226863584
YAL009W	0.1625821519162467	0.012004281319009786
YAL010C	-1.011112732551332	-0.281278530930414
YAL011W	-1.3004884689569078	-2.0899923578961643
YAL012W	0.1299418748964987	-6.555134020337495
YAL013W	1.7230117686535646	-0.14489231014990644
YAL014C	1.5535430138177735	1.2817814315899017
YAL015C	-0.5275385840567088	0.21841909608777896
YAL016W	1.8862904847548088	0.76206985766086
YAL017W	2.7795763792538106	1.5279860894900092
YAL018C	-0.2483450069505743	0.10841990664501729
YAL019W	-0.0010501833853666124	0.8420891956087375
YAL020C	0.2776763968614079	1.1504053454142362
YAL021C	1.8168402295317332	0.3786576226863584
YAL022C	-0.4477590627545039	0.2877744091380474
YAL023C	1.2177544039578478	2.0421282287675884
YAL024C	1.0460324897981979	0.08595852303546636
YAL026C	1.8712472440371095	0.8148741083840247
YAL027W	-0.0010501833853666124	0.4085590066609262
YAL028W	0.1228177533717931	0.6693036226725644
YAL029C	0.35114441279851066	0.32585993148703896
YAL030W	-0.5547980493603524	-0.2553975237671159
YAL031C	0.5902795680346641	0.6268554125779714
YAL034C	-0.5275385840567088	-0.5759710255075852
YAL035W	-1.011112732551332	-0.7834231226424501
YAL036C	1.2056137620229062	0.962611188101074
YAL037W	-0.15512207830308825	0.05242227925348902
YAL039C	1.3696887689464188	0.003878073953727532
YAL040C	-0.6964889561804282	0.028213938987982953
YAL042C-A	0.891750771658579	1.1185668479544066
YAL042W	0.790937296135267	0.8353004395068543
YAL044C	0.84911794262588	-1.3796836267535395
YAL045C	-0.132429735696113	-0.028770455542308566
YAL046C	0.06176867639293474	0.10841990664501729
YAL047C	2.963499832347881	0.34622349446352213
YAL048C	-0.10997255112935334	0.28011948162685407
YAL049C	0.4222032023424218	0.6339572551694883
YAL051W	1.436373997132061	1.2941007660795498
YAL053W	0.23998677005750657	-0.11141573108191315
YAL054C	-0.6603415199117891	0.03662804732772476
YAL055W	0.541211081181299	0.7391952385699305
YAL056C-A	-1.271308917486445	0.6961898612710361
YAL056W	2.5102975310867808	1.4035209581446064
YAL058W	-0.2483450069505743	0.7043816021084487
YAL059W	2.549940689936807	1.385463289435927
YAL060W	0.541211081181299	0.7737484863831072
YAL061W	0.4740088307058437	0.8960430666313882
YAL062W	0.891750771658579	-0.7259151473041178
YAL064C-A	-0.5527577797265358	-0.13900148263330364
YAL065C	0.541211081181299	0.922785530286289
YAL066W	0.31472172488920136	0.7322534676229283
YAL067C	0.06176867639293474	0.8216929254094258
YAL068C	0.22089326401103285	0.9823960050473647
YAR002C-A	-0.07921252437464363	0.3975970844322056
YAR002W	-0.6386962267977129	-1.113188314472596
YAR003W	0.4740088307058437	1.1694036492115882
YAR014C	1.3921459535131786	1.3186413161962263
YAR015W	-1.9239239767442202	-0.3334796252804499
YAR018C	0.04103072945500165	0.6126188906919793
YAR020C	0.08231005215585249	0.28011948162685407
YAR023C	-1.0799153023001096	0.020116219656122064
YAR027W	-0.2483450069505743	0.21064828231948274
YAR028W	-0.22466063003125325	0.19506733096999995
YAR029W	2.601694765508783	1.1946137946979585
YAR030C	1.8801837470822311	1.1057697547409093
YAR031W	-0.7558652434834259	-0.17015990839616804
YAR035W	-0.3708125566364016	-0.06990828477547352
YAR042W	0.17061178530961146	0.6868639203052873
YAR047C	1.6349459705793776	1.1121727324755357
YAR050W	-0.888872933474801	0.2856773160982063
YBL001C	-0.4993872915764012	-1.0553950422969642
YBL002W	-0.44454617068587304	-1.1159745800792102
YBL003C	-0.4427815550866535	-0.47925115873933805
YBL005W	-0.6170885280879287	-0.7079171403372236
YBL006C	-0.6783473508874468	1.728316819013553
YBL007C	2.857060816562726	2.0218743253600855
YBL008W	-0.8392662170290521	-1.2521026020927886
YBL009W	-0.1547360971510438	-0.462855428553557
YBL010C	-0.7096178909039936	-0.7695517350871361
YBL011W	-0.4427815550866535	-0.5960754508550709
YBL012C	1.0929442318130085	-0.8593982080884766
YBL013W	0.010955037963269399	-0.2948981983168491
YBL015W	-0.4709052864699259	-0.8593982080884766
YBL016W	-1.1235606694276128	-1.841415293077661
YBL017C	-0.5870772430553084	0.18870895570168045
YBL019W	-1.0490268621426482	-0.63869727993143
YBL021C	-0.6783473508874468	0.4476433661483391
YBL022C	0.6598530038200651	0.06288457273803166
YBL024W	-0.4993872915764012	1.8405606357292752
YBL025W	-0.37469418669007104	0.08595852303546636
YBL027W	0.6598530038200651	-4.450071656737224
YBL028C	-1.0859831938752489	-0.5539330675947244
YBL029W	-1.0859831938752489	-0.7695517350871361
YBL031W	-0.8728880109849328	-0.3819361193613334
YBL032W	-1.2006651089760523	0.33035460361694113
YBL033C	-0.2211696524262225	0.7532355995536091
YBL036C	-0.8728880109849328	-0.5372079578174369
YBL037W	0.7271003937402363	0.6353162430149643
YBL038W	0.07837141674749813	0.10529730911904087
YBL039C	-0.5282368165595746	-1.0267598580395856
YBL042C	-1.2805238539727344	-0.6991943928159456
YBL043W	-0.7096178909039936	-0.2251593380527178
YBL044W	1.2160472761342496	0.4668394031991101
YBL045C	-1.2402379502698315	0.2904279198467807
YBL046W	-0.5574634701874573	0.6535766448908774
YBL047C	0.7923840730089635	2.2980084218022445
YBL048W	-1.0126714730732147	-0.008888089146437052
YBL049W	-0.6783473508874468	-0.11173740519347214
YBL051C	0.6598530038200651	1.288761033524592
YBL052C	-0.20442274559989532	0.12632496975433014
YBL053W	-0.7735024417385409	-0.3579972623965088
YBL054W	-0.5574634701874573	-0.2559942311952821
YBL055C	-0.8392662170290521	-0.28708501849237494
YBL056W	-1.0859831938752489	-0.18696921766863597
YBL057C	-1.2805238539727344	-0.6904919072119154
YBL058W	0.7923840730089635	0.22972854469689835
YBL059W	0.16520979435785155	-1.0362806214048277
YBL060W	-1.0490268621426482	-0.32631488865168284
YBL061C	0.2488011064399004	-0.12666339453003783
YBL062W	0.4450504461504364	0.35673794059719044
YBL063W	-0.806142542082664	-0.5205571821066491
YBL064C	-1.2805238539727344	-0.3184359827657167
YBL065W	-6.641755285472006	-0.3500515152654304
YBL066C	-1.1235606694276128	-0.43839559171444265
YBL067C	-1.6319605078243686	-1.3234651096075796
YBL068W	-0.9768977952506849	-0.8232006475791019
YBL069W	-0.8728880109849328	-0.24826168279909328
YBL070C	-0.9416875059065936	-0.47925115873933805
YBL071C	-1.2402379502698315	-0.39798076216266887
YBL072C	-2.711523958607845	-1.5243085400520986
YBL075C	-0.7735024417385409	-0.3421225845429625
YBL078C	-0.3875736349380629	-3.4200199765321355
YBL079W	-0.2552387322037642	-0.334210399198789
YBL080C	0.7104772155672858	-0.8867777577294308
YBL081W	-0.4427815550866535	0.09826177959981593
YBL082C	-0.8392662170290521	0.222923059868265
YBL083C	-0.6783473508874468	0.05576886619629479
YBL085W	-1.0126714730732147	-0.32631488865168284
YBL086C	-0.9768977952506849	-0.5288733195234797
YBL087C	-2.562414905669553	-0.03798663052156957
YBL088C	-1.0126714730732147	-0.2948981983168491
YBL089W	-0.3875736349380629	-5.739199837395816
YBL090W	-0.3072365912627235	-0.28708501849237494
YBL091C	-0.2296863721963365	-0.8052321797152282
YBL091C-A	-0.06965462603998838	0.20684395550021323
YBL093C	1.1703307141545531	1.698904143715149
YBL094C	4.131855723638506	2.0679460094295536
YBL095W	0.29112332701430144	0.430820985666407
YBL096C	0.35896723953831605	0.5456440622073453
YBL098W	-0.19951100912041825	0.07806129902668713
YBL099W	2.5946392378815837	2.2618308148803097
YBL100C	-0.1420335921971939	0.40733603929056506
YBL101C	0.3365988708393364	0.8101681199304288
YBL102W	-0.3821931769395315	0.21901898576080445
YBL103C	0.35896723953831605	1.4017671453157448
YBL104C	-0.35060395337783	0.24397175672757648
YBL106C	-0.11388276403055841	-3.2499029927495835
YBL107C	0.402991324901292	-1.548729112722179
YBR001C	0.29112332701430144	0.3598245210300475
YBR003W	0.38109636976182343	-0.39562451346762495
YBR005W	-0.08610981075362643	0.11066567691027546
YBR006W	0.14837335354816267	0.13006465475231596
YBR007C	1.557752881943457	0.2501786330927999
YBR008C	0.24462577578255654	0.4945003055511379
YBR009C	0.35896723953831605	-0.35765929076691905
YBR010W	0.6683564647822284	-0.11115824245405256
YBR012C	0.19705922222642905	-0.021865367013859733
YBR013C	0.8162089166735547	-0.3501218282562954
YBR014C	1.361797020443253	2.1931059764381913
YBR015C	0.3365988708393364	0.2932815944342326
YBR016W	1.1453223518504299	0.36580351193492083
YBR018C	0.4460981747609089	0.5456440622073453
YBR019C	0.3139860342541135	-0.2174960903205099
YBR020W	0.4702025391583726	0.48283297987555357
YBR021W	0.29112332701430144	-0.001620190115411668
YBR022W	0.09851421920034283	-0.23920935016841152
YBR023C	0.6874262214588045	0.430820985666407
YBR024W	0.6491093124736305	0.5625058305341359
YBR025C	-0.7683263359048551	-0.08349537995375987
YBR026C	0.8339691454881792	0.4191007942647763
YBR027C	0.2680051652457593	-0.021865367013859733
YBR028C	0.8162089166735547	-1.673189749707418
YBR030W	-1.2370996915937398	0.6014962435395932
YBR031W	0.07312673562184283	-1.3657187122716374
YBR032W	1.205299129600404	0.3237058988630745
YBR033W	0.7063218226744123	0.28716066893566405
YBR034C	0.07312673562184283	0.5512748678204511
YBR035C	-0.021604210634874194	0.22145707735175482
YBR036C	-0.22885978421976477	0.6345299398396431
YBR037C	0.9205530737141129	1.6912249450970742
YBR040W	-0.17057271987755485	-0.03543612048117934
YBR041W	-0.3821931769395315	0.011803374672172096
YBR042C	0.780224462669219	0.058332474499140204
YBR043C	0.8690386961157613	0.763247016095577
YBR044C	-0.22885978421976477	0.6888142590526255
YBR045C	0.38109636976182343	0.4483184507534851
YBR046C	-6.150907830657629	-0.39562451346762495
YBR047W	0.14837335354816267	0.28716066893566405
YBR048W	0.02139769246820051	0.18120841140852476
YBR050C	-0.5136058401060565	-0.23195465322126335
YBR051W	-0.4799619451214672	0.07149899151809815
YBR052C	-6.746137559818015	-6.868117232406269
YBR053C	-0.8438892238313873	-0.9551700346418985
YBR054W	0.047423871514903335	0.8049896637752626
YBR056W	0.17285948492211636	1.510933553088389
YBR057C	0.02139769246820051	0.45992869638555256
YBR058C	0.19705922222642905	0.65091546885035
YBR059C	-0.17057271987755485	0.6180571760132652
YBR061C	-0.004960039171603571	0.2001714544038284
YBR062C	0.6683564647822284	-0.946029328347157
YBR063C	-0.08610981075362643	0.06492273648040185
YBR064W	0.22097918751316808	0.3357923471633336
YBR065C	-0.08610981075362643	0.2001714544038284
YBR066C	-0.17057271987755485	0.0911443072314098
YBR067C	-0.25863085832104926	0.2687249033886951
YBR068C	-0.11388276403055841	-0.6009224958813578
YBR069C	-1.0095019045373381	-2.8367399281197954
YBR071W	0.02139769246820051	0.19386334451150128
YBR072W	0.3139860342541135	-0.658604293703416
YBR073W	-0.08610981075362643	0.12361183316332286
YBR074W	0.048188376851308494	0.14487485813159126
YBR076W	-0.7175600821075789	0.09722195420391604
YBR077C	-0.1420335921971939	0.24397175672757648
YBR078W	1.6766301214500874	1.426654427315907
YBR081C	3.7962982658627378	2.4224983227139805
YBR082C	-0.053046293124411656	0.27697341973877304
YBR083W	0.24127611072202587	0.3805255991323031
YBR084C-A	-1.4449444956126756	-0.11089648000767098
YBR084W	0.17088125138515867	-1.2368037545470703
YBR085W	2.52167907947676	1.1753748956244991
YBR089C-A	0.30974209906264216	0.05479458047502827
YBR090C	0.0984456796020289	-0.2913593133249777
YBR092C	0.3763821083292659	-0.2337314398452506
YBR093C	-1.58510378564287	0.27697341973877304
YBR094W	-0.053046293124411656	-0.48791461760832205
YBR095C	1.5996907934179079	0.6230414925879404
YBR097W	3.3077987061329845	1.7308377887808872
YBR098W	0.0813888510443989	-0.47454647080164264
YBR099C	-0.3571489531018806	-0.6195323488679042
YBR101C	4.04729844137574	1.6470803745974962
YBR103W	0.6264758840890682	-2.757240879968819
YBR104W	-0.4166482462014674	0.31170700024912706
YBR105C	0.30974209906264216	-0.3301147081387544
YBR106W	1.545365778862472	1.6909584270022147
YBR107C	0.7802999636124691	0.1358124798719501
YBR108W	1.2698511098966523	0.06385548668628432
YBR111C	0.0238475354194799	-0.11089648000767098
YBR112C	1.5825110341485136	1.2526104692885518
YBR113W	0.21803080587283602	0.07290155111168102
YBR114W	0.8356273658629889	0.4989324247514172
YBR115C	0.14696860716718352	-0.33984620157649126
YBR116C	-0.2704748684269576	-0.06437033206536634
YBR119W	0.9427374301928825	-0.03664163232192983
YBR120C	-1.105596508720985	-0.6092957915405701
YBR121C	1.0952571028110734	-3.2625184094042576
YBR122C	-0.5171027653602366	-2.3248854238952816
YBR125C	0.1945672320580047	-0.47791892058649177
YBR126C	0.07382624645229686	-2.3923379622736456
YBR127C	-2.002547261237011	-12.930960021501203
YBR128C	-0.21431852198188361	-2.5354190505568948
YBR129C	-0.6699131546857943	-0.8283519733079768
YBR130C	-0.571906387314624	-1.3760368709132154
YBR131W	-1.4449444956126756	-4.437285034168451
YBR132C	2.1733634038236747	-0.092238958556319
YBR133C	2.184019506332797	-1.4589073383621982
YBR134W	-1.0662436914526572	-0.6917245023123666
YBR137W	-0.3279222778052046	-0.5280793117118886
YBR138C	-0.8782714759224827	-0.8177213230631529
YBR139W	-0.6699131546857943	-0.7543635983723062
YBR141C	-0.571906387314624	-0.3495948732992925
YBR144C	-0.737453813539233	-0.7648728709954599
YBR145W	-0.10565565210159189	-0.41832171168062277
YBR146W	-0.4469377352597819	-1.5430402988302552
YBR147W	-1.1862116369125042	-0.9575419835648494
YBR148W	-0.4166482462014674	-0.7754021803754946
YBR149W	-0.6041500895417228	-0.7438742863929289
YBR150C	0.17088125138515867	-0.30102269478776245
YBR151W	-0.07921252437464363	-0.07364425716140972
YBR156C	0.7615818816963092	-0.3301147081387544
YBR157C	-0.3571489531018806	-0.21465500948905059
YBR158W	-0.2990334907183012	-0.1956442468371372
YBR159W	-0.6368152899989802	-0.5381662936885578
YBR161W	-0.24223894933895246	-0.21465500948905059
YBR162C	1.793497361940715	0.18917155290962528
YBR162W-A	-0.2990334907183012	-0.8283519733079768
YBR163W	-0.1323815993921456	-0.9684454838429251
YBR164C	-0.15939648144067528	-1.9188737906653448
YBR165W	-0.8068708398557697	-1.0453787631446791
YBR166C	-0.9893498629087661	-1.2943915662136474
YBR168W	-1.0275010200185346	-0.7754021803754946
YBR169C	0.1945672320580047	0.18917155290962528
YBR170C	-0.7719212876062197	-1.2712843312603392
YBR171W	0.0984456796020289	0.8396426304843262
YBR172C	0.048961839796014324	0.303044063418812
YBR173C	0.2427974851270756	1.003331754526363
YBR174C	0.49728534235065747	1.2245275390073567
YBR175W	0.8653551899664429	1.2459905183178885
YBR176W	0.5724441286484472	0.10098917120045436
YBR177C	0.43913320113862986	-0.111050471415271
YBR178W	-0.27759861167034733	0.10098917120045436
YBR179C	1.6179811619842128	-0.5237026482955031
YBR180W	-0.8041293181715067	0.009925566213769969
YBR181C	-1.4556909522474073	0.5736106217378454
YBR182C	-1.0258933271485446	-0.2934258991607487
YBR183W	-0.5714567460212028	0.0738477087227196
YBR184W	-0.27759861167034733	0.548975938557937
YBR185C	0.2112870539907699	0.17263842767312512
YBR186W	-0.44903453351902206	0.34729893254166433
YBR187W	-0.3052351967800474	0.4910077408600133
YBR188C	0.2112870539907699	-0.1299307044033203
YBR189W	-1.2695144257573843	0.5819809235376575
YBR191W	-0.47759888375978155	0.540612781816144
YBR194W	1.4408715795226164	0.8676537772043522
YBR195C	-0.3616017558720555	0.507640322436991
YBR197C	-0.8041293181715067	0.1815212171623762
YBR199W	-1.4556909522474073	-0.4727118393433722
YBR200W	1.0355519994699312	0.9669072478484788
YBR201W	-0.8041293181715067	-0.111050471415271
YBR203W	-0.7693024430392583	0.39850331945758494
YBR204C	-0.5093710763777278	0.24325300161939206
YBR205W	-0.8755294507484673	-0.026980075147446183
YBR206W	-0.6680959482839492	0.2520085532319029
YBR207W	-0.5093710763777278	-0.9744138250941277
YBR208C	0.1220322382680215	-0.09224285488732334
YBR209W	-0.1704860113791963	-1.2400503410313508
YBR210W	-0.9121424043405065	-0.12048147582207867
YBR212W	-0.44903453351902206	-0.34257178288096574
YBR213W	-0.9873011906382958	-0.9296540227042478
YBR214W	-1.0651936156338058	-0.06416637046857548
YBR215W	-0.9493921367774065	-0.8853002105088642
YBR216C	-1.4556909522474073	-0.658822117360608
YBR217W	-1.0258933271485446	-1.6871612554966682
YBR218C	-0.7693024430392583	-0.27390501787069943
YBR219C	-0.6031877801486563	0.09195874523756856
YBR220C	-0.6031877801486563	-0.4322985988300254
YBR221C	2.1026998893097515	-0.21580563022081248
YBR222C	-0.5714567460212028	-0.6064103158332034
YBR223C	-0.5714567460212028	-0.06416637046857548
YBR224W	-0.9121424043405065	-0.4524634697524795
YBR225W	-1.8749377893654107	-0.8963510045208578
YBR226C	-1.6034602727530796	-0.4828675527947333
YBR227C	-1.3625542947209324	-0.3524605107588847
YBR228W	-1.230029206746225	-0.7331554051359562
YBR229C	-0.5093710763777278	1.0641861491120257
YBR230C	-0.8041293181715067	-0.1583884429304566
YBR231C	0.6090570822404865	-2.491063443958633
YBR232C	0.5060139767853187	-0.22378405738768764
YBR233W	-0.478990345307869	-0.111050471415271
YBR235W	0.052562182084547944	-0.7653617187182695
YBR238C	-1.187615828135987	-0.8742743337536584
YBR239C	-1.4556909522474073	0.2520085532319029
YBR240C	-1.1460260625445173	0.04655475822821052
YBR241C	-0.9873011906382958	-0.20618915854896852
YBR242W	-1.553062520948787	-0.2641737225811638
YBR244W	-0.8755294507484673	-0.585601883288251
YBR245C	-1.3625542947209324	-0.9744138250941277
YBR246W	-1.273299478998184	-2.0515485497140244
YBR248C	-0.5714567460212028	-2.340126329558082
YBR249C	-0.6680959482839492	-0.07350729836946088
YBR250W	-0.3052351967800474	0.2256947268509724
YBR251W	2.129641195845284	-0.37229816177562297
YBR255W	0.662829085438089	-0.7546026950838066
YBR258C	-0.8041293181715067	0.39850331945758494
YBR259W	-0.6680959482839492	0.2520085532319029
YBR260C	2.5932447976327384	0.9060669697839916
YBR261C	-1.3174619843931916	-1.5588081053786635
YBR262C	-0.7350328218789106	-0.3822472481561641
YBR263W	-0.7693024430392583	-0.34257178288096574
YBR264C	-0.6353959905349437	-0.4524634697524795
YBR266C	1.5951957808259989	-0.10163762102239277
