orf	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012
YAL002W	0.4594586841244568	0.5202679770951965	0.5416165024062188			
YAL004W	0.21448428387513443	0.49281490057853744	0.024687539518172295			
YAL005C	-1.2352878117096122	-0.760073233447606	-1.100939565383068			
YAL007C	2.7704821148940297	1.5529391820418816	1.1109813869146201			
YAL008W	0.5611098945195783	-0.12469999808422014	0.17600937593541807			
YAL009W	-0.3888303106372127	-0.03956664615643529	-1.0673169992209177			
YAL010C						
YAL011W	-0.8812963803834083	1.8800997625124367	0.9760930046231482			
YAL012W	-0.012339529141142976	-0.1904837743258888	-0.273749101686366			
YAL013W	-0.7862715354387564	0.9089153121355963	-1.0561191749043224			
YAL014C	0.02561578326638574	0.3378120544563229	-0.0020077796580243753			
YAL015C	0.05549431491768193	1.4650510628236886	0.4801900125546466			
YAL016W						
YAL017W	-0.3024899854780283	0.2793173913114601	-0.3313107879586838			
YAL018C	-0.3354626655059876	-0.5778309217567571	0.6672548509488412			
YAL019W	0.3337350963133719	-0.14303176534982176	0.20548501091947183			
YAL020C	0.3229243175857385	-0.028358640578727917	0.5136188791713231			
YAL021C						
YAL022C	-1.2779075802851017	0.024154531483292798	-0.6587066596278213			
YAL023C	-0.15231932667439524	-0.39027698445823844	-0.4338934547528862			
YAL024C	-0.5641381907667878	0.7477816459449723	-0.4174810549255337			
YAL026C	-0.7595038236044193	1.3101161517764532	1.479234081683383			
YAL027W	0.05549431491768193	1.147544953763391	0.23735279700958353			
YAL028W	1.0004835752551824	0.6675868535197116	0.4562868761545077			
YAL029C	-0.18954038628590286	0.22880830396132712	0.1622769968943531			
YAL030W	0.21304569228589296	-0.21337398512259756	0.4616492911207233			
YAL031C	0.5304636489545035	-0.7210785004095208	0.23492504499892267			
YAL034C	0.4964870171566546	-0.785595672040987	-0.3116920098845173			
YAL035W						
YAL036C	-0.13698514871690987	0.510204997979356	0.5384346237066583			
YAL037W	0.11202586835305056	0.5656746275968414	0.14730930474411086			
YAL039C						
YAL040C	0.8169416589396311	1.557842684482129	1.3942596988668494			
YAL042C-A	-0.007685714318052312	-0.023961446716156375	0.46009043086562823			
YAL042W	0.1347568451295841	-0.09530295298806084	0.005782999807533139			
YAL044C	-0.2101609479004107	-0.9520532690604091	-0.6730090359479582			
YAL045C	-0.7390097757566981	-0.8715425144468013	0.03445979642894946			
YAL046C	0.25151687344528023	-0.11346231897847923	0.12047234756035427			
YAL047C						
YAL048C	0.39276346396670825	-0.313689800873149	-0.014226163239902428			
YAL049C	-1.113351005589054	-0.9344817978273345	0.47397248682819554			
YAL051W	-0.05555639540099741	0.022461281784281882	-0.2879841042515555			
YAL053W	0.41810405321683003	0.5321839174259423	0.9530213216079282			
YAL054C	-1.2846352749861651	0.06266346464558303	-0.6912198556658948			
YAL055W	-0.48709603628056725	-0.7031385134395308	-0.3906471601851839			
YAL056C-A	0.056168266759440706	-2.2020432671520607	-1.8519310012840473			
YAL056W	-0.5143012256262209	-0.9723748290362753	-0.1340810108478882			
YAL058W	0.9420602271762807	-2.1509644224278093	-1.669269344020005			
YAL059W	0.6830747228482938	-0.48505410481748695	-0.453248097083225			
YAL060W	-0.7131075599717775	-0.8656404945837464	-0.1738368855428053			
YAL061W	0.6294944872940016	-1.0770595750946192	-0.1396071899752769			
YAL062W	-0.25403166568393587	-0.603101551944861	-0.5472413757324879			
YAL064C-A	-1.7355776346784682	0.08303629637615068	-0.4933837147605728			
YAL065C	0.3922455851830411	-0.08560932277515011	0.09702398400611023			
YAL066W	-0.680617642289415	-0.42564577900384665	-0.7143408440199626			
YAL067C	-3.900154877348863	-0.30093979727279946	-0.17552122941648984			
YAL068C	0.0008119907463665498	0.5815284950474218	-0.2737736012336196			
YAR002C-A	-1.056442275596631	-0.579560766670686	-0.1668159277886068			
YAR002W	-0.17726725029881882	0.3322952136504615	0.6919426619108613			
YAR003W	-0.9809344848034806	0.499709028895063	0.39000028861650415			
YAR014C	-0.4296445976997806	3.602605124755939	3.971190983976457			
YAR015W	-0.06680193218514764	-0.4122155273979974	-0.8081179141647125			
YAR018C	-1.2740944317067309	0.8882976577763301	-0.04148267517037667			
YAR020C	0.11210035776713971	-0.7147163165480214	-0.3644127387416953			
YAR023C	0.13591923470087	-0.8492418647394643	-0.16868126206762724			
YAR027W	-0.31221617468909135	-1.281184607602296	-1.1978314467167717			
YAR028W	0.10260354865660508	0.211455378582667	0.3630636488998594			
YAR029W	-0.5713045453508206	-0.5816270183851491	-0.22568941169418416			
YAR030C	-0.6882765729037577	-1.7221306705906787	-0.9932464461539364			
YAR031W	-0.7657928584225137	-1.485312844594642	-1.5951421357499997			
