ORF	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012
YGR150C	-0.804	-2.400	-3.161	NaN	NaN	NaN
YCR093W	NaN	NaN	NaN	1.484	-1.981	-0.016
YLL009C	-1.243	-0.972	-1.696	NaN	NaN	NaN
YLL049W	1.082	1.034	0.313	NaN	NaN	NaN
YKR052C	0.667	-0.099	-0.874	NaN	NaN	NaN
YHR156C	0.373	-2.051	-1.401	NaN	NaN	NaN
YGL219C	-0.526	-0.394	-1.362	NaN	NaN	NaN
YHR061C	0.272	-1.083	-0.457	NaN	NaN	NaN
YJL141C	0.655	0.565	0.766	NaN	NaN	NaN
YBR071W	0.019	0.870	0.005	NaN	NaN	NaN
YIL077C	0.274	-0.433	0.875	NaN	NaN	NaN
YLR264W	0.234	-2.029	-2.160	NaN	NaN	NaN
YBL004W	NaN	NaN	NaN	1.017	1.021	0.141
YLR189C	2.221	1.368	3.003	NaN	NaN	NaN
YNL224C	-0.060	-1.638	-0.455	NaN	NaN	NaN
YJL198W	0.700	-2.361	-0.614	NaN	NaN	NaN
YDR455C	1.381	-1.360	2.296	NaN	NaN	NaN
YDR303C	NaN	NaN	NaN	0.803	-1.643	0.842
YBR190W	NaN	NaN	NaN	-0.437	-6.809	-4.398
YBR187W	0.850	0.411	0.680	NaN	NaN	NaN
YMR205C	0.457	-0.594	-0.171	NaN	NaN	NaN
YMR030W	0.569	0.807	1.421	NaN	NaN	NaN
YJR055W	1.461	-0.602	-1.230	NaN	NaN	NaN
YLR067C	0.747	-0.717	-1.493	NaN	NaN	NaN
YML088W	1.570	-1.330	0.065	NaN	NaN	NaN
YMR071C	0.079	-0.732	-0.856	NaN	NaN	NaN
YGL125W	0.426	-1.394	-0.758	NaN	NaN	NaN
YDR071C	0.726	0.545	0.978	NaN	NaN	NaN
YDR121W	0.201	0.653	1.403	NaN	NaN	NaN
YEL061C	-0.155	4.050	0.727	NaN	NaN	NaN
YMR064W	0.166	-1.001	-1.509	NaN	NaN	NaN
YMR098C	-0.742	-2.815	-2.497	NaN	NaN	NaN
YPL101W	0.129	2.063	1.014	NaN	NaN	NaN
YHR163W	0.093	-0.779	-0.715	NaN	NaN	NaN
YGL216W	0.879	-1.158	-2.115	NaN	NaN	NaN
YGR240C	-0.023	-0.463	0.156	NaN	NaN	NaN
YDR331W	NaN	NaN	NaN	-0.217	-2.645	0.843
YNL075W	NaN	NaN	NaN	-0.320	-5.095	-2.719
YPL148C	-0.737	-1.955	-1.461	NaN	NaN	NaN
YLR294C	0.151	-0.614	-0.540	NaN	NaN	NaN
YCR003W	-0.578	-0.415	-0.723	NaN	NaN	NaN
YGR220C	-0.273	-1.175	-1.524	NaN	NaN	NaN
YJL022W	0.291	-1.151	-0.616	NaN	NaN	NaN
YOR312C	1.007	-2.647	-1.814	NaN	NaN	NaN
YML090W	1.264	-0.772	0.511	NaN	NaN	NaN
YNL113W	NaN	NaN	NaN	0.286	-2.226	-1.914
YKL130C	1.372	0.627	0.777	NaN	NaN	NaN
YJL117W	-0.238	-1.325	-0.458	NaN	NaN	NaN
YJL209W	0.390	1.119	-0.558	NaN	NaN	NaN
YDR307W	2.107	1.252	0.872	NaN	NaN	NaN
YPL151C	NaN	NaN	NaN	0.307	0.370	0.005
YDL213C	-0.854	0.478	1.271	NaN	NaN	NaN
YLR257W	-0.375	-0.249	-0.400	NaN	NaN	NaN
YDL050C	0.661	-0.742	-0.399	NaN	NaN	NaN
YKL033W-A	0.377	7.138	4.861	NaN	NaN	NaN
YMR301C	NaN	NaN	NaN	-0.183	-1.907	-1.378
YLR191W	-0.479	-1.299	-0.315	NaN	NaN	NaN
YGR244C	-0.389	-0.306	0.391	NaN	NaN	NaN
YOR014W	-0.722	-0.072	-0.409	NaN	NaN	NaN
YBL030C	NaN	NaN	NaN	-0.094	-0.068	-1.669
YHR069C	NaN	NaN	NaN	-0.387	-4.490	-2.465
YOR360C	0.421	1.035	0.788	NaN	NaN	NaN
YLR296W	-1.655	-2.159	-2.762	NaN	NaN	NaN
YDR425W	1.060	-0.842	1.316	NaN	NaN	NaN
YML017W	0.416	5.031	1.105	NaN	NaN	NaN
YMR031C	-0.225	0.870	-0.989	NaN	NaN	NaN
YOR029W	1.362	-0.705	-0.104	NaN	NaN	NaN
YMR239C	NaN	NaN	NaN	0.277	0.295	-0.146
YLR287C-A	0.539	-1.720	-0.601	NaN	NaN	NaN
YDR011W	1.944	1.867	2.845	NaN	NaN	NaN
YDR431W	0.530	3.018	0.920	NaN	NaN	NaN
YPL239W	0.030	-2.540	-0.937	NaN	NaN	NaN
YJL007C	0.610	-1.098	-0.046	NaN	NaN	NaN
YMR037C	-0.097	-0.971	-0.701	NaN	NaN	NaN
YKL197C	-0.159	0.556	-0.863	NaN	NaN	NaN
YOR137C	-0.308	-0.748	-0.529	NaN	NaN	NaN
YOR075W	NaN	NaN	NaN	1.012	-0.123	0.468
YDR268W	-0.198	-1.086	-0.925	NaN	NaN	NaN
YBR281C	0.963	1.356	-0.394	NaN	NaN	NaN
YMR021C	-0.807	0.651	1.060	NaN	NaN	NaN
YOR110W	NaN	NaN	NaN	0.701	-1.569	-1.928
YLL027W	0.036	-2.445	-1.245	NaN	NaN	NaN
YHR079C	0.288	-0.287	-0.766	NaN	NaN	NaN
YJL138C	1.280	0.551	0.967	NaN	NaN	NaN
YNL112W	NaN	NaN	NaN	1.196	2.207	0.928
YLR288C	-0.094	-0.659	-1.565	NaN	NaN	NaN
YMR220W	NaN	NaN	NaN	0.030	0.072	0.094
YHR154W	0.259	-0.838	0.597	NaN	NaN	NaN
YDR086C	NaN	NaN	NaN	1.613	-1.594	-1.532
YMR150C	0.859	0.075	0.542	NaN	NaN	NaN
YOR353C	NaN	NaN	NaN	0.389	-0.618	-0.311
YGR051C	1.240	0.638	0.393	NaN	NaN	NaN
YOR167C	0.014	-2.030	-1.607	NaN	NaN	NaN
YGL048C	NaN	NaN	NaN	-0.112	-1.581	-0.815
YLR112W	0.636	-0.141	-0.010	NaN	NaN	NaN
YER131W	-0.072	-1.554	-0.890	NaN	NaN	NaN
YDL025C	-0.664	0.187	-1.096	NaN	NaN	NaN
YOR034C	0.422	1.406	0.056	NaN	NaN	NaN
YKL048C	-1.128	1.236	0.769	NaN	NaN	NaN
YLR394W	0.992	-0.096	0.131	NaN	NaN	NaN
YBR030W	-0.986	1.093	-1.412	NaN	NaN	NaN
YPL035C	0.397	0.868	1.109	NaN	NaN	NaN
YKL098W	-0.450	-1.962	-1.282	NaN	NaN	NaN
YNL291C	0.847	1.094	0.334	NaN	NaN	NaN
YHL028W	1.515	0.962	1.362	NaN	NaN	NaN
YJL149W	1.176	0.400	0.959	NaN	NaN	NaN
YML123C	0.161	-0.657	0.662	NaN	NaN	NaN
YLR258W	0.345	-0.221	-0.182	NaN	NaN	NaN
YGR011W	0.442	-0.074	-0.211	NaN	NaN	NaN
YDR385W	-0.809	-1.990	-1.246	NaN	NaN	NaN
YLR176C	1.288	0.549	0.721	NaN	NaN	NaN
YOR123C	-1.450	-1.922	-1.656	NaN	NaN	NaN
YNL114C	NaN	NaN	NaN	-0.011	-1.643	-0.758
YER048W-A	NaN	NaN	NaN	1.499	-0.609	0.505
YFR034C	0.348	-1.524	-0.406	NaN	NaN	NaN
YJL061W	NaN	NaN	NaN	0.246	0.822	-0.165
YHR091C	1.033	-1.109	0.659	NaN	NaN	NaN
YLR215C	NaN	NaN	NaN	0.272	2.421	0.490
YDR225W	1.263	1.317	1.325	NaN	NaN	NaN
YMR170C	-0.218	-2.648	-1.748	NaN	NaN	NaN
YLR068W	-0.103	-1.232	-1.525	NaN	NaN	NaN
YCL050C	0.195	-0.584	-0.558	NaN	NaN	NaN
YKL116C	-0.950	-2.404	-2.480	NaN	NaN	NaN
YHR121W	0.760	0.965	-1.509	NaN	NaN	NaN
YGR246C	NaN	NaN	NaN	0.421	-0.679	-1.273
YML028W	0.487	-0.308	0.649	NaN	NaN	NaN
YBR152W	NaN	NaN	NaN	0.444	0.256	0.308
YMR116C	-1.207	-0.891	-1.315	NaN	NaN	NaN
YOL069W	NaN	NaN	NaN	1.469	0.232	0.308
YER039C	0.559	-0.212	0.387	NaN	NaN	NaN
YCR068W	0.833	3.408	2.164	NaN	NaN	NaN
YPL266W	NaN	NaN	NaN	0.508	-0.090	-0.445
YOR309C	-0.511	-2.027	-1.304	NaN	NaN	NaN
YNR052C	-0.405	-0.374	-0.867	NaN	NaN	NaN
YDL131W	1.320	-1.119	-1.163	NaN	NaN	NaN
YMR174C	0.156	-0.180	0.344	NaN	NaN	NaN
YBL073W	NaN	NaN	NaN	0.338	-1.807	-0.523
YML001W	0.391	1.441	1.561	NaN	NaN	NaN
YBR136W	NaN	NaN	NaN	0.798	-0.732	0.916
YMR193C-A	-0.555	-3.087	-2.277	NaN	NaN	NaN
YNL132W	NaN	NaN	NaN	0.162	-1.660	-0.046
YOL031C	3.006	3.021	2.935	NaN	NaN	NaN
YKR033C	0.847	0.592	0.050	NaN	NaN	NaN
YLR322W	0.084	-0.231	-0.140	NaN	NaN	NaN
YLR425W	-0.146	1.146	0.488	NaN	NaN	NaN
YNL229C	-0.947	1.730	0.905	NaN	NaN	NaN
YBR056W	-0.232	-0.139	-0.378	NaN	NaN	NaN
YGR192C	-0.057	-1.000	-0.650	NaN	NaN	NaN
YJL047C	-0.456	0.430	-0.453	NaN	NaN	NaN
YBR171W	0.714	0.029	-0.525	NaN	NaN	NaN
YOR043W	-0.123	0.204	-0.678	NaN	NaN	NaN
YLR418C	0.400	-1.098	-1.090	NaN	NaN	NaN
YPL044C	NaN	NaN	NaN	0.241	0.051	1.755
YER057C	0.390	-0.015	-1.449	NaN	NaN	NaN
YER084W	-0.376	0.181	-1.032	NaN	NaN	NaN
YER161C	0.902	-1.253	-1.130	NaN	NaN	NaN
YPL233W	NaN	NaN	NaN	1.737	0.858	0.478
YGL213C	1.106	-0.680	-0.430	NaN	NaN	NaN
YOR366W	1.255	-0.712	-0.651	NaN	NaN	NaN
YCL001W-A	2.590	4.182	3.158	NaN	NaN	NaN
YNL241C	0.189	0.089	0.632	NaN	NaN	NaN
YAL055W	-0.459	-1.340	-0.684	NaN	NaN	NaN
YDL153C	NaN	NaN	NaN	-0.369	-2.601	-0.053
YOR107W	1.201	-0.957	-0.170	NaN	NaN	NaN
YDR145W	NaN	NaN	NaN	0.920	8.149	5.546
YKR070W	0.130	-0.938	-0.574	NaN	NaN	NaN
YDR231C	0.750	0.056	-0.491	NaN	NaN	NaN
YOL095C	-0.260	-1.014	-1.250	NaN	NaN	NaN
YPL185W	0.926	-0.355	-0.623	NaN	NaN	NaN
YDR299W	NaN	NaN	NaN	0.565	-1.907	-0.166
YML081C-A	-0.249	-0.893	-1.036	NaN	NaN	NaN
YCR024C	-0.853	-2.260	-0.977	NaN	NaN	NaN
YBR270C	-0.063	1.295	-2.187	NaN	NaN	NaN
YER007W	0.749	1.352	1.448	NaN	NaN	NaN
YDL104C	-0.104	-0.147	-0.011	NaN	NaN	NaN
YHL003C	0.919	-0.291	1.107	NaN	NaN	NaN
YGR261C	0.450	0.878	-0.012	NaN	NaN	NaN
YML026C	0.965	-0.201	0.146	NaN	NaN	NaN
YNL284C	-0.222	-1.167	-1.626	NaN	NaN	NaN
YER050C	0.365	-1.327	-0.011	NaN	NaN	NaN
YDR464W	NaN	NaN	NaN	0.793	1.774	-0.055
YOL023W	0.209	-1.392	-1.324	NaN	NaN	NaN
YFR001W	0.819	-0.875	0.894	NaN	NaN	NaN
YDR190C	NaN	NaN	NaN	-0.023	-0.676	0.104
YDR187C	NaN	NaN	NaN	0.716	2.725	2.255
YPR006C	-0.121	-1.681	-0.848	NaN	NaN	NaN
YNL137C	NaN	NaN	NaN	1.279	-0.204	-0.895
YLR388W	0.053	-2.407	-1.901	NaN	NaN	NaN
YER089C	-1.509	-0.613	-1.489	NaN	NaN	NaN
YBR084C-A	0.141	-1.494	-0.008	NaN	NaN	NaN
YGR259C	0.476	-0.446	-1.179	NaN	NaN	NaN
YLR315W	0.487	-0.340	0.664	NaN	NaN	NaN
YJL008C	NaN	NaN	NaN	-0.446	4.659	2.498
YKL057C	0.221	1.540	2.107	NaN	NaN	NaN
YPR195C	1.149	-0.332	0.085	NaN	NaN	NaN
YNL247W	NaN	NaN	NaN	-0.080	-0.400	0.191
YFL046W	-0.278	-0.909	-0.267	NaN	NaN	NaN
YMR194W	0.491	-0.471	-1.088	NaN	NaN	NaN
YJL124C	0.331	3.900	1.544	NaN	NaN	NaN
YOR206W	NaN	NaN	NaN	0.384	-1.464	-0.350
YBR061C	-0.748	0.024	0.185	NaN	NaN	NaN
YJL162C	0.348	-1.179	0.932	NaN	NaN	NaN
YDR421W	1.545	0.333	0.890	NaN	NaN	NaN
YPL178W	0.893	1.235	0.116	NaN	NaN	NaN
YKL110C	-0.709	-0.737	-0.416	NaN	NaN	NaN
YGR245C	NaN	NaN	NaN	0.783	-1.679	-0.154
YDR306C	1.501	-1.271	0.252	NaN	NaN	NaN
YBR084W	1.253	-0.158	0.871	NaN	NaN	NaN
YER101C	1.741	0.888	0.222	NaN	NaN	NaN
YBR094W	1.340	-0.544	-0.394	NaN	NaN	NaN
YER184C	0.765	-1.388	-1.178	NaN	NaN	NaN
YDR401W	0.357	0.407	0.926	NaN	NaN	NaN
YDL076C	-0.114	2.060	1.230	NaN	NaN	NaN
YLR167W	NaN	NaN	NaN	0.020	-1.705	-0.534
YHR132C	-1.106	-1.361	-1.772	NaN	NaN	NaN
YML025C	NaN	NaN	NaN	-0.219	-1.076	-1.771
YNL211C	-1.340	-1.137	-1.375	NaN	NaN	NaN
YJR122W	-0.074	0.576	-0.202	NaN	NaN	NaN
YBR179C	0.039	-1.569	-0.635	NaN	NaN	NaN
YKL129C	1.514	1.767	0.792	NaN	NaN	NaN
YGL072C	-1.761	-0.534	0.445	NaN	NaN	NaN
YDR496C	0.048	-1.271	-0.001	NaN	NaN	NaN
YHR013C	-0.207	-0.485	-0.689	NaN	NaN	NaN
YDR323C	1.042	-0.261	0.515	NaN	NaN	NaN
YML115C	1.143	7.456	4.701	NaN	NaN	NaN
YLR329W	0.626	-1.203	-0.926	NaN	NaN	NaN
YGL151W	1.184	-1.503	-1.586	NaN	NaN	NaN
YHL032C	1.340	-0.588	1.359	NaN	NaN	NaN
YOR164C	1.228	0.148	-0.829	NaN	NaN	NaN
YDR095C	0.129	-1.424	-1.111	NaN	NaN	NaN
YER044C	-0.024	0.385	0.169	NaN	NaN	NaN
YPR048W	NaN	NaN	NaN	1.428	0.834	0.069
YOR235W	0.514	-0.771	-2.618	NaN	NaN	NaN
YDR218C	0.229	-0.579	-0.868	NaN	NaN	NaN
YDR182W	NaN	NaN	NaN	0.896	0.650	0.776
YCR027C	-0.253	-1.130	0.321	NaN	NaN	NaN
YOR113W	-0.620	-0.504	-1.265	NaN	NaN	NaN
YBR257W	NaN	NaN	NaN	-0.023	-0.341	-2.038
YML106W	0.786	-0.498	0.469	NaN	NaN	NaN
YKL195W	NaN	NaN	NaN	0.308	-0.507	-0.724
YKL014C	NaN	NaN	NaN	0.257	0.286	-1.627
YKL030W	0.803	-0.641	-0.203	NaN	NaN	NaN
YDR332W	0.925	-0.304	-0.806	NaN	NaN	NaN
YBR293W	-0.003	-0.073	0.694	NaN	NaN	NaN
YGR200C	1.106	1.703	0.992	NaN	NaN	NaN
YHR161C	0.752	-0.181	-0.184	NaN	NaN	NaN
YGL169W	NaN	NaN	NaN	-0.105	-1.906	0.076
YKL114C	0.080	0.444	-0.976	NaN	NaN	NaN
YGR047C	NaN	NaN	NaN	0.807	1.212	1.115
YDR393W	0.042	0.847	-0.120	NaN	NaN	NaN
YGL018C	NaN	NaN	NaN	0.422	-1.569	-0.995
YKL149C	-0.640	-1.400	-0.603	NaN	NaN	NaN
YDL079C	1.713	0.473	0.193	NaN	NaN	NaN
YLR382C	0.487	0.218	-1.169	NaN	NaN	NaN
YDR211W	NaN	NaN	NaN	0.447	0.522	1.412
YPL168W	0.907	-0.603	0.184	NaN	NaN	NaN
YBL044W	-0.046	-0.604	-0.106	NaN	NaN	NaN
YER149C	-0.463	1.780	0.765	NaN	NaN	NaN
YER141W	-0.332	2.603	1.026	NaN	NaN	NaN
YMR159C	2.072	0.506	0.738	NaN	NaN	NaN
YKL016C	0.327	-1.204	-1.350	NaN	NaN	NaN
YKR064W	-0.074	-0.386	-0.265	NaN	NaN	NaN
YDL021W	-0.921	2.539	1.346	NaN	NaN	NaN
YGL042C	0.710	-0.755	-1.226	NaN	NaN	NaN
YEL048C	0.449	-0.345	0.405	NaN	NaN	NaN
YPR124W	0.152	-0.022	-0.745	NaN	NaN	NaN
YLR212C	NaN	NaN	NaN	0.621	1.189	0.673
YBL083C	-0.016	5.934	2.636	NaN	NaN	NaN
YAL044C	-0.225	-1.728	-1.053	NaN	NaN	NaN
YMR151W	0.148	-1.604	-0.805	NaN	NaN	NaN
YKR066C	1.163	-0.610	0.114	NaN	NaN	NaN
YOL040C	NaN	NaN	NaN	-1.317	-5.599	-2.412
YDR103W	NaN	NaN	NaN	0.086	0.352	0.698
YLR136C	1.144	2.242	0.875	NaN	NaN	NaN
YNL219C	0.017	1.603	-0.019	NaN	NaN	NaN
YGR282C	0.064	-1.492	-0.359	NaN	NaN	NaN
YAR018C	-1.125	1.144	-0.228	NaN	NaN	NaN
YLR196W	NaN	NaN	NaN	-1.116	-4.066	-2.826
YER028C	-0.641	-2.421	-0.944	NaN	NaN	NaN
YGL082W	1.050	-0.114	1.024	NaN	NaN	NaN
YDL007W	NaN	NaN	NaN	0.320	-1.882	-1.205
YPL125W	-1.392	-0.949	-2.775	NaN	NaN	NaN
YDR349C	0.399	-1.192	1.352	NaN	NaN	NaN
YAL023C	-0.176	-0.851	-0.740	NaN	NaN	NaN
YHR111W	-0.054	1.773	0.267	NaN	NaN	NaN
YDL022W	1.325	-0.300	-0.270	NaN	NaN	NaN
YGR281W	-0.217	0.253	0.240	NaN	NaN	NaN
YHR190W	NaN	NaN	NaN	-0.248	0.530	0.371
YGR230W	-0.696	-1.015	-0.975	NaN	NaN	NaN
YPL012W	NaN	NaN	NaN	0.084	-1.167	-0.772
YJR064W	NaN	NaN	NaN	0.286	2.584	1.970
YNL120C	-1.150	-0.708	-0.393	NaN	NaN	NaN
YPL183C	-1.098	-3.663	-1.098	NaN	NaN	NaN
YBR085W	0.212	-1.439	0.194	NaN	NaN	NaN
YPL273W	-0.631	-1.510	-0.878	NaN	NaN	NaN
YLR372W	0.403	0.726	0.722	NaN	NaN	NaN
YBR183W	0.553	-1.476	0.372	NaN	NaN	NaN
YLR441C	0.463	-2.180	-1.558	NaN	NaN	NaN
YHR130C	0.672	-0.175	-0.383	NaN	NaN	NaN
YGL149W	-0.973	-1.616	-1.668	NaN	NaN	NaN
YOR131C	-0.119	-0.774	0.728	NaN	NaN	NaN
YHR024C	NaN	NaN	NaN	-0.443	-1.040	-0.583
YLR429W	-0.092	-2.202	-0.318	NaN	NaN	NaN
YLR200W	-1.107	-0.557	-0.378	NaN	NaN	NaN
YOR287C	NaN	NaN	NaN	-0.164	-0.604	0.260
YML118W	1.389	-0.344	1.288	NaN	NaN	NaN
YHR157W	1.221	0.755	-0.185	NaN	NaN	NaN
YOR229W	2.781	0.968	0.614	NaN	NaN	NaN
YNL135C	-0.845	0.929	0.292	NaN	NaN	NaN
YGR073C	NaN	NaN	NaN	-0.518	-0.619	-0.726
YOR074C	NaN	NaN	NaN	0.279	-0.131	-0.341
YNL062C	NaN	NaN	NaN	-0.037	-1.723	-0.814
YOL110W	-0.593	0.148	-1.450	NaN	NaN	NaN
YBR065C	-0.946	-2.409	-1.672	NaN	NaN	NaN
YKL072W	0.187	-1.701	-1.979	NaN	NaN	NaN
YMR200W	NaN	NaN	NaN	1.449	-3.545	-2.335
YDR416W	NaN	NaN	NaN	-0.585	-0.908	-0.763
YBL064C	-0.076	-0.706	-0.862	NaN	NaN	NaN
YBR191W	0.729	-1.276	-0.300	0.322	-0.929	-0.532
YNL066W	1.000	1.079	-0.905	NaN	NaN	NaN
YHL038C	-0.763	-0.987	-2.116	NaN	NaN	NaN
YBR089C-A	0.558	0.589	0.188	NaN	NaN	NaN
YLR179C	0.237	-0.445	-0.261	NaN	NaN	NaN
YGR033C	-0.195	-1.568	-0.239	NaN	NaN	NaN
YKR054C	0.911	-0.451	-0.741	NaN	NaN	NaN
YDL088C	0.053	-1.566	-1.014	NaN	NaN	NaN
YER068C-A	-1.237	-1.123	-3.488	NaN	NaN	NaN
YGR198W	NaN	NaN	NaN	0.679	6.822	4.308
YMR173W	0.232	-0.827	-0.356	NaN	NaN	NaN
YKL156W	1.228	-0.398	-1.125	NaN	NaN	NaN
YDR209C	1.944	-1.238	0.018	NaN	NaN	NaN
YKL053W	-0.766	1.186	-0.062	NaN	NaN	NaN
YGR268C	0.719	-0.019	-0.456	NaN	NaN	NaN
YKL079W	2.688	2.660	1.669	NaN	NaN	NaN
YIL028W	0.329	-0.144	0.020	NaN	NaN	NaN
YGR222W	-0.188	-1.078	-1.181	NaN	NaN	NaN
YBR101C	0.949	-1.897	0.248	NaN	NaN	NaN
YHL015W	NaN	NaN	NaN	1.055	-4.508	-0.858
YJR062C	1.066	-0.411	-0.193	NaN	NaN	NaN
YER019W	0.294	-0.751	-0.405	NaN	NaN	NaN
YPL056C	0.176	-1.668	-1.351	NaN	NaN	NaN
YNL005C	0.673	-2.368	-0.430	NaN	NaN	NaN
YCR105W	-0.103	-1.039	-0.347	NaN	NaN	NaN
YGR278W	NaN	NaN	NaN	-0.074	-1.259	-0.656
YBR291C	0.873	7.145	3.121	NaN	NaN	NaN
YOL013W-B	-0.223	-0.858	-0.779	NaN	NaN	NaN
YER090W	0.348	1.175	0.564	NaN	NaN	NaN
YLR193C	0.189	-0.671	-0.543	NaN	NaN	NaN
YNL079C	-0.043	3.845	2.837	NaN	NaN	NaN
YDR533C	0.139	-0.442	0.515	NaN	NaN	NaN
YNL011C	2.140	0.954	1.235	NaN	NaN	NaN
YAR043C	0.010	-0.995	0.285	NaN	NaN	NaN
YMR072W	-0.667	-2.273	-0.282	NaN	NaN	NaN
YBR186W	-0.225	-0.748	-1.677	NaN	NaN	NaN
YDR036C	0.674	-0.519	0.870	NaN	NaN	NaN
YDR317W	-0.215	1.517	0.433	NaN	NaN	NaN
YGL027C	0.104	3.091	3.356	NaN	NaN	NaN
YNL323W	1.794	-1.364	1.538	NaN	NaN	NaN
YLR007W	NaN	NaN	NaN	1.568	-0.007	-0.218
YPL102C	-0.006	3.082	2.433	NaN	NaN	NaN
YDR512C	-0.934	-0.974	-1.006	NaN	NaN	NaN
YOR124C	0.630	-1.119	0.446	NaN	NaN	NaN
YNR055C	0.194	-1.858	-0.466	NaN	NaN	NaN
YBR027C	-0.753	3.136	2.773	NaN	NaN	NaN
YPL247C	0.843	-0.442	-0.908	NaN	NaN	NaN
YLR310C	NaN	NaN	NaN	0.175	-0.492	0.368
YER185W	0.295	-0.174	0.062	NaN	NaN	NaN
YDR081C	NaN	NaN	NaN	-0.206	2.797	1.883
YKL045W	NaN	NaN	NaN	1.059	0.235	-0.918
YJL053W	0.074	-1.191	-0.137	NaN	NaN	NaN
YDR445C	0.458	-0.055	0.354	NaN	NaN	NaN
YNL103W	NaN	NaN	NaN	-1.166	-1.814	-0.897
YPR047W	0.476	-1.676	-0.918	NaN	NaN	NaN
YGR286C	0.542	0.200	1.964	NaN	NaN	NaN
YER011W	0.767	0.656	0.229	NaN	NaN	NaN
YDR514C	1.655	1.095	0.511	NaN	NaN	NaN
YPL006W	1.003	-0.173	-0.544	NaN	NaN	NaN
YMR062C	0.616	-1.143	0.930	NaN	NaN	NaN
YPL231W	NaN	NaN	NaN	-0.736	-1.233	-1.357
YBR184W	0.849	0.557	-0.207	NaN	NaN	NaN
YER132C	1.419	0.758	1.326	NaN	NaN	NaN
YOL018C	0.707	0.516	1.681	NaN	NaN	NaN
YGR177C	1.082	0.284	-0.491	NaN	NaN	NaN
YBL104C	-0.228	0.304	1.419	NaN	NaN	NaN
YER113C	0.356	1.124	0.496	NaN	NaN	NaN
YDL226C	-0.267	-0.202	-0.207	NaN	NaN	NaN
YDR214W	1.949	-0.160	0.287	NaN	NaN	NaN
YHR005C-A	NaN	NaN	NaN	0.129	0.661	-0.843
YPR103W	NaN	NaN	NaN	0.166	0.026	-0.989
YHL010C	0.324	-0.610	-1.173	NaN	NaN	NaN
YHR021C	-0.291	-1.031	-1.404	NaN	NaN	NaN
YLR339C	NaN	NaN	NaN	0.081	-1.039	-1.336
YMR039C	0.932	0.708	0.010	NaN	NaN	NaN
YJL058C	0.383	-0.748	-0.441	NaN	NaN	NaN
YLR405W	1.005	0.666	0.682	NaN	NaN	NaN
YMR089C	0.063	-0.872	-0.827	NaN	NaN	NaN
YMR206W	0.581	0.625	-1.075	NaN	NaN	NaN
YJR017C	NaN	NaN	NaN	0.767	-0.180	-0.809
YBL101C	0.581	-0.610	-0.771	NaN	NaN	NaN
YDR525W-A	0.357	-1.099	0.627	NaN	NaN	NaN
YOR065W	0.260	0.318	0.832	NaN	NaN	NaN
YLR431C	0.131	-1.683	-0.570	NaN	NaN	NaN
YDL214C	0.929	-0.933	1.039	NaN	NaN	NaN
YPR016C	NaN	NaN	NaN	-0.249	-4.915	-2.971
YMR105C	0.546	-0.214	0.143	NaN	NaN	NaN
YBR210W	1.130	0.329	1.338	NaN	NaN	NaN
YMR169C	-0.569	-0.181	-0.140	NaN	NaN	NaN
YMR123W	-0.286	0.174	-0.891	NaN	NaN	NaN
YOL090W	0.491	-1.070	-1.078	NaN	NaN	NaN
YCL053C	NaN	NaN	NaN	0.021	-4.075	-1.650
YLR373C	-0.809	0.619	-1.079	NaN	NaN	NaN
YJR001W	0.989	0.582	0.735	NaN	NaN	NaN
YLR319C	0.069	4.364	4.228	NaN	NaN	NaN
YDR133C	-0.175	0.336	-1.434	NaN	NaN	NaN
YIR019C	-1.158	-0.956	-0.683	NaN	NaN	NaN
YML046W	NaN	NaN	NaN	-0.077	-0.063	-0.750
YHR086W	0.408	0.292	0.397	NaN	NaN	NaN
YOR121C	1.286	1.070	1.472	NaN	NaN	NaN
YLR045C	NaN	NaN	NaN	0.551	1.985	0.071
YPL154C	-0.174	-1.091	-1.357	NaN	NaN	NaN
YGL160W	-0.209	-1.302	-1.296	NaN	NaN	NaN
YOR176W	NaN	NaN	NaN	0.503	-1.093	-0.144
YER091C-A	0.808	-0.779	0.057	NaN	NaN	NaN
YJL192C	-0.471	4.476	2.031	NaN	NaN	NaN
YAR031W	-0.695	-2.560	-2.257	NaN	NaN	NaN
YLR430W	NaN	NaN	NaN	-0.139	-0.263	-1.034
YBR188C	0.834	-1.337	-0.181	NaN	NaN	NaN
YMR005W	NaN	NaN	NaN	0.326	0.323	-0.358
YBR256C	NaN	NaN	NaN	0.506	-0.079	0.091
YGR118W	-0.278	-1.896	-2.647	NaN	NaN	NaN
