orf	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012
YAL054C	-1.133425	-0.14463800000000002	-1.076592			
YAL055W	-0.4589000000000001	-1.3395290000000002	-0.6840000000000002			
YAL056C-A	0.0005700000000001815	-3.67829	-2.5926508999999998			
YAL056W	-0.48190900000000003	-1.759622	-0.34888699999999995			
YAL058W	0.7498199999999997	-3.598591	-2.354068			
YAL059W	0.530781	-0.999249	-0.765766			
YAL060W	-0.6500509999999999	-1.593083	-0.400814			
YAL061W	0.4854651	-1.9229630000000002	-0.356105			
YAL062W	-0.26178399999999996	-1.18344	-0.888535			
YAL064C-A	-1.514813	-0.1128499999999999	-0.8181889999999999			
YAL065C	0.28481	-0.37599000000000005	-0.04703000000000013			
YAL066W	-0.6225724	-0.9065534000000001	-1.1067913999999999			
YAL067C	-3.345521	-0.711973	-0.403014			
YAL068C	-0.04624800000000001	0.664954	-0.531346			
YAR002C-A	-0.940429	-1.146709	-0.39164360000000004			
YAR002W	-0.1968599	0.276072	0.7300209999999999			
YAR003W	-0.8765677000000001	0.5372899999999999	0.33564000000000005			
YAR014C	-0.41030999999999995	5.378780000000001	5.013199999999999			
YAR015W	-0.103433	-0.885598	-1.2292779999999999			
YAR018C	-1.12451	1.1436099999999998	-0.2279399999999998			
YAR020C	0.047875	-1.357594	-0.649734			
YAR023C	0.06802000000000019	-1.5674959999999998	-0.39408			
YAR027W	-0.310994	-2.241462	-1.7383009999999999			
YAR028W	0.03984299999999999	0.087524	0.30045679999999997			
YAR029W	-0.53012	-1.149933	-0.46854100000000004			
YAR030C	-0.6290500000000001	-2.929476	-1.4710830000000001			
YAR031W	-0.69461	-2.559966	-2.257247			
YAR035W	-0.3917149999999999	-1.462985	0.75027			
YAR042W	0.6028909	0.5117240000000001	0.49590599999999996			
YAR047C	0.5655495	-0.502157	-0.029537999999999953			
YAR050W	0.313493	0.585669	1.419821			
YBL001C	1.82087	-2.3429599999999997	-1.541062			
YBL002W	-0.767042	-1.9577369999999998	-1.521554			
YBL003C	-0.17755999999999994	-1.698857	-0.19930000000000003			
YBL005W	-0.963522	-0.09619999999999984	-3.02589			
YBL006C	-0.08573999999999993	-0.3389500000000001	-1.04294			
YBL007C						
YBL008W	-0.679562	-1.095694	-0.9415920000000001			
YBL009W	0.139316	-0.014435000000000031	-0.698951			
YBL010C	-0.14193100000000003	0.126243	0.5379977			
YBL011W	0.258896	-0.08568100000000001	-0.284476			
YBL012C	-0.2702260000000001	-1.2120514	-1.2756748			
YBL013W	0.57931	-0.7485379999999999	-0.8127289999999999			
YBL015W	0.4632006	0.1430166	0.2206846			
YBL017C	-1.121043	0.09301000000000004	-0.7913709999999999			
YBL019W	0.554101	0.029210000000000014	-0.428834			
YBL021C	1.7073340000000001	0.8802880000000001	0.9822440000000001			
YBL022C	-1.9762899999999999	-0.45711999999999975	0.49292999999999987			
YBL024W	0.100045	-0.13509690000000002	-0.555729			
YBL027W	0.5840920000000001	0.33540100000000006	0.263165			
YBL028C	-1.536235	-1.9705287	-2.202606			
YBL029W	0.339105	-0.133858	0.8245779999999999			
YBL031W	-0.18398000000000003	3.3305400000000005	2.68092			
YBL032W	-1.188748	0.7835299999999998	-0.29491			
YBL033C						
YBL036C	-0.36410600000000004	-0.901965	-1.053984			
YBL037W	0.15010100000000004	0.63104	0.8278376000000001			
YBL038W						
YBL039C	0.464269	-0.592009	-1.093388			
YBL042C						
YBL043W	-0.473662	-0.42848200000000003	-0.45223199999999997			
YBL044W	-0.04628999999999994	-0.604143	-0.10611999999999999			
YBL045C						
YBL046W	-0.0327400000000001	3.719931	4.121721			
YBL047C	0.21036999999999995	5.97491	4.88393			
YBL048W	-1.3909340000000001	-3.51106	-2.543347			
YBL049W	0.58892	1.981954	1.589884			
YBL051C	0.29645599999999994	0.449075	0.878355			
YBL052C	-0.327643	-0.33590299999999995	0.5247830000000001			
YBL053W	0.149864	0.02954000000000012	0.826982			
YBL054W	-0.8194629999999999	-0.8423289999999999	-0.6495609999999999			
YBL055C	-1.611445	-0.31100500000000003	-1.462214			
YBL056W	1.553939	1.560789	0.876649			
YBL057C	0.52909035	-1.263849	-0.6245989999999999			
YBL058W						
YBL059W	0.266477	0.45966260000000003	-0.756777			
YBL060W	-0.698156	-1.138601	-1.631541			
YBL061C	0.039868000000000015	6.66425	5.90118			
YBL062W	0.07230699999999998	4.11341	3.9932399999999997			
YBL063W	1.745693	-0.851688	0.9550829999999999			
YBL064C	-0.07586000000000004	-0.705999	-0.8624769999999999			
YBL065W	0.8857299999999999	-0.38133400000000006	0.50542962			
YBL066C	0.16779699999999997	-0.6392286	-1.657508			
YBL067C	1.0312830000000002	1.529661	1.429131			
YBL068W	-0.44589199999999996	-0.34906499999999996	0.604663			
YBL069W	1.757289	-1.1478679999999999	-0.08935400000000002			
YBL070C	-0.756416	-0.590239	0.201237			
YBL071C	-0.05103000000000002	-0.6980500000000001	-0.9965390000000001			
YBL072C	1.13537	-1.019137	-0.660569			
YBL075C	-0.932076	-0.8152440000000001	1.4164729999999999			
YBL078C	0.10878999999999994	0.19734799999999997	-0.259436			
YBL079W	0.5891399999999998	0.2555399999999999	-0.705447			
YBL080C	0.08627000000000007	-1.4659939999999998	-0.43223999999999996			
YBL081W	0.09474499999999998	0.566284	0.524828			
YBL082C	0.5210130000000001	3.28626	0.49070900000000006			
YBL083C	-0.015689999999999982	5.9339900000000005	2.63636			
YBL085W	2.258886	0.5817859999999999	1.361446			
YBL086C	0.04655799999999999	0.12225599999999998	-0.9347570000000001			
YBL087C	3.0982659999999997	-1.10881	1.2014259999999999			
YBL088C	-0.25755800000000006	-0.13314800000000004	-0.6681549999999999			
YBL089W	-0.41304699999999994	1.757244	0.8613900000000001			
YBL090W						
YBL091C	0.6424299999999998	-0.18605000000000005	0.32716999999999996			
YBL091C-A	0.6673129999999999	0.18086000000000002	0.5734029999999999			
YBL093C						
YBL094C	1.528413	-0.04342500000000005	0.738233			
YBL095W	0.23231079999999998	-1.2013652	-0.08046312			
YBL096C	-0.3064199999999999	-0.02529999999999999	-0.034142000000000006			
YBL098W	0.5750008400000001	-0.832299	-0.8593289999999999			
YBL099W	0.39933300000000005	-0.36145999999999995	-0.794545			
YBL100C						
YBL101C	0.581448	-0.6100570000000001	-0.7708520000000001			
YBL102W	0.534447	-0.6109829999999999	0.11652499999999999			
YBL103C	0.031709999999999905	-1.6030099999999998	-0.7791100000000002			
YBL104C	-0.22755999999999998	0.3039099999999999	1.4188499999999997			
YBL106C	0.43572900000000003	-0.18946399999999997	0.23990200000000006			
YBL107C	0.2671131	-0.434379	0.593927			
YBR001C	-0.820899	-0.386705	-0.18993669999999999			
YBR003W	-0.561592	-1.5491928	-1.6275490000000001			
YBR005W	-0.300688	-0.5021819999999999	0.2383197			
YBR006W	-0.678879	-0.212762	0.03635699999999997			
YBR007C	-1.7754969999999999	-1.4057366	-2.030639			
YBR008C	-0.09075	1.130144	0.14151899999999998			
YBR009C	-0.6977600000000002	-1.2394640000000001	0.85297			
YBR010W	-0.07443500000000003	-1.102624	-0.22124999999999995			
YBR012C	0.296466	0.34093500000000004	0.890545			
YBR013C	-0.2517314	-0.28837999999999997	0.404498			
YBR014C	0.40921399999999997	-0.25376600000000005	-0.11045500000000003			
YBR015C	-0.06992999999999983	0.07586400000000004	-0.33973999999999993			
YBR016W	-0.155549	-1.433038	-0.199839			
YBR017C						
YBR018C	-0.552627	-0.37189300000000003	-0.737576			
YBR019C	0.21699029999999997	0.2571813	-0.0980731			
YBR020W	-0.7187131999999999	-0.08001349999999999	0.9179919999999999			
YBR021W	-0.38792200000000004	0.5745449999999999	0.608385			
YBR022W	-0.16037590000000002	0.0960401	0.09172010000000001			
YBR023C	-0.258598	4.93355	5.19121			
YBR024W	-0.47803599999999996	-1.123049	0.313771			
YBR025C	-0.630668	-2.237489	-1.156399			
YBR026C	0.31271800000000005	-0.36897599999999997	-1.444273			
YBR027C	-0.7529999999999999	3.1361599999999994	2.7732			
YBR028C	0.6160969000000001	-0.5010301	0.6063879			
YBR030W	-0.9858199999999999	1.0930399999999998	-1.4115790000000001			
YBR031W	0.05767	-2.085597	-2.796377			
YBR032W	0.555485	0.09975	0.35344600000000004			
YBR033W	-0.725596	-0.148838	-0.13339			
YBR034C	-0.114921	-0.084225	0.090941			
YBR035C	-0.3047973	0.517976	-0.015467999999999982			
YBR036C	0.6171800000000003	-3.01707	-1.4251079999999998			
YBR037C	0.49288	-0.800216	1.0622200000000002			
YBR039W	0.12597000000000014	-0.7858499999999999	-0.6635399999999998			
YBR040W	0.180728	1.159268	0.4914465			
YBR041W	-0.245966	-0.311081	-0.37848099999999996			
YBR042C	-0.353338	0.142489	-0.37520400000000004			
YBR043C	0.0541959	0.0627384	0.07435140000000001			
YBR044C	0.20539829999999998	1.883069	0.878932			
YBR045C	-0.5342330000000001	-0.8695390000000001	0.060975999999999975			
YBR046C	0.06915999999999989	-1.205104	-0.934277			
YBR047W	-0.4110083	1.3694507	-0.4341653			
YBR048W	0.326029	-0.610525	-0.805579			
YBR050C	0.4343865	-0.446855	0.18456299999999998			
YBR051W	-0.37544299999999997	-1.420967	-1.276058			
YBR052C	0.36973399999999995	-0.950572	0.6283989999999999			
YBR053C	-0.647564	-0.36287600000000003	-0.645889			
YBR054W	-0.30290799999999996	-0.7685799999999999	-0.701352			
YBR056W	-0.23231000000000002	-0.13866999999999985	-0.37829			
YBR057C	-0.13386199999999993	0.5457730000000001	0.06831000000000009			
YBR058C	0.72302313	-0.46593287	0.10519813			
YBR059C	0.5082539999999999	-0.16092000000000017	0.54553			
YBR061C	-0.7478099999999999	0.024020000000000152	0.18496000000000024			
YBR062C	-1.8201109999999998	-2.8747499999999997	-0.37754			
YBR063C	-0.374653	-0.908081	-0.26188600000000006			
YBR064W	0.4095	-2.0260409999999998	-0.24927999999999995			
YBR065C	-0.9455900000000002	-2.408575	-1.672373			
YBR066C	-0.837806	-1.065515	-0.693904			
YBR067C	-0.32498723999999996	0.014559000000000044	0.20757900000000007			
YBR068C	-0.760053	-1.776812	-1.060114			
YBR069C	1.1911100000000001	-0.8325499999999999	0.8159900000000002			
YBR071W	0.0194700000000001	0.8699499999999998	0.004569999999999963			
YBR072W	-0.26450799999999997	0.352744	0.257647			
YBR073W	-0.529139	-1.0806106	-0.5457460000000001			
YBR074W	0.050436000000000036	-0.1751270433333333	-0.0835220333333333			
YBR076W	1.629631	0.8287009999999999	1.2870409999999999			
YBR077C	-0.41270199999999996	2.1101389999999998	3.048669			
YBR078W	0.300455	-1.87448	-0.9628399999999999			
YBR081C	-0.7434919999999999	-0.544082	-1.165741			
YBR082C	0.03420599999999996	-0.4921943	-0.229798			
YBR083W	-0.26822200000000007	-0.4543480000000001	-0.41037700000000005			
YBR084C-A	0.14083	-1.493882	-0.007730000000000015			
YBR084W	1.2527212	-0.1581018	0.8708162			
YBR085W	0.2118119999999999	-1.438545	0.19391200000000008			
YBR086C	0.14498300000000003	-0.2399732	0.6077049999999999			
YBR089C-A	0.558178	0.5893780000000001	0.18777699999999997			
YBR090C	-1.27576	-2.895537	-0.65195			
YBR092C	-0.437011	-0.6423270000000001	-0.006987999999999994			
YBR093C	-0.15963	-0.299607	-0.041551000000000005			
YBR094W	1.340179	-0.544078	-0.393726			
YBR095C	0.5180549999999999	1.6637240000000002	0.919335			
YBR097W	1.682426	1.081606	2.0967219999999998			
YBR098W	-0.5779964999999999	0.09646150000000002	-0.05903949999999997			
YBR099C	-0.277319	-0.900759	-0.2176189999999999			
YBR101C	0.949407	-1.8967429999999998	0.24774700000000002			
YBR103W	-0.461865	-0.390254	0.19828999999999997			
YBR104W	0.12556999999999996	-0.636987	-1.7692649999999999			
YBR105C	-0.06640600000000002	-0.7046730000000001	-0.418207			
YBR106W	0.3885399999999999	0.9285300000000003	1.26884			
YBR107C	0.5219180000000001	0.6754560000000001	1.8591410000000002			
YBR108W	-1.142321	-0.6668700000000001	-1.39776			
YBR112C						
YBR113W	-0.12705100000000003	0.139461	0.146113			
YBR114W	0.458565	0.034582	0.335565			
YBR115C	-0.011070000000000024	-0.533619	-0.3069989999999999			
YBR116C	-0.051126000000000005	-0.39729400000000004	-0.839238			
YBR118W	0.70332071	0.12090771	1.07577771			
YBR119W	1.006448	0.7893771	1.45195			
YBR120C	-0.463788	1.799742	1.434772			
YBR125C	0.09361299999999995	-1.183931	-0.052754999999999996			
YBR126C	-0.417578	-0.374953	-0.37759300000000007			
YBR127C						
YBR128C	-0.38337200000000005	0.8575409999999999	-0.038413			
YBR129C	-5.531129999999999	-0.5056100000000001	0.09657499999999997			
YBR130C	0.043882000000000004	0.44924200000000003	-1.067516			
YBR131W	0.7512399999999999	-0.5219399999999998	-0.5079			
YBR133C						
YBR134W	0.24509000000000025	0.57274	0.4138600000000001			
YBR137W	0.669143	0.44159400000000004	0.17792039			
YBR138C	-0.17967	0.07152000000000003	-0.10146999999999995			
YBR139W	0.04724299999999999	-0.762023	0.41405499999999995			
YBR141C	-0.205541	-0.27249100000000004	-0.12787000000000004			
YBR144C	0.06979000000000002	-0.9420900000000001	-0.26472000000000007			
YBR145W	0.594383	-0.1825225	1.0046890000000002			
YBR146W	0.204826	-0.10880500000000004	0.121593			
YBR147W	-0.10397200000000006	-0.04475000000000007	-0.24978			
YBR148W	-0.35820399999999986	-0.8739899999999998	-2.0661899999999997			
YBR149W	0.2897399999999999	1.466748	0.8499019999999999			
YBR150C	-0.519811	-0.29706499999999997	-0.815821			
YBR151W	0.868727	-0.1829719999999999	1.120953			
YBR156C	-0.707362	2.8792280000000003	1.63191			
YBR157C	-0.028340000000000032	-0.7691399999999999	0.3864820000000001			
YBR158W	0.4123571	0.38552309999999995	0.02059174			
YBR159W	-0.21333999999999986	0.19021	1.1361311			
YBR161W	-0.1012635	0.9987535000000001	1.1891275			
YBR162C	-0.08630000000000004	-0.11826000000000003	-0.03149999999999986			
YBR162W-A	-0.678748	-2.309904	-0.97478			
YBR163W						
YBR164C	0.465254	0.05447800000000001	1.3315240000000002			
YBR165W	0.22187859999999998	-0.45650799999999997	0.327663			
YBR168W						
YBR169C	0.4401537	0.34404470000000004	-0.08465715			
YBR170C	0.514746	0.6627632000000001	0.5111008			
YBR171W	0.7139460000000001	0.028511999999999982	-0.5247257			
YBR172C	1.488227	1.4968759999999999	0.995655			
YBR173C	-0.12089300000000003	0.16080699999999992	0.118012			
YBR174C	-0.624768	0.45181899999999997	0.417254			
YBR175W	-0.390432	0.2407370000000001	-0.367541			
YBR176W	-0.409772	-0.4286504	-0.603831			
YBR177C	0.32953499999999997	-0.02398100000000003	1.193579			
YBR178W	0.306973	0.19770500000000002	0.48682			
YBR179C	0.0390299999999999	-1.568823	-0.6353920000000001			
YBR180W	0.5139825	-0.6206575	0.4103535			
YBR181C	-0.3436230000000001	-1.6735860000000002	-0.942798			
YBR182C	-1.0498560000000001	-0.206241	0.848636			
YBR183W	0.553315	-1.476394	0.37173999999999996			
YBR184W	0.8494770000000001	0.556532	-0.20670507999999999			
YBR185C	1.250422	-0.250618	0.3227420000000001			
YBR186W	-0.22531999999999996	-0.7478559999999999	-1.677309			
YBR187W	0.850258	0.41051799999999994	0.680058			
YBR188C	0.8339239999999999	-1.336786	-0.180939277			
YBR189W	0.0555569	0.0505549	0.0970484	0.15282199999999996	-2.809166	-1.191207
YBR191W	0.7289916	-1.2756664	-0.3002014	0.32161400000000007	-0.9287880000000001	-0.532036
YBR194W	-0.431064	0.493238	0.09773199999999999			
YBR195C	-0.20360098999999998	-0.7934049999999999	0.9181960000000001			
YBR197C	-0.579547	-0.805255	-0.6218250000000001			
YBR199W	-1.7172209999999999	0.7013400000000001	0.10563999999999996			
YBR200W						
YBR201W	0.25332199999999994	0.058163999999999993	-0.8562159999999999			
YBR203W	-0.1892468	0.0065588999999999995	0.4983902			
YBR204C	0.9670789999999999	0.643512	0.652859			
YBR205W	-0.7984770000000001	-0.4764891	-1.122705			
YBR206W	0.010191000000000061	0.09654600000000002	0.02582899999999999			
YBR207W	0.7197359999999999	0.08954899999999999	-0.068471			
YBR208C	-0.20788620000000002	1.3024838	0.8756898000000001			
YBR210W	1.1303459999999999	0.328859	1.337686			
YBR212W	-0.949934	0.04993700000000001	-1.344258			
YBR213W	0.313242	0.505007	-0.010386000000000006			
YBR214W						
YBR215W						
YBR216C						
YBR217W	0.06996500000000005	-0.21838999999999997	-0.19290299999999994			
YBR218C						
YBR219C						
YBR220C						
YBR221C						
YBR222C						
YBR223C						
YBR224W						
YBR225W						
YBR226C	-0.7692614	-1.519907	-0.850108			
YBR227C	0.26926600000000006	0.6783777000000001	0.9573910000000001			
YBR228W	-0.2858209999999999	-1.0172162	-1.855874			
YBR229C	1.39313	0.4255899999999999	1.4239999999999997			
YBR230C	-1.7832210000000002	-1.244953	-1.112544			
YBR231C	-0.9425429999999999	-0.4305049999999999	0.6653900000000001			
YBR232C	0.17419400000000002	0.130457	0.26531000000000005			
YBR233W	0.15234599999999998	-0.16587190000000002	-0.247707			
YBR235W	-0.4888551	-0.2398361	-0.4635211			
YBR238C	0.287291	0.12207299999999999	-0.2806023			
YBR239C	-0.48999000000000004	0.264119	-0.36630898			
YBR240C	0.27081900000000003	-0.734256	-0.9231830000000001			
YBR241C	0.2714498	0.235582	0.772689			
YBR242W	0.20057900000000006	0.18197799999999997	-0.14563899999999996			
YBR244W	2.547106	1.6847910000000001	1.58432			
YBR245C	1.3931299999999998	0.22911999999999988	0.59021			
YBR246W	-0.15581299999999998	2.500446	0.081816			
YBR248C	0.733897	0.9907024	0.6544430000000001			
YBR249C	-0.805762	-0.381252	-1.357823			
YBR250W	-1.255512	-0.757468	-0.83927			
YBR251W	-0.30510899999999996	-1.55686	-1.521838			
YBR255W	-1.4117199999999999	-1.7290359999999998	-0.5342119999999999			
YBR258C	-0.619844	-1.400633	0.210009			
YBR259W	2.6854329999999997	1.309855	1.330373			
YBR260C	-0.353785	-0.20353500000000002	0.008813999999999989			
YBR261C	0.18958500000000003	-0.296217	0.307736			
YBR262C	0.6392610000000001	-0.91313	0.156331			
YBR263W	-0.22399999999999998	-0.08892699999999998	-0.841065			
YBR264C	0.048149999999999915	-0.05683000000000016	-0.36714			
YBR266C						
YBR267W	-1.1453630000000001	-1.599179	-0.722896			
YBR268W	0.537998	-1.171396	-0.7812169999999999			
YBR269C	0.13499000000000017	0.25642999999999994	-0.10236			
YBR270C	-0.06346000000000007	1.2945399999999998	-2.187202			
YBR271W	-0.100989	-0.11321199999999998	-0.32039799999999996			
YBR272C						
YBR273C	-0.25626866000000004	-0.51069366	0.67957234			
YBR274W						
YBR275C	0.7946899999999999	3.13265	-0.16469100000000003			
YBR276C	1.705883	0.19985799999999998	0.80921			
YBR277C	-0.569892	0.71302	1.35559			
YBR278W	0.036382000000000025	0.41667	0.8611099999999999			
YBR279W	-0.12961699999999998	-0.263303	-0.48418			
YBR280C						
YBR281C	0.963074	1.356094	-0.39353989999999994			
YBR282W	-1.363777	-1.69872	-1.5136638			
YBR283C	-0.48485	-1.14436	-0.90777			
YBR284W	0.4574729999999999	0.36579399999999995	0.619817			
YBR285W	0.6414899000000001	-0.14645799999999998	0.873573			
YBR286W	1.078662	3.903096	1.651781			
YBR287W	0.46979309999999996	0.11514399999999997	0.591774			
YBR288C	0.5548199999999999	2.58525	1.1105			
YBR289W						
YBR290W	0.11055999999999999	3.36109	1.136472			
YBR291C	0.8729	7.1449	3.12067			
YBR292C	-0.9651780000000001	1.392709	-0.698354			
YBR293W	-0.003149999999999986	-0.07325999999999988	0.69353			
YBR294W	0.006844500000000003	0.826924	0.84151			
YBR295W	-0.739442	2.895338	1.375989			
YBR296C	0.286454	1.32004	0.23471399999999998			
YBR297W	0.8903512	2.351649	1.406219			
YBR298C	0.08682100000000001	1.114156	0.458011			
YBR299W	-0.0030749999999999944	-0.680164	0.8349549999999999			
YBR300C	0.687063	2.683737	0.5821729999999999			
YBR301W	0.17160000000000009	1.1665786	0.11164000000000018			
YCL001W	-0.3499129999999999	0.215528	0.47485099999999997			
YCL001W-A	2.59037	4.18243	3.15809			
YCL002C	0.268721	0.1003225	0.606951			
YCL005W	0.10935999999999998	1.8866729999999998	1.428833			
YCL007C						
YCL008C	0.19961699999999993	1.314617	1.3988399999999999			
YCL009C	-0.610371	-0.57774	-1.4083620000000001			
YCL010C	0.487051	1.593693	0.7375945			
YCL011C	0.16566999999999998	1.800419	-0.1887700000000001			
YCL014W	-0.13758715	-0.18561800000000006	0.17354699999999998			
YCL016C	-3.718782	-1.3715900000000003	-4.801196			
YCL022C	0.44023999999999996	0.10184800000000005	-0.28882599999999997			
YCL023C	-0.5654589	-0.122359	-0.89532			
YCL024W	-0.013789599999999999	-0.4956141	-0.023086999999999996			
YCL025C	0.08591800000000005	-0.7397269999999999	-0.23512199999999994			
YCL026C-A	0.279141	0.5765304	0.332692			
YCL027W	1.185488	-0.037187000000000026	0.587987			
YCL028W	1.018155	0.406895	-0.184308			
YCL029C	2.0030599999999996	-2.02538024	-0.5295600000000003			
YCL030C	0.0564864	-1.0852069	0.1675443			
YCL032W	0.49300599999999994	-0.61505	-1.098408			
YCL033C	0.5150022	0.12981099999999995	-0.005620000000000069			
YCL034W	-0.24082500000000007	0.242236	-0.1578250000000001			
YCL035C	-0.499243	-1.093117	-0.673847			
YCL036W	0.22192199999999995	0.05249000000000004	-0.536474			
YCL037C	-0.24124299999999987	1.3078940000000001	0.24682400000000004			
YCL038C	-0.5324932	-0.5717862	-0.0638732			
YCL039W	-0.17769499999999994	-2.284517	-2.316377			
YCL040W	-0.440805	0.27738	0.324463			
YCL042W	-0.15974	0.06719599999999992	-0.31215000000000015			
YCL044C	-1.0356049999999999	-2.243076	-0.226321			
YCL045C	-0.180014	0.21810100000000004	-0.669881			
YCL046W	-0.5368510000000001	0.52119	0.26909000000000005			
YCL047C	0.5376879999999999	0.3148819999999999	-0.5501			
YCL048W	0.41908	-0.8538850000000001	0.830916			
YCL049C	0.32419699999999996	0.7004539999999999	0.912173			
YCL050C	0.19508999999999999	-0.584472	-0.5581900000000001			
YCL051W	-0.926944	-0.929807	0.10904000000000003			
YCL055W	-0.641252	6.464879999999999	-1.624809			
YCL056C	-1.566862	-1.3050153	-0.42351099999999997			
YCL057W	-0.1958200000000001	-1.9140683	-0.6547099999999999			
YCL058C	-0.06020000000000003	-0.3156800000000002	-0.3037400000000001			
YCL061C	-0.312477	-0.1749480000000001	-1.84848665			
YCL063W	-0.6055707	0.3674995	-0.392783			
YCL064C	-0.027844000000000035	1.610087	0.389267			
YCL069W	-0.345986	-0.6295810000000001	0.22345700000000002			
YCL076W	-0.144845	0.187776	-0.403122			
YCR001W	0.48744	0.741018	0.857995			
YCR002C	0.493169	-0.12329299999999999	2.3644119999999997			
YCR003W	-0.5776999999999999	-0.4150499999999999	-0.7225299999999999			
YCR004C	1.40984	0.741487	1.299204			
YCR005C	-0.18166390000000002	-1.466218	-0.37945700000000004			
YCR006C	3.3366759999999998	1.6446990000000001	1.4259789999999999			
YCR007C	-0.47585100000000013	0.1742539999999999	1.275242			
YCR008W	-1.049491	-1.5909609999999998	-0.6984509999999999			
YCR009C	-0.11099999999999977	4.26586	3.98131			
YCR010C	-0.01940599999999998	0.999027	-0.12591200000000002			
YCR011C	-0.950357	-0.5004566	-0.017490000000000006			
YCR014C	0.417829	0.191562	0.28138799999999997			
YCR015C	-0.618315	0.051041	-0.31767599999999996			
YCR016W	0.20556400000000008	-0.659802	-0.3695219999999999			
YCR017C	0.15110999999999986	0.22716999999999987	1.61593			
YCR019W	0.00032189999999999996	-0.8066817000000001	-0.0684682			
YCR020C	0.10832599999999992	-0.7588674000000001	-0.5462			
YCR020C-A	-1.0234839999999998	0.05765799999999999	-1.027472			
YCR020W-B	0.1804199999999999	1.556785	0.7817708499999999			
YCR021C	1.552644	1.823043	-0.42101999999999995			
