orf	hap a | growth (spot assay) | nigericin [0.15-0.5 mg/l] | Jakubkova M~Tomaska L, 2016	hap a | growth (spot assay) | valinomycin [0.5-15 mg/l] | Jakubkova M~Tomaska L, 2016
YAL048C	0.10799271867566909	0.0682218961797901
YAL049C	0.10799271867566909	0.0682218961797901
YAL051W	0.10799271867566909	0.0682218961797901
YAL053W	0.10799271867566909	0.0682218961797901
YAL054C	0.10799271867566909	0.0682218961797901
YAL055W	0.10799271867566909	0.0682218961797901
YAL056C-A	0.10799271867566909	0.0682218961797901
YAL056W	0.10799271867566909	0.0682218961797901
YAL058W	0.10799271867566909	0.0682218961797901
YAL059W	0.10799271867566909	0.0682218961797901
YAL060W	0.10799271867566909	0.0682218961797901
YAL061W	0.10799271867566909	0.0682218961797901
YAL062W	0.10799271867566909	0.0682218961797901
YAL064C-A	0.10799271867566909	0.0682218961797901
YAL065C	0.10799271867566909	0.0682218961797901
YAL066W	0.10799271867566909	0.0682218961797901
YAL067C	0.10799271867566909	0.0682218961797901
YAL067W-A	0.10799271867566909	0.0682218961797901
YAL068C	0.10799271867566909	0.0682218961797901
YAR002C-A	0.10799271867566909	0.0682218961797901
YAR002W	0.10799271867566909	0.0682218961797901
YAR003W	0.10799271867566909	0.0682218961797901
YAR014C	0.10799271867566909	0.0682218961797901
YAR015W	0.10799271867566909	0.0682218961797901
YAR018C	0.10799271867566909	0.0682218961797901
YAR020C	0.10799271867566909	0.0682218961797901
YAR023C	0.10799271867566909	0.0682218961797901
YAR027W	0.10799271867566909	0.0682218961797901
YAR028W	0.10799271867566909	0.0682218961797901
YAR029W	0.10799271867566909	0.0682218961797901
YAR030C	0.10799271867566909	0.0682218961797901
YAR031W	0.10799271867566909	0.0682218961797901
YAR035C-A	0.10799271867566909	0.0682218961797901
YAR035W	0.10799271867566909	0.0682218961797901
YAR042W	0.10799271867566909	0.0682218961797901
YAR047C	0.10799271867566909	0.0682218961797901
YAR050W	0.10799271867566909	0.0682218961797901
YBL001C	0.10799271867566909	0.0682218961797901
YBL002W	0.10799271867566909	0.0682218961797901
YBL003C	0.10799271867566909	0.0682218961797901
YBL005W	0.10799271867566909	0.0682218961797901
YBL006C	0.10799271867566909	0.0682218961797901
YBL007C	0.10799271867566909	0.0682218961797901
YBL008W	0.10799271867566909	0.0682218961797901
YBL008W-A	0.10799271867566909	0.0682218961797901
YBL009W	0.10799271867566909	0.0682218961797901
YBL010C	0.10799271867566909	0.0682218961797901
YBL011W	0.10799271867566909	0.0682218961797901
YBL012C	0.10799271867566909	0.0682218961797901
YBL013W	0.10799271867566909	0.0682218961797901
YBL015W	0.10799271867566909	0.0682218961797901
YBL016W	0.10799271867566909	0.0682218961797901
YBL017C	0.10799271867566909	0.0682218961797901
YBL019W	0.10799271867566909	0.0682218961797901
YBL021C	0.10799271867566909	0.0682218961797901
YBL022C	0.10799271867566909	0.0682218961797901
YBL024W	0.10799271867566909	0.0682218961797901
YBL025W	-10.58328643021562	0.0682218961797901
YBL027W	0.10799271867566909	0.0682218961797901
YBL028C	0.10799271867566909	0.0682218961797901
YBL029C-A	0.10799271867566909	0.0682218961797901
YBL029W	0.10799271867566909	0.0682218961797901
YBL031W	0.10799271867566909	0.0682218961797901
YBL032W	0.10799271867566909	0.0682218961797901
YBL033C	0.10799271867566909	0.0682218961797901
YBL036C	0.10799271867566909	0.0682218961797901
YBL037W	0.10799271867566909	0.0682218961797901
YBL038W	0.10799271867566909	0.0682218961797901
YBL039C	0.10799271867566909	0.0682218961797901
YBL039W-B	0.10799271867566909	0.0682218961797901
YBL042C	0.10799271867566909	0.0682218961797901
YBL043W	0.10799271867566909	0.0682218961797901
YBL044W	0.10799271867566909	0.0682218961797901
YBL045C	0.10799271867566909	0.0682218961797901
YBL046W	0.10799271867566909	0.0682218961797901
YBL047C	0.10799271867566909	0.0682218961797901
YBL048W	0.10799271867566909	0.0682218961797901
YBL049W	0.10799271867566909	0.0682218961797901
YBL051C	0.10799271867566909	0.0682218961797901
YBL052C	0.10799271867566909	0.0682218961797901
YBL053W	0.10799271867566909	0.0682218961797901
YBL054W	0.10799271867566909	0.0682218961797901
YBL055C	0.10799271867566909	0.0682218961797901
YBL056W	0.10799271867566909	0.0682218961797901
YBL057C	0.10799271867566909	0.0682218961797901
YBL058W	0.10799271867566909	0.0682218961797901
YBL059W	0.10799271867566909	0.0682218961797901
YBL060W	0.10799271867566909	0.0682218961797901
YBL061C	0.10799271867566909	0.0682218961797901
YBL062W	0.10799271867566909	0.0682218961797901
YBL063W	0.10799271867566909	0.0682218961797901
YBL064C	0.10799271867566909	0.0682218961797901
YBL065W	0.10799271867566909	0.0682218961797901
YBL066C	0.10799271867566909	0.0682218961797901
YBL067C	0.10799271867566909	0.0682218961797901
YBL068W	0.10799271867566909	0.0682218961797901
YBL069W	0.10799271867566909	0.0682218961797901
YBL070C	0.10799271867566909	0.0682218961797901
YBL071C	0.10799271867566909	0.0682218961797901
YBL071C-B	0.10799271867566909	0.0682218961797901
YBL071W-A	0.10799271867566909	0.0682218961797901
YBL072C	0.10799271867566909	0.0682218961797901
YBL075C	0.10799271867566909	0.0682218961797901
YBL078C	0.10799271867566909	0.0682218961797901
YBL079W	0.10799271867566909	0.0682218961797901
YBL080C	0.10799271867566909	0.0682218961797901
YBL081W	0.10799271867566909	0.0682218961797901
YBL082C	0.10799271867566909	0.0682218961797901
YBL083C	0.10799271867566909	0.0682218961797901
YBL085W	0.10799271867566909	0.0682218961797901
YBL086C	0.10799271867566909	0.0682218961797901
YBL087C	0.10799271867566909	0.0682218961797901
YBL088C	0.10799271867566909	0.0682218961797901
YBL089W	0.10799271867566909	0.0682218961797901
YBL090W	0.10799271867566909	0.0682218961797901
YBL091C	0.10799271867566909	0.0682218961797901
YBL091C-A	0.10799271867566909	0.0682218961797901
YBL093C	0.10799271867566909	0.0682218961797901
YBL094C	-10.58328643021562	0.0682218961797901
YBL095W	0.10799271867566909	0.0682218961797901
YBL096C	0.10799271867566909	0.0682218961797901
YBL098W	0.10799271867566909	0.0682218961797901
YBL099W	0.10799271867566909	0.0682218961797901
YBL100C	0.10799271867566909	0.0682218961797901
YBL100W-C	0.10799271867566909	0.0682218961797901
YBL101C	0.10799271867566909	0.0682218961797901
YBL102W	0.10799271867566909	0.0682218961797901
YBL103C	0.10799271867566909	0.0682218961797901
YBL104C	0.10799271867566909	0.0682218961797901
YBL106C	0.10799271867566909	0.0682218961797901
YBL107C	0.10799271867566909	0.0682218961797901
YBR001C	0.10799271867566909	0.0682218961797901
YBR003W	0.10799271867566909	0.0682218961797901
YBR005W	0.10799271867566909	0.0682218961797901
YBR006W	0.10799271867566909	0.0682218961797901
YBR007C	0.10799271867566909	0.0682218961797901
YBR008C	0.10799271867566909	0.0682218961797901
YBR009C	0.10799271867566909	0.0682218961797901
YBR010W	0.10799271867566909	0.0682218961797901
YBR012C	0.10799271867566909	0.0682218961797901
YBR013C	0.10799271867566909	0.0682218961797901
YBR014C	0.10799271867566909	0.0682218961797901
YBR015C	0.10799271867566909	0.0682218961797901
YBR016W	0.10799271867566909	0.0682218961797901
YBR017C	0.10799271867566909	0.0682218961797901
YBR018C	0.10799271867566909	0.0682218961797901
YBR019C	0.10799271867566909	0.0682218961797901
YBR020W	0.10799271867566909	0.0682218961797901
YBR021W	0.10799271867566909	0.0682218961797901
YBR022W	0.10799271867566909	0.0682218961797901
YBR023C	0.10799271867566909	0.0682218961797901
YBR024W	0.10799271867566909	0.0682218961797901
YBR025C	0.10799271867566909	0.0682218961797901
YBR026C	0.10799271867566909	0.0682218961797901
YBR027C	0.10799271867566909	0.0682218961797901
YBR028C	0.10799271867566909	0.0682218961797901
YBR030W	0.10799271867566909	0.0682218961797901
YBR031W	0.10799271867566909	0.0682218961797901
YBR032W	0.10799271867566909	0.0682218961797901
YBR033W	0.10799271867566909	0.0682218961797901
YBR034C	0.10799271867566909	0.0682218961797901
YBR035C	0.10799271867566909	0.0682218961797901
YBR036C	0.10799271867566909	0.0682218961797901
YBR037C	0.10799271867566909	0.0682218961797901
YBR039W	0.10799271867566909	0.0682218961797901
YBR040W	0.10799271867566909	0.0682218961797901
YBR041W	0.10799271867566909	0.0682218961797901
YBR042C	0.10799271867566909	0.0682218961797901
YBR043C	0.10799271867566909	0.0682218961797901
YBR044C	0.10799271867566909	0.0682218961797901
YBR045C	0.10799271867566909	0.0682218961797901
YBR046C	0.10799271867566909	0.0682218961797901
YBR047W	0.10799271867566909	0.0682218961797901
YBR048W	0.10799271867566909	0.0682218961797901
YBR050C	0.10799271867566909	0.0682218961797901
YBR051W	0.10799271867566909	0.0682218961797901
YBR052C	0.10799271867566909	0.0682218961797901
YBR053C	0.10799271867566909	0.0682218961797901
YBR054W	0.10799271867566909	0.0682218961797901
YBR056W	0.10799271867566909	0.0682218961797901
YBR056W-A	0.10799271867566909	0.0682218961797901
YBR057C	0.10799271867566909	0.0682218961797901
YBR058C	0.10799271867566909	0.0682218961797901
YBR058C-A	0.10799271867566909	0.0682218961797901
YBR059C	0.10799271867566909	0.0682218961797901
YBR061C	0.10799271867566909	0.0682218961797901
YBR062C	0.10799271867566909	0.0682218961797901
YBR063C	0.10799271867566909	0.0682218961797901
YBR064W	0.10799271867566909	0.0682218961797901
YBR065C	0.10799271867566909	0.0682218961797901
YBR066C	0.10799271867566909	0.0682218961797901
YBR067C	0.10799271867566909	0.0682218961797901
YBR068C	0.10799271867566909	0.0682218961797901
YBR069C	0.10799271867566909	0.0682218961797901
YBR071W	0.10799271867566909	0.0682218961797901
YBR072C-A	0.10799271867566909	0.0682218961797901
YBR072W	0.10799271867566909	0.0682218961797901
YBR073W	0.10799271867566909	0.0682218961797901
YBR074W	0.10799271867566909	0.0682218961797901
YBR076W	0.10799271867566909	0.0682218961797901
YBR077C	0.10799271867566909	0.0682218961797901
YBR078W	0.10799271867566909	0.0682218961797901
YBR081C	0.10799271867566909	0.0682218961797901
YBR082C	0.10799271867566909	0.0682218961797901
YBR083W	0.10799271867566909	0.0682218961797901
YBR084C-A	0.10799271867566909	0.0682218961797901
YBR084W	0.10799271867566909	0.0682218961797901
YBR085C-A	0.10799271867566909	0.0682218961797901
YBR085W	0.10799271867566909	0.0682218961797901
YBR086C	0.10799271867566909	0.0682218961797901
YBR089C-A	0.10799271867566909	0.0682218961797901
YBR090C	0.10799271867566909	0.0682218961797901
YBR092C	0.10799271867566909	0.0682218961797901
YBR093C	0.10799271867566909	6.82218961797904
YBR094W	0.10799271867566909	0.0682218961797901
YBR095C	0.10799271867566909	0.0682218961797901
YBR097W	0.10799271867566909	0.0682218961797901
YBR098W	0.10799271867566909	0.0682218961797901
YBR099C	0.10799271867566909	0.0682218961797901
YBR101C	0.10799271867566909	0.0682218961797901
YBR103W	0.10799271867566909	0.0682218961797901
YBR104W	0.10799271867566909	0.0682218961797901
YBR105C	0.10799271867566909	0.0682218961797901
YBR106W	0.10799271867566909	0.0682218961797901
YBR107C	0.10799271867566909	0.0682218961797901
YBR108W	0.10799271867566909	0.0682218961797901
YBR111C	0.10799271867566909	0.0682218961797901
YBR111W-A	0.10799271867566909	0.0682218961797901
YBR112C	0.10799271867566909	0.0682218961797901
YBR113W	0.10799271867566909	0.0682218961797901
YBR114W	0.10799271867566909	0.0682218961797901
YBR115C	0.10799271867566909	0.0682218961797901
YBR116C	0.10799271867566909	0.0682218961797901
YBR118W	0.10799271867566909	0.0682218961797901
YBR119W	0.10799271867566909	0.0682218961797901
YBR120C	0.10799271867566909	0.0682218961797901
YBR121C	0.10799271867566909	0.0682218961797901
YBR122C	0.10799271867566909	0.0682218961797901
YBR125C	0.10799271867566909	0.0682218961797901
YBR126C	0.10799271867566909	0.0682218961797901
YBR127C	0.10799271867566909	0.0682218961797901
YBR128C	0.10799271867566909	0.0682218961797901
YBR129C	0.10799271867566909	0.0682218961797901
YBR130C	0.10799271867566909	0.0682218961797901
YBR131W	0.10799271867566909	0.0682218961797901
YBR132C	0.10799271867566909	0.0682218961797901
YBR133C	0.10799271867566909	0.0682218961797901
YBR134W	0.10799271867566909	0.0682218961797901
YBR137W	0.10799271867566909	0.0682218961797901
YBR138C	0.10799271867566909	0.0682218961797901
YBR139W	0.10799271867566909	0.0682218961797901
YBR141C	0.10799271867566909	0.0682218961797901
YBR144C	0.10799271867566909	0.0682218961797901
YBR145W	0.10799271867566909	0.0682218961797901
YBR146W	0.10799271867566909	0.0682218961797901
YBR147W	0.10799271867566909	0.0682218961797901
YBR148W	0.10799271867566909	0.0682218961797901
YBR149W	0.10799271867566909	0.0682218961797901
YBR150C	0.10799271867566909	0.0682218961797901
YBR151W	0.10799271867566909	0.0682218961797901
YBR156C	0.10799271867566909	0.0682218961797901
YBR157C	0.10799271867566909	0.0682218961797901
YBR158W	0.10799271867566909	0.0682218961797901
YBR159W	0.10799271867566909	0.0682218961797901
YBR161W	0.10799271867566909	0.0682218961797901
YBR162C	0.10799271867566909	0.0682218961797901
YBR162W-A	0.10799271867566909	0.0682218961797901
YBR163W	0.10799271867566909	0.0682218961797901
YBR164C	0.10799271867566909	0.0682218961797901
YBR165W	0.10799271867566909	0.0682218961797901
YBR166C	0.10799271867566909	0.0682218961797901
YBR168W	0.10799271867566909	0.0682218961797901
YBR169C	0.10799271867566909	0.0682218961797901
YBR170C	0.10799271867566909	0.0682218961797901
YBR171W	0.10799271867566909	0.0682218961797901
YBR172C	0.10799271867566909	6.82218961797904
YBR173C	0.10799271867566909	0.0682218961797901
YBR174C	0.10799271867566909	0.0682218961797901
YBR175W	0.10799271867566909	0.0682218961797901
YBR176W	0.10799271867566909	0.0682218961797901
YBR177C	0.10799271867566909	0.0682218961797901
YBR178W	0.10799271867566909	0.0682218961797901
YBR179C	0.10799271867566909	0.0682218961797901
YBR180W	0.10799271867566909	0.0682218961797901
YBR181C	0.10799271867566909	0.0682218961797901
YBR182C	0.10799271867566909	0.0682218961797901
YBR182C-A	0.10799271867566909	0.0682218961797901
YBR183W	0.10799271867566909	0.0682218961797901
YBR184W	0.10799271867566909	0.0682218961797901
YBR185C	0.10799271867566909	0.0682218961797901
YBR186W	0.10799271867566909	0.0682218961797901
YBR187W	0.10799271867566909	0.0682218961797901
YBR188C	0.10799271867566909	0.0682218961797901
YBR189W	0.10799271867566909	0.0682218961797901
YBR191W	0.10799271867566909	0.0682218961797901
YBR194W	0.10799271867566909	0.0682218961797901
YBR195C	0.10799271867566909	0.0682218961797901
YBR196C-A	0.10799271867566909	0.0682218961797901
YBR196C-B	0.10799271867566909	0.0682218961797901
YBR197C	0.10799271867566909	0.0682218961797901
YBR199W	0.10799271867566909	0.0682218961797901
YBR200W	0.10799271867566909	0.0682218961797901
YBR200W-A	0.10799271867566909	0.0682218961797901
YBR201W	0.10799271867566909	0.0682218961797901
YBR203W	0.10799271867566909	0.0682218961797901
YBR204C	0.10799271867566909	0.0682218961797901
YBR205W	0.10799271867566909	0.0682218961797901
YBR206W	0.10799271867566909	0.0682218961797901
YBR207W	0.10799271867566909	0.0682218961797901
YBR208C	0.10799271867566909	0.0682218961797901
YBR209W	0.10799271867566909	0.0682218961797901
YBR210W	0.10799271867566909	0.0682218961797901
YBR212W	0.10799271867566909	0.0682218961797901
YBR213W	0.10799271867566909	0.0682218961797901
YBR214W	0.10799271867566909	0.0682218961797901
YBR215W	0.10799271867566909	0.0682218961797901
YBR216C	0.10799271867566909	0.0682218961797901
YBR217W	0.10799271867566909	0.0682218961797901
YBR218C	0.10799271867566909	0.0682218961797901
YBR219C	0.10799271867566909	0.0682218961797901
YBR220C	0.10799271867566909	0.0682218961797901
YBR221C	0.10799271867566909	0.0682218961797901
YBR221W-A	0.10799271867566909	0.0682218961797901
YBR222C	0.10799271867566909	0.0682218961797901
YBR223C	0.10799271867566909	0.0682218961797901
YBR224W	0.10799271867566909	0.0682218961797901
YBR225W	0.10799271867566909	0.0682218961797901
YBR226C	0.10799271867566909	0.0682218961797901
YBR227C	0.10799271867566909	0.0682218961797901
YBR228W	0.10799271867566909	0.0682218961797901
YBR229C	0.10799271867566909	0.0682218961797901
YBR230C	0.10799271867566909	0.0682218961797901
YBR230W-A	0.10799271867566909	0.0682218961797901
YBR231C	0.10799271867566909	0.0682218961797901
YBR232C	0.10799271867566909	0.0682218961797901
YBR233W	0.10799271867566909	0.0682218961797901
YBR235W	0.10799271867566909	0.0682218961797901
YBR238C	0.10799271867566909	0.0682218961797901
YBR239C	0.10799271867566909	0.0682218961797901
YBR240C	0.10799271867566909	0.0682218961797901
YBR241C	0.10799271867566909	0.0682218961797901
YBR242W	0.10799271867566909	0.0682218961797901
YBR244W	0.10799271867566909	0.0682218961797901
YBR245C	0.10799271867566909	0.0682218961797901
YBR246W	0.10799271867566909	0.0682218961797901
YBR248C	0.10799271867566909	0.0682218961797901
YBR249C	0.10799271867566909	0.0682218961797901
YBR250W	0.10799271867566909	0.0682218961797901
YBR251W	0.10799271867566909	0.0682218961797901
YBR255W	10.799271867566956	6.82218961797904
YBR258C	0.10799271867566909	0.0682218961797901
YBR259W	0.10799271867566909	0.0682218961797901
YBR260C	0.10799271867566909	0.0682218961797901
YBR261C	0.10799271867566909	0.0682218961797901
YBR262C	0.10799271867566909	0.0682218961797901
YBR263W	0.10799271867566909	0.0682218961797901
YBR264C	0.10799271867566909	0.0682218961797901
YBR266C	0.10799271867566909	0.0682218961797901
YBR267W	0.10799271867566909	0.0682218961797901
YBR268W	0.10799271867566909	0.0682218961797901
YBR269C	0.10799271867566909	0.0682218961797901
YBR270C	0.10799271867566909	0.0682218961797901
YBR271W	0.10799271867566909	0.0682218961797901
YBR272C	0.10799271867566909	0.0682218961797901
YBR273C	0.10799271867566909	0.0682218961797901
YBR274W	0.10799271867566909	0.0682218961797901
YBR275C	0.10799271867566909	0.0682218961797901
YBR276C	0.10799271867566909	0.0682218961797901
YBR277C	0.10799271867566909	6.82218961797904
YBR278W	0.10799271867566909	0.0682218961797901
YBR279W	0.10799271867566909	0.0682218961797901
YBR280C	0.10799271867566909	0.0682218961797901
YBR281C	0.10799271867566909	0.0682218961797901
YBR282W	0.10799271867566909	0.0682218961797901
YBR283C	0.10799271867566909	0.0682218961797901
YBR284W	0.10799271867566909	0.0682218961797901
YBR285W	0.10799271867566909	0.0682218961797901
YBR286W	0.10799271867566909	6.82218961797904
YBR287W	0.10799271867566909	0.0682218961797901
YBR288C	0.10799271867566909	0.0682218961797901
YBR289W	0.10799271867566909	0.0682218961797901
YBR290W	0.10799271867566909	0.0682218961797901
YBR291C	0.10799271867566909	0.0682218961797901
YBR292C	0.10799271867566909	0.0682218961797901
YBR293W	0.10799271867566909	0.0682218961797901
YBR294W	0.10799271867566909	0.0682218961797901
YBR295W	0.10799271867566909	0.0682218961797901
YBR296C	0.10799271867566909	0.0682218961797901
YBR296C-A	0.10799271867566909	0.0682218961797901
YBR297W	0.10799271867566909	0.0682218961797901
YBR298C	0.10799271867566909	0.0682218961797901
YBR299W	0.10799271867566909	0.0682218961797901
YBR300C	0.10799271867566909	0.0682218961797901
YBR301W	0.10799271867566909	0.0682218961797901
YCL001W	0.10799271867566909	0.0682218961797901
YCL001W-A	0.10799271867566909	6.82218961797904
YCL001W-B	0.10799271867566909	0.0682218961797901
YCL002C	0.10799271867566909	0.0682218961797901
YCL005W	0.10799271867566909	0.0682218961797901
YCL005W-A	0.10799271867566909	0.0682218961797901
YCL007C	0.10799271867566909	0.0682218961797901
YCL008C	0.10799271867566909	0.0682218961797901
YCL009C	0.10799271867566909	0.0682218961797901
YCL010C	0.10799271867566909	0.0682218961797901
YCL011C	0.10799271867566909	0.0682218961797901
YCL012C	0.10799271867566909	0.0682218961797901
YCL014W	0.10799271867566909	0.0682218961797901
YCL016C	0.10799271867566909	0.0682218961797901
YCL021W-A	0.10799271867566909	0.0682218961797901
YCL022C	0.10799271867566909	0.0682218961797901
YCL023C	0.10799271867566909	0.0682218961797901
YCL024W	0.10799271867566909	0.0682218961797901
YCL025C	0.10799271867566909	0.0682218961797901
YCL026C-A	0.10799271867566909	0.0682218961797901
YCL026C-B	0.10799271867566909	0.0682218961797901
YCL027W	0.10799271867566909	0.0682218961797901
YCL028W	0.10799271867566909	0.0682218961797901
YCL029C	0.10799271867566909	0.0682218961797901
YCL030C	0.10799271867566909	0.0682218961797901
YCL032W	0.10799271867566909	0.0682218961797901
YCL033C	0.10799271867566909	0.0682218961797901
YCL034W	0.10799271867566909	0.0682218961797901
YCL035C	0.10799271867566909	0.0682218961797901
YCL036W	0.10799271867566909	0.0682218961797901
YCL037C	0.10799271867566909	0.0682218961797901
YCL038C	0.10799271867566909	0.0682218961797901
YCL039W	0.10799271867566909	0.0682218961797901
YCL040W	0.10799271867566909	0.0682218961797901
YCL042W	0.10799271867566909	0.0682218961797901
YCL044C	0.10799271867566909	0.0682218961797901
YCL045C	0.10799271867566909	0.0682218961797901
YCL046W	0.10799271867566909	0.0682218961797901
YCL047C	0.10799271867566909	0.0682218961797901
YCL048W	0.10799271867566909	0.0682218961797901
YCL049C	0.10799271867566909	0.0682218961797901
YCL050C	0.10799271867566909	0.0682218961797901
YCL051W	0.10799271867566909	0.0682218961797901
YCL055W	0.10799271867566909	0.0682218961797901
YCL056C	0.10799271867566909	0.0682218961797901
YCL057C-A	0.10799271867566909	0.0682218961797901
YCL057W	0.10799271867566909	0.0682218961797901
YCL058C	0.10799271867566909	0.0682218961797901
YCL061C	0.10799271867566909	0.0682218961797901
YCL063W	0.10799271867566909	0.0682218961797901
YCL064C	0.10799271867566909	0.0682218961797901
YCL069W	0.10799271867566909	0.0682218961797901
YCL076W	0.10799271867566909	0.0682218961797901
YCR001W	0.10799271867566909	0.0682218961797901
YCR002C	0.10799271867566909	0.0682218961797901
YCR003W	0.10799271867566909	0.0682218961797901
YCR004C	0.10799271867566909	0.0682218961797901
YCR005C	0.10799271867566909	0.0682218961797901
YCR006C	0.10799271867566909	0.0682218961797901
YCR007C	0.10799271867566909	0.0682218961797901
YCR008W	0.10799271867566909	0.0682218961797901
YCR009C	0.10799271867566909	0.0682218961797901
YCR010C	0.10799271867566909	0.0682218961797901
YCR011C	0.10799271867566909	0.0682218961797901
YCR014C	0.10799271867566909	0.0682218961797901
YCR015C	0.10799271867566909	0.0682218961797901
YCR016W	0.10799271867566909	0.0682218961797901
YCR017C	0.10799271867566909	0.0682218961797901
YCR019W	0.10799271867566909	0.0682218961797901
YCR020C	0.10799271867566909	0.0682218961797901
YCR020C-A	0.10799271867566909	0.0682218961797901
YCR020W-B	0.10799271867566909	0.0682218961797901
YCR021C	0.10799271867566909	0.0682218961797901
YCR022C	0.10799271867566909	0.0682218961797901
YCR023C	0.10799271867566909	0.0682218961797901
YCR024C	0.10799271867566909	0.0682218961797901
YCR024C-A	0.10799271867566909	6.82218961797904
YCR025C	0.10799271867566909	0.0682218961797901
YCR026C	0.10799271867566909	0.0682218961797901
YCR027C	0.10799271867566909	0.0682218961797901
YCR028C	0.10799271867566909	0.0682218961797901
YCR028C-A	0.10799271867566909	0.0682218961797901
YCR030C	0.10799271867566909	0.0682218961797901
YCR031C	0.10799271867566909	0.0682218961797901
YCR032W	0.10799271867566909	0.0682218961797901
YCR033W	0.10799271867566909	0.0682218961797901
YCR034W	-10.58328643021562	-6.685745825619461
YCR036W	0.10799271867566909	0.0682218961797901
YCR037C	0.10799271867566909	0.0682218961797901
YCR043C	0.10799271867566909	0.0682218961797901
YCR044C	0.10799271867566909	0.0682218961797901
YCR045C	0.10799271867566909	0.0682218961797901
YCR046C	0.10799271867566909	0.0682218961797901
YCR047C	0.10799271867566909	0.0682218961797901
YCR048W	0.10799271867566909	0.0682218961797901
YCR049C	0.10799271867566909	0.0682218961797901
YCR050C	0.10799271867566909	0.0682218961797901
YCR051W	0.10799271867566909	0.0682218961797901
YCR053W	0.10799271867566909	0.0682218961797901
YCR059C	0.10799271867566909	0.0682218961797901
YCR060W	0.10799271867566909	0.0682218961797901
YCR061W	0.10799271867566909	0.0682218961797901
YCR063W	0.10799271867566909	0.0682218961797901
YCR064C	0.10799271867566909	0.0682218961797901
YCR065W	0.10799271867566909	6.82218961797904
YCR066W	0.10799271867566909	0.0682218961797901
YCR067C	0.10799271867566909	0.0682218961797901
YCR068W	0.10799271867566909	6.82218961797904
YCR069W	0.10799271867566909	0.0682218961797901
YCR071C	0.10799271867566909	0.0682218961797901
YCR073C	0.10799271867566909	0.0682218961797901
YCR073W-A	0.10799271867566909	0.0682218961797901
YCR075C	0.10799271867566909	0.0682218961797901
YCR075W-A	0.10799271867566909	0.0682218961797901
YCR076C	0.10799271867566909	0.0682218961797901
YCR077C	0.10799271867566909	0.0682218961797901
YCR079W	0.10799271867566909	0.0682218961797901
YCR081W	0.10799271867566909	6.82218961797904
YCR082W	0.10799271867566909	0.0682218961797901
YCR083W	0.10799271867566909	0.0682218961797901
YCR084C	0.10799271867566909	0.0682218961797901
YCR085W	0.10799271867566909	6.82218961797904
YCR086W	0.10799271867566909	0.0682218961797901
YCR087C-A	0.10799271867566909	0.0682218961797901
YCR087W	0.10799271867566909	0.0682218961797901
YCR088W	0.10799271867566909	0.0682218961797901
YCR089W	0.10799271867566909	0.0682218961797901
YCR090C	0.10799271867566909	0.0682218961797901
YCR091W	0.10799271867566909	0.0682218961797901
YCR092C	0.10799271867566909	0.0682218961797901
YCR094W	0.10799271867566909	0.0682218961797901
YCR095C	0.10799271867566909	0.0682218961797901
YCR095W-A	0.10799271867566909	0.0682218961797901
YCR098C	0.10799271867566909	0.0682218961797901
YCR099C	0.10799271867566909	0.0682218961797901
