orf	hap a | growth (exponential growth rate) | temperature [30 C] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011	hap a | growth (exponential growth rate) | temperature [38 C] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], temperature [30 C], time [10 min] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], temperature [30 C], time [10 min] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | temperature [30 C], temperature [48 C], time [10 min] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], temperature [38 C], time [10 min] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], temperature [38 C], time [10 min] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | temperature [38 C], temperature [48 C], time [10 min] | Verduyn (+ his, leu, met, ura) | Zakrzewska A~Smits GJ, 2011
YAL004W	0.45659558730204014	0.40283848042006026	9.856012381598296	59.95661963770264	0.014071184375815261	52.71220942143826	67.19910576648535	65.11274372981885
YAL005C	0.4240495128547918	0.36314102198758136	12.755346916594638	61.756668207160295	0.018908118711486493	59.82118564386658	67.75820948787609	68.14776741525472
YAL008W	0.38309444796342224	0.34419381219755857	18.09863146091542	80.90570765414701	0.0212174072551592	58.98123259822739	110.8692362676831	74.23459591313647
YAL010C	0.3488628674411116	0.3825319862315302	24.721095141611436	109.65412589141813	0.0809413943792688	98.48974662954441	150.4464307038601	38.70143319268772
YAL011W	0.40087166805031216	0.44186834166108246	24.4430964665667	73.8386728291237	0.03143758160422657	65.97387367960204	81.68955195006929	65.71364875169971
YAL014C	0.40694445590292894	0.3344212737758119	14.41517389176488	79.74034600910238	0.024575688811218827	74.03952170564078	91.34602063381979	61.573974521119915
YAL015C	0.43763016982858993	0.37755931647510876	17.79518032494612	82.19668468047925	0.015439110212792248	60.16391669670042	75.66824467730831	61.37460891166501
YAL017W	0.46261254316168177	0.34058047707876815	15.668006305651152	83.33124711826869	0.014846066818973123	59.708933184713075	77.63744329558122	88.06745304638727
YAL018C	0.42704797648590653	0.3622021218543804	13.922462100227632	85.39381264912424	0.022189141167507972	64.70943650700796	93.61250956594456	92.93198295895309
YAL019W	0.411078839881834	0.32290681157578943	18.377225881002534	82.22504640496798	0.016022945614507785	77.26096727845209	74.23398399916496	81.67129410927353
YAL020C	0.3490790063658318	0.24600378912822546	37.81277486500396	93.3747515886132	0.05907985393196533	110.64427920802152	109.03653176621127	70.35556624261717
YAL021C	0.2505861703431155	0.1192665694248535	43.00953944199528	86.04068106238027	0.11278842811892123	76.72439246193184	102.67915391357627	51.407529921473476
YAL022C	0.416425717076565	0.4245656774484753	15.051990446443476	72.99076265455234	0.017672662564636375	47.317761715174555	72.44294394944835	63.1222731828803
YAL023C	0.3733992787471179	0.19957329123234308	25.408932191014017	77.22902246818498	0.025353310695620326	147.18430526010667	66.6430305427031	98.31899824208236
YAL024C	0.3749189900728505	0.3484502790600394	8.759426888524805	70.05899276415253	0.037286227710408064	77.58660787354279	91.69647510139723	111.27458980866501
YAL026C	0.4206780764929269	0.22409967977868253	28.36974878769203	114.18417074877404	0.04293180582329432		96.37484073560319	100.01871080432637
YAL027W	0.4298195638262864	0.30371653052058417	12.477565116490899	68.28298204509267	0.01939036129745253	74.44588148528203	106.51978455822123	94.85411646422804
YAL028W	0.3940006425608216	0.39420143588284573	17.11522238964875	66.53272630543081	0.019098688150414565	56.51005846592705	91.41498891502081	68.65314220626932
YAL029C	0.41459673356855253	0.3701303331473394	11.754819585025494	93.46463375967761	0.020119153428487115	56.47526524393747	90.8366737268482	77.43129695895996
YAL030W	0.4240534522377703	0.37608187358774503	13.379069883392354	62.685642740139585	0.015114407359610869	56.09455430429364	75.49793871723412	57.752042017404634
YAL031C	0.4055175427332324	0.45954601418068425	16.449187799190227	78.15960667272714	0.022366530727032805	57.457660127054844	68.53017745786443	59.31793672349273
YAL034C	0.4685847183407082	0.2184005389501542	18.667804430803983	96.19162470136187	0.013605715718988332		181.19679552468082	146.58996433556126
YAL036C	0.42716296530410164	0.2740599967043536	14.501448947885951	67.73152604033316	0.015813831727746322	85.68149041180855	119.64855698126142	83.83454941020683
YAL037W	0.446722121200407	0.344036911092299	16.770065249375218	75.73467012407582	0.013629738080580812	76.53902990313678	78.82464575933871	60.18550211750471
YAL040C	0.4170384517029758	0.4470851614864695	29.34472740989171	131.46836359063224	0.024786553020013348	89.23145018642184	132.53471007817248	57.916915113437796
YAL042W	0.44199397130137374	0.3002430311563051	14.978383717968253	68.16802304669535	0.011095877882545006	82.30928238391584	99.38794648580094	88.52096672677264
YAL045C	0.41166686490716853	0.37177361643558066	19.274321399388693	75.55505325317297	0.016047982910216085	69.9461187861204	89.00904668377238	55.42905338175491
YAL046C	0.3902088729223705	0.31013124912929874	25.58065452083717	73.13953087061873	0.019243935114069924	67.78618087074257	100.94532897417885	64.6450384682499
YAL047C	0.2888291679277332							
YAL048C	0.1689965429100049	0.07554636399018727	6.704851934970656		0.9097780087696006	560.2714163852911		
