orf	hap a | carotenoid production | expression of BTS1 [TDH3p-CYC1t], expression of X.dendrorhous crtI [TDH3p-CYC1t], expression of X.dendrorhous crtYB [TDH3p-CYC1t] | SC - Ura | Özaydın B~Keasling JD, 2013
YBR274W	0.30720302417222956
YBR275C	0.6489232420716756
YBR276C	-2.084838501123893
YBR277C	-0.7179576295261086
YBR278W	-0.03451719372721654
YBR279W	-2.768278936922785
YBR280C	-0.03451719372721654
YBR281C	0.6489232420716756
YBR282W	
YBR283C	-0.7179576295261086
YBR284W	0.6489232420716756
YBR285W	-0.7179576295261086
YBR286W	0.6489232420716756
YBR287W	-0.03451719372721654
YBR288C	-2.768278936922785
YBR289W	1.3323636778705676
YBR290W	-0.7179576295261086
YBR291C	1.3323636778705676
YBR292C	-0.7179576295261086
YBR293W	-0.7179576295261086
YBR294W	
YBR295W	1.3323636778705676
YBR296C	-0.03451719372721654
YBR296C-A	0.6489232420716756
YBR297W	-0.03451719372721654
YBR298C	-0.03451719372721654
YBR299W	-1.4013980653250009
YBR300C	-1.4013980653250009
YBR301W	0.6489232420716756
YCL001W	-0.03451719372721654
YCL001W-A	1.3323636778705676
YCL001W-B	0.6489232420716756
YCL002C	-1.0596778474255548
YCL005W	-0.7179576295261086
YCL005W-A	-0.03451719372721654
YCL007C	-0.03451719372721654
YCL008C	-1.4013980653250009
YCL009C	-2.768278936922785
YCL010C	-0.7179576295261086
YCL011C	
YCL012C	0.6489232420716756
YCL014W	-1.1735845867253702
YCL016C	
YCL021W-A	-0.03451719372721654
YCL022C	-0.7179576295261086
YCL023C	-0.37623741162666263
YCL024W	-1.4013980653250009
YCL025C	-2.084838501123893
YCL026C-A	
YCL026C-B	-0.03451719372721654
YCL027W	-0.7179576295261086
YCL028W	-0.7179576295261086
YCL029C	-0.03451719372721654
YCL030C	-0.7179576295261086
YCL032W	-1.4013980653250009
YCL033C	-1.4013980653250009
YCL034W	-0.7179576295261086
YCL035C	-0.03451719372721654
YCL036W	0.6489232420716756
YCL037C	-1.4013980653250009
YCL038C	-0.03451719372721654
YCL039W	-1.4013980653250009
YCL040W	-1.4013980653250009
YCL042W	-1.4013980653250009
YCL044C	-2.084838501123893
YCL045C	-1.4013980653250009
YCL046W	-1.4013980653250009
YCL047C	-1.4013980653250009
YCL048W	-0.7179576295261086
YCL049C	-0.7179576295261086
YCL050C	-2.084838501123893
YCL051W	0.6489232420716756
YCL055W	-1.4013980653250009
YCL056C	-0.7179576295261086
YCL057C-A	-0.03451719372721654
YCL057W	-0.7179576295261086
YCL058C	0.6489232420716756
YCL061C	0.19329628487241415
YCL063W	-1.743118283224447
YCL064C	-2.084838501123893
YCL069W	-0.03451719372721654
YCL076W	-0.03451719372721654
YCR001W	-0.03451719372721654
YCR002C	1.3323636778705676
YCR003W	0.6489232420716756
YCR004C	-0.03451719372721654
YCR005C	-1.4013980653250009
YCR006C	-1.4013980653250009
YCR007C	-2.084838501123893
YCR008W	-0.03451719372721654
YCR009C	-2.768278936922785
YCR010C	-1.4013980653250009
YCR011C	-1.4013980653250009
YCR014C	-0.7179576295261086
YCR015C	-0.7179576295261086
YCR016W	-0.03451719372721654
YCR017C	0.6489232420716756
YCR019W	-0.7179576295261086
YCR020C	-1.4013980653250009
YCR020C-A	-1.4013980653250009
YCR020W-B	-0.03451719372721654
YCR021C	-2.084838501123893
YCR022C	-0.7179576295261086
YCR023C	-0.7179576295261086
YCR024C	-0.03451719372721654
YCR024C-A	0.6489232420716756
YCR025C	0.6489232420716756
YCR026C	0.6489232420716756
YCR027C	0.6489232420716756
YCR028C	-0.03451719372721654
YCR028C-A	-0.03451719372721654
YCR030C	-0.7179576295261086
YCR031C	
YCR032W	-0.03451719372721654
YCR033W	-0.03451719372721654
YCR034W	2.357524331568906
YCR036W	0.6489232420716756
YCR037C	-0.03451719372721654
YCR043C	-0.03451719372721654
YCR044C	-3.4517193727216773
YCR045C	1.3323636778705676
YCR046C	-0.7179576295261086
YCR047C	
YCR048W	1.6740838957700137
YCR049C	-0.03451719372721654
YCR050C	0.6489232420716756
YCR051W	-0.03451719372721654
YCR053W	
YCR059C	-0.03451719372721654
YCR060W	-0.03451719372721654
YCR061W	0.6489232420716756
YCR063W	0.6489232420716756
YCR065W	0.6489232420716756
YCR066W	-0.7179576295261086
YCR067C	0.6489232420716756
YCR068W	0.6489232420716756
YCR069W	-0.03451719372721654
YCR071C	-0.7179576295261086
YCR073C	2.0158041136694598
YCR073W-A	-0.03451719372721654
YCR075C	
YCR075W-A	1.3323636778705676
YCR076C	-0.7179576295261086
YCR077C	0.6489232420716756
YCR079W	1.3323636778705676
YCR081W	0.6489232420716756
YCR082W	-0.03451719372721654
YCR083W	-0.03451719372721654
YCR084C	-0.03451719372721654
YCR085W	1.3323636778705676
YCR086W	0.6489232420716756
YCR087C-A	1.3323636778705676
YCR087W	2.0158041136694598
YCR088W	
YCR089W	0.6489232420716756
YCR090C	-0.03451719372721654
YCR091W	-0.03451719372721654
YCR092C	-0.03451719372721654
YCR094W	-0.03451719372721654
YCR095C	0.6489232420716756
YCR095W-A	0.6489232420716756
YCR098C	
YCR099C	-0.03451719372721654
YCR100C	0.6489232420716756
YCR101C	-1.4013980653250009
YCR102C	-0.03451719372721654
YCR102W-A	3.040964767367798
YCR105W	-0.03451719372721654
YCR106W	3.382684985267244
YCR107W	
YDL001W	-0.03451719372721654
YDL002C	-1.4013980653250009
YDL006W	
YDL009C	0.6489232420716756
YDL010W	-0.03451719372721654
YDL011C	-0.7179576295261086
YDL012C	-2.084838501123893
YDL013W	
YDL018C	
YDL019C	-0.03451719372721654
YDL020C	
YDL021W	0.6489232420716756
YDL022W	-0.03451719372721654
YDL023C	1.6740838957700137
YDL024C	-0.03451719372721654
YDL025C	-0.7179576295261086
YDL026W	-0.03451719372721654
YDL027C	-0.03451719372721654
YDL032W	2.699244549468352
YDL033C	0.6489232420716756
YDL034W	-0.03451719372721654
YDL035C	-0.03451719372721654
YDL036C	0.30720302417222956
YDL037C	-0.03451719372721654
YDL039C	-0.03451719372721654
YDL040C	-2.768278936922785
YDL041W	-0.03451719372721654
YDL042C	-0.7179576295261086
YDL044C	
YDL045W-A	0.6489232420716756
YDL046W	-0.7179576295261086
YDL047W	-0.03451719372721654
YDL048C	-0.7179576295261086
YDL049C	1.3323636778705676
YDL050C	0.6489232420716756
YDL051W	0.6489232420716756
YDL052C	-0.03451719372721654
YDL053C	-0.03451719372721654
YDL054C	0.6489232420716756
YDL056W	0.6489232420716756
YDL057W	
YDL059C	0.6489232420716756
YDL061C	0.6489232420716756
YDL062W	
YDL063C	
YDL065C	-0.03451719372721654
YDL066W	0.6489232420716756
YDL067C	
YDL068W	
YDL069C	-0.03451719372721654
YDL070W	-0.03451719372721654
YDL071C	-0.03451719372721654
YDL072C	
YDL073W	-0.03451719372721654
YDL074C	
YDL075W	-1.4013980653250009
YDL076C	0.6489232420716756
YDL077C	0.30720302417222956
YDL078C	-0.03451719372721654
YDL079C	-0.03451719372721654
YDL080C	
YDL081C	0.6489232420716756
YDL082W	1.3323636778705676
YDL083C	1.3323636778705676
YDL085C-A	-0.03451719372721654
YDL085W	0.6489232420716756
YDL086W	-0.03451719372721654
YDL088C	-0.03451719372721654
YDL089W	-0.03451719372721654
YDL090C	-0.03451719372721654
YDL091C	-1.4013980653250009
YDL093W	-0.03451719372721654
YDL094C	-0.7179576295261086
YDL095W	-0.03451719372721654
YDL096C	-0.03451719372721654
YDL099W	0.6489232420716756
YDL100C	0.6489232420716756
YDL101C	0.6489232420716756
YDL104C	0.6489232420716756
YDL106C	-0.03451719372721654
YDL107W	
YDL109C	0.6489232420716756
YDL110C	-0.7179576295261086
YDL112W	
YDL113C	
YDL114W	
YDL115C	-1.4013980653250009
YDL116W	-0.03451719372721654
YDL117W	0.6489232420716756
YDL118W	-0.03451719372721654
YDL119C	
YDL121C	-0.7179576295261086
YDL122W	
YDL123W	
YDL124W	-0.03451719372721654
YDL125C	0.6489232420716756
YDL127W	-0.03451719372721654
YDL128W	-0.03451719372721654
YDL129W	-0.03451719372721654
YDL130W	2.0158041136694598
YDL130W-A	-0.03451719372721654
YDL131W	0.6489232420716756
YDL133C-A	0.30720302417222956
YDL133W	0.6489232420716756
YDL134C	0.6489232420716756
YDL135C	-0.03451719372721654
YDL136W	0.6489232420716756
YDL137W	-0.03451719372721654
YDL138W	-0.03451719372721654
YDL142C	-0.03451719372721654
YDL144C	0.6489232420716756
YDL146W	
YDL149W	-0.03451719372721654
YDL151C	0.6489232420716756
YDL154W	0.6489232420716756
YDL155W	0.6489232420716756
YDL156W	0.6489232420716756
YDL157C	-0.03451719372721654
YDL159W	-0.03451719372721654
YDL159W-A	-0.03451719372721654
YDL160C	0.6489232420716756
YDL160C-A	-0.7179576295261086
YDL161W	0.6489232420716756
YDL162C	-0.03451719372721654
YDL167C	
YDL168W	-0.03451719372721654
YDL169C	-0.03451719372721654
YDL170W	0.6489232420716756
YDL171C	-0.03451719372721654
YDL172C	0.6489232420716756
YDL173W	-0.03451719372721654
YDL174C	-0.03451719372721654
YDL175C	-0.03451719372721654
YDL176W	-0.03451719372721654
YDL177C	-0.03451719372721654
YDL178W	-0.03451719372721654
YDL179W	-0.03451719372721654
YDL180W	-0.03451719372721654
YDL181W	
YDL182W	0.6489232420716756
YDL183C	-0.7179576295261086
YDL184C	1.3323636778705676
YDL185W	
YDL186W	0.6489232420716756
YDL187C	-0.03451719372721654
YDL188C	-0.03451719372721654
YDL189W	-0.03451719372721654
YDL190C	-1.4013980653250009
YDL191W	0.6489232420716756
YDL192W	
YDL194W	0.6489232420716756
YDL197C	-0.7179576295261086
YDL198C	-0.7179576295261086
YDL199C	-0.03451719372721654
YDL200C	-0.7179576295261086
YDL201W	-0.03451719372721654
YDL202W	-3.4517193727216773
YDL203C	0.6489232420716756
YDL204W	-0.03451719372721654
YDL206W	
YDL210W	
YDL211C	-0.03451719372721654
YDL213C	-0.03451719372721654
YDL214C	-0.03451719372721654
YDL215C	
YDL216C	-0.03451719372721654
YDL218W	0.6489232420716756
YDL219W	-0.03451719372721654
YDL222C	-0.7179576295261086
YDL223C	
YDL224C	-0.03451719372721654
YDL225W	
YDL226C	
YDL227C	
YDL229W	-0.03451719372721654
YDL230W	2.357524331568906
YDL231C	-0.03451719372721654
YDL232W	-0.7179576295261086
YDL233W	-0.03451719372721654
YDL234C	-0.03451719372721654
YDL236W	-0.03451719372721654
YDL237W	-0.03451719372721654
YDL238C	-0.03451719372721654
YDL239C	-0.03451719372721654
YDL240W	
YDL241W	-0.7179576295261086
YDL242W	-0.7179576295261086
YDL243C	-0.03451719372721654
YDR001C	-0.7179576295261086
YDR003W	-0.7179576295261086
YDR003W-A	-0.03451719372721654
YDR004W	-0.7179576295261086
YDR005C	-0.7179576295261086
YDR006C	-0.03451719372721654
YDR007W	-1.4013980653250009
YDR008C	-0.7179576295261086
YDR009W	
YDR010C	
YDR011W	
YDR014W	2.699244549468352
YDR015C	
YDR017C	0.6489232420716756
YDR018C	
YDR019C	-0.03451719372721654
YDR020C	-0.03451719372721654
YDR022C	-0.03451719372721654
YDR024W	-0.03451719372721654
YDR025W	-0.03451719372721654
YDR026C	0.6489232420716756
YDR027C	-0.03451719372721654
YDR028C	1.3323636778705676
YDR029W	-0.03451719372721654
YDR030C	-0.03451719372721654
YDR031W	-0.03451719372721654
YDR032C	-0.03451719372721654
YDR033W	-0.03451719372721654
YDR034C	0.6489232420716756
YDR034W-B	-0.03451719372721654
YDR035W	-0.03451719372721654
YDR036C	1.3323636778705676
YDR042C	
YDR043C	0.6489232420716756
YDR046C	-0.7179576295261086
YDR048C	-0.7179576295261086
YDR049W	0.6489232420716756
YDR050C	0.6489232420716756
YDR051C	
YDR055W	
YDR056C	-3.4517193727216773
YDR057W	-0.03451719372721654
YDR058C	0.6489232420716756
YDR059C	-0.03451719372721654
YDR061W	-0.03451719372721654
YDR063W	0.6489232420716756
YDR065W	2.699244549468352
YDR066C	
YDR067C	
YDR068W	-0.03451719372721654
YDR069C	
YDR070C	-0.03451719372721654
YDR071C	1.6740838957700137
YDR072C	
YDR073W	-0.03451719372721654
YDR074W	-0.7179576295261086
YDR075W	-0.03451719372721654
YDR076W	-0.03451719372721654
YDR077W	0.6489232420716756
YDR078C	
YDR079C-A	-0.03451719372721654
YDR079W	
YDR080W	
YDR083W	-0.03451719372721654
YDR084C	-3.4517193727216773
YDR085C	-2.084838501123893
YDR089W	-0.7179576295261086
YDR090C	-0.37623741162666263
YDR092W	1.6740838957700137
YDR093W	0.6489232420716756
YDR094W	-0.03451719372721654
YDR095C	
YDR096W	-0.03451719372721654
YDR097C	-0.03451719372721654
YDR098C	
YDR099W	-1.4013980653250009
YDR100W	-0.7179576295261086
YDR101C	-0.03451719372721654
YDR102C	-1.4013980653250009
YDR103W	-0.03451719372721654
YDR104C	-1.4013980653250009
YDR105C	-0.7179576295261086
YDR107C	0.6489232420716756
YDR108W	-2.084838501123893
YDR109C	-0.03451719372721654
YDR110W	-0.7179576295261086
YDR111C	
YDR112W	-2.768278936922785
YDR114C	-0.03451719372721654
YDR115W	-1.4013980653250009
YDR116C	-1.4013980653250009
YDR117C	0.6489232420716756
YDR119W	-0.7179576295261086
YDR120C	-0.7179576295261086
YDR121W	-0.7179576295261086
YDR122W	-0.03451719372721654
YDR123C	
YDR124W	
YDR125C	
YDR126W	-0.7179576295261086
YDR127W	-0.7179576295261086
YDR128W	-1.4013980653250009
YDR129C	-1.4013980653250009
YDR130C	-0.7179576295261086
YDR131C	-1.4013980653250009
YDR132C	-0.7179576295261086
YDR133C	-0.7179576295261086
YDR135C	-0.03451719372721654
YDR136C	-0.7179576295261086
YDR137W	-0.03451719372721654
YDR138W	-3.4517193727216773
YDR139C	-0.7179576295261086
YDR140W	-0.7179576295261086
YDR142C	-1.4013980653250009
YDR143C	-0.03451719372721654
YDR144C	-0.7179576295261086
YDR146C	-0.7179576295261086
YDR147W	-0.37623741162666263
YDR148C	-0.03451719372721654
YDR149C	-0.03451719372721654
YDR150W	-0.03451719372721654
YDR151C	-0.03451719372721654
YDR152W	-0.03451719372721654
YDR153C	-0.03451719372721654
YDR154C	-0.03451719372721654
YDR155C	-0.03451719372721654
YDR156W	-0.03451719372721654
YDR157W	-0.03451719372721654
YDR158W	-0.03451719372721654
YDR159W	-2.768278936922785
YDR161W	-0.03451719372721654
YDR162C	0.6489232420716756
YDR163W	-0.03451719372721654
YDR165W	-0.03451719372721654
YDR169C	-0.03451719372721654
YDR169C-A	-0.03451719372721654
YDR171W	-2.768278936922785
YDR173C	-0.03451719372721654
YDR174W	0.6489232420716756
YDR175C	-0.03451719372721654
YDR176W	-0.03451719372721654
YDR178W	-0.03451719372721654
YDR179C	-0.03451719372721654
YDR179W-A	-0.03451719372721654
YDR181C	-0.03451719372721654
YDR182W-A	-0.03451719372721654
YDR183W	
YDR184C	-0.7179576295261086
YDR185C	-0.03451719372721654
YDR186C	-0.03451719372721654
YDR191W	-0.03451719372721654
YDR192C	-0.03451719372721654
YDR193W	0.6489232420716756
YDR194C	0.6489232420716756
YDR194W-A	-0.03451719372721654
YDR195W	0.6489232420716756
YDR197W	-0.03451719372721654
YDR198C	-0.03451719372721654
YDR199W	0.6489232420716756
YDR200C	0.6489232420716756
YDR202C	-0.03451719372721654
YDR203W	0.6489232420716756
YDR204W	
YDR205W	
YDR206W	-0.03451719372721654
YDR207C	0.6489232420716756
YDR209C	-0.03451719372721654
YDR210W	-0.03451719372721654
YDR213W	-0.03451719372721654
YDR214W	-0.03451719372721654
YDR215C	3.382684985267244
YDR216W	-0.03451719372721654
YDR217C	-0.03451719372721654
YDR218C	0.6489232420716756
YDR219C	-0.03451719372721654
YDR220C	-0.03451719372721654
YDR221W	-0.03451719372721654
YDR222W	0.6489232420716756
YDR223W	-0.03451719372721654
YDR225W	-0.03451719372721654
YDR226W	
