orf	hap a | carotenoid production | expression of BTS1 [TDH3p-CYC1t], expression of X.dendrorhous crtI [TDH3p-CYC1t], expression of X.dendrorhous crtYB [TDH3p-CYC1t] | SC - Ura | Özaydın B~Keasling JD, 2013
YDR227W	-0.7179576295261086
YDR229W	-0.03451719372721654
YDR230W	-0.03451719372721654
YDR231C	
YDR233C	-0.03451719372721654
YDR234W	0.6489232420716756
YDR237W	
YDR239C	-0.7179576295261086
YDR241W	0.6489232420716756
YDR242W	
YDR244W	-0.7179576295261086
YDR245W	-0.03451719372721654
YDR246W-A	-0.03451719372721654
YDR247W	-0.03451719372721654
YDR248C	0.6489232420716756
YDR249C	0.6489232420716756
YDR250C	-0.7179576295261086
YDR251W	-0.7179576295261086
YDR252W	0.6489232420716756
YDR253C	-0.7179576295261086
YDR254W	-0.7179576295261086
YDR255C	-0.7179576295261086
YDR256C	0.6489232420716756
YDR257C	-0.03451719372721654
YDR258C	-0.7179576295261086
YDR259C	-0.03451719372721654
YDR260C	3.382684985267244
YDR261C	0.6489232420716756
YDR262W	-0.03451719372721654
YDR263C	-0.7179576295261086
YDR264C	1.3323636778705676
YDR265W	-1.4013980653250009
YDR266C	-0.03451719372721654
YDR268W	-3.4517193727216773
YDR269C	0.6489232420716756
YDR270W	-0.03451719372721654
YDR271C	0.6489232420716756
YDR272W	
YDR273W	1.3323636778705676
YDR274C	-0.03451719372721654
YDR275W	
YDR276C	2.0158041136694598
YDR277C	2.0158041136694598
YDR278C	-0.7179576295261086
YDR279W	-0.7179576295261086
YDR281C	-0.03451719372721654
YDR282C	-0.03451719372721654
YDR283C	-0.03451719372721654
YDR284C	-0.03451719372721654
YDR285W	0.6489232420716756
YDR286C	-0.03451719372721654
YDR287W	-0.03451719372721654
YDR289C	1.3323636778705676
YDR290W	0.6489232420716756
YDR291W	-0.03451719372721654
YDR293C	2.0158041136694598
YDR294C	2.0158041136694598
YDR295C	
YDR296W	-3.4517193727216773
YDR297W	0.6489232420716756
YDR298C	-1.4013980653250009
YDR300C	-3.4517193727216773
YDR304C	-0.03451719372721654
YDR305C	0.6489232420716756
YDR306C	-0.03451719372721654
YDR307W	0.6489232420716756
YDR309C	-0.03451719372721654
YDR310C	0.6489232420716756
YDR312W	-0.03451719372721654
YDR313C	-0.7179576295261086
YDR314C	-0.03451719372721654
YDR315C	-0.37623741162666263
YDR316W	0.6489232420716756
YDR317W	-3.4517193727216773
YDR318W	-0.03451719372721654
YDR319C	-0.03451719372721654
YDR320C	-1.4013980653250009
YDR321W	-0.03451719372721654
YDR322C-A	0.6489232420716756
YDR322W	
YDR323C	-0.03451719372721654
YDR326C	-0.03451719372721654
YDR329C	-0.03451719372721654
YDR330W	-0.7179576295261086
YDR332W	-1.4013980653250009
YDR333C	2.357524331568906
YDR334W	2.0158041136694598
YDR335W	-0.03451719372721654
YDR336W	-0.03451719372721654
YDR337W	0.6489232420716756
YDR338C	-0.7179576295261086
YDR340W	-0.03451719372721654
YDR344C	-0.7179576295261086
YDR345C	-0.7179576295261086
YDR346C	
YDR347W	-0.03451719372721654
YDR348C	-0.7179576295261086
YDR349C	
YDR350C	-2.084838501123893
YDR351W	-0.7179576295261086
YDR352W	-0.7179576295261086
YDR354W	-0.7179576295261086
YDR357C	-0.03451719372721654
YDR358W	-0.03451719372721654
YDR359C	-0.03451719372721654
YDR360W	-0.03451719372721654
YDR363W	0.6489232420716756
YDR363W-A	-3.4517193727216773
YDR364C	-0.03451719372721654
YDR368W	-0.7179576295261086
YDR369C	0.6489232420716756
YDR370C	0.6489232420716756
YDR371W	-0.03451719372721654
YDR372C	-0.03451719372721654
YDR374C	
YDR375C	
YDR377W	
YDR378C	2.699244549468352
YDR379C-A	-1.4013980653250009
YDR379W	0.6489232420716756
YDR380W	-0.03451719372721654
YDR382W	0.6489232420716756
YDR383C	-1.4013980653250009
YDR384C	-0.03451719372721654
YDR385W	-0.03451719372721654
YDR386W	0.6489232420716756
YDR387C	-0.7179576295261086
YDR388W	-0.7179576295261086
YDR389W	-0.03451719372721654
YDR391C	-0.03451719372721654
YDR392W	0.6489232420716756
YDR393W	-0.03451719372721654
YDR395W	-0.03451719372721654
YDR399W	-0.7179576295261086
YDR400W	-0.7179576295261086
YDR401W	-0.7179576295261086
YDR402C	-0.03451719372721654
YDR403W	-1.4013980653250009
YDR405W	-0.03451719372721654
YDR406W	-0.03451719372721654
YDR408C	1.3323636778705676
YDR409W	-0.7179576295261086
YDR410C	
YDR411C	-0.7179576295261086
YDR414C	-0.03451719372721654
YDR415C	-3.4517193727216773
YDR417C	-0.03451719372721654
YDR418W	-1.4013980653250009
YDR419W	-1.4013980653250009
YDR420W	-0.03451719372721654
YDR421W	-1.4013980653250009
YDR422C	0.6489232420716756
YDR423C	1.6740838957700137
YDR424C	0.9906434599711217
YDR425W	0.6489232420716756
YDR426C	-0.7179576295261086
YDR428C	0.6489232420716756
YDR430C	-1.4013980653250009
YDR431W	-0.03451719372721654
YDR432W	0.6489232420716756
YDR433W	1.6740838957700137
YDR435C	-0.03451719372721654
YDR436W	-0.7179576295261086
YDR438W	0.6489232420716756
YDR439W	0.6489232420716756
YDR440W	0.6489232420716756
YDR441C	-1.4013980653250009
YDR442W	0.6489232420716756
YDR443C	-0.03451719372721654
YDR444W	-0.03451719372721654
YDR445C	-2.768278936922785
YDR446W	-1.4013980653250009
YDR447C	-3.4517193727216773
YDR448W	-0.7179576295261086
YDR450W	1.3323636778705676
YDR451C	-1.4013980653250009
YDR452W	
YDR453C	
YDR455C	1.3323636778705676
YDR456W	-1.4013980653250009
YDR457W	-0.7179576295261086
YDR458C	-0.7179576295261086
YDR459C	0.6489232420716756
YDR461W	-0.03451719372721654
YDR462W	-0.03451719372721654
YDR463W	-0.03451719372721654
YDR465C	-0.03451719372721654
YDR466W	
YDR467C	-2.084838501123893
YDR469W	-0.03451719372721654
YDR470C	
YDR471W	0.6489232420716756
YDR475C	-1.4013980653250009
YDR476C	-0.03451719372721654
YDR477W	-1.4013980653250009
YDR479C	-0.03451719372721654
YDR480W	-0.7179576295261086
YDR481C	-0.7179576295261086
YDR482C	-0.03451719372721654
YDR483W	-1.4013980653250009
YDR484W	
YDR485C	0.6489232420716756
YDR486C	-2.084838501123893
YDR488C	
YDR490C	0.6489232420716756
YDR491C	
YDR492W	0.6489232420716756
YDR493W	-0.7179576295261086
YDR494W	-0.03451719372721654
YDR495C	-0.03451719372721654
YDR496C	-0.03451719372721654
YDR497C	0.6489232420716756
YDR500C	0.30720302417222956
YDR501W	-0.03451719372721654
YDR502C	-1.4013980653250009
YDR503C	-0.03451719372721654
YDR504C	-0.7179576295261086
YDR505C	-0.03451719372721654
YDR506C	-0.7179576295261086
YDR507C	
YDR508C	0.6489232420716756
YDR509W	1.3323636778705676
YDR511W	-0.03451719372721654
YDR512C	-0.37623741162666263
YDR513W	2.0158041136694598
YDR514C	-0.03451719372721654
YDR515W	-0.03451719372721654
YDR516C	
YDR517W	1.3323636778705676
YDR518W	-0.03451719372721654
YDR519W	1.3323636778705676
YDR520C	1.3323636778705676
YDR521W	
YDR522C	-0.03451719372721654
YDR523C	
YDR524C	1.3323636778705676
YDR524C-B	-0.7179576295261086
YDR524W-C	-0.7179576295261086
YDR525W	1.3323636778705676
YDR525W-A	-0.7179576295261086
YDR528W	0.6489232420716756
YDR529C	-0.03451719372721654
YDR530C	-0.03451719372721654
YDR532C	-0.03451719372721654
YDR533C	-0.03451719372721654
YDR534C	-0.03451719372721654
YDR535C	-0.7179576295261086
YDR536W	-0.03451719372721654
YDR537C	
YDR538W	-0.03451719372721654
YDR539W	-0.03451719372721654
YDR540C	-0.7179576295261086
YDR541C	-0.7179576295261086
YEL001C	-0.03451719372721654
YEL003W	-0.7179576295261086
YEL004W	-0.7179576295261086
YEL005C	-0.03451719372721654
YEL006W	2.699244549468352
YEL007W	0.6489232420716756
YEL008W	-1.4013980653250009
YEL009C	-1.4013980653250009
YEL010W	-0.7179576295261086
YEL011W	-0.03451719372721654
YEL012W	-0.7179576295261086
YEL013W	-1.4013980653250009
YEL014C	-0.7179576295261086
YEL015W	0.6489232420716756
YEL016C	-0.03451719372721654
YEL017C-A	-0.7179576295261086
YEL017W	0.6489232420716756
YEL020C	-0.7179576295261086
YEL022W	-0.03451719372721654
YEL023C	-0.03451719372721654
YEL024W	
YEL025C	-1.4013980653250009
YEL027W	
YEL028W	-0.7179576295261086
YEL029C	0.6489232420716756
YEL030W	-0.03451719372721654
YEL031W	1.3323636778705676
YEL033W	-0.7179576295261086
YEL036C	1.3323636778705676
YEL037C	-0.7179576295261086
YEL038W	-0.03451719372721654
YEL039C	-0.7179576295261086
YEL040W	1.6740838957700137
YEL041W	-0.37623741162666263
YEL042W	0.6489232420716756
YEL043W	-0.7179576295261086
YEL044W	-0.7179576295261086
YEL045C	
YEL046C	
YEL047C	-0.7179576295261086
YEL048C	-0.03451719372721654
YEL049W	-0.03451719372721654
YEL050C	1.3323636778705676
YEL051W	
YEL052W	-0.03451719372721654
YEL053C	0.6489232420716756
YEL054C	0.6489232420716756
YEL056W	0.6489232420716756
YEL057C	1.3323636778705676
YEL059C-A	-0.7179576295261086
YEL059W	-0.7179576295261086
YEL060C	3.382684985267244
YEL061C	2.0158041136694598
YEL062W	-0.03451719372721654
YEL063C	0.6489232420716756
YEL064C	-0.03451719372721654
YEL065W	0.6489232420716756
YEL066W	-0.03451719372721654
YEL067C	-0.03451719372721654
YEL068C	0.6489232420716756
YEL071W	0.6489232420716756
YEL072W	-0.03451719372721654
YER001W	-0.03451719372721654
YER002W	-0.7179576295261086
YER004W	0.6489232420716756
YER005W	-0.03451719372721654
YER007C-A	-0.7179576295261086
YER007W	0.30720302417222956
YER010C	-0.03451719372721654
YER011W	1.3323636778705676
YER014C-A	1.3323636778705676
YER014W	
YER015W	-0.03451719372721654
YER016W	0.9906434599711217
YER017C	-0.03451719372721654
YER019C-A	-0.7179576295261086
YER019W	-1.4013980653250009
YER020W	-1.4013980653250009
YER024W	-0.7179576295261086
YER026C	-0.03451719372721654
YER027C	
YER028C	
YER030W	-0.7179576295261086
YER031C	-1.4013980653250009
YER032W	-0.7179576295261086
YER033C	-1.4013980653250009
YER034W	-0.7179576295261086
YER035W	0.6489232420716756
YER037W	-0.03451719372721654
YER038W-A	-0.03451719372721654
YER039C	-0.7179576295261086
YER039C-A	2.0158041136694598
YER040W	-0.7179576295261086
YER041W	-0.03451719372721654
YER042W	-0.7179576295261086
YER044C	-0.03451719372721654
YER044C-A	-0.7179576295261086
YER045C	-1.4013980653250009
YER046W	
YER046W-A	-0.7179576295261086
YER047C	-2.084838501123893
YER048C	-0.03451719372721654
YER049W	-0.7179576295261086
YER050C	0.6489232420716756
YER051W	-0.03451719372721654
YER052C	-0.7179576295261086
YER053C	-0.7179576295261086
YER053C-A	-1.4013980653250009
YER054C	-0.03451719372721654
YER055C	-0.03451719372721654
YER056C	-0.7179576295261086
YER056C-A	-0.03451719372721654
YER057C	-2.084838501123893
YER058W	-2.084838501123893
YER059W	
YER060W	-2.084838501123893
YER060W-A	-2.084838501123893
YER061C	-0.03451719372721654
YER062C	-0.03451719372721654
YER063W	3.040964767367798
YER064C	-0.03451719372721654
YER065C	-0.03451719372721654
YER066C-A	-0.03451719372721654
YER066W	-0.7179576295261086
YER067C-A	-0.03451719372721654
YER067W	-0.03451719372721654
YER068C-A	0.6489232420716756
YER068W	
YER069W	-3.4517193727216773
YER070W	-0.03451719372721654
YER071C	0.6489232420716756
YER072W	-0.7179576295261086
YER073W	-0.03451719372721654
YER074W	-0.03451719372721654
YER075C	-1.4013980653250009
YER076C	-0.7179576295261086
YER077C	-0.03451719372721654
YER078C	0.6489232420716756
YER079W	-0.7179576295261086
YER080W	-0.7179576295261086
YER081W	-1.4013980653250009
YER083C	2.0158041136694598
YER084W	-0.03451719372721654
YER085C	-0.03451719372721654
YER086W	
YER087C-B	-1.0596778474255548
YER087W	0.6489232420716756
YER088C	-0.03451719372721654
YER089C	-0.03451719372721654
YER090W	-0.03451719372721654
YER091C	-0.03451719372721654
YER091C-A	-0.03451719372721654
YER092W	-0.03451719372721654
YER093C-A	0.6489232420716756
YER095W	-0.7179576295261086
YER096W	0.6489232420716756
YER097W	-0.03451719372721654
YER098W	-0.7179576295261086
YER099C	-0.03451719372721654
YER101C	-0.7179576295261086
YER103W	
YER105C	1.6740838957700137
YER106W	-0.7179576295261086
YER110C	1.3323636778705676
YER111C	-0.7179576295261086
YER113C	-0.03451719372721654
YER114C	-0.03451719372721654
YER115C	-0.7179576295261086
YER116C	
YER117W	-0.03451719372721654
YER118C	-0.7179576295261086
YER119C	-0.7179576295261086
YER119C-A	-1.4013980653250009
YER120W	-2.084838501123893
YER121W	-0.7179576295261086
YER122C	-2.768278936922785
YER123W	2.699244549468352
YER124C	-0.7179576295261086
YER128W	-0.03451719372721654
YER129W	0.6489232420716756
YER130C	-0.03451719372721654
YER131W	0.6489232420716756
YER132C	-0.7179576295261086
YER134C	0.6489232420716756
YER135C	-0.7179576295261086
YER137C	-0.03451719372721654
YER139C	-0.03451719372721654
YER140W	-0.03451719372721654
YER141W	-0.7179576295261086
YER142C	-0.03451719372721654
YER143W	-0.03451719372721654
YER144C	-0.7179576295261086
YER145C	
YER149C	-2.768278936922785
YER150W	-0.03451719372721654
YER151C	2.0158041136694598
YER152C	-0.03451719372721654
YER153C	
YER154W	
YER155C	-0.7179576295261086
YER156C	0.9906434599711217
YER158C	0.6489232420716756
YER161C	-0.03451719372721654
YER162C	3.382684985267244
YER163C	-0.7179576295261086
YER164W	-0.7179576295261086
YER166W	-2.084838501123893
YER167W	-0.03451719372721654
YER169W	0.6489232420716756
YER170W	
YER173W	-0.7179576295261086
YER174C	-0.03451719372721654
YER175C	-0.03451719372721654
YER175W-A	-0.03451719372721654
YER176W	-0.03451719372721654
YER177W	-2.084838501123893
YER178W	-0.03451719372721654
YER179W	-0.03451719372721654
YER180C	-0.03451719372721654
YER180C-A	-0.03451719372721654
YER181C	-0.03451719372721654
YER182W	-0.03451719372721654
YER183C	3.382684985267244
YER184C	-0.03451719372721654
YER185W	-0.03451719372721654
YER186C	-0.03451719372721654
YER187W	-0.03451719372721654
YER188W	-0.03451719372721654
YFL001W	-0.03451719372721654
YFL003C	-0.03451719372721654
YFL004W	
YFL007W	0.30720302417222956
YFL010C	-0.03451719372721654
YFL010W-A	-0.03451719372721654
YFL011W	2.0158041136694598
YFL012W	-0.03451719372721654
YFL012W-A	-1.4013980653250009
YFL013C	-0.7179576295261086
YFL014W	-0.03451719372721654
YFL015C	0.6489232420716756
YFL016C	-3.4517193727216773
YFL018C	-0.03451719372721654
YFL019C	-0.03451719372721654
YFL020C	-0.03451719372721654
YFL021W	0.6489232420716756
YFL023W	0.6489232420716756
YFL025C	
YFL026W	-0.03451719372721654
YFL027C	0.6489232420716756
YFL028C	-0.03451719372721654
YFL030W	0.6489232420716756
YFL031W	-2.084838501123893
YFL032W	
YFL033C	-0.03451719372721654
YFL034C-A	-0.03451719372721654
YFL034W	0.6489232420716756
YFL036W	
YFL040W	-0.03451719372721654
YFL041W	3.382684985267244
YFL041W-A	-0.7179576295261086
YFL042C	0.30720302417222956
YFL044C	-0.7179576295261086
YFL046W	-0.03451719372721654
YFL047W	-0.03451719372721654
YFL048C	-0.03451719372721654
YFL049W	2.0158041136694598
YFL050C	0.6489232420716756
YFL051C	0.6489232420716756
YFL052W	-0.03451719372721654
YFL053W	-0.03451719372721654
YFL054C	0.6489232420716756
YFL055W	-0.03451719372721654
YFL063W	-0.03451719372721654
YFR001W	-0.7179576295261086
YFR006W	0.6489232420716756
YFR007W	-0.03451719372721654
YFR008W	-0.03451719372721654
YFR009W	-0.03451719372721654
YFR010W	1.3323636778705676
YFR011C	0.6489232420716756
YFR012W	-0.03451719372721654
YFR012W-A	
YFR013W	-0.7179576295261086
YFR014C	-0.03451719372721654
YFR015C	1.6740838957700137
YFR016C	-0.03451719372721654
YFR017C	-0.7179576295261086
YFR018C	-0.03451719372721654
YFR019W	
YFR020W	0.6489232420716756
YFR021W	-0.03451719372721654
YFR022W	0.6489232420716756
YFR023W	0.6489232420716756
YFR024C-A	0.9906434599711217
YFR025C	-0.03451719372721654
YFR026C	0.6489232420716756
YFR030W	-0.03451719372721654
YFR031C-A	-1.4013980653250009
YFR032C	-0.7179576295261086
YFR032C-A	1.3323636778705676
YFR032C-B	-0.7179576295261086
YFR033C	-0.03451719372721654
YFR034C	-0.03451719372721654
YFR035C	-1.4013980653250009
YFR036W	2.0158041136694598
YFR038W	-0.03451719372721654
YFR039C	-0.03451719372721654
YFR040W	2.0158041136694598
YFR041C	0.6489232420716756
YFR043C	-0.03451719372721654
YFR044C	0.6489232420716756
YFR045W	-0.03451719372721654
YFR046C	-2.084838501123893
YFR047C	-0.7179576295261086
YFR048W	-2.768278936922785
YFR049W	-0.7179576295261086
YFR053C	-0.03451719372721654
YFR054C	-0.03451719372721654
YFR055W	3.040964767367798
YFR056C	-0.03451719372721654
YFR057W	-0.03451719372721654
YGL002W	-3.4517193727216773
YGL003C	-0.7179576295261086
YGL004C	-1.4013980653250009
YGL005C	-2.084838501123893
YGL006W	-1.4013980653250009
YGL006W-A	-0.7179576295261086
YGL007C-A	0.6489232420716756
YGL007W	-2.768278936922785
YGL010W	-1.4013980653250009
YGL012W	1.3323636778705676
YGL013C	-0.03451719372721654
YGL014W	-0.03451719372721654
YGL015C	0.6489232420716756
YGL016W	-0.03451719372721654
YGL017W	-0.03451719372721654
YGL019W	0.6489232420716756
YGL020C	-0.03451719372721654
YGL021W	-0.03451719372721654
YGL023C	0.30720302417222956
YGL024W	-0.03451719372721654
YGL025C	-0.03451719372721654
YGL026C	-0.03451719372721654
YGL027C	-0.03451719372721654
YGL028C	-0.03451719372721654
YGL029W	0.6489232420716756
YGL031C	-1.4013980653250009
YGL032C	-0.03451719372721654
YGL033W	0.30720302417222956
YGL034C	-0.7179576295261086
YGL035C	-1.4013980653250009
YGL036W	-0.03451719372721654
YGL037C	-0.03451719372721654
YGL038C	-0.03451719372721654
YGL039W	-0.03451719372721654
YGL041C	-0.7179576295261086
YGL041C-B	-0.7179576295261086
YGL042C	-0.7179576295261086
YGL043W	0.6489232420716756
YGL045W	0.6489232420716756
YGL049C	-0.03451719372721654
YGL050W	-0.03451719372721654
YGL051W	-0.03451719372721654
YGL053W	-0.03451719372721654
YGL054C	-0.03451719372721654
YGL056C	1.3323636778705676
YGL057C	-0.03451719372721654
YGL058W	-0.03451719372721654
YGL059W	-0.03451719372721654
YGL060W	-0.03451719372721654
YGL062W	-0.7179576295261086
YGL063W	-0.7179576295261086
YGL064C	
YGL066W	-0.7179576295261086
YGL067W	-0.7179576295261086
YGL070C	-0.7179576295261086
YGL071W	
YGL072C	-0.03451719372721654
YGL076C	-0.03451719372721654
YGL077C	-0.03451719372721654
YGL078C	-0.7179576295261086
YGL079W	-0.03451719372721654
YGL080W	-0.7179576295261086
YGL081W	-0.37623741162666263
YGL082W	-0.03451719372721654
YGL083W	-0.7179576295261086
YGL084C	0.6489232420716756
YGL085W	-0.03451719372721654
YGL086W	-0.7179576295261086
YGL087C	2.699244549468352
YGL088W	0.6489232420716756
YGL089C	-0.03451719372721654
YGL090W	-0.03451719372721654
YGL094C	-0.03451719372721654
YGL095C	
YGL096W	-0.03451719372721654
YGL100W	0.6489232420716756
YGL101W	0.6489232420716756
YGL104C	-0.03451719372721654
YGL105W	1.3323636778705676
YGL107C	
YGL108C	-0.03451719372721654
YGL109W	0.6489232420716756
YGL110C	1.3323636778705676
YGL114W	0.6489232420716756
YGL115W	-0.03451719372721654
YGL117W	0.6489232420716756
YGL118C	-0.03451719372721654
YGL119W	-2.768278936922785
YGL121C	0.6489232420716756
YGL124C	-0.7179576295261086
YGL125W	-0.7179576295261086
YGL126W	-0.7179576295261086
YGL127C	-0.7179576295261086
YGL129C	-0.03451719372721654
YGL131C	-0.7179576295261086
YGL132W	-0.03451719372721654
YGL133W	-0.7179576295261086
YGL134W	-0.7179576295261086
YGL135W	-0.03451719372721654
YGL136C	-0.03451719372721654
YGL138C	-0.7179576295261086
YGL139W	-0.7179576295261086
YGL140C	
YGL141W	-0.7179576295261086
YGL143C	
YGL144C	-0.03451719372721654
YGL146C	-0.7179576295261086
YGL147C	-0.03451719372721654
YGL148W	-1.4013980653250009
YGL149W	-2.768278936922785
YGL151W	-1.4013980653250009
YGL152C	-0.7179576295261086
YGL153W	-0.03451719372721654
YGL154C	1.3323636778705676
YGL156W	-1.4013980653250009
YGL157W	-0.7179576295261086
YGL158W	-0.03451719372721654
YGL159W	-0.03451719372721654
YGL160W	-0.7179576295261086
YGL161C	-0.03451719372721654
YGL162W	-0.03451719372721654
YGL163C	-0.03451719372721654
YGL164C	-0.03451719372721654
YGL165C	-0.03451719372721654
YGL166W	-0.03451719372721654
YGL167C	-1.4013980653250009
YGL168W	-1.4013980653250009
YGL170C	-0.7179576295261086
YGL173C	-0.03451719372721654
YGL174W	1.3323636778705676
YGL175C	2.0158041136694598
YGL176C	-0.03451719372721654
YGL177W	-0.03451719372721654
YGL178W	-0.03451719372721654
YGL179C	-0.03451719372721654
YGL180W	-0.03451719372721654
YGL181W	-0.03451719372721654
YGL184C	-0.03451719372721654
YGL185C	-0.03451719372721654
YGL186C	0.6489232420716756
YGL188C-A	2.357524331568906
YGL190C	-0.7179576295261086
YGL191W	-0.7179576295261086
YGL192W	-0.03451719372721654
YGL194C	0.6489232420716756
YGL195W	-0.03451719372721654
YGL196W	-0.37623741162666263
YGL197W	-0.03451719372721654
YGL198W	-0.03451719372721654
YGL199C	
YGL200C	0.6489232420716756
YGL202W	-0.03451719372721654
YGL203C	2.0158041136694598
YGL205W	-0.03451719372721654
YGL206C	0.6489232420716756
YGL208W	-0.7179576295261086
YGL209W	-0.7179576295261086
YGL210W	-0.03451719372721654
YGL211W	-0.03451719372721654
YGL212W	-0.03451719372721654
YGL213C	2.0158041136694598
YGL214W	0.6489232420716756
YGL215W	-0.03451719372721654
YGL216W	-0.37623741162666263
YGL217C	-0.03451719372721654
YGL218W	0.30720302417222956
YGL219C	-0.03451719372721654
YGL220W	-0.03451719372721654
YGL221C	-0.03451719372721654
YGL222C	-0.03451719372721654
YGL223C	2.0158041136694598
YGL224C	1.6740838957700137
YGL226C-A	-0.03451719372721654
YGL226W	-0.03451719372721654
YGL227W	3.382684985267244
YGL228W	-0.03451719372721654
YGL229C	-0.03451719372721654
YGL230C	-0.03451719372721654
YGL231C	-0.03451719372721654
YGL232W	
YGL234W	-0.03451719372721654
YGL235W	-0.03451719372721654
YGL236C	
YGL237C	-0.03451719372721654
YGL240W	-0.7179576295261086
YGL241W	0.6489232420716756
YGL242C	-0.03451719372721654
YGL243W	-0.03451719372721654
YGL244W	-0.7179576295261086
YGL246C	2.0158041136694598
YGL248W	
YGL249W	-0.7179576295261086
YGL250W	-0.03451719372721654
YGL251C	-0.03451719372721654
YGL252C	-0.03451719372721654
YGL253W	-0.03451719372721654
YGL254W	2.0158041136694598
YGL255W	
YGL256W	-0.7179576295261086
YGL257C	-0.03451719372721654
YGL258W	
YGL259W	-0.7179576295261086
YGL260W	2.0158041136694598
YGL261C	
YGL262W	
YGL263W	2.0158041136694598
YGR001C	-0.7179576295261086
YGR003W	-0.7179576295261086
YGR004W	-0.7179576295261086
YGR006W	
YGR007W	-1.4013980653250009
YGR008C	-1.4013980653250009
YGR010W	-0.03451719372721654
YGR011W	0.6489232420716756
YGR012W	-1.4013980653250009
YGR014W	
YGR015C	-0.7179576295261086
YGR016W	-0.7179576295261086
YGR017W	-1.4013980653250009
YGR018C	2.0158041136694598
YGR019W	-0.7179576295261086
YGR020C	
YGR021W	-0.7179576295261086
YGR022C	0.30720302417222956
YGR023W	-0.03451719372721654
YGR025W	-0.03451719372721654
YGR026W	-0.03451719372721654
YGR027C	-0.03451719372721654
YGR028W	
YGR031W	
YGR032W	-0.03451719372721654
YGR033C	-0.03451719372721654
YGR034W	-0.03451719372721654
YGR035C	-0.03451719372721654
YGR035W-A	0.6489232420716756
YGR036C	3.382684985267244
YGR037C	0.6489232420716756
YGR038W	0.6489232420716756
YGR039W	-0.03451719372721654
YGR040W	-0.7179576295261086
YGR041W	-1.4013980653250009
YGR042W	-1.4013980653250009
YGR043C	-1.4013980653250009
YGR044C	-0.7179576295261086
YGR045C	-0.7179576295261086
YGR049W	-0.03451719372721654
YGR050C	-0.7179576295261086
YGR051C	-0.03451719372721654
YGR052W	-0.03451719372721654
YGR053C	-0.03451719372721654
YGR054W	0.6489232420716756
YGR055W	
YGR056W	-0.03451719372721654
YGR057C	-1.4013980653250009
YGR058W	-0.7179576295261086
YGR059W	-0.7179576295261086
YGR061C	
YGR062C	0.30720302417222956
YGR063C	-0.03451719372721654
YGR064W	1.3323636778705676
YGR066C	-0.7179576295261086
YGR067C	0.6489232420716756
YGR068C	-0.03451719372721654
YGR069W	
YGR070W	0.6489232420716756
YGR071C	-0.03451719372721654
YGR072W	-0.7179576295261086
YGR076C	-0.7179576295261086
YGR077C	-0.7179576295261086
YGR078C	-0.7179576295261086
YGR079W	-0.03451719372721654
YGR080W	-1.4013980653250009
YGR081C	-1.4013980653250009
YGR084C	-0.03451719372721654
YGR085C	-0.7179576295261086
YGR086C	-0.03451719372721654
YGR087C	-1.4013980653250009
YGR088W	0.6489232420716756
YGR089W	-0.7179576295261086
YGR092W	-0.7179576295261086
YGR093W	-1.4013980653250009
YGR096W	-1.4013980653250009
YGR097W	-0.7179576295261086
YGR100W	-2.084838501123893
YGR101W	-2.768278936922785
YGR102C	-0.7179576295261086
YGR104C	
YGR105W	-1.4013980653250009
YGR106C	-0.7179576295261086
YGR107W	-1.4013980653250009
YGR108W	-0.7179576295261086
YGR109C	-1.4013980653250009
YGR110W	-0.7179576295261086
YGR111W	-1.4013980653250009
YGR112W	0.6489232420716756
YGR117C	-0.03451719372721654
YGR118W	-0.03451719372721654
YGR121C	-1.4013980653250009
YGR121W-A	-0.03451719372721654
YGR122C-A	0.6489232420716756
YGR122W	-0.03451719372721654
YGR123C	-0.7179576295261086
YGR124W	0.6489232420716756
YGR125W	-0.7179576295261086
YGR126W	-0.7179576295261086
YGR127W	-0.7179576295261086
YGR129W	-1.4013980653250009
YGR130C	-0.03451719372721654
YGR131W	-0.7179576295261086
YGR132C	-0.03451719372721654
YGR133W	-1.4013980653250009
YGR134W	-0.7179576295261086
YGR135W	-1.4013980653250009
YGR136W	-1.4013980653250009
YGR137W	-0.7179576295261086
YGR138C	0.6489232420716756
YGR139W	2.699244549468352
YGR141W	-0.03451719372721654
YGR142W	-0.7179576295261086
YGR143W	-0.03451719372721654
YGR144W	1.3323636778705676
YGR146C	-0.03451719372721654
YGR146C-A	-0.7179576295261086
YGR148C	-0.7179576295261086
YGR149W	2.0158041136694598
YGR150C	-2.768278936922785
YGR151C	0.6489232420716756
YGR152C	3.382684985267244
YGR153W	0.6489232420716756
YGR154C	0.6489232420716756
YGR155W	
YGR157W	-1.4013980653250009
YGR159C	2.699244549468352
YGR160W	1.3323636778705676
YGR161C	0.6489232420716756
YGR161W-C	-0.03451719372721654
YGR162W	0.6489232420716756
YGR163W	-0.03451719372721654
YGR164W	0.6489232420716756
YGR165W	-0.03451719372721654
YGR166W	-0.7179576295261086
YGR167W	-0.03451719372721654
YGR168C	-0.7179576295261086
YGR169C	-0.03451719372721654
YGR169C-A	-1.4013980653250009
YGR170W	-0.03451719372721654
YGR171C	-0.7179576295261086
YGR173W	-0.03451719372721654
YGR174C	0.6489232420716756
YGR174W-A	-0.7179576295261086
YGR176W	-0.7179576295261086
YGR177C	-0.03451719372721654
YGR178C	-0.7179576295261086
YGR180C	0.9906434599711217
YGR181W	-1.4013980653250009
