orf	hom | growth (relative abundance in pooled culture) | dimethyl sulfoxide [1%] | Gaytan BD~Vulpe CD, 2013
YAL015C	-1.0503901813211083
YAL042C-A	1.643903859989499
YAR031W	1.6027288849006018
YAR042W	1.50071065109296
YBL094C	1.6366516916910139
YBL106C	1.467359912323618
YBR013C	-1.2816047994229014
YBR019C	2.5079597152941493
YBR024W	1.4908615377805925
YBR040W	1.5533142830113986
YBR042C	2.4439333841725506
YBR044C	1.649538078413711
YBR056W	1.4926668442783153
YBR057C	1.4893684288614688
YBR113W	4.361801157363292
YBR114W	2.323787442221751
YBR169C	1.1101396272332231
YBR177C	1.2533112499036474
YBR184W	2.5945253755465107
YBR186W	1.7961865848579595
YBR187W	2.949809791435223
YBR213W	2.3056532272689716
YBR225W	1.3290777355663987
YBR227C	-1.5034611901188562
YBR273C	1.7915627056369545
YBR286W	0.9465267370919589
YBR298C	1.6828603742626886
YCL008C	2.0015862285116928
YCL046W	1.4280775771685215
YCR001W	1.8125153619992966
YCR006C	2.0916291167115433
YCR011C	1.6358415009419613
YCR022C	2.3322373507578322
YCR067C	-0.9192583626384783
YCR073W-A	2.5203473235817953
YDL073W	2.0394853441389786
YDL135C	1.2458589964817008
YDL161W	2.1255378576286175
YDL211C	-0.8767323055835974
YDL223C	1.6835944002258063
YDL230W	2.7206922934476174
YDR034C	1.3219296216362708
YDR083W	-2.4132518945308825
YDR105C	2.2195540173903567
YDR215C	1.2857745793837183
YDR219C	1.2335325364719132
YDR251W	1.5856458251301127
YDR252W	1.7259858704029822
YDR265W	1.261494732895042
YDR283C	1.8978517814118046
YDR285W	1.4818411324007699
YDR305C	1.8169473932250575
YDR310C	0.9811111727961654
YDR312W	3.5404883172624615
YDR321W	1.8594711687203427
YDR322W	2.117762693595806
YDR326C	1.8749974271056298
YDR354W	2.651994199455112
YDR363W	1.9348515476805173
YDR372C	1.4778636903841222
YDR409W	1.978269628709332
YDR414C	1.5217729885045854
YDR430C	1.759969467131132
YDR441C	1.479972745926054
YDR456W	2.260669386610627
YDR458C	2.951747993386063
YDR512C	2.11139481020585
YDR520C	1.5302839025611654
YDR534C	-0.8750493938291531
YEL039C	-1.3577595585735769
YER032W	-1.3931332521199422
YER080W	1.9460731804755322
YER087C-B	3.0677203909194546
YER088C	1.9386918982799635
YER098W	-0.8740814661281675
YER110C	-1.3539718935924583
YER156C	-2.313167434506296
YER169W	2.1369144575176153
YFL003C	1.8455279769789827
YFL007W	1.6273988791645928
YFL010C	1.951556692068662
YFL011W	2.7336611616399606
YFL012W	1.9104394648798275
YFL012W-A	3.328776884155345
YFL013C	2.0322198017554367
YFL014W	1.8977846449427684
YFL018C	2.2691737110649006
YFL020C	3.5503973695565803
YFL044C	2.177841665757976
YFL055W	2.4323826423033728
YFR018C	2.8211057299993563
YFR034C	-1.9143637738682968
YFR036W	-1.6539755074899785
YFR045W	-1.6236767508439514
YGL005C	-1.473074206518205
YGL031C	-1.2561058327737138
YGL087C	1.9629451607561788
YGL136C	1.7043955560608204
YGL138C	2.358216999544369
YGL139W	-1.142460613038954
YGL158W	-1.3509334322470747
YGL226C-A	1.8530422376355768
YGL229C	1.7577859700556417
YGL232W	2.384214646601426
YGL248W	1.1388339040733357
YGR014W	1.6294766414315394
YGR089W	-1.0815878269339982
YGR107W	1.8700446560451658
YGR108W	-1.0332323884613377
YGR117C	1.128695434259334
YGR122W	1.9281355431480423
YGR183C	1.6198687789987274
YGR192C	1.566777669170826
YGR230W	3.2475367636451242
YGR271W	1.1938970694019242
YGR275W	1.5567075406642346
YGR276C	1.6416006416395723
YHL037C	2.1351918612443135
YHR010W	-2.450592404836856
YHR014W	1.4350232279506685
YHR046C	1.8386624202719788
YHR096C	1.3110590786396445
YHR133C	1.55079727130133
YHR156C	1.113212817006186
YHR176W	2.6965121417957114
YHR177W	2.357347258245112
YIL032C	3.231537487731663
YIL035C	2.367788578610915
YIL139C	2.5265440231685785
YIL162W	-4.5371000420468635
YIR001C	-0.9034256841748249
YIR020C	1.3450299039924913
YJL092W	1.4618127302959878
YJL108C	2.493774942736652
YJL132W	-2.071420356049073
YJL168C	1.851152473978765
YJL205C	-1.4099562284409128
YJL214W	0.9438006739700331
YJL217W	2.2191970112988404
YJL218W	2.4415828492121183
YJR044C	2.193197725242958
YJR050W	1.4623942437738593
YJR079W	1.638472840392616
YJR080C	2.733436773684367
YJR088C	2.5702319338975754
YJR111C	2.05804346549362
YJR140C	-1.2239861526325915
YKL040C	-1.0588750209383588
YKL098W	1.2931816286666786
YKR019C	-1.6135215800364502
YKR024C	-1.9273378516268882
YKR065C	1.2843456240251132
YKR066C	1.337762777733076
YKR078W	3.1237005315723056
YKR088C	2.1774310413075395
YKR096W	2.141096332480036
YKR105C	1.9839489170661342
YLL063C	1.282589329662656
YLR042C	2.762740266648007
YLR043C	1.4039279499257709
YLR053C	1.1868418412090833
YLR057W	1.4156307873073486
YLR073C	2.0589096387912234
YLR093C	1.3395192735446566
YLR104W	0.9238635850960147
YLR111W	1.4178443400799656
YLR121C	2.0987156978984727
YLR169W	1.7827331509114759
YLR174W	0.9961068612642867
YLR202C	1.9359542166837305
YLR248W	1.4534849373673546
YLR257W	1.7582591531798193
YLR261C	-1.5425607883571917
YLR270W	1.7570588259373032
YLR297W	2.1247604241485725
YLR322W	-1.8347033187783195
YLR327C	2.6296288449487997
YLR330W	1.7523753561473385
YLR356W	1.4464187171737801
YLR370C	1.5914895574246188
YLR371W	-2.1048643378095995
YLR417W	1.8062819070840659
YLR443W	1.5732080248584634
YLR450W	2.629855519708342
YLR454W	1.0907656611077825
YLR456W	1.3684929227303544
YML047W-A	1.5763581245664997
YML071C	-2.1110709286198066
YML106W	1.0242499694457146
YML116W	-1.2388440230280897
YML131W	1.0039207635247716
YMR042W	3.019388784370731
YMR044W	2.169568817592282
YMR063W	2.3075866989517944
YMR074C	2.1374615394162735
YMR092C	1.440705854306428
YMR154C	1.6771967777640218
YMR155W	1.1376720670199627
YMR175W	1.958629093396685
YMR195W	1.3336641106252323
YMR214W	1.8012706872869366
YMR225C	1.1579675148791793
YMR244C-A	2.47859700566141
YMR244W	1.4350119768987128
YMR261C	1.9529847750143354
YMR272C	1.741118355432667
YMR286W	1.8355252790978382
YMR289W	4.840020880596149
YMR291W	2.556757493803616
YMR295C	1.7729300851451697
YMR304W	2.7039515128780423
YMR319C	1.3262434590641052
YNL004W	1.0214811948517295
YNL010W	1.482769510896219
YNL041C	-1.5708191175147603
YNL051W	-2.3844880485223787
YNL058C	2.103823941474557
YNL107W	-1.9030391141748093
YNL122C	1.4875920533325362
YNL123W	1.3472601173259249
YNL130C	1.4629478447231372
YNL175C	1.9751094748664897
YNL187W	1.542154644891463
YNL198C	-1.1927007916365917
YNL217W	3.2545665608412464
YNL278W	2.0816811250814142
YNL286W	1.6369353730932008
YNL315C	1.8425410773976458
YNL334C	1.5313278649666848
YNR019W	2.274387357719968
YNR024W	2.0510305823124755
YOL163W	1.187482885663864
YOR006C	1.4957858832621853
YOR021C	2.6488358181415936
YOR030W	1.56405423535202
YOR033C	1.993214235547417
YOR041C	1.0351021683684014
YOR044W	1.275349807415106
YOR084W	0.9488681434633484
YOR137C	2.0797056006041426
YOR161C	2.1100127005711835
YOR231W	1.3391609510650169
YOR275C	1.7638455336024725
YOR297C	1.2417651626903605
YOR304C-A	-2.2603778662087897
YOR308C	1.6963077438622083
YOR314W	2.1308262677034437
YOR352W	1.7033619300176621
YOR366W	1.5817442618167485
YPL002C	2.564623589690227
YPL004C	1.6959019390596761
YPL015C	1.7792840660254066
YPL026C	1.9950233872446839
YPL033C	1.3664926314582355
YPL052W	2.0371893225118343
YPL060W	2.3970615312351575
YPL140C	1.789435600683595
YPL197C	1.335514074750868
YPR005C	1.2902135161087063
YPR011C	3.6495287831714864
YPR128C	3.273309010828106
YPR160W	1.3477297545717573
YPR200C	1.677183868693795
YPR201W	1.863481612283685
