orf	hom | growth (relative abundance in pooled culture) | gamma-irradiation [200 Gy] | Game JC~Brown JM, 2003
YER158C	-0.025
YER161C	-0.05
YER162C	-0.261
YER163C	-0.027999999999999997
YER164W	-0.659
YER166W	0.005
YER167W	0.043
YER169W	-0.098
YER170W	-0.027999999999999997
YER173W	-1.54
YER174C	0.052000000000000005
YER175C	0.018000000000000002
YER176W	0.051
YER177W	-0.5710000000000001
YER178W	0.153
YER179W	0.066
YER180C	0.031
YER181C	0.047
YER182W	0.021
YER183C	0.018000000000000002
YER184C	0.051
YER185W	0.049
YER186C	-0.013000000000000001
YER187W	0.044000000000000004
YER188W	0.027999999999999997
YFL001W	
YFL003C	-0.054000000000000006
YFL004W	-0.009000000000000001
YFL007W	-0.026500000000000003
YFL010C	-0.013999999999999999
YFL010W-A	-0.027999999999999997
YFL011W	-0.024
YFL012W	-0.075
YFL012W-A	0.038
YFL013C	0.049
YFL014W	-0.079
YFL015C	-0.084
YFL018C	
YFL019C	-0.024
YFL020C	-0.07
YFL021W	0.261
YFL025C	0.413
YFL027C	0.047
YFL028C	0.009000000000000001
YFL030W	0.051
YFL031W	-0.08900000000000001
YFL032W	0.026000000000000002
YFL033C	0.09300000000000001
YFL034C-A	-0.0515
YFL034W	-0.105
YFL040W	-0.038
YFL041W	-0.01
YFL042C	-0.0175
YFL044C	-0.054000000000000006
YFL046W	-0.132
YFL047W	0.03
YFL048C	-0.013000000000000001
YFL049W	0.037000000000000005
YFL050C	-0.027000000000000003
YFL051C	-0.015
YFL052W	0.011000000000000001
YFL053W	-0.032
YFL054C	-0.04
YFL055W	-0.057
YFL063W	-0.049
YFR006W	-0.146
YFR007W	-0.257
YFR008W	0.062
YFR009W	0.046
YFR010W	-0.24
YFR011C	0.054000000000000006
YFR012W	-0.055
YFR013W	-0.002
YFR014C	-0.051
YFR015C	-0.051
YFR016C	0.057999999999999996
YFR017C	0.06
YFR018C	0.002
YFR020W	0.006999999999999999
YFR021W	0.022000000000000002
YFR022W	-0.084
YFR023W	-0.026000000000000002
YFR024C-A	-0.022
YFR025C	0.028999999999999998
YFR026C	-0.016
YFR030W	0.025
YFR031C-A	0.239
YFR032C	0.061
YFR032C-A	0.107
YFR033C	-0.001
YFR034C	-0.033
YFR035C	-0.061
YFR036W	-0.133
YFR038W	0.006
YFR039C	0.04
YFR040W	-0.268
YFR041C	0.038
YFR043C	0.105
YFR044C	0.06
YFR045W	0.013000000000000001
YFR046C	0.051
YFR047C	0.03
YFR048W	-0.134
YFR049W	0.099
YFR053C	0.042
YFR054C	0.024
YFR055W	0.045
YFR056C	0.046
YFR057W	0.004
YGL002W	-0.163
YGL003C	0.019
YGL004C	-0.076
YGL005C	-0.105
YGL006W	-0.1
YGL007W	-0.213
YGL009C	-0.068
YGL010W	-0.057
YGL012W	0.231
YGL013C	-0.11800000000000001
YGL014W	-0.018000000000000002
YGL015C	-0.09699999999999999
YGL016W	-0.08900000000000001
YGL017W	-0.026000000000000002
YGL019W	-0.19699999999999998
YGL021W	0.004
YGL026C	-0.28300000000000003
YGL027C	0.10800000000000001
YGL028C	0.055999999999999994
YGL031C	0.345
YGL032C	-0.1
YGL033W	0.071
YGL034C	-0.011000000000000001
YGL035C	0.021
YGL037C	0.012
YGL039W	0.01
YGL042C	0.086
YGL043W	0.14
YGL045W	-0.0745
YGL049C	0.0
YGL050W	0.017
YGL051W	0.047
YGL053W	0.068
YGL054C	0.179
YGL056C	0.07400000000000001
YGL057C	-0.095
YGL059W	0.062
YGL060W	0.414
YGL062W	0.046
YGL063W	-0.18100000000000002
YGL064C	0.326
YGL066W	-0.47100000000000003
YGL067W	0.064
YGL071W	-0.43
YGL072C	0.17300000000000001
YGL077C	0.034
YGL078C	0.27699999999999997
YGL079W	-0.006
YGL080W	-0.053
YGL081W	-0.001
YGL082W	0.017
YGL083W	0.017
YGL085W	-0.064
YGL086W	-0.134
YGL087C	-1.045
YGL089C	-0.08199999999999999
YGL090W	-0.063
YGL094C	-0.027000000000000003
YGL096W	-0.021
YGL101W	0.066
YGL104C	-0.009000000000000001
YGL107C	
YGL108C	-0.10800000000000001
YGL109W	0.085
YGL110C	0.065
YGL114W	-0.013999999999999999
YGL115W	-0.046
YGL117W	0.027999999999999997
YGL121C	-0.037000000000000005
YGL124C	0.021
YGL125W	0.006999999999999999
YGL126W	0.011000000000000001
YGL127C	-0.045
YGL131C	0.14
YGL132W	-0.08
YGL133W	0.08800000000000001
YGL136C	0.33399999999999996
YGL138C	-0.057
YGL139W	0.195
YGL140C	0.373
YGL141W	-0.040999999999999995
YGL144C	0.064
YGL146C	0.011000000000000001
YGL147C	0.415
YGL148W	0.125
YGL149W	-0.091
YGL151W	0.034
YGL152C	0.004
YGL153W	0.08
YGL154C	0.061
YGL156W	0.027000000000000003
YGL157W	0.011000000000000001
YGL158W	0.054000000000000006
YGL159W	0.04
YGL160W	0.036000000000000004
YGL161C	0.0
YGL162W	-0.037000000000000005
YGL164C	0.044000000000000004
YGL165C	0.079
YGL166W	0.032
YGL170C	0.021
YGL175C	-1.56
YGL176C	-0.006999999999999999
YGL177W	-0.02
YGL179C	-0.018000000000000002
YGL180W	-0.006999999999999999
YGL181W	-0.109
YGL194C	-0.019
YGL196W	-0.061
YGL197W	0.048
YGL198W	-0.031
YGL199C	0.042
YGL202W	0.066
YGL203C	0.106
YGL205W	-0.136
YGL208W	0.001
YGL209W	0.092
YGL210W	0.049
YGL211W	0.326
YGL212W	0.282
YGL213C	0.11199999999999999
YGL214W	0.145
YGL215W	-0.183
YGL216W	-0.023
YGL217C	0.001
YGL219C	0.262
YGL221C	0.012
YGL222C	-0.003
YGL224C	-0.026000000000000002
YGL226C-A	0.068
YGL226W	-0.16399999999999998
YGL227W	-0.17
YGL228W	-0.04
YGL229C	-0.314
YGL230C	-0.126
YGL231C	-0.15
YGL232W	-0.106
YGL234W	0.12
YGL235W	-0.033
YGL236C	-0.45
YGL237C	0.023
YGL241W	-0.08800000000000001
YGL242C	-0.006999999999999999
YGL243W	-0.013999999999999999
YGL244W	-0.9329999999999999
YGL248W	-0.064
YGL249W	-0.037000000000000005
YGL250W	-0.23399999999999999
YGL251C	-0.40700000000000003
YGL252C	-0.263
YGL253W	0.198
YGL254W	-0.006999999999999999
YGL255W	-0.049
YGL256W	-0.019
YGL257C	-0.018000000000000002
YGL258W	-0.046
YGL259W	-0.024
YGL260W	0.027999999999999997
YGL261C	-0.183
YGL262W	-0.024
YGL263W	0.037000000000000005
YGR001C	0.052000000000000005
YGR003W	0.066
YGR004W	-0.207
YGR007W	-0.008
YGR008C	-0.127
YGR010W	-0.062
YGR011W	0.022000000000000002
YGR012W	0.028999999999999998
YGR014W	0.128
YGR015C	0.008
YGR017W	0.255
YGR018C	0.179
YGR019W	0.237
YGR021W	-0.002
YGR022C	0.258
YGR023W	0.42
YGR025W	0.128
YGR026W	0.096
YGR027C	0.179
YGR028W	-0.084
YGR031W	-0.039
YGR032W	-0.02
YGR033C	0.004
YGR034W	-0.07
YGR035C	-0.08199999999999999
YGR037C	0.08900000000000001
YGR038W	-0.146
YGR039W	-0.022000000000000002
YGR040W	-0.055
YGR041W	-0.053
YGR042W	0.021
YGR043C	-0.016
YGR044C	-0.002
YGR045C	-0.001
YGR049W	-0.016
YGR050C	0.016
YGR051C	-0.10300000000000001
YGR052W	-0.11
YGR053C	-0.057999999999999996
YGR054W	0.18
YGR055W	-0.03
YGR056W	-1.03
YGR057C	0.078
YGR058W	0.048
YGR059W	0.002
YGR061C	0.114
YGR062C	
YGR063C	0.177
YGR064W	0.23600000000000002
YGR066C	0.025
YGR067C	-0.05
YGR068C	-0.11199999999999999
YGR069W	-0.06
YGR070W	-0.165
YGR071C	0.081
YGR072W	0.248
YGR076C	0.327
YGR077C	0.244
YGR078C	0.465
YGR079W	-0.044000000000000004
YGR080W	0.086
YGR081C	0.37200000000000005
YGR084C	-0.015
YGR085C	
YGR087C	-0.006999999999999999
YGR088W	0.06
YGR089W	-0.051
YGR092W	-0.778
YGR093W	0.003
YGR096W	0.019
YGR097W	0.006999999999999999
YGR100W	0.008
YGR102C	0.287
YGR106C	-0.419
YGR107W	-0.054000000000000006
YGR108W	-0.049
YGR109C	-0.04
YGR110W	-0.08800000000000001
YGR111W	-0.051
YGR112W	-0.031
YGR117C	-0.10099999999999999
YGR118W	0.17800000000000002
YGR121C	-0.098
YGR122C-A	-0.054000000000000006
YGR122W	-0.355
YGR123C	-0.158
YGR124W	0.01
YGR125W	-0.083
YGR126W	0.001
YGR127W	-0.01
YGR129W	-0.002
YGR130C	-0.052000000000000005
YGR131W	0.034
YGR132C	0.12300000000000001
YGR133W	0.139
YGR134W	-0.027999999999999997
YGR135W	-0.05
YGR136W	-0.02
YGR137W	-0.011000000000000001
YGR138C	0.044000000000000004
YGR139W	0.013000000000000001
YGR141W	-0.045
YGR142W	-0.055
YGR143W	-0.040999999999999995
YGR144W	-0.024
YGR146C	-0.068
YGR148C	0.061
YGR149W	0.018000000000000002
YGR150C	0.08199999999999999
YGR151C	-0.09699999999999999
YGR152C	-0.04
YGR153W	-0.083
YGR154C	-0.021
YGR155W	0.223
YGR157W	-0.04
YGR161C	0.078
YGR163W	0.273
YGR164W	-0.105
YGR166W	0.293
YGR168C	-0.134
YGR169C	0.076
YGR170W	-0.061
YGR171C	
YGR173W	-0.079
YGR174C	0.11199999999999999
YGR176W	-0.013000000000000001
YGR177C	0.011000000000000001
YGR178C	0.10300000000000001
YGR181W	0.098
YGR182C	0.027000000000000003
YGR183C	-0.005
YGR184C	-0.8640000000000001
YGR187C	0.21600000000000003
YGR189C	-0.084
YGR192C	0.253
YGR193C	-0.079
YGR194C	0.025
YGR196C	-0.038
YGR197C	-0.102
YGR199W	0.053
YGR200C	0.298
YGR201C	-0.071
YGR202C	-0.002
YGR203W	-0.051
YGR204W	0.19
YGR205W	0.0
YGR206W	0.059000000000000004
YGR207C	0.042
YGR208W	-0.051
YGR209C	0.021
YGR210C	-0.133
YGR212W	0.006
YGR213C	0.036000000000000004
YGR214W	0.47100000000000003
YGR217W	-0.011000000000000001
YGR219W	
YGR220C	0.037000000000000005
YGR221C	0.03
YGR222W	
YGR223C	-0.311
YGR224W	0.013999999999999999
YGR225W	-0.045
YGR226C	-0.003
YGR227W	0.084
YGR228W	-0.145
YGR229C	-0.239
YGR230W	-0.039
YGR231C	0.175
YGR232W	0.37
YGR233C	0.813
YGR234W	0.182
YGR235C	0.147
YGR236C	0.13
YGR237C	0.149
YGR238C	0.222
YGR239C	0.035
YGR240C	
YGR241C	0.128
YGR242W	0.076
YGR243W	0.037000000000000005
YGR244C	-0.054000000000000006
YGR247W	0.027999999999999997
YGR248W	0.07
YGR249W	0.045
YGR250C	0.040999999999999995
YGR252W	-0.327
YGR254W	0.045
YGR255C	
YGR256W	0.06
YGR257C	
YGR258C	-0.009000000000000001
YGR259C	-0.141
YGR260W	-0.044000000000000004
YGR261C	0.129
YGR263C	-0.057999999999999996
YGR266W	0.036000000000000004
YGR268C	-0.023
YGR269W	-0.018000000000000002
YGR270W	0.337
YGR271W	-0.006
YGR273C	0.022000000000000002
YGR275W	0.013999999999999999
YGR276C	0.017
YGR279C	0.067
YGR281W	0.083
YGR282C	-0.068
YGR283C	0.046
YGR284C	0.004
YGR286C	0.025
YGR287C	0.006
YGR288W	0.012
YGR289C	-0.13
YGR290W	0.083
YGR291C	0.01
YGR292W	0.032
YGR295C	-0.008
YHL002W	-0.015
YHL003C	-0.048
YHL005C	-0.355
YHL006C	-0.498
YHL007C	-0.29600000000000004
YHL008C	-0.18600000000000003
YHL009C	-0.45
YHL010C	-0.011000000000000001
YHL011C	
YHL012W	0.027999999999999997
YHL013C	0.067
YHL014C	0.318
YHL016C	-0.003
YHL017W	0.146
YHL019C	0.028999999999999998
YHL020C	0.294
YHL021C	-0.067
YHL022C	0.038
YHL023C	-0.055999999999999994
YHL024W	0.075
YHL026C	0.168
YHL027W	0.257
YHL028W	0.17300000000000001
YHL029C	-0.2
YHL030W	0.081
YHL031C	
YHL032C	0.095
YHL033C	
YHL034C	0.287
YHL035C	0.07200000000000001
YHL036W	-0.048
YHL037C	-0.099
YHL038C	0.16699999999999998
YHL039W	-0.022000000000000002
YHL040C	0.035
YHL041W	0.034
YHL042W	0.002
YHL043W	0.026000000000000002
YHL044W	-0.544
YHL045W	0.03
YHL046C	-0.11900000000000001
YHL047C	-0.004
YHR001W-A	-0.055999999999999994
YHR003C	0.087
YHR004C	-0.304
YHR006W	-0.005
YHR009C	0.019
YHR012W	-0.201
YHR013C	-0.331
YHR014W	-0.128
YHR015W	-0.139
YHR016C	-0.128
YHR017W	-0.044000000000000004
YHR018C	-0.099
YHR021W-A	-0.002
YHR022C	-0.032
YHR025W	-1.128
YHR028C	-0.027999999999999997
YHR029C	-0.006
YHR030C	-0.444
YHR031C	0.376
YHR032W	-0.026000000000000002
YHR033W	0.013000000000000001
YHR034C	
YHR035W	0.165
YHR037W	-0.136
YHR039C	-0.402
YHR041C	0.36
YHR043C	-0.012
YHR044C	0.19399999999999998
YHR045W	0.327
YHR046C	
YHR047C	
YHR048W	
YHR049C-A	
YHR049W	0.03
YHR051W	
YHR057C	-0.002
YHR061C	0.026000000000000002
YHR067W	
YHR073W	
YHR075C	0.113
YHR076W	
YHR077C	0.14400000000000002
YHR078W	
YHR079C	
YHR079C-A	-0.027999999999999997
YHR080C	
YHR082C	-0.091
YHR086W	0.067
YHR087W	0.040999999999999995
YHR092C	
YHR093W	0.013999999999999999
YHR094C	0.069
YHR095W	0.016
YHR096C	-0.053
YHR097C	0.04
YHR100C	0.048
YHR103W	-0.037000000000000005
YHR104W	-0.163
YHR105W	-0.018000000000000002
YHR106W	0.011000000000000001
YHR108W	0.013000000000000001
YHR109W	0.037000000000000005
YHR110W	-0.035
YHR111W	0.47200000000000003
YHR112C	-0.031
YHR113W	0.01
YHR114W	0.008
YHR115C	-0.022000000000000002
YHR116W	0.022000000000000002
YHR117W	-0.005
YHR121W	0.057999999999999996
YHR123W	-0.009000000000000001
YHR124W	-0.018000000000000002
YHR125W	-0.08800000000000001
YHR126C	0.013000000000000001
YHR127W	-0.038
YHR129C	-0.282
YHR130C	0.289
YHR131C	0.034
YHR132C	0.059000000000000004
YHR132W-A	0.006999999999999999
YHR133C	-0.018000000000000002
YHR134W	-0.24
YHR135C	0.006999999999999999
YHR136C	0.061
YHR137W	0.08
YHR138C	0.087
YHR139C	0.03
YHR139C-A	0.07200000000000001
YHR140W	-0.124
YHR142W	-0.157
YHR143W	-0.061
YHR146W	0.028999999999999998
YHR150W	-0.01
YHR151C	-0.10099999999999999
YHR152W	0.044000000000000004
YHR153C	-0.08800000000000001
YHR154W	
YHR155W	0.094
YHR156C	-0.003
YHR157W	-0.043
YHR158C	0.08900000000000001
YHR159W	-0.162
YHR160C	-0.132
YHR161C	0.086
YHR162W	0.04
YHR163W	0.066
YHR167W	0.23199999999999998
YHR171W	0.04
YHR176W	-0.057
YHR177W	-0.043
YHR178W	-0.102
YHR179W	-0.508
YHR180W	0.078
YHR181W	0.034
YHR182W	0.027999999999999997
YHR184W	0.002
YHR185C	-0.068
YHR189W	0.127
YHR193C	-0.183
YHR195W	0.069
YHR198C	0.026000000000000002
YHR199C	0.052000000000000005
YHR200W	-0.292
YHR202W	-0.077
YHR203C	0.149
YHR204W	0.132
YHR206W	0.083
YHR207C	-0.6409999999999999
YHR209W	-0.004
YHR210C	-0.013999999999999999
YIL001W	-0.052000000000000005
YIL002C	-0.069
YIL005W	-0.177
YIL006W	-0.059000000000000004
YIL007C	0.043
YIL009C-A	
YIL009W	0.032
YIL010W	-0.009000000000000001
YIL011W	-0.129
YIL012W	-0.006999999999999999
YIL013C	-0.057999999999999996
YIL014C-A	-0.23
YIL014W	-0.006999999999999999
YIL015W	0.011000000000000001
YIL016W	-0.055999999999999994
YIL017C	0.035
YIL018W	0.005
YIL020C	-0.1
YIL023C	-0.27699999999999997
YIL024C	0.131
YIL025C	0.068
YIL027C	-0.075
YIL028W	-0.11199999999999999
YIL029C	-0.028999999999999998
YIL030C	0.038
YIL032C	-0.134
YIL035C	-0.49700000000000005
YIL036W	
YIL037C	
YIL038C	0.39
YIL039W	-0.183
YIL041W	-0.182
YIL042C	-0.024
YIL043C	-0.221
YIL044C	0.055999999999999994
YIL045W	0.04
YIL047C	0.171
YIL050W	0.19699999999999998
YIL052C	0.201
YIL053W	0.204
YIL054W	0.14800000000000002
YIL055C	0.055
YIL056W	0.132
YIL057C	-0.18
YIL058W	-0.040999999999999995
YIL059C	0.066
YIL060W	0.035
YIL064W	-0.13699999999999998
YIL065C	-0.192
YIL066C	-0.044000000000000004
YIL067C	-0.023
YIL069C	-0.079
YIL070C	0.068
YIL071C	0.045
YIL072W	-0.006
YIL073C	-0.08199999999999999
YIL074C	0.039
YIL076W	-0.065
YIL077C	-0.106
YIL079C	-0.16899999999999998
YIL084C	0.07200000000000001
YIL085C	0.027999999999999997
YIL086C	0.02
YIL087C	-0.087
YIL088C	0.012
YIL089W	0.024
YIL090W	-0.068
YIL092W	-0.093
YIL094C	-0.085
YIL095W	-0.106
YIL096C	-0.139
YIL097W	-0.5429999999999999
YIL098C	-0.076
YIL099W	-0.078
YIL100W	-0.036000000000000004
YIL101C	-0.15
YIL102C	0.11599999999999999
YIL103W	-0.209
YIL105C	0.428
YIL107C	-0.06
YIL108W	0.34
YIL110W	0.035
YIL111W	0.006999999999999999
YIL112W	-0.249
YIL113W	0.133
YIL114C	-0.048
YIL116W	-0.121
YIL117C	-0.031
YIL119C	-0.102
YIL120W	0.013999999999999999
YIL121W	0.031
YIL123W	-0.19399999999999998
YIL124W	-0.47700000000000004
YIL125W	-0.175
YIL130W	0.016
YIL131C	-0.075
YIL132C	-0.493
YIL133C	0.22
YIL135C	-0.223
YIL136W	-0.065
YIL137C	-0.063
YIL138C	0.054000000000000006
YIL139C	-0.591
YIL140W	0.061
YIL141W	-0.099
YIL145C	0.013000000000000001
YIL146C	-0.008
YIL148W	-0.266
YIL149C	-0.107
YIL152W	-0.063
YIL153W	-0.41600000000000004
YIL154C	-0.18600000000000003
YIL155C	0.038
YIL156W	-0.085
YIL157C	0.106
YIL158W	-0.165
YIL159W	-0.092
YIL160C	-0.335
YIL161W	-0.172
YIL162W	0.06
YIL163C	-0.009000000000000001
YIL164C	0.073
YIL165C	-0.069
YIL166C	-0.048
YIL173W	-0.027000000000000003
YIR001C	0.032
YIR002C	-0.07400000000000001
YIR003W	0.065
YIR004W	0.076
YIR005W	-0.054000000000000006
YIR007W	0.026000000000000002
YIR009W	0.154
YIR013C	0.009000000000000001
YIR014W	-0.019
YIR016W	-0.023
YIR017C	0.009000000000000001
YIR018W	0.032
YIR019C	0.043
YIR020C	0.06
YIR020W-A	0.02
YIR021W	-0.009000000000000001
YIR023W	-0.077
YIR024C	0.047
YIR025W	0.071
YIR027C	0.052000000000000005
YIR028W	0.006999999999999999
YIR029W	0.006999999999999999
YIR030C	0.026000000000000002
YIR031C	-0.022000000000000002
YIR032C	-0.052000000000000005
YIR033W	0.168
YIR034C	-0.047
YIR035C	0.009000000000000001
YIR036C	-0.035
YIR037W	-0.022000000000000002
YIR038C	0.033
YIR039C	0.258
YIR042C	0.268
YJL003W	
YJL004C	0.045
YJL007C	-0.509
YJL012C	0.09300000000000001
YJL013C	-0.141
YJL016W	0.068
YJL020C	0.0465
YJL022W	0.039
YJL023C	0.546
YJL024C	0.136
YJL027C	0.02
YJL028W	0.033
YJL030W	0.013999999999999999
YJL036W	0.06
YJL037W	0.19899999999999998
YJL038C	0.064
YJL042W	0.057999999999999996
YJL043W	0.052000000000000005
YJL044C	0.018000000000000002
YJL045W	0.049
YJL047C	0.326
YJL048C	-0.037000000000000005
YJL049W	0.012
YJL051W	0.037000000000000005
YJL052W	0.063
YJL053W	0.0
YJL055W	0.001
YJL057C	-0.032
YJL058C	-0.09300000000000001
YJL060W	0.061
YJL062W	-0.522
YJL064W	0.11800000000000001
YJL065C	0.084
YJL066C	-0.08800000000000001
YJL067W	-0.013999999999999999
YJL068C	-0.042
YJL070C	0.009000000000000001
YJL071W	-0.07400000000000001
YJL073W	-0.555
YJL077C	0.18100000000000002
YJL078C	0.319
YJL079C	0.27899999999999997
YJL080C	-0.35
YJL082W	0.17800000000000002
YJL083W	0.081
YJL084C	0.109
YJL088W	0.027000000000000003
YJL089W	0.026000000000000002
YJL092W	-1.626
YJL093C	-0.035
YJL094C	0.051
YJL095W	-0.441
YJL098W	0.031
YJL099W	-0.034
YJL100W	0.057
YJL101C	-0.03
YJL102W	
YJL103C	0.01
YJL105W	0.067
YJL106W	0.009000000000000001
YJL107C	0.0
YJL108C	-0.08
YJL110C	-0.048
YJL112W	0.075
YJL116C	0.035
YJL118W	-0.006999999999999999
YJL119C	0.013999999999999999
YJL120W	-0.076
YJL121C	0.23199999999999998
YJL122W	0.032
YJL123C	0.034
YJL124C	0.22
YJL126W	-0.036000000000000004
YJL128C	-0.21600000000000003
YJL129C	0.06
YJL130C	0.0
YJL131C	-0.059000000000000004
YJL132W	0.033499999999999995
YJL133W	0.125
YJL134W	0.039
YJL135W	0.081
YJL136C	
YJL137C	0.025
YJL138C	0.11199999999999999
YJL139C	0.26
YJL141C	-0.035
YJL142C	0.23399999999999999
YJL144W	-0.191
YJL145W	0.235
YJL146W	0.209
YJL147C	0.065
YJL148W	0.07200000000000001
YJL149W	-0.44299999999999995
YJL150W	-0.158
YJL151C	0.061
YJL152W	0.222
YJL153C	-0.040999999999999995
YJL154C	0.037000000000000005
YJL155C	-0.046
YJL157C	0.221
YJL158C	-0.031
YJL159W	0.02
YJL160C	0.040999999999999995
YJL161W	0.105
YJL162C	-0.09
YJL163C	0.12300000000000001
YJL164C	-0.165
YJL165C	-0.23
YJL166W	0.07400000000000001
YJL168C	-0.45899999999999996
YJL169W	-0.40700000000000003
YJL170C	0.006999999999999999
YJL171C	0.04
YJL172W	0.055
YJL175W	0.053
YJL177W	0.45
YJL178C	-0.195
YJL179W	-0.15
YJL180C	
YJL181W	0.009000000000000001
YJL182C	-0.077
YJL183W	-0.069
YJL185C	-0.217
YJL186W	-0.023
YJL187C	-0.019
YJL190C	0.066
YJL191W	-0.124
YJL192C	-0.648
YJL193W	-0.262
YJL196C	-0.168
YJL197W	-0.005
YJL198W	-0.079
YJL199C	-0.08199999999999999
YJL200C	-0.04
YJL201W	-0.013999999999999999
YJL204C	-0.634
YJL205C	0.099
YJL206C	-0.033
YJL207C	-0.02
YJL208C	-0.069
YJL209W	-0.045
YJL210W	-0.087
YJL211C	0.035
YJL212C	-0.12
YJL213W	-0.034
YJL214W	-0.067
YJL215C	-0.022000000000000002
YJL216C	0.002
YJL217W	-0.085
YJL218W	-0.024
YJR001W	-0.042
YJR003C	0.001
YJR004C	0.063
YJR005W	0.2
YJR008W	-0.023
YJR009C	0.015
YJR010C-A	
YJR010W	0.0
YJR011C	-0.016
YJR014W	0.13
YJR015W	0.068
YJR018W	-0.486
YJR019C	-0.023
YJR020W	0.11800000000000001
YJR021C	0.08
YJR024C	0.059000000000000004
YJR025C	0.015
YJR031C	0.022000000000000002
YJR033C	0.042
YJR035W	0.027999999999999997
YJR036C	-0.032
YJR037W	0.1
YJR038C	-0.039
YJR039W	0.001
YJR040W	-0.003
YJR043C	-0.298
YJR044C	-0.289
YJR047C	-0.099
YJR048W	-0.001
YJR049C	0.08900000000000001
YJR050W	0.111
YJR051W	-0.027000000000000003
YJR052W	0.109
YJR053W	-0.374
YJR054W	-0.21100000000000002
YJR056C	0.166
YJR058C	0.037000000000000005
YJR059W	-0.147
YJR060W	-0.353
YJR061W	-0.11900000000000001
YJR062C	-0.08900000000000001
YJR066W	-0.006
YJR069C	-0.013999999999999999
YJR070C	-0.10300000000000001
YJR073C	-0.002
YJR074W	-0.418
YJR075W	0.18100000000000002
YJR077C	0.17800000000000002
YJR078W	0.084
YJR079W	0.019
YJR080C	-0.019
YJR082C	0.131
YJR083C	-0.107
YJR084W	0.11199999999999999
YJR087W	0.017
YJR088C	-0.195
YJR091C	-0.012
YJR092W	0.08800000000000001
YJR094C	0.006999999999999999
YJR094W-A	0.099
YJR095W	-0.025
YJR096W	-0.07400000000000001
YJR097W	0.13
YJR098C	0.022000000000000002
YJR099W	0.013000000000000001
YJR100C	0.045
YJR102C	0.23
YJR103W	0.32799999999999996
YJR105W	
YJR106W	0.29
YJR107W	0.171
YJR108W	0.102
YJR109C	0.158
YJR110W	0.021
YJR111C	-0.698
YJR113C	0.049
YJR115W	0.081
YJR116W	0.09
YJR117W	0.182
YJR119C	0.23800000000000002
YJR120W	0.153
YJR121W	0.033
YJR122W	
YJR124C	0.521
YJR125C	0.091
YJR126C	0.363
YJR127C	0.304
YJR128W	0.29600000000000004
YJR129C	0.09
YJR130C	-0.012
YJR131W	0.174
YJR133W	0.048
YJR134C	0.13
YJR135C	-0.098
YJR137C	0.061
YJR139C	-0.106
YJR140C	-0.076
YJR142W	-0.205
YJR144W	
YJR145C	
YJR146W	0.027000000000000003
YJR147W	0.019
YJR148W	0.061
YJR149W	-0.027999999999999997
YJR150C	0.045
YJR152W	-0.022000000000000002
YJR153W	0.081
YJR154W	0.004
YKL001C	-0.065
YKL002W	0.168
YKL005C	-0.013000000000000001
YKL007W	0.887
YKL008C	0.275
YKL010C	0.133
YKL011C	0.242
YKL015W	0.033
YKL016C	0.188
YKL017C	0.061
YKL020C	-0.040999999999999995
YKL023W	-0.017
YKL025C	0.095
YKL026C	-0.10300000000000001
YKL027W	0.10400000000000001
YKL029C	0.018000000000000002
YKL030W	-0.01
YKL031W	0.06
YKL032C	0.135
YKL033W-A	-0.32799999999999996
YKL034W	0.046
YKL037W	-0.071
YKL038W	0.001
YKL039W	-0.086
YKL040C	0.046
YKL041W	0.141
YKL043W	-0.021
YKL044W	0.037000000000000005
YKL046C	0.043
YKL047W	0.035
YKL048C	0.424
YKL050C	-0.052000000000000005
YKL051W	-0.062
YKL053C-A	0.653
YKL053W	0.46299999999999997
YKL056C	-0.083
YKL061W	0.001
YKL062W	-0.086
YKL063C	0.026000000000000002
YKL064W	0.098
YKL065C	0.063
YKL066W	0.016
YKL067W	0.068
YKL068W	0.051
YKL069W	0.036000000000000004
YKL070W	0.037000000000000005
YKL071W	-0.037000000000000005
YKL072W	0.027000000000000003
YKL073W	
YKL074C	-0.21600000000000003
YKL075C	-0.45799999999999996
YKL076C	-1.3840000000000001
YKL077W	0.002
YKL079W	0.011000000000000001
YKL081W	0.026000000000000002
YKL084W	0.005
YKL085W	0.062
YKL086W	0.04
YKL087C	0.034
YKL090W	0.004
YKL091C	-0.012
YKL092C	-0.022000000000000002
YKL093W	-0.045
YKL094W	0.022000000000000002
YKL096W	-0.025
YKL096W-A	-0.259
YKL097C	-0.016
YKL098W	-0.066
YKL100C	-0.018000000000000002
YKL101W	0.0
YKL102C	-0.047
YKL103C	-0.035
YKL105C	-0.095
YKL106W	-0.055999999999999994
YKL107W	-0.053
YKL109W	0.066
YKL110C	0.442
YKL113C	
YKL115C	-0.039
YKL116C	-0.033
YKL117W	0.083
YKL120W	-0.005
YKL121W	-0.317
YKL123W	0.027999999999999997
YKL124W	0.021
YKL126W	0.48100000000000004
YKL127W	0.083
YKL128C	0.04
YKL129C	-0.055999999999999994
YKL130C	0.052000000000000005
YKL131W	0.042
YKL132C	0.037000000000000005
YKL133C	-0.045
YKL135C	-0.021
YKL136W	0.026000000000000002
YKL137W	0.008
YKL138C	
YKL140W	-0.04
YKL142W	-0.165
YKL146W	-0.006999999999999999
YKL147C	-0.033
YKL148C	0.027000000000000003
YKL149C	0.20600000000000002
YKL150W	-0.302
YKL151C	0.024
YKL155C	0.222
YKL156W	0.305
YKL157W	0.363
