ORF	hom | growth (relative abundance in pooled culture) | gamma-irradiation [200 Gy] | Game JC~Brown JM, 2003
YBL107C	0.279
YBR020W	-0.440
YBR033W	-0.030
YBR045C	-0.022
YCR069W	-0.479
YDR080W	0.146
YDR258C	0.063
YHR082C	-0.982
YJL055W	-0.486
YLR072W	-0.274
YML119W	-0.124
YNL027W	0.170
YNL105W	-0.190
YOL046C	0.103
YOL065C	-0.192
YOR023C	-0.706
YOR141C	0.671
YPL249C	-0.365
YBL085W	-0.668
YEL065W	-0.399
YHR109W	-0.347
YJR011C	-0.331
YKL136W	-0.056
YKR031C	0.320
YMR171C	-0.231
YMR316C-A	-0.048
YOL045W	0.424
YOR209C	NaN
YOR269W	-0.332
YOR286W	0.098
YPL163C	-0.370
YPL241C	0.217
YDL146W	0.142
YDR459C	0.173
YER150W	-0.003
YFR057W	-0.027
YIL050W	-0.268
YNL100W	-0.038
YNL183C	-0.305
YOL013C	0.037
YOR069W	-0.421
YPL165C	-0.543
YBR287W	-0.186
YDL093W	0.248
YEL068C	-0.200
YFL010W-A	-0.271
YIL002C	-0.212
YIL071C	0.057
YIL113W	-0.703
YJR051W	-0.092
YJR135C	0.038
YLL009C	-0.931
YOL031C	0.128
YOR320C	0.025
YPL135W	-1.081
YEL005C	-0.209
YEL043W	-0.519
YGR221C	-0.042
YHL020C	0.603
YJL083W	-0.426
YJR074W	-0.259
YLR092W	0.067
YMR286W	-1.040
YNL129W	0.068
YOR097C	-0.479
YOR100C	0.080
YOR288C	-0.098
YOR304C-A	-0.166
YOR316C	-0.131
YPL186C	-0.219
YDR095C	0.018
YIL023C	0.068
YIL090W	-0.184
YIL141W	-0.243
YJL064W	-0.240
YJR107W	-0.338
YLR170C	-0.234
YML082W	-0.194
YOR268C	-0.477
YPL236C	-0.408
YPR005C	0.125
YAL009W	-0.108
YBL001C	-0.340
YDL171C	0.149
YEL067C	-0.108
YJL017W	0.110
YJR003C	-0.299
YJR113C	0.365
YKL167C	0.247
YLR097C	-0.148
YLR394W	-0.043
YOR062C	-0.015
YOR165W	0.077
YOR230W	0.150
YOR289W	-0.012
YPL263C	-0.041
YBR062C	-0.059
YDR210W	0.142
YDR287W	0.373
YEL025C	-0.343
YJR115W	-0.247
YLR191W	0.002
YMR219W	0.555
YOL162W	0.020
YPL115C	-0.006
YBR229C	0.135
YCL011C	-0.191
YCL026C-A	0.004
YDR306C	0.104
YJL148W	0.573
YJR083C	-0.031
YLR003C	-0.086
YLR030W	0.088
YLR112W	-0.039
YMR276W	0.011
YOR121C	0.019
YPL077C	-0.090
YDL096C	0.316
YEL041W	-0.031
YJL108C	-0.181
YJR004C	-0.054
YJR126C	-0.111
YLR069C	0.341
YLR412W	0.581
YNL194C	0.002
YNL275W	-0.046
YOL056W	-0.017
YPL084W	-0.213
YPL219W	-0.104
YAR018C	0.478
YBR015C	0.170
YDR305C	0.437
YFL010C	-0.322
YFR056C	-0.049
YHR061C	-0.524
YIL009W	-0.191
YIL140W	-0.423
YIL155C	-0.051
YJL045W	-0.106
YJR150C	-0.094
YOL075C	-0.149
YOR276W	0.295
YOR357C	-0.100
YPL014W	-0.030
YPL099C	-0.130
YPL216W	-0.153
YPL267W	-0.118
YBL104C	-0.252
YDL190C	0.147
YDR279W	0.401
YDR520C	0.069
YGR049W	0.056
YGR050C	0.158
YHR095W	-0.484
YHR100C	1.405
YIL013C	0.091
YIL059C	0.143
YLL059C	0.025
YLR119W	-0.515
YNL083W	-0.510
YNL212W	0.086
YOR133W	0.262
YPL095C	-0.512
YPL164C	-0.310
YPL248C	-0.272
YDR147W	NaN
YEL014C	-0.154
YER001W	0.127
YGR112W	0.048
YJL146W	0.081
YJR010C-A	NaN
YJR020W	-0.286
YLR073C	0.057
YML129C	-0.164
YMR154C	-0.318
YNL051W	0.014
YNL123W	0.116
YOL037C	0.010
YOL080C	0.276
YOL083W	-0.222
YOR298W	-0.209
YAL053W	0.019
YBR199W	-0.092
YBR301W	-0.351
YDL085W	0.484
YDR272W	0.486
YHR159W	-0.580
YJR008W	-0.310
YLR090W	-0.407
YMR246W	-0.082
YMR251W-A	-0.009
YNL143C	0.233
YNL304W	-0.349
YOR070C	-0.031
YBL098W	-0.038
YBR019C	-0.204
YBR210W	-0.158
YCL036W	-0.484
YDL200C	0.072
YDR286C	0.144
YHR123W	-0.250
YIL099W	-0.417
YJL170C	0.031
YJR061W	-0.121
YJR124C	-1.581
YLR122C	-0.127
YMR136W	-0.219
YMR271C	-0.006
YNL195C	0.083
YNL255C	0.124
YOL044W	0.547
YOR173W	0.085
YOR177C	0.154
YPL048W	0.071
YBL081W	-0.123
YBR162W-A	-0.097
YBR277C	0.709
YCR019W	-0.339
YDR042C	-0.039
YDR271C	-0.124
YDR274C	0.246
YER075C	0.033
YIR021W	0.114
YJL044C	-0.125
YJL077C	-0.154
YLL012W	-0.188
YNL326C	0.132
YOL025W	0.241
YOL029C	0.171
YOL053W	0.064
YOR118W	0.137
YOR313C	0.287
YBR157C	-0.159
YBR228W	-0.214
YCL014W	0.063
YDL046W	0.088
YDL224C	0.053
YGL228W	0.185
YJL112W	-0.505
YLL005C	-0.043
YMR109W	-0.043
YOL032W	0.006
YAL068C	-0.074
YBR024W	-0.219
YHR057C	-0.354
YHR096C	-0.075
YKL092C	0.232
YML052W	0.026
YMR110C	0.240
YOL084W	0.026
YOR242C	0.080
YOR277C	0.423
YOR315W	0.511
YEL011W	-0.024
YIL149C	-0.291
YIL163C	-0.315
YJL082W	-0.232
YJL141C	-0.484
YJR062C	-0.067
YJR108W	-0.703
YLR094C	-0.306
YOR010C	0.049
YOR086C	0.069
YBR217W	-0.215
YCR037C	0.123
YEL018W	-0.639
YGL010W	-0.043
YGL254W	0.094
YGL258W	0.316
YHL034C	0.476
YIL111W	-0.725
YIL159W	-0.370
YIL166C	-0.458
YLL048C	0.308
YLR001C	0.044
YOL017W	-0.061
YOR367W	-0.433
YPL174C	0.309
YBL091C	-1.155
YCL024W	-0.074
YJR109C	-0.205
YLL042C	-0.244
YML072C	0.000
YML075C	-0.150
YML128C	0.875
YOL158C	0.056
YOR317W	-0.076
YOR374W	0.319
YBR184W	-0.177
YEL040W	0.754
YER176W	-0.307
YIL010W	0.185
YIL074C	-0.029
YJL022W	-0.245
YJL065C	-0.192
YJR058C	-0.010
YLR414C	-0.125
YMR247C	-0.151
YNL190W	-0.034
YOL047C	0.242
YOR306C	0.026
YPL013C	-1.512
YPL034W	-0.338
YPL103C	-0.285
YPL223C	-0.305
YPR149W	0.050
YCL042W	-0.455
YDR022C	0.053
YDR094W	0.094
YDR452W	0.037
YGL005C	-0.146
YHR049W	-0.061
YIL119C	-0.918
YIL170W	-0.395
YJL171C	-0.177
YKL214C	0.071
YLL023C	-0.365
YMR265C	0.041
YMR279C	0.286
YNL092W	0.201
YNL278W	-0.090
YNL328C	-0.152
YOR040W	-0.176
YOR144C	0.109
YOR228C	-0.039
YPL145C	-0.270
YBR138C	-0.401
YBR300C	-0.366
YDR104C	0.144
YGR041W	0.147
YIL055C	-0.293
YIL088C	-0.347
YJR105W	1.048
YJR122W	0.292
YKL155C	-1.424
YKR042W	0.384
YLR035C	-0.221
YLR082C	-0.249
YMR306C-A	-0.422
YNL090W	-0.739
YOL048C	0.313
YOR314W	0.286
YPL073C	0.332
YPL185W	-0.157
YPL225W	0.427
YBR022W	-0.089
YDL180W	0.113
YDR033W	0.225
YEL009C	-0.301
YER040W	0.211
YER085C	-0.138
YGR117C	0.165
YGR157W	-0.325
YIL053W	-0.213
YJR099W	-0.263
YJR147W	0.225
YKR035C	0.110
YLR118C	-0.222
YMR077C	-0.205
YMR233W	-0.033
YOR053W	-0.036
YOR129C	0.185
YBR018C	-0.377
YBR227C	-0.181
YDL050C	0.115
YDR349C	0.291
YER170W	0.111
YJL057C	-0.003
YJL166W	-1.315
YJR069C	-0.167
YMR278W	0.146
YOL062C	-0.011
YOR045W	-0.134
YOR059C	-0.040
YOR114W	-0.014
YOR197W	-0.154
YOR324C	-0.067
YBR144C	0.278
YBR204C	-0.239
YDR148C	-1.134
YDR384C	0.061
YEL062W	-0.300
YGR084C	0.020
YJL093C	-0.187
YLR059C	-0.260
YLR176C	-0.191
YLR377C	-0.230
YOR158W	-0.953
YAL058W	0.225
YBL011W	-0.214
YCR073C	-0.311
YDR249C	-0.188
YDR250C	0.141
YER131W	0.726
YHR097C	-0.240
YJL116C	-0.098
YJR119C	-0.165
YNL134C	-0.091
YOR175C	0.107
YPL222W	-0.281
YPR150W	0.204
YBR047W	-0.027
YBR141C	-0.494
YBR276C	-0.239
YDL018C	0.025
YDR273W	0.165
YEL020C	-0.295
YER010C	-0.514
YHR181W	0.281
YIL086C	-0.735
YJL004C	-0.686
YJL016W	0.114
YMR320W	-0.233
YPL177C	-0.308
YPL274W	-0.129
YBL012C	-0.255
YBR292C	-0.309
YGL096W	0.006
YGL248W	0.215
YJL068C	-0.152
YJL159W	-0.223
YJR152W	-0.002
YLR113W	-0.825
YMR147W	-0.137
YNL140C	0.103
YOR297C	0.456
YOR337W	0.116
YBR007C	-0.148
YBR068C	-0.225
YBR169C	-0.091
YDR248C	0.271
YEL047C	-0.131
YEL048C	-0.294
YJL084C	-0.618
YJR009C	-0.500
YLL020C	0.127
YLR006C	-0.932
YMR306W	0.081
YOR052C	0.045
YOR130C	0.033
YPL110C	-0.291
YBL067C	-0.510
YBR051W	-0.085
YDL213C	0.253
YDR084C	0.159
YDR256C	-0.271
YIL057C	0.018
YIL157C	-0.280
YJR019C	0.045
YMR177W	-0.311
YDR089W	0.201
YER166W	-0.016
YHR075C	-0.362
YIL121W	-0.185
YML048W	-0.123
YOR163W	-0.058
YOR170W	-0.052
YOR267C	-0.320
YOR296W	0.268
YBR148W	-0.016
YBR293W	-0.100
YEL028W	-0.428
YGR183C	0.135
YHR115C	-0.220
YHR140W	0.106
YHR151C	-0.101
YJL118W	-0.420
YLR349W	0.425
YMR122C	-0.044
YNL193W	0.215
YNL206C	-0.140
YOL030W	-0.061
YOL079W	0.147
YOR172W	0.307
YPL037C	-0.228
YPL070W	0.203
YPL181W	-0.171
YBL062W	-1.174
YBR013C	0.000
YCR032W	-0.367
YCR075C	-0.691
YDR247W	-0.152
YHL010C	-0.302
YIR003W	-0.635
YJL142C	0.214
YJR010W	-0.350
YLR081W	-0.167
YMR040W	NaN
YMR318C	-0.147
YNL097C	0.334
YOR363C	-0.086
YBL042C	-0.013
YBL096C	-0.127
YBR183W	-0.114
YBR218C	-0.106
YDL080C	0.338
YEL017C-A	-0.317
YIL056W	-0.205
YJR098C	-0.215
YLR324W	0.410
YML099C	0.070
YMR153W	-0.315
YOL002C	0.104
YPL116W	-0.104
YBL037W	-0.615
YBL075C	-0.499
YDL173W	0.297
YGL226W	0.408
YGR209C	-1.284
YJL071W	-0.184
YJL181W	0.147
YJL198W	-0.092
YML101C	-0.008
YNL301C	-0.211
YNR021W	-0.011
YNR033W	-0.102
YOR032C	-0.074
YOR065W	-0.982
YOR348C	-0.408
YAR002C-A	-0.375
YDL051W	0.245
YJL110C	-0.187
YKL185W	0.255
YLR099C	-0.196
YOR253W	-0.008
YPL112C	-0.428
YPR124W	-0.386
YDL071C	0.402
YDR026C	-0.159
YER149C	0.005
YJR021C	-0.270
YLL058W	-0.123
YML131W	-0.145
YNL041C	-0.270
YNL056W	-0.265
YOR017W	0.138
YOR240W	0.023
YDL169C	0.163
YDR198C	0.032
YFL014W	-0.045
YHR009C	-0.079
YJR100C	-0.138
YLR348C	0.504
YMR252C	-0.032
YNL155W	0.153
YNL242W	0.038
YNL281W	-0.207
YOR042W	-0.162
YOR068C	-0.259
YPL071C	0.320
YIL167W	-0.510
YJL103C	-0.428
YJR036C	-0.034
YKL109W	0.199
YKL174C	0.011
YLR034C	-0.282
YOL043C	0.080
YPL015C	-0.188
YPL176C	-0.359
YAL066W	-0.007
YBR159W	0.035
YDL010W	0.238
YDL020C	0.106
YDL070W	0.355
YEL056W	-0.229
YGL140C	-0.408
YGL259W	0.127
YLR044C	-0.153
YLR273C	-0.010
YLR288C	0.211
YLR325C	0.181
YML066C	-0.031
YMR254C	0.098
YNL266W	-0.392
YOL060C	0.417
YOR219C	-0.126
YOR351C	-0.088
YPL001W	0.220
YPL079W	0.217
YDL184C	0.065
YLR015W	-0.647
YLR154C	-0.232
YML083C	-0.089
YMR238W	0.221
YMR302C	-0.399
YOR124C	0.080
YBR278W	0.478
YDL157C	0.389
YDR057W	0.206
YFL021W	-0.418
YGR121C	0.112
YGR219W	0.572
YGR248W	-0.012
YHR160C	-0.265
YJL107C	-0.180
YKR007W	0.377
YNL072W	NaN
YOR101W	-0.090
YOR246C	0.070
YPR066W	0.166
YBL064C	-0.956
YCR060W	-0.349
YEL006W	-0.259
YER163C	-0.061
YFR054C	-0.026
YGL216W	0.182
YGR166W	-0.045
YHR124W	-0.169
YJL030W	0.197
YJR073C	-0.787
YKR034W	0.210
YLR111W	0.418
YLR343W	0.042
YMR291W	-0.767
YNL257C	-0.135
YOL042W	0.274
YOR338W	-0.180
YPL144W	0.152
YPL147W	-0.341
YBL010C	-0.470
YBR009C	0.576
YDR107C	0.106
YDR230W	-0.600
YEL066W	-0.119
YIL112W	-0.902
YKR047W	0.060
YLL013C	-0.261
YLL054C	-0.236
YLR098C	-0.066
YLR345W	0.330
YML100W	0.060
YNL202W	-0.315
YOR200W	-0.222
YPR154W	0.176
YAR015W	NaN
YBL052C	-0.768
YBR057C	-0.267
YBR216C	-1.474
YCR014C	0.062
YDR374C	0.013
YDR522C	-0.153
YER027C	-0.151
YKL085W	-0.084
YLL016W	-0.269
YNR045W	-1.107
YOL003C	0.255
YOR115C	-0.029
YPL133C	-0.588
YPL187W	-0.314
YDL094C	0.352
YDL142C	0.604
YDR093W	-0.083
YDR098C	0.013
YDR251W	0.020
YHR138C	-0.215
YHR143W	-0.268
YIL024C	0.073
YIL032C	0.005
YLR415C	0.036
YOR126C	0.171
YOR188W	0.091
YOR365C	-0.231
YPL081W	-0.033
YPR002W	-0.031
YDL168W	0.286
YHR153C	-0.161
YHR163W	-0.489
YHR206W	-1.751
YIL094C	-0.620
YLL060C	-0.147
YML088W	-0.117
YOR071C	0.073
YOR386W	0.165
YPL066W	-0.013
YPL100W	-0.207
YPL265W	-0.181
YBR128C	0.549
YBR145W	NaN
YCR030C	-0.162
YCR090C	0.254
YDL231C	0.198
YDR090C	0.209
YDR278C	0.449
YDR537C	-0.215
YJR075W	-0.014
YJR120W	-0.353
YMR258C	-0.079
YBR186W	-0.136
YCR043C	-0.065
YGL124C	0.049
YGR007W	-0.139
YHR086W	-0.438
YHR094C	-0.483
YHR136C	0.014
YIL123W	-0.519
YJL088W	-0.086
YPL054W	0.339
YPL109C	-0.165
YPR011C	-0.079
YPR147C	0.064
YCL046W	0.228
YCR023C	-0.232
YDR336W	0.193
YDR399W	0.336
YFL011W	-0.126
YGR231C	0.252
YHR112C	-0.189
YLR043C	-0.431
YLR450W	0.033
YOL068C	0.034
YOR140W	0.103
YOR152C	0.011
YOR248W	0.092
YOR318C	-0.117
YPL067C	0.319
YPL105C	-0.260
YBR203W	-0.250
YBR223C	-0.377
YCL022C	-0.243
YDR340W	0.172
YGL004C	-0.006
YGR053C	0.193
YIL168W	-0.082
YKL116C	0.394
YLR328W	-0.030
YMR230W	NaN
YOR377W	0.032
YBL019W	-0.526
YBR046C	-0.039
YDR209C	-0.013
YHR106W	-0.190
YHR182W	-0.281
YIL092W	-0.750
YJR066W	0.141
YJR094C	-0.257
YJR110W	0.007
YLR084C	NaN
YLR137W	-0.220
YLR436C	0.414
YML103C	0.191
YML106W	0.171
YNL108C	0.119
YNL144C	0.058
YNL268W	-0.711
YOR274W	-0.284
YOR275C	-0.647
YPL032C	0.150
YAL055W	-0.068
YBR164C	-0.691
YDR219C	0.288
YHR139C	-0.268
YIL085C	0.145
YJL070C	-0.281
YKL090W	0.136
YKR019C	-0.058
YLR049C	-0.301
YLR350W	0.185
YML084W	-0.227
YNL253W	-0.147
YOR166C	0.062
YPL114W	-0.330
YPL161C	-0.420
YCR020C	-0.117
YDR451C	-0.359
YER002W	0.108
YGR224W	0.090
YIL101C	-0.549
YKL091C	0.117
YKL179C	0.122
YLR232W	-0.112
YMR232W	0.228
YNL211C	-0.135
YOL027C	0.483
YOR380W	-0.087
YPR060C	0.181
YDL187C	0.125
YHR110W	-0.239
YHR171W	-0.315
YIL069C	0.615
YJR096W	-0.227
YPL025C	0.359
YBL054W	-1.279
YBR296C	-0.063
YCL002C	-0.319
YGR058W	0.308
YHR117W	-0.540
YJR031C	-0.222
YLL029W	-0.957
YLL057C	-0.131
YLR028C	-0.564
YPL052W	0.411
YPR003C	-0.156
YDL091C	0.331
YDR121W	0.479
YDR178W	NaN
YGL082W	-0.099
YGL252C	0.576
YLR037C	-0.162
YLR437C	0.218
YMR075C-A	0.532
YOR193W	-0.182
YPL158C	0.042
YEL030W	-0.354
YIL148W	-0.071
YJL209W	-1.136
YLR266C	0.292
YMR031C	0.136
YOR223W	0.071
YOR283W	0.096
YPR091C	0.000
YBL055C	-1.207
YBR113W	-0.089
YBR139W	-0.300
YBR173C	NaN
YCR095C	-0.013
YDR015C	0.047
YDR036C	-0.224
YER174C	-0.008
YGL230C	0.199
YGL256W	0.131
YNL076W	-0.133
YNL323W	NaN
YOL072W	0.864
YOR011W	0.067
YPL036W	0.055
YPL053C	0.314
YPL113C	-0.220
YBL009W	-0.867
YBL061C	-0.690
YBL065W	-0.651
YDL110C	0.190
YIR004W	-0.261
YIR016W	-0.713
YJL121C	-0.780
YKL097C	0.161
YKL159C	0.086
YLR050C	-0.162
YLR271W	0.105
YMR272C	0.378
YNL121C	-0.149
YNL249C	-0.276
YOL058W	-0.028
YOL085C	0.030
YOR222W	-0.017
YOR376W	-0.070
YBL095W	-0.287
YDL078C	0.343
YDR371W	0.119
YLR041W	-0.167
YPL092W	-0.524
YBL094C	-1.011
YDL086W	0.464
YGL114W	-0.250
YGR055W	0.062
YIL067C	0.395
YJL027C	-0.142
YLR110C	-0.088
YOL160W	0.010
YOR208W	-0.077
YOR226C	-0.044
YBL015W	-0.601
YBR230C	-0.042
YDR205W	0.132
YGL039W	0.126
YGL260W	0.144
YGL263W	-0.010
YGR193C	-0.065
YHR157W	-0.119
YHR202W	-0.292
YIL054W	0.345
YJR079W	0.012
YJR148W	0.032
YKL150W	0.351
YLR152C	-0.498
YML096W	-0.259
YOR327C	0.287
YOR381W	-0.001
YPL111W	-0.232
YPR077C	0.093
YBL017C	-0.652
YDL011C	0.306
YDR415C	0.088
YHR126C	-0.459
YML100W-A	0.250
YPR046W	0.071
YBL002W	-0.544
YBL069W	-0.503
YCL001W	-0.358
YCL013W	-0.053
YDR346C	0.235
YDR457W	0.528
YJL007C	-0.015
YKL151C	0.170
YMR139W	-0.043
YMR310C	-0.184
YNL300W	-0.050
YPL019C	0.159
YPL064C	0.190
YPL132W	-0.179
YBR120C	0.164
YBR147W	NaN
YBR188C	-0.053
YCL027W	-0.362
YDL178W	0.063
YEL052W	-0.355
YIL096C	-0.149
YIL131C	-0.574
YLR136C	-0.257
YML090W	-0.006
YOR005C	0.224
YOR013W	-0.067
YOR271C	-0.522
YDL113C	0.036
YDR508C	-0.054
YER152C	0.180
YHR006W	-0.178
YLL062C	-0.215
YDL186W	0.108
YHL002W	0.078
YHR113W	-0.143
YJL175W	-0.067
YJR077C	0.399
YLR012C	-0.421
YLR221C	0.133
YLR352W	0.145
YML038C	-0.168
YMR105C	-0.063
YOR366W	0.036
YPL221W	-0.335
YBR107C	-0.129
YBR280C	-0.265
YGL009C	-0.126
YGR203W	-0.231
YIL047C	-0.305
YIL137C	-0.565
YJL100W	-0.332
YJL122W	-0.087
YLR332W	0.057
YMR257C	NaN
YOR180C	0.089
YOR304W	-0.289
YOR347C	-0.194
YPL089C	-0.136
YBR137W	0.256
YBR295W	-0.187
YCL012W	-0.044
YDL009C	0.246
YDL048C	0.045
YDR163W	-0.004
YDR333C	0.130
YLR040C	-0.047
YLR258W	0.139
YLR262C-A	0.373
YNL295W	-0.123
YBR149W	-0.161
YCL025C	-0.173
YCL034W	-0.273
YDL012C	0.166
YER047C	0.035
YER182W	-0.059
YFL015C	-0.136
YGR235C	-0.024
YJL049W	-0.285
YLR363C	0.321
YMR054W	-0.401
YOR022C	-0.183
YPR153W	0.052
YAL061W	-0.127
YBR161W	-0.140
YDL176W	0.028
YDR295C	0.227
YDR307W	0.057
YDR512C	0.718
YGL229C	0.841
YGR054W	0.114
YKR033C	0.415
YLL017W	-0.137
YLR020C	-0.274
YLR151C	-0.442
YLR433C	0.455
YOR321W	0.085
YAL062W	-0.145
YCR005C	-0.089
YDR265W	0.571
YDR493W	-0.356
YGR087C	0.037
YGR213C	0.025
YHR116W	0.269
YKR021W	0.035
YML016C	-0.298
YOR009W	0.247
YOR202W	-0.085
YOR280C	0.298
YOR328W	-0.085
YPR062W	-0.052
YBR041W	0.307
YDL022W	0.272
YDL109C	0.047
YDR231C	-0.311
YDR281C	0.283
YER178W	-0.032
YHR087W	-0.367
YLR053C	-0.301
YOR255W	-0.113
YBL063W	-0.834
YBR010W	0.226
YDR218C	0.136
YGR143W	-0.056
YHR198C	-0.320
YIL089W	-0.449
YLR225C	-0.304
YLR446W	0.134
YOR108W	-0.109
YOR192C	-0.200
YPL257W	0.052
YBL066C	-0.896
YDL079C	0.282
YDL114W	-0.078
YDR275W	0.296
YDR514C	-0.009
YFL035C-B	-0.116
YHR125W	-0.279
YJL058C	-0.224
YJR137C	0.128
YKR032W	0.320
YLR194C	-0.098
YLR218C	-0.110
YLR381W	0.456
YLR443W	0.336
YMR056C	-0.139
YOL070C	0.272
YOR003W	0.281
YOR105W	-0.115
YOR190W	0.121
YOR349W	0.499
YPL056C	0.228
YDL214C	0.010
YDR029W	-0.092
YDR466W	-0.112
YER037W	-0.031
YFR018C	-0.166
YGR042W	0.164
YKL030W	0.092
YLL028W	-0.139
YLR144C	-0.146
YPL264C	0.034
YBL056W	-0.894
YBL070C	-0.735
YBR054W	0.047
YBR241C	-0.040
YBR297W	-0.464
YFR053C	0.049
YHL007C	-0.488
YJL060W	-0.376
YJL211C	0.141
YJR037W	-0.144
YJR038C	-0.162
YMR118C	-0.014
YOL063C	0.159
YOR021C	-0.181
YDL189W	0.116
YDR043C	0.373
YDR277C	0.368
YEL017W	-0.295
YHR177W	-0.258
YIL130W	-0.821
YIR013C	-0.716
YJR121W	NaN
YKR053C	0.221
YKR054C	0.212
YLR011W	-0.488
YLR224W	-0.213
YLR331C	0.022
YLR353W	0.240
YML014W	1.010
YOR131C	-0.007
YOR239W	-0.004
YOR369C	0.376
YBR005W	0.024
YDR030C	-0.241
YDR408C	NaN
YGL197W	0.499
YGL205W	0.073
YGL232W	0.273
YIL020C	0.101
YIL045W	-0.152
YJL099W	-0.065
YLR083C	0.196
YLR429W	0.198
YMR095C	-0.044
YNL057W	-0.183
YNL142W	-0.419
YOR284W	0.099
YPL026C	0.173
YBL005W	-0.407
YBR071W	-0.322
YBR284W	-0.229
YDL124W	0.128
YDR326C	0.115
YHR114W	-0.264
YHR150W	-0.214
YKL044W	0.201
YKR036C	0.182
YKR048C	-0.044
YKR049C	0.102
YKR104W	0.157
YLR013W	-0.167
YML087C	-0.137
YNL065W	-0.324
YNL145W	0.055
YPL270W	0.161
YPR059C	0.105
YBL059W	-0.898
YBR042C	0.064
YBR053C	0.039
YBR171W	0.860
YDR222W	0.026
YDR283C	0.337
YDR344C	0.202
YEL010W	-0.129
YER180C	-0.053
YKL096W	0.071
YLR036C	-0.001
YOR155C	0.161
YOR179C	-0.110
YOR300W	0.010
YPR068C	0.099
YBR066C	-0.103
YDR360W	0.444
YDR380W	-0.025
YDR422C	-0.107
YIL173W	-0.445
YLL026W	-0.255
YLR351C	0.118
YMR135W-A	-0.010
YPL136W	-0.714
YPR140W	0.032
YBR094W	0.029
YDR035W	-0.200
YGL198W	0.096
YGR173W	-0.005
YJL067W	-0.551
YJR091C	-0.121
YKL093W	0.224
YKR023W	0.174
YKR040C	0.185
YKR101W	0.182
YMR115W	0.124
YPR158W	0.127
YDL156W	0.001
YEL016C	-0.436
YER183C	-0.019
YGL121C	-0.122
YKR102W	-0.461
YLR014C	-0.603
YLR445W	0.248
YMR096W	-0.126
YNL175C	-0.193
YOR076C	0.272
YCL009C	0.195
YDL211C	-0.227
YDR411C	0.119
YDR461W	-0.051
YDR511W	0.038
YER179W	0.114
YGL141W	-0.102
YHR210C	-0.359
YNL196C	-0.070
YOR012W	0.065
YOR225W	-0.029
YOR343C	-0.075
YOR364W	-0.491
YBL057C	-0.886
YDR402C	0.339
YEL053C	-0.333
YFL004W	-0.432
YGL160W	-0.213
YGL257C	0.170
YGR111W	0.034
YGR169C	-0.111
YHR156C	-0.226
YIL125W	-1.122
YKL040C	-0.047
YBL003C	-0.601
YBR014C	-0.003
YBR034C	-0.102
YCL028W	-0.318
YDL039C	0.076
YDL155W	0.163
YEL064C	-0.069
YER020W	0.695
YFR040W	-0.047
YHR199C	-0.784
YKR103W	0.067
YLR341W	0.196
YLR418C	0.545
YMR123W	0.093
YNL013C	-0.034
YOL093W	-0.023
YOR384W	0.105
YBL044W	-0.485
YBR028C	-0.060
YBR067C	-0.262
YCL049C	-0.223
YCR088W	-0.615
YDR193W	-0.047
YFL012W	-0.598
YFL033C	-1.087
YGL080W	0.110
YKL041W	-0.110
YKL187C	0.194
YKL208W	0.583
YKL211C	0.022
YLL030C	-0.052
YML111W	-0.255
YNL115C	-0.399
YBR030W	-0.027
YBR239C	-0.044
YBR248C	0.046
YDR003W	0.028
YGR199W	-0.180
YHR132C	0.078
YHR162W	-0.008
YKL069W	0.386
YKL071W	0.203
YKL147C	0.218
YOR263C	-0.051
YBL102W	-0.313
YBR151W	0.004
YCR061W	-0.191
YDL019C	0.280
YDR009W	0.121
YDR034C	0.070
YGR067C	-0.104
YIL079C	-0.053
YJR025C	-0.148
YKL005C	0.014
YMR052C-A	0.192
YMR099C	-0.344
YOR125C	-1.215
YOR247W	0.074
YDL112W	-0.097
YFR007W	-0.341
YGR043C	0.116
YKL039W	0.154
YKL072W	0.251
YLR365W	0.432
YML104C	-0.018
YNR042W	-0.750
YDL188C	0.259
YDR097C	-0.012
YDR259C	0.177
YDR313C	0.286
YDR423C	-0.076
YER187W	0.270
YGR069W	0.026
YGR080W	-0.036
YHR139C-A	-0.499
YJR146W	0.084
YKL171W	0.061
YLR080W	0.081
YBR084W	0.033
YBR271W	0.035
YCL023C	0.061
YCR091W	0.206
YDL002C	0.758
YDL054C	0.245
YDR117C	-0.060
YDR391C	0.075
YGR010W	0.179
YGR097W	0.025
YGR144W	-0.133
YMR102C	-0.080
YDL177C	0.092
YDR124W	-0.108
YDR213W	0.045
YGL037C	0.044
YGR124W	0.029
YGR164W	-0.789
YIL042C	0.084
YLR042C	-0.545
YOL111C	0.301
YOR018W	0.120
YOR285W	-0.157
YPR023C	0.071
YBL043W	-0.833
YBL053W	-0.904
YCR021C	-0.153
YDL037C	0.153
YDL149W	0.338
YDR058C	0.306
YGL003C	0.271
YGL138C	0.308
YGL196W	0.154
YHR130C	-0.344
YJR070C	0.192
YLL015W	0.291
YLR095C	0.018
YPL006W	-0.136
YAL054C	-0.011
YBR213W	0.557
YCR001W	-0.150
YDL123W	0.271
YDL174C	0.086
YDR008C	-0.088
YDR055W	0.374
YDR420W	-0.314
YDR521W	-0.107
YGL108C	0.139
YGL132W	-0.094
YMR053C	0.150
YOR334W	0.215
YBR090C-A	0.023
YBR105C	-0.089
YCL057W	-0.356
YCR102C	0.024
YDR285W	0.163
YDR424C	0.392
YDR426C	0.262
YDR488C	-0.086
YGL046W	-0.102
