ORF	hom | growth (relative abundance in pooled culture) | gamma-irradiation [200 Gy] | Game JC~Brown JM, 2003
YLR257W	-0.063
YLR263W	0.090
YNL215W	0.602
YOL061W	0.332
YOR214C	-0.094
YOR252W	0.073
YPR152C	0.080
YCR027C	0.082
YDL121C	0.085
YDR019C	-0.121
YER185W	-0.004
YKL206C	0.562
YKR051W	0.106
YML095C-A	0.711
YOR189W	0.508
YOR221C	NaN
YPL179W	-0.043
YBR158W	-0.180
YDR046C	-0.154
YDR122W	0.037
YGR015C	-0.367
YGR189C	0.142
YLR187W	-0.192
YNR018W	-0.029
YBR177C	-0.268
YDL049C	0.064
YDR152W	0.108
YDR400W	0.250
YER184C	-0.007
YGL015C	-0.179
YGL208W	0.082
YHR093W	-0.255
YKR039W	0.066
YMR251W	0.018
YNL236W	1.141
YOL128C	0.031
YOR237W	0.234
YOR382W	-0.054
YPR130C	0.174
YBL090W	0.255
YCL006C	-0.003
YCR007C	0.040
YCR100C	-0.002
YDL067C	-0.922
YDL073W	0.108
YDR197W	-1.012
YDR262W	0.035
YDR406W	0.132
YGL043W	0.458
YHR077C	-0.088
YKL142W	0.190
YLL021W	-0.489
YLR126C	-0.124
YLR416C	-0.197
YML074C	-0.170
YMR255W	0.181
YNL023C	-0.045
YOR273C	-0.301
YCR101C	0.165
YER186C	-0.088
YGR003W	0.128
YGR068C	-0.078
YGR252W	-0.239
YKL046C	0.122
YNL087W	-0.069
YPL107W	-0.376
YPR156C	0.035
YPR197C	0.195
YBR052C	-0.045
YBR260C	-0.031
YCL001W-A	-0.404
YCR045C	-0.223
YDL104C	0.209
YDR108W	-0.221
YDR155C	-0.152
YDR233C	0.163
YIL007C	0.135
YJR039W	0.099
YKL221W	0.066
YLL025W	-0.172
YLR019W	-0.390
YLR308W	-0.013
YOR164C	-0.238
YBL068W	-0.390
YBR225W	0.436
YBR250W	-0.149
YCR083W	0.031
YDR020C	0.335
YDR032C	0.013
YER153C	-0.166
YGL125W	-0.174
YGL242C	0.252
YHR176W	-0.182
YJR095W	-0.542
YKR095W	-0.254
YLR253W	0.018
YNR001C	-0.395
YOR002W	0.522
YOR352W	-0.136
YPL003W	0.056
YPR118W	0.322
YPR138C	-0.121
YBR016W	0.225
YCL069W	-0.167
YER158C	-0.059
YGL199C	-0.079
YGR093W	0.192
YGR168C	-0.253
YGR239C	0.018
YGR289C	-0.558
YIL138C	-0.087
YJL105W	-0.027
YKL146W	0.298
YLR130C	-0.072
YNL231C	-0.207
YOL052C	0.098
YDR229W	0.107
YFR030W	-0.463
YIR037W	-1.576
YJR125C	-0.321
YKL001C	0.111
YLR284C	0.058
YLR312C	-0.245
YNL205C	-0.381
YOL004W	NaN
YPL108W	-0.197
YBR235W	-0.133
YBR286W	-0.379
YCR020C-A	-0.055
YDL130W-A	-0.158
YDR282C	0.180
YGL170C	-0.338
YGR151C	0.025
YKL103C	0.117
YKR097W	-0.092
YLR181C	-0.220
YLR265C	0.108
YLR432W	0.336
YLR452C	0.150
YML010W-A	0.869
YNL071W	-0.489
YOL151W	-0.210
YOR375C	0.067
YPR151C	-0.055
YBR273C	-0.216
YFL020C	-0.118
YGL094C	-0.185
YHR161C	0.003
YHR184W	-0.345
YJL028W	0.148
YKL062W	0.499
YLR174W	0.101
YML116W	-0.334
YPR001W	0.027
YBR093C	-0.021
YBR222C	-0.424
YDL234C	-0.150
YDR370C	0.267
YDR524C	-0.223
YFR043C	0.039
YGL226C-A	0.095
YGR154C	0.153
YHR209W	-0.492
YLL014W	0.049
YLL024C	0.022
YLR209C	-0.722
YML117W-A	-0.407
YNL058C	0.219
YPL058C	0.276
YPR006C	-0.053
YBR298C	-0.525
YFL031W	-0.317
YFR021W	-0.246
YGR134W	0.227
YMR086C-A	0.348
YNL078W	0.031
YPL004C	-0.278
YPR145W	0.118
YBR249C	-0.124
YCR022C	-0.314
YCR099C	0.099
YDL125C	-0.172
YDR128W	-0.176
YDR469W	-0.362
YGR146C	-0.313
YJL106W	-0.166
YJR024C	-0.281
YKL079W	0.107
YKR030W	0.193
YLR150W	-0.780
YLR313C	-0.048
YLR413W	0.130
YMR083W	0.503
YBL049W	-1.171
YCL076W	-0.107
YCR006C	-0.141
YDL074C	-0.217
YGR135W	0.342
YJL134W	0.058
YKR105C	0.036
YMR173W	0.092
YNL239W	-0.136
YNL315C	NaN
YOR264W	-0.041
YBR232C	-0.054
YDR130C	-0.127
YEL049W	-0.323
YGL050W	0.079
YGR174C	0.176
YGR182C	0.121
YIL017C	0.267
YKL149C	0.556
YKR016W	0.301
YKR052C	-0.100
YLR294C	0.296
YMR120C	0.058
YNR006W	-0.440
YOR111W	-0.047
YBR065C	-0.045
YCL051W	-0.278
YDL179W	0.311
YDL226C	-1.013
YGL063W	0.111
YGL231C	0.190
YGR220C	0.234
YHR121W	-0.461
YJR056C	0.244
YKR046C	0.165
YLR206W	-0.720
YOR162C	0.369
YBR180W	-0.209
YDL027C	0.051
YDR184C	0.526
YDR330W	0.204
YDR483W	-0.119
YEL057C	-0.392
YER039C	0.093
YGL157W	-0.292
YJR026W	-0.254
YKL197C	0.505
YKR026C	0.138
YLR431C	0.286
YOR378W	-0.035
YPL189W	-0.300
YBR023C	-0.348
YBR259W	0.073
YDL036C	0.306
YDL127W	0.356
YDL134C	0.358
YDR494W	0.905
YGR204W	0.432
YKL008C	0.430
YKL175W	0.486
YML081C-A	0.725
YMR135C	-0.165
YCR059C	-0.079
YCR089W	-0.342
YDL034W	0.294
YDR215C	-0.078
YDR534C	0.064
YKL215C	0.062
YLR290C	0.054
YOR028C	-0.301
YOR107W	-0.174
YPR045C	-0.024
YDL201W	0.059
YDR263C	-0.007
YGL027C	-0.056
YGL241W	0.158
YGR133W	0.212
YGR137W	-0.220
YHR167W	0.246
YJR134C	0.096
YKL043W	0.239
YKL130C	0.203
YKL140W	0.224
YPL229W	-0.114
YCL064C	-0.097
YDL026W	0.113
YDL229W	-0.198
YIR038C	0.023
YKL038W	0.217
YLR188W	-0.180
YLR456W	0.189
YMR052W	0.299
YBR035C	0.222
YBR172C	-0.005
YDR018C	-0.238
YGR035C	0.276
YGR139W	0.071
YGR206W	-0.054
YJL135W	-0.016
YLR283W	0.060
YMR068W	NaN
YMR104C	-0.153
YBR176W	-0.091
YBR281C	-0.287
YDL223C	0.301
YDR010C	-0.019
YDR125C	0.546
YDR261C	0.069
YER181C	-0.165
YGR205W	-0.217
YKL026C	0.479
YKL128C	0.084
YKL222C	0.197
YLR220W	-0.569
YLR356W	0.048
YMR065W	0.395
YNL063W	0.029
YNR020C	0.679
YOL122C	-0.331
YPR073C	0.089
YPR155C	0.119
YBR150C	-0.376
YCL063W	0.229
YCR011C	0.115
YDR195W	0.059
YGR131W	-0.110
YJR092W	0.239
YKL207W	0.423
YLR404W	0.119
YNL079C	0.590
YDR110W	-0.166
YDR312W	0.111
YGR008C	0.107
YGR230W	0.202
YLR178C	0.067
YMR075W	0.407
YNL077W	0.098
YOL007C	0.147
YOL153C	-0.183
YCL056C	0.026
YDR131C	0.029
YDR214W	0.154
YDR530C	-0.099
YFL027C	-0.139
YGR201C	0.124
YGR236C	-0.095
YGR250C	-0.212
YLR427W	0.367
YML120C	-0.106
YMR101C	0.034
YPR090W	-0.371
YAR050W	-0.188
YDR169C	0.199
YGL045W	0.077
YGL165C	-0.300
YGR109C	-0.009
YGR244C	0.108
YGR261C	-0.283
YJR080C	-0.117
YKL117W	0.239
YMR069W	0.345
YMR086W	0.108
YBR012C	-0.209
YDL210W	-0.148
YDR379W	0.028
YDR441C	0.728
YFR024C-A	-0.106
YGL109W	0.151
YGR023W	-0.117
YHR158C	-0.167
YJR050W	0.311
YKR014C	0.083
YLR046C	-0.389
YLR199C	-0.289
YNL274C	-0.084
YNR013C	0.253
YOR325W	0.064
YPR063C	0.179
YPR064W	0.282
YBR269C	-0.468
YDR321W	0.357
YHR155W	-0.253
YKL184W	0.200
YML068W	0.031
YNL089C	-0.202
YOR220W	-0.173
YPR160W	0.057
YCL050C	-0.454
YCR025C	-0.216
YDL203C	-0.128
YDR319C	0.184
YFL032W	-0.280
YJL062W	0.118
YLR255C	0.019
YLR280C	0.121
YMR087W	0.163
YNR041C	-0.715
YCL030C	-0.361
YDL134C-A	0.188
YDL225W	-0.113
YDR284C	0.194
YGL002W	-0.039
YGL262W	0.109
YGR070W	0.188
YGR126W	-0.234
YGR227W	0.171
YKL129C	0.199
YLR360W	0.073
YMR293C	0.097
YPL051W	-0.550
YPR071W	-0.030
YPR084W	0.052
YCL044C	-0.256
YDR176W	-0.224
YGL081W	0.087
YGR012W	0.315
YGR071C	-0.057
YGR138C	0.005
YML118W	-0.139
YNL010W	0.127
YNL032W	0.153
YPR065W	0.258
YPR128C	0.060
YPR171W	0.105
YBR108W	-0.131
YDR154C	0.115
YFL040W	-0.161
YGL034C	0.021
YGR088W	-1.208
YKL100C	0.171
YLR023C	-0.079
YLR267W	-0.135
YLR282C	0.081
YLR311C	0.102
YML113W	-0.441
YMR326C	0.144
YOL126C	-0.169
YPL088W	0.058
YBR224W	0.499
YCR004C	-0.221
YDL216C	-0.029
YDR119W	0.034
YDR142C	NaN
YDR517W	-0.002
YGL179C	0.005
YIR043C	-0.058
YJR097W	0.115
YJR133W	0.015
YKL029C	0.322
YKR013W	0.184
YMR082C	0.312
YOL114C	0.371
YBR162C	-0.043
YBR233W	-0.013
YDR007W	-0.071
YDR067C	0.199
YDR096W	0.328
YGL176C	-0.403
YGL224C	0.296
YLR344W	0.326
YLR438W	0.102
YNR039C	-0.033
YOR007C	0.038
YPL041C	0.175
YPL087W	0.141
YDL053C	0.117
YDL238C	-0.084
YDR111C	-0.112
YFL030W	-0.263
YGL243W	0.165
YIL037C	NaN
YKL070W	0.139
YKL132C	0.118
YLR375W	0.194
YOR132W	-0.160
YOR215C	0.008
YOR305W	-0.507
YOR330C	-1.085
YPR051W	0.091
YCR092C	0.144
YDL131W	0.021
YDR528W	-0.270
YEL003W	0.462
YGL057C	0.277
YGL083W	0.066
YGL110C	0.163
YGR194C	-0.045
YGR241C	-0.011
YLR142W	-0.195
YLR207W	-0.451
YLR213C	-0.488
YLR279W	0.264
YLR420W	-0.105
YOL090W	0.435
YGL221C	-0.005
YGR045C	0.016
YGR130C	-0.086
YGR196C	0.165
YGR226C	0.086
YHR178W	-0.507
YLR165C	-0.213
YLR269C	0.090
YLR449W	0.218
YAL059W	0.245
YCL045C	-0.048
YDL237W	-0.064
YDR001C	0.054
YDR515W	-0.577
YGL051W	0.071
YGR039W	0.080
YGR044C	0.182
YJR084W	-0.319
YKR093W	0.388
YNL020C	0.153
YOR134W	0.050
YBR104W	0.126
YCR015C	-0.116
YDL122W	0.245
YDR501W	0.208
YGL117W	-0.278
YGL126W	-0.145
YLR428C	0.280
YOL119C	0.180
YBR182C	0.260
YCL048W	-0.316
YCL074W	-0.137
YDR099W	0.135
YGL049C	-0.375
YKL047W	0.319
YKL050C	0.193
YKL115C	0.257
YKR012C	0.199
YLR407W	0.206
YLR421C	0.067
YLR444C	0.419
YBR006W	-0.510
YCR077C	NaN
YDL243C	-0.050
YBR083W	-0.370
YCL033C	-0.437
YDL135C	0.258
YDL144C	0.244
YDL154W	0.173
YGR232W	-0.068
YJR078W	-0.155
YKL037W	0.178
YLR134W	-0.508
YML022W	0.995
YNL014W	0.025
YPR127W	0.325
YCR036W	0.143
YCR068W	-0.269
YFR010W	-0.026
YGL236C	-0.102
YGR061C	0.337
YIL084C	-0.146
YKL161C	0.211
YKL162C	0.140
YKR060W	0.320
YLR189C	-0.239
YPL098C	0.391
YPL224C	-0.103
YPR069C	0.368
YBL036C	-0.864
YBR092C	0.105
YDR421W	0.076
YGL234W	0.890
YGL235W	0.114
YGR238C	-0.013
YKL064W	0.315
YKL160W	0.084
YKL201C	0.083
YLR021W	0.030
YLR179C	-0.244
YLR250W	-0.230
YOL137W	-0.252
YOR298C-A	-0.325
YOR379C	0.310
YPL005W	0.259
YPR075C	-0.099
YCL040W	-0.798
YCR106W	-0.031
YDL057W	0.138
YDL197C	0.014
YDR011W	-0.076
YDR357C	0.177
YGR152C	0.143
YGR222W	0.390
YHR003C	0.202
YIL052C	-0.495
YIR035C	0.019
YIR036C	0.072
YKL106W	0.161
YKL124W	0.330
YKR017C	0.103
YKR044W	0.317
YKR059W	0.455
YLR319C	-0.039
YMR158C-B	0.248
YOR213C	-0.119
YOR332W	0.083
YBL048W	-1.022
YBR242W	-0.051
YCR085W	-0.351
YDL236W	-0.060
YDR112W	-0.292
YDR513W	0.039
YGL156W	-0.071
YGL222C	0.104
YGR059W	0.185
YGR125W	-0.024
YKL027W	0.450
YKL217W	0.134
YLR177W	-0.089
YML067C	0.122
YMR071C	0.199
YOL125W	-0.352
YOR290C	NaN
YPL009C	-0.093
YPR031W	-0.566
YPR032W	0.288
YPR093C	0.068
YCR010C	-0.096
YDR031W	-0.056
YDR358W	0.201
YER177W	0.262
YHR146W	-0.505
YKL123W	0.401
YKR010C	-0.049
YMR085W	0.212
YNL049C	0.205
YNR025C	-0.157
YPR042C	0.217
YPR098C	0.030
YBR072W	-0.111
YGR242W	0.042
YKR089C	0.242
YLR395C	0.170
YMR081C	0.297
YNL146W	0.177
YOR227W	-0.092
YFL044C	-0.164
YFR046C	0.132
YGL053W	0.037
YGL079W	0.190
YGR001C	0.179
YGR234W	-0.062
YKR041W	0.375
YOR030W	-0.328
YPR004C	0.155
YCR050C	0.088
YDR445C	0.314
YGR233C	0.109
YIL135C	-0.334
YJL012C	0.459
YLR205C	-0.296
YLR278C	0.357
YLR390W-A	-0.458
YLR453C	0.186
YNR024W	0.231
YOR191W	0.141
YPR026W	-0.207
YCL047C	-0.235
YDL072C	0.289
YDL199C	0.010
YDR202C	-0.387
YDR266C	0.135
YFL041W	-0.020
YFL051C	-0.354
YGL042C	0.080
YGL062W	0.107
YGL159W	-0.147
YGR161C	-0.307
YGR249W	0.042
YKL067W	0.194
YKL198C	0.211
YKR087C	0.314
YLR164W	-0.261
YLR173W	-0.023
YLR455W	-0.719
YMR090W	0.290
YOL088C	-0.074
YPL183C	-0.550
YPR079W	0.084
YPR173C	-0.653
YGR108W	-0.018
YOR339C	0.121
YDR051C	0.058
YDR144C	-0.234
YDR329C	0.568
YGL166W	-0.285
YGR019W	-0.132
YGR038W	0.248
YGR127W	-0.087
YIR034C	-0.027
YLR281C	0.153
YLR335W	0.241
YOL141W	-0.034
YOR245C	0.164
YBR059C	-0.226
YBR240C	-0.084
YDL233W	-0.077
YDR100W	-0.081
YDR502C	-0.466
YLR254C	-0.018
YMR282C	-0.268
YDL024C	0.148
YGL059W	0.092
YGL203C	-0.045
YGR089W	-0.121
YJR033C	-0.465
YKL107W	0.110
YKL133C	0.354
YLR133W	-0.032
YLR248W	-0.077
YMR194C-A	0.224
YNL233W	0.045
YOR113W	0.004
YPR058W	0.081
YDL215C	-0.286
YDR309C	0.257
YGL202W	0.482
YLR303W	0.226
YMR084W	0.318
YNL086W	-0.085
YNR034W	0.024
YPR012W	0.247
YPR114W	0.240
YDL138W	0.174
YDL218W	-0.297
YDR072C	-0.019
YDR123C	-0.042
YGL158W	-0.039
YGL209W	-0.096
YGR260W	-0.054
YNL229C	-0.073
YNR031C	-0.785
YPR172W	0.013
YDR239C	0.125
YDR351W	0.087
YFL055W	-0.259
YGL152C	-0.005
YGR136W	-0.032
YIL038C	0.871
YKL020C	0.169
YKL102C	0.133
YKR077W	-0.143
YKR098C	0.129
YLR138W	-0.198
YLR460C	0.233
YML076C	0.038
YMR191W	-0.128
YPL232W	-0.272
YBL028C	-0.832
YCR049C	-0.342
YDL230W	-0.087
YGL028C	0.086
YGL177W	-0.261
YGR247W	-0.046
YIL018W	0.498
YKL051W	0.128
YKR027W	0.258
YKR065C	0.450
YLR219W	-0.261
YLR247C	-0.242
YLR454W	0.029
YNR072W	0.136
YOL129W	-0.632
YOR112W	-0.164
YCR102W-A	0.185
YGR178C	-0.269
YKL066W	0.059
YKR096W	-0.364
YLR047C	-0.556
YNR027W	0.066
YOL117W	0.176
YDL239C	-0.179
YDR294C	0.382
YDR503C	-0.145
YER110C	1.841
YFR020W	-0.433
YGL026C	-0.017
YGL090W	0.168
YGL217C	0.044
YGR077C	0.067
YGR142W	-0.022
YHR127W	0.118
YKR015C	0.173
YPR009W	-0.219
YPR184W	0.447
YDR102C	0.083
YFR047C	0.125
YGR040W	0.280
YGR107W	-0.064
YIR032C	-0.264
YKL061W	0.254
YKR061W	0.130
YKR091W	0.186
YLR016C	-0.102
YLR285W	0.131
YPR122W	0.050
YCR024C-A	-0.411
YGR282C	0.136
YKL131W	0.070
YKR088C	0.107
YNR009W	0.219
YNR049C	0.151
YBR272C	0.004
YDR063W	0.065
YFR033C	0.160
YGR212W	-0.134
YGR268C	-0.104
YKL137W	0.121
YKR018C	0.175
YLR408C	0.153
YOR333C	0.440
YPL137C	-0.345
YDR203W	-0.448
YGL149W	0.234
YGR187C	0.439
YGR243W	0.059
YKL056C	0.856
YKL081W	0.041
YNR015W	0.030
YPL068C	0.740
YBR074W	-0.112
YBR264C	0.184
YCR017C	-0.483
YDL204W	-0.186
YDR387C	0.057
YFL028C	-0.266
YIR044C	-0.094
YKL068W	0.632
YKR055W	0.184
YKR066C	-0.213
YLR202C	-0.763
YPR096C	0.017
YBL024W	-0.602
YBR291C	-0.350
YDR317W	-0.219
YEL033W	1.097
YFR036W	0.282
YGR284C	0.006
YKR003W	0.153
YKR050W	0.169
YPR129W	0.282
YDR479C	0.046
YGL139W	-0.131
YGR150C	-0.560
YJR087W	-0.108
YKL164C	0.011
YKL199C	0.013
YKR067W	-0.315
YNL074C	-0.184
YBL029W	-0.658
YDL065C	0.335
YDL194W	-0.164
YDL240W	0.167
YKL086W	-1.471
YKL157W	0.177
YKL163W	0.193
YNL009W	0.196
YDR368W	0.199
YGR066C	0.091
YKR028W	0.261
YFR022W	-0.082
YGL066W	-0.192
YGL085W	0.044
YGR129W	0.099
YGR171C	-0.373
YGR176W	-0.002
YGR256W	0.119
YML107C	0.111
YNL066W	-0.074
YPR126C	0.076
YCL038C	-0.304
YCL075W	-0.104
YDR005C	0.051
YGL133W	-0.493
YKL202W	-0.012
YLR368W	NaN
YNR019W	-0.091
YOR066W	-0.208
YAL020C	0.461
YBL071C	0.295
YCR105W	-0.009
YDL219W	0.003
YDR132C	-0.074
YGR153W	-0.187
YKL031W	0.340
YMR088C	0.296
YNL204C	-0.175
YDR393W	0.616
YFL003C	-0.107
YKR090W	0.192
YNL035C	0.285
YOL107W	0.171
YOL152W	-0.244
YOR243C	0.253
YBR245C	-0.006
YCL035C	-0.522
YLR292C	0.089
YDL227C	-0.213
YDL241W	-0.029
YGL161C	-0.128
YGL162W	0.110
YGR132C	0.168
YHR180W	0.038
YLR190W	0.198
YOL113W	0.077
YBL021C	-0.595
YBR263W	0.060
YDR133C	0.041
YFL052W	0.026
YGL032C	0.159
YGR208W	-0.116
YLR211C	-0.580
YDR109C	0.014
YDR354W	-0.041
YFR041C	-0.007
YGL180W	-0.447
YKL105C	0.127
YNL004W	0.135
YNL198C	0.056
YGL194C	-0.305
YGR225W	0.081
YHR185C	0.071
YKL094W	0.252
YMR132C	-0.366
YMR160W	-0.030
YMR253C	0.135
YNL011C	-0.139
YNL034W	0.236
YGL089C	0.144
YGR017W	-0.141
YKL084W	0.044
YNR005C	-0.350
YDR297W	0.148
YDR518W	-0.650
YFL048C	-0.457
YFL053W	-0.257
YFR017C	-0.371
YFR032C	0.094
YGL072C	0.722
YKL188C	0.259
YMR133W	-0.119
YBR261C	0.077
YDL222C	-0.028
YFR049W	-0.328
YJL160C	0.274
YKR043C	0.295
YKR076W	0.121
YLR461W	0.270
YOL116W	0.408
YPR074C	-0.979
YCR016W	-0.062
YDR068W	0.026
YFL046W	-0.097
YFR044C	0.199
YKL011C	0.529
YKR100C	-0.103
YNR071C	0.239
YDL133C-A	0.196
YDR523C	-0.189
YFR045W	-0.005
YGL153W	0.106
YGR207C	-0.110
YKL200C	0.208
YKR085C	NaN
YLR183C	-0.202
YML109W	0.034
YDR338C	0.293
YDR438W	0.243
YGR149W	0.030
YNL045W	0.158
YDR425W	0.092
YDR453C	-0.193
YFL063W	-0.506
YGR123C	0.016
YNR030W	0.220
YOL099C	0.207
YPR054W	0.190
YDR352W	0.075
YGL144C	-0.308
YGR259C	-0.008
YKL063C	0.474
YKL077W	0.372
YLR299W	0.085
YNR075W	0.072
YPR174C	0.045
YDL088C	0.645
YKL010C	0.241
YNL047C	-0.240
YNR028W	0.188
YNR070W	0.330
YPR089W	0.149
YDL025C	0.116
YDR234W	0.061
YFL042C	-0.114
YFR023W	-0.080
YGL148W	-0.013
YGL181W	-0.361
YGR141W	0.110
YKL168C	0.096
YKL205W	0.225
YLR017W	0.132
YOL132W	0.009
YDR061W	0.119
YDR157W	-0.030
YDR206W	0.075
YKR075C	-0.238
YLR289W	0.095
YLR434C	0.684
YMR130W	-0.351
YDL137W	-0.100
YDR430C	0.107
YGL146C	-0.321
YGR202C	0.204
YKL120W	0.097
YLR217W	-0.371
YGR014W	-0.089
YIR020C	-0.235
YLR410W	0.233
YPL062W	0.734
YPR109W	0.139
YCL039W	-0.456
YDR135C	0.044
YGL154C	-0.029
YKR035W-A	-0.563
YLR354C	0.019
YMR063W	0.367
YPR201W	0.184
YDR443C	1.069
YGR100W	-0.001
YLR227C	-0.229
YLR236C	-0.135
YGL215W	0.091
YPR179C	0.068
YFL049W	-0.797
YFL050C	-0.197
YFR026C	-0.220
YML122C	0.583
YOR205C	0.269
YCR079W	-0.432
YDR481C	-0.007
YDR504C	-0.091
YFR015C	-0.139
YGL006W	-0.070
YJR082C	0.322
YKL127W	0.259
YLR058C	-0.297
YLR287C	0.033
YNR002C	-0.042
YOL067C	NaN
YPR015C	-0.044
YDR056C	0.147
YGL021W	0.044
YGL033W	0.158
YGR026W	-0.186
YKR011C	0.153
YMR092C	0.059
YDR536W	0.070
YGR027C	0.595
YGR291C	-0.802
YNR014W	0.054
YOL098C	0.091
YPR013C	-0.049
YKL034W	0.160
YKR029C	-0.164
YKR045C	0.234
YKR069W	-0.187
YNL012W	0.290
YPR196W	0.051
YDR134C	-0.059
YDR476C	-0.082
YDR506C	-0.376
YGL151W	0.334
YKL025C	0.007
YLR297W	0.099
YML021C	0.094
YOL124C	0.171
YOR302W	-0.366
YOR344C	-0.126
YPR022C	-0.110
YFL034W	-0.394
YFR024C	-0.099
YLR406C	0.363
YDR077W	0.194
YDR116C	0.303
YDR395W	-0.947
YFR014C	-0.236
YHR131C	0.067
YKL017C	0.084
YNR012W	0.326
YGR210C	0.028
YNR065C	0.329
YOL091W	-0.032
YDR525W-A	0.175
YFL047W	-0.229
YFR006W	-0.289
YGL013C	0.133
YKL096W-A	0.224
YKR009C	0.078
YOL013W-A	0.161
YPR121W	0.154
YBR238C	0.219
YGL214W	0.489
YJL206C	0.103
YKL162C-A	-0.138
YOR234C	0.524
YPR199C	0.042
YBL032W	-1.007
YBL087C	0.245
YDR428C	-0.090
YDR482C	0.222
YDR491C	0.099
YDR497C	-0.001
YDR516C	0.062
YFL054C	-0.243
YJL120W	-0.487
YMR062C	0.131
YFR025C	0.003
YNR057C	0.128
YOL112W	-0.237
YDR066C	0.041
YFR016C	-0.241
YGR254W	-0.095
YIR020W-B	-0.342
YOL104C	0.262
YDR541C	0.120
YER156C	0.879
YGR177C	-0.018
YKR070W	-0.181
YLR380W	0.195
YPR167C	0.074
YDR156W	0.544
YDR431W	-0.191
YGR287C	-0.349
YLR216C	-0.397
YLR296W	0.066
YLR309C	0.142
YOL108C	0.359
YOL110W	0.148
YDR492W	0.127
YKL073W	NaN
YLR405W	0.152
YMR064W	0.871
YNL147W	0.890
YNR048W	0.204
YOL092W	0.100
YPR117W	0.080
YGR011W	0.024
YGR022C	0.007
YGR271W	0.133
YKR058W	0.103
YLR228C	-0.335
YNR067C	0.054
YBR078W	-0.324
YDL128W	0.125
YGL210W	0.122
YLR300W	-0.029
YLR390W	0.221
YPR028W	0.176
YFR009W	0.182
YIR039C	-0.028
YNR059W	0.278
YPR049C	0.258
YPR200C	0.218
YBR255W	0.077
YCR087W	-0.375
YFL043C	-0.314
YFR008W	-0.117
YLR143W	0.130
YOL150C	-0.069
YPL080C	0.564
YDR538W	0.240
YGR032W	0.099
YGR286C	0.254
YPL017C	0.007
YPR007C	-0.064
YPR014C	0.144
YPR185W	-0.046
YPR195C	-0.023
YDR539W	0.136
YER188W	0.067
YGR288W	-0.352
YIR031C	-0.234
YNR056C	0.066
YPR027C	0.089
YIR042C	-0.161
YNR064C	0.275
YPR193C	0.028
YBR226C	0.332
YDR535C	0.215
YFL019C	0.060
YFR012W	-0.276
YIL110W	-0.130
YJR014W	0.242
YKR084C	0.065
YMR070W	-0.019
YPR092W	0.161
YGL164C	-0.156
YGR072W	-0.022
YKL023W	0.128
YMR067C	0.383
YMR287C	0.047
YPL104W	NaN
YPR194C	0.012
YGL056C	0.057
YIR017C	-0.200
YBR246W	0.063
YDR143C	0.127
YDR244W	0.322
YFR038W	-0.064
YGR217W	-0.114
YLR307W	0.040
YLR393W	0.990
YCR026C	-0.141
YGL067W	-0.059
YMR107W	-0.163
YNL044W	0.061
YOL131W	-0.025
YGL060W	0.444
YGR181W	-0.121
YKL166C	0.153
YKR080W	0.028
YLR210W	-0.429
YLR401C	0.119
YNR066C	0.230
YPR021C	-0.515
YDR480W	-0.016
YFR035C	0.152
YLR364W	0.386
YDR006C	0.157
YDR268W	1.337
YGR033C	0.003
YGR263C	-0.116
YGR290W	0.037
YNR062C	0.305
YNR074C	0.251
YOL087C	0.042
YPR008W	-0.455
YCR033W	-1.171
YGR031W	0.081
YGR096W	-0.027
YHR021W-A	0.015
YKL065C	0.253
YNR060W	0.228
YPL205C	NaN
YPR115W	0.103
YBL038W	-0.725
YCR087C-A	-0.274
YIR018W	-0.440
YKL156W	0.308
YOR251C	0.413
YER039C-A	0.221
YGR081C	0.903
YJL151C	0.235
YPR053C	0.229
YJL200C	0.221
YJR059W	0.264
YLR392C	0.336
YOR235W	0.796
YPR029C	-0.151
YIR019C	-0.106
YPR078C	-0.189
YDL242W	-0.101
YGR266W	0.150
YLR180W	0.207
YJL023C	0.095
YLR367W	0.404
YNR032C-A	0.077
YDR181C	-0.248
YGL017W	0.107
YGL131C	-0.089
YGR028W	0.203
YPR020W	0.075
YCR107W	-0.623
YML086C	0.006
YOL103W	0.225
YKL015W	0.133
YKR056W	0.154
YLR306W	-0.077
YPR097W	0.031
YDR070C	-0.045
YGL077C	0.324
YJL163C	0.118
YBR103W	-0.341
YDL129W	0.106
YGR276C	0.047
YLR387C	0.122
YML042W	-0.176
YNR055C	-0.337
YER144C	0.091
YFR039C	0.152
YGL007W	0.148
YIR009W	NaN
YLR398C	0.268
YOR127W	0.564
YPR052C	0.078
YDR059C	0.114
YDR496C	0.551
YER117W	NaN
YGL136C	0.148
YGR269W	0.252
YNL046W	0.127
YDR139C	0.031
YKR064W	-0.034
YDL038C	NaN
YGR255C	0.141
YHR079C-B	-0.055
YKL074C	0.582
YOL136C	0.169
YPR024W	0.927
YBL079W	0.164
YPL226W	0.593
YPR017C	0.013
YPR050C	-0.543
YCR048W	-0.470
YKL216W	0.554
YLR238W	0.238
YNR069C	-0.378
YGL104C	NaN
YGR076C	-0.025
YKL158W	0.099
YLR385C	0.152
YMR129W	-0.350
YNL252C	-0.022
YOL118C	0.283
YER091C-A	0.144
YPR170C	0.043
YKR005C	0.186
YLR231C	-0.385
YNR061C	0.320
YOR201C	0.485
YPR192W	-0.039
YGL086W	0.194
YGR292W	-0.214
YGR295C	-0.282
YNL043C	-0.009
YNR008W	0.873
YPR111W	0.299
YNR058W	0.197
