orf	hap a | growth (colony size) | Fe(NH4)2(SO4)2 (ferrous ammonium sulfate (anhydrous) [10 mM]) | Bleackley MR~MacGillivray RT, 2011	hap a | growth (colony size) | copper(II) chloride [7 mM] | Bleackley MR~MacGillivray RT, 2011	hap a | growth (colony size) | manganese(II) chloride [4 mM] | Bleackley MR~MacGillivray RT, 2011	hap a | growth (colony size) | nickel dichloride [3 mM] | Bleackley MR~MacGillivray RT, 2011	hap a | growth (exponential growth rate) | zinc dichloride [7 mM] | Bleackley MR~MacGillivray RT, 2011	hap a | growth (exponential growth rate) | cobalt dichloride [2.5 mM] | Bleackley MR~MacGillivray RT, 2011
YAL002W	0.9213861492717205	0.8390916848604085	0.9437141576829244	1.1665884955061268	0.8695523462363209	0.46176723359327837
YAL004W	1.1793403808042104	1.0315611557799784	1.0229109375125995	0.9192531393883973	0.9630296195058516	1.1424257262321438
YAL005C	0.8071152646151792	0.9546818362623863	0.9462498458317986	1.0385367600178015	1.0678784883042067	0.7840790421199699
YAL007C	0.91157371347016	0.9294081237345462	1.0883211717099701	0.9809888932364109	0.9966801906315829	0.9218788822460396
YAL008W	0.7849622903544219	1.0268641264214446	1.0709753895133447	0.8982662017104924	1.096596282289618	0.980907662045632
YAL009W	1.108253552931748	1.1460129157303962	0.8449000473616547	1.0037463046083182	1.0995528618705517	0.9029947014444636
YAL010C	0.9339935787357924	0.7606297368645308	0.40737357079362563	0.9743088475488518	0.9186104580567038	0.31365174215255914
YAL011W	0.9860013604545242	0.9869730143815864	0.8559034689918935	1.0625269931542691	1.0644529316270555	1.571930612634499
YAL012W	0.9760657255626078	0.06686292133940548	0.9555987352899029	1.145312464751977	1.1412796958864513	0.3386926503083138
YAL013W	0.9221645292271141	1.424962022701732	0.9705701747770193	1.3210377460317069	0.9845374557593907	1.58588118132327
YAL014C	0.73309697002653	1.021046840574994	1.1381618998015908	1.1273127874357136	1.070762714478861	0.933075894816696
YAL015C	0.7328128121529004	1.0562016622181296	1.1233071767223477	1.0906938436799558	1.115685486381605	0.9949614781168988
YAL016W	1.5906706278436709	0.2718199758881985	0.10260537627662938	0.49232253383148106	0.10260537627662938	0.27606907166465267
YAL017W	1.3040972475234043	1.0864357210483353	1.017433400539931	0.9692417810147229	0.9646234339906657	1.0511982616502493
YAL018C	0.804721601546707	1.0563424029717363	1.0565951032862364	1.027752060591958	1.0167745497557787	0.9406028705156045
YAL019W	0.7775373358209752	1.086006231050467	0.9781929379800745	1.0747415096508428	1.0216038094854794	0.9622629373985051
YAL020C	0.9656770020479785	1.1276752843129332	1.2444298010488937	1.2334722118799293	0.9931786338578994	1.1724406285548268
YAL021C	1.5354105337570092	0.0761531091123848	0.562553015716046	0.433434859275391	0.5579527329978173	0.19987528838508825
YAL022C	1.1244364376436211	0.9631793403473674	1.031676123753231	0.9011240890383722	0.9336730915579926	1.14261452606199
YAL023C	1.1104499853053476	0.9899876944308783	1.0875929886723388	1.0746844058945337	1.0014423893789237	1.0689486868838374
YAL024C	1.2996458252250984	1.0672000883456738	1.0332415956410332	0.906610247418518	0.9342634449908243	1.036872198860013
YAL026C	0.8412778763970095	1.3791597769206039	1.1211505504929755	0.5167206596604875	0.6666152562519607	0.06194099335086297
YAL027W	0.8742461435550193	1.1098520098035765	0.8362898739776788	0.9845598564428113	1.094267280486717	0.8087008147103543
YAL028W	1.011136674526946	0.8363380828689287	0.9411460940109122	0.9731124013322937	1.0937066804666051	1.0921503273513662
YAL029C	0.7446590483106789	1.1476244779153146	1.1002598789403697	1.0421181716537038	1.0563224028511495	1.0421952608105727
YAL030W	0.8103415107096853	0.7341463748137492	0.9615860718427424	0.8932122158245145	1.052198272672084	0.9436494419019104
YAL031C	1.1158548192537092	0.9107446067158042	0.9623649179412356	0.9381068492516641	0.9832010350602339	1.1184803652636717
YAL034C	0.7641013867636764	0.4882480970352738	1.0730768404996622	1.0408421449590455	1.0385277073283568	0.9298069786567392
YAL035W						
YAL036C	1.0489155808673283	1.1081414500446183	0.9464321312326128	0.948184884086044	0.9060821260153036	1.2217331307099315
YAL037W	1.029273837372464	0.859953450436343	0.762192818391605	0.8833243917079764	1.048567068879337	0.6557220481606271
YAL039C			1.2978341510974183	2.3256182264306786	1.3308698337619023	
YAL040C	0.9200974262529603	0.7182047619779167	0.9513660429416015	0.9582198212467451	0.968224343200005	0.8934585438740137
YAL042C-A	1.214789279089301	1.0195066628391964	0.9577507405298608	1.0482381276839143	0.8045967284992189	1.1188353170470309
YAL042W	1.020442936232042	0.8005098652052821	1.1012920063423783	1.0868619996588393	1.0014327572308048	1.023770863651616
YAL044C	0.8293956085764888	1.2062276079993877	1.0754504149053095	1.079875330843102	0.9613613927055944	1.1319613901558256
YAL045C	0.8754162271411889	1.215115349339441	1.1362767752844627	1.117170182700561	1.079501994534204	0.987109255353912
YAL046C	0.8303252504390768	1.1239602433100828	1.188461034114222	1.132464432664117	1.2355123471935923	0.9159079561942695
YAL047C	1.2378005400448857	1.1260974634131093	1.182265835485052	1.0441392656357515	0.932807193766712	0.9643583400240295
YAL048C						
YAL049C	0.8839027613778523	1.0527642097350103	1.02554955455099	1.0605287608547467	1.0569666813504368	1.0108692918025248
YAL051W	1.0497866428054363	0.9889631813207703	1.0480667773529302	1.0675364526065454	1.0203615902010246	1.1864119653003404
YAL053W	0.9436763253569946	0.8811635749169738	0.8709515007118146	1.0332023724115336	1.0079088374393386	0.9007167473825177
YAL054C	1.1427804520940876	0.89058396341167	0.9476796298921547	0.91483147500589	0.998486224234077	1.081571989887407
YAL055W	0.847381504196012	0.9065084307239394	1.0721829910104173	1.0240212457091253	1.0818978060288533	1.0499354348034797
YAL056C-A	0.9751478672608626	0.9600060803375304	1.1101735047344	0.9603146073496593	1.0223298614927787	1.0046171006537106
YAL056W	0.9396414515145772	0.8247462869721843	0.9599745571708697	0.9380920140015189	0.9753595705785781	1.1235013163085548
YAL058W	0.9875848160863815	0.7053824183690885	0.934350844896969	1.0657691945317784	0.9031717645879489	0.9909085860991294
YAL059W	0.9103153233714263	0.8872460786995798	1.1469466522867926	1.0009470509824403	1.1256152834216377	1.0518855238700857
YAL060W	0.8964917240213094	1.0215841926182387	1.0760248138779225	1.0745510437474886	1.1157830651279526	1.056257732462936
YAL061W	0.8358480740404843	0.9142179875951332	0.9406483659798609	0.8918333770604803	1.1648653429511668	1.0181751718081025
YAL062W	0.7786309258813867	1.1140158302525809	1.1259614165330296	1.1493858144859714	1.0894470709833417	0.9689354251577044
YAL064C-A						
YAL065C	0.8299923617373106	1.109847614084312	1.0575413496063397	1.0830675263694178	1.137575646891344	0.893172276438935
YAL066W	0.9718807780391177	1.162885804314274	1.0858738599252777	1.0024071192601824	1.0549537032051142	1.0419759154559027
YAL067C	1.0575720718017187	1.0621741808336473	0.7869172678428721	0.8247542490714806	1.0491325589737392	0.6984785167177922
YAL068C	0.8753778604473332	1.028949711763014	0.9388116405034598	0.9695285128687826	1.0091327752393149	1.0016380524108188
YAR002C-A	0.9534990666571598	0.9231665802863226	0.7280563296201263	1.0269000555636056	1.0119878123980715	0.5796851243236333
YAR002W	0.8984877171458723	1.030994773156726	1.2595902808841555	1.003356840579878	1.1811189502573036	1.364964643009591
YAR003W	0.992257195146841	1.0446494574073182	0.9828475902075663	1.0897534877870865	1.0533502632816307	1.1588353712570212
YAR014C	0.7302635107594456	0.6292029872729715	1.0725143106197035	1.0137550197214178	0.9759016004891906	0.748591515898947
YAR015W	1.071243744756716	1.0563495819436828	1.0835971279132321	1.012798212455001	1.077929266150355	0.791907142860854
YAR018C	1.7274901007351	0.9410861487954848	1.1681558776788792	1.0982259042994842	1.0454016866232292	1.0533466479556897
YAR020C	1.3983660964151712	0.941796674971164	0.9600215164720488	0.9792277629555627	0.8712775816216395	1.2398553318227632
YAR023C	1.061766949814593	0.7589073336830398	1.0009682068649093	1.0184351259282425	1.0009940036659097	1.3052900707481676
YAR027W	1.2166757227520069	1.0333203622579328	0.9607065765994665	0.8547303717700766	0.8885671088496322	1.3078758418254517
YAR028W	1.2421579454938692	1.0286950191352735	1.005521494710579	0.9559124137630951	0.8849934912218377	1.2189381703881448
YAR029W	1.138854631965683	1.0447672562044887	0.8353342355694272	0.8114063584593438	1.1722630046030715	0.8146659343158885
YAR030C	1.2576837934081355	0.8564673527946787	1.03228981153447	0.9059168950438797	0.9007792230189212	1.0877363015008508
YAR031W	0.8247820327798836	0.9495226999530652	0.953369128872743	0.9895451952334575	1.0094919722070055	0.741425785072742
YAR035W	0.7468967753370844	1.1348647350638945	1.1975505379062323	1.157468906199579	1.2434939095865394	0.9844192003381623
YAR042W	0.9459324347909371	0.7577962953411025	0.9844736308640368	0.9928829677800842	0.9817269517084429	1.0287693481304505
YAR047C	1.346153793993195	0.8868819474787947	0.9295613613357094	0.8757123624481421	0.7590230009566401	1.1031619611000238
YAR050W	1.0309207939774379	0.8753211492453116	0.8437508429714317	0.930464605245036	0.9352534304171808	0.5467364045208304
YBL001C	0.7338227627750947	0.9402476096382199	0.9961707917965912	1.2428522187340292	0.9434437077512388	1.3768609485130785
YBL002W	0.5926428029662324	0.9941664303468819	1.0937093854336781	1.1776370279577122	0.9906052908351313	1.1506309804008972
YBL003C	0.8780266624479894	0.9647866002181548	1.0496183230427911	1.1067970610925224	1.0497799352447332	1.2821532842563073
YBL005W	0.7791686144917646	0.9801780159044675	1.0083554961738022	1.0844918626405062	0.9718876721772914	1.177155872406252
YBL006C	1.1447715349468872	0.9737335598795477	0.7604991248144829	1.1977908941455262	0.9870661603699117	1.533333424207884
YBL007C	0.994194878745732	0.6355229334545074	1.021180628252564	1.2110885251719878	1.0687448424053791	0.41971539209067754
YBL008W	0.9488998520545809	0.9854242560950283	0.9804215555323038	1.1251871593180547	0.9801364724113882	1.4234834376080767
YBL009W	0.9844547847093453	1.0487787687893462	1.065474446908003	1.14374869559753	1.028431623927796	1.337454810392974
YBL010C	1.0897537439817158	1.0259092301073656	0.9736735871027152	1.020225779800791	0.9908837906056688	0.996284288655013
YBL011W	1.0048623164443362	0.9669716023192215	0.9224410968727055	0.9426211397822973	0.9006007342816474	1.0295193508757474
YBL012C		1.0263144352816176	0.830758391162152	1.3019130464455726	0.6790318337761342	0.8318951053533695
YBL013W	0.9384475229269441	1.1490679143073868	1.2333696049482588	1.296081056025553	1.0344584877146241	1.1305044751025708
YBL015W	0.6417893599629719	0.9139602474557423	1.013139576265093	1.0692268329722623	1.0057153473399667	1.2041224201856735
YBL016W	1.0732093924871349	1.0156887550478437	1.24073803969274	1.146710556623	0.8476341419014272	1.087176390843226
YBL017C	1.0553487841931861	0.9528707207513788	0.725070580277818	1.0863634524315764	1.0637552914626858	0.8521214456561496
YBL019W	0.9388587429663527	0.9540747478931854	0.732452646615308	1.0031157733303844	1.005489951448798	0.8652068871834603
