orf	hom | growth (pooled culture) | temperature [40 C] | YPD | Maclean CJ~Zhang J, 2017	hom | growth (pooled culture) | ethanol [7%] | YPD | Maclean CJ~Zhang J, 2017	hom | growth (pooled culture) | hydrogen peroxide [3 mM] | YPD | Maclean CJ~Zhang J, 2017	hom | growth (pooled culture) | sodium chloride [1.25 M], sodium chloride [1.25 M] | YPD | Maclean CJ~Zhang J, 2017	hom | growth (pooled culture) | cobalt chloride [1 mM] | YPD | Maclean CJ~Zhang J, 2017	hom | growth (pooled culture) | paraquat [4 mM] | YPD | Maclean CJ~Zhang J, 2017
YAL001C	-0.22848784565637503	0.4818110633494619	-0.49374469544843164	0.1470779935635212	-0.9044140936432271	-0.3827200075352619
YAL002W	-1.3149348700146433	0.14651487306119965	0.2781932624209196	-3.1496961733717628	-1.583290060836138	-2.4575443819590777
YAL004W	-0.09502683627062893	-0.08009584915826751	0.3468582420485586	0.6402206212513211	-0.2666763695875537	0.6069972171420404
YAL005C	-0.2696093482155694	-0.09074403219869864	0.15325461466147403	0.322193063877172	-0.29506582797907543	0.1993077310274942
YAL007C	0.02504308016118733	0.34824459347338566	-0.03392611580022985	-0.05986134716639178	-0.6218732784814841	-0.1831419848527965
YAL008W	0.4654199667422789	-0.26847501612706504	0.07544460562579931	0.10455284244115078	0.8090160017085963	0.393687007640957
YAL009W	-1.8060854920594878	-0.9733339118013523	-0.8585041108356316	-1.124426034395625	-1.1201551429035177	0.8888680587052061
YAL011W	-0.5860106001277777	-0.5353434335109387	-0.46798774194454973	-1.249529086942596	1.3051396088774156	-0.6931986983257012
YAL013W	-0.9044128665134833	-0.21297550904191456	-0.8700941839327466	-1.006879679104535	-0.35096409840810366	3.2416956657171467
YAL014C	-0.34619496481593065	-0.20611868314683024	0.07051367684112249	-0.21537102226407287	-0.28731355832766514	-1.2039669522378762
YAL015C	-0.8753560994023994	-0.3461569911789397	-0.3847373296622888	-0.6848007838512833	-1.2786859387151857	-0.09674278097544475
YAL017W	-0.01140371904383374	-0.1539808117801548	-0.01976405172432761	0.14443911053447092	0.26447862051328075	-0.17111040927219118
YAL018C	0.40600977541935124	0.18727717629336402	0.3780174900571181	0.35039250076966594	0.10800842191101044	0.41713534847778994
YAL019W	-0.5039337733382414	0.5034792580820625	-0.3347375085311061	-0.463780816395742	-0.019171562759440958	-2.370153463078699
YAL020C	-0.38672515155476467	-0.37420399967370155	-1.2156767477080297	-0.8427928227223385	0.7776736130364682	-0.695668396301151
YAL021C	-4.472781560448527	-1.040781909350897	-1.2565205495460268	-1.3444710454942341	-1.8564570976188302	-0.9181267416787269
YAL022C	0.057258800481538336	-0.15109597022505494	-0.2656866781977397	-0.3946448877513317	-0.4462091365310405	-0.23856274453764964
YAL023C	-4.031399704211034	-0.007506291646628256	-0.5990341919929737	0.8413482295667262	0.36509789849852503	0.046032099787988
YAL024C	-1.5879412519084284	-0.29223663227583496	-0.8617571025313147	-1.6034572586106206	-2.21851990125083	-0.2321084794431621
YAL026C	-0.8320864200181506	-0.2847846675345512	-1.2113603938045971	-0.9570806756744631	-2.0836062004111513	2.180117170605482
YAL027W	-0.46201851637381053	-0.4091092304719081	-0.7510074335921781	-0.7120505614463687	-0.6558770180955658	-0.6662291923758372
YAL028W	0.2087988483204971	-0.09645137954267471	-0.25042977455406545	-0.18610914767129563	-0.30994170986177294	-0.3562126521803345
YAL029C	0.32300771258871913	0.679084489810413	0.06285965560268142	0.42112152172934975	0.27384208736140997	0.008244799653789766
YAL030W	-0.25070198209638833	0.1586704026302201	-0.1974415549216265	-1.366937211835248	-0.17776298458938897	-0.3280362865401726
YAL031C	-0.07853779048978271	-0.15492407759530635	0.06412503768342016	-0.428900734254791	-0.16543676302801782	0.012583437756052992
YAL034C	0.3992049515061204	0.5650779141494083	0.27725542686821664	0.3790380165770793	0.3353672499430872	0.42808565167938584
YAL035W	-4.172144666238286	0.6172910039971021	-1.4591194689474671	-1.9900094548362417	-2.295072219218686	1.0422376893863912
YAL036C	-0.01952509155130155	-0.10644015623068502	0.04004922622707708	-0.08807794042815689	-0.43975861248595355	-0.2565938016251529
YAL037W	-0.14574970677014848	0.1059423297031252	-0.1133453540672752	0.05115123151717412	-0.0022720126752836735	-0.050227507616640944
YAL039C	0.12638814425407527	-1.0327805144998994	-1.5517471637515285	0.18710699271399744	2.0696280885073617	0.25278114539735663
YAL040C	-1.4494574997268332	-0.11715768059476475	-0.053594855514839945	0.017494045527620627	1.2731681511110813	-1.4443281371956092
YAL042C-A	0.4096155364800809	0.650787273528944	0.21228339361022627	0.26154137187736975	0.44921965876147607	-0.4281566406787141
YAL042W	0.7174234259046399	0.484304920886978	0.07750439611927928	0.30281635056275785	-0.0742050596579823	-0.27249887752300883
YAL044C	-0.6654947417785094	-0.9839201624939	-1.5584973146242804	0.09834291118634732	0.912008156097355	-0.4593132256638852
YAL045C	0.29705269679581675	-0.11539459484327316	-0.0035456568000684905	0.04027769851411342	-0.0793800920520343	0.07379545928071368
YAL046C	0.18698179976617513	-0.18420355601978244	0.13762498770171183	-1.0094440631273494	1.6437585403202797	3.7117204266438786
YAL047C	-3.810494573379264	-3.699320583432888	-4.718262335374561	-5.230183725212244	-2.899697921321542	-2.2824400963171145
YAL048C	0.2519818239217785	0.5443319376717204	0.3830471935854666	0.4682827765664316	0.24366081864158418	-0.14722652806180675
YAL049C	-0.5986294328533018	-0.8743091120334612	-0.41698349498190945	-0.6552477139539967	-0.6633334504388685	-0.5710529024968625
YAL051W	0.10930327907146507	0.24719954357363302	0.1986002169101844	0.2747001185845941	-0.24752409741925332	0.07155721675736065
YAL053W	0.5544763299451613	0.36771742598387913	0.3435510529738568	0.41986311590399245	0.04587837756185985	-0.5156747218498594
YAL054C	-0.0753560824249621	0.1330414490384977	-0.1789077745279812	0.05798559139693715	-0.1243936933314271	-0.3691356114864333
YAL055W	0.2143079204888063	-0.5389610962473074	0.0419386244952451	0.544235251265497	2.1839566912660784	0.26358577571704905
YAL056C-A	-0.2668348396497848	0.690856464541055	-0.45184126131258046	0.2937735926908582	-0.1035483099025405	-0.04572916188165662
YAL056W	-0.8728962005884053	0.5548069463670008	-0.30046525033406163	-1.4653118718193874	1.931363493873314	0.3686065124719382
YAL058W	0.18147812465295365	0.4406826928602851	-0.2926083516304922	0.3862526264467691	0.07891826525297138	-0.07922781101022569
YAL059W	0.5638297594359776	-0.375705915135897	0.34697596219531096	1.2174846920542357	1.1425398442502062	1.6701897292049595
YAL060W	0.26227136204148904	-0.0010941391132327258	-0.23726987532352478	-0.39519084266388577	0.15580875480632297	-0.19678384554652403
YAL061W	0.14143191133701155	0.21582053205043406	-0.23890247763469005	-0.4617169831652695	0.8141208518872503	-0.3735843569959517
YAL062W	0.2395700759035921	0.31317544855362056	-0.1917671400903133	-0.2077238422335365	0.010403410740414974	0.1977524345413197
YAL064C-A	0.0056539961069046515	-0.30920098066459556	-0.14885909441085787	-0.3633703228350794	-0.11229232244049166	-0.048786806232042415
YAL065C	0.24982566714164758	0.03577659234143	-0.021076098856748333	0.13408506857700989	0.6163320478855693	0.1169211369513815
YAL066W	-0.0669548462282269	0.015188606439768285	-0.401905581300005	-0.8246797577990131	0.11937048479302338	-0.2596489876657339
