orf	het | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015
YAL046C	0.0583485256508827	-0.55358020730009	0.09982666471262011	0.185022978137292	1.5380508931563	0.09782148304622425
YAL047C	1.90056361812676	-0.212091134126233	0.131368352092282	-0.127329864579484	-1.08846829675375	0.06225792850516765
YAL048C	-0.04217172823778	-0.267047170711908	0.432760027730128	0.33895042336349	2.03042466422281	0.772026466972249
YAL049C	-0.051010483866856	-0.204813037443591	-0.0435571857407836	-0.00266714760595722	0.924852401938238	0.22916996902506598
YAL051W	-0.244588006795015	-0.709296504839356	0.8826684812294667	-0.122386083294042	-0.10630502543041	0.01956092692686605
YAL053W	-0.0325856643124575	-0.57432748062298	0.37165776044937104	0.0939284367701978	0.030697255682883	-0.013872070668000488
YAL054C	-0.0684737648712184	-0.9537741185644	0.2017146041541035	0.125569557557163	-0.171747705692514	0.35619584751169625
YAL055W	0.158007796071908	-0.464620734270116	0.20204614030579474	0.331738940514314	-1.61566772936032	-0.2345993678886382
YAL056C-A	0.109162317359178	-0.459239971972698	-0.2724252366893795	-2.81955578049865	-0.143766692638032	-2.5338416614471
YAL056W	-0.518630164070734	-0.133699462279772	0.18993733581718766	0.0106231547667939	0.00972170735129767	-0.729145219448906
YAL058W	-0.00683828038963192	-0.7780018003308	0.0568178539889369	-2.96450413431376	-1.32706719927523	-2.49684293527735
YAL059W	0.600636965566803	-0.543653916924851	-0.04669648015318399	0.906771134475644	0.706646015740077	0.537660968956169
YAL060W	-0.0438278644163728	-0.157197210620787	0.1246372889369529	-0.209302304108524	-0.0264842548817755	-0.08858569963469805
YAL061W	0.581843922842258	-0.0581138639940822	-0.10626835035533966	-0.283808636111626	-0.00955309947325082	-0.31660905319530697
YAL062W	0.0589753729154995	-0.319071423573095	-0.2593582757575355	0.388881906043041	-1.59138019373884	0.08225876731564516
YAL064C-A	0.109179272590027	-0.114911005325494	-0.8575153282759803	0.493504425635457	0.162506038724354	-0.08816142484132031
YAL065C	0.487828850149335	-1.37722944476937	-0.37280813049855777	0.403583763831378	-0.627803851339637	0.007103744732337998
YAL066W	2.10392631819275	-0.251677564233258	0.0920358993561247	0.52310521514699	-0.446530108629314	0.255680720461395
YAL068C	-0.0880118780248894	-0.110464545528132	-0.9431802021217824	-0.0535490644078515	0.0873746624371167	-0.010200014556814855
YAR002C-A	0.240137904727754	-1.55163621372345	-0.07210287669561265	2.15038843345572	-0.691366281782051	1.260110248064255
YAR002W	0.231903135919996	-0.048547120028133	0.023253204080285	-0.0806433841993835	0.00395250392540374	0.05402387481921375
YAR003W	0.0203587181758617	-0.347004797730218	0.11147786638797025	-0.0212212847105177	-0.00411120206024115	-0.6402774568428339
YAR007C	0.0395936919127117	-1.65451904508188	0.3058457487565883			
YAR008W	0.223219263661479	-0.0710910370602292	0.280879040270111			
YAR014C	-0.728263514042566	-0.839859334571992	-0.044308268244654	0.59641401644735	-0.57451625354289	-0.25865549506092717
YAR015W	0.159983217389115	-0.389044679383067	-0.059923709011270546			
YAR018C	-0.00168411283563018	-0.754167642249287	-0.0690806553995566	-1.65045691972891	-0.0777564910297141	-1.784083631012997
YAR019C	-0.0232037785002325	-0.513745292376761	0.474175647951594			
YAR020C	1.73031741403608	-0.109366555114642	0.7104577861436845	0.344914365716731	-0.983425733938964	-0.04121733665615475
YAR023C	0.636642913565628	-0.93924278598043	0.698912581795008	0.725862763868004	-0.239062178131447	-1.0389092305236804
YAR027W	0.0696313259406146	-1.139124675677	-0.1190038496270939	0.523116508161044	-2.39197571660059	0.0737996736821782
YAR028W	-0.0704448817084347	-0.15535830224403	0.23103826786862858	-0.116507052720628	0.194101993132235	-0.40596213389387226
YAR029W	-0.925762407629458	-0.391568074360932	0.12104105978494019	-0.275608955770704	-0.181253254476819	-0.0072399825101399405
YAR030C	-0.0753213104488859	-0.301160747430402	0.2456993642244475	-0.0181465687091922	0.0765571635120353	0.6082904753790186
YAR031W	0.165258255671647	-1.82459078720619	0.2989442755916452	0.437900551131337	-0.0960735268301266	0.12395351725791698
YAR035W	0.0242975822859515	-0.192272880952518	0.21602991191357365	0.468018128612727	0.0654373633797197	-0.6123385397723492
YAR042W	0.0547234316839871	-0.7419100373537004	-0.7166798105892925	-0.056891556471388494	0.08564083281569129	-0.3665279733931307
YAR047C	-0.277529467721743	-0.245378238913249	0.17611583573356193	-0.0136477302590773	0.6740832055074	0.016162357416972348
YAR050W	0.0696119931088591	-2.65457763161411	0.10022043441253858	1.35017277285601	-0.9664980951255	1.4698155566102251
YBL002W	-0.321890179562479	-0.0142655803933576	1.2212038468157655	-0.684997334146542	-0.158859654626328	-0.26404192394175097
YBL004W	0.206532912585251	0.0344930325641134	-0.1753496696146547			
YBL006C	0.203737583390249	0.324546311015896	-0.055531956428142	1.38501484233776	-0.00754271224031769	-1.0654762449349895
YBL007C	1.27495417207162	0.0254591046334017	-1.8984682895462752	-0.0351514970855956	0.0458766921473076	-0.0788054305221513
YBL008W	1.86617445756643	0.740463011374155	-0.19355632034219838	-0.198258564236453	-0.095457661868944	0.013998411708113685
YBL009W	0.141283524504863	-0.0527724853052297	-0.6584129836345645	0.000990142015634204	0.97750698018115	-0.11166644434488951
YBL010C	-0.15412244019221	-0.110355197500092	-0.058072090874148496	-0.0538051322466939	-1.04245992992565	0.5136083563798536
YBL011W	0.501106223392997	-0.106345060745674	-1.031506415784877	0.15857252106461	-0.0098094653389634	-0.001614739914528894
YBL012C	0.0274036574793528	-0.136759070089096	-0.007491413809179	2.43539917663401	0.0358765693614194	0.32205185811980297
YBL013W	0.0125676419645844	1.08535102838501	0.1265470397255427	0.0921219033017064	-0.935698666319024	-0.5356847986131095
YBL015W	0.0145180063583613	0.00635945806867678	-1.2910171430210144	0.00353884499020776	-0.370308036470933	-0.5238938677158314
YBL016W	0.275530603963318	0.00304473538686916	0.435415732271767			
YBL017C	-0.778416006208888	-0.0878376166874554	-0.4167049450668523	-0.0625545471973357	-0.95579660432048	-0.0751145539463557
YBL018C	0.55036637700489	-0.0278605383269243	-0.02203780704927925			
YBL019W	0.141759264287557	0.519701587896337	-0.9654811073181716	-0.164018264787836	-0.110959140628219	0.534762142824997
YBL020W	0.209866324628163	-0.817770894150414	-0.0309577826468812			
YBL023C	-0.0254029238116994	0.110007456883788	-0.11536134986443662			
YBL024W	-0.0236329441188488	-0.82841037437415	0.0769696856953286	-0.0164917241484348	-1.01869434244125	0.02077651663943103
YBL025W	0.135919046556492	0.0359924242035954	-0.10236216007208948			
YBL026W	0.0607119057661547	0.137487342179289	1.07202540852513			
YBL027W	0.220444371265061	0.0233069619059433	0.04578829765170135	1.25070318498933	0.0266918018185758	0.22972055751897444
YBL028C	-0.0150996357852784	0.324746960282051	0.48313645899304203	0.168639246379425	-0.746248570360196	-0.02434224234068735
YBL029W	-0.0326938802600808	-0.0175250109296706	-0.6381658596362285	0.309567434261289	0.691814240614016	0.08305670291262425
YBL030C	0.322064130754522	0.0255580795831151	-0.017915353941018994			
YBL031W	-0.0839729153599716	-0.00653076771778876	0.186038880180747	0.0131755510628478	-0.012217498526122	-0.9232714179756785
YBL032W	0.0403172867178341	0.0675233002735612	0.481002600155489	-0.0084087575068584	0.178795145054484	-0.20185763549665947
YBL033C	-0.125954667348883	0.046465441808934	-0.12849437457617635			
YBL034C	2.28391075473333	-0.625473603173067	0.07395977834739265			
YBL035C	0.0493613568674135	-0.550033512459717	0.6123233864506933			
YBL036C	-0.848104923783184	0.0985181034406984	-0.0819709778187176	0.000279251404706994	-0.674877978924733	-0.007046031737614515
YBL037W	-0.156675366093101	-0.432728510027556	-0.1388182922793525	0.579072872196863	-0.133698291478125	-0.1962455502156705
YBL038W	0.00927622570291738	-0.483425559810938	0.953046122454587	0.621250288702676	0.767526185659434	-0.095158959850058
YBL039C	0.15114148282528	0.0310056187463084	0.5715175432069045	0.0144011938255697	0.0643864396283533	0.2892888846144975
YBL040C	-0.0566265315312445	-0.0535914879875243	-0.0013942231530133299			
YBL041W	0.291748197196482	0.00658028455820836	-1.0677192866150778			
YBL042C	0.731433815119327	0.1188284050207	0.5326187087810623	0.507060868161814	0.000792687307485348	-0.1596078462332355
YBL043W	-0.220339035855159	-0.76657423701415	0.724037789115618	-0.00780035262272129	-0.115472624049709	-0.1281588354965265
YBL044W	0.179947544410869	-0.174414030631149	0.8524823552423044	0.112662320628702	0.329646081675332	0.14367448518297665
YBL045C	-0.188720295015373	-0.0435619071954249	-0.6444335507933933	-0.316282149733221	0.77442242039227	0.03673757254920215
YBL046W	-0.259953655982999	-0.0294697799628607	-0.17910118427117644	0.148407455896807	0.141591107569288	-0.4411516696865355
YBL047C	0.142888773998892	0.0102468220727066	0.1111536732833653	0.216459748748959	0.0342249517492337	-0.30803710148039704
YBL048W	0.00484793766339757	-0.649033009754094	1.0536044092302443	0.798596407868786	-1.66111335800826	0.3733740959270575
YBL049W	-0.0690352159312255	0.0118681736114176	-0.13545597698209583	-0.0481341331934953	0.0385530390769981	-0.03875480436827133
YBL050W	-0.77424331051078	-0.0748791347921158	-0.5887044916675741			
YBL051C	0.0586895423433371	-0.962393209333618	-0.8319918814688059	-0.0588994688572043	0.0151142677329481	0.09568422117916175
YBL052C	-0.18544816615402	-1.80041184916725	0.02334498237846415	0.253296738790781	-0.0254965299360249	-0.21946092587688149
YBL053W	-0.0190372115581771	0.0974759680961692	0.13739812645995725	-0.63843033301183	-0.107635147422083	0.767126551175439
YBL054W	0.249719427522912	-0.0305337693796991	0.1649367878666593	-0.0534039463697936	-0.127278305221317	0.8419231636944621
YBL055C	-0.0700650075132206	-0.495646687514597	-0.0282199697051605	0.0641604999642101	0.622852847603583	1.0583885954104675
YBL056W	-0.0831274991838825	0.314298240321478	-0.1013852121859639	-1.31708845782482	0.36698614840097	1.116936981195608
YBL057C	-1.81889401974075	-0.197659050834721	-0.2932712626364574	0.090859944772241	0.151025239163646	0.4023332382261889
YBL058W	0.0743059442012918	-0.972454122478605	-0.10811139805130209	0.109995824015664	0.0530065774556626	0.159771651592019
YBL059W	-0.297762781466161	-0.0331773621324303	0.36239321158739746	0.0196964146715744	-0.0685569057798974	0.26804370059498006
YBL060W	-0.281712275349875	-0.0780780140137095	-0.09102892936978202	0.048570231431135	-0.768452417013313	0.7634633125659458
YBL061C	-0.0767991931707988	0.148007560404733	-0.08112816485375982	0.776008380144066	-0.0107374671099931	0.6595624023611512
YBL062W	0.0791811199710765	-0.377359414942741	0.008743461562094525	1.42331940064363	1.11763425716758	0.202508676205907
YBL063W	0.352282419344686	-0.818142168741635	-0.21571743657868056	-0.0467511695525833	-0.0343221663591117	-0.445980675476902
YBL064C	0.292943074393426	-0.00622530415235647	0.058315170280177034	-0.0146596199518751	-0.0392496037007754	-0.38380821168183044
YBL065W	1.28415777783601	0.0809148858980384	-0.11742760025969065	0.0104374064717748	1.18027015381157	0.3649674546545661
YBL066C	1.92500335819316	0.0273850303119899	-0.1125524746503799	-0.0658947667739202	-1.75759883957515	-0.08131745517597455
YBL067C	0.0197577601657298	0.214192632610335	0.7076337619631895	0.0156866398984817	1.73761872830061	0.9242185554138795
YBL068W	-0.142897281312602	-0.00512035356720638	0.0619328388879002	0.196290112339979	-0.629945209020264	0.00557395415531345
YBL070C	-0.263906003062622	-0.347746785348699	0.0224505821533455	1.16111954351288	-1.92813182150171	-0.0301142256521195
YBL071C	0.332148470440878	0.105649272116198	0.837012359572491	0.0581156623478446	0.592712864471272	0.7071454808278399
YBL072C	-0.299261896558721	-6.9435965799725e-05	0.0365520831949491	0.11986394843985	-1.06684954614328	-0.03052769990708345
YBL073W	1.81951366154697	-0.403926860994173	0.7893137829664838			
YBL074C	-0.0746544842621513	-0.0453269736015532	-1.3784048483618578			
YBL076C	-0.0792695096789016	-0.0135054626319149	-0.0036947322678494			
YBL077W	0.0747799471242448	-0.996929552556252	0.0927207245772907			
YBL078C	0.658577839770211	-0.0340769831749869	-0.0590310527526368	0.169628238925589	-0.250061986999029	-0.005608024534775019
YBL079W	-0.0152270962426909	-0.192261543752744	-0.21661619941672192	-0.10434318658614	0.0194624891978505	0.04701600635519977
YBL080C	0.0483845515901552	-1.59863509455232	0.054118470048237645	0.270972875459747	0.414671843053507	0.1613109536595671
YBL081W	0.0796431320501107	-0.110804367517049	-1.180087005975652	-0.200182506048248	-0.372282117572706	-1.1907788284409069
YBL082C	0.239535571464102	-0.0544680536289313	-0.10938171012712436	0.797879585002793	-0.132872465467109	-0.556043096640586
YBL083C	0.360658156260609	-0.192144729348584	-0.1974524111622811	-2.07966087052576	-0.573298880205849	-1.97995955409121
YBL084C	-0.685541314488025	-0.232500866682084	-0.05161869288488952			
YBL085W	-0.988954278386777	-0.270715830116585	-0.1769145025794813	0.0160079010691861	-0.480527881562259	0.9224059963532429
YBL086C	-1.71031546372108	-0.200398491593254	-0.08459108257440656	-1.8536684827418	-0.60329342620614	-0.74914287460057
YBL087C	0.689428111864437	-0.105977297615599	0.45939672476281	0.589186735118525	-2.16050728597726	0.04227107691955315
YBL088C	1.38507128158576	-0.129032114564052	0.213382755716454	-2.10155589903614	0.90194105838859	-0.0625975600228991
YBL089W	-0.834061608670647	-0.0460747195524457	0.6973782379262885	0.000594614053192741	-0.0123164366966951	0.1115748820662905
YBL090W	-0.0249961477849001	-0.204018880089577	0.032280833856123514	0.0287117451965833	0.0478568794548107	0.014341792109481
YBL091C-A	-0.66620981873839	-0.116245869019994	0.08741599766937619	-0.596722714979873	0.255513977522016	-0.0479465805286005
YBL092W	-1.31262522941392	-0.789767648565508	-0.07392564072670141			
YBL093C			0.020154112027076	0.211345772540503	-0.00053522626497415	0.122958579086045
YBL094C	0.0555278233105887	-0.210943557724653	0.0314405712090092	-0.00312283345310399	-0.0758817911548253	-1.1182968076911939
YBL095W	0.153307175219673	-1.66919337368541	0.116758946938087	0.183672031251679	0.659023568446267	0.2262223307836514
YBL096C	1.24902610610586	-0.0597263838004828	0.0740436235008	-0.01663691686779	-0.0372604241691746	0.06181199990598552
YBL097W	0.126414718979215	-0.0679989556266115	-0.0417015885656951			
YBL098W	-0.972857507024386	0.0994100726114746	-0.246276251980598	0.051276220080909	-2.30534703531382	-0.1271210042583399
YBL099W	0.0479416298137907	0.000797310831921356	-0.2649377856347255	-0.0257202148660393	0.196424692150508	0.32049157881262647
YBL100C	0.724568402849343	-0.22721583588202	-0.39980518421877576	0.47846338330463	0.00984002454445989	0.0785503830214753
YBL101C	0.0887605739662725	-2.03393880572618	-0.09783018900895002	0.447324410048771	-0.330838404879412	0.2591913958682627
YBL102W	0.0140267129593398	-0.0303193845015431	0.1345746206581515	-0.0790335291574736	1.01658837513914	-0.22564138067491935
YBL103C	0.0439474313378681	0.0187430936486288	-0.04041219834296282			
YBL104C	0.141090061952627	-1.23198869217342	-0.27542419496875775	0.920803134382568	1.31073991441333	-0.0713847664920631
YBL105C	-0.0854921349001119	-0.11709857355413	-0.0075022264584128015			
YBL106C	0.0302177904353097	-0.476625648677351	0.018498718822494	0.0316055165309032	-0.15973151400337	-0.774437709898673
YBL107C	-2.67455280392439	0.121075273369815	-0.10162813484088476	-2.75602261918673	1.62445291792233	-0.104826631500554
YBR001C	-0.0654475594459007	0.862626658155028	0.206267452179335	-3.94573853277092	1.19827119256784	-0.303618891654817
YBR002C	0.2665746792765	-1.3141473655168	0.484198527437044			
YBR003W	0.21813641021566	-0.0194729764386264	-0.7403161827702375	0.00482349038342331	0.803522552977488	0.018638386507473
YBR004C	0.858060153459301	1.78108850330426	-0.761575343778494			
YBR005W	-0.109242323415809	0.0112479678421361	-0.014147548224438977	0.0100048703848392	1.92399332539517	0.0056441059704206
YBR006W	-0.441150587524955	-0.309268254436583	-0.19211488236696841	0.29829119891807	-0.112725695780594	0.09040604311089395
YBR007C	-0.405718295242801	0.0908357334402828	-0.6042698043470175	-0.0422331809737577	-0.733318630449566	-0.02259387175433823
YBR008C	-0.00974374558922054	0.472730436627834	-0.9557838712821698	-0.236755111290042	-0.184021830157745	0.08996465160824735
YBR009C	0.348830033882316	-0.0113489065588024	-0.016595175700844983	0.299913870995927	0.0874291731043245	-0.006842109208613336
YBR010W	-0.233861692293664	-0.00376529423898483	-0.24072873429505637	-1.5509642205345	0.615982089934024	-0.03823473105864645
YBR011C	-0.00725177528116302	0.704273925755076	-0.12228801153957067			
YBR012C	-0.0212957628960292	-0.309345279956385	-0.028639419317655047	-0.0408615622262618	-2.10766738558558	-0.5060635410366612
YBR013C	0.0827259545905757	0.149314820131906	0.0265071058907939	-0.387928929191529	-1.88443016332926	-0.7086797788845155
YBR014C	0.101569979895841	0.891854259982686	-0.024406770578171304	-0.671954149510335	-0.130661999517208	-0.37347339636194726
YBR015C	0.267491352062	0.315147949402314	-0.8830259206499895	-2.26271788297759	-0.0731462711907977	-2.489867884970705
YBR016W	-2.03981078689105	-1.79681045653996	0.430100731947895	0.0601795100438284	0.796413736776469	-0.30420877783560607
YBR017C	0.391833747203461	0.0343945579228571	0.278330027597054			
YBR018C	-0.188943285161789	1.02598686699092	0.42492083475459447	-1.65296097828331	0.320830538092987	-0.44262404461146204
YBR019C	0.26569303694582	0.10426851880174	-0.03237282902412685	-0.0230234947743027	2.03706165598629	0.04556940238559172
YBR020W	0.966594236332683	-0.300578755756424	-0.015246379814609549	-0.108674711047355	-0.222959793495352	-0.3652523190062894
YBR021W	-0.231357660209861	-0.454857755878898	0.31325748596735187			
YBR022W	0.125658099230494	0.0150881122441307	-0.07747831270920101	-0.136114392179111	0.00616043057422275	-0.02002580253953555
YBR023C	-0.630867342320073	-0.018802385808566	-0.032680424027466	0.558028138268646	0.695278484178805	0.060463676327211745
YBR024W	-1.39491827561346	0.109590210041792	-0.7190443318016774	0.189850427109359	-1.63393863728793	-0.7275491702295598
YBR025C	0.7227340429427	-0.0277281339275916	0.168742027618126	0.183003134213576	0.0533674058648753	0.17174722916533786
YBR026C	-0.00502793081880317	0.0490167760367043	-0.8749245878456274	0.178918070612224	0.0139346828616434	-0.229245222892396
YBR027C	-0.426297185605217	0.00462678192119269	-0.03312403028871235	-0.183272178371885	-0.0269107463022279	-1.44941728352575
YBR028C	-0.25756613573572	0.0267740593083756	-1.0184923571438416	1.1641484249074	-0.607648879922309	0.24545900014279148
YBR029C	-1.97485591649831	0.860466994836892	0.01783195283521965			
YBR030W	-0.0486905619339332	0.309870829772785	-0.031879630880281055	-0.125281716259258	0.0571526829386465	-0.037062065350267515
YBR031W	0.10881654194304	1.55430793267761	0.44674003617667	0.492814148197345	1.16271536906745	-0.04043326245695135
YBR032W	-0.0118956574903809	-0.00659109382338594	0.9814348468622476	0.468658133551899	0.623530362091449	0.6389837112183151
YBR033W	-1.62640560798016	-0.0279747434419439	-0.47547590569393033	-0.175467983983433	-0.627524297938029	0.1794708652807545
YBR034C	-1.99485595292742	-0.0147693000086026	-0.012540622434497899	0.200892982975899	-0.0683794928561103	0.05830037582226915
YBR035C	0.119647214081896	0.0134154653323132	-0.0555477446848933	0.779133540412985	-0.242749486902668	0.4311258663759945
YBR036C	-0.352482906097353	-0.298189745201676	0.165813923066822	-6.96462813960744	-5.79062222014424	-3.0312238755372
YBR037C	-0.0363209244730954	-0.105133116074874	-0.7884647584321833	0.105129947089215	-0.0752689137927395	0.0008461074147991521
YBR038W	-0.0294371833177643	0.196338674804695	-0.42506545645892235			
YBR039W	-1.24714197565376	1.0194399125007	0.10146206095973566			
YBR040W	0.0192780488950537	0.230100968899035	-0.4002612847967967	-0.057644525006618	0.0110465054966197	0.11225130673200681
YBR042C	-0.61050833934395	0.616394895997902	0.5770954976637629	1.82767233555433	-0.141145256876764	0.32154757189921
YBR043C	0.0628767961976665	0.593679709519832	0.6480003385547859	-0.12463067256975	0.461428495738159	0.11424989292839059
YBR044C	0.152790616463956	0.369301686009574	0.6345204790315865	-0.0162832254030667	0.00433756498042258	-0.2573480337346115
YBR045C	0.0061594079380431	0.301907501321135	-0.3312507450164285	-0.84330035131289	0.105105798765121	0.9989112682625987
YBR046C	-0.0964121760895633	-0.0965686217692057	0.052587274782689486	-0.00861729261715605	0.0304269220269497	-0.006252288588262055
YBR047W	-0.0187938208753875	1.5750007648112	0.022760360682801302	0.188156716873304	-0.580639570279456	0.013892438063278195
YBR048W	-0.0815470543250902	-0.181072829869524	-0.334768044292604	-0.00381064049470633	0.447242593587635	0.07694562370082515
YBR049C	-0.0081510859141458	-0.170394207643429	-1.4332657355357399			
YBR050C	0.0259727290568742	0.39603635669062	-0.1084058260741015	-0.303574588512238	0.111228697448481	0.5344120775395702
YBR051W	0.043762793531861	0.182417214566908	-0.22578247015194508	-0.190529109923877	0.0219369686759887	-0.088733648183698
YBR052C	-1.1775583001437	0.226736879044693	-0.31477501160840177	0.127336770612935	0.607180702588654	0.07321775028713105
YBR053C	-0.416571115507262	0.208243333928067	0.19613218997794882	-1.84250812808068	-0.14147513657352	0.46031743459844643
YBR054W	0.0555861593000211	-0.0529617629281436	-0.856668052175097	-0.0861681907926128	-0.0811326938081234	-1.542263140194005
YBR055C	0.0262338609668779	1.02978481976783	-0.1308099601171668			
YBR056W	-0.0425938739942689	-1.43368013238922	-0.2015793123340839	0.0212680758295902	0.00952737396444463	-0.47593570620960146
YBR057C	0.46969860337752	0.0735723339337919	-0.22349686940538327	0.0733438817513106	0.293435424021619	0.4160466982754255
YBR058C	-1.85366153100192	-0.900243407402186	0.5718407228462806	-0.0191041888526483	0.19228593677463	-0.12178934958022845
YBR059C	0.026129450909291	0.115784406541172	-0.6249948078303627	-0.0166708124676016	0.604023511490103	0.0651875687668884
YBR060C	-0.12286044382108	-0.20902755887382	-0.7687114970771336			
YBR061C	-0.12446818326355	0.148571867422742	-0.08682217415633285			
