orf	hap alpha | growth (colony size) | polygodial [2 ug/ml] | SD + his + leu + lys + ura | Kipanga PN~Luyten W, 2021	hap alpha | growth (colony size) | polygodial [6 ug/ml] | SD + his + leu + lys + ura | Kipanga PN~Luyten W, 2021
YKR023W	3.5	3.5
YKR027W	3.5	3.5
YKR028W	3.5	3.5
YKR029C	3.5	3.5
YKR034W	3.5	3.5
YKR036C	3.5	3.5
YKR039W	3.5	3.5
YKR040C	3.5	3.5
YKR041W	3.5	3.5
YKR046C	3.5	3.5
YKR053C	3.5	3.5
YML035C	3.5	5.0
YAR002C-A	3.5	3.5
YBR083W	3.5	3.5
YBR084C-A	3.5	5.0
YBR090C	3.5	3.5
YBR098W	3.5	5.0
YBR112C	3.5	3.5
YBR125C	3.5	3.5
YBR131W	3.5	3.5
YBR150C	3.5	3.5
YBR168W	3.5	3.5
YBR169C	3.5	3.5
YBR270C	3.5	3.5
YBR272C	3.5	3.5
YBR275C	3.5	3.5
YBR276C	3.5	3.5
YBR280C	3.5	3.5
YBR287W	3.5	5.0
YBR288C	3.5	3.5
YBR289W	3.5	3.5
YBR294W	3.5	3.5
YBR301W	3.5	3.5
YCL026C-A	3.5	3.5
YCR028C-A	3.5	5.0
YCR030C	3.5	3.5
YCR032W	3.5	3.5
YCR033W	3.5	3.5
YCR046C	3.5	3.5
YCR047C	3.5	3.5
YCR048W	3.5	3.5
YCR053W	3.5	3.5
YCR060W	3.5	3.5
YCR067C	3.5	3.5
YCR069W	3.5	3.5
YCR073C	3.5	3.5
YCR075C	3.5	3.5
YCR083W	3.5	3.5
YCR084C	1.0	3.5
YCR088W	3.5	3.5
YCR089W	3.5	3.5
YBR191W	3.5	3.5
YCL035C	3.5	3.5
YDR071C	3.5	3.5
YDR074W	1.0	3.5
YER027C	3.5	3.5
YER037W	3.5	3.5
YGR155W	3.5	3.5
YLR192C	3.5	3.5
YLR237W	3.5	3.5
YLR246W	3.5	3.5
YLR334C	3.5	3.5
YLR346C	3.5	3.5
YLR358C	3.5	3.5
YLR361C	3.5	3.5
YLR370C	3.5	3.5
YLR382C	3.5	3.5
YLR394W	3.5	3.5
YLR406C	3.5	3.5
YML022W	3.5	3.5
YML027W	3.5	3.5
YML036W	3.5	3.5
YML038C	3.5	3.5
YML041C	3.5	3.5
YML042W	3.5	3.5
YML047C	3.5	3.5
YML075C	3.5	3.5
YML076C	3.5	3.5
YML086C	3.5	3.5
YMR048W	3.5	3.5
YMR135W-A	3.5	3.5
YMR137C	3.5	3.5
YMR138W	3.5	3.5
YMR139W	3.5	3.5
YMR173W	3.5	3.5
YOR298C-A	3.5	3.5
YPL148C	3.5	3.5
YPL183C	3.5	3.5
YPL183W-A	3.5	3.5
YPL224C	3.5	3.5
YGR295C	3.5	3.5
YHR132W-A	3.5	3.5
YIL030C	3.5	3.5
YIL058W	3.5	3.5
YIR023W	3.5	3.5
YIR030C	3.5	3.5
YIR032C	3.5	3.5
YJR003C	3.5	3.5
YKL053C-A	3.5	3.5
YKR106W	3.5	3.5
YMR191W	3.5	3.5
YMR322C	3.5	3.5
YNL140C	3.5	3.5
YNL142W	3.5	3.5
YNL315C	3.5	3.5
YOL151W	3.5	3.5
YOL152W	3.5	5.0
YOL155C	3.5	3.5
YOR265W	3.5	3.5
YOR266W	3.5	3.5
YOR267C	3.5	3.5
YOR268C	3.5	3.5
YOR269W	3.5	3.5
YOR270C	3.5	3.5
YOR271C	3.5	3.5
YOR273C	3.5	3.5
YOR274W	3.5	3.5
YOR275C	3.5	3.5
YOR276W	3.5	3.5
YPL004C	3.5	3.5
YPL027W	3.5	3.5
YPL034W	3.5	3.5
YPL036W	3.5	3.5
YPL137C	3.5	3.5
YIL102C	3.5	3.5
YFL012W-A	3.5	3.5
YFL014W	3.5	3.5
YFL019C	3.5	3.5
YFR019W	3.5	3.5
YFR025C	3.5	3.5
YFR030W	3.5	3.5
YHR146W	3.5	3.5
YHR171W	3.5	3.5
YJL042W	3.5	3.5
YJL070C	3.5	3.5
YJL078C	3.5	5.0
YJL094C	3.5	3.5
YJL101C	0.0	3.5
YJL105W	3.5	3.5
YJL128C	3.5	3.5
YKR085C	3.5	3.5
YKR094C	3.5	3.5
YKR095W	3.5	3.5
YKR096W	3.5	3.5
YKR102W	3.5	3.5
YLR110C	3.5	3.5
YLR439W	3.5	3.5
YLR442C	3.5	3.5
YLR455W	3.5	3.5
YML066C	3.5	5.0
YML115C	3.5	3.5
YMR037C	3.5	3.5
YMR104C	3.5	3.5
YMR119W	3.5	3.5
YNR052C	3.5	3.5
YNR055C	3.5	3.5
YNR069C	3.5	3.5
YOL125W	3.5	3.5
YOL147C	3.5	3.5
YPR007C	3.5	5.0
YPR008W	3.5	5.0
YPR013C	3.5	5.0
YPR022C	3.5	3.5
YPR023C	3.5	3.5
YPR024W	1.0	3.5
YPR026W	3.5	3.5
YPR031W	3.5	3.5
YPR037C	3.5	5.0
YPR043W	3.5	3.5
YPR050C	3.5	3.5
YPR064W	3.5	3.5
YPR078C	3.5	5.0
YBR081C	3.5	5.0
YBR084W	3.5	3.5
YBR085W	3.5	3.5
YBR089C-A	3.5	3.5
YBR092C	3.5	3.5
YBR093C	3.5	3.5
YBR094W	3.5	3.5
YBR095C	3.5	3.5
YBR096W	3.5	5.0
YBR099C	3.5	3.5
YBR101C	3.5	3.5
YBR103W	3.5	3.5
YBR104W	3.5	3.5
YBR105C	3.5	3.5
YBR106W	3.5	3.5
YBR107C	3.5	3.5
YBR108W	3.5	3.5
YBR111C	3.5	3.5
YBR113W	3.5	3.5
YBR114W	3.5	5.0
YBR115C	3.5	3.5
YBR116C	3.5	3.5
YBR117C	3.5	3.5
YBR119W	3.5	5.0
YBR120C	3.5	3.5
YBR126C	3.5	3.5
YBR127C	3.5	3.5
YBR128C	3.5	3.5
YBR129C	3.5	3.5
YBR130C	3.5	5.0
YBR132C	3.5	3.5
YBR133C	3.5	3.5
YBR134W	3.5	3.5
YBR137W	3.5	5.0
YBR138C	3.5	5.0
YBR139W	3.5	5.0
YBR141C	3.5	3.5
YBR144C	3.5	5.0
YBR145W	3.5	3.5
YBR146W	3.5	3.5
YBR147W	3.5	3.5
YBR148W	3.5	3.5
YBR149W	3.5	3.5
YBR151W	3.5	3.5
YBR156C	3.5	3.5
YBR157C	3.5	3.5
YBR158W	3.5	3.5
YBR159W	3.5	3.5
YBR161W	3.5	3.5
YBR162C	3.5	5.0
YBR162W-A	3.5	3.5
YBR163W	3.5	3.5
YBR164C	3.5	3.5
YBR165W	3.5	3.5
YBR166C	0.0	3.5
YBR170C	3.5	6.0
YBR171W	1.0	3.5
YBR172C	3.5	3.5
YDL001W	3.5	3.5
YDL002C	3.5	3.5
YDL005C	1.0	3.5
YDL006W	3.5	3.5
YDL009C	3.5	3.5
YDL010W	3.5	3.5
YDL011C	3.5	3.5
YDL012C	3.5	3.5
YDL013W	3.5	3.5
YDL018C	3.5	3.5
YDL019C	3.5	6.0
YDL020C	0.0	3.5
YDL021W	3.5	3.5
YDL022W	3.5	3.5
YDL023C	3.5	3.5
YDL024C	3.5	3.5
YDL025C	3.5	3.5
YDL026W	3.5	3.5
YDL027C	3.5	3.5
YDL032W	3.5	3.5
YDL033C	3.5	3.5
YDL034W	3.5	3.5
YDL035C	3.5	3.5
YDL036C	3.5	3.5
YDL037C	3.5	3.5
YDL039C	3.5	3.5
YDL040C	3.5	3.5
YDL041W	3.5	3.5
YDL042C	3.5	3.5
YDL044C	3.5	5.0
YDL045W-A	3.5	3.5
YDL046W	3.5	3.5
YDL048C	3.5	3.5
YDL049C	3.5	3.5
YDL050C	3.5	3.5
YDL051W	3.5	3.5
YDL052C	3.5	3.5
YDL053C	3.5	5.0
YDL054C	3.5	3.5
YDL056W	3.5	3.5
YDL057W	3.5	3.5
YDL059C	3.5	3.5
YDL062W	3.5	5.0
YDL063C	3.5	5.0
YDL065C	3.5	3.5
YDL066W	3.5	3.5
YDL067C	3.5	3.5
YDL068W	3.5	3.5
YDL069C	3.5	3.5
YDL070W	3.5	3.5
YDL071C	3.5	3.5
YDL072C	3.5	3.5
YDL073W	3.5	3.5
YDL074C	3.5	3.5
YDL076C	3.5	3.5
YDL077C	0.0	3.5
YDL078C	3.5	3.5
YDL079C	3.5	5.0
YDL080C	3.5	3.5
YDL081C	3.5	3.5
YDL082W	3.5	6.0
YDL083C	3.5	6.0
YDL085W	3.5	3.5
YDL086W	3.5	3.5
YDL088C	3.5	3.5
YDL089W	3.5	3.5
YDL090C	3.5	3.5
YDL091C	3.5	3.5
YDL093W	3.5	3.5
YDL094C	3.5	5.0
YDL095W	3.5	3.5
YDR438W	3.5	3.5
YDR439W	3.5	3.5
YDR440W	3.5	3.5
YDR441C	3.5	3.5
YDR442W	3.5	5.0
YDR443C	3.5	3.5
YDR446W	3.5	3.5
YDR447C	3.5	5.0
YDR448W	0.0	3.5
YDR450W	3.5	3.5
YDR451C	3.5	3.5
YDR452W	3.5	3.5
YDR453C	3.5	3.5
YDR455C	3.5	3.5
YDR456W	3.5	3.5
YDR457W	3.5	3.5
YDR458C	3.5	3.5
YDR459C	3.5	3.5
YDR462W	3.5	3.5
YDR463W	3.5	3.5
YDR465C	3.5	3.5
YDR466W	3.5	3.5
YDR467C	3.5	3.5
YDR469W	3.5	3.5
YDR470C	3.5	5.0
YDR471W	3.5	5.0
YDR475C	3.5	3.5
YDR476C	3.5	3.5
YDR479C	3.5	3.5
YDR480W	3.5	3.5
YDR481C	3.5	3.5
YDR482C	3.5	3.5
YDR483W	3.5	3.5
YDR484W	0.0	3.5
YDR485C	3.5	3.5
YDR486C	3.5	5.0
YDR488C	3.5	5.0
YDR490C	3.5	3.5
YDR491C	3.5	3.5
YDR492W	3.5	3.5
YDR494W	3.5	3.5
YDR495C	3.5	3.5
YDR496C	3.5	3.5
YDR497C	3.5	3.5
YDR501W	3.5	3.5
YDR503C	3.5	3.5
YDR504C	3.5	3.5
YDR505C	3.5	3.5
YDR506C	3.5	5.0
YDR507C	3.5	3.5
YDR508C	3.5	3.5
YDR509W	3.5	3.5
YDR511W	3.5	3.5
YDR512C	3.5	3.5
YDR513W	3.5	3.5
YDR514C	3.5	3.5
YDR516C	3.5	3.5
YDR517W	3.5	3.5
YDR518W	3.5	3.5
YDR519W	3.5	3.5
YDR520C	3.5	5.0
YDR521W	3.5	3.5
YDR522C	3.5	3.5
YDR523C	3.5	3.5
YDR524C	3.5	3.5
YDR525W	3.5	3.5
YDR528W	3.5	3.5
YDR529C	3.5	3.5
YDR530C	3.5	3.5
YDR533C	3.5	3.5
YDR534C	3.5	3.5
YGL101W	3.5	3.5
YGL104C	3.5	3.5
YGL105W	3.5	3.5
YGL107C	3.5	3.5
YGL108C	3.5	3.5
YGL109W	3.5	3.5
YGL110C	3.5	3.5
YGL114W	3.5	3.5
YGL115W	3.5	3.5
YGL117W	3.5	3.5
YGL118C	3.5	3.5
YGL121C	3.5	3.5
YGL124C	3.5	3.5
YGL126W	3.5	3.5
YGL127C	3.5	3.5
YGL129C	3.5	3.5
YGL131C	3.5	3.5
YGL132W	3.5	3.5
YGL133W	3.5	3.5
YGL135W	3.5	6.0
YGL136C	3.5	5.0
YGL138C	3.5	3.5
YGL139W	3.5	3.5
YGL140C	3.5	3.5
YGL141W	3.5	5.0
YGL143C	3.5	3.5
YGL144C	3.5	3.5
YGL146C	3.5	3.5
YGL147C	3.5	3.5
YGL148W	3.5	3.5
YGL149W	3.5	3.5
YGL151W	3.5	3.5
YGL152C	3.5	3.5
YGL153W	3.5	3.5
YGL154C	3.5	3.5
YGL156W	3.5	3.5
YGL157W	3.5	3.5
YGL158W	3.5	3.5
YGL159W	3.5	3.5
YGL160W	3.5	3.5
YGL161C	3.5	3.5
YGL162W	3.5	3.5
YGL163C	3.5	3.5
YGL164C	3.5	3.5
YGL165C	3.5	3.5
YGL166W	3.5	3.5
YGL167C	0.0	3.5
YGL168W	3.5	3.5
YGL170C	3.5	3.5
YGL173C	3.5	3.5
YGL174W	3.5	3.5
YGL175C	3.5	3.5
YGL176C	3.5	3.5
YGL177W	3.5	3.5
YGL179C	3.5	3.5
YGL180W	3.5	3.5
YGL181W	3.5	3.5
YER101C	3.5	3.5
YER103W	3.5	3.5
YER106W	3.5	3.5
YER110C	3.5	3.5
YER111C	3.5	3.5
YER113C	3.5	3.5
YER114C	3.5	3.5
YER115C	3.5	3.5
YER116C	3.5	3.5
YER117W	3.5	5.0
YER118C	3.5	3.5
YER119C	3.5	3.5
YER119C-A	3.5	3.5
YER120W	3.5	3.5
YER121W	3.5	3.5
YER122C	3.5	3.5
YER123W	3.5	5.0
YER124C	3.5	3.5
YER128W	3.5	3.5
YER129W	3.5	3.5
YER130C	3.5	3.5
YER131W	3.5	3.5
YER132C	3.5	3.5
YER134C	3.5	3.5
YER135C	3.5	3.5
YER137C	3.5	3.5
YER139C	3.5	3.5
YER140W	3.5	3.5
YER141W	3.5	3.5
YER142C	3.5	3.5
YER143W	3.5	3.5
YER145C	3.5	3.5
YER149C	3.5	3.5
YER150W	3.5	3.5
YER151C	3.5	3.5
YER152C	3.5	3.5
YER153C	3.5	3.5
YER154W	3.5	3.5
YER155C	1.0	3.5
YER156C	3.5	3.5
YER158C	3.5	3.5
YER161C	3.5	3.5
YER162C	3.5	3.5
YER163C	3.5	3.5
YER164W	3.5	3.5
YER166W	3.5	3.5
YER167W	3.5	3.5
YER169W	3.5	3.5
YER170W	3.5	3.5
YER173W	3.5	3.5
YER174C	3.5	3.5
YER175C	3.5	3.5
YER176W	3.5	3.5
YER177W	3.5	3.5
YER178W	3.5	3.5
YER179W	3.5	3.5
YER180C	3.5	3.5
YER181C	3.5	3.5
YER182W	3.5	3.5
YER183C	3.5	3.5
YER184C	3.5	3.5
YER185W	3.5	3.5
YER186C	3.5	3.5
YER187W	3.5	3.5
YMR052C-A	3.5	3.5
YMR052W	3.5	3.5
YMR053C	3.5	3.5
YMR054W	3.5	3.5
YMR055C	3.5	3.5
YMR056C	3.5	3.5
YMR057C	3.5	3.5
YMR058W	3.5	3.5
YJR034W	3.5	3.5
YJR039W	3.5	3.5
YJR044C	3.5	3.5
YJR066W	3.5	3.5
YIL111W	3.5	3.5
YIL122W	3.5	3.5
YIL131C	3.5	3.5
YIL136W	3.5	3.5
YIL158W	3.5	3.5
YIR004W	3.5	3.5
YIL056W	3.5	3.5
YIL085C	3.5	3.5
YIL094C	3.5	3.5
YDL047W	3.5	3.5
YDL075W	3.5	3.5
YDR477W	3.5	3.5
YDR500C	3.5	3.5
YLR363C	3.5	3.5
YLR364W	3.5	3.5
YLR365W	3.5	3.5
YLR366W	3.5	3.5
YLR367W	3.5	3.5
YLR368W	3.5	3.5
YLR371W	3.5	3.5
YLR372W	3.5	3.5
YLR373C	3.5	3.5
YLR374C	3.5	3.5
YLR375W	3.5	3.5
YLR376C	3.5	3.5
YLR377C	3.5	3.5
YLR380W	3.5	3.5
YLR381W	3.5	3.5
YLR384C	3.5	3.5
YLR385C	3.5	3.5
YLR386W	3.5	3.5
YLR387C	3.5	3.5
YLR388W	3.5	3.5
YLR389C	3.5	3.5
YLR390W	3.5	3.5
YLR344W	3.5	3.5
YLR345W	3.5	3.5
YLR348C	3.5	3.5
YLR349W	3.5	3.5
YLR350W	3.5	3.5
YLR351C	3.5	3.5
YLR352W	3.5	3.5
YLR353W	3.5	3.5
YLR354C	3.5	3.5
YLR356W	3.5	3.5
YLR357W	3.5	3.5
YLR360W	3.5	3.5
YLR362W	1.0	3.5
YAL024C	3.5	3.5
YBR299W	3.5	3.5
YCR107W	3.5	3.5
YDR326C	3.5	3.5
YDR417C	3.5	3.5
YDR444W	3.5	3.5
YDR461W	3.5	3.5
YDR493W	3.5	3.5
YDR502C	3.5	3.5
YDR515W	3.5	3.5
YER089C	3.5	3.5
YFL001W	3.5	3.5
YFL003C	3.5	3.5
YFL004W	3.5	3.5
YFL010C	3.5	3.5
YFL010W-A	3.5	3.5
YFL012W	3.5	3.5
YFL013C	3.5	3.5
YFL033C	3.5	3.5
YGR122C-A	3.5	5.0
YGR162W	3.5	3.5
YGR252W	3.5	3.5
YGR254W	3.5	3.5
YGR255C	3.5	3.5
YGR257C	3.5	3.5
YGR258C	3.5	3.5
YGR271W	3.5	3.5
YGR271C-A	3.5	3.5
YGR273C	3.5	3.5
YGR276C	3.5	3.5
YGR289C	3.5	3.5
YGR291C	3.5	3.5
YGR292W	3.5	3.5
YFL063W	3.5	3.5
YJL103C	3.5	3.5
YML073C	3.5	3.5
YNL047C	3.5	3.5
YNL053W	3.5	3.5
YNL059C	0.0	3.5
YNL069C	3.5	3.5
YNL086W	3.5	3.5
YNL089C	3.5	3.5
YNL096C	3.5	3.5
YNL109W	3.5	3.5
YNL111C	3.5	3.5
YNL147W	3.5	3.5
YNL268W	3.5	3.5
YNL284C	3.5	3.5
YOL148C	3.5	3.5
YPL158C	3.5	3.5
YPR011C	3.5	3.5
YPR021C	3.5	3.5
YPR083W	3.5	3.5
YPR091C	3.5	3.5
YPR118W	3.5	3.5
YPR133W-A	3.5	3.5
YPR151C	3.5	3.5
YMR074C	3.5	5.0
YMR118C	3.5	3.5
YER017C	3.5	6.0
YER050C	3.5	3.5
YAL039C	3.5	3.5
YAL027W	3.5	3.5
YML061C	3.5	3.5
YMR015C	3.5	3.5
YMR021C	3.5	3.5
YMR035W	3.5	3.5
YMR151W	3.5	3.5
YMR150C	3.5	3.5
YMR152W	3.5	3.5
YMR193W	3.5	3.5
YMR228W	3.5	3.5
YMR256C	3.5	3.5
YMR257C	3.5	3.5
YMR267W	3.5	3.5
YMR282C	3.5	3.5
YMR286W	3.5	3.5
YMR287C	3.5	3.5
YMR293C	3.5	3.5
YHL038C	3.5	3.5
YHR011W	3.5	3.5
YPL271W	3.5	5.0
YPL215W	3.5	3.5
YJL209W	3.5	3.5
YJL180C	3.5	3.5
YLL009C	3.5	3.5
YLL027W	0.0	3.5
YLL033W	3.5	6.0
YLL042C	1.0	3.5
YOR318C	3.5	3.5
YOR330C	3.5	3.5
YOR375C	3.5	3.5
YOL009C	3.5	3.5
YOL033W	3.5	6.0
YOL083W	3.5	3.5
YOR065W	3.5	3.5
YHR051W	3.5	3.5
YHR091C	3.5	3.5
YHR120W	3.5	3.5
YPL173W	3.5	3.5
YPL172C	3.5	3.5
YPL104W	3.5	3.5
YOR127W	3.5	3.5
YOR155C	3.5	3.5
YOR158W	3.5	3.5
YOR241W	3.5	3.5
YOR211C	3.5	6.0
YLR067C	3.5	3.5
YLR069C	3.5	5.0
YLR070C	3.5	3.5
YLR091W	3.5	3.5
YHR147C	3.5	3.5
YBR179C	3.5	3.5
YBR251W	3.5	3.5
YBR268W	3.5	3.5
YCL010C	3.5	3.5
YCR003W	3.5	3.5
YDR175C	3.5	3.5
YDR194C	3.5	3.5
YDR197W	3.5	3.5
YDR230W	3.5	3.5
YDR077W	3.5	3.5
YDR114C	3.5	3.5
YDR115W	3.5	3.5
YLR139C	3.5	6.0
YLR144C	3.5	6.0
YLR201C	3.5	3.5
YLR202C	3.5	3.5
YLR203C	3.5	3.5
YDR347W	3.5	3.5
YDR350C	3.5	3.5
YDR375C	3.5	3.5
YGR062C	3.5	3.5
YGR076C	3.5	3.5
YGR102C	3.5	3.5
YGR150C	3.5	3.5
YGR167W	3.5	3.5
YGR171C	3.5	3.5
YGR174C	3.5	3.5
YGR180C	3.5	3.5
YGR215W	3.5	6.0
YKL003C	3.5	3.5
YKL016C	3.5	3.5
YKL114C	3.5	3.5
YKL134C	3.5	3.5
YKL138C	3.5	3.5
YKL169C	3.5	3.5
YKL170W	3.5	5.0
YMR231W	3.5	3.5
YLL006W	3.5	3.5
YLR148W	3.5	3.5
YKL002W	3.5	3.5
YKL087C	3.5	3.5
YDR377W	3.5	6.0
YLR240W	3.5	3.5
YCR094W	3.5	3.5
YNL220W	3.5	3.5
YNL243W	3.5	3.5
YNL242W	3.5	3.5
YNL239W	3.5	3.5
YNL237W	3.5	3.5
YNL236W	3.5	3.5
YNL231C	3.5	3.5
YNL230C	3.5	5.0
YNL227C	3.5	3.5
YNL225C	1.0	3.5
YNL219C	3.5	3.5
YNL213C	3.5	3.5
YKR055W	3.5	3.5
YML094C-A	3.5	5.0
YJL127C	3.5	3.5
YJL124C	3.5	3.5
YJL102W	3.5	5.0
YJL096W	3.5	3.5
YJL079C	3.5	3.5
YOL143C	0.0	3.5
YLR435W	3.5	3.5
YAL016W	3.5	3.5
YBR039W	3.5	3.5
YNL139C	3.5	3.5
YIL154C	3.5	3.5
YNL138W	3.5	6.0
YPL268W	3.5	3.5
YPR067W	3.5	3.5
YBR097W	3.5	3.5
YGL038C	1.0	3.5
YGL029W	3.5	3.5
YGL206C	3.5	3.5
YGL240W	3.5	3.5
YGL223C	3.5	3.5
YGR262C	3.5	3.5
YGL242C	3.5	3.5
YBL093C	0.0	3.5
YPR072W	3.5	3.5
YJL084C	3.5	3.5
YJL075C	3.5	3.5
YDR532C	3.5	3.5
YER014C-A	0.0	3.5
YLR233C	3.5	3.5
YLR234W	3.5	3.5
YLR235C	3.5	3.5
YLR239C	3.5	3.5
YLR242C	3.5	3.5
YLR244C	3.5	3.5
YLR399C	3.5	3.5
YLR338W	3.5	3.5
YLR337C	3.5	3.5
YLR396C	3.5	3.5
YEL036C	3.5	3.5
YEL044W	3.5	3.5
YER068W	3.5	3.5
YDR138W	3.5	3.5
YOR290C	3.5	3.5
YLR369W	3.5	3.5
YFL016C	3.5	5.0
YNL055C	3.5	3.5
YBL033C	3.5	3.5
YGL009C	3.5	3.5
