ORF	hom | growth (relative abundance in pooled culture) | YPGal, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | YPGal, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Lys, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Trp, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Thr, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | standard | YPD | Giaever G~Johnston M, 2002	hom | cell size | standard | YPAD | Giaever G~Johnston M, 2002	hom | elongated cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | round cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | clumped cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | football cell shape | standard | YPAD | Giaever G~Johnston M, 2002
YNL040W	3.005	-0.296	-3.252	26.064	31.865	0.411	-0.803	6.707	5.468	1.881	-0.989	-1.772	7.268	4.283	5.088	7.701	0.000	NaN	NaN	NaN	NaN	NaN
YNL041C	-1.205	7.876	-0.143	7.750	-22.048	0.465	2.472	0.366	2.556	-0.009	-13.742	-1.580	1.260	2.101	1.457	1.296	0.000	0.000	0.000	0.000	0.000	0.000
YNL042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL043C	0.538	-2.677	1.093	-24.603	-8.666	1.526	-1.127	0.571	1.290	-1.301	-22.745	-18.154	-7.329	-7.679	-7.483	-8.770	0.000	0.000	0.000	0.000	0.000	0.000
YNL044W	-2.217	-0.833	-1.121	-29.423	-12.095	0.301	-1.236	-0.451	-0.650	1.559	-11.711	-1.085	0.128	-0.236	0.525	-1.803	0.000	0.000	0.000	0.000	0.000	0.000
YNL045W	1.676	3.451	3.138	-16.715	-7.659	1.569	1.011	1.762	0.119	0.864	-1.748	-1.104	-4.266	-4.125	-4.849	-4.576	0.000	0.000	0.000	0.000	0.000	0.000
YNL046W	0.959	-0.475	-516.719	-17.198	-0.698	1.103	0.958	-0.251	0.805	-23.909	-1.447	-1.854	-4.020	-3.061	-4.956	-7.353	0.000	0.000	0.000	0.000	0.000	0.000
YNL047C	0.342	-21.955	-2.479	-7.217	-9.102	2.524	-22.035	1.313	-2.206	-10.023	-4.459	-12.350	-21.452	-28.549	-22.571	-23.114	0.000	0.000	0.000	0.000	0.000	0.000
YNL049C	0.438	3.964	-1.660	-27.064	-23.769	1.533	-1.191	-0.265	-1.013	0.509	1.601	-1.421	-0.978	-1.420	0.130	-0.781	0.000	0.000	0.000	2.000	0.000	0.000
YNL050C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL051W	1.480	16.239	-1.681	3.492	-5.073	0.435	2.579	-2.957	1.917	-0.138	-2.851	-1.848	0.200	-1.454	-1.787	-1.032	0.000	0.000	0.000	0.000	0.000	0.000
YNL052W	-34.069	-2.564	0.435	-8.304	-1.793	-0.069	-2.449	0.789	0.553	1.144	-0.413	2.571	-2.330	-2.196	-2.276	-2.357	0.000	0.000	0.000	0.000	0.000	0.000
YNL053W	-17.613	-0.336	-8.078	-5.795	-17.560	0.251	-0.826	0.712	0.086	-1.328	-5.499	-0.753	-0.079	1.663	0.945	0.871	0.000	0.000	0.000	0.000	0.000	0.000
YNL054W	1.657	1.826	2.114	5.433	-1.192	-0.230	1.225	-0.031	0.210	0.471	-1.385	0.900	-0.045	-0.031	0.051	-0.249	-21.000	0.000	0.000	0.000	0.000	0.000
YNL055C	0.807	0.668	-1.426	60.030	9.663	1.278	4.945	1.532	8.998	2.033	-0.060	1.382	1.020	1.629	0.465	4.306	-5.400	0.000	0.000	0.000	0.000	0.000
YNL056W	-11.303	-1.891	-30.786	-49.380	0.653	1.630	-1.378	0.638	0.053	0.415	0.763	-2.017	1.139	-4.042	-8.615	2.232	0.000	0.000	0.000	0.000	0.000	0.000
YNL057W	3.722	9.195	-0.002	-29.984	-13.341	-2.822	-1.143	0.490	-0.083	-0.015	-2.838	0.024	0.237	2.404	2.338	2.229	0.000	0.000	0.000	0.000	0.000	0.000
YNL058C	3.400	-243.345	0.230	-24.575	-1.883	-2.284	-230.940	-3.754	-2.158	-192.824	2.555	-2.065	-0.434	1.939	1.814	3.050	0.000	0.000	0.000	0.000	0.000	0.000
YNL059C	0.245	-3.167	-2.950	53.027	13.957	2.397	4.101	1.150	1.044	4.018	3.090	-2.433	0.875	3.051	0.638	3.477	-8.200	0.000	4.000	0.000	0.000	0.000
YNL063W	-30.876	11.133	-2.216	-16.875	-6.566	-2.316	-1.514	-1.389	-0.163	-0.426	-2.965	0.777	-3.721	-2.120	-3.003	-5.946	0.000	0.000	0.000	0.000	0.000	0.000
YNL064C	-1.926	2.238	2.554	20.971	1.213	-0.755	1.489	4.558	0.801	-0.877	0.308	0.761	1.573	0.817	1.797	1.524	-19.600	0.000	0.000	0.000	0.000	0.000
YNL065W	0.335	2.950	2.199	-10.723	-9.792	1.827	0.371	-3.694	0.029	1.656	-2.477	-0.025	-0.603	0.455	-0.292	-2.389	0.000	0.000	0.000	0.000	0.000	0.000
YNL066W	-2.764	0.455	-0.130	-8.774	-2.279	2.788	3.109	0.249	-0.001	-0.214	-0.720	1.695	0.249	-0.225	-1.380	-5.111	0.000	0.000	0.000	0.000	0.000	0.000
YNL067W	-0.344	-1.604	0.236	0.259	0.090	-1.496	-1.073	-0.128	0.213	-0.657	2.267	-1.779	0.731	0.783	0.436	-1.623	0.000	-2.000	0.000	0.000	0.000	0.000
YNL068C	-0.561	-0.924	-0.466	-4.730	-4.094	0.205	-1.847	1.054	0.611	0.068	0.505	2.427	2.258	-2.284	0.037	1.135	0.000	0.000	0.000	0.000	0.000	0.000
YNL069C	1.647	-0.757	5.466	7.042	36.243	-1.136	4.018	-0.774	-1.742	1.876	0.319	-1.301	-0.479	0.280	-0.111	0.781	-3.000	0.000	0.000	0.000	0.000	0.000
YNL070W	7.778	-37.645	-18.090	-77.710	-228.394	-2.257	0.499	-18.343	-6.858	-0.808	-87.243	-7.234	-0.115	0.804	-0.156	1.202	0.000	3.000	0.000	0.000	0.000	0.000
YNL071W	0.911	9.713	-0.652	10.136	13.702	1.069	0.675	-0.354	0.599	-0.260	1.338	2.198	-3.141	-1.109	-2.384	0.581	0.000	0.000	0.000	0.000	0.000	0.000
YNL072W	1.625	0.174	-1.568	-20.917	-18.880	2.463	-3.034	-0.425	-0.847	2.052	-0.904	1.595	-1.430	0.428	-0.320	-1.334	0.000	0.000	0.000	0.000	0.000	0.000
YNL073W	0.889	1.757	1.785	9.549	1.678	-0.374	-0.145	-0.765	0.128	-0.551	-1.062	0.310	-1.862	-0.737	-1.339	0.203	-4.900	0.000	0.000	0.000	0.000	0.000
YNL074C	-1.264	-1.632	-2.735	-14.805	-113.991	-0.116	0.509	-16.549	-3.329	-1.327	1.324	0.231	0.756	0.505	-1.102	1.212	0.000	0.000	0.000	0.000	0.000	0.000
YNL076W	-18.548	2.948	-0.867	-32.497	-6.552	2.094	-0.575	-1.789	-3.104	-0.528	-5.188	-2.083	-1.763	-0.833	-2.717	-3.594	0.000	-2.000	0.000	0.000	0.000	0.000
YNL077W	-182.332	0.227	4.938	-18.699	-11.605	-3.627	-5.321	-2.862	-1.066	-2.082	-13.447	1.755	0.066	0.822	0.282	0.947	0.000	0.000	0.000	0.000	0.000	0.000
YNL078W	-0.531	-0.238	-2.195	-31.629	-6.751	1.259	-1.494	-2.889	-3.822	-2.664	-5.717	-0.964	-0.457	0.498	-0.578	-2.191	0.000	0.000	0.000	0.000	0.000	0.000
YNL079C	1.978	1.328	-1.302	2.314	17.881	-0.050	3.175	1.353	0.917	0.005	2.260	-1.137	0.297	-0.238	-0.477	0.351	-7.100	0.000	0.000	0.000	0.000	0.000
YNL080C	-0.642	0.253	0.195	6.034	1.311	-1.254	0.190	-1.410	-2.492	-0.680	-0.244	-0.178	-0.640	1.439	0.062	1.220	-6.000	0.000	0.000	0.000	0.000	0.000
YNL081C	2.105	9.114	1.987	44.045	12.542	1.237	20.825	0.440	3.320	0.670	3.239	1.505	1.272	1.096	-0.119	1.081	-4.200	-3.000	0.000	0.000	0.000	0.000
YNL082W	2.153	-2.371	-1.356	-21.567	-1.385	2.479	-0.501	1.170	-2.784	0.183	-10.474	-0.527	-0.947	0.419	0.055	-2.778	0.000	0.000	0.000	0.000	0.000	0.000
YNL083W	-0.661	2.441	2.338	-3.382	0.154	-1.832	0.693	1.281	1.710	0.163	1.727	0.954	-0.944	-0.251	-0.424	-0.914	0.000	0.000	0.000	0.000	0.000	0.000
YNL084C	-0.262	9.867	7.858	-19.974	-31.594	-0.558	11.249	-11.365	-0.757	4.673	-21.888	-14.810	1.370	-2.196	0.287	1.240	0.000	0.000	0.000	4.000	0.000	0.000
YNL085W	1.876	-12.412	1.429	-25.590	-1.568	-1.252	-7.574	-0.508	-0.492	-2.560	-1.777	-0.160	1.168	-1.688	1.983	-0.536	0.000	0.000	0.000	0.000	0.000	0.000
YNL086W	1.004	-3.721	0.011	-15.303	-3.106	0.646	-3.777	3.045	-0.108	2.308	-4.872	-4.586	-2.995	-2.194	-2.259	-6.243	0.000	0.000	0.000	0.000	0.000	0.000
YNL087W	-0.272	-2.338	2.182	-8.973	-0.621	1.676	-0.459	0.869	-2.223	2.067	0.474	-2.967	-8.307	-6.175	-4.177	-3.304	0.000	0.000	0.000	2.000	0.000	0.000
YNL089C	-0.578	0.022	-2.473	-9.612	-37.578	1.829	0.208	0.103	0.391	-0.052	2.002	-1.149	-3.511	-4.129	-5.122	-4.268	0.000	0.000	0.000	0.000	0.000	0.000
YNL090W	-1.639	1.632	-0.057	-22.409	-119.775	2.369	-0.382	-5.569	0.111	-0.242	-1.918	-2.916	1.076	2.623	2.720	1.741	0.000	0.000	0.000	2.000	2.000	0.000
YNL091W	3.712	0.380	-1.391	-0.274	0.095	1.323	0.739	0.664	2.456	-0.320	-2.206	-12.167	1.201	0.015	1.024	0.030	0.000	0.000	0.000	0.000	0.000	0.000
YNL092W	2.962	-2.047	-1.337	-26.725	-9.326	1.648	-0.575	0.268	-2.612	0.206	0.083	-2.467	-0.673	-0.115	-0.069	1.069	0.000	0.000	0.000	0.000	0.000	0.000
YNL093W	2.408	1.873	0.779	-22.634	-19.524	0.741	2.601	-2.764	-2.905	0.528	-1.540	-0.371	1.667	2.417	2.395	1.368	0.000	0.000	0.000	0.000	0.000	0.000
YNL094W	0.269	-1.186	-0.802	-9.155	-12.969	0.832	-2.355	-1.017	-2.171	-0.188	1.719	2.065	0.919	0.854	0.560	-0.203	0.000	0.000	0.000	0.000	0.000	0.000
YNL095C	1.886	-0.255	-0.392	-17.727	-11.151	0.011	-0.810	-4.005	-4.352	-3.056	2.634	-1.110	0.499	-0.791	-0.319	-0.567	0.000	0.000	0.000	0.000	0.000	0.000
YNL096C	3.967	3.229	-2.063	1.725	7.364	-1.784	-2.056	0.216	-1.181	-1.510	0.532	3.022	-3.942	-1.508	-8.396	-5.060	0.000	0.000	0.000	0.000	0.000	0.000
YNL097C	-3.097	-1.779	1.414	-2.090	-5.016	-0.347	-0.434	-1.786	-0.267	0.143	-7.139	-4.275	1.497	0.936	-0.797	0.832	0.000	0.000	0.000	2.000	0.000	0.000
YNL098C	-1.567	-0.566	-2.713	-97.984	-14.817	0.539	-3.539	-8.014	-4.814	-0.467	0.737	-1.140	1.112	2.334	0.403	1.137	0.000	0.000	0.000	0.000	0.000	0.000
YNL099C	-9.747	5.718	-15.109	-92.526	0.899	-3.724	-12.180	-5.962	-14.720	0.461	-1.745	-29.957	-44.697	-81.595	-100.377	-46.013	0.000	0.000	0.000	0.000	0.000	0.000
YNL100W	-0.627	-0.317	1.153	-47.651	-16.940	0.079	-0.499	-3.122	-2.178	1.022	-5.347	1.817	1.137	1.524	1.327	1.230	0.000	0.000	0.000	0.000	0.000	0.000
YNL101W	1.304	-38.085	-0.314	-43.081	-3.848	-0.081	-1.281	0.176	-0.375	-4.129	0.556	-0.247	0.584	1.186	1.189	-1.274	0.000	0.000	0.000	2.000	0.000	0.000
YNL104C	0.663	0.048	-1.061	-26.047	-14.272	1.059	-2.955	-7.240	-12.308	-1.019	0.057	-9.082	-15.263	-17.772	2.047	-16.899	0.000	0.000	0.000	0.000	0.000	0.000
YNL105W	-0.438	-5.122	1.153	-17.181	-2.298	-1.148	-16.418	-0.372	0.008	-0.098	0.052	-25.151	-28.722	1.589	-28.983	-27.649	0.000	0.000	0.000	0.000	0.000	0.000
YNL106C	0.954	-0.216	-2.757	-27.829	-5.063	0.150	-3.936	-4.177	-4.348	-0.744	2.242	-5.876	-7.829	0.214	1.548	-9.125	0.000	0.000	0.000	0.000	0.000	0.000
YNL107W	0.770	-0.933	-0.977	-11.880	-8.992	0.758	-0.095	-8.282	-1.051	1.036	-3.097	-6.083	1.122	0.441	0.602	1.013	-4.500	0.000	3.000	0.000	0.000	0.000
YNL108C	0.091	-1.424	0.100	-19.566	-18.546	0.510	-10.573	-3.703	-9.394	4.367	-0.723	-37.325	-40.399	-48.029	-45.788	-50.551	0.000	0.000	0.000	0.000	0.000	0.000
YNL109W	7.088	-2.698	14.870	202.923	42.632	4.626	-1.255	-0.279	-1.328	-0.204	13.073	-1.830	-1.748	-1.739	-1.903	-1.525	0.000	-2.000	0.000	0.000	0.000	0.000
YNL111C	0.696	-4.520	2.244	-24.630	-2.343	0.107	-5.449	0.123	-2.042	-3.854	6.213	3.344	-6.041	-9.792	-10.191	-10.063	0.000	0.000	0.000	0.000	0.000	0.000
YNL115C	-15.298	-0.224	0.061	-91.280	-0.002	-2.252	-1.220	-0.221	-7.008	2.510	1.965	0.077	-2.284	-4.348	-3.721	-3.871	0.000	0.000	0.000	0.000	0.000	0.000
YNL116W	2.162	-15.506	-2.683	-68.825	-6.009	2.324	-11.726	-0.011	-1.885	0.376	-6.617	1.451	0.252	0.500	1.084	0.564	0.000	0.000	0.000	0.000	0.000	0.000
YNL117W	-3.052	0.245	1.185	-6.278	-1.375	-5.146	-0.119	1.637	-0.099	1.957	-2.853	-3.692	-6.344	-3.143	-5.836	-5.421	0.000	0.000	0.000	0.000	0.000	0.000
YNL119W	1.488	-0.125	4.555	-0.280	1.208	-2.318	3.307	1.126	0.236	-0.796	0.749	-0.431	0.123	0.871	-0.865	1.075	-3.500	2.000	3.000	0.000	0.000	0.000
YNL120C	2.236	0.702	0.629	6.209	6.531	-2.809	1.154	1.703	0.059	1.500	-0.136	0.889	1.417	1.722	0.047	1.691	-4.400	0.000	0.000	0.000	0.000	3.000
YNL121C	13.409	-2.345	15.121	5.089	8.796	-0.169	9.324	1.797	-0.825	2.030	0.855	1.217	-0.502	-1.713	-1.800	-1.568	-3.700	0.000	0.000	0.000	0.000	0.000
YNL122C	0.896	-11.999	-3.450	-43.350	-26.479	-0.185	-4.463	-1.705	-3.156	-2.973	-3.090	-1.635	1.942	0.232	1.033	-1.653	0.000	0.000	0.000	0.000	0.000	0.000
YNL123W	1.939	-5.320	-0.536	-50.673	0.435	-3.267	-7.922	-0.307	-0.198	-4.865	-0.365	-0.554	1.107	0.573	1.338	-0.173	0.000	0.000	0.000	0.000	0.000	0.000
YNL125C	0.874	-18.040	-16.870	-100.232	-66.280	0.402	-1.558	-5.169	-1.672	1.821	-2.853	2.771	0.392	0.001	-0.060	1.388	0.000	0.000	0.000	0.000	0.000	0.000
YNL127W	-1.555	2.144	0.007	-52.356	-43.301	0.698	-1.653	-3.916	-4.096	-0.749	-5.331	-7.445	-10.808	-8.706	-10.081	-10.775	0.000	0.000	0.000	0.000	0.000	0.000
YNL128W	-2.035	0.685	-0.907	-23.686	-1.399	-1.661	-2.291	1.264	0.327	1.556	2.860	-0.641	2.076	2.280	-3.349	-4.867	0.000	0.000	0.000	0.000	0.000	0.000
YNL129W	2.789	-2.613	0.795	-19.735	-0.900	-1.911	2.199	2.917	0.933	-0.569	-3.566	-0.496	0.431	1.957	0.992	-0.519	0.000	0.000	0.000	0.000	0.000	0.000
YNL130C	0.434	0.486	-1.368	-28.719	-50.388	1.713	-0.131	-12.360	-5.075	-1.246	0.166	-0.366	-2.378	0.077	-3.496	-4.322	0.000	0.000	0.000	0.000	0.000	0.000
YNL133C	-2.572	1.368	4.146	54.666	4.022	2.367	-2.010	1.358	1.725	-0.219	2.353	0.713	1.104	1.086	0.625	-0.454	-10.500	0.000	0.000	0.000	0.000	0.000
YNL134C	0.517	0.376	-3.064	-22.398	-10.701	2.150	-0.173	1.301	-3.065	0.177	-1.225	-1.360	-6.891	-4.983	-4.276	-3.832	0.000	0.000	0.000	0.000	0.000	0.000
YNL135C	0.639	-0.890	-0.477	1.624	-2.474	-1.160	-0.150	-3.937	-0.333	0.721	-1.555	-3.091	-7.365	-8.211	-9.818	-7.694	0.000	0.000	2.000	0.000	0.000	0.000
YNL136W	-2.583	-1.685	1.003	-30.179	-29.347	0.964	-2.826	-4.710	-3.422	-1.464	-11.981	-1.594	-1.241	-4.410	-13.197	-1.573	0.000	0.000	0.000	0.000	0.000	0.000
YNL138W	-0.153	2.500	3.234	30.193	-0.919	0.036	1.498	0.949	0.160	0.496	-2.363	0.191	0.725	0.787	-0.543	-1.088	-30.600	0.000	0.000	0.000	0.000	0.000
YNL139C	0.613	0.547	3.219	59.312	3.527	-0.756	1.296	3.081	1.359	3.506	2.930	1.007	3.328	4.611	5.214	1.804	-16.800	0.000	2.000	0.000	0.000	0.000
YNL140C	-8.193	-1.019	-3.264	-3.803	0.116	-0.241	-2.753	-1.067	-1.421	-3.823	-1.185	1.648	0.986	1.273	1.449	1.073	0.000	0.000	0.000	0.000	0.000	0.000
YNL141W	0.891	-3.107	-5.744	-49.568	-21.655	2.539	-1.923	0.425	-1.675	1.217	-0.095	-2.340	-1.773	1.698	0.475	1.056	0.000	0.000	0.000	0.000	0.000	2.000
YNL142W	-0.298	2.151	-3.012	-19.989	-10.740	0.998	1.798	-1.730	-2.589	0.560	-0.468	2.330	1.314	2.044	1.984	1.254	0.000	0.000	0.000	0.000	0.000	0.000
YNL143C	-1.095	-0.414	-3.022	-11.459	0.801	-0.412	0.838	9.333	-1.469	-1.911	-4.291	-1.543	1.495	5.062	1.611	-1.066	0.000	0.000	0.000	0.000	0.000	0.000
YNL144C	0.294	-0.178	-1.481	-12.793	-9.786	3.036	-1.643	2.194	-4.563	0.737	1.775	-8.986	-20.550	-19.992	-17.639	-19.153	0.000	-2.000	0.000	0.000	0.000	0.000
YNL145W	-1.218	-1.492	-0.909	-35.348	-2.662	-0.244	2.120	-0.947	-4.065	3.081	-4.797	1.468	-5.449	1.130	1.751	-1.145	0.000	0.000	0.000	0.000	0.000	0.000
YNL146W	1.289	-0.608	-2.782	6.011	-1.636	-0.234	-0.725	0.885	0.611	0.292	0.736	0.948	5.691	6.732	6.233	0.391	0.000	0.000	0.000	0.000	0.000	0.000
YNL147W	2.086	2.171	-0.450	5.420	0.107	1.635	-1.663	0.363	-0.169	-1.189	-1.283	0.469	-1.827	-1.832	-1.751	-2.215	-5.900	0.000	3.000	3.000	2.000	0.000
YNL148C	0.331	1.561	-9.077	0.538	-3.171	-0.290	-2.036	0.358	0.073	-18.751	-6.390	-4.121	0.118	-0.066	1.688	2.035	-3.600	0.000	0.000	0.000	0.000	2.000
YNL153C	-0.031	0.817	0.035	2.307	0.874	-0.026	-2.556	1.392	0.639	-0.991	-2.396	-3.152	-1.201	-0.408	0.688	-2.314	0.000	NaN	NaN	NaN	NaN	NaN
YNL154C	-0.823	-0.648	0.238	-135.419	0.542	-2.011	-2.315	1.092	-1.096	-1.508	-24.783	1.341	0.290	0.802	1.846	-1.818	0.000	0.000	0.000	0.000	0.000	0.000
YNL155W	-2.458	3.735	0.915	-3.972	-1.320	0.677	-4.935	3.909	1.309	3.114	-0.445	-9.526	-6.377	-8.118	-7.974	-4.539	0.000	0.000	0.000	0.000	0.000	0.000
YNL156C	2.576	2.282	2.803	13.876	-1.406	-0.620	2.232	-0.472	0.020	-0.199	-2.506	2.186	0.125	-1.412	-1.228	-0.487	-3.600	NaN	NaN	NaN	NaN	NaN
YNL157W	-0.234	-7.417	0.887	-54.722	2.724	2.007	-11.364	-0.794	-9.663	-12.121	0.201	0.910	2.446	-0.206	2.322	-2.992	0.000	0.000	0.000	0.000	0.000	0.000
YNL159C	2.019	11.038	-2.367	-22.804	-0.153	-0.081	1.150	2.824	0.701	2.577	-0.308	-1.724	-1.817	-1.647	-1.730	-2.025	0.000	0.000	0.000	0.000	0.000	0.000
YNL160W	-2.348	-17.954	1.330	-12.041	-9.496	0.123	-10.379	-2.648	-2.807	-4.197	1.734	-0.440	-0.668	-1.373	-1.004	1.358	0.000	0.000	0.000	0.000	0.000	0.000
YNL164C	-2.628	1.196	-3.633	52.515	4.672	-0.226	-2.066	2.480	1.676	3.585	1.833	-1.303	1.927	1.147	1.193	-0.456	0.000	NaN	NaN	NaN	NaN	NaN
YNL165W	1.335	1.040	1.323	3.428	0.626	-0.459	1.089	1.127	0.368	0.992	-1.639	1.005	1.177	0.957	1.168	-0.655	0.000	NaN	NaN	NaN	NaN	NaN
YNL166C	1.827	-2.231	-2.886	69.587	15.512	-1.312	-2.052	144.698	4.788	7.659	4.590	1.501	10.931	8.877	10.582	4.635	0.000	NaN	NaN	NaN	NaN	NaN
YNL167C	-1.111	1.532	1.397	1.357	-0.971	-0.499	2.287	-0.431	0.445	1.233	-1.536	0.357	-0.933	-1.151	-0.667	0.388	-4.200	NaN	NaN	NaN	NaN	NaN
YNL168C	0.915	-1.796	-1.529	-28.747	-8.401	-0.051	-2.058	2.431	-0.756	0.319	-0.660	-1.653	-0.470	0.236	0.443	0.405	0.000	0.000	0.000	0.000	0.000	0.000
YNL169C	3.942	1.432	-2.809	74.327	18.814	-0.951	-2.911	8.718	2.829	6.423	6.006	-0.367	3.318	0.786	3.484	-0.016	0.000	NaN	NaN	NaN	NaN	NaN
YNL170W	-2.919	2.167	-45.342	-8.620	0.836	-2.653	3.733	-2.132	-14.523	-6.739	5.104	4.097	-21.691	-17.570	-11.983	-19.893	0.000	0.000	0.000	0.000	0.000	0.000
YNL173C	-0.992	14.637	-1.849	-36.829	-15.544	-1.612	2.106	-3.383	-3.529	4.219	1.637	-0.138	-6.829	-9.276	-6.286	-9.984	0.000	0.000	0.000	0.000	0.000	0.000
YNL175C	-11.850	-16.647	-1.442	-65.009	-3.505	0.819	-5.237	-4.911	-12.596	-4.960	-4.408	-9.308	-5.104	-10.621	-12.277	-13.519	0.000	0.000	0.000	0.000	0.000	0.000
YNL176C	0.422	-20.721	1.695	-11.781	-13.823	1.494	-5.567	-12.129	-10.460	-13.626	-1.763	-10.465	-8.986	-4.777	-5.564	-4.796	0.000	0.000	0.000	0.000	0.000	0.000
YNL177C	0.292	0.058	1.106	3.895	0.534	0.240	10.118	0.016	0.501	3.260	-1.638	-2.009	0.939	0.169	-2.400	2.449	-4.300	0.000	0.000	0.000	0.000	0.000
YNL179C	-3.513	-3.394	-1.417	-84.254	1.125	0.235	-0.354	-2.874	-7.047	0.531	2.392	0.664	1.750	0.670	2.284	0.247	0.000	0.000	0.000	0.000	0.000	0.000
YNL180C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL183C	-4.682	9.145	1.118	-245.597	-6.024	1.297	-1.083	-4.771	-53.222	2.664	-24.584	-0.701	-0.522	-1.391	1.482	0.399	0.000	0.000	0.000	0.000	0.000	0.000
YNL184C	-0.490	-1.459	0.824	5.820	9.036	0.824	11.749	1.253	1.604	-0.392	0.908	1.219	-2.050	-3.630	0.830	-1.853	-4.700	0.000	0.000	0.000	0.000	0.000
YNL185C	-0.238	2.601	2.998	20.422	-0.524	-0.056	1.976	0.342	-0.119	0.137	-1.710	0.023	0.358	-1.811	-1.530	6.439	-5.400	NaN	NaN	NaN	NaN	NaN
YNL187W	-0.946	6.635	0.696	-73.214	11.232	0.097	-3.052	2.756	-8.851	-1.823	0.495	0.486	-0.894	-1.711	-1.377	2.226	0.000	0.000	0.000	0.000	0.000	0.000
YNL190W	2.928	7.209	-3.811	-28.038	-14.708	0.507	2.962	-2.244	-6.700	3.723	-0.268	-1.882	-0.074	0.565	1.044	-0.806	0.000	0.000	0.000	0.000	0.000	0.000
YNL191W	-0.725	2.217	0.495	-23.133	-8.788	2.063	-1.011	-9.365	-13.191	1.799	0.702	-3.257	-3.132	-6.106	-4.543	-2.902	0.000	0.000	0.000	0.000	0.000	0.000
YNL192W	-0.718	4.496	2.904	23.893	8.166	0.269	1.483	2.869	2.407	3.095	2.624	1.466	0.481	-0.963	0.360	1.674	0.000	NaN	NaN	NaN	NaN	NaN
YNL193W	-1.129	8.252	-2.849	-16.514	-0.975	-1.156	2.418	-2.189	-3.548	1.271	1.771	-6.840	-8.900	-8.951	-11.218	-3.649	0.000	0.000	0.000	0.000	0.000	0.000
YNL194C	-2.152	7.163	0.264	-52.147	-11.744	-0.063	-0.723	-0.101	-2.805	0.903	-4.346	2.081	1.494	0.810	1.787	1.055	0.000	0.000	0.000	0.000	0.000	0.000
YNL195C	-1.945	-1.088	-0.830	-25.512	-13.914	2.341	-1.715	0.386	-1.548	-0.052	-0.519	-0.117	1.092	-0.584	0.282	-0.333	0.000	0.000	0.000	0.000	0.000	0.000
YNL196C	-13.572	-4.071	-0.496	-29.822	0.793	0.427	-3.582	-0.143	-3.614	-0.581	1.398	-1.588	-2.078	0.110	-1.457	-2.196	0.000	0.000	0.000	0.000	0.000	0.000
YNL197C	1.567	1.178	-2.135	-0.406	-0.060	0.348	1.201	0.154	0.976	1.463	-2.438	0.273	0.266	-1.918	-2.166	2.119	0.000	0.000	0.000	0.000	0.000	0.000
YNL198C	-0.036	-3.803	0.493	-16.773	-12.091	-1.955	-2.415	1.441	0.177	-1.670	2.348	-1.451	-1.296	-1.393	-1.301	-1.933	0.000	0.000	0.000	0.000	0.000	0.000
YNL199C	-0.437	1.281	-1.708	23.547	3.752	-0.151	18.940	1.856	0.661	6.500	-0.800	1.213	4.097	0.237	2.166	2.450	-4.600	0.000	0.000	0.000	0.000	0.000
