orf	hom | growth (relative abundance in pooled culture) | YPGal, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | YPGal, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Lys, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Trp, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Thr, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | standard | YPD | Giaever G~Johnston M, 2002	hom | cell size | standard | YPAD | Giaever G~Johnston M, 2002	hom | elongated cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | round cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | football cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | clumped cell shape | standard | YPAD | Giaever G~Johnston M, 2002
YAL040C	-0.21193139053717938	-0.12519721308342344	-0.03545691386830701	-0.19539220487786338	-1.3567761592064007	0.08682732604103072	0.013034940185478452	-2.444571939584154	-0.7882333578630693	-0.4622879465006767	-0.7641433506171538	-1.125991171459015	-0.13314240958636808	-0.1289777758707971	-0.2047757494211283	0.24076959040747276	0.0	4.371028122899729	0.0	0.0	0.0	0.0
YAL042C-A	-0.17601122622398005	-1.5658812287700337	-0.03123248548602551	-0.07409471060512414	0.05523721448377455	-0.9164221213971774	-1.503757347730097	0.31053644455175905	0.026930702948171983	-0.961959589172956	-0.05314522549536882	0.26378066033190956	-0.20924074868656037	-0.2303190261137994	-0.05299011580574337	0.14525165224090922	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL042W	-0.23884705312338037	-0.34875923530157893	-0.025356857067669308	0.021059205478615898	0.08022778088438487	0.17688733795230233	-0.39642611406334227	0.258179578328768	-0.05806024716531762	-0.23375167025063973	-0.11376732952851355	0.19256864703012913	-0.05502899195618772	-0.27484205175269044	-0.11471092486469647	0.4628826072802832	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL044C	-0.21553316029310232	-0.04194322762406727	-0.0685189523453619	0.4042752716853967	0.08121449496249644	-0.12362658741056115	-0.16804611798131136	0.2956646063536366	-0.042665375469049624	-0.25352395571581926	-0.04420872720387717	-0.20116664443871007	-0.08464544168494538	-0.17561035158438118	-0.03297124448798194	0.5269062034308035	0.0	-0.05967273887917759	0.0	0.0	4.96004982241486	0.0
YAL045C	-0.2780225828658117	-0.02703640321136411	-0.054303766903195154	-0.1341911155136565	-0.025782408749350724	0.30748666639016425	-0.01751167206412915	0.1158593451008097	-0.22544787445558917	-0.10398561926922807	0.02880439784321712	0.06606676876379541	-0.09361256631985795	-0.0987869836121725	-0.1356939357675356	0.37730654145582915	0.0	2.8941278356400937	0.0	0.0	0.0	0.0
YAL046C	-0.2177911632107665	-0.14297248221663778	-0.06593883360029712	0.39685531844849736	0.15661604445594596	-0.4928911324491033	-0.13174955807027608	0.3124601800242471	-0.10073189006782463	-0.18887570831018902	-0.0535105814079255	-0.15326061198727634	0.06373114272922133	-0.1289815506585595	0.023946097071258107	0.24452246171732028	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL047C	-0.12756318824320026	-0.21782101778425828	-0.045989000398506515	0.6118964632241735	0.19069297472022712	-0.3590028964927289	-0.03771829530075817	0.3470815592548667	0.917393781395091	-0.09829482287300921	-0.10740332391118257	0.08877772735019233	-0.1778486257278268	-0.2180041585176064	-0.08702194345297926	0.10441931193591286	-4.227976398432719	-0.05967273887917759	4.2615004955332285	3.577023721839587	0.0	0.0
YAL048C	-0.19814513029021205	-0.020318956059943986	-0.06987116873806709	0.3820382333324868	0.2082404016301037	0.025681237346921168	-0.03397460685759895	0.8448045344095525	0.07104610258400304	0.03710719469638022	-0.09023344010178849	0.30357733413823257	1.1846070281924694	1.3701883626777671	0.8358411147561714	0.7396959486765495	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL049C	-0.22427838356316432	-0.163254701580084	-0.05147407917368169	-0.10722552989028379	0.0509378507244321	0.25169952834268944	0.11010893327546435	0.243562011193097	0.039250623805549556	-0.15376193392528137	-0.18098351415505853	-0.09600951691992281	-0.1794923742781401	-0.23723996040510995	-0.09212100307380731	0.1291013590926189	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL051W	-0.2527327910943232	-0.09038764869521682	-0.047363385401692396	0.05686830720829339	0.02985512096372066	-0.5967728733386657	0.015264047159703805	0.19700546912199465	-0.3819316760568104	-0.2658048504267342	-0.011754583972443455	0.06765049915500498	-0.1090127356655194	-0.11252733027128792	0.03595278571113852	0.43140752320670966	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL053W	-0.3620386578809654	-0.14070945094049392	-0.06293270920460549	-0.08946031094462946	-5.763814204089142	0.18032763158541498	-0.1109802031630659	-6.9016888216589685	-0.33871746599306224	-0.15388371762477393	-0.20356654166474517	0.08771383817196172	-0.2671098618910616	-0.2940567545633323	-0.14018635239729169	0.05362745966083061	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL054C	-0.1777843028576894	-0.07574364593034581	-0.047562914370454595	-0.2858339077594051	0.03277223669190502	0.05156814513331833	-0.07075207453384291	0.1962737386695473	-0.4677475368813312	-0.1717473777235911	-0.02676531856027106	0.017564940978479063	-0.6154574820693697	-0.9583033359632008	-0.5182792454134728	-0.36010596874006906	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL055W	-0.2362460708117699	-0.052429184537374614	-0.05592307374422272	0.09133589704167056	-0.32127018746315283	0.1147585943306607	-0.46407843373266905	0.27714858544228577	0.11927492595338393	-0.06471840289455903	-0.098794553996536	-0.21520535283513115	-0.13651482003910229	-0.3378687691262113	-0.006334708592929515	0.3855919070826475	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL056C-A	-0.15618636762147686	0.6234879292246984	-0.07641576251632444	-0.15737304744470612	-1.2394509219050618	0.38539856110836557	0.059336990186931005	-1.6489688606308588	-0.35747438204371734	-0.26787685362811936	-4.947107896920579	-3.8146428770919556	-0.5512608822080064	-0.7661780029527637	-0.8402604234870289	-0.21422818735239638	0.0	-4.490373600658085	0.0	5.365535582759381	0.0	0.0
YAL056W	-0.2157474285048726	-0.17689340519553481	-0.07512566298326581	0.3898724877162605	0.1299537597739058	-0.44264672896948987	0.19639454934452646	0.20908918599896376	-0.035905010061399234	-0.22368379552751033	-0.04403016216931621	-0.08688912775324095	-0.1377813793595684	-0.18286048710318475	-0.03890045629100365	0.16168078097638658	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL058W	-0.25382132310591826	0.20834116952717174	-0.05028213770395484	0.07584850280612489	-0.17103713881474078	0.113537255925946	0.11355039778095917	-0.5885128343543816	-0.009306319743910735	-0.15062197738205038	-1.0785002356388684	-1.097430054472555	0.07909391357964185	-0.09885139341178217	-0.03988266003203151	0.1574537435200167	0.0	-3.013473313398449	0.0	0.0	0.0	0.0
YAL059W	-0.28387221331920676	-0.20782075074574705	-0.03369148582118925	0.05624345876304641	-0.48509769472258135	-0.9702066037543131	0.23051200577906406	-0.8872497498179773	0.10415871891189808	-0.1264780164329223	-0.10849414948666372	0.08081196644511082	-0.10922650674602741	0.08065808234666712	0.1895190587605479	0.40264190217346035	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL060W	-0.2008006463696527	-0.11048127072789835	-0.03972754406741069	0.03354860312091035	0.04915296287125983	0.28966751931499185	0.0015032943899400415	0.24312731735905926	-0.2361896424911231	-0.04991799964965117	-0.09655861642290604	-0.21842973089135723	-0.08482259245187602	-0.09909576125114031	-0.16855788099383298	0.4961867103941284	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL061W	-0.21256084898295632	-0.18798610342838987	-0.042922491783014376	0.08912316864110392	-0.04779770555360588	0.1728880348921258	-0.04688995084095614	0.2699784415903197	0.043158960784477	-0.14649976330759082	-0.04365239497157712	0.0700089905695547	0.13922565863391437	-0.10036854021541992	-0.1368921451272135	0.48051835130192805	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL062W	-0.21423782863275428	-0.0945420233624583	-0.04284970369782587	0.03209592192008512	-0.0042037315942659945	-0.22770895908079558	0.12470638792888351	0.30169751510810483	-0.07691896150062409	-0.1721772785774567	-0.04317030253027635	0.28237608449697366	0.057144109599879526	0.040897646825737974	0.1452474600966862	0.3610788119590368	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL064C-A	-0.06391545341626709	0.30976326036979335	-0.07528476177654733	-0.5213958139026517	-0.0004738703641289625	0.17091848386964872	0.059626311124132796	0.3277273405921918	-0.26755110479521665	-0.13331452574816238	-0.15875566903368057	0.2883826446078287	0.07762791087635482	-0.11124962421561312	0.06857130158784397	0.28747859704753376	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL065C	-0.10948064816872592	-0.19575224000350644	-0.03563865746116598	-0.11174329817346246	-0.007237084626170019	0.0800286168679159	-0.12627092309337204	-0.4472399821109428	-0.25900680128673154	-0.2977119987373153	-0.13084594169979658	0.2266694382048661	0.6571846555835529	0.23448322668112	0.35389335948626105	0.77423474483302	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL066W	-0.1596930347288014	-0.19770107257888356	-0.06037903903467423	0.08519033211355352	0.09788566179713624	0.1701262102348743	-0.40582998864438596	0.25907711909466724	0.12378399388931167	-0.1050389668394302	-0.0662324802400352	-0.8842456806754886	-0.6698683101857977	-0.12946575659196083	-0.09482628412114923	-0.1538432095085002	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL067C	-0.19338913610301856	0.017968059567158648	-0.06712047676365418	-0.4942924478483417	-0.2105241631119951	0.21733146383251384	0.20294640624608576	0.003820769673956941	-0.26162189024962373	-0.30823764160958794	-0.09495287791241974	0.06711495495901477	-0.1699551171362195	-0.19495057602177635	-0.06157479327219831	0.3816342380736792	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL068C	-0.15827595223346785	0.060626245012274184	-0.05842146008118509	-0.44384306446597943	-1.2309198723102017	-0.2532747162458701	0.4293037083938118	-0.9933405546021817	-1.2755203716434895	-0.1681027077545711	-0.11897217498182984	0.11533809103353432	0.1343897173490596	0.005291663246937205	0.0962960291850856	0.27609011337990785	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAR002C-A	-0.14857939312865737	0.015164758840790273	-0.06174620088035618	-0.10745011919161726	0.10994892303331344	0.20231030914780856	0.13048861057520816	0.2073964274013876	-0.4195853993050066	-0.20597263002502222	-0.329954367558785	-0.2306188694734058	-0.7364852838976669	-0.7475537961519921	-0.5374811652783887	-0.24640958478654912	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAR002W	-0.16945053554012543	1.2172103113698258	0.27186985507462774	0.36055216493874787	0.16933748289233427	-0.3151101124547849	0.5502462941606563	0.1887837999208547	-0.13397396624536778	-0.23812280286519985	-0.18335313722450972	0.24861244844670616	-0.1944890793189626	-0.1192498696647261	0.027167943501251356	0.28502612234873753	-1.1126253680086102	2.8941278356400937	0.0	0.0	0.0	0.0
YAR003W	-0.033111387347930565	-0.03545233941150948	-0.11255669052538735	-0.535885936316839	-2.633208660846041	-0.8530779298811167	0.1581137946956885	-0.7301843316048222	-0.06148390136901568	-0.20859497353175588	-0.5328501001991873	0.1113033907370564	-0.05466375010364516	-0.11723095423093965	0.03772317721053736	0.40076473827701464	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAR014C	-0.587178644710562	-0.08565139131290718	-0.08786762262996893	0.06326029811765763	0.09119698872663423	0.1274868089776537	0.12285755230975481	0.31662015750052347	0.045997437840449004	-0.2512474975623461	-1.2112835822833985	-0.5207065974179833	-0.005016217725012722	-0.01983797304902028	0.14245717330009425	0.4171505770997976	0.0	-0.05967273887917759	6.392250743299843	0.0	0.0	0.0
