orf	hom | growth (relative abundance in pooled culture) | YPGal, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | YPGal, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Lys, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Trp, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Thr, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | standard | YPD | Giaever G~Johnston M, 2002	hom | cell size | standard | YPAD | Giaever G~Johnston M, 2002	hom | elongated cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | round cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | football cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | clumped cell shape | standard | YPAD | Giaever G~Johnston M, 2002
YAL002W	-1.5945747950543105	0.08159634277430391	-0.23161653496113088	-0.033000213855277294	0.6083951572707245	-0.10941761628542988	0.47005334203360133	0.048179512296167515	-0.1880048261569643	-0.3922614920629252	-9.930683134644084	-5.6566673839691	-0.0442762608312414	-0.04117696747393284	0.32069901389988315	0.12816823895581078	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL004W	-0.2702312365096314	0.05980817626328598	-0.0832636658003484	-0.6749013767226721	-0.26989679737261363	-1.0030550344183988	-0.0012132942359085151	0.3521735900509735	-0.03618996143549883	-0.043658896556416006	-0.07663164538227267	0.3146034856400318	0.2713146719536555	0.1633013386217939	0.38231446029538085	0.14362540800664195	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL005C	-0.22431815697568228	-0.18979388832100516	-0.07079892279179643	0.08665891710323596	0.06195415451320979	-0.3052724890201079	0.10142206689085806	-0.012002057303192084	-0.1003191087342703	-0.23063280806079148	-0.01364598924221176	0.08978262162917142	-0.012599598036011487	-0.05354682776763341	0.02758828251470672	0.37203771404442937	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL007C	-0.14637433304232264	-0.22575680994124314	-0.06855724253851617	0.015384250377484292	0.08083663177170666	-0.2299700903629109	0.1254529086792245	-0.015429339690420455	0.17313054938504305	-0.18995345915195153	-0.09770312754080394	0.06851140915898848	0.01401888394634086	-0.008254341444324463	-0.15033194663164665	0.50258916710805	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL008W	-0.11130819228124457	-0.07613958706500998	-0.07205839131777525	-0.14594671300004675	-0.04558730292798698	-0.5985931588302492	0.1098875891211874	-0.8706996225712872	-0.5903460610663979	-0.6323349578125205	-0.028228855651380273	0.22847141590149678	-0.006119038468395958	-0.06881008274855033	-0.05538326908152357	0.4758697429200665	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL009W	-0.14259906282246035	0.0065208967714498215	-0.04376960923728563	0.08430744841766981	-0.07167328441988241	0.05348503499375179	0.09373170377775011	-0.39098619838537657	0.04259418054831423	-0.25804649718793143	-0.09818743702303044	0.21525665510289424	0.10608734179763477	-0.12564626739548923	-0.01569055182464856	0.1497620565650472	0.0	2.8941278356400937	0.0	5.365535582759381	0.0	0.0
YAL010C	-0.07954324475915524	-0.08110664087021342	-0.029484819865938854	0.09763687558181487	0.10416683519471108	-0.2766664038710001	0.054547074714393254	0.1675556496161058	-0.07125919108814772	-0.20453188051879903	-0.023029728920451867	0.051618284986086616	-0.07403136422228149	-0.12238902290258147	0.01013625827993848	0.265357856239295	-1.4093254661442396	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL011W	-0.3647042498915773	-0.10952691902473666	-0.04657741521722008	-0.43700589986227656	-1.9601637758656565	-0.6250894988118417	0.06964613788173071	-5.368119986454119	-1.0265379265833032	-0.3244419826459923	-2.165996230049731	-2.5625842253180844	0.011508469899826552	-0.03187740034237904	0.13621576424798795	0.12982587849124708	0.0	2.8941278356400937	4.2615004955332285	0.0	0.0	0.0
YAL012W	-1.0791104849682343	-0.08257775082187664	-0.28934067067162955	0.3101349532166754	-0.01614861124467817	-5.224762675334467	1.0799812160710462	-1.2646809688823855	0.7795031151642328	-0.5680507689592046	-0.5021284397711628	-0.3650586781272381	-0.8889508925258855	-0.8255444477041722	-0.18843776252706257	0.09088316310429446	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL013W	-0.13422881444708135	-0.03881594488126503	0.041062996424929374	0.5480330944995538	0.08523971930560645	0.12802531942888845	0.19818540888027583	0.36491736845369643	0.8755639534933357	-0.1709216992345672	-0.07934449539504045	0.09277135830648697	0.19553286968894779	0.0279040723898578	0.26721816957759015	0.4591353191554375	0.0	-0.05967273887917759	0.0	3.577023721839587	0.0	0.0
YAL014C	-0.15721121798036267	-0.17912070100726582	-0.042190612090160035	-0.01261456022155721	0.029220491736773723	-0.4579030328252002	-0.10176011766178203	0.3581704142511244	-0.17351533517899084	-0.12254136028564536	-0.2952087364105259	0.2207420694452586	-0.03592325885502171	-0.09265537730929271	-0.09735939986678165	0.5252368311152911	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL015C	-0.1514566901755661	-0.07010011783104908	-0.050744144397740644	-0.04375989655536254	0.045073364544022415	0.025022089244829984	-0.08996135527943136	0.12251551628108452	-0.14098691806470576	-0.2776063139148114	-0.09396786942112317	0.21389020567968975	0.15894578904612508	0.07202248051522299	-0.15549742676435294	0.23917903000778168	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL016W	-0.12480764203127702	-0.08885149238729172	-0.07942177216765539	1.0465707608056485	0.3173582741894167	-0.001036585821790442	-0.02976945256862728	0.5851899568275098	0.18275151178700463	0.020318105775764195	-0.07409553704330453	-0.0763632491317451	0.08119239487380246	-0.02611174977941606	0.12063459601071055	0.25392219870419086	-3.523313665360599	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL017W	-0.0921214759862514	-0.13740807985603007	-0.04527387338230941	0.020610804688723512	0.10042183095085983	0.4301878808133182	-0.04651149779486779	0.3643427308580144	-0.050746697026023316	-0.04410906453411988	-0.12671422693457282	0.05371098529434422	0.23596847063640283	-0.15090833913999643	0.2942411741936914	0.12261725841251281	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL018C	-0.0769961996141871	-0.012679182430300457	-0.024367772153163974	-0.10610162352955445	0.05484979593394339	0.16209167200171737	0.026027842041534906	0.16316398071928748	-0.06951138998131555	-0.2002151123958613	-0.03920842967597117	0.3182685135579893	0.16528439912323625	0.06024995058397293	0.2127995523901543	0.40144621051012236	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL019W	-0.15973077527801283	-0.39998287959766454	-0.048307209403132996	0.0037526809302100513	0.09906574472582408	-0.2482913445356905	-0.7402272257711763	0.1628121384510534	0.10865456145311356	-0.3785313428920335	-0.15660018725364547	0.0737296312058074	0.041389318292613005	-0.24084750520237241	0.13701371359832432	0.23599273060202114	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL020C	-0.11492576092047323	-0.234184931348926	-0.049914754947192295	0.09285685199996767	0.11553986456185367	-0.08745296368454113	-0.4448818461826576	0.2299048648387693	0.0648833014895486	-0.18478162004023974	-0.13145774139525743	-0.14616769535326685	-0.2570552054936843	-0.2580763517731053	0.024130455678233943	0.46515747196344526	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL021C	-0.03081668240904846	-0.12893848187653686	-0.11020739727345641	0.11084287047833079	-0.02144327403616036	-0.617419465355784	-0.031315399867953946	-0.2980766882931715	-0.08319827645976184	-0.4234280114220181	-0.3454331878620647	-0.586834371355684	-0.1603612816098218	-0.15407097553119498	0.039896816252761834	0.1474218928920826	-1.1497128802755638	-0.05967273887917759	0.0	5.365535582759381	0.0	0.0
YAL022C	-0.18155241386329846	-0.21200648670033667	-0.058243348147341195	0.09583871311545013	0.07829121246697004	0.18598664482651367	-1.1498095122763758	0.16729269682424933	0.0989754352553928	-0.07295285258709858	-0.057052936247058275	0.32871457270891713	0.0996025708939578	0.060616104996929876	0.20218915352769748	0.39280279280167235	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL023C	-0.21677718425130227	0.37271215967399435	-0.02941293252398157	0.745522670604442	0.10531898767588155	-0.1151400114173106	0.23488496900901124	0.12741326212038206	0.2636924176113225	-0.19665805120577995	-0.1016659120754898	0.07518904228843859	-0.00021799536314267477	-0.16757164303469932	0.05495756310486777	0.3452152841389504	-2.3365132728180815	-3.013473313398449	0.0	3.577023721839587	0.0	0.0
YAL024C	-0.5645632613894601	0.14800086148722952	-0.012073487629599467	0.10200532036149845	-2.0339568633980134	0.3902418564837128	0.04445080904348582	-0.4080580511238439	-0.004680458533552249	-0.07744450220591133	-0.09382481848139135	0.22983641581857717	-0.44084454864503075	-1.417284111070881	-0.01242774839491449	0.27980802909670116	0.0	-0.05967273887917759	4.2615004955332285	0.0	0.0	0.0
YAL026C	-0.17438707892381008	-3.7008430055031365	-0.6473534603143629	-0.7462672875065552	-2.7081699594973676	0.2504601649764699	-3.9426553604035575	-7.199760852413808	-3.396055199202287	-3.8388684082810243	-1.7269366774376247	-1.0102970041215762	-0.21565507126199282	-0.08602983009404527	-0.011486397437343112	0.07910458472807058	0.0	-0.05967273887917759	4.2615004955332285	0.0	0.0	0.0
YAL027W	-0.14650514337682607	-0.1364067252769986	-0.06189128938720038	0.09918653514133247	0.07784100714761467	-0.2672784619922984	-1.279978652528476	-0.032324270930888716	-0.09944180869559367	-0.3280135462040243	-0.15989547670961451	-0.05809222443725821	-0.000903344531743596	-0.13558194586692665	0.026631889673430713	0.1983763048580118	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL028W	-0.1512288106181786	-0.08329335837863841	-0.04467385217151448	0.09384132300896283	0.036171260245158675	0.3360792033655918	-0.5776657847236235	0.3585801704426736	0.0968325021973864	-0.19434229964894684	-0.04903290465824312	-0.15530166156064465	-0.043499543980264864	-0.08091002584993225	-0.1422550109024366	0.4653744879369901	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL029C	-0.20295618855740258	-0.11304502667724338	-0.030087199073345477	-0.021076178530188946	-0.07653304924850793	0.08352746217336804	-0.037768158928562105	0.06655705426441569	-0.1812494435564766	-0.13908726957112527	-0.09095609184353631	0.07613494166816613	-0.22640890099634642	-0.26529545456304077	-0.09684894850614417	0.11238473678741563	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL030W	-0.15133131554077345	-0.16710130211912264	-0.046171007903395005	0.04506960730975053	-0.004464488812332327	-0.3694671524126646	-0.028091957606047855	0.19575923008863352	-0.37803428262632444	-0.16848517216424885	-0.09722089005944261	-0.17813341232405122	-0.04183277040778975	-0.07261431385554007	-0.10813876806489524	0.4660163923807379	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL031C	-0.07525315190692881	0.4948026276990594	-0.035760475811667095	-0.22092812097409034	-0.1496491697222929	-0.10283226139522622	0.02834685040922724	0.18931377841465893	-0.4049225811470366	0.1294034956994538	-0.13479312406796767	-0.08978393643371377	-0.1053945571332889	-0.05706405580085342	0.23240770733137997	0.06891179272378271	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL034C	-0.09857031499556944	-0.13936195054606215	-0.03740463628121494	-0.17284550602006069	-0.012758196122993363	0.011672543571844453	0.15566379814443823	-0.2729743430368827	-0.5434629681772801	-0.22083649728654103	-0.08513631797345275	0.26224534344524547	-0.2589290211640477	0.040832203926319637	0.023074223636571925	0.37962938916371597	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL035W	-0.1968102903734295	-0.06982122498801922	-0.03939387320381184	0.18106837534114048	0.11277921099035597	-0.2955069654314505	0.05271890487649325	0.1642062884298338	-0.07282528272256013	-0.20679042398245087	-0.19043119577999804	0.054519374859763936	-0.06432876636455892	-0.11218016900096728	0.018052596714999376	0.2826092505687928	-1.928550637881591	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL036C	-0.18774966394210024	-0.1623447751127362	-0.04555430286255923	0.05448751332620796	0.08091717538780326	0.058398427441618224	-0.44491443587488283	0.30642001863163393	0.023050120670823793	-0.08496003772250363	-0.019183660194501437	0.3111529846284436	0.10709787935080296	0.025173907472411088	0.1679110280618336	0.36795341192636416	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL037W	-0.08338332354508148	-0.13077311718640228	-0.04735957015170024	-0.014286096423154974	0.05299493718381038	0.3652893014404228	0.11786583950477911	0.22122531479789664	-0.09200839177464674	-0.20579599066636536	-0.19638032466409458	0.07069494518435739	0.03331540888124506	-0.20554374305221523	-0.020495096225966337	0.4305044228037513	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
YAL039C	-4.650254801637729	-0.15307085579788682	-0.3187158810449956	0.06850592539107994	0.08001699952449895	-0.3771153909806282	-0.09090386876037616	0.15136586773064728	0.031471903005055556	-0.33880858154762183	-0.1825101022324951	-0.1505843405134495	-0.038772914331438625	-0.10674805073777215	-0.07845765763949111	0.438985118989905	0.0	-0.05967273887917759	0.0	0.0	0.0	0.0
