orf	hap a | growth (colony size) | sodium bicarbonate [40 mM] | YPD + G418 [200 ug/ml] | Cao X~Liu B, 2022
YCL039W	-0.1636
YCL040W	0.3890466666666667
YCL042W	0.26222
YCL044C	-0.36235666666666666
YCL045C	0.06579333333333333
YCL046W	0.1476
YCL047C	-0.0135
YCL048W	-0.1633933333333333
YCL049C	0.18190333333333333
YCL050C	-0.08935333333333334
YCL051W	-0.1764
YCL055W	-0.005966666666666666
YCL056C	-0.13508333333333333
YCL057W	-0.07122333333333333
YCL061C	0.18507500000000002
YCL063W	0.04791666666666666
YCL064C	-0.019186666666666668
YCL069W	-0.2337233333333333
YCL076W	0.17409
YCR001W	0.05218333333333334
YCR005C	0.26324333333333333
YCR006C	-0.04142333333333333
YCR007C	0.14665333333333333
YCR008W	0.15180333333333335
YCR009C	-0.7673766666666667
YCR010C	-0.1801533333333333
YCR011C	0.20060333333333333
YCR014C	-0.12377333333333335
YCR015C	0.13353
YCR016W	0.13022999999999998
YCR017C	-0.02905333333333333
YCR019W	-0.21844
YCR020C	0.22516000000000003
YCR020C-A	0.19195666666666666
YCR021C	0.16336333333333333
YCR022C	0.06386666666666667
YCR023C	0.29051666666666665
YCR024C-A	0.11603333333333334
YCR025C	0.29111666666666663
YCR026C	-0.15949000000000002
YCR027C	-0.07
YCR028C-A	0.08490666666666667
YCR030C	-0.00586
YCR031C	-0.009276666666666667
YCR032W	0.25817333333333337
YCR033W	0.3663266666666667
YCR034W	-0.23491666666666666
YCR036W	-0.16158333333333333
YCR037C	-0.2536633333333333
YCR044C	-0.2632933333333333
YCR045C	0.09265000000000001
YCR048W	0.25872666666666666
YCR049C	-0.09601666666666668
YCR050C	-0.0757
YCR051W	0.23595
YCR053W	-0.31844
YCR059C	-0.13042666666666666
YCR060W	-0.15574666666666667
YCR061W	-0.12126833333333335
YCR063W	-0.06312666666666666
YCR065W	0.052443333333333335
YCR067C	0.26814333333333334
YCR068W	-0.18497
YCR069W	0.06219666666666667
YCR071C	0.20234
YCR073C	0.49368666666666666
YCR073W-A	0.03775
YCR075C	0.11048999999999999
YCR076C	-0.4441833333333333
YCR077C	-0.12201333333333332
YCR079W	-0.14217333333333335
YCR082W	-0.16964
YCR083W	0.18816333333333335
YCR085W	0.046303333333333335
YCR086W	0.21035
YCR087C-A	0.19051666666666667
YCR087W	0.41442666666666667
YCR088W	-0.19657
YCR089W	0.11287999999999998
YCR090C	-0.20466666666666666
YCR091W	-0.04108
YCR092C	0.3187966666666666
YCR095C	0.13824999999999998
YCR098C	0.10285
YCR099C	0.09134666666666667
YCR100C	-0.2014733333333333
YCR101C	-0.29517999999999994
YCR102C	-0.13996666666666668
YCR102W-A	0.06635333333333333
YCR105W	0.08469333333333333
YCR106W	-0.031223333333333336
YCR107W	-0.12785666666666665
YDL001W	-0.30604666666666663
YDL002C	-0.07398666666666666
YDL006W	0.05806666666666666
YDL010W	0.09103
YDL011C	-0.25378666666666666
YDL012C	0.09724666666666666
YDL013W	-0.28287
YDL018C	0.21229
YDL019C	0.05510333333333334
YDL020C	0.03767
YDL023C	0.17077666666666666
YDL024C	0.053503333333333326
YDL025C	-0.3216733333333333
YDL026W	0.22351666666666667
YDL027C	-0.24446666666666664
YDL033C	-0.12924
YDL035C	-0.31207
YDL036C	-0.1471633333333333
YDL037C	-0.20175666666666667
YDL039C	-0.10687
YDL048C	-0.17620666666666665
YDL050C	0.17310666666666666
YDL051W	-0.22347666666666666
YDL053C	-0.13752333333333336
YDL054C	-0.12329666666666668
YDL056W	0.10147666666666666
YDL059C	-0.0005466666666666652
YDL061C	-0.05197333333333334
YDL062W	-0.01123666666666667
YDL065C	-0.08944
YDL066W	-0.048716666666666665
YDL070W	0.2134
YDL071C	-0.10550333333333332
YDL074C	-0.03205499999999999
YDL076C	0.013000000000000003
YDL077C	-0.11653000000000001
YDL078C	0.08436666666666666
YDL079C	0.04109
YDL080C	-0.05453
YDL081C	-0.06788666666666666
YDL082W	-0.10913333333333335
YDL083C	0.029930000000000002
YDL085W	-0.14212333333333335
YDL086W	-0.10831666666666666
YDL088C	0.06613666666666666
YDL089W	-0.21814666666666668
YDL091C	0.15260666666666667
YDL093W	-0.16676666666666665
YDL094C	-0.011183333333333332
YDL095W	0.03163333333333334
YDL096C	-0.2776733333333334
YDL099W	0.14377666666666666
YDL100C	0.02930666666666666
YDL104C	-0.05253333333333333
YDL106C	-0.65237
YDL109C	0.19448999999999997
YDL110C	0.06124666666666667
YDL112W	0.2452
YDL113C	0.22406333333333336
YDL114W	0.13002333333333335
YDL117W	-0.13369666666666666
YDL118W	-0.10227666666666667
YDL119C	-0.31640333333333337
YDL121C	0.004349999999999999
YDL122W	0.054689999999999996
YDL123W	0.30262000000000006
YDL124W	0.26918666666666663
YDL125C	0.03515
YDL127W	0.015460000000000002
YDL128W	0.05237666666666666
YDL129W	-0.08218333333333334
YDL130W	0.11742333333333332
YDL130W-A	-0.23398666666666668
YDL131W	-0.009336666666666665
YDL133C-A	-0.050006666666666665
YDL133W	0.01248
YDL134C	0.26421666666666666
YDL135C	0.10933
YDL136W	0.15086
YDL137W	0.02173
YDL138W	-0.05122666666666667
YDL142C	-0.06657
YDL144C	0.24148666666666666
YDL146W	0.22619
YDL149W	-0.10663333333333334
YDL154W	-0.06348666666666668
YDL155W	0.05198
YDL156W	0.26720333333333335
YDL157C	-0.06767333333333334
YDL161W	0.05648333333333332
YDL162C	0.16203
YDL167C	0.22170333333333334
YDL168W	0.24762000000000003
YDL169C	0.19082999999999997
YDL170W	0.051186666666666665
YDL171C	0.17619666666666664
YDL172C	0.03135333333333334
YDL173W	0.03506333333333333
YDL174C	0.2808
YDL175C	0.13485999999999998
YDL176W	-0.015370000000000002
YDL177C	-0.11847666666666667
YDL178W	0.26137000000000005
YDL179W	0.3395033333333333
YDL180W	-0.05588666666666666
YDL181W	-0.06244333333333333
YDL182W	0.10571000000000001
YDL183C	-0.12762333333333334
YDL184C	0.039856666666666665
YDL186W	-0.23001000000000002
YDL187C	-0.15067
YDL188C	0.12158333333333332
YDL189W	0.15062666666666666
YDL190C	0.20475999999999997
YDL191W	0.013666666666666667
YDL194W	0.08567000000000001
YDL197C	0.05418666666666666
YDL199C	0.14061666666666667
YDL200C	-0.18593
YDL201W	0.10129666666666666
YDL203C	-0.024913333333333332
YDL204W	0.10236
YDL206W	0.04132666666666667
YDL210W	-0.11694666666666666
YDL211C	-0.0006900000000000019
YDL213C	0.24211333333333332
YDL214C	0.1571233333333333
YDL215C	-0.17470666666666668
YDL216C	0.034783333333333326
YDL218W	-0.13681333333333331
YDL219W	0.19085
YDL222C	0.26083666666666666
YDL223C	0.15575333333333333
YDL224C	-0.10787000000000001
YDL226C	0.1732733333333333
YDL229W	0.008563333333333334
YDL230W	0.04298333333333334
YDL231C	-0.02464
YDL232W	0.06584000000000001
YDL233W	-0.15621333333333334
YDL234C	-0.16276333333333334
YDL236W	0.16716666666666669
YDL237W	-0.18970999999999996
YDL238C	0.03757666666666667
YDL239C	-0.021473333333333334
YDL240W	-0.10334666666666666
YDL241W	0.2390133333333333
YDL242W	0.09860000000000001
YDL243C	0.06508666666666667
YDR001C	0.06246666666666667
YDR003W	0.18279
YDR004W	0.010776666666666665
YDR005C	-0.16389333333333334
YDR006C	-0.2599533333333333
YDR007W	-0.047043333333333326
YDR009W	0.13082666666666667
YDR010C	-0.16633
YDR011W	0.045380000000000004
YDR014W	0.007656666666666667
YDR015C	0.006313333333333333
YDR018C	-0.11642333333333332
YDR019C	-0.19121
YDR020C	0.09529333333333333
YDR022C	-0.13326666666666664
YDR024W	0.12107666666666667
YDR026C	0.07222666666666666
YDR029W	0.09966666666666667
YDR030C	-0.013543333333333333
YDR031W	0.09864
YDR032C	-0.05994
YDR033W	-0.19663333333333333
YDR035W	-0.07248
YDR036C	0.02034
YDR042C	0.11508333333333333
YDR043C	0.11163333333333335
YDR046C	0.05499999999999999
YDR048C	0.06413666666666666
YDR049W	-0.16701666666666667
YDR051C	-0.08048666666666666
YDR055W	0.055279999999999996
YDR056C	0.24651
YDR057W	-0.17617666666666665
YDR058C	0.1668533333333333
YDR059C	0.12032666666666665
YDR061W	0.03282333333333333
YDR063W	-0.09201999999999999
YDR066C	-0.15661
YDR067C	0.009316666666666668
YDR068W	0.3449866666666667
YDR070C	-0.025516666666666663
YDR071C	0.05671
YDR072C	-0.03620333333333334
YDR073W	0.1425
YDR074W	0.09335333333333333
YDR075W	-0.19212666666666664
YDR076W	0.08458666666666666
YDR077W	-0.006273333333333332
YDR080W	-0.10379666666666666
YDR083W	0.35677999999999993
YDR084C	-0.07674666666666667
YDR085C	-0.08089
YDR089W	-0.10133666666666667
YDR090C	-0.02956333333333333
YDR092W	0.08868666666666665
YDR093W	-0.10525666666666667
YDR094W	0.023096666666666665
YDR095C	-0.07765000000000001
YDR096W	-0.05796333333333333
YDR097C	0.12207666666666667
YDR098C	-0.04099333333333333
YDR099W	0.20599333333333333
YDR100W	-0.08092666666666666
YDR101C	0.15645666666666666
YDR102C	-0.15644333333333332
YDR104C	0.006849999999999999
YDR105C	-0.04679
YDR107C	0.013123333333333334
YDR108W	-0.2609966666666667
YDR109C	0.08917666666666668
YDR110W	-0.11087333333333334
YDR111C	0.09311666666666667
YDR112W	-0.028676666666666666
YDR116C	-0.055523333333333334
YDR117C	0.30748
YDR119W	0.02561333333333333
YDR120C	0.21547000000000002
YDR121W	0.18062999999999999
YDR122W	0.15095666666666666
YDR123C	0.03157666666666667
YDR124W	0.04317000000000001
YDR125C	-0.11364333333333333
YDR126W	-0.20243
YDR127W	-0.0020733333333333333
YDR128W	0.18272333333333332
YDR130C	-0.03917
YDR131C	-0.061470000000000004
YDR132C	0.09846666666666666
YDR133C	-0.05811333333333333
YDR135C	0.08257333333333333
YDR139C	-0.12819999999999998
YDR142C	0.11735666666666666
YDR143C	0.14581000000000002
YDR144C	0.03126333333333333
YDR146C	0.04251666666666667
YDR147W	0.07433666666666666
YDR148C	-0.06534333333333332
YDR149C	-0.21778
YDR150W	0.054833333333333324
YDR151C	0.18352666666666664
YDR152W	-0.08797666666666666
YDR153C	0.18194333333333332
YDR154C	0.021213333333333334
YDR155C	0.1949533333333333
YDR156W	0.30169
YDR157W	0.22744333333333333
YDR158W	-0.15386333333333332
YDR159W	-0.25033666666666665
YDR161W	-0.11592666666666666
YDR162C	0.13047
YDR163W	-0.15991666666666668
YDR165W	-0.18037333333333336
YDR169C	0.26902666666666664
YDR171W	-0.012263333333333334
YDR178W	0.09369666666666666
YDR179C	0.006629999999999997
YDR179W-A	-0.18822666666666665
YDR181C	0.09061333333333334
YDR183W	0.15580333333333332
YDR184C	-0.09785333333333333
YDR185C	-0.0273
YDR186C	0.057846666666666664
YDR191W	0.08790333333333333
YDR192C	-0.06001
YDR193W	0.14482
YDR198C	-0.029856666666666667
YDR199W	-0.14103
YDR202C	0.007586666666666665
YDR203W	-0.11703999999999999
YDR205W	0.16463333333333333
YDR206W	0.06957333333333333
YDR207C	-0.12991666666666665
YDR209C	-0.05580333333333334
YDR210W	-0.032376666666666665
YDR213W	0.003959999999999999
YDR214W	-0.10950333333333333
YDR215C	0.13831000000000002
YDR216W	-0.10812999999999999
YDR217C	0.06844666666666667
YDR218C	-0.14390666666666665
YDR219C	-0.2036933333333333
YDR220C	0.08246666666666667
YDR221W	0.06983
YDR222W	0.17466666666666666
YDR223W	-0.10622333333333334
YDR225W	-0.029199999999999993
YDR229W	0.18070333333333333
YDR233C	-0.18130000000000002
YDR239C	0.13198666666666667
YDR242W	-0.1484633333333333
YDR244W	0.08276666666666667
YDR245W	-0.49838000000000005
YDR247W	-0.040556666666666664
YDR248C	0.19640333333333335
YDR249C	-0.0035466666666666667
YDR250C	-0.04329333333333333
YDR251W	0.15835333333333335
YDR252W	0.06795333333333332
YDR253C	0.30972
YDR254W	-0.0010833333333333344
YDR255C	-0.08502
YDR256C	-0.008280000000000001
YDR257C	0.031226666666666666
YDR258C	0.18366666666666664
YDR259C	-0.03164666666666666
YDR260C	-0.004603333333333334
YDR261C	-0.12353333333333333
YDR262W	0.08625666666666666
YDR263C	0.040003333333333335
YDR265W	0.3248
YDR266C	-0.043866666666666665
YDR269C	0.24974
YDR270W	0.03357333333333334
YDR271C	-0.17577333333333334
YDR272W	0.2180266666666667
YDR273W	0.14636666666666667
YDR274C	0.026073333333333334
YDR275W	-0.12093666666666668
YDR276C	0.0
YDR277C	0.08504333333333335
YDR278C	-0.19951333333333332
YDR279W	0.29689
YDR281C	0.09577666666666668
YDR282C	0.13253666666666666
YDR284C	-0.04731
YDR285W	-0.07163666666666667
YDR286C	0.10193999999999999
YDR287W	-0.060250000000000005
YDR289C	-0.20312333333333332
YDR290W	-0.04078333333333333
YDR291W	-0.03460666666666667
YDR294C	0.03664333333333333
YDR297W	-0.11358666666666666
YDR304C	-0.11661666666666669
YDR305C	-0.0071433333333333305
YDR306C	-0.10118333333333333
YDR307W	0.10584666666666669
YDR309C	-0.11002333333333335
YDR310C	-0.09026333333333332
YDR312W	0.26003666666666664
YDR313C	-0.03945666666666667
YDR314C	-0.009263333333333333
YDR315C	0.04466
YDR316W	-0.14268333333333336
YDR317W	0.10143333333333333
YDR318W	-0.07334999999999998
YDR319C	0.20575
YDR320C	-0.03342
YDR321W	0.13326
YDR326C	0.09813666666666666
YDR329C	-0.019343333333333334
YDR330W	-0.017486666666666668
YDR332W	0.07392
YDR333C	0.18863333333333335
YDR334W	-0.11602666666666667
YDR335W	-0.07361333333333334
YDR336W	0.014236666666666667
YDR338C	0.07827333333333333
YDR340W	0.08509333333333331
YDR344C	-0.16764
YDR345C	0.009946666666666666
YDR346C	-0.25451666666666667
YDR348C	0.053623333333333335
YDR349C	-0.015636666666666667
YDR351W	0.16423666666666667
YDR352W	-0.021949999999999997
YDR354W	0.06015
YDR357C	0.20600333333333332
YDR358W	-0.10342
YDR359C	-0.42321000000000003
YDR360W	0.06011
YDR363W	-0.0001566666666666649
YDR363W-A	0.010776666666666669
YDR368W	-0.0941
YDR369C	-0.01153
YDR370C	0.23076333333333335
YDR371W	-0.033510000000000005
YDR372C	-0.13825666666666667
YDR374C	0.09780333333333334
YDR375C	-0.06157000000000001
YDR378C	0.14497000000000002
YDR379W	-0.056953333333333335
YDR380W	0.033486666666666665
YDR382W	0.06260666666666667
YDR383C	-0.13603666666666667
YDR384C	0.25871
YDR385W	-0.08832
YDR386W	-0.13764666666666667
YDR387C	0.28174666666666665
YDR388W	-0.022356666666666664
YDR389W	0.12482666666666668
YDR391C	-0.03083
YDR393W	-0.20962666666666666
YDR395W	0.1169
YDR399W	-0.06262666666666666
YDR400W	0.031863333333333334
YDR401W	-0.1732566666666667
YDR402C	-0.17986666666666665
YDR403W	-0.09518
YDR406W	-0.06609666666666666
YDR408C	0.14742999999999998
YDR409W	-0.10151
YDR411C	0.2872433333333333
YDR414C	-0.20645
YDR415C	-0.021223333333333334
YDR419W	0.03667
YDR420W	0.16781000000000001
YDR421W	-0.05737
YDR422C	-0.19305000000000003
YDR423C	0.07694333333333334
YDR424C	-0.1803566666666667
YDR425W	0.19582666666666668
YDR426C	0.08761999999999999
YDR428C	0.34042
YDR430C	-0.07621666666666667
YDR431W	0.20517
YDR435C	-0.37481666666666663
YDR436W	0.21472
YDR438W	-0.10935333333333334
YDR440W	0.02607333333333332
YDR441C	0.036129999999999995
YDR444W	0.23715666666666668
YDR445C	0.08030333333333332
YDR446W	-0.16191999999999998
YDR447C	0.027023333333333333
YDR451C	0.17204666666666668
YDR452W	-0.15094
YDR453C	-0.24272333333333332
YDR455C	0.17947000000000002
YDR458C	-0.07057666666666668
YDR459C	0.29296666666666665
YDR461W	-0.06436333333333333
YDR463W	-0.11562333333333334
YDR465C	0.0666
YDR466W	-0.11341666666666667
YDR467C	0.06226666666666667
YDR469W	-0.09860000000000001
YDR471W	-0.06795666666666667
YDR475C	0.14347666666666667
YDR476C	-0.059283333333333334
YDR477W	-0.06709
YDR479C	0.10538666666666667
YDR480W	-0.07269666666666667
YDR481C	-0.09246666666666666
YDR482C	-0.05048666666666667
YDR485C	-0.10673333333333333
YDR486C	0.042973333333333336
YDR488C	-0.031959999999999995
YDR490C	0.03827333333333333
YDR491C	-0.20392
YDR492W	-0.14298
YDR493W	-0.14194666666666667
YDR494W	0.2215133333333333
YDR496C	0.0023166666666666683
YDR497C	-0.06530000000000001
YDR501W	0.08518999999999999
YDR502C	0.18563666666666667
YDR503C	-0.2521533333333333
YDR504C	-0.08873000000000002
YDR505C	0.11845333333333331
YDR506C	0.22996000000000003
YDR508C	0.10064666666666666
YDR509W	0.02284
YDR511W	-0.051473333333333336
YDR513W	0.23471666666666668
YDR514C	0.33086333333333334
