orf	hap a | growth (colony size) | sodium bicarbonate [40 mM] | YPD + G418 [200 ug/ml] | Cao X~Liu B, 2022
YBR199W	-0.2490354992776176
YBR201W	-0.10848978597400769
YBR203W	-1.108275352870482
YBR204C	1.2355195408594344
YBR205W	0.056519004608576506
YBR206W	0.3281396453679302
YBR207W	-1.2112935451761244
YBR208C	0.35217223238109246
YBR210W	-2.363266779521214
YBR212W	-0.07496769614490063
YBR213W	-0.8422698025347644
YBR214W	-1.634764947958675
YBR215W	0.8142193063740228
YBR216C	1.5334000878333256
YBR217W	-1.5181582368278337
YBR218C	1.1116506461140234
YBR219C	-1.6427196593921596
YBR220C	-1.7220796040462156
YBR221C	-0.30793779782155956
YBR222C	-2.8521352687710464
YBR223C	0.20155679025109527
YBR224W	2.124631675506042
YBR225W	1.809905857261243
YBR226C	-1.2664711670723878
YBR227C	2.1471107541686654
YBR228W	0.6788207592920791
YBR229C	0.36776346679072175
YBR230C	1.348326707470282
YBR231C	-1.5518674963377288
YBR232C	-0.7366686686342495
YBR233W	0.43778364437346295
YBR235W	-1.1556667160459702
YBR238C	-0.9197580503809417
YBR239C	0.3121553546286463
YBR240C	-0.8444784047680612
YBR241C	-1.042372908265074
YBR242W	0.6617134504680681
YBR244W	0.2209101352445607
YBR245C	-0.7791374692050166
YBR246W	-0.18358226190610027
YBR249C	0.40948358863833756
YBR250W	-0.7242218848618562
YBR255W	1.2442042140479914
YBR258C	-0.6783653130688285
YBR259W	-0.12982712958382467
YBR260C	-1.2591341155855036
YBR261C	0.8489205651920935
YBR262C	-1.5604024337816553
YBR263W	-0.19164927514805735
YBR264C	1.3064755668461148
YBR266C	-0.6308803650529466
YBR267W	-0.029972104883497205
YBR269C	0.5622140481612377
YBR270C	-1.629954687162427
YBR271W	0.33811578935392345
YBR272C	0.88090786363874
YBR273C	-1.5364072807046507
YBR274W	-1.4770744918948968
YBR275C	0.963150221376929
YBR276C	-2.1790543796897945
YBR277C	1.0293334205035192
YBR278W	-0.5353489599788188
YBR280C	-1.704672823732944
YBR281C	-0.9067310405981062
YBR283C	-1.471347099662788
YBR284W	0.12930929346697823
YBR285W	0.6496784399934082
YBR286W	-1.400840280909998
YBR287W	-0.8891370906040464
YBR288C	-1.4037414109622102
YBR289W	-2.286545927366267
YBR290W	-1.0596673867698727
YBR291C	-1.1227061352592267
YBR292C	0.5580588812477467
YBR293W	-0.647519749674988
YBR294W	0.7699911108038495
YBR295W	-0.758661106126824
YBR296C	-1.1192060622284936
YBR297W	0.9532489452632507
YBR298C	-1.1682445185949148
YBR299W	0.5685778173080251
YBR300C	-0.7620301603810056
YBR301W	-0.9849866841355136
YCL001W	0.9819233403599521
YCL001W-A	-0.36539888982343494
YCL002C	-1.190180805183253
YCL009C	0.7958953946248906
YCL010C	-0.7082937450268086
YCL011C	-0.6352414186153039
YCL014W	0.38575047311443583
YCL016C	-0.6277171974476315
YCL022C	-0.2050319073243899
YCL023C	0.9356175613330336
YCL024W	0.011504696379094287
YCL025C	-0.9064128521407666
YCL026C-A	0.750731350650778
YCL027W	-0.03976107918870268
YCL028W	-1.1816833016754837
YCL029C	-0.9869145318476286
YCL032W	-2.455653733958106
YCL033C	-0.9999041076943066
YCL034W	-0.8327802997188196
YCL035C	0.59334036607626
YCL036W	-0.9344508703227893
YCL037C	-0.977761934457102
YCL038C	0.9322672240469309
YCL039W	-1.315528340406888
YCL040W	1.7876326652474868
YCL042W	1.0754894637858072
YCL044C	-2.431564996040707
YCL045C	-0.02746403116093979
YCL046W	0.4318877994286453
YCL047C	-0.47270326781911953
YCL048W	-1.314367888386003
YCL049C	0.62450411792744
YCL050C	-0.8986265934199914
YCL051W	-1.3874014978294293
YCL055W	-0.4304029199610614
YCL056C	-1.155404678492867
YCL057W	-0.7968250040394701
YCL061C	0.6423133130544056
YCL063W	-0.12784313096747327
YCL064C	-0.5046344153615299
YCL069W	-1.7092771978803252
YCL076W	0.5806315447507637
YCR001W	-0.10388541182662614
YCR005C	1.0812355729859948
YCR006C	-0.6294953094151164
YCR007C	0.4265721804942698
YCR008W	0.45548989617599545
YCR009C	-4.7057889194217735
YCR010C	-1.4084768038861428
YCR011C	0.7295063088494337
YCR014C	-1.0918980058015437
YCR015C	0.3528834771680863
YCR016W	0.3343536787700873
YCR017C	-0.5600366408747387
YCR019W	-1.6234598992390878
YCR020C	0.867394212685856
YCR020C-A	0.6809544936530608
YCR021C	0.5204003414732279
YCR022C	-0.038282438710478504
YCR023C	1.2343778058066281
YCR024C-A	0.25463811172253453
YCR025C	1.2377468600608097
YCR026C	-1.2924503187657441
YCR027C	-0.7899558767545555
YCR028C-A	0.07985906380282363
YCR030C	-0.4298039769825403
YCR031C	-0.44898886926329673
YCR032W	1.0527670645381604
YCR033W	1.660057810822476
YCR034W	-1.715977872452531
YCR036W	-1.304204574719222
YCR037C	-1.8212421009276276
YCR044C	-1.8753154217072427
YCR045C	0.12333858064984533
YCR048W	1.0558740812392386
YCR049C	-0.9360418126094863
YCR050C	-0.8219618921692807
YCR051W	0.9279810383568887
YCR053W	-2.1849689416026914
YCR059C	-1.129257074086802
YCR060W	-1.2714311636132665
YCR061W	-1.0778322042903357
YCR063W	-0.7513614885760971
YCR065W	-0.10242548831648078
YCR067C	1.1087495160618115
YCR068W	-1.4355228227599899
YCR069W	-0.04765963971795067
YCR071C	0.7392578492184816
YCR073C	2.3751957271767608
YCR073W-A	-0.1849298836077729
YCR075C	0.22351179380751204
YCR076C	-2.8910291284387646
YCR077C	-1.082015446655944
YCR079W	-1.1952156695964467
YCR082W	-1.3494434865656497
YCR083W	0.6596545839794016
YCR085W	-0.13690214351760602
YCR086W	0.7842347235118063
YCR087C-A	0.6728687634430249
YCR087W	1.930143660199369
YCR088W	-1.500657871674168
YCR089W	0.2369318599200021
YCR090C	-1.546121387137541
YCR091W	-0.6275674617030014
YCR092C	1.3931725629870548
YCR095C	0.3793867039676483
YCR098C	0.1806125029709328
YCR099C	0.11602024613103969
YCR100C	-1.528190531718063
YCR101C	-2.054361938348917
YCR102C	-1.18282503672829
YCR102W-A	-0.02431958052370358
YCR105W	0.07866117784578122
YCR106W	-0.5722213870940289
YCR107W	-1.1148262916980574
YDL001W	-2.1153792542857617
YDL002C	-0.8123413705767842
YDL006W	-0.07084996316756753
YDL010W	0.1142421341635549
YDL011C	-1.821934628746543
YDL012C	0.1491492796304922
YDL013W	-1.9852401752339577
YDL018C	0.7951279989336603
YDL019C	-0.08748934778960893
YDL020C	-0.18537909084166376
YDL023C	0.5620268784804496
YDL024C	-0.09647349246742663
YDL025C	-2.203124400639114
YDL026W	0.858166747423014
YDL027C	-1.7696019859982548
YDL033C	-1.122593833450754
YDL035C	-2.14920081560413
YDL036C	-1.2232349708103902
YDL037C	-1.5297814740047604
YDL039C	-0.996984260674016
YDL048C	-1.3863159136808596
YDL050C	0.5751100391675216
YDL051W	-1.6517412380061347
YDL053C	-1.1691054991265393
YDL054C	-1.0892214793662771
YDL056W	0.1729011121224726
YDL059C	-0.39996912986495414
YDL061C	-0.6887345133844766
YDL062W	-0.45999444649362337
YDL065C	-0.89911323459004
YDL066W	-0.6704480355715018
YDL070W	0.8013607493038962
YDL071C	-0.9893103037617134
YDL074C	-0.5768912706296861
YDL076C	-0.32390337159276467
YDL077C	-1.0512260341663402
YDL078C	0.0768269149740601
YDL079C	-0.16617548159282855
YDL080C	-0.7030904279009059
YDL081C	-0.7780893189926045
YDL082W	-1.0096930819995122
YDL083C	-0.22883989072060668
YDL085W	-1.1949349150752648
YDL086W	-1.0051074248202094
YDL088C	-0.025536183448824745
YDL089W	-1.6218128060481551
YDL091C	0.460000685482983
YDL093W	-1.3333094600817352
YDL094C	-0.45969497500436274
YDL095W	-0.2192755200323466
YDL096C	-1.9560604219991293
YDL099W	0.4104194370422768
YDL100C	-0.23233996375133983
YDL104C	-0.6918789640217126
YDL106C	-4.0600160867674715
YDL109C	0.6951793893929387
YDL110C	-0.05299397562040489
YDL112W	0.979920624775522
YDL113C	0.8612363301879352
YDL114W	0.3331932267492027
YDL117W	-1.1476184197720918
YDL118W	-0.9711922786614479
YDL119C	-2.1735328741065527
YDL121C	-0.3724739037572164
YDL122W	-0.08981025183137853
YDL123W	1.3023391169007033
YDL124W	1.1146079270704714
YDL125C	-0.19952911870922657
YDL127W	-0.31009024915062006
YDL128W	-0.10279982767805655
YDL129W	-0.858366395082521
YDL130W	0.26244308741138855
YDL130W-A	-1.7107558383585495
YDL131W	-0.4493257746887148
YDL133C-A	-0.6776915022179923
YDL133W	-0.32682321861305547
YDL134C	1.0867009276650006
YDL135C	0.2169982889160943
YDL136W	0.4501929942096987
YDL137W	-0.27488363219442213
YDL138W	-0.6845419125348283
YDL142C	-0.7706961166014838
YDL144C	0.9590699223357535
YDL146W	0.873177755822201
YDL149W	-0.9956553559404222
YDL154W	-0.7533829211286062
YDL155W	-0.10502714687943217
YDL156W	1.1034713310635935
YDL157C	-0.7768914330355622
YDL161W	-0.07974052300499128
YDL162C	0.5129135542417133
YDL167C	0.847984716788154
YDL168W	0.9935091436007214
YDL169C	0.6746281584424307
YDL170W	-0.10948178528218341
YDL171C	0.5924606685765569
YDL172C	-0.22084774535096469
YDL173W	-0.20001575987927506
YDL174C	1.1798178438569646
YDL175C	0.3603515474315221
YDL176W	-0.4832034869113189
YDL177C	-1.0621567435243515
YDL178W	1.0707166369257168
YDL179W	1.5094423686924785
YDL180W	-0.7107082339089722
YDL181W	-0.7475245101199457
YDL182W	0.19667166158253194
YDL183C	-1.1135161039325423
YDL184C	-0.17310075978197967
YDL186W	-1.6884264954405572
YDL187C	-1.242925221229274
YDL188C	0.2858018635737144
YDL189W	0.4488828064441836
YDL190C	0.7528463680436807
YDL191W	-0.32015997797700735
YDL194W	0.08414524949286584
YDL197C	-0.09263651401127534
YDL199C	0.39267575130358695
YDL200C	-1.4409133095666808
YDL201W	0.17189039584621812
YDL203C	-0.5367901665208854
YDL204W	0.1778611086633512
YDL206W	-0.16484657685923465
YDL210W	-1.0535656551761883
YDL211C	-0.40077395949234196
YDL213C	0.9625887123345653
YDL214C	0.48536217722973896
YDL215C	-1.3778932780454056
YDL216C	-0.20158798519789317
YDL218W	-1.1651187849257574
YDL219W	0.6747404602509036
YDL222C	1.0677219220331107
YDL223C	0.47766950334935765
YDL224C	-1.002599351097652
YDL226C	0.5760458875714608
YDL229W	-0.3488156561056299
YDL230W	-0.15554424372407763
YDL231C	-0.5352553751384249
YDL232W	-0.02720199360783669
YDL233W	-1.2740515391442966
YDL234C	-1.3108303814191127
YDL236W	0.5417564020511237
YDL237W	-1.4621383513680244
YDL238C	-0.1859031659478698
YDL239C	-0.5174742554635775
YDL240W	-0.9772004254147382
YDL241W	0.9451819320212935
YDL242W	0.15674836867047973
YDL243C	-0.03143202839364255
YDR001C	-0.04614356530356894
YDR003W	0.6294828314363973
YDR004W	-0.3363875893013155
YDR005C	-1.3171754335978212
YDR006C	-1.8565610196922984
YDR007W	-0.6610521175959508
YDR009W	0.33770401605619027
YDR010C	-1.3308575372634144
YDR011W	-0.14208674367542995
YDR014W	-0.35390667142305987
YDR015C	-0.36144960955881095
YDR018C	-1.0506270911878188
YDR019C	-1.4705609870034788
YDR020C	0.13818113633632315
YDR022C	-1.1452039308899282
YDR024W	0.2829568844257389
YDR026C	0.008659717231118684
YDR029W	0.16273779845569145
YDR030C	-0.47294658840414383
YDR031W	0.15697297228742516
YDR032C	-0.7334680670927769
YDR033W	-1.501013494067665
YDR035W	-0.8038813010051726
YDR036C	-0.2826886078832762
YDR042C	0.24930377582008026
YDR043C	0.22993171385853606
YDR046C	-0.08806957380005137
YDR048C	-0.036766364296096816
YDR049W	-1.3347132326876445
YDR051C	-0.8488394583304185
YDR055W	-0.08649734848143327
YDR056C	0.9872763932304852
YDR057W	-1.3861474609681503
YDR058C	0.5399970070517175
YDR059C	0.2787455666080118
YDR061W	-0.21259356242821978
YDR063W	-0.9136001678830208
YDR066C	-1.2762788583456721
YDR067C	-0.34458562131982406
YDR068W	1.5402317811820831
YDR070C	-0.5401779377431458
YDR071C	-0.07846776917563371
YDR072C	-0.6001845374037363
YDR073W	0.40325083826810143
YDR074W	0.12728786091446928
YDR075W	-1.4757081532251453
YDR076W	0.07806223486726002
YDR077W	-0.4321248810243098
YDR080W	-0.9797272161053744
YDR083W	1.6064524142448302
YDR084C	-0.82783902014602
YDR085C	-0.8511042114679519
YDR089W	-0.96591409366323
YDR090C	-0.562900336990793
YDR092W	0.10108410560416771
YDR093W	-0.987925248123883
YDR094W	-0.26720967528211953
YDR095C	-0.832911318495371
YDR096W	-0.7223689050220564
YDR097C	0.2885719748493749
YDR098C	-0.6270808205329528
YDR099W	0.759771646232832
YDR100W	-0.8513100981168183
YDR101C	0.4816187836139817
YDR102C	-1.2753430099417327
YDR104C	-0.3584361776981263
YDR105C	-0.659629628021963
YDR107C	-0.32321084377384957
YDR108W	-1.862419430700959
YDR109C	0.10383549991174955
YDR110W	-1.0194633393366388
YDR111C	0.12595895618087544
YDR112W	-0.5579216234818357
YDR116C	-0.7086680843883845
YDR117C	1.329628456359574
YDR119W	-0.25307836438263553
YDR120C	0.8129839864808229
YDR121W	0.6173542361213433
YDR122W	0.4507357862839835
YDR123C	-0.21959370848968598
YDR124W	-0.15449609351166557
YDR125C	-1.0350171398101105
YDR126W	-1.533562301556675
YDR127W	-0.40854150124503846
YDR128W	0.6291084920748214
YDR130C	-0.6168426389938566
YDR131C	-0.74205915544094
YDR132C	0.15599968994732816
YDR133C	-0.7232111685856016
YDR135C	0.06675718614767286
YDR139C	-1.1167541394101723
YDR142C	0.26206874804981284
YDR143C	0.4218367875703369
YDR144C	-0.22135310348909198
YDR146C	-0.1581646192551078
YDR147W	0.020507558024990716
YDR148C	-0.7638082723484901
YDR149C	-1.619753939559488
YDR150W	-0.08900542220399073
YDR151C	0.633619281381809
YDR152W	-0.8908964856034524
YDR153C	0.6247287215443853
YDR154C	-0.27778476224663406
YDR155C	0.69778104795589
YDR156W	1.2971170828067216
YDR157W	0.8802153358198248
YDR158W	-1.2608560766487518
YDR159W	-1.8025625667849985
YDR161W	-1.0478382629440797
YDR162C	0.33570130047176006
YDR163W	-1.2948460906798287
YDR165W	-1.4097121237793433
YDR169C	1.1137095126026897
YDR171W	-0.46575927266188966
YDR178W	0.12921570862658432
YDR179C	-0.3596714975913262
YDR179W-A	-1.4538093005729646
YDR181C	0.11190251315370658
YDR183W	0.47795025787053946
YDR184C	-0.9463548620208978
YDR185C	-0.5501915156652968
YDR186C	-0.07208528306076745
YDR191W	0.09668561810565292
YDR192C	-0.7338611234224315
YDR193W	0.4162778480509371
YDR198C	-0.5645474301817263
YDR199W	-1.1887957495454227
YDR202C	-0.35429972775271446
YDR203W	-1.0540897302823942
YDR205W	0.5275315063112457
YDR206W	-0.006238989359595553
YDR207C	-1.1263933779707476
YDR209C	-0.7102403097070026
YDR210W	-0.5786974580492891
YDR213W	-0.3746637890224344
YDR214W	-1.0117706654562575
YDR215C	0.3797236093930666
YDR216W	-1.0040592746077974
YDR217C	-0.012565324570225472
YDR218C	-1.2049484929974157
YDR219C	-1.540656032458535
YDR220C	0.06615824316915173
YDR221W	-0.004797782817528959
YDR222W	0.5838695802283939
YDR223W	-0.9933531688667313
YDR225W	-0.5608601874702052
YDR229W	0.6177660094190767
YDR233C	-1.4149154409052458
YDR239C	0.34421752094760805
YDR242W	-1.2305345883611172
YDR244W	0.06784277029624251
YDR245W	-3.195348312431759
YDR247W	-0.6246288977146317
YDR248C	0.7059229290701625
YDR249C	-0.41681440113586227
YDR250C	-0.6399955285073157
YDR251W	0.4922687384508115
YDR252W	-0.015335435845885984
YDR253C	1.3422062589085189
YDR254W	-0.40298256172563884
YDR255C	-0.8742945349175685
YDR256C	-0.44339249580773943
YDR257C	-0.22155899013795863
YDR258C	0.6344053940411181
YDR259C	-0.5745984420400347
YDR260C	-0.42274768001683766
YDR261C	-1.090550384099871
YDR262W	0.08743943587473223
YDR263C	-0.172277213186513
YDR265W	1.4268818224969502
YDR266C	-0.643214847016867
YDR269C	1.0054131352988296
YDR270W	-0.2083822446104927
YDR271C	-1.3838827078306173
YDR272W	0.8273399009972524
YDR273W	0.4249625212394942
YDR274C	-0.25049542278776293
YDR275W	-1.0759698659664962
YDR276C	-0.3968995471000331
YDR277C	0.08062645949405393
YDR278C	-1.5171849544877367
YDR279W	1.2701646487732685
YDR281C	0.14089509670774733
YDR282C	0.34730582068060784
YDR284C	-0.6625494750422538
YDR285W	-0.7991459080812398
YDR286C	0.17550277068542397
YDR287W	-0.7352087451241041
YDR289C	-1.5374554309170627
YDR290W	-0.6259016515439894
YDR291W	-0.5912191096939975
YDR294C	-0.1911439170099301
YDR297W	-1.0346989513527713
YDR304C	-1.0517126753363886
YDR305C	-0.4370100096928732
YDR306C	-0.9650531131316057
YDR307W	0.19743905727376224
YDR309C	-1.0146905124765484
YDR310C	-0.9037363257055
YDR312W	1.0632298496942019
YDR313C	-0.6184522982486321
YDR314C	-0.44891400139098153
YDR315C	-0.14612960878044792
YDR316W	-1.198079365712501
YDR317W	0.17265779153744842
YDR318W	-0.8087664296737359
YDR319C	0.7584053075630804
YDR320C	-0.5845558690579493
YDR321W	0.3513674027537045
YDR326C	0.15414671010752828
YDR329C	-0.5055141128612328
YDR330W	-0.4950887616413485
YDR332W	0.018167937015142393
YDR333C	0.6622936764785106
YDR334W	-1.048399771986443
YDR335W	-0.8102450701519602
YDR336W	-0.3169593764355348
YDR338C	0.042612297326037926
YDR340W	0.08090721401523554
YDR344C	-1.3382133057183776
YDR345C	-0.34104811435293336
YDR346C	-1.8260336447557972
YDR348C	-0.09579968161659026
YDR349C	-0.48470084435762184
YDR351W	0.52530418710987
YDR352W	-0.520150781898844
YDR354W	-0.05915185811832576
YDR357C	0.7598277971370683
YDR358W	-0.9776121987124716
YDR359C	-2.7732619652870385
YDR360W	-0.05937646173527123
YDR363W	-0.39777924459973607
YDR363W-A	-0.33638758930131546
YDR368W	-0.9252795559641839
YDR369C	-0.46164153968455657
YDR370C	0.8988574360262965
YDR371W	-0.5850612271960767
YDR372C	-1.1732232321038722
YDR374C	0.15227501329964968
YDR375C	-0.7426206644833037
YDR378C	0.4171201116144826
YDR379W	-0.7166976636941839
YDR380W	-0.2088688857805412
YDR382W	-0.04535745264425989
YDR383C	-1.1607577313634
YDR384C	1.0557804963988449
YDR385W	-0.8928243333155675
YDR386W	-1.1697980269454542
YDR387C	1.1851334627913401
YDR388W	-0.522434252004456
YDR389W	0.30401347351437413
YDR391C	-0.5700127848607319
YDR393W	-1.5739722356387755
YDR395W	0.2595045234230191
YDR399W	-0.748553943364279
YDR400W	-0.21798404923491033
YDR401W	-1.3697513969311335
YDR402C	-1.4068671446313672
YDR403W	-0.9313438536217106
YDR406W	-0.7680383071342961
YDR408C	0.43093323405662703
YDR409W	-0.9668873760033267
YDR411C	1.2159977431532594
YDR414C	-1.556134965059692
YDR415C	-0.5160704828576685
YDR419W	-0.1909941812652998
YDR420W	0.5453687768903296
YDR421W	-0.7190372847040323
YDR422C	-1.4808927533829694
YDR423C	0.035144227062602014
YDR424C	-1.4096185389389495
YDR425W	0.7026848935925324
YDR426C	0.09509467581895598
YDR428C	1.514589534914145
YDR430C	-0.8248630222214927
YDR431W	0.7551485551173716
YDR435C	-2.501529022719212
YDR436W	0.8087726686630957
YDR438W	-1.0109284018927123
YDR440W	-0.25049542278776304
