orf	hap a | growth (colony size) | 2,4-dichlorophenoxyacetic acid [3 mM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | temperature [39 C], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | temperature [39 C], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 5-fluoro-uracil [500 uM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 6-azauracil [8 mM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 6-azauracil [8 mM], temperature [39 C], time [48 h] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 6-azauracil [8 mM], temperature [39 C], time [72 h] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | acetic acid [0.63%] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | amphotericin B [100 uM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | amphotericin B [100 uM], oxygen [0%] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | oxygen [0%] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | cadmium chloride [250 uM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caffeine [15 mM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caffeine [20 mM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caspofungin [6.5 nM], time [48 h], caspofungin [6.5 nM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caspofungin [6.5 nM], time [72 h], caspofungin [6.5 nM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | clozapine [350 uM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | cycloheximide [625 nM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SC + DMSO [1%] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | doxorubicin [75 uM], doxorubicin [75 uM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | glucose [20%] | SC (-C) | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | time [48 h] | SC, Glycerol [2%] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | time [72 h] | SC, Glycerol [2%] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | maltose [2%] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.4 M], sodium chloride [0.4 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.4 M], temperature [39 C], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.4 M], temperature [39 C], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], time [48 h], sodium chloride [0.6 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], time [72 h], sodium chloride [0.6 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], temperature [39 C], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], temperature [39 C], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | nickel sulfate [2 mM], nickel sulfate [2 mM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SD + His + Leu + Lys + Ura, -N | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | paraquat [1.2 mM], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | paraquat [1.2 mM], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SC, HEPES [25 mM] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sorbitol [1 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SD + His + Leu + Lys + Ura (2) | Galardini M~Beltrao P, 2019
YAL002W	-6.027976634530001	-1.9663621891	-1.4370087285600002	-1.9457080913	1.34541520977	-3.1488042122099995	-3.2820902693400003	-2.64531282354	0.19843140405	-0.647809146114	1.90523312634	-4.29522087483	-3.9870671934	-0.5124285634369999	0.394445657935	-1.31018516614	0.49899712712	-2.25464939799	0.6890127520899999		-0.90385594183	-0.559372331283	-0.546546323538	0.7707945027420001	1.4120123290200002	-0.535662196483	-0.6642935951510001	0.844691902859	0.982522044334	-0.7502000058589999	-0.6347446769389999	2.73584607741	-0.0177350631078	0.823463253086	1.02031837092	1.71466897448	1.3965252926700005	-0.5369904137929999
YAL004W	0.08621315085930001	0.294230170073	0.897366398358	-0.8169209342479999	0.5913326576100001	0.5094350427350001	0.572919031325	1.2425506204	0.541600204639	-0.459678902294	-0.131424244766	-0.668220178345	-0.395627804111	-0.213435990345	0.306110846989	0.007022049409520001	0.970481972202	-0.330839320589	1.6893043989399998		0.418939716037	-1.06570505356	-0.92938107561	0.109572411472	-0.20164900506	-0.0031230316857	0.0455787878163	-1.13032860361	-0.716532234611	-0.33939096752	-0.160671356654	-1.06450462235	1.80898592474	-1.16647311865	-0.948274788313	1.36573145342	1.10557512073	-0.0529118879569
YAL005C	-0.875836927707	-0.95209250585	-0.462712695982	0.93038257984	0.900127984931	-1.5219744497499998	-1.62712776562	-0.263197090325	0.07542334863580001	-0.121187229733	1.16685395505	-1.3490853176800002	-0.387101098212	0.141974705974	0.663387254862	0.264877290647	0.272394621893	0.0308680088417	0.435414172876		1.8020098065	-0.457562652517	-0.739669749322	0.794170306168	-0.0308689290463	-0.365476484689	-0.59990986366	-0.8571831527339999	-0.6033380562089999	-0.585938763824	-0.223782775527	-0.196172292126	0.870998142592	-0.600151698353	-0.427589773518	0.175162098566	1.3751175183200002	2.87225057101
YAL007C	0.118974509763	0.7081038177869999	0.424890016698	-0.318802847737	-1.1431697294499998	-0.0625203795136	-0.197061119766	0.126095256883	0.152684423533	0.253158764397	-0.6016326877220001	-0.587018738951	0.287051924306	0.338578039568	0.219062716497	0.31340131152600004	-0.31954384664200003	0.983714514086	-0.5624567681220001		-0.139833887502	-1.24814474218	-1.39605745424	0.531557752646	0.160819011054	-0.0616831283053	0.115501587502	0.5938121174759999	0.578599453844	-0.0299648522845	-0.172207481642	0.33814853512500004	0.0259456717208	-0.0745805447472	0.055679546089000005	-0.118835648555	-1.09036092102	0.0324352128137
YAL008W	1.2469145605299998	0.863166507692	0.842146896479	-0.18261061073	-0.0676593211434	0.387748928044	0.256178539502	0.0121619939998	0.710224878445	0.298723849662	-0.826372614385	0.917378103743	1.1808273127200002	1.44645727631	-0.0760801070525	-0.39361987821	-0.017435137657700002	0.8156361762540001	-0.388400607094		-0.464376583093	-1.17679272014	-1.58251239085	-0.528837828203	-0.259974873815	0.0987574360156	0.32589242711	0.0576453086307	-0.212906191508	-0.35606619990500005	-0.638409354013	0.29023495343	-0.151671441128	0.126811881877	0.102793786488	-1.00266395227	-1.45579544187	-0.4873196925399999
YAL009W	0.140271406378	0.223103697734	0.240340113589	0.8583329018629999	0.185583492942	-0.028794096288900006	-0.152231745916	1.3633148512399995	-0.07492215056460001	-1.6898454039500002	-0.86040309817	-0.42510183369	1.3431413014200002	1.11063118463	-0.0407247054586	-0.34640680755500003	0.294201292557	0.0386621105491	-0.13923587176		-0.8228167248180001	-0.856656408295	-0.90700914326	0.62147682383	0.507331770054	-0.5536829752319999	-0.0852482472828	0.0124412445838	-0.119337555187	-0.341216605792	-0.573794240949	0.145316245702	0.479114010703	-0.0892951413888	-0.110654190213	0.449532981989	-0.468398808953	-0.456827911899
YAL010C	0.531669677402	0.715942833203	0.469347274136	-0.368852338733	0.361533310246	0.34571924935000004	0.472601893085	1.21093419772	0.7134333054909999	-0.116602503207	-1.47067084681	0.687652978955	0.999613531952	0.58003000837	0.167476397438	0.194945573871	-0.21956857291	0.592796874766	0.0646139087335		-0.551998471894	-1.2623499910299998	-1.35883253546	-1.17925566931	-0.0325357554702	0.458799436684	0.390730676677	-0.06984731926580001	-0.15940066327299998	0.0656292895011	0.319334194296	0.136272012618	-0.7863947180099999	0.100498665945	0.16193472404200002	-0.515673279021	-1.57822423138	-0.512460242655
YAL011W	-0.894403094755	0.958668073463	1.41922176463	-0.12778086660399998	1.3549310790399998	-0.214148252734	-0.194497303474	0.8060388132969999	-1.75806487784	-2.0852166019	0.394817054176	-1.10080679383	-6.456249248080001	-3.9093430412	0.446296537239	-0.808158147668	0.686463102714	-0.25589048120200003	1.11200722188		-0.055498341532800005	-1.1454502220899998	-1.11685082932	-0.187563901415	0.0491242325435	0.545140947682	0.31536730749200004	-0.296475617505	0.078044181938	-0.7164433445939999	-0.0749872764907	1.14249532153	1.33879575327	-0.119979121959	-0.0865044319984	2.15629873318	1.61631160312	-0.799348323469
YAL012W	1.48698866783	-0.878726423682	-1.00747617504	1.29462633899	3.05331179053	0.946050719098	0.885099167368	0.712815532712	-0.412207569249	-1.59980553782	-2.6746953078	-2.71416565573	0.464801319901	-0.433396686831	0.296088797267	0.518783513277	0.508968170324	1.3178960082200002	0.917492802936	-0.79567094477	2.95240864011	-1.75846387504	-2.6595117795500003	-0.514898310697	0.146019217166	-1.17741454135	-0.882738779876	0.547259709309	0.406092675511	-1.0600156333700002	-1.72223282444	-0.0788458453615	2.20716579159	-0.953764749719	-1.20882785084	-0.667213724311	0.4665690070620001	1.70990606644
YAL013W	-1.97965074033	0.234345182659	-0.35681398010700005	2.26832323208	0.612309403292	0.7674279369239999	0.5312680872609999	-3.21168444762	-2.79335594068	-1.58219024181	0.0909446195725	-3.17898135129	-2.21501272357	-1.24185432745	1.34650523707	0.269421379159	1.15367100111	-3.8347735856	1.28085474849		0.396529944543	0.910769953643	1.28682809895	2.31847190172	-0.0993451759456	-0.867997745446	-1.52132955586	-0.886035846199	-0.350643915324	-1.20836462506	-1.88770386699	-2.2776635396	0.276374184543	-3.0488863479400004	-3.30615740523	1.98372814122	1.15297295503	0.954964171946
