orf	hap a | growth (colony size) | 2,4-dichlorophenoxyacetic acid [3 mM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | temperature [39 C], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | temperature [39 C], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 5-fluoro-uracil [500 uM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 6-azauracil [8 mM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 6-azauracil [8 mM], temperature [39 C], time [48 h] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | 6-azauracil [8 mM], temperature [39 C], time [72 h] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | acetic acid [0.63%] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | amphotericin B [100 uM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | amphotericin B [100 uM], oxygen [0%] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | oxygen [0%] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | cadmium chloride [250 uM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caffeine [15 mM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caffeine [20 mM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caspofungin [6.5 nM], time [48 h], caspofungin [6.5 nM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | caspofungin [6.5 nM], time [72 h], caspofungin [6.5 nM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | clozapine [350 uM] | SC + DMSO | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | cycloheximide [625 nM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SC + DMSO [1%] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | doxorubicin [75 uM], doxorubicin [75 uM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | glucose [20%] | SC (-C) | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | time [48 h] | SC, Glycerol [2%] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | time [72 h] | SC, Glycerol [2%] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | maltose [2%] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.4 M], sodium chloride [0.4 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.4 M], temperature [39 C], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.4 M], temperature [39 C], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], time [48 h], sodium chloride [0.6 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], time [72 h], sodium chloride [0.6 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], temperature [39 C], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sodium chloride [0.6 M], temperature [39 C], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | nickel sulfate [2 mM], nickel sulfate [2 mM] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SD + His + Leu + Lys + Ura, -N | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | paraquat [1.2 mM], time [48 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | paraquat [1.2 mM], time [72 h] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SC, HEPES [25 mM] | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | sorbitol [1 M] | SC | Galardini M~Beltrao P, 2019	hap a | growth (colony size) | standard | SD + His + Leu + Lys + Ura (2) | Galardini M~Beltrao P, 2019
YAL002W	-4.165418986622268	-2.0577407767163427	-1.8016176966753275	-2.062974747842515	1.3510011831473996	-2.6241955551791225	-2.695710846130017	-1.8630156215054323	0.2595266011341668	-0.5585893279453201	2.5704387673073708	-3.155124998002061	-1.7927556806464993	-0.6813704170653785	0.41386374345303334	-1.073961820272347	0.548365306541976	-2.085664547774865	0.619683790160758		-1.2719795677570989	-0.19935667184678843	-0.14359287804038778	0.33421719815404644	2.375520930782938	-0.7781497570578217	-0.8880555810721373	1.33549550345781	1.556762494143375	-0.9204718828914268	-0.8229605768054798	2.6247890274787746	0.0003563203666683747	1.4755696356650398	1.4410702589085815	1.7486569236042768	1.263194806146306	-0.36366612660770314
YAL004W	-0.05483073130819011	0.08386104711698807	0.7426828071401617	-0.875661717605292	0.6171460015322643	0.3448484623675522	0.41729641809319346	0.41856057332914837	0.6789642425172874	-0.36990621516532196	0.0020869979736689356	-0.48305504511681274	-0.237434395714371	-0.40419222940192157	0.3165705343842016	-0.04975212521368827	1.0944717872799201	-0.391478621215725	1.7525945692392195		0.1652191124999891	-0.45044963470303095	-0.30526585056329364	0.029225109644795452	-0.2607718679718039	-0.02290796900524092	0.09008541890207705	-1.7099068421056651	-1.0666555320575117	-0.30425342394132315	-0.15896695921483636	-1.0900576808752531	2.242069272468037	-1.286524948781237	-1.2212711203992532	1.4078807293539175	0.9610655654136218	-0.06505610146070523
YAL005C	-0.7016199041645285	-1.0968590880328937	-0.7397052996620627	0.9622367888537081	0.9176582602550674	-1.3038529430140908	-1.3592911661026112	-0.4650810930394828	0.10918015779344878	-0.03041979803174871	1.6392966528180886	-0.9846593824270374	-0.2337417906784563	-0.07471216351548382	0.7100798188247207	0.15074619796543162	0.2858985529512083	-0.07294433643712925	0.3324629932509076		1.6679051070410542	-0.1488687362185395	-0.22514983738464808	0.34499940764402887	0.018237286586883648	-0.5367940601012899	-0.7993405260654417	-1.2887275206489235	-0.8918785094745746	-0.6740780600064732	-0.2473616811611572	-0.24126193713146643	1.0909907146903877	-0.5004529163907508	-0.5170924768981522	0.24515769370625926	1.2409644889513878	1.7393677446962412
YAL007C	-0.032805170790018545	0.47594967609258676	0.22771763207612644	-0.3517169765471711	-1.0708304151369359	-0.11935322220928658	-0.20447998157476238	-0.2366265279478292	0.20361241087119242	0.34502630778817256	-0.5908751288694297	-0.42323263412416645	0.05820927171470608	0.10754706496846625	0.22069449334997768	0.1884766112525825	-0.39972567704675904	0.7661713113698592	-0.7977061416667284		-0.4418804654224933	-0.5409224008165061	-0.5023455486079148	0.22386801741236653	0.3314043219627823	-0.10595732011982553	0.18643281717622268	0.94864894446901	0.93308741900734	0.1598894407343867	-0.17512461465757465	0.2810372197446951	0.0539603845198616	0.2290564577453348	0.1364848765053072	-0.04196371724927588	-1.3192440991851702	-0.01240865162121131
YAL008W	0.7255123313033485	0.6228503493437948	0.682497533217769	-0.20846338209817075	-0.02416929858408603	0.24608744493179013	0.1615213018701169	-0.30348778070075666	0.885065541174954	0.39072529773958115	-0.8742861711359008	0.6850808008508515	0.4452707629080673	1.134595850209139	-0.10437998328325858	-0.36127588675314604	-0.04980239619346646	0.6181546449330547	-0.6005735337772139		-0.7944914911818177	-0.5055385715051423	-0.5810863726322691	-0.26524489505542986	-0.35606080161139353	0.12157790486217748	0.4763326797111811	0.12190124644636723	-0.2890337360304736	-0.3292664714742262	-0.8280933739563593	0.23420164447624334	-0.16400753999449783	0.5085955117714277	0.2002025579269911	-0.905120092051856	-1.698719572891682	-0.33302610741492905
YAL009W	-0.01848720288698539	0.016478450575009653	0.026571549749906442	0.8864514461945099	0.22228057721669656	-0.0919808136641036	-0.16827924752684337	0.48943055069461444	-0.0745794423477914	-1.6036878765138054	-0.9172007302956593	-0.30394583667982666	0.5155630257317818	0.8232715035895909	-0.06543904434707146	-0.3245648179649547	0.31115655285756216	-0.06608053133601102	-0.31837442183316444		-1.183931610352612	-0.3467813521464153	-0.2958180750295155	0.2653436512112103	0.8975138716776598	-0.8037066476382078	-0.09018259828797905	0.05219839413343019	-0.1445594539233906	-0.3069919031313644	-0.7375925572291047	0.09254345897871066	0.6100788841356893	0.20863213248883522	-0.08846621958822481	0.5131112952047973	-0.673384571313674	-0.3142168628440006
YAL010C	0.2446510366007918	0.48337607017192663	0.27617283586640046	-0.40436145646089305	0.3935107492488164	0.21197596195069526	0.3362880583952458	0.40000660959234247	0.8889870371571478	-0.02582159811128093	-1.6867863632171542	0.515838593656429	0.3667936901243631	0.3313827891411835	0.16387659255244372	0.09636998329810258	-0.28392737415729985	0.42191323165629796	-0.08749814253889591		-0.8896914279199621	-0.5479668557073858	-0.4866252848687585	-0.5652534676394027	0.015514136192623887	0.6321859170678735	0.5656740201968337	-0.07468726833933823	-0.20641873719697054	0.3032817939648678	0.5133354222971085	0.083702711859292	-0.9429263788605206	0.47207193631572725	0.28018524227321817	-0.4295196815225494	-1.8258523976356584	-0.34853437704759477
YAL011W	-0.7141019943338719	0.7133250103786286	1.3114675135972	-0.15079080030215578	1.3602618005046885	-0.24241511032111887	-0.2024096418897834	0.16239546819851672	-2.1317985555884027	-2.0002209741062305	0.6657100454282264	-0.8017485866918117	-2.8620682847989345	-3.8304472949863286	0.470973034643012	-0.6836049095064841	0.7655014144309571	-0.3254756043935351	1.0987590636819924		-0.3502510934595246	-0.4899956678916856	-0.38443523677077285	-0.10783054205807448	0.14892480533383723	0.75463459588779	0.46183000109595607	-0.4241390075836221	0.160207035077831	-0.8698364882367123	-0.03895665717262623	1.0672870287532306	1.665061943846441	0.16604179755854429	-0.055805890411799466	2.179957369541739	1.491425883161755	-0.5255049561045306
YAL012W	0.8869148785763488	-1.0273547677422707	-1.333458196634322	1.345366025149104	3.0130854627311088	0.6992077788393639	0.6693889438052345	0.10768778083911397	-0.48682612748667853	-1.5133834051500328	-3.2051361841423245	-1.990336099862685	0.13518604575611765	-0.608104676385751	0.30553210719498336	0.34817391608256765	0.5599144610274726	1.0604652185122934	0.8784558325175651	-0.8287847765459319	2.917797088165036	-0.7939922448822931	-1.0359084378551628	-0.258815220951831	0.30722540088066225	-1.6882765992944342	-1.1890536147374449	0.876866999644107	0.6667290115516106	-1.3851990206277327	-2.3461114445067848	-0.126575215036713	2.730707094402349	-0.9912790091443989	-1.573645198617266	-0.5775157355555327	0.297507160691767	1.022360682382058
YAL013W	-1.4437172635013487	0.027128218774165335	-0.6242833381070205	2.369547600430794	0.6375600708779403	0.5542366968921195	0.3836623380377653	-2.195388410201215	-3.397181774567876	-1.4957163420759638	0.2825079830008986	-2.3327733249062312	-1.0253435830887714	-1.3575775522905895	1.4624756178293825	0.15427950650964078	1.3066540385871714	-3.477186607208674	1.2899924739774713		0.14087121430082677	0.5296943373044009	0.6306500323194201	1.0480913540314543	-0.09363466124614693	-1.2494647528812515	-2.0689749008484903	-1.3332172158527613	-0.5017071226459642	-1.6077242781430685	-2.5778724642646944	-2.275921767245257	0.3612809028166512	-3.899374012782229	-4.410090724453245	2.011423044574295	1.01028454883593	0.5566651266661593
