orf	hap a (post-SGA) | protein stability (tFT-Pex15Δ30) | standard | SC - Leu, + Ade [200 mg/L] | Dederer V~Lemberg MK, 2019	hap a (post-SGA) | protein stability (tFT-Tom5) | standard | SC - Leu, + Ade [200 mg/L] | Dederer V~Lemberg MK, 2019
YBR301W	-0.027263072851220763	-0.006745769289625276
YCL001W	0.07976245612695193	-0.03022447033484703
YCL001W-A	0.1972139872121046	-0.2507294361146597
YCL001W-B	0.0013845787507250026	-0.0699249932093245
YCL002C	0.14186504517935183	-0.02960121326421228
YCL005W	0.9749026646306672	0.20489045922200128
YCL011C		-0.25065977630240804
YCL012C	-0.5270752299232975	-0.026227843248892654
YCL014W	0.2553064996565058	-0.02050173567589637
YCL016C	1.2033683468884921	
YCL021W-A	0.13936588393455515	0.029439714282403367
YCL022C	-0.38084558590824164	0.009849087723581323
YCL023C	0.22547984455249892	0.013566025246167365
YCL024W	-0.2717217077832088	-0.19926902171490404
YCL025C	-0.15197294240506168	-0.04710657326288536
YCL026C-A	0.16069469374179277	0.13192138925276073
YCL026C-B	0.40643254888914854	-0.043546443701502825
YCL027W	0.43330246400558536	0.035999183566262256
YCL028W	-0.2087543411819991	-0.10321202642203157
YCL029C	2.798039801886812	0.012432024365906576
YCL032W	0.8490033437398672	
YCL033C	0.24632130033009914	-0.09493807360679982
YCL034W	-0.23445399405374368	0.03925406548482848
YCL035C	-0.08275607494831333	-0.0908323814693846
YCL036W	-0.2571641091456113	-0.016089295719910444
YCL037C	-0.2048503883992676	0.26579754451933785
YCL038C	-0.27687670178682383	0.18130719190954403
YCL039W	0.15520430315865563	0.173969548864435
YCL040W	-0.5623668368981799	0.04410142772821021
YCL042W	-0.17646419197566135	-0.08689256855584308
YCL044C	0.535292627881097	0.24936309848318258
YCL045C	-0.20696489931763187	-0.03521872256736118
YCL046W	0.08940780596746294	-0.012930466010518376
YCL047C	0.11086402876302925	0.1571359948347528
YCL048W	0.223748186453237	-0.01839044212371611
YCL049C	-0.5172752603102275	-0.04713466163354008
YCL050C	-0.061939880633268385	-0.05163277470301669
YCL051W	-0.21168022263192893	-0.05871149335376287
YCL055W	0.002972571591708926	-0.058494581995290965
YCL056C	0.448635704462476	-0.1347411068200408
YCL057C-A	0.3843286607973023	0.8452356479417624
YCL057W	-0.021293874022740276	0.15458232591277166
YCL061C	-0.05153175157596899	-0.13001584048747675
YCL063W	0.08260671203593531	-0.038815870028926225
YCL064C	-0.11482079226983574	-0.15160814024835942
YCL069W	-0.32471478914956226	0.05426251899153415
YCL076W	0.14777434437860512	0.09589761623547792
YCR001W	0.24169387713752852	-0.14422144131648207
YCR004C	-0.039847943525410254	0.11618156830631202
YCR005C	0.36662935890644693	0.221012182048765
YCR006C	-0.057161914727592834	0.020432369877261117
YCR007C	0.3551455104722456	-0.09893498556172345
YCR008W	-0.08020840997726328	0.0382435943744389
YCR010C		-0.3087598408059424
YCR011C	0.14005260780397508	
YCR014C	-0.23553828602697516	-0.028489138024252854
YCR015C	0.02399361132496501	-0.08383033701924819
YCR016W	-0.24453844210865064	
YCR017C	-0.13675735118280183	-0.2900296222922428
YCR019W	0.5772349371855955	-0.22802488657764985
YCR020C		-0.04998166297840642
YCR020C-A	0.44869932024959014	
YCR021C	-0.28679570951553757	-0.16353476439782008
YCR022C	0.19269854032805597	-0.047034494151999305
YCR023C	0.5423767533601518	-0.11824887544608313
YCR024C-A	0.6349346040066965	0.305017841877372
YCR026C	-0.2670169871774674	0.04668191801850894
YCR027C		0.017870363616583097
YCR030C	-0.09290473434593227	-0.04094101117513924
YCR032W	1.426242586502383	-0.00304342222465356
YCR036W	-0.17657176826182025	0.07165089625073946
YCR043C	0.14521296124601168	-0.0398530865439264
YCR045C	-0.04943608995415617	-0.1248922186746867
YCR048W	0.04499578751196884	-0.1148188024355306
YCR049C	0.5032012872124547	-0.09059334491792806
YCR050C	0.46751352215879305	-0.046625212394612106
YCR051W	-0.11628679751103858	0.20395030333932332
YCR059C	-0.05351110891733026	-0.052071218941180934
YCR060W	-0.1973982612642479	-0.16957606313763252
YCR061W	0.12174516953807535	0.048363143628437
YCR065W	0.87871457028585	-0.026537448050740736
YCR066W	1.0539686877883812	-0.1200287798342436
YCR067C	-0.0730224071398526	-0.013283326522128784
YCR068W	0.7466190610601812	-0.12421769205247078
YCR069W	0.6372896900466763	-0.013220377463226084
YCR073C	0.08102735753605066	0.06597948750097717
YCR075C	-0.4497260031221228	0.011975071386839547
YCR075W-A	-0.22988806898347108	-0.21712028014386578
YCR076C	0.49479603601922745	0.014999964472167912
YCR077C	2.3645637968436435	-0.0856365069859423
YCR079W	0.1645630507017502	0.021648353233901647
YCR081W		-0.42800244005476423
YCR082W	0.46793177778179157	0.014789109451611842
YCR083W	0.5123466527773457	-0.08062469100332545
YCR085W	0.4429270515470111	-0.12541492190060655
YCR087C-A	0.4569582046694439	-0.05758260187360419
YCR087W	0.31349144216847236	-0.055951584250350066
YCR088W	0.20562113695569878	-0.10305180030288545
YCR089W	0.2749103824564336	-0.13306768836170169
YCR090C	0.4761655260724301	-0.004568972814962963
YCR091W	0.2901275058471909	-0.019721732214358505
YCR092C	-0.3407745611415106	-0.24229900700360985
YCR095C	-0.16332439073040012	-0.21742588514907368
YCR095W-A	0.2482545903665234	-0.16923128995889186
YCR098C	-0.08305573932348242	-0.08964597163804784
YCR099C	-0.11174542836099273	-0.06452185218034223
YCR100C	0.1447962455604651	-0.0814172477850401
YCR101C	-0.03833471126741547	-0.14129799946742
YCR102C	-0.022210203099230018	0.005327143057270478
YCR102W-A	-0.6257146974905348	-0.11163530235969651
YCR105W	-0.3958762656238842	-0.03566294252095623
YCR106W	-0.30963084728609497	-0.03011654569819214
YCR107W	-0.11331537038813269	-0.09528817502363225
YDL001W	-0.09658679646179355	0.20951267656623498
YDL002C	0.38021073330491184	-0.07158907666974085
YDL005C	0.07646269922805092	-0.8460370677658403
YDL006W	0.6196223531230711	-0.2744947558672618
YDL009C	-0.4276545187507607	-0.08378394322573333
YDL010W	-0.0667897260302104	-0.05149285219575935
YDL011C	-0.3075677031356624	-0.08395845572633444
YDL012C	0.5026621534530673	-0.14333894079579992
YDL013W	2.0277024335490785	
YDL018C	-0.005945979486626908	0.0030737493799041287
YDL019C	0.21669223255584097	-0.009540596160147397
YDL020C	0.735130691613124	0.26418606122653693
YDL021W	0.022160483452929047	0.07746067112829638
YDL022W	-0.20085625514065342	-0.010075855123684582
YDL023C	0.06440402753576632	-0.0005546274719346132
YDL024C	-0.04157331390951855	-0.04063120494463973
YDL025C	-0.3578707609309859	0.18874419977331233
YDL026W	0.6897305378959105	-0.04440542340884299
YDL027C	-0.06964595565419025	-0.002520807326268941
YDL032W	3.118706388826871	6.284251157461537
YDL033C	3.179600287776021	5.8455310375567455
YDL034W	-0.06279069868803194	0.3044818859538978
YDL035C	-0.2967849046849581	-0.3705077096894706
YDL036C	0.10200874236718097	-0.059798163394773236
YDL037C	0.07150656873904544	-0.11939459960895574
YDL039C	-0.1721643078377414	0.010788085215696101
YDL040C	2.4226789024377267	0.8200037487318187
YDL046W	0.43733844115451387	-0.07490044191391715
YDL048C	0.24176942820312325	-0.020084709944920048
YDL049C	0.023935161298656905	0.17971976264827488
YDL050C	-0.33056604634891124	-0.10525658070549815
YDL051W	0.5915173720993009	-0.14463936420415566
YDL052C	0.7854442649405095	0.09983227198403437
YDL053C	0.20724062964863763	0.02147726505631653
YDL054C	-0.439330864178985	-0.11482182580477128
YDL056W	0.2801816338661474	-0.13246748965850874
YDL057W	0.26415856530891857	-0.15521872978820597
YDL059C	-0.27966879339580997	-0.24736265314837338
YDL062W	-0.39810864516975986	0.056479375456464746
YDL063C	0.16226511213726216	0.13836980857859338
YDL065C	-0.1474633911543075	-0.06593058426167624
YDL066W	0.25093720351504445	0.057799974889659926
YDL067C	4.455276424551992	6.982503342503676
YDL068W	4.228026753938533	6.990370013560525
YDL069C	1.8318310806554101	2.903258911505641
YDL070W	0.41688210360842065	0.04858888456700871
YDL071C	0.013385229063946413	0.036479035686541796
YDL072C	-0.16831763913763428	0.046909162288866754
YDL073W	0.371842315324021	-0.1736780039014922
YDL074C	3.3038839882228697	-0.028639633346401266
YDL076C	0.3424321720262515	-0.0290780537808145
YDL078C	-0.05699917953945341	-0.07532320060862979
YDL079C	-0.09660339207945658	0.001897592379280332
YDL080C	0.13517138345238738	0.028923992008024483
YDL082W	-0.38034773186442367	0.08038245541641446
YDL083C	0.6405409961021719	-0.17240035898137904
YDL085C-A	0.6600284154340141	0.01648715385450308
YDL085W	0.006674803692011381	0.12801804458052474
YDL086W	0.3881891010814494	0.20205810831599139
YDL088C	-0.023668778452095543	-0.2669811830947579
YDL089W	0.40538078276533107	-0.005780288261088704
YDL091C	0.588378072706719	-0.1233500722405462
YDL093W	-0.4519389316499882	-0.07838703400729595
YDL094C	-0.08081055232079982	-0.1370585515068105
YDL096C	0.33257781985048573	0.030927972567581428
