orf	hap a (post-SGA) | protein stability (tFT-Pex15Δ30) | standard | SC - Leu, + Ade [200 mg/L] | Dederer V~Lemberg MK, 2019	hap a (post-SGA) | protein stability (tFT-Tom5) | standard | SC - Leu, + Ade [200 mg/L] | Dederer V~Lemberg MK, 2019
YBR050C	0.334968012647315	-0.528629521609983
YBR051W	0.0382285157764276	0.833382525169518
YBR052C	-0.0453127404646947	-1.63506728569455
YBR053C	-0.281625686529969	-0.841233265825309
YBR054W	0.231559936804704	-0.201538764569491
YBR056W	-0.0490211783058378	0.202565251838846
YBR056W-A	-0.574629691078084	-0.238774979272815
YBR057C	0.305028640500945	0.223793145935669
YBR058C	0.577103230008832	0.258305866658253
YBR059C	-0.401764548866732	-0.604209675175473
YBR062C	-0.194340860844919	-0.397325308502539
YBR063C	-0.076923824303607	-0.515655912099643
YBR064W	-1.10448612098204	1.03632111959656
YBR065C	-1.03327643552521	0.151688881374934
YBR066C	0.594585767049581	0.086078773753732
YBR067C	-0.202512634555867	-0.18961798076278
YBR068C	-0.271851438037182	-0.44480460504245
YBR069C	-0.1757866868387	-0.0694409440916973
YBR071W	-0.303611089488424	-0.42213791197162
YBR072C-A	-0.688948438910081	-0.266915487369877
YBR072W	0.120967753213902	0.24618625509256
YBR073W	-0.846625085540459	0.210897232584497
YBR074W	0.1250392178969556	-0.5739872221032017
YBR076W	-0.187615498582531	-0.516678986945924
YBR077C	1.39731648279085	-1.40142026699825
YBR078W	0.052025074245803	-1.97290647182034
YBR083W	0.295158084726112	0.264250186664432
YBR084C-A	-0.639599095511692	
YBR084W	-0.881241339175358	2.08811297995743
YBR085C-A	0.779848529856918	-0.0878290086237013
YBR086C	0.586602091676824	0.636729138407277
YBR089C-A	0.043801783431095	-0.0540280247510683
YBR090C	0.0310692559328375	0.311909703511803
YBR092C	0.204399042255129	-1.3515021729433
YBR093C	-0.762210510501416	-0.920217139286058
YBR094W	-0.301992177257698	-0.421644371021588
YBR095C	2.94230640472386	6.05079987755441
YBR096W	0.540862843058751	0.431128829419941
YBR098W	0.1773068103535377	-0.01371802274670634
YBR099C	0.358499262381829	-0.332188838066568
YBR103W	0.5395834392822311	-1.48271853658455
YBR104W	-0.0690736982630054	0.678113314296252
YBR105C	0.432758364414648	0.138846923676102
YBR107C	-0.267913368912555	-0.836565420127883
YBR108W	-0.368785273689006	0.843986948703775
YBR111C	-0.151953831427332	-0.462758143329826
YBR111W-A	-0.339609295695582	0.866252864351687
YBR114W	-0.451495590861531	-0.382103567208662
YBR116C	-0.662267319092484	0.655208858459291
YBR119W	0.459729432028091	-0.848726122974278
YBR120C	6.44199738944652	39.4069418037263
YBR128C	-1.06245917638126	0.522233935514163
YBR129C	-0.338848953613859	0.409696065525842
YBR130C	-0.676357395391875	0.090453502051431
YBR131W	1.07503458762801	1.46952577473184
YBR132C	-0.36753124894025	-0.23618616598937
YBR133C	-1.20710685209448	-2.60354182529436
YBR134W	-0.524668739650969	-1.05329705437323
YBR137W	-0.312387407942939	0.296993165540903
YBR138C	-1.07040677670745	-0.178548936969456
YBR139W	-0.0775233714194772	0.100099250724918
YBR140C	1.7294150603318499	4.26700997043678
YBR141C	-0.570188214490897	-0.0707064139925097
YBR144C	-0.309496047891041	-0.213118784441743
YBR145W	-0.154329584565077	-0.422050418990503
YBR147W	-0.332111737770059	-0.444827993890788
YBR148W	-0.45058823781403	0.634139208376082
YBR149W	0.544111847896274	0.166437444266584
YBR150C	-0.740860138333305	-0.471487181725159
YBR151W	-0.135699400778632	0.493033593781693
YBR157C	0.035343652599356984	-0.8311536905583314
YBR158W	0.241085312525527	0.0679396232471559
YBR161W	-0.11480314947478	-0.31135855712399
YBR162C	-0.285616541999035	0.722189429745865
YBR162W-A	-0.206454011149241	1.14486313592242
YBR163W		22.0344894556399
YBR164C	0.430749371875217	-0.399332093492764
YBR165W	-0.3432399914867415	-0.6630248666681355
YBR166C	-0.779472056671861	-0.646437653308472
YBR168W	0.853219699870753	
YBR169C	-0.66903970071175	0.137068844115712
YBR171W	1.81713869546432	-1.92921095834162
YBR172C	-0.2532735914640045	0.7654109070281725
YBR174C	3.17522346788799	0.828642386664538
YBR175W	2.60343169881837	2.20444006353063
YBR176W	-0.784036538167823	-0.382328623179898
YBR177C	-0.144358930841252	1.25884658046157
YBR178W	-0.460990731675264	-0.793224840844537
YBR180W	-0.310825691575719	-2.9383542651815
YBR182C	-0.637816509867931	0.901346744722586
YBR182C-A	-0.0623455411843806	-0.644797333753578
YBR183W	0.000806733215242328	-0.239382368211175
YBR184W	-0.0850419970495185	0.00580480649909848
YBR185C	-0.166964470336331	3.91957376484244
YBR186W	-0.0458704177825676	-0.518682898013003
YBR187W	0.73782831963618	4.12773217951555
YBR188C	-0.373314592903056	-0.576105684281364
YBR195C	0.644671203928776	-1.31304586118346
YBR196C-B	-0.00107175315275264	-0.427457852930334
YBR197C	-0.231646206673522	0.141402806463445
YBR199W	0.0374059152204606	0.277554673716696
YBR200W	6.22051125520571	1.81099927311229
YBR200W-A	-0.469017234722338	-0.390116687095651
YBR201W	-0.4689453567395515	-0.5375579614796024
YBR203W	-1.07432253258391	-1.78740248723084
YBR204C	-0.747144093133071	-0.552923967650313
YBR205W	0.0231123230269708	0.852869050335515
YBR206W	-0.342037763181203	0.179551652438411
YBR207W	-0.00741450790429833	-0.758421798909626
YBR208C	0.403319372430147	0.188274089668914
YBR209W	-0.433923430308485	0.391769552899303
YBR210W	0.491265991265163	-1.06041120381978
YBR212W	0.0999215460548939	-0.134818531384798
YBR213W	1.24628953181084	0.281682655400905
YBR214W	-0.418268109810688	-1.87867679142053
YBR215W	0.0127768441030604	-0.370339299674382
YBR216C	0.200238094084132	0.346366377051947
YBR217W	-0.1945737224965	0.0387755905099284
YBR218C	-0.123173695100092	-0.503473704139339
YBR219C	-0.452385672814355	0.130774223967228
YBR220C	0.0665110207077255	-0.254450765120066
YBR221W-A	0.863491400840942	
YBR222C	-0.9509766145315	0.141104652501666
YBR223C	-1.47489085188456	0.846445947331253
YBR224W	-0.0734476206948017	-0.808058108440673
YBR225W	-1.35004778422656	-0.131138429618595
YBR226C	0.135310347915691	-0.787020212282004
YBR227C	-1.62979206194229	-0.165411832283762
YBR228W	-0.708258266890464	-0.808233515603979
YBR229C	1.11595537694098	0.633485909541006
YBR230C	-0.38036525624057	-0.541167969945779
YBR230W-A	-0.3639249245313	-0.745179360806006
YBR231C	1.0415966205075	0.814280907617949
YBR232C	-1.84921225287134	-0.381059936837979
YBR233W	-0.769491743104907	-0.24970148293123
YBR235W	0.412630789802049	-0.547857485551638
YBR238C	0.323380172882925	0.931157179756918
YBR239C	-0.848852296793323	1.0641922724606
YBR240C	0.583010381382191	-0.32575352476817
YBR241C	-0.410764587021337	0.208751876683631
YBR242W	-0.509639579250844	-0.160232061134861
YBR244W	-0.0807798228697724	-0.64363459511756
YBR245C	0.452448540446574	-0.583625306348265
YBR246W	0.946332704110219	-0.0556995058561963
YBR249C	-0.0626680755693263	0.470651765217848
YBR250W	-0.384880732173161	-0.512028646063656
YBR255W	0.341322451850237	-0.529645803441374
YBR258C	-0.362992776508708	-0.774416837263537
YBR259W	-0.054202714063998	0.173998815574557
YBR260C	1.91617628598934	1.06097251699916
YBR261C	0.7986114604222	-0.641586064085809
YBR262C	-0.247509783542403	0.273816316381394
YBR263W	0.102060660189027	-1.5236370502082
YBR264C	-0.179602993424285	-0.240304645057857
YBR269C	0.257467864585599	-0.360541828761842
YBR270C	-0.163456127779457	0.0998108100884049
YBR271W	0.710936089237332	-0.155325518092551
YBR272C	-0.0641615420298056	0.336590855422013
YBR273C	0.0263014430899316	-0.266421477362989
YBR274W	-0.2162319201911724	-0.5554096670828567
YBR275C	0.581169765512771	-0.204401779177115
YBR276C	0.484146578284281	0.536009538545219
YBR277C	-0.5394985619877866	0.551921261083635
YBR278W	0.595475731229668	0.588732845357493
YBR279W		-1.35029716609848
YBR280C	0.168409476809982	0.0241381563480298
YBR281C	0.571858785073057	-0.421411261920104
YBR283C	2.49013050178999	2.36813342639274
YBR284W	-0.160079696056957	0.0139301767185426
YBR285W	0.446870852245588	0.782995392808932
YBR286W	1.42437381500368	0.111859037926491
YBR287W	0.431954273389037	0.291004068907607
YBR290W	-0.0722192474288005	-0.765742654903986
YBR291C	0.587468764636367	0.445686652144964
YBR292C	0.395539932268209	-0.0221926015754069
YBR293W	0.1526419227626	0.11916234665823
YBR294W	0.313567675702632	-0.289867685653668
YBR295W	0.025838431181142	-0.13831836871025
YBR296C	-0.098236878914461	0.406556590774237
YBR296C-A	0.464617567581075	0.257224457345718
YBR297W	-0.102974424494947	0.127531198828837
YBR298C	0.40833686399766	-0.0571565065425136
YBR299W	-0.513679887213239	-0.042406959504256
YBR300C	-0.254028890926538	0.184310290400276
YBR301W	-0.264811726277124	0.08408278180394
YCL001W	-0.0996140729588038	-0.0499310469615297
YCL001W-A	0.0816764798575065	-1.30854900325454
YCL001W-B	-0.220593072439053	-0.276537240555984
YCL002C	-0.0037565511656549866	-0.0463735645360736
YCL005W	1.28206619760397	1.29207896667376
YCL006C	0.5031720175666795	0.18631406187931948
YCL011C		-1.30815139275075
YCL012C	-1.03628930024094	-0.0271187415914449
YCL013W	-0.136303295452846	
YCL014W	0.17134430792437455	0.005565247113984577
YCL016C	1.63471098182605	
YCL021W-A	-0.00761409409813331	0.290625519831795
YCL022C	-0.810578721956508	0.17880439020433
YCL023C	0.12530582087777714	0.200020258481045
YCL024W	-0.642142193220207	-1.01481864950601
YCL025C	-0.457305778795472	-0.146292223273692
YCL026C	0.597460482580865	0.0626004027970302
YCL026C-A	0.0253076710346232	0.875579585843511
YCL026C-B	0.404612659194034	-0.12597139749619
YCL027W	0.446087314488689	0.328066245011024
YCL028W	-0.544949856985404	-0.466535944508394
YCL029C	4.09614223747684	0.193547506879734
YCL032W	1.08773618527792	
YCL033C	0.157475337992701	-0.41930913695808
YCL034W	-0.584618171508507	0.346644751004452
YCL035C	-0.350467119056336	-0.395874300337113
YCL036W	-0.619672029738263	0.0307509663563086
YCL037C	-0.538923969101175	1.63972987308122
YCL038C	-0.650099107055605	1.15746828522019
YCL039W	0.0168330608290503	1.11558583027963
YCL040W	-1.09076313194956	0.374312958559783
YCL042W	-0.495108880490223	-0.373386283979377
YCL044C	0.603512705371098	1.545923872796
YCL045C	-0.542187790779655	-0.0784376863284434
YCL046W	-0.0847261375820806	0.0487812169633753
YCL047C	-0.0516077060382805	1.01950176570966
YCL048W	0.122632945937761	0.0176162771956981
YCL049C	-1.0211627038286	-0.146452548586748
YCL050C	-0.318336593893831	-0.172127280485225
YCL051W	-0.549466057503456	-0.212531823620421
YCL055W	-0.2181419498581	-0.21129371757718
YCL056C	0.469754708291157	-0.646500448228307
YCL057C-A	0.370494533576281	4.94709848017223
YCL057W	-0.255598058771154	1.0049257059449
YCL061C	-0.3022712820741553	-0.6195291506278227
YCL063W	-0.0952238643227255	-0.09896980618591861
YCL064C	-0.399960133539928	-0.742775609502792
YCL069W	-0.723938870773782	0.432311343649768
YCL074W	-0.466346144053692	-0.139168470340103
YCL075W	0.0902639417109937	-0.0112351096609292
YCL076W	0.00536465916418662	0.66995987377657
YCR001W	0.15033274818612	-0.700613148986257
YCR004C	-0.284236915038533	0.785738428743135
YCR005C	0.343175041062134	1.38409997746771
YCR006C	-0.310961636135729	0.239212594201141
YCR007C	0.325449318699386	-0.442123068328734
YCR008W	-0.346534708923193	0.340877093666877
YCR010C		-1.63978013493042
YCR011C	-0.00655411174823076	
YCR014C	-0.586291814154331	-0.0400259620645744
YCR015C	-0.185695238616399	-0.355907405058647
YCR016W	-0.60018387036173	
YCR017C	-0.433819980708169	-1.53287011926132
YCR019W	0.668252129114263	-1.17895394567493
YCR020C		-0.162702917378067
YCR020C-A	0.469852901487169	
YCR021C	-0.665409442969609	-0.810851461034673
YCR022C	0.0747067294059064	-0.145880803680877
YCR023C	0.614447301220571	-0.552364615626108
YCR024C-A	0.757313586199318	1.86359499254191
YCR026C	-0.634880292148498	0.389042111728392
YCR027C		0.224588945829229
YCR030C	-0.3661319303665	-0.111099876802794
YCR032W	1.97872517844664	0.105215369362332
YCR036W	-0.495274928256544	0.531562277849076
YCR043C	0.00141107456812395	-0.104890123334905
YCR045C	-0.299036554945235	-0.59028408400528
YCR048W	-0.15327764391917	-0.532786138256177
YCR049C	0.553978596818552	-0.394509906139415
YCR050C	0.498893281237044	-0.143544668677255
YCR051W	-0.402222963987124	1.28671266087893
YCR059C	-0.305326489471803	-0.174629871703682
YCR060W	-0.52742134980381	-0.84533452605939
YCR061W	-0.034812284061618265	0.398638361562276
YCR065W	1.13359650430149	-0.02888593155736
YCR066W	1.40410737420521	-0.562524113012033
YCR067C	-0.335442861802109	0.0467671281903221
YCR068W	0.929702458214416	-0.586433960649934
YCR069W	0.760948744005889	0.0471264344562218
YCR073C	-0.0976616533215716	0.499190503976845
YCR075C	-0.916898058959184	0.190939269815315
YCR075W-A	-0.577570506208108	-1.11671165822652
YCR076C	0.541004797147304	0.208205024985938
YCR077C	3.42705683807147	-0.366216823461806
YCR079W	0.0312786155194002	0.246153292710169
YCR081W		-2.32040370292518
YCR082W	0.49953887344356	0.207001487849675
YCR083W	0.568094788950303	-0.337609932151899
YCR085W	0.460943202529425	-0.5932676162066
YCR087C-A	0.482600778916164	-0.206088235909781
YCR087W	0.261154805038559	-0.196778567710708
YCR088W	0.0946532100077562	-0.465621391541701
YCR089W	0.201603587793348	-0.636948760752203
YCR090C	0.512247952376537	0.0965076953224007
YCR091W	0.225091750836402	0.0100174206021888
YCR092C	-0.748727691452615	-1.26042904631435
YCR095C	-0.474827136951922	-1.1184560177956
YCR095W-A	0.160459438891339	-0.843366598887879
YCR098C	-0.350929661517314	-0.389102404239616
YCR099C	-0.395213201609843	-0.245696709162912
YCR100C	0.000767859309012561	-0.342133758603245
YCR101C	-0.281901188036452	-0.683926466251492
YCR102C	-0.257012444801746	0.152993630186955
YCR102W-A	-1.18854277398924	-0.514615071926061
YCR105W	-0.833779102655489	-0.0809732446917715
YCR106W	-0.700656278083743	-0.0493150250722273
YCR107W	-0.397636462127268	-0.421307477123303
YDL001W	-0.371815322233095	1.31846207204632
YDL002C	0.364138368231687	-0.286035644896418
YDL005C	-0.104707363330025	-4.7064991222674
YDL006W	0.733678590538496	-1.44419881990102
YDL009C	-0.882829949619172	-0.355642594416529
YDL010W	-0.3258225001648	-0.171328618289565
YDL011C	-0.697471742811057	-0.356638692468459
YDL012C	0.553146424973892	-0.695575933620878
YDL013W	2.90709952282922	
YDL018C	-0.231908045884041	0.140131508307294
YDL019C	0.111741833911491	0.0681302191415558
YDL020C	0.911969757509944	1.63053170467983
YDL021W	-0.188524735705402	0.564723830275133
YDL022W	-0.5327588844932	0.0650750201786109
YDL023C	-0.123320345528952	0.119421134544182
YDL024C	-0.286900084669937	-0.109331537104415
YDL025C	-0.775116274745284	1.19991790355567
YDL026W	0.8418930297798315	-0.1308743586604715
YDL027C	-0.330231190649441	0.10819839739985
YDL032W	4.59110234807715	35.9923974403487
YDL033C	4.68509421435285	33.4882315194298
YDL034W	-0.319649861367393	1.86053581540873
YDL035C	-0.680828115657165	-1.99223014105518
YDL036C	-0.06527615081050048	-0.21873441602619498
YDL037C	-0.11235732436399534	-0.558904282427944
YDL039C	-0.48847185868891135	0.18416408403394607
YDL040C	3.51675953945636	4.80307759019045
YDL046W	0.452316986607248	-0.304936551465237
YDL048C	0.150449363902586	0.00794558386235122
YDL049C	-0.185785458279639	1.14840741457035
YDL050C	-0.732970491243432	-0.478206034225813
YDL051W	0.690297567748787	-0.702998606605824
YDL052C	0.989630520536291	0.692418453606966
YDL053C	0.0971529537137109	0.245176740315276
YDL054C	-0.900852797835789	-0.532803395313411
YDL056W	0.209739949007813	-0.633522892937794
YDL057W	0.185007781366272	-0.763384455256372
YDL059C	-0.654408798267207	-1.28933177845725
YDL062W	-0.837224858689731	0.444964915161949
YDL063C	0.0277316668432529	0.912386450144718
YDL065C	-0.450345128460399	-0.253737596074019
YDL066W	0.164600146263941	0.452502750665162
YDL067C	6.65414502121735	39.9779436842026
YDL068W	6.30337719356792	40.0228457725224
YDL069C	2.604765227832017	16.694067646285134
YDL070W	0.420741912974197	0.399926865872154
YDL071C	-0.202069648271327	0.330805187840784
YDL072C	-0.482534390793001	0.390339196889833
YDL073W	0.351221421914029	-0.868747950255013
YDL074C	4.87693045992491	-0.0408849727182539
YDL076C	0.305825835431687	-0.0433874280675329
YDL078C	-0.310710448671863	-0.307349611336531
YDL079C	-0.371840938150339	0.133418134233519
YDL080C	-0.0140884525349694	0.287681834129761
YDL082W	-0.809810266798949	0.58140105183536
YDL083C	0.765967248802974	-0.8614552943616
YDL085C-A	0.796046763228985	0.216693737493594
YDL085W	-0.212427424913921	0.853299726173672
YDL086W	0.376453258394606	1.27591222096706
YDL088C	-0.259263806956008	-1.40131217753474
YDL089W	0.402989221336233	0.089593640730309
YDL091C	0.68545194915975	-0.581481682724301
YDL093W	-0.920313791665715	-0.324837633508794
YDL094C	-0.347464136724817	-0.659728166185447
YDL096C	0.290615297628685	0.299120333518655
YDL099W	-0.254400663325632	-2.57747595939494
YDL100C	3.74662224291908	-1.10808407280293
YDL101C	0.151170160220883	0.962991187938771
YDL104C	1.7251104893444	13.7962636328456
YDL106C	-0.296362065952764	-0.655615523393016
YDL107W	6.71023635319698	40.2025626070004
YDL109C	-0.809891999264718	-0.125798702467742
YDL110C	0.361355922172236	0.0293027211418619
YDL112W	0.506342222112567	0.210383135599936
YDL113C	-0.245615277326954	-0.2434230307548
YDL114W	-1.11470559299801	-0.588704109115445
YDL116W		-1.97179796365216
YDL117W	4.67317753032774	0.506178219476536
YDL118W	-0.399734741343967	10.3689013561266
YDL119C	0.258552962034655	13.6397943532816
YDL121C	0.0681510079732609	-0.172471471905925
YDL123W	-0.313616365283957	-0.52429638572816
YDL124W	-0.0430736571882591	-1.1626343919506
YDL125C	-0.494795814093455	-1.98582287762339
YDL127W	-0.312550972872117	0.167680426640456
YDL128W	-0.261044354423929	-0.744070821533556
YDL129W	0.285998028300883	-0.597034323299117
YDL130W	-0.275568630432027	1.61055001785691
YDL130W-A	-1.33916655611124	0.289067527457928
YDL131W	-0.707922539434366	-0.556834695864528
YDL133C-A	-0.3909226440905495	0.06841427652252
YDL133W	0.205205236646941	0.531293427840534
YDL134C	-1.48536387789225	-0.400483152606664
YDL135C	0.740143773425357	-1.40524943530003
YDL136W	-1.2910709158379	-0.510531706972525
YDL137W	-0.367536288237398	0.470126053575045
YDL138W	-0.440525182477399	-1.25529708320178
YDL142C	1.397999821426	7.19020815487532
YDL144C	-0.915304994997474	0.277068055125695
YDL146W	1.9472713386201	0.713896186031012
YDL149W	-1.51511934843441	0.0887309063202719
YDL154W	-1.12207181578158	-0.766227501598335
YDL155W	-0.229762522377677	0.454949801146586
YDL156W	0.528581594467708	-0.0991802249931154
YDL157C	-0.259624048998969	2.02139307632895
YDL159W-A	0.0858477317939691	-0.96352694111891
YDL160C		-4.75566651013911
YDL160C-A	-0.520839799036045	0.456978218142198
YDL161W	-0.283219082262311	0.640923060726702
YDL162C	-0.0993370444228452	-0.31216705702534
YDL167C	-0.485989424172204	-0.303970276923065
