orf	hap ? | growth (culture turbidity) | standard | YPD | Marek A~Korona R, 2013	hap ? | chronological lifespan | standard | YPD | Marek A~Korona R, 2013
YAL002W	-2.9068209684402566	-2.823692382083953
YAL005C	0.062477726283197164	0.48722026758917225
YAL007C	0.1473226983090337	0.09184777207613934
YAL008W	-0.03559473395178634	-0.4503642555441323
YAL009W	0.08419176746143689	1.3305849495306346
YAL010C	-4.788159146829725	-1.0718173015279218
YAL011W	-0.36377748454351694	0.23330608198693426
YAL012W	-1.6729289418872377	-1.719654355348082
YAL013W	-1.638761005938482	-1.952739789692344
YAL014C	-0.041232642662819265	-1.1234422277373977
YAL015C	-0.06860264281722635	0.7830886052220495
YAL016W	0.6207636117493263	-2.3423810165815997
YAL017W	-0.022606589143864497	0.721251025053574
YAL019W	-0.7333872321496697	0.922110433785538
YAL020C	-0.5924370035729017	0.2157523413711168
YAL021C	-2.2832019054454546	-1.9404960753894454
YAL022C	0.011747576829532149	-0.266949815939266
YAL023C	-1.3322898113211126	-0.9770812901805219
YAL024C	0.07151336491245866	0.4953286876573168
YAL026C	-0.5491591302698389	-0.1946701728537645
YAL027W	0.13163766329623652	0.557482693974793
YAL028W	0.04937794969551171	0.1718857888024539
YAL029C	-0.016731700283284273	0.5866492742589394
YAL030W	0.015964009642664	0.2789723082780393
YAL031C	-0.06931066123810718	0.633219292738128
YAL034C	0.0583422654817528	0.26502582576083067
YAL035W	-5.251964663263968	-2.071536054344389
YAL036C	-0.013992876734880375	-0.9774451802518731
YAL039C	-1.1632159737218688	-2.7842259658445454
YAL040C	-0.10232248236415768	0.3469742653617367
YAL042W	-0.04788391299581166	0.08341501520526919
YAL044C	-0.2922374486579602	-0.9935888468412059
YAL046C	0.015685332783531614	0.6378490028306958
YAL047C	-2.97847229602633	-1.0385134493455908
YAL048C	-0.6336914427520105	-2.3296033331522623
YAL049C	-0.049898320221786134	-0.06672919249559647
YAL051W	0.15129928911484658	-0.464405665906041
YAL053W	-0.2645479096883212	-0.33859462906333426
YAL054C	0.05502421710830061	-1.0227870697402526
YAL055W	-0.5987077905979057	-0.5090395518860318
YAL056W	0.11424234694480263	-2.200848873902704
YAL058W	-1.520295301035768	-2.034379713797974
YAL059W	-0.3758523970750308	-0.004490146650576404
YAL060W	-0.041448552491950154	-0.3582783131946135
YAL062W	0.03678193264411444	-0.049137876274585164
YAL067C	0.04402850355237785	-0.36610986038238247
YAL068C	-0.06938460095809044	-0.48613820935210034
YAR002C-A	-0.2512411341611737	0.8284463160178794
YAR002W	-1.537110114774957	0.14947490679947437
YAR003W	-0.7420641982792915	0.21208773103300094
YAR014C	-0.7844561098032162	0.7981880655196796
YAR015W	-1.151894364481693	0.3849750681932974
YAR018C	-0.8745560872448935	0.7721224614957408
YAR020C	-0.12437036990779922	0.15995652298512422
YAR027W	-0.11865317802966815	0.09077785615983038
YAR031W	0.10025980918704713	-0.5623098940703111
YAR035W	0.04976497027496206	0.30225533985420255
YAR042W	0.3121805072389221	0.5400812334431822
YAR050W	0.049775746621398644	-0.11305398070930976
YBL001C	5.4394232873396606e-05	0.6540895749281599
YBL002W	-1.1666874378259156	-2.971372915565333
YBL003C	-0.1932516250461966	0.4829168719627614
YBL005W	0.1355238075801097	0.04919946018112982
YBL006C	0.22298987461388942	-1.383831283413563
YBL007C	-1.9435805982235739	0.06004496643813085
YBL008W	0.07335858601449606	-0.3260107566502603
YBL009W	0.19282541030034814	-0.18857896948550024
YBL011W	0.0938534164858595	0.5492556141007731
YBL013W	0.12286096980484376	0.889184315318577
YBL015W	-0.301954184019743	0.8753248499923427
YBL016W	-0.04058704444124603	0.21515113168801558
YBL017C	-0.18152729495429754	0.22777653503314602
YBL019W	0.15586764383094046	0.21014368788007867
YBL021C	-0.5686486950418859	0.5775619107923237
YBL022C	-0.9676047723486173	-2.82306200186524
YBL024W	-0.9806857330521719	0.11413208361951942
YBL025W	-6.996478627090624	-1.72548252947999
YBL027W	-1.0978749876005975	-0.5782795262776936
YBL028C	0.019469359614784857	0.3602878955809443
YBL031W	-0.08104654845952164	-0.3452079355774507
YBL032W	-0.12836075563207833	-0.3280339063404337
YBL033C	1.0576072343276528	-1.6696273811910602
YBL036C	0.2849553693842518	0.2126276331497337
YBL037W	0.10790042575666682	-0.8390087400640356
YBL038W	-0.43597830980401353	-2.552635645054312
