orf	hap ? | growth (culture turbidity) | standard | YPD | Marek A~Korona R, 2013	hap ? | chronological lifespan | standard | YPD | Marek A~Korona R, 2013
YAL002W	0.3125953009679123	11.542611111111105
YAL005C	0.4603579203097477	123.15286111111111
YAL007C	0.46458010089629526	109.82492777777776
YAL008W	0.4554774939533926	91.54706111111109
YAL009W	0.4614384864402939	151.58252777777778
YAL010C	0.21897337684130783	70.59799444444444
YAL011W	0.4391459800722137	114.5934611111111
YAL012W	0.3739980551443359	48.75952777777777
YAL013W	0.37569837034747255	40.90226111111111
YAL014C	0.45519693202803535	68.85772777777777
YAL015C	0.45383490572822643	133.12652777777777
YAL016W	0.48814016563408824	27.767527777777772
YAL017W	0.45612382916399974	131.04199444444444
YAL019W	0.4207529148889731	137.81292777777776
YAL020C	0.42776708796908264	114.00172777777777
YAL021C	0.3436287521944132	41.31499444444444
YAL022C	0.45783341182018517	97.72992777777777
YAL023C	0.39094944177048463	73.79152777777777
YAL024C	0.46080756508063536	123.42619444444443
YAL026C	0.42992074530580277	100.16646111111112
YAL027W	0.46379955905923526	125.52139444444443
YAL028W	0.45970602991393505	112.52299444444445
YAL029C	0.4564161840449432	126.50459444444444
YAL030W	0.4580432361662014	116.1328611111111
YAL031C	0.4537996722717212	128.0744611111111
YAL034C	0.4601521254123557	115.66272777777777
YAL035W	0.19589280293498368	36.89766111111111
YAL036C	0.4565524774202599	73.7792611111111
YAL039C	0.3993631433459562	12.873016666666677
YAL040C	0.4521568893588746	118.42519444444444
YAL042W	0.45486594170762734	109.5406611111111
YAL044C	0.4427060608108217	73.23506111111111
YAL046C	0.45802936823747853	128.23052777777778
YAL047C	0.3090296819676237	71.7206611111111
YAL048C	0.42571412374442713	28.198261111111112
YAL049C	0.4547656978053685	104.47932777777778
YAL051W	0.46477798987073954	91.07372777777778
YAL053W	0.4440839884722565	95.31479444444444
YAL054C	0.4599870077973325	72.25079444444442
YAL055W	0.4274550318200007	89.56912777777775
YAL056W	0.46293390768070086	32.53855000000001
YAL058W	0.38159363541114183	38.15019444444444
YAL059W	0.43854509047254137	106.57739444444444
YAL060W	0.45518618760479806	94.65126111111111
YAL062W	0.4590792083428697	105.07232777777777
YAL067C	0.4594398228881676	94.38726111111112
YAL068C	0.4537959927743646	90.34112777777777
YAR002C-A	0.44474617985447723	134.6555277777778
YAR002W	0.3807568718594443	111.76752777777779
YAR003W	0.4203211189078104	113.87819444444442
YAR014C	0.41821155010733446	133.63552777777775
YAR015W	0.39992654595663524	119.70619444444442
YAR018C	0.4137278621937268	132.75686111111108
YAR020C	0.4510597098732971	112.1208611111111
YAR027W	0.4513442172045042	109.78886111111109
YAR031W	0.46223808802207117	87.77339444444443
YAR035W	0.45972528940260166	116.91772777777777
YAR042W	0.472783998237349	124.93479444444444
YAR050W	0.4597258256710408	102.91772777777777
YBL001C	0.45725151842832296	128.77799444444443
YBL002W	0.39919039123116334	6.564327777777777
YBL003C	0.4476319393021216	123.00779444444443
